primary_key,codes,Perm_crop,year,Nr
69132,16J090760,Other temporary crops,2019,1
69133,16J090722,Total,1989,57
69134,16J090722,Total,1999,63
69135,16J090722,Total,2009,19
69136,16J090722,Total,2019,18
69137,16J090722,Cereals,1989,57
69138,16J090722,Cereals,1999,46
69139,16J090722,Cereals,2009,14
69140,16J090722,Cereals,2019,10
69141,16J090722,Dried pulses,1989,57
69142,16J090722,Dried pulses,1999,3
69143,16J090722,Dried pulses,2009,8
69144,16J090722,Dried pulses,2019,1
69145,16J090722,Potatoes,1989,56
69146,16J090722,Potatoes,1999,62
69147,16J090722,Potatoes,2009,19
69148,16J090722,Potatoes,2019,10
69149,16J090722,Industrial crops,1989,
69150,16J090722,Industrial crops,1999,
69151,16J090722,Industrial crops,2009,
69152,16J090722,Industrial crops,2019,
69153,16J090722,Fresh vegetables,1989,
69154,16J090722,Fresh vegetables,1999,
69155,16J090722,Fresh vegetables,2009,
69156,16J090722,Fresh vegetables,2019,
69157,16J090722,Other temporary crops,1989,
69158,16J090722,Other temporary crops,1999,
69159,16J090722,Other temporary crops,2009,
69160,16J090722,Other temporary crops,2019,
69161,16J090723,Total,1989,108
69162,16J090723,Total,1999,39
69163,16J090723,Total,2009,20
69164,16J090723,Total,2019,21
69165,16J090723,Cereals,1989,92
69166,16J090723,Cereals,1999,25
69167,16J090723,Cereals,2009,8
69168,16J090723,Cereals,2019,10
69169,16J090723,Dried pulses,1989,102
69170,16J090723,Dried pulses,1999,9
69171,16J090723,Dried pulses,2009,3
69172,16J090723,Dried pulses,2019,
69173,16J090723,Potatoes,1989,101
69174,16J090723,Potatoes,1999,38
69175,16J090723,Potatoes,2009,17
69176,16J090723,Potatoes,2019,3
69177,16J090723,Industrial crops,1989,
69178,16J090723,Industrial crops,1999,
69179,16J090723,Industrial crops,2009,
69180,16J090723,Industrial crops,2019,
69181,16J090723,Fresh vegetables,1989,3
69182,16J090723,Fresh vegetables,1999,5
69183,16J090723,Fresh vegetables,2009,
69184,16J090723,Fresh vegetables,2019,
69185,16J090723,Other temporary crops,1989,
69186,16J090723,Other temporary crops,1999,
69187,16J090723,Other temporary crops,2009,
69188,16J090723,Other temporary crops,2019,
69189,16J090724,Total,1989,163
69190,16J090724,Total,1999,101
69191,16J090724,Total,2009,60
69192,16J090724,Total,2019,79
69193,16J090724,Cereals,1989,141
69194,16J090724,Cereals,1999,83
69195,16J090724,Cereals,2009,39
69196,16J090724,Cereals,2019,57
69197,16J090724,Dried pulses,1989,161
69198,16J090724,Dried pulses,1999,2
69199,16J090724,Dried pulses,2009,7
69200,16J090724,Dried pulses,2019,
69201,16J090724,Potatoes,1989,161
69202,16J090724,Potatoes,1999,58
69203,16J090724,Potatoes,2009,52
69204,16J090724,Potatoes,2019,6
69205,16J090724,Industrial crops,1989,
69206,16J090724,Industrial crops,1999,
69207,16J090724,Industrial crops,2009,
69208,16J090724,Industrial crops,2019,
69209,16J090724,Fresh vegetables,1989,
69210,16J090724,Fresh vegetables,1999,
69211,16J090724,Fresh vegetables,2009,
69212,16J090724,Fresh vegetables,2019,13
69213,16J090724,Other temporary crops,1989,
69214,16J090724,Other temporary crops,1999,
69215,16J090724,Other temporary crops,2009,
69216,16J090724,Other temporary crops,2019,
69217,16J090725,Total,1989,41
69218,16J090725,Total,1999,34
69219,16J090725,Total,2009,16
69220,16J090725,Total,2019,14
69221,16J090725,Cereals,1989,36
69222,16J090725,Cereals,1999,18
69223,16J090725,Cereals,2009,8
69224,16J090725,Cereals,2019,6
69225,16J090725,Dried pulses,1989,40
69226,16J090725,Dried pulses,1999,5
69227,16J090725,Dried pulses,2009,5
69228,16J090725,Dried pulses,2019,
69229,16J090725,Potatoes,1989,41
69230,16J090725,Potatoes,1999,33
69231,16J090725,Potatoes,2009,13
69232,16J090725,Potatoes,2019,3
69233,16J090725,Industrial crops,1989,
69234,16J090725,Industrial crops,1999,
69235,16J090725,Industrial crops,2009,
69236,16J090725,Industrial crops,2019,
69237,16J090725,Fresh vegetables,1989,8
69238,16J090725,Fresh vegetables,1999,
69239,16J090725,Fresh vegetables,2009,
69240,16J090725,Fresh vegetables,2019,
69241,16J090725,Other temporary crops,1989,
69242,16J090725,Other temporary crops,1999,
69243,16J090725,Other temporary crops,2009,
69244,16J090725,Other temporary crops,2019,
69245,16J090728,Total,1989,119
69246,16J090728,Total,1999,74
69247,16J090728,Total,2009,38
69248,16J090728,Total,2019,29
69249,16J090728,Cereals,1989,107
69250,16J090728,Cereals,1999,51
69251,16J090728,Cereals,2009,26
69252,16J090728,Cereals,2019,11
69253,16J090728,Dried pulses,1989,114
69254,16J090728,Dried pulses,1999,4
69255,16J090728,Dried pulses,2009,3
69256,16J090728,Dried pulses,2019,2
69257,16J090728,Potatoes,1989,116
69258,16J090728,Potatoes,1999,57
69259,16J090728,Potatoes,2009,26
69260,16J090728,Potatoes,2019,15
69261,16J090728,Industrial crops,1989,
69262,16J090728,Industrial crops,1999,
69263,16J090728,Industrial crops,2009,
69264,16J090728,Industrial crops,2019,
69265,16J090728,Fresh vegetables,1989,1
69266,16J090728,Fresh vegetables,1999,1
69267,16J090728,Fresh vegetables,2009,
69268,16J090728,Fresh vegetables,2019,2
69269,16J090728,Other temporary crops,1989,1
69270,16J090728,Other temporary crops,1999,4
69271,16J090728,Other temporary crops,2009,1
69272,16J090728,Other temporary crops,2019,
69273,16J090729,Total,1989,72
69274,16J090729,Total,1999,20
69275,16J090729,Total,2009,7
69276,16J090729,Total,2019,7
69277,16J090729,Cereals,1989,44
69278,16J090729,Cereals,1999,14
69279,16J090729,Cereals,2009,5
69280,16J090729,Cereals,2019,3
69281,16J090729,Dried pulses,1989,65
69282,16J090729,Dried pulses,1999,
69283,16J090729,Dried pulses,2009,1
69284,16J090729,Dried pulses,2019,
69285,16J090729,Potatoes,1989,70
69286,16J090729,Potatoes,1999,2
69287,16J090729,Potatoes,2009,5
69288,16J090729,Potatoes,2019,3
69289,16J090729,Industrial crops,1989,
69290,16J090729,Industrial crops,1999,
69291,16J090729,Industrial crops,2009,
69292,16J090729,Industrial crops,2019,
69293,16J090729,Fresh vegetables,1989,1
69294,16J090729,Fresh vegetables,1999,
69295,16J090729,Fresh vegetables,2009,
69296,16J090729,Fresh vegetables,2019,
69297,16J090729,Other temporary crops,1989,
69298,16J090729,Other temporary crops,1999,
69299,16J090729,Other temporary crops,2009,
69300,16J090729,Other temporary crops,2019,
69301,16J090730,Total,1989,178
69302,16J090730,Total,1999,142
69303,16J090730,Total,2009,83
69304,16J090730,Total,2019,76
69305,16J090730,Cereals,1989,162
69306,16J090730,Cereals,1999,119
69307,16J090730,Cereals,2009,62
69308,16J090730,Cereals,2019,10
69309,16J090730,Dried pulses,1989,73
69310,16J090730,Dried pulses,1999,5
69311,16J090730,Dried pulses,2009,20
69312,16J090730,Dried pulses,2019,6
69313,16J090730,Potatoes,1989,172
69314,16J090730,Potatoes,1999,116
69315,16J090730,Potatoes,2009,70
69316,16J090730,Potatoes,2019,14
69317,16J090730,Industrial crops,1989,2
69318,16J090730,Industrial crops,1999,
69319,16J090730,Industrial crops,2009,
69320,16J090730,Industrial crops,2019,
69321,16J090730,Fresh vegetables,1989,2
69322,16J090730,Fresh vegetables,1999,2
69323,16J090730,Fresh vegetables,2009,
69324,16J090730,Fresh vegetables,2019,24
69325,16J090730,Other temporary crops,1989,2
69326,16J090730,Other temporary crops,1999,
69327,16J090730,Other temporary crops,2009,
69328,16J090730,Other temporary crops,2019,
69329,16J090732,Total,1989,54
69330,16J090732,Total,1999,17
69331,16J090732,Total,2009,6
69332,16J090732,Total,2019,5
69333,16J090732,Cereals,1989,36
69334,16J090732,Cereals,1999,4
69335,16J090732,Cereals,2009,3
69336,16J090732,Cereals,2019,1
69337,16J090732,Dried pulses,1989,38
69338,16J090732,Dried pulses,1999,
69339,16J090732,Dried pulses,2009,1
69340,16J090732,Dried pulses,2019,
69341,16J090732,Potatoes,1989,54
69342,16J090732,Potatoes,1999,13
69343,16J090732,Potatoes,2009,5
69344,16J090732,Potatoes,2019,
69345,16J090732,Industrial crops,1989,
69346,16J090732,Industrial crops,1999,
69347,16J090732,Industrial crops,2009,
69348,16J090732,Industrial crops,2019,
69349,16J090732,Fresh vegetables,1989,35
69350,16J090732,Fresh vegetables,1999,
69351,16J090732,Fresh vegetables,2009,
69352,16J090732,Fresh vegetables,2019,
69353,16J090732,Other temporary crops,1989,
69354,16J090732,Other temporary crops,1999,
69355,16J090732,Other temporary crops,2009,
69356,16J090732,Other temporary crops,2019,
69357,16J090734,Total,1989,103
69358,16J090734,Total,1999,48
69359,16J090734,Total,2009,32
69360,16J090734,Total,2019,27
69361,16J090734,Cereals,1989,85
69362,16J090734,Cereals,1999,23
69363,16J090734,Cereals,2009,14
69364,16J090734,Cereals,2019,1
69365,16J090734,Dried pulses,1989,102
69366,16J090734,Dried pulses,1999,5
69367,16J090734,Dried pulses,2009,13
69368,16J090734,Dried pulses,2019,2
69369,16J090734,Potatoes,1989,102
69370,16J090734,Potatoes,1999,46
69371,16J090734,Potatoes,2009,29
69372,16J090734,Potatoes,2019,17
69373,16J090734,Industrial crops,1989,
69374,16J090734,Industrial crops,1999,
69375,16J090734,Industrial crops,2009,
69376,16J090734,Industrial crops,2019,
69377,16J090734,Fresh vegetables,1989,
69378,16J090734,Fresh vegetables,1999,
69379,16J090734,Fresh vegetables,2009,
69380,16J090734,Fresh vegetables,2019,1
69381,16J090734,Other temporary crops,1989,
69382,16J090734,Other temporary crops,1999,1
69383,16J090734,Other temporary crops,2009,
69384,16J090734,Other temporary crops,2019,
69385,16J090738,Total,1989,116
69386,16J090738,Total,1999,62
69387,16J090738,Total,2009,37
69388,16J090738,Total,2019,37
69389,16J090738,Cereals,1989,96
69390,16J090738,Cereals,1999,52
69391,16J090738,Cereals,2009,26
69392,16J090738,Cereals,2019,17
69393,16J090738,Dried pulses,1989,112
69394,16J090738,Dried pulses,1999,10
69395,16J090738,Dried pulses,2009,9
69396,16J090738,Dried pulses,2019,2
69397,16J090738,Potatoes,1989,115
69398,16J090738,Potatoes,1999,34
69399,16J090738,Potatoes,2009,34
69400,16J090738,Potatoes,2019,22
69401,16J090738,Industrial crops,1989,
69402,16J090738,Industrial crops,1999,
69403,16J090738,Industrial crops,2009,
69404,16J090738,Industrial crops,2019,
69405,16J090738,Fresh vegetables,1989,
69406,16J090738,Fresh vegetables,1999,
69407,16J090738,Fresh vegetables,2009,
69408,16J090738,Fresh vegetables,2019,1
69409,16J090738,Other temporary crops,1989,1
69410,16J090738,Other temporary crops,1999,
69411,16J090738,Other temporary crops,2009,
69412,16J090738,Other temporary crops,2019,
69413,16J090744,Total,1989,122
69414,16J090744,Total,1999,66
69415,16J090744,Total,2009,26
69416,16J090744,Total,2019,26
69417,16J090744,Cereals,1989,96
69418,16J090744,Cereals,1999,45
69419,16J090744,Cereals,2009,14
69420,16J090744,Cereals,2019,12
69421,16J090744,Dried pulses,1989,98
69422,16J090744,Dried pulses,1999,38
69423,16J090744,Dried pulses,2009,3
69424,16J090744,Dried pulses,2019,6
69425,16J090744,Potatoes,1989,121
69426,16J090744,Potatoes,1999,64
69427,16J090744,Potatoes,2009,5
69428,16J090744,Potatoes,2019,19
69429,16J090744,Industrial crops,1989,
69430,16J090744,Industrial crops,1999,
69431,16J090744,Industrial crops,2009,
69432,16J090744,Industrial crops,2019,
69433,16J090744,Fresh vegetables,1989,14
69434,16J090744,Fresh vegetables,1999,
69435,16J090744,Fresh vegetables,2009,1
69436,16J090744,Fresh vegetables,2019,1
69437,16J090744,Other temporary crops,1989,
69438,16J090744,Other temporary crops,1999,
69439,16J090744,Other temporary crops,2009,
69440,16J090744,Other temporary crops,2019,1
69441,16J090761,Total,1989,71
69442,16J090761,Total,1999,40
69443,16J090761,Total,2009,26
69444,16J090761,Total,2019,28
69445,16J090761,Cereals,1989,65
69446,16J090761,Cereals,1999,35
69447,16J090761,Cereals,2009,15
69448,16J090761,Cereals,2019,6
69449,16J090761,Dried pulses,1989,64
69450,16J090761,Dried pulses,1999,22
69451,16J090761,Dried pulses,2009,5
69452,16J090761,Dried pulses,2019,2
69453,16J090761,Potatoes,1989,71
69454,16J090761,Potatoes,1999,35
69455,16J090761,Potatoes,2009,6
69456,16J090761,Potatoes,2019,2
69457,16J090761,Industrial crops,1989,
69458,16J090761,Industrial crops,1999,
69459,16J090761,Industrial crops,2009,
69460,16J090761,Industrial crops,2019,
69461,16J090761,Fresh vegetables,1989,
69462,16J090761,Fresh vegetables,1999,
69463,16J090761,Fresh vegetables,2009,
69464,16J090761,Fresh vegetables,2019,7
69465,16J090761,Other temporary crops,1989,
69466,16J090761,Other temporary crops,1999,
69467,16J090761,Other temporary crops,2009,
69468,16J090761,Other temporary crops,2019,
69469,16J090762,Total,1989,98
69470,16J090762,Total,1999,53
69471,16J090762,Total,2009,39
69472,16J090762,Total,2019,21
69473,16J090762,Cereals,1989,87
69474,16J090762,Cereals,1999,25
69475,16J090762,Cereals,2009,12
69476,16J090762,Cereals,2019,3
69477,16J090762,Dried pulses,1989,93
69478,16J090762,Dried pulses,1999,9
69479,16J090762,Dried pulses,2009,8
69480,16J090762,Dried pulses,2019,1
69481,16J090762,Potatoes,1989,92
69482,16J090762,Potatoes,1999,48
69483,16J090762,Potatoes,2009,28
69484,16J090762,Potatoes,2019,
69485,16J090762,Industrial crops,1989,
69486,16J090762,Industrial crops,1999,
69487,16J090762,Industrial crops,2009,
69488,16J090762,Industrial crops,2019,
69489,16J090762,Fresh vegetables,1989,
69490,16J090762,Fresh vegetables,1999,
69491,16J090762,Fresh vegetables,2009,
69492,16J090762,Fresh vegetables,2019,
69493,16J090762,Other temporary crops,1989,
69494,16J090762,Other temporary crops,1999,
69495,16J090762,Other temporary crops,2009,
69496,16J090762,Other temporary crops,2019,
69497,16J090763,Total,1989,131
69498,16J090763,Total,1999,68
69499,16J090763,Total,2009,49
69500,16J090763,Total,2019,11
69501,16J090763,Cereals,1989,93
69502,16J090763,Cereals,1999,18
69503,16J090763,Cereals,2009,9
69504,16J090763,Cereals,2019,
69505,16J090763,Dried pulses,1989,119
69506,16J090763,Dried pulses,1999,46
69507,16J090763,Dried pulses,2009,17
69508,16J090763,Dried pulses,2019,
69509,16J090763,Potatoes,1989,131
69510,16J090763,Potatoes,1999,67
69511,16J090763,Potatoes,2009,49
69512,16J090763,Potatoes,2019,
69513,16J090763,Industrial crops,1989,
69514,16J090763,Industrial crops,1999,
69515,16J090763,Industrial crops,2009,
69516,16J090763,Industrial crops,2019,
69517,16J090763,Fresh vegetables,1989,121
69518,16J090763,Fresh vegetables,1999,
69519,16J090763,Fresh vegetables,2009,2
69520,16J090763,Fresh vegetables,2019,
69521,16J090763,Other temporary crops,1989,
69522,16J090763,Other temporary crops,1999,
69523,16J090763,Other temporary crops,2009,
69524,16J090763,Other temporary crops,2019,
69525,16J090764,Total,1989,123
69526,16J090764,Total,1999,80
69527,16J090764,Total,2009,35
69528,16J090764,Total,2019,35
69529,16J090764,Cereals,1989,104
69530,16J090764,Cereals,1999,55
69531,16J090764,Cereals,2009,16
69532,16J090764,Cereals,2019,17
69533,16J090764,Dried pulses,1989,105
69534,16J090764,Dried pulses,1999,30
69535,16J090764,Dried pulses,2009,3
69536,16J090764,Dried pulses,2019,1
69537,16J090764,Potatoes,1989,121
69538,16J090764,Potatoes,1999,61
69539,16J090764,Potatoes,2009,27
69540,16J090764,Potatoes,2019,2
69541,16J090764,Industrial crops,1989,
69542,16J090764,Industrial crops,1999,
69543,16J090764,Industrial crops,2009,
69544,16J090764,Industrial crops,2019,
69545,16J090764,Fresh vegetables,1989,
69546,16J090764,Fresh vegetables,1999,2
69547,16J090764,Fresh vegetables,2009,
69548,16J090764,Fresh vegetables,2019,13
69549,16J090764,Other temporary crops,1989,
69550,16J090764,Other temporary crops,1999,
69551,16J090764,Other temporary crops,2009,2
69552,16J090764,Other temporary crops,2019,
69553,16J090765,Total,1989,113
69554,16J090765,Total,1999,51
69555,16J090765,Total,2009,21
69556,16J090765,Total,2019,32
69557,16J090765,Cereals,1989,91
69558,16J090765,Cereals,1999,35
69559,16J090765,Cereals,2009,6
69560,16J090765,Cereals,2019,16
69561,16J090765,Dried pulses,1989,98
69562,16J090765,Dried pulses,1999,23
69563,16J090765,Dried pulses,2009,6
69564,16J090765,Dried pulses,2019,
69565,16J090765,Potatoes,1989,112
69566,16J090765,Potatoes,1999,42
69567,16J090765,Potatoes,2009,17
69568,16J090765,Potatoes,2019,3
69569,16J090765,Industrial crops,1989,
69570,16J090765,Industrial crops,1999,
69571,16J090765,Industrial crops,2009,
69572,16J090765,Industrial crops,2019,
69573,16J090765,Fresh vegetables,1989,
69574,16J090765,Fresh vegetables,1999,
69575,16J090765,Fresh vegetables,2009,
69576,16J090765,Fresh vegetables,2019,4
69577,16J090765,Other temporary crops,1989,
69578,16J090765,Other temporary crops,1999,
69579,16J090765,Other temporary crops,2009,
69580,16J090765,Other temporary crops,2019,
69581,16J090746,Total,1989,36
69582,16J090746,Total,1999,27
69583,16J090746,Total,2009,14
69584,16J090746,Total,2019,10
69585,16J090746,Cereals,1989,33
69586,16J090746,Cereals,1999,19
69587,16J090746,Cereals,2009,4
69588,16J090746,Cereals,2019,3
69589,16J090746,Dried pulses,1989,23
69590,16J090746,Dried pulses,1999,6
69591,16J090746,Dried pulses,2009,1
69592,16J090746,Dried pulses,2019,
69593,16J090746,Potatoes,1989,35
69594,16J090746,Potatoes,1999,26
69595,16J090746,Potatoes,2009,7
69596,16J090746,Potatoes,2019,3
69597,16J090746,Industrial crops,1989,
69598,16J090746,Industrial crops,1999,
69599,16J090746,Industrial crops,2009,
69600,16J090746,Industrial crops,2019,
69601,16J090746,Fresh vegetables,1989,
69602,16J090746,Fresh vegetables,1999,2
69603,16J090746,Fresh vegetables,2009,
69604,16J090746,Fresh vegetables,2019,1
69605,16J090746,Other temporary crops,1989,
69606,16J090746,Other temporary crops,1999,
69607,16J090746,Other temporary crops,2009,
69608,16J090746,Other temporary crops,2019,
69609,16J090747,Total,1989,72
69610,16J090747,Total,1999,36
69611,16J090747,Total,2009,13
69612,16J090747,Total,2019,22
69613,16J090747,Cereals,1989,61
69614,16J090747,Cereals,1999,18
69615,16J090747,Cereals,2009,5
69616,16J090747,Cereals,2019,6
69617,16J090747,Dried pulses,1989,52
69618,16J090747,Dried pulses,1999,6
69619,16J090747,Dried pulses,2009,
69620,16J090747,Dried pulses,2019,
69621,16J090747,Potatoes,1989,66
69622,16J090747,Potatoes,1999,20
69623,16J090747,Potatoes,2009,6
69624,16J090747,Potatoes,2019,1
69625,16J090747,Industrial crops,1989,1
69626,16J090747,Industrial crops,1999,
69627,16J090747,Industrial crops,2009,
69628,16J090747,Industrial crops,2019,
69629,16J090747,Fresh vegetables,1989,
69630,16J090747,Fresh vegetables,1999,
69631,16J090747,Fresh vegetables,2009,
69632,16J090747,Fresh vegetables,2019,3
69633,16J090747,Other temporary crops,1989,
69634,16J090747,Other temporary crops,1999,
69635,16J090747,Other temporary crops,2009,
69636,16J090747,Other temporary crops,2019,
69637,16J090748,Total,1989,209
69638,16J090748,Total,1999,91
69639,16J090748,Total,2009,24
69640,16J090748,Total,2019,30
69641,16J090748,Cereals,1989,155
69642,16J090748,Cereals,1999,57
69643,16J090748,Cereals,2009,18
69644,16J090748,Cereals,2019,5
69645,16J090748,Dried pulses,1989,144
69646,16J090748,Dried pulses,1999,5
69647,16J090748,Dried pulses,2009,1
69648,16J090748,Dried pulses,2019,
69649,16J090748,Potatoes,1989,209
69650,16J090748,Potatoes,1999,65
69651,16J090748,Potatoes,2009,10
69652,16J090748,Potatoes,2019,6
69653,16J090748,Industrial crops,1989,
69654,16J090748,Industrial crops,1999,
69655,16J090748,Industrial crops,2009,
69656,16J090748,Industrial crops,2019,1
69657,16J090748,Fresh vegetables,1989,
69658,16J090748,Fresh vegetables,1999,
69659,16J090748,Fresh vegetables,2009,1
69660,16J090748,Fresh vegetables,2019,
69661,16J090748,Other temporary crops,1989,
69662,16J090748,Other temporary crops,1999,
69663,16J090748,Other temporary crops,2009,
69664,16J090748,Other temporary crops,2019,1
69665,16J090749,Total,1989,193
69666,16J090749,Total,1999,99
69667,16J090749,Total,2009,47
69668,16J090749,Total,2019,49
69669,16J090749,Cereals,1989,188
69670,16J090749,Cereals,1999,88
69671,16J090749,Cereals,2009,42
69672,16J090749,Cereals,2019,40
69673,16J090749,Dried pulses,1989,184
69674,16J090749,Dried pulses,1999,18
69675,16J090749,Dried pulses,2009,5
69676,16J090749,Dried pulses,2019,1
69677,16J090749,Potatoes,1989,186
69678,16J090749,Potatoes,1999,94
69679,16J090749,Potatoes,2009,29
69680,16J090749,Potatoes,2019,1
69681,16J090749,Industrial crops,1989,
69682,16J090749,Industrial crops,1999,
69683,16J090749,Industrial crops,2009,
69684,16J090749,Industrial crops,2019,
69685,16J090749,Fresh vegetables,1989,
69686,16J090749,Fresh vegetables,1999,
69687,16J090749,Fresh vegetables,2009,
69688,16J090749,Fresh vegetables,2019,
69689,16J090749,Other temporary crops,1989,2
69690,16J090749,Other temporary crops,1999,
69691,16J090749,Other temporary crops,2009,
69692,16J090749,Other temporary crops,2019,
69693,16J090750,Total,1989,58
69694,16J090750,Total,1999,37
69695,16J090750,Total,2009,11
69696,16J090750,Total,2019,11
69697,16J090750,Cereals,1989,33
69698,16J090750,Cereals,1999,25
69699,16J090750,Cereals,2009,8
69700,16J090750,Cereals,2019,4
69701,16J090750,Dried pulses,1989,34
69702,16J090750,Dried pulses,1999,1
69703,16J090750,Dried pulses,2009,
69704,16J090750,Dried pulses,2019,
69705,16J090750,Potatoes,1989,54
69706,16J090750,Potatoes,1999,36
69707,16J090750,Potatoes,2009,7
69708,16J090750,Potatoes,2019,7
69709,16J090750,Industrial crops,1989,
69710,16J090750,Industrial crops,1999,
69711,16J090750,Industrial crops,2009,
69712,16J090750,Industrial crops,2019,
69713,16J090750,Fresh vegetables,1989,9
69714,16J090750,Fresh vegetables,1999,
69715,16J090750,Fresh vegetables,2009,5
69716,16J090750,Fresh vegetables,2019,
69717,16J090750,Other temporary crops,1989,
69718,16J090750,Other temporary crops,1999,
69719,16J090750,Other temporary crops,2009,
69720,16J090750,Other temporary crops,2019,
69721,16J090751,Total,1989,191
69722,16J090751,Total,1999,84
69723,16J090751,Total,2009,59
69724,16J090751,Total,2019,67
69725,16J090751,Cereals,1989,140
69726,16J090751,Cereals,1999,63
69727,16J090751,Cereals,2009,37
69728,16J090751,Cereals,2019,36
69729,16J090751,Dried pulses,1989,64
69730,16J090751,Dried pulses,1999,8
69731,16J090751,Dried pulses,2009,
69732,16J090751,Dried pulses,2019,
69733,16J090751,Potatoes,1989,185
69734,16J090751,Potatoes,1999,48
69735,16J090751,Potatoes,2009,23
69736,16J090751,Potatoes,2019,1
69737,16J090751,Industrial crops,1989,
69738,16J090751,Industrial crops,1999,
69739,16J090751,Industrial crops,2009,
69740,16J090751,Industrial crops,2019,
69741,16J090751,Fresh vegetables,1989,
69742,16J090751,Fresh vegetables,1999,
69743,16J090751,Fresh vegetables,2009,
69744,16J090751,Fresh vegetables,2019,13
69745,16J090751,Other temporary crops,1989,
69746,16J090751,Other temporary crops,1999,
69747,16J090751,Other temporary crops,2009,
69748,16J090751,Other temporary crops,2019,
69749,16J090752,Total,1989,84
69750,16J090752,Total,1999,47
69751,16J090752,Total,2009,33
69752,16J090752,Total,2019,27
69753,16J090752,Cereals,1989,68
69754,16J090752,Cereals,1999,31
69755,16J090752,Cereals,2009,13
69756,16J090752,Cereals,2019,1
69757,16J090752,Dried pulses,1989,79
69758,16J090752,Dried pulses,1999,23
69759,16J090752,Dried pulses,2009,3
69760,16J090752,Dried pulses,2019,1
69761,16J090752,Potatoes,1989,84
69762,16J090752,Potatoes,1999,46
69763,16J090752,Potatoes,2009,7
69764,16J090752,Potatoes,2019,5
69765,16J090752,Industrial crops,1989,
69766,16J090752,Industrial crops,1999,
69767,16J090752,Industrial crops,2009,1
69768,16J090752,Industrial crops,2019,1
69769,16J090752,Fresh vegetables,1989,
69770,16J090752,Fresh vegetables,1999,
69771,16J090752,Fresh vegetables,2009,1
69772,16J090752,Fresh vegetables,2019,2
69773,16J090752,Other temporary crops,1989,
69774,16J090752,Other temporary crops,1999,
69775,16J090752,Other temporary crops,2009,
69776,16J090752,Other temporary crops,2019,
69777,16J090753,Total,1989,99
69778,16J090753,Total,1999,66
69779,16J090753,Total,2009,41
69780,16J090753,Total,2019,42
69781,16J090753,Cereals,1989,83
69782,16J090753,Cereals,1999,57
69783,16J090753,Cereals,2009,31
69784,16J090753,Cereals,2019,23
69785,16J090753,Dried pulses,1989,38
69786,16J090753,Dried pulses,1999,9
69787,16J090753,Dried pulses,2009,3
69788,16J090753,Dried pulses,2019,1
69789,16J090753,Potatoes,1989,96
69790,16J090753,Potatoes,1999,49
69791,16J090753,Potatoes,2009,27
69792,16J090753,Potatoes,2019,8
69793,16J090753,Industrial crops,1989,
69794,16J090753,Industrial crops,1999,
69795,16J090753,Industrial crops,2009,
69796,16J090753,Industrial crops,2019,
69797,16J090753,Fresh vegetables,1989,
69798,16J090753,Fresh vegetables,1999,
69799,16J090753,Fresh vegetables,2009,
69800,16J090753,Fresh vegetables,2019,15
69801,16J090753,Other temporary crops,1989,
69802,16J090753,Other temporary crops,1999,
69803,16J090753,Other temporary crops,2009,
69804,16J090753,Other temporary crops,2019,
69805,16J0908,Total,1989,152
69806,16J0908,Total,1999,156
69807,16J0908,Total,2009,37
69808,16J0908,Total,2019,49
69809,16J0908,Cereals,1989,138
69810,16J0908,Cereals,1999,113
69811,16J0908,Cereals,2009,25
69812,16J0908,Cereals,2019,26
69813,16J0908,Dried pulses,1989,72
69814,16J0908,Dried pulses,1999,4
69815,16J0908,Dried pulses,2009,
69816,16J0908,Dried pulses,2019,2
69817,16J0908,Potatoes,1989,134
69818,16J0908,Potatoes,1999,84
69819,16J0908,Potatoes,2009,4
69820,16J0908,Potatoes,2019,3
69821,16J0908,Industrial crops,1989,
69822,16J0908,Industrial crops,1999,
69823,16J0908,Industrial crops,2009,
69824,16J0908,Industrial crops,2019,1
69825,16J0908,Fresh vegetables,1989,
69826,16J0908,Fresh vegetables,1999,48
69827,16J0908,Fresh vegetables,2009,2
69828,16J0908,Fresh vegetables,2019,1
69829,16J0908,Other temporary crops,1989,7
69830,16J0908,Other temporary crops,1999,
69831,16J0908,Other temporary crops,2009,
69832,16J0908,Other temporary crops,2019,1
69833,16J090802,Total,1989,50
69834,16J090802,Total,1999,76
69835,16J090802,Total,2009,20
69836,16J090802,Total,2019,20
69837,16J090802,Cereals,1989,42
69838,16J090802,Cereals,1999,57
69839,16J090802,Cereals,2009,13
69840,16J090802,Cereals,2019,12
69841,16J090802,Dried pulses,1989,32
69842,16J090802,Dried pulses,1999,
69843,16J090802,Dried pulses,2009,
69844,16J090802,Dried pulses,2019,1
69845,16J090802,Potatoes,1989,47
69846,16J090802,Potatoes,1999,45
69847,16J090802,Potatoes,2009,3
69848,16J090802,Potatoes,2019,1
69849,16J090802,Industrial crops,1989,
69850,16J090802,Industrial crops,1999,
69851,16J090802,Industrial crops,2009,
69852,16J090802,Industrial crops,2019,
69853,16J090802,Fresh vegetables,1989,
69854,16J090802,Fresh vegetables,1999,21
69855,16J090802,Fresh vegetables,2009,
69856,16J090802,Fresh vegetables,2019,
69857,16J090802,Other temporary crops,1989,
69858,16J090802,Other temporary crops,1999,
69859,16J090802,Other temporary crops,2009,
69860,16J090802,Other temporary crops,2019,1
69861,16J090803,Total,1989,43
69862,16J090803,Total,1999,53
69863,16J090803,Total,2009,11
69864,16J090803,Total,2019,13
69865,16J090803,Cereals,1989,40
