primary_key,codes,Perm_crop,year,Nr
5061,111160820,Fresh vegetables,1989,33
5062,111160820,Fresh vegetables,1999,15
5063,111160820,Fresh vegetables,2009,10
5064,111160820,Fresh vegetables,2019,4
5065,111160820,Other temporary crops,1989,98
5066,111160820,Other temporary crops,1999,6
5067,111160820,Other temporary crops,2009,
5068,111160820,Other temporary crops,2019,
5069,111160816,Total,1989,79
5070,111160816,Total,1999,48
5071,111160816,Total,2009,41
5072,111160816,Total,2019,13
5073,111160816,Cereals,1989,78
5074,111160816,Cereals,1999,40
