primary_key,codes,Sex,year,No
1041,111160428,F,1989,492
1042,111160428,F,1999,301
1043,111160428,F,2009,239
1044,111160428,F,2019,121
1045,111160431,MF,1989,261
1046,111160431,MF,1999,188
1047,111160431,MF,2009,121
1048,111160431,MF,2019,95
1049,111160431,M,1989,113
1050,111160431,M,1999,88
1051,111160431,M,2009,56
1052,111160431,M,2019,51
1053,111160431,F,1989,148
1054,111160431,F,1999,100
1055,111160431,F,2009,65
1056,111160431,F,2019,44
1057,111160434,MF,1989,358
1058,111160434,MF,1999,297
1059,111160434,MF,2009,218
1060,111160434,MF,2019,139
1061,111160434,M,1989,138
1062,111160434,M,1999,134
1063,111160434,M,2009,109
1064,111160434,M,2019,63
1065,111160434,F,1989,220
1066,111160434,F,1999,163
1067,111160434,F,2009,109
1068,111160434,F,2019,76
1069,111160435,MF,1989,436
1070,111160435,MF,1999,260
1071,111160435,MF,2009,263
1072,111160435,MF,2019,200
1073,111160435,M,1989,203
1074,111160435,M,1999,124
1075,111160435,M,2009,142
1076,111160435,M,2019,105
1077,111160435,F,1989,233
1078,111160435,F,1999,136
1079,111160435,F,2009,121
1080,111160435,F,2019,95
1081,111160436,MF,1989,1180
1082,111160436,MF,1999,415
1083,111160436,MF,2009,393
1084,111160436,MF,2019,354
1085,111160436,M,1989,559
1086,111160436,M,1999,186
1087,111160436,M,2009,189
1088,111160436,M,2019,182
1089,111160436,F,1989,621
1090,111160436,F,1999,229
1091,111160436,F,2009,204
1092,111160436,F,2019,172
1093,111160437,MF,1989,463
1094,111160437,MF,1999,300
1095,111160437,MF,2009,268
1096,111160437,MF,2019,233
1097,111160437,M,1989,222
1098,111160437,M,1999,145
1099,111160437,M,2009,128
1100,111160437,M,2019,109
1101,111160437,F,1989,241
1102,111160437,F,1999,155
1103,111160437,F,2009,140
1104,111160437,F,2019,124
1105,111160438,MF,1989,458
1106,111160438,MF,1999,228
1107,111160438,MF,2009,207
1108,111160438,MF,2019,188
1109,111160438,M,1989,236
1110,111160438,M,1999,108
1111,111160438,M,2009,104
1112,111160438,M,2019,95
1113,111160438,F,1989,222
1114,111160438,F,1999,120
1115,111160438,F,2009,103
1116,111160438,F,2019,93
1117,111160439,MF,1989,483
1118,111160439,MF,1999,386
1119,111160439,MF,2009,265
1120,111160439,MF,2019,142
1121,111160439,M,1989,228
1122,111160439,M,1999,185
1123,111160439,M,2009,131
1124,111160439,M,2019,70
1125,111160439,F,1989,255
1126,111160439,F,1999,201
1127,111160439,F,2009,134
1128,111160439,F,2019,72
1129,111160440,MF,1989,328
1130,111160440,MF,1999,178
1131,111160440,MF,2009,123
1132,111160440,MF,2019,108
1133,111160440,M,1989,169
1134,111160440,M,1999,89
1135,111160440,M,2009,59
1136,111160440,M,2019,46
1137,111160440,F,1989,159
1138,111160440,F,1999,89
1139,111160440,F,2009,64
1140,111160440,F,2019,62
1141,1111605,MF,1989,6819
1142,1111605,MF,1999,3732
1143,1111605,MF,2009,2730
1144,1111605,MF,2019,1995
1145,1111605,M,1989,3315
1146,1111605,M,1999,1822
1147,1111605,M,2009,1322
1148,1111605,M,2019,1026
1149,1111605,F,1989,3504
1150,1111605,F,1999,1910
1151,1111605,F,2009,1408
1152,1111605,F,2019,969
1153,111160501,MF,1989,271
1154,111160501,MF,1999,169
1155,111160501,MF,2009,164
1156,111160501,MF,2019,72
1157,111160501,M,1989,135
1158,111160501,M,1999,81
1159,111160501,M,2009,78
1160,111160501,M,2019,37
1161,111160501,F,1989,136
1162,111160501,F,1999,88
1163,111160501,F,2009,86
1164,111160501,F,2019,35
1165,111160503,MF,1989,488
1166,111160503,MF,1999,305
1167,111160503,MF,2009,182
1168,111160503,MF,2019,135
1169,111160503,M,1989,244
1170,111160503,M,1999,152
1171,111160503,M,2009,90
1172,111160503,M,2019,72
1173,111160503,F,1989,244
1174,111160503,F,1999,153
1175,111160503,F,2009,92
1176,111160503,F,2019,63
1177,111160505,MF,1989,348
1178,111160505,MF,1999,202
1179,111160505,MF,2009,140
1180,111160505,MF,2019,61
1181,111160505,M,1989,150
1182,111160505,M,1999,89
1183,111160505,M,2009,59
1184,111160505,M,2019,28
1185,111160505,F,1989,198
1186,111160505,F,1999,113
1187,111160505,F,2009,81
1188,111160505,F,2019,33
1189,111160507,MF,1989,491
1190,111160507,MF,1999,338
1191,111160507,MF,2009,241
1192,111160507,MF,2019,123
1193,111160507,M,1989,229
1194,111160507,M,1999,165
1195,111160507,M,2009,120
1196,111160507,M,2019,61
1197,111160507,F,1989,262
1198,111160507,F,1999,173
1199,111160507,F,2009,121
1200,111160507,F,2019,62
1201,111160510,MF,1989,413
1202,111160510,MF,1999,198
1203,111160510,MF,2009,138
1204,111160510,MF,2019,128
1205,111160510,M,1989,194
1206,111160510,M,1999,95
1207,111160510,M,2009,68
1208,111160510,M,2019,72
1209,111160510,F,1989,219
1210,111160510,F,1999,103
1211,111160510,F,2009,70
1212,111160510,F,2019,56
1213,111160513,MF,1989,217
1214,111160513,MF,1999,109
1215,111160513,MF,2009,50
1216,111160513,MF,2019,67
1217,111160513,M,1989,114
1218,111160513,M,1999,56
1219,111160513,M,2009,24
1220,111160513,M,2019,34
1221,111160513,F,1989,103
1222,111160513,F,1999,53
1223,111160513,F,2009,26
1224,111160513,F,2019,33
1225,111160514,MF,1989,405
1226,111160514,MF,1999,179
1227,111160514,MF,2009,145
1228,111160514,MF,2019,138
1229,111160514,M,1989,205
1230,111160514,M,1999,90
1231,111160514,M,2009,70
1232,111160514,M,2019,70
1233,111160514,F,1989,200
1234,111160514,F,1999,89
1235,111160514,F,2009,75
1236,111160514,F,2019,68
1237,111160515,MF,1989,246
1238,111160515,MF,1999,174
1239,111160515,MF,2009,91
1240,111160515,MF,2019,110
1241,111160515,M,1989,115
1242,111160515,M,1999,80
1243,111160515,M,2009,48
1244,111160515,M,2019,59
1245,111160515,F,1989,131
1246,111160515,F,1999,94
1247,111160515,F,2009,43
1248,111160515,F,2019,51
1249,111160519,MF,1989,242
1250,111160519,MF,1999,156
1251,111160519,MF,2009,110
1252,111160519,MF,2019,41
1253,111160519,M,1989,103
1254,111160519,M,1999,76
1255,111160519,M,2009,50
1256,111160519,M,2019,19
1257,111160519,F,1989,139
1258,111160519,F,1999,80
1259,111160519,F,2009,60
1260,111160519,F,2019,22
1261,111160520,MF,1989,449
1262,111160520,MF,1999,268
1263,111160520,MF,2009,226
1264,111160520,MF,2019,112
1265,111160520,M,1989,229
1266,111160520,M,1999,134
1267,111160520,M,2009,108
1268,111160520,M,2019,57
1269,111160520,F,1989,220
1270,111160520,F,1999,134
1271,111160520,F,2009,118
1272,111160520,F,2019,55
1273,111160522,MF,1989,770
1274,111160522,MF,1999,447
1275,111160522,MF,2009,307
1276,111160522,MF,2019,280
1277,111160522,M,1989,385
1278,111160522,M,1999,220
1279,111160522,M,2009,154
1280,111160522,M,2019,148
1281,111160522,F,1989,385
1282,111160522,F,1999,227
1283,111160522,F,2009,153
1284,111160522,F,2019,132
1285,111160523,MF,1989,331
1286,111160523,MF,1999,173
1287,111160523,MF,2009,148
1288,111160523,MF,2019,114
1289,111160523,M,1989,153
1290,111160523,M,1999,85
1291,111160523,M,2009,67
1292,111160523,M,2019,58
1293,111160523,F,1989,178
1294,111160523,F,1999,88
1295,111160523,F,2009,81
1296,111160523,F,2019,56
1297,111160524,MF,1989,778
1298,111160524,MF,1999,382
1299,111160524,MF,2009,289
1300,111160524,MF,2019,250
1301,111160524,M,1989,385
1302,111160524,M,1999,191
1303,111160524,M,2009,140
1304,111160524,M,2019,120
1305,111160524,F,1989,393
1306,111160524,F,1999,191
1307,111160524,F,2009,149
1308,111160524,F,2019,130
1309,111160525,MF,1989,523
1310,111160525,MF,1999,298
1311,111160525,MF,2009,241
1312,111160525,MF,2019,156
1313,111160525,M,1989,249
1314,111160525,M,1999,148
1315,111160525,M,2009,118
1316,111160525,M,2019,82
1317,111160525,F,1989,274
1318,111160525,F,1999,150
1319,111160525,F,2009,123
1320,111160525,F,2019,74
1321,111160526,MF,1989,675
1322,111160526,MF,1999,212
1323,111160526,MF,2009,159
1324,111160526,MF,2019,122
1325,111160526,M,1989,343
1326,111160526,M,1999,108
1327,111160526,M,2009,81
1328,111160526,M,2019,67
1329,111160526,F,1989,332
1330,111160526,F,1999,104
1331,111160526,F,2009,78
1332,111160526,F,2019,55
1333,111160521,MF,1989,172
1334,111160521,MF,1999,122
1335,111160521,MF,2009,99
1336,111160521,MF,2019,86
1337,111160521,M,1989,82
1338,111160521,M,1999,52
1339,111160521,M,2009,47
1340,111160521,M,2019,42
1341,111160521,F,1989,90
1342,111160521,F,1999,70
1343,111160521,F,2009,52
1344,111160521,F,2019,44
1345,1111606,MF,1989,6714
1346,1111606,MF,1999,3764
1347,1111606,MF,2009,2364
1348,1111606,MF,2019,2136
1349,1111606,M,1989,3243
1350,1111606,M,1999,1832
1351,1111606,M,2009,1146
1352,1111606,M,2019,1055
1353,1111606,F,1989,3471
1354,1111606,F,1999,1932
1355,1111606,F,2009,1218
1356,1111606,F,2019,1081
1357,111160601,MF,1989,328
1358,111160601,MF,1999,231
1359,111160601,MF,2009,158
1360,111160601,MF,2019,112
1361,111160601,M,1989,160
1362,111160601,M,1999,114
1363,111160601,M,2009,81
1364,111160601,M,2019,56
1365,111160601,F,1989,168
1366,111160601,F,1999,117
1367,111160601,F,2009,77
1368,111160601,F,2019,56
1369,111160602,MF,1989,329
1370,111160602,MF,1999,214
1371,111160602,MF,2009,161
1372,111160602,MF,2019,94
1373,111160602,M,1989,170
1374,111160602,M,1999,108
1375,111160602,M,2009,81
1376,111160602,M,2019,42
1377,111160602,F,1989,159
1378,111160602,F,1999,106
1379,111160602,F,2009,80
1380,111160602,F,2019,52
1381,111160603,MF,1989,484
1382,111160603,MF,1999,244
1383,111160603,MF,2009,133
1384,111160603,MF,2019,197
1385,111160603,M,1989,240
1386,111160603,M,1999,125
1387,111160603,M,2009,62
1388,111160603,M,2019,103
1389,111160603,F,1989,244
1390,111160603,F,1999,119
1391,111160603,F,2009,71
1392,111160603,F,2019,94
1393,111160604,MF,1989,195
1394,111160604,MF,1999,92
1395,111160604,MF,2009,83
1396,111160604,MF,2019,50
1397,111160604,M,1989,98
1398,111160604,M,1999,46
1399,111160604,M,2009,41
1400,111160604,M,2019,26
1401,111160604,F,1989,97
1402,111160604,F,1999,46
1403,111160604,F,2009,42
1404,111160604,F,2019,24
1405,111160606,MF,1989,240
1406,111160606,MF,1999,129
1407,111160606,MF,2009,45
1408,111160606,MF,2019,70
1409,111160606,M,1989,106
1410,111160606,M,1999,55
1411,111160606,M,2009,21
1412,111160606,M,2019,33
1413,111160606,F,1989,134
1414,111160606,F,1999,74
1415,111160606,F,2009,24
1416,111160606,F,2019,37
1417,111160611,MF,1989,707
1418,111160611,MF,1999,465
1419,111160611,MF,2009,190
1420,111160611,MF,2019,298
1421,111160611,M,1989,354
1422,111160611,M,1999,226
1423,111160611,M,2009,92
1424,111160611,M,2019,142
1425,111160611,F,1989,353
1426,111160611,F,1999,239
1427,111160611,F,2009,98
1428,111160611,F,2019,156
1429,111160612,MF,1989,390
1430,111160612,MF,1999,261
1431,111160612,MF,2009,146
1432,111160612,MF,2019,143
1433,111160612,M,1989,186
1434,111160612,M,1999,126
1435,111160612,M,2009,69
1436,111160612,M,2019,73
1437,111160612,F,1989,204
1438,111160612,F,1999,135
1439,111160612,F,2009,77
1440,111160612,F,2019,70
1441,111160613,MF,1989,234
1442,111160613,MF,1999,92
1443,111160613,MF,2009,63
1444,111160613,MF,2019,37
1445,111160613,M,1989,117
1446,111160613,M,1999,50
1447,111160613,M,2009,33
1448,111160613,M,2019,21
1449,111160613,F,1989,117
1450,111160613,F,1999,42
1451,111160613,F,2009,30
1452,111160613,F,2019,16
1453,111160614,MF,1989,289
1454,111160614,MF,1999,180
1455,111160614,MF,2009,99
1456,111160614,MF,2019,88
1457,111160614,M,1989,145
1458,111160614,M,1999,94
1459,111160614,M,2009,48
1460,111160614,M,2019,46
1461,111160614,F,1989,144
1462,111160614,F,1999,86
1463,111160614,F,2009,51
1464,111160614,F,2019,42
1465,111160619,MF,1989,395
1466,111160619,MF,1999,226
1467,111160619,MF,2009,183
1468,111160619,MF,2019,141
1469,111160619,M,1989,207
1470,111160619,M,1999,99
1471,111160619,M,2009,88
1472,111160619,M,2019,70
1473,111160619,F,1989,188
1474,111160619,F,1999,127
1475,111160619,F,2009,95
1476,111160619,F,2019,71
1477,111160626,MF,1989,760
1478,111160626,MF,1999,390
1479,111160626,MF,2009,310
1480,111160626,MF,2019,228
1481,111160626,M,1989,349
1482,111160626,M,1999,187
1483,111160626,M,2009,150
1484,111160626,M,2019,114
1485,111160626,F,1989,411
1486,111160626,F,1999,203
1487,111160626,F,2009,160
1488,111160626,F,2019,114
1489,111160627,MF,1989,557
1490,111160627,MF,1999,331
1491,111160627,MF,2009,183
1492,111160627,MF,2019,168
1493,111160627,M,1989,263
1494,111160627,M,1999,160
1495,111160627,M,2009,92
1496,111160627,M,2019,85
1497,111160627,F,1989,294
1498,111160627,F,1999,171
1499,111160627,F,2009,91
1500,111160627,F,2019,83
1501,111160628,MF,1989,693
1502,111160628,MF,1999,277
1503,111160628,MF,2009,285
1504,111160628,MF,2019,240
1505,111160628,M,1989,331
1506,111160628,M,1999,136
1507,111160628,M,2009,137
1508,111160628,M,2019,118
1509,111160628,F,1989,362
1510,111160628,F,1999,141
1511,111160628,F,2009,148
1512,111160628,F,2019,122
1513,111160629,MF,1989,232
1514,111160629,MF,1999,75
1515,111160629,MF,2009,89
1516,111160629,MF,2019,60
1517,111160629,M,1989,108
1518,111160629,M,1999,43
1519,111160629,M,2009,44
1520,111160629,M,2019,32
1521,111160629,F,1989,124
1522,111160629,F,1999,32
1523,111160629,F,2009,45
1524,111160629,F,2019,28
1525,111160630,MF,1989,556
1526,111160630,MF,1999,348
1527,111160630,MF,2009,164
1528,111160630,MF,2019,121
1529,111160630,M,1989,249
1530,111160630,M,1999,168
1531,111160630,M,2009,74
1532,111160630,M,2019,53
1533,111160630,F,1989,307
1534,111160630,F,1999,180
1535,111160630,F,2009,90
1536,111160630,F,2019,68
1537,111160623,MF,1989,156
1538,111160623,MF,1999,105
1539,111160623,MF,2009,35
1540,111160623,MF,2019,38
1541,111160623,M,1989,80
1542,111160623,M,1999,47
1543,111160623,M,2009,18
1544,111160623,M,2019,18
1545,111160623,F,1989,76
1546,111160623,F,1999,58
1547,111160623,F,2009,17
1548,111160623,F,2019,20
1549,111160624,MF,1989,169
1550,111160624,MF,1999,104
1551,111160624,MF,2009,37
1552,111160624,MF,2019,51
1553,111160624,M,1989,80
1554,111160624,M,1999,48
1555,111160624,M,2009,15
1556,111160624,M,2019,23
1557,111160624,F,1989,89
1558,111160624,F,1999,56
1559,111160624,F,2009,22
1560,111160624,F,2019,28
1561,1111607,MF,1989,24488
1562,1111607,MF,1999,14284
1563,1111607,MF,2009,9051
1564,1111607,MF,2019,6838
1565,1111607,M,1989,11770
1566,1111607,M,1999,6842
1567,1111607,M,2009,4266
1568,1111607,M,2019,3391
1569,1111607,F,1989,12718
1570,1111607,F,1999,7442
1571,1111607,F,2009,4785
1572,1111607,F,2019,3447
1573,111160701,MF,1989,740
1574,111160701,MF,1999,473
1575,111160701,MF,2009,312
1576,111160701,MF,2019,290
1577,111160701,M,1989,372
1578,111160701,M,1999,249
1579,111160701,M,2009,154
1580,111160701,M,2019,147
1581,111160701,F,1989,368
1582,111160701,F,1999,224
1583,111160701,F,2009,158
1584,111160701,F,2019,143
1585,111160752,MF,1989,106
1586,111160752,MF,1999,89
1587,111160752,MF,2009,39
1588,111160752,MF,2019,56
1589,111160752,M,1989,50
1590,111160752,M,1999,42
1591,111160752,M,2009,18
1592,111160752,M,2019,35
1593,111160752,F,1989,56
1594,111160752,F,1999,47
1595,111160752,F,2009,21
1596,111160752,F,2019,21
1597,111160704,MF,1989,1080
1598,111160704,MF,1999,456
1599,111160704,MF,2009,288
1600,111160704,MF,2019,209
1601,111160704,M,1989,531
1602,111160704,M,1999,215
1603,111160704,M,2009,135
1604,111160704,M,2019,110
1605,111160704,F,1989,549
1606,111160704,F,1999,241
1607,111160704,F,2009,153
1608,111160704,F,2019,99
1609,111160753,MF,1989,768
1610,111160753,MF,1999,505
1611,111160753,MF,2009,364
1612,111160753,MF,2019,207
1613,111160753,M,1989,379
1614,111160753,M,1999,254
1615,111160753,M,2009,189
1616,111160753,M,2019,102
1617,111160753,F,1989,389
1618,111160753,F,1999,251
1619,111160753,F,2009,175
1620,111160753,F,2019,105
1621,111160754,MF,1989,730
1622,111160754,MF,1999,423
1623,111160754,MF,2009,309
1624,111160754,MF,2019,198
1625,111160754,M,1989,336
1626,111160754,M,1999,201
1627,111160754,M,2009,138
1628,111160754,M,2019,101
1629,111160754,F,1989,394
1630,111160754,F,1999,222
1631,111160754,F,2009,171
1632,111160754,F,2019,97
1633,111160755,MF,1989,658
1634,111160755,MF,1999,294
1635,111160755,MF,2009,91
1636,111160755,MF,2019,174
1637,111160755,M,1989,324
1638,111160755,M,1999,147
1639,111160755,M,2009,45
1640,111160755,M,2019,95
1641,111160755,F,1989,334
1642,111160755,F,1999,147
1643,111160755,F,2009,46
1644,111160755,F,2019,79
1645,111160707,MF,1989,684
1646,111160707,MF,1999,393
1647,111160707,MF,2009,253
1648,111160707,MF,2019,186
1649,111160707,M,1989,314
1650,111160707,M,1999,177
1651,111160707,M,2009,118
1652,111160707,M,2019,90
1653,111160707,F,1989,370
1654,111160707,F,1999,216
1655,111160707,F,2009,135
1656,111160707,F,2019,96
1657,111160708,MF,1989,330
1658,111160708,MF,1999,188
1659,111160708,MF,2009,80
1660,111160708,MF,2019,39
1661,111160708,M,1989,151
1662,111160708,M,1999,87
1663,111160708,M,2009,37
1664,111160708,M,2019,18
1665,111160708,F,1989,179
1666,111160708,F,1999,101
1667,111160708,F,2009,43
1668,111160708,F,2019,21
1669,111160709,MF,1989,240
1670,111160709,MF,1999,149
1671,111160709,MF,2009,61
1672,111160709,MF,2019,37
1673,111160709,M,1989,107
1674,111160709,M,1999,69
1675,111160709,M,2009,28
1676,111160709,M,2019,15
1677,111160709,F,1989,133
1678,111160709,F,1999,80
1679,111160709,F,2009,33
1680,111160709,F,2019,22
1681,111160710,MF,1989,281
1682,111160710,MF,1999,166
1683,111160710,MF,2009,69
1684,111160710,MF,2019,42
1685,111160710,M,1989,151
1686,111160710,M,1999,87
1687,111160710,M,2009,36
1688,111160710,M,2019,25
1689,111160710,F,1989,130
1690,111160710,F,1999,79
1691,111160710,F,2009,33
1692,111160710,F,2019,17
1693,111160756,MF,1989,875
1694,111160756,MF,1999,597
1695,111160756,MF,2009,270
1696,111160756,MF,2019,241
1697,111160756,M,1989,405
1698,111160756,M,1999,287
1699,111160756,M,2009,122
1700,111160756,M,2019,113
1701,111160756,F,1989,470
1702,111160756,F,1999,310
1703,111160756,F,2009,148
1704,111160756,F,2019,128
1705,111160757,MF,1989,928
1706,111160757,MF,1999,506
1707,111160757,MF,2009,377
1708,111160757,MF,2019,276
1709,111160757,M,1989,455
1710,111160757,M,1999,240
1711,111160757,M,2009,187
1712,111160757,M,2019,139
1713,111160757,F,1989,473
1714,111160757,F,1999,266
1715,111160757,F,2009,190
1716,111160757,F,2019,137
1717,111160713,MF,1989,797
1718,111160713,MF,1999,337
1719,111160713,MF,2009,228
1720,111160713,MF,2019,305
1721,111160713,M,1989,381
1722,111160713,M,1999,164
1723,111160713,M,2009,110
1724,111160713,M,2019,150
1725,111160713,F,1989,416
1726,111160713,F,1999,173
1727,111160713,F,2009,118
1728,111160713,F,2019,155
1729,111160714,MF,1989,398
1730,111160714,MF,1999,389
1731,111160714,MF,2009,189
1732,111160714,MF,2019,122
1733,111160714,M,1989,191
1734,111160714,M,1999,193
1735,111160714,M,2009,92
1736,111160714,M,2019,65
1737,111160714,F,1989,207
1738,111160714,F,1999,196
1739,111160714,F,2009,97
1740,111160714,F,2019,57
1741,111160716,MF,1989,1411
1742,111160716,MF,1999,957
1743,111160716,MF,2009,649
1744,111160716,MF,2019,452
1745,111160716,M,1989,654
1746,111160716,M,1999,461
1747,111160716,M,2009,295
1748,111160716,M,2019,221
1749,111160716,F,1989,757
1750,111160716,F,1999,496
1751,111160716,F,2009,354
1752,111160716,F,2019,231
1753,111160717,MF,1989,442
1754,111160717,MF,1999,288
1755,111160717,MF,2009,167
1756,111160717,MF,2019,157
1757,111160717,M,1989,192
1758,111160717,M,1999,135
1759,111160717,M,2009,81
1760,111160717,M,2019,81
1761,111160717,F,1989,250
1762,111160717,F,1999,153
1763,111160717,F,2009,86
1764,111160717,F,2019,76
1765,111160718,MF,1989,981
1766,111160718,MF,1999,489
1767,111160718,MF,2009,283
1768,111160718,MF,2019,239
1769,111160718,M,1989,474
1770,111160718,M,1999,234
1771,111160718,M,2009,132
1772,111160718,M,2019,112
1773,111160718,F,1989,507
1774,111160718,F,1999,255
1775,111160718,F,2009,151
1776,111160718,F,2019,127
1777,111160719,MF,1989,221
1778,111160719,MF,1999,86
1779,111160719,MF,2009,59
1780,111160719,MF,2019,78
1781,111160719,M,1989,105
1782,111160719,M,1999,45
1783,111160719,M,2009,30
1784,111160719,M,2019,41
1785,111160719,F,1989,116
