primary_key,codes,year,N_Tractors
3577,11C130103,2019,"0,6"
3578,11C130103,2009,"0,4"
3579,11C130103,1999,"0,2"
3580,11C130103,1989,0
3581,11C130107,2019,"0,4"
3582,11C130107,2009,"0,3"
3583,11C130107,1999,"0,2"
3584,11C130107,1989,"0,1"
3585,11C130112,2019,"0,5"
3586,11C130112,2009,"0,3"
3587,11C130112,1999,"0,2"
3588,11C130112,1989,"0,1"
3589,11C130115,2019,"0,5"
3590,11C130115,2009,"0,4"
3591,11C130115,1999,"0,2"
3592,11C130115,1989,"0,1"
3593,11C130117,2019,"0,3"
3594,11C130117,2009,"0,4"
3595,11C130117,1999,"0,3"
3596,11C130117,1989,"0,1"
3597,11C130134,2019,"0,3"
3598,11C130134,2009,"0,4"
3599,11C130134,1999,"0,2"
3600,11C130134,1989,"0,1"
3601,11C130118,2019,"0,1"
3602,11C130118,2009,"0,2"
3603,11C130118,1999,"0,1"
3604,11C130118,1989,"0,1"
3605,11C130119,2019,"0,3"
3606,11C130119,2009,"0,6"
3607,11C130119,1999,"0,4"
3608,11C130119,1989,"0,1"
3609,11C130120,2019,"0,4"
3610,11C130120,2009,"0,5"
3611,11C130120,1999,"0,1"
3612,11C130120,1989,"0,1"
3613,11C130121,2019,"0,5"
3614,11C130121,2009,"0,3"
3615,11C130121,1999,"0,1"
3616,11C130121,1989,0
3617,11C130123,2019,"0,5"
3618,11C130123,2009,"0,5"
3619,11C130123,1999,"0,3"
3620,11C130123,1989,"0,1"
3621,11C130126,2019,"0,4"
3622,11C130126,2009,"0,2"
3623,11C130126,1999,"0,1"
3624,11C130126,1989,"0,2"
3625,11C130128,2019,"0,3"
3626,11C130128,2009,"0,4"
3627,11C130128,1999,"0,2"
3628,11C130128,1989,0
3629,11C130129,2019,"0,6"
3630,11C130129,2009,"0,7"
3631,11C130129,1999,"0,4"
3632,11C130129,1989,"0,1"
3633,11C130135,2019,"0,5"
3634,11C130135,2009,"0,4"
3635,11C130135,1999,"0,3"
3636,11C130135,1989,"0,1"
3637,11C130136,2019,"0,7"
3638,11C130136,2009,"0,6"
3639,11C130136,1999,"0,4"
3640,11C130136,1989,"0,2"
3641,11C130141,2019,"0,5"
3642,11C130141,2009,"0,5"
3643,11C130141,1999,"0,3"
3644,11C130141,1989,"0,2"
3645,11C130142,2019,"0,5"
3646,11C130142,2009,"0,5"
3647,11C130142,1999,"0,3"
3648,11C130142,1989,"0,1"
3649,11C130143,2019,"0,4"
3650,11C130143,2009,"0,3"
3651,11C130143,1999,"0,1"
3652,11C130143,1989,0
3653,11C130144,2019,"0,6"
3654,11C130144,2009,"0,5"
3655,11C130144,1999,"0,3"
3656,11C130144,1989,"0,2"
3657,11C130145,2019,"0,4"
3658,11C130145,2009,"0,3"
3659,11C130145,1999,"0,3"
3660,11C130145,1989,"0,1"
3661,11C130146,2019,"0,3"
3662,11C130146,2009,"0,3"
3663,11C130146,1999,"0,3"
3664,11C130146,1989,"0,2"
3665,11C130148,2019,"0,4"
3666,11C130148,2009,"0,5"
3667,11C130148,1999,"0,2"
3668,11C130148,1989,"0,1"
3669,11C130138,2019,"0,6"
3670,11C130138,2009,"0,4"
3671,11C130138,1999,"0,2"
3672,11C130138,1989,"0,1"
3673,11C130139,2019,"0,6"
3674,11C130139,2009,"0,4"
3675,11C130139,1999,"0,3"
3676,11C130139,1989,"0,1"
3677,11C130147,2019,"0,7"
3678,11C130147,2009,"0,6"
3679,11C130147,1999,"0,3"
3680,11C130147,1989,"0,1"
3681,11C1302,2019,"0,3"
3682,11C1302,2009,"0,3"
3683,11C1302,1999,"0,1"
3684,11C1302,1989,0
3685,11C130204,2019,"0,2"
3686,11C130204,2009,"0,2"
3687,11C130204,1999,"0,1"
3688,11C130204,1989,0
3689,11C130205,2019,"0,4"
3690,11C130205,2009,"0,4"
3691,11C130205,1999,"0,2"
3692,11C130205,1989,0
3693,11C130206,2019,"0,3"
3694,11C130206,2009,"0,2"
3695,11C130206,1999,"0,1"
3696,11C130206,1989,0
3697,11C130207,2019,"0,3"
3698,11C130207,2009,"0,2"
3699,11C130207,1999,0
3700,11C130207,1989,"0,1"
3701,11C130208,2019,"0,4"
3702,11C130208,2009,"0,4"
3703,11C130208,1999,"0,1"
3704,11C130208,1989,"0,1"
3705,11C130215,2019,"0,3"
3706,11C130215,2009,"0,3"
3707,11C130215,1999,"0,2"
3708,11C130215,1989,0
3709,11C130221,2019,"0,3"
3710,11C130221,2009,"0,2"
3711,11C130221,1999,"0,1"
3712,11C130221,1989,"0,1"
3713,11C130222,2019,"0,4"
3714,11C130222,2009,"0,3"
3715,11C130222,1999,"0,1"
3716,11C130222,1989,"0,1"
3717,11C130223,2019,"0,3"
3718,11C130223,2009,"0,3"
3719,11C130223,1999,"0,1"
3720,11C130223,1989,0
3721,11C130224,2019,"0,3"
3722,11C130224,2009,"0,3"
3723,11C130224,1999,"0,1"
3724,11C130224,1989,"0,1"
3725,11C130225,2019,"0,5"
3726,11C130225,2009,"0,3"
3727,11C130225,1999,"0,2"
3728,11C130225,1989,"0,1"
3729,11C130226,2019,"0,4"
3730,11C130226,2009,"0,2"
3731,11C130226,1999,"0,1"
3732,11C130226,1989,0
3733,11C130219,2019,"0,3"
3734,11C130219,2009,"0,2"
3735,11C130219,1999,"0,1"
3736,11C130219,1989,"0,1"
3737,11C130220,2019,"0,2"
3738,11C130220,2009,"0,2"
3739,11C130220,1999,0
3740,11C130220,1989,0
3741,11C0106,2019,"0,5"
3742,11C0106,2009,"0,4"
3743,11C0106,1999,"0,2"
3744,11C0106,1989,"0,1"
3745,11C010602,2019,"0,4"
3746,11C010602,2009,"0,4"
3747,11C010602,1999,"0,2"
3748,11C010602,1989,"0,1"
3749,11C010606,2019,"0,7"
3750,11C010606,2009,"0,4"
3751,11C010606,1999,"0,2"
3752,11C010606,1989,"0,1"
3753,11C010607,2019,"0,4"
3754,11C010607,2009,"0,3"
3755,11C010607,1999,"0,2"
3756,11C010607,1989,"0,1"
3757,11C010608,2019,"0,5"
3758,11C010608,2009,"0,4"
3759,11C010608,1999,"0,1"
3760,11C010608,1989,0
3761,11C010610,2019,"0,5"
3762,11C010610,2009,"0,5"
3763,11C010610,1999,"0,3"
3764,11C010610,1989,"0,2"
3765,11C010611,2019,"0,5"
3766,11C010611,2009,"0,5"
3767,11C010611,1999,"0,2"
3768,11C010611,1989,"0,1"
3769,11C0305,2019,"0,5"
3770,11C0305,2009,"0,4"
3771,11C0305,1999,"0,2"
3772,11C0305,1989,"0,1"
3773,11C030501,2019,"0,7"
3774,11C030501,2009,"0,6"
3775,11C030501,1999,"0,4"
3776,11C030501,1989,"0,2"
3777,11C030502,2019,"0,5"
3778,11C030502,2009,"0,5"
3779,11C030502,1999,"0,2"
3780,11C030502,1989,"0,1"
3781,11C030520,2019,"0,3"
3782,11C030520,2009,"0,3"
3783,11C030520,1999,"0,2"
3784,11C030520,1989,"0,1"
3785,11C030503,2019,"0,6"
3786,11C030503,2009,"0,6"
3787,11C030503,1999,"0,5"
3788,11C030503,1989,"0,2"
3789,11C030508,2019,"0,4"
3790,11C030508,2009,"0,4"
3791,11C030508,1999,"0,3"
3792,11C030508,1989,"0,1"
3793,11C030510,2019,"0,6"
3794,11C030510,2009,"0,4"
3795,11C030510,1999,"0,3"
3796,11C030510,1989,0
3797,11C030515,2019,"0,4"
3798,11C030515,2009,"0,4"
3799,11C030515,1999,"0,2"
3800,11C030515,1989,0
3801,11C030517,2019,"0,6"
3802,11C030517,2009,"0,6"
3803,11C030517,1999,"0,3"
3804,11C030517,1989,"0,2"
3805,11C030518,2019,"0,3"
3806,11C030518,2009,"0,3"
3807,11C030518,1999,"0,1"
3808,11C030518,1989,"0,1"
3809,11C030523,2019,"0,4"
3810,11C030523,2009,"0,3"
3811,11C030523,1999,"0,2"
3812,11C030523,1989,"0,1"
3813,11C030524,2019,"0,5"
3814,11C030524,2009,"0,4"
3815,11C030524,1999,"0,2"
3816,11C030524,1989,"0,1"
3817,11C030525,2019,"0,7"
3818,11C030525,2009,"0,5"
3819,11C030525,1999,"0,3"
3820,11C030525,1989,0
3821,11C030526,2019,"0,3"
3822,11C030526,2009,"0,2"
3823,11C030526,1999,"0,1"
3824,11C030526,1989,0
3825,11C030527,2019,"0,6"
3826,11C030527,2009,"0,5"
3827,11C030527,1999,"0,3"
3828,11C030527,1989,"0,1"
3829,11C030521,2019,"0,4"
3830,11C030521,2009,"0,3"
3831,11C030521,1999,"0,2"
3832,11C030521,1989,"0,1"
3833,11C1804,2019,"0,4"
3834,11C1804,2009,"0,2"
3835,11C1804,1999,"0,1"
3836,11C1804,1989,0
3837,11C180403,2019,"0,4"
3838,11C180403,2009,"0,2"
3839,11C180403,1999,"0,1"
3840,11C180403,1989,0
3841,11C180404,2019,"0,4"
3842,11C180404,2009,"0,2"
3843,11C180404,1999,"0,3"
3844,11C180404,1989,"0,1"
3845,11C180405,2019,"0,2"
3846,11C180405,2009,"0,1"
3847,11C180405,1999,0
3848,11C180405,1989,0
3849,11C180406,2019,"0,4"
3850,11C180406,2009,"0,2"
3851,11C180406,1999,"0,1"
3852,11C180406,1989,0
3853,11C180408,2019,"0,5"
3854,11C180408,2009,"0,3"
3855,11C180408,1999,"0,1"
3856,11C180408,1989,0
3857,11C180409,2019,"0,4"
3858,11C180409,2009,"0,3"
3859,11C180409,1999,"0,1"
3860,11C180409,1989,0
3861,11C180410,2019,"0,4"
3862,11C180410,2009,"0,3"
3863,11C180410,1999,"0,1"
3864,11C180410,1989,0
3865,11C180412,2019,"0,3"
3866,11C180412,2009,"0,1"
3867,11C180412,1999,"0,1"
3868,11C180412,1989,0
3869,11C180413,2019,"0,4"
3870,11C180413,2009,"0,3"
3871,11C180413,1999,"0,1"
3872,11C180413,1989,0
3873,11C180414,2019,"0,5"
3874,11C180414,2009,"0,3"
3875,11C180414,1999,"0,1"
3876,11C180414,1989,0
3877,11C180415,2019,"0,3"
3878,11C180415,2009,"0,3"
3879,11C180415,1999,"0,1"
3880,11C180415,1989,0
3881,11C180416,2019,"0,3"
3882,11C180416,2009,"0,2"
3883,11C180416,1999,"0,1"
3884,11C180416,1989,0
3885,11C180417,2019,"0,3"
3886,11C180417,2009,"0,2"
3887,11C180417,1999,"0,1"
3888,11C180417,1989,0
3889,11C180418,2019,"0,3"
3890,11C180418,2009,"0,2"
3891,11C180418,1999,"0,1"
3892,11C180418,1989,0
3893,11C1303,2019,"0,7"
3894,11C1303,2009,"0,6"
3895,11C1303,1999,"0,4"
3896,11C1303,1989,"0,2"
3897,11C130301,2019,"0,7"
3898,11C130301,2009,"0,6"
3899,11C130301,1999,"0,5"
3900,11C130301,1989,"0,3"
3901,11C130302,2019,"0,7"
3902,11C130302,2009,"0,5"
3903,11C130302,1999,"0,4"
3904,11C130302,1989,"0,2"
3905,11C130305,2019,"0,6"
3906,11C130305,2009,"0,6"
3907,11C130305,1999,"0,4"
3908,11C130305,1989,"0,2"
3909,11C130306,2019,"0,8"
3910,11C130306,2009,"0,7"
3911,11C130306,1999,"0,4"
3912,11C130306,1989,"0,3"
3913,11C130307,2019,"0,5"
3914,11C130307,2009,"0,4"
3915,11C130307,1999,"0,3"
3916,11C130307,1989,"0,1"
3917,11C130313,2019,"0,6"
3918,11C130313,2009,"0,4"
3919,11C130313,1999,"0,4"
3920,11C130313,1989,"0,1"
3921,11C130314,2019,"0,5"
3922,11C130314,2009,"0,5"
3923,11C130314,1999,"0,2"
3924,11C130314,1989,"0,2"
3925,11C130315,2019,1
3926,11C130315,2009,"0,6"
3927,11C130315,1999,"0,3"
3928,11C130315,1989,"0,1"
3929,11C130317,2019,"0,7"
3930,11C130317,2009,"0,6"
3931,11C130317,1999,"0,2"
3932,11C130317,1989,"0,1"
3933,11C130318,2019,"0,8"
3934,11C130318,2009,"0,6"
3935,11C130318,1999,"0,4"
3936,11C130318,1989,"0,1"
3937,11C130319,2019,"1,1"
3938,11C130319,2009,"0,5"
3939,11C130319,1999,"0,3"
3940,11C130319,1989,"0,2"
3941,11C130324,2019,"0,7"
3942,11C130324,2009,"0,5"
3943,11C130324,1999,"0,3"
3944,11C130324,1989,"0,2"
3945,11C130334,2019,"0,6"
3946,11C130334,2009,"0,4"
3947,11C130334,1999,"0,3"
3948,11C130334,1989,"0,1"
3949,11C130335,2019,"0,7"
3950,11C130335,2009,"0,6"
3951,11C130335,1999,"0,4"
3952,11C130335,1989,"0,2"
3953,11C130336,2019,"0,6"
3954,11C130336,2009,"0,6"
3955,11C130336,1999,"0,4"
3956,11C130336,1989,"0,1"
3957,11C130337,2019,"0,9"
3958,11C130337,2009,"0,8"
3959,11C130337,1999,"0,4"
3960,11C130337,1989,"0,2"
3961,11C130338,2019,"0,5"
3962,11C130338,2009,"0,7"
3963,11C130338,1999,"0,5"
3964,11C130338,1989,"0,2"
3965,11C130339,2019,"0,6"
3966,11C130339,2009,"0,5"
3967,11C130339,1999,"0,4"
3968,11C130339,1989,"0,2"
3969,11C130340,2019,"0,6"
3970,11C130340,2009,"0,6"
3971,11C130340,1999,"0,1"
3972,11C130340,1989,"0,1"
3973,11C130341,2019,"0,5"
3974,11C130341,2009,"0,6"
3975,11C130341,1999,"0,2"
3976,11C130341,1989,"0,1"
3977,11C1305,2019,"0,7"
3978,11C1305,2009,"0,6"
3979,11C1305,1999,"0,4"
3980,11C1305,1989,"0,2"
3981,11C130502,2019,"0,8"
3982,11C130502,2009,"0,8"
3983,11C130502,1999,"0,6"
3984,11C130502,1989,"0,2"
3985,11C130504,2019,"0,8"
3986,11C130504,2009,"0,9"
3987,11C130504,1999,"0,4"
3988,11C130504,1989,"0,3"
3989,11C130510,2019,"1,1"
3990,11C130510,2009,1
3991,11C130510,1999,"0,6"
3992,11C130510,1989,"0,2"
3993,11C130512,2019,"0,8"
3994,11C130512,2009,"0,8"
3995,11C130512,1999,"0,5"
3996,11C130512,1989,"0,3"
3997,11C130513,2019,"0,4"
3998,11C130513,2009,"0,4"
3999,11C130513,1999,"0,3"
4000,11C130513,1989,"0,1"
4001,11C130515,2019,"0,4"
4002,11C130515,2009,"0,3"
4003,11C130515,1999,"0,2"
4004,11C130515,1989,0
4005,11C130524,2019,"0,9"
4006,11C130524,2009,"0,5"
4007,11C130524,1999,"0,5"
4008,11C130524,1989,"0,1"
4009,11C130525,2019,"0,6"
4010,11C130525,2009,"0,5"
4011,11C130525,1999,"0,4"
4012,11C130525,1989,"0,2"
4013,11C130527,2019,"0,8"
4014,11C130527,2009,"0,6"
4015,11C130527,1999,"0,4"
4016,11C130527,1989,"0,2"
4017,11C130528,2019,"0,7"
4018,11C130528,2009,"0,7"
4019,11C130528,1999,"0,4"
4020,11C130528,1989,"0,2"
4021,11C130529,2019,"0,5"
4022,11C130529,2009,"0,6"
4023,11C130529,1999,"0,4"
4024,11C130529,1989,"0,2"
4025,11C130530,2019,"0,4"
4026,11C130530,2009,"0,4"
4027,11C130530,1999,"0,2"
4028,11C130530,1989,"0,1"
4029,11C130531,2019,"0,8"
4030,11C130531,2009,"0,7"
4031,11C130531,1999,"0,4"
4032,11C130531,1989,"0,2"
4033,11C130532,2019,"0,9"
4034,11C130532,2009,"0,8"
4035,11C130532,1999,"0,5"
4036,11C130532,1989,"0,3"
4037,11C130526,2019,"0,7"
4038,11C130526,2009,"0,6"
4039,11C130526,1999,"0,5"
4040,11C130526,1989,"0,3"
4041,11C1307,2019,"0,5"
4042,11C1307,2009,"0,4"
4043,11C1307,1999,"0,2"
4044,11C1307,1989,"0,1"
4045,11C130732,2019,"0,5"
4046,11C130732,2009,"0,4"
4047,11C130732,1999,"0,2"
4048,11C130732,1989,"0,1"
4049,11C130733,2019,"0,6"
4050,11C130733,2009,"0,6"
4051,11C130733,1999,"0,3"
4052,11C130733,1989,"0,1"
4053,11C130704,2019,"0,9"
4054,11C130704,2009,"0,6"
4055,11C130704,1999,"0,3"
4056,11C130704,1989,"0,1"
4057,11C130734,2019,"0,6"
4058,11C130734,2009,"0,5"
4059,11C130734,1999,"0,2"
4060,11C130734,1989,"0,1"
4061,11C130705,2019,"0,7"
4062,11C130705,2009,"0,6"
4063,11C130705,1999,"0,3"
4064,11C130705,1989,"0,1"
4065,11C130736,2019,"0,4"
4066,11C130736,2009,"0,4"
4067,11C130736,1999,"0,2"
4068,11C130736,1989,"0,1"
4069,11C130737,2019,"0,6"
4070,11C130737,2009,"0,3"
4071,11C130737,1999,"0,1"
4072,11C130737,1989,0
4073,11C130738,2019,"0,3"
4074,11C130738,2009,"0,2"
4075,11C130738,1999,"0,1"
4076,11C130738,1989,0
4077,11C130739,2019,"0,4"
4078,11C130739,2009,"0,2"
4079,11C130739,1999,"0,2"
4080,11C130739,1989,"0,1"
4081,11C130735,2019,"0,8"
4082,11C130735,2009,"0,6"
4083,11C130735,1999,"0,3"
4084,11C130735,1989,"0,2"
4085,11C130722,2019,"0,3"
4086,11C130722,2009,"0,3"
4087,11C130722,1999,"0,1"
4088,11C130722,1989,0
4089,11C130723,2019,"0,8"
4090,11C130723,2009,"0,7"
4091,11C130723,1999,"0,4"
4092,11C130723,1989,"0,1"
4093,11C130724,2019,"0,4"
4094,11C130724,2009,"0,3"
4095,11C130724,1999,"0,2"
4096,11C130724,1989,"0,1"
4097,11C130740,2019,"0,5"
4098,11C130740,2009,"0,4"
4099,11C130740,1999,"0,2"
4100,11C130740,1989,"0,1"
4101,11C130741,2019,"0,6"
4102,11C130741,2009,"0,5"
4103,11C130741,1999,"0,3"
4104,11C130741,1989,"0,1"
4105,11C130730,2019,"0,5"
4106,11C130730,2009,"0,4"
4107,11C130730,1999,"0,2"
4108,11C130730,1989,0
4109,11C1309,2019,"0,7"
4110,11C1309,2009,"0,6"
4111,11C1309,1999,"0,4"
4112,11C1309,1989,"0,2"
4113,11C130902,2019,"0,8"
4114,11C130902,2009,"0,4"
4115,11C130902,1999,"0,3"
4116,11C130902,1989,"0,1"
4117,11C130904,2019,1
4118,11C130904,2009,"0,7"
4119,11C130904,1999,"0,4"
4120,11C130904,1989,"0,1"
4121,11C130905,2019,"0,7"
4122,11C130905,2009,"0,5"
4123,11C130905,1999,"0,3"
4124,11C130905,1989,"0,1"
4125,11C130906,2019,"0,9"
4126,11C130906,2009,"0,8"
4127,11C130906,1999,"0,3"
4128,11C130906,1989,"0,2"
4129,11C130917,2019,"0,6"
4130,11C130917,2009,"0,5"
4131,11C130917,1999,"0,4"
4132,11C130917,1989,"0,2"
4133,11C130908,2019,"0,7"
4134,11C130908,2009,"0,5"
4135,11C130908,1999,"0,3"
4136,11C130908,1989,"0,1"
4137,11C130910,2019,"0,7"
4138,11C130910,2009,"0,5"
4139,11C130910,1999,"0,3"
4140,11C130910,1989,"0,2"
4141,11C130918,2019,"0,7"
4142,11C130918,2009,"0,6"
4143,11C130918,1999,"0,4"
4144,11C130918,1989,"0,2"
4145,11C130913,2019,"0,8"
4146,11C130913,2009,"0,8"
4147,11C130913,1999,"0,5"
4148,11C130913,1989,"0,2"
4149,11C130914,2019,"0,4"
4150,11C130914,2009,"0,7"
4151,11C130914,1999,"0,4"
4152,11C130914,1989,"0,2"
4153,11C130919,2019,"0,8"
4154,11C130919,2009,"0,5"
4155,11C130919,1999,"0,4"
4156,11C130919,1989,"0,2"
4157,11C130916,2019,"0,7"
4158,11C130916,2009,"0,6"
4159,11C130916,1999,"0,4"
4160,11C130916,1989,"0,2"
4161,11C1311,2019,"0,7"
4162,11C1311,2009,"0,5"
4163,11C1311,1999,"0,3"
4164,11C1311,1989,"0,1"
4165,11C131101,2019,"0,7"
4166,11C131101,2009,"0,6"
4167,11C131101,1999,"0,3"
4168,11C131101,1989,"0,1"
4169,11C131102,2019,"0,7"
4170,11C131102,2009,"0,5"
4171,11C131102,1999,"0,5"
4172,11C131102,1989,"0,1"
4173,11C131103,2019,"0,8"
4174,11C131103,2009,"0,6"
4175,11C131103,1999,"0,3"
4176,11C131103,1989,"0,1"
4177,11C131104,2019,"0,8"
4178,11C131104,2009,"0,5"
4179,11C131104,1999,"0,5"
4180,11C131104,1989,"0,2"
4181,11C131105,2019,"0,4"
4182,11C131105,2009,"0,3"
4183,11C131105,1999,"0,2"
4184,11C131105,1989,"0,1"
4185,11C131106,2019,"0,6"
4186,11C131106,2009,"0,5"
4187,11C131106,1999,"0,2"
4188,11C131106,1989,"0,1"
4189,11C131107,2019,"0,5"
4190,11C131107,2009,"0,7"
4191,11C131107,1999,"0,3"
4192,11C131107,1989,"0,1"
4193,11C131108,2019,"0,8"
4194,11C131108,2009,"0,7"
4195,11C131108,1999,"0,4"
4196,11C131108,1989,"0,1"
4197,11C131109,2019,"0,7"
4198,11C131109,2009,"0,5"
4199,11C131109,1999,"0,3"
4200,11C131109,1989,"0,1"
4201,11C131110,2019,"0,7"
4202,11C131110,2009,"0,5"
4203,11C131110,1999,"0,4"
4204,11C131110,1989,"0,2"
4205,11C131112,2019,"0,6"
4206,11C131112,2009,"0,6"
4207,11C131112,1999,"0,4"
4208,11C131112,1989,"0,2"
4209,11C131113,2019,"0,4"
4210,11C131113,2009,"0,4"
4211,11C131113,1999,"0,3"
4212,11C131113,1989,"0,1"
4213,11C131141,2019,1
4214,11C131141,2009,"0,5"
4215,11C131141,1999,"0,4"
4216,11C131141,1989,"0,2"
4217,11C131115,2019,"0,6"
4218,11C131115,2009,"0,5"
4219,11C131115,1999,"0,3"
4220,11C131115,1989,"0,1"
4221,11C131142,2019,"0,7"
4222,11C131142,2009,"0,5"
4223,11C131142,1999,"0,4"
4224,11C131142,1989,"0,2"
4225,11C131140,2019,"0,6"
4226,11C131140,2009,"0,6"
4227,11C131140,1999,"0,4"
4228,11C131140,1989,"0,1"
4229,11C131121,2019,"0,4"
4230,11C131121,2009,"0,3"
4231,11C131121,1999,"0,3"
4232,11C131121,1989,"0,1"
4233,11C131122,2019,"0,9"
4234,11C131122,2009,"0,6"
4235,11C131122,1999,"0,5"
4236,11C131122,1989,"0,2"
4237,11C131139,2019,"0,9"
4238,11C131139,2009,"0,6"
4239,11C131139,1999,"0,3"
4240,11C131139,1989,"0,1"
4241,11C131125,2019,"0,9"
4242,11C131125,2009,"0,5"
4243,11C131125,1999,"0,3"
4244,11C131125,1989,"0,1"
4245,11C131128,2019,1
4246,11C131128,2009,1
4247,11C131128,1999,"0,4"
4248,11C131128,1989,"0,2"
4249,11C131132,2019,"0,7"
4250,11C131132,2009,"0,4"
4251,11C131132,1999,"0,3"
4252,11C131132,1989,"0,2"
4253,11C131133,2019,"0,4"
4254,11C131133,2009,"0,6"
4255,11C131133,1999,"0,3"
4256,11C131133,1989,"0,1"
4257,11C131129,2019,"0,8"
4258,11C131129,2009,"0,8"
4259,11C131129,1999,"0,5"
4260,11C131129,1989,"0,2"
4261,11C131138,2019,"0,2"
4262,11C131138,2009,"0,2"
4263,11C131138,1999,"0,2"
4264,11C131138,1989,0
4265,11C131134,2019,"0,3"
4266,11C131134,2009,"0,5"
4267,11C131134,1999,0
4268,11C131134,1989,"0,1"
4269,11C131143,2019,"0,5"
4270,11C131143,2009,"0,4"
4271,11C131143,1999,"0,3"
4272,11C131143,1989,"0,2"
4273,11C131136,2019,"0,9"
4274,11C131136,2009,"0,4"
4275,11C131136,1999,"0,3"
4276,11C131136,1989,"0,1"
4277,11C1813,2019,"0,3"
4278,11C1813,2009,"0,2"
4279,11C1813,1999,"0,1"
4280,11C1813,1989,0
4281,11C181302,2019,"0,2"
4282,11C181302,2009,"0,1"
4283,11C181302,1999,"0,1"
4284,11C181302,1989,0
4285,11C181303,2019,"0,2"
4286,11C181303,2009,"0,1"
4287,11C181303,1999,0
4288,11C181303,1989,0
4289,11C181310,2019,"0,4"
4290,11C181310,2009,"0,2"
4291,11C181310,1999,"0,1"
4292,11C181310,1989,0
4293,11C181311,2019,"0,3"
4294,11C181311,2009,"0,2"
4295,11C181311,1999,"0,2"
4296,11C181311,1989,"0,1"
4297,11C181312,2019,"0,2"
4298,11C181312,2009,"0,1"
4299,11C181312,1999,0
4300,11C181312,1989,0
4301,11C181313,2019,"0,2"
4302,11C181313,2009,"0,2"
4303,11C181313,1999,"0,1"
4304,11C181313,1989,0
4305,11C181314,2019,"0,3"
4306,11C181314,2009,"0,3"
4307,11C181314,1999,"0,1"
4308,11C181314,1989,0
4309,11C181316,2019,"0,4"
4310,11C181316,2009,"0,3"
4311,11C181316,1999,"0,2"
4312,11C181316,1989,"0,1"
4313,11C181317,2019,"0,2"
4314,11C181317,2009,"0,2"
4315,11C181317,1999,"0,2"
4316,11C181317,1989,0
4317,11C181318,2019,"0,3"
4318,11C181318,2009,"0,1"
4319,11C181318,1999,"0,1"
4320,11C181318,1989,0
4321,11C181319,2019,"0,4"
4322,11C181319,2009,"0,3"
4323,11C181319,1999,0
4324,11C181319,1989,0
4325,11.0,2019,"0,4"
4326,11.0,2009,"0,4"
4327,11.0,1999,"0,2"
4328,11.0,1989,"0,1"
4329,11D1701,2019,"0,4"
4330,11D1701,2009,"0,3"
4331,11D1701,1999,"0,2"
4332,11D1701,1989,"0,1"
4333,11D170101,2019,"0,4"
4334,11D170101,2009,"0,4"
4335,11D170101,1999,"0,3"
4336,11D170101,1989,"0,2"
4337,11D170107,2019,"0,4"
4338,11D170107,2009,"0,4"
4339,11D170107,1999,"0,2"
4340,11D170107,1989,"0,1"
4341,11D170108,2019,"0,3"
4342,11D170108,2009,"0,3"
4343,11D170108,1999,"0,2"
4344,11D170108,1989,0
4345,11D170109,2019,"0,6"
4346,11D170109,2009,"1,1"
4347,11D170109,1999,"1,1"
4348,11D170109,1989,"0,5"
4349,11D170112,2019,"0,2"
4350,11D170112,2009,"0,1"
4351,11D170112,1999,"0,1"
4352,11D170112,1989,0
4353,11D170113,2019,"0,4"
4354,11D170113,2009,"0,3"
4355,11D170113,1999,"0,1"
4356,11D170113,1989,0
4357,11D170114,2019,"0,3"
4358,11D170114,2009,"0,2"
4359,11D170114,1999,"0,1"
4360,11D170114,1989,0
4361,11D170120,2019,"0,2"
4362,11D170120,2009,"0,2"
4363,11D170120,1999,"0,1"
4364,11D170120,1989,0
4365,11D170121,2019,"0,4"
4366,11D170121,2009,"0,4"
4367,11D170121,1999,"0,2"
4368,11D170121,1989,"0,1"
4369,11D170122,2019,"0,6"
4370,11D170122,2009,"0,5"
4371,11D170122,1999,"0,2"
4372,11D170122,1989,"0,1"
4373,11D170123,2019,"0,2"
4374,11D170123,2009,"0,3"
4375,11D170123,1999,"0,1"
4376,11D170123,1989,"0,1"
4377,11D170116,2019,"0,6"
4378,11D170116,2009,"0,5"
4379,11D170116,1999,"0,4"
4380,11D170116,1989,"0,1"
4381,11D170117,2019,"0,7"
4382,11D170117,2009,"0,5"
4383,11D170117,1999,"0,3"
4384,11D170117,1989,"0,2"
4385,11D170118,2019,"0,5"
4386,11D170118,2009,"0,4"
4387,11D170118,1999,"0,2"
4388,11D170118,1989,0
4389,11D1801,2019,"0,6"
4390,11D1801,2009,"0,5"
4391,11D1801,1999,"0,3"
4392,11D1801,1989,"0,1"
4393,11D180101,2019,"0,3"
4394,11D180101,2009,"0,4"
4395,11D180101,1999,"0,3"
4396,11D180101,1989,"0,1"
4397,11D180120,2019,"0,6"
4398,11D180120,2009,"0,8"
4399,11D180120,1999,"0,3"
4400,11D180120,1989,"0,1"
4401,11D180104,2019,"0,8"
4402,11D180104,2009,"0,4"
4403,11D180104,1999,"0,3"
4404,11D180104,1989,"0,1"
4405,11D180106,2019,"0,6"
4406,11D180106,2009,"0,3"
4407,11D180106,1999,"0,1"
4408,11D180106,1989,0
4409,11D180107,2019,"0,3"
4410,11D180107,2009,"0,3"
4411,11D180107,1999,"0,2"
4412,11D180107,1989,"0,1"
4413,11D180109,2019,"0,5"
4414,11D180109,2009,"0,4"
