primary_key,codes,year,N_Tractors
323,111160420,1999,"0,7"
324,111160420,1989,"0,4"
325,111160421,2019,1
326,111160421,2009,"0,9"
327,111160421,1999,"0,7"
328,111160421,1989,"0,5"
329,111160422,2019,"0,7"
330,111160422,2009,"0,5"
331,111160422,1999,"0,4"
332,111160422,1989,"0,1"
333,111160423,2019,"0,9"
334,111160423,2009,"0,8"
335,111160423,1999,"0,6"
336,111160423,1989,"0,3"
337,111160424,2019,"0,6"
338,111160424,2009,"0,5"
339,111160424,1999,"0,3"
340,111160424,1989,"0,2"
341,111160427,2019,"0,8"
342,111160427,2009,"0,8"
343,111160427,1999,"0,5"
344,111160427,1989,"0,2"
345,111160428,2019,"0,9"
346,111160428,2009,"0,7"
347,111160428,1999,"0,4"
348,111160428,1989,"0,2"
349,111160431,2019,"1,2"
350,111160431,2009,1
351,111160431,1999,"0,7"
352,111160431,1989,"0,2"
353,111160434,2019,"0,8"
354,111160434,2009,"0,6"
355,111160434,1999,"0,4"
356,111160434,1989,"0,2"
357,111160435,2019,1
358,111160435,2009,"0,8"
359,111160435,1999,"0,6"
360,111160435,1989,"0,2"
361,111160436,2019,1
362,111160436,2009,"0,9"
363,111160436,1999,"0,8"
364,111160436,1989,"0,5"
365,111160437,2019,"0,9"
366,111160437,2009,"0,8"
367,111160437,1999,"0,5"
368,111160437,1989,"0,3"
369,111160438,2019,"0,8"
370,111160438,2009,"0,8"
371,111160438,1999,"0,5"
372,111160438,1989,"0,3"
373,111160439,2019,"0,9"
374,111160439,2009,"0,8"
375,111160439,1999,"0,6"
376,111160439,1989,"0,4"
377,111160440,2019,"0,9"
378,111160440,2009,"0,9"
379,111160440,1999,"0,5"
380,111160440,1989,"0,2"
381,1111605,2019,"0,6"
382,1111605,2009,"0,5"
383,1111605,1999,"0,3"
384,1111605,1989,"0,1"
385,111160501,2019,"0,5"
386,111160501,2009,"0,4"
387,111160501,1999,"0,3"
388,111160501,1989,"0,1"
389,111160503,2019,"0,5"
390,111160503,2009,"0,4"
391,111160503,1999,"0,1"
392,111160503,1989,"0,1"
393,111160505,2019,"0,7"
394,111160505,2009,"0,5"
395,111160505,1999,"0,2"
396,111160505,1989,"0,1"
397,111160507,2019,"0,7"
398,111160507,2009,"0,3"
399,111160507,1999,"0,3"
400,111160507,1989,"0,1"
401,111160510,2019,1
402,111160510,2009,"0,6"
403,111160510,1999,"0,2"
404,111160510,1989,"0,1"
405,111160513,2019,"0,8"
406,111160513,2009,"0,6"
407,111160513,1999,"0,3"
408,111160513,1989,"0,2"
409,111160514,2019,"0,4"
410,111160514,2009,"0,4"
411,111160514,1999,"0,2"
412,111160514,1989,"0,1"
413,111160515,2019,"0,6"
414,111160515,2009,"0,5"
415,111160515,1999,"0,1"
416,111160515,1989,"0,1"
417,111160519,2019,"0,8"
418,111160519,2009,"0,3"
419,111160519,1999,"0,2"
420,111160519,1989,"0,1"
421,111160520,2019,"0,5"
422,111160520,2009,"0,5"
423,111160520,1999,"0,3"
424,111160520,1989,"0,1"
425,111160522,2019,"0,5"
426,111160522,2009,"0,3"
427,111160522,1999,"0,2"
428,111160522,1989,"0,1"
429,111160523,2019,"0,6"
430,111160523,2009,"0,6"
431,111160523,1999,"0,3"
432,111160523,1989,"0,2"
433,111160524,2019,"0,6"
434,111160524,2009,"0,5"
435,111160524,1999,"0,3"
436,111160524,1989,"0,2"
437,111160525,2019,"0,5"
438,111160525,2009,"0,5"
439,111160525,1999,"0,4"
440,111160525,1989,"0,3"
441,111160526,2019,"0,5"
442,111160526,2009,"0,4"
443,111160526,1999,"0,3"
444,111160526,1989,0
445,111160521,2019,"0,7"
446,111160521,2009,"0,6"
447,111160521,1999,"0,2"
448,111160521,1989,"0,3"
449,1111606,2019,"0,5"
450,1111606,2009,"0,4"
451,1111606,1999,"0,3"
452,1111606,1989,"0,1"
453,111160601,2019,"0,2"
454,111160601,2009,"0,1"
455,111160601,1999,0
456,111160601,1989,0
457,111160602,2019,"0,6"
458,111160602,2009,"0,5"
459,111160602,1999,"0,3"
460,111160602,1989,"0,1"
461,111160603,2019,"0,6"
462,111160603,2009,"0,5"
463,111160603,1999,"0,5"
464,111160603,1989,"0,2"
465,111160604,2019,"0,4"
466,111160604,2009,"0,5"
467,111160604,1999,"0,3"
468,111160604,1989,"0,1"
469,111160606,2019,"0,3"
470,111160606,2009,"0,5"
471,111160606,1999,"0,3"
472,111160606,1989,"0,1"
473,111160611,2019,"0,6"
474,111160611,2009,"0,5"
475,111160611,1999,"0,4"
476,111160611,1989,"0,2"
477,111160612,2019,"0,5"
478,111160612,2009,"0,5"
479,111160612,1999,"0,3"
480,111160612,1989,"0,1"
481,111160613,2019,"0,6"
482,111160613,2009,"0,4"
483,111160613,1999,"0,2"
484,111160613,1989,"0,1"
485,111160614,2019,"0,5"
486,111160614,2009,"0,5"
487,111160614,1999,"0,3"
488,111160614,1989,"0,2"
489,111160619,2019,"0,3"
490,111160619,2009,"0,3"
491,111160619,1999,"0,2"
492,111160619,1989,0
493,111160626,2019,"0,7"
494,111160626,2009,"0,5"
495,111160626,1999,"0,3"
496,111160626,1989,"0,2"
497,111160627,2019,"0,4"
498,111160627,2009,"0,3"
499,111160627,1999,"0,2"
500,111160627,1989,"0,1"
501,111160628,2019,"0,5"
502,111160628,2009,"0,5"
503,111160628,1999,"0,2"
504,111160628,1989,"0,1"
505,111160629,2019,"0,5"
506,111160629,2009,"0,5"
507,111160629,1999,"0,3"
508,111160629,1989,"0,1"
509,111160630,2019,"0,6"
510,111160630,2009,"0,4"
511,111160630,1999,"0,2"
512,111160630,1989,"0,1"
513,111160623,2019,"0,7"
514,111160623,2009,"0,4"
515,111160623,1999,"0,2"
516,111160623,1989,"0,1"
517,111160624,2019,"0,5"
518,111160624,2009,"0,5"
519,111160624,1999,"0,2"
520,111160624,1989,"0,1"
521,1111607,2019,"0,7"
522,1111607,2009,"0,6"
523,1111607,1999,"0,4"
524,1111607,1989,"0,2"
525,111160701,2019,"0,5"
526,111160701,2009,"0,4"
527,111160701,1999,"0,2"
528,111160701,1989,"0,1"
529,111160752,2019,"0,8"
530,111160752,2009,"0,9"
531,111160752,1999,"0,7"
532,111160752,1989,"0,5"
533,111160704,2019,"0,8"
534,111160704,2009,"0,7"
535,111160704,1999,"0,4"
536,111160704,1989,"0,2"
537,111160753,2019,"0,8"
538,111160753,2009,"0,8"
539,111160753,1999,"0,6"
540,111160753,1989,"0,3"
541,111160754,2019,"0,7"
542,111160754,2009,"0,7"
543,111160754,1999,"0,6"
544,111160754,1989,"0,3"
545,111160755,2019,"0,7"
546,111160755,2009,"0,5"
547,111160755,1999,"0,3"
548,111160755,1989,"0,2"
549,111160707,2019,"0,5"
550,111160707,2009,"0,5"
551,111160707,1999,"0,3"
552,111160707,1989,"0,1"
553,111160708,2019,"0,9"
554,111160708,2009,"0,6"
555,111160708,1999,"0,3"
556,111160708,1989,"0,2"
557,111160709,2019,"0,2"
558,111160709,2009,"0,4"
559,111160709,1999,"0,1"
560,111160709,1989,0
561,111160710,2019,"0,8"
562,111160710,2009,"0,6"
563,111160710,1999,"0,5"
564,111160710,1989,"0,2"
565,111160756,2019,"0,8"
566,111160756,2009,"0,7"
567,111160756,1999,"0,4"
568,111160756,1989,"0,2"
569,111160757,2019,"0,6"
570,111160757,2009,"0,6"
571,111160757,1999,"0,4"
572,111160757,1989,"0,2"
573,111160713,2019,"0,6"
574,111160713,2009,"0,6"
575,111160713,1999,"0,4"
576,111160713,1989,"0,1"
577,111160714,2019,"0,6"
578,111160714,2009,"0,5"
579,111160714,1999,"0,5"
580,111160714,1989,"0,2"
581,111160716,2019,"0,8"
582,111160716,2009,"0,6"
583,111160716,1999,"0,4"
584,111160716,1989,"0,2"
585,111160717,2019,"0,5"
586,111160717,2009,"0,5"
587,111160717,1999,"0,2"
588,111160717,1989,"0,1"
589,111160718,2019,1
590,111160718,2009,"0,6"
591,111160718,1999,"0,4"
592,111160718,1989,"0,2"
593,111160719,2019,"0,8"
594,111160719,2009,"0,8"
595,111160719,1999,"0,8"
596,111160719,1989,"0,2"
597,111160721,2019,"0,8"
598,111160721,2009,"0,7"
599,111160721,1999,"0,4"
600,111160721,1989,"0,2"
601,111160758,2019,"0,8"
602,111160758,2009,"0,7"
603,111160758,1999,"0,5"
604,111160758,1989,"0,2"
605,111160724,2019,"0,5"
606,111160724,2009,"0,6"
607,111160724,1999,"0,3"
608,111160724,1989,"0,2"
609,111160726,2019,"0,7"
610,111160726,2009,"0,5"
611,111160726,1999,"0,3"
612,111160726,1989,"0,1"
613,111160727,2019,"0,6"
614,111160727,2009,"0,6"
615,111160727,1999,"0,4"
616,111160727,1989,"0,1"
617,111160728,2019,"0,5"
618,111160728,2009,"0,4"
619,111160728,1999,"0,3"
620,111160728,1989,"0,1"
621,111160729,2019,"0,7"
622,111160729,2009,"0,6"
623,111160729,1999,"0,3"
624,111160729,1989,"0,1"
625,111160759,2019,"0,5"
626,111160759,2009,"0,3"
627,111160759,1999,"0,2"
628,111160759,1989,0
629,111160760,2019,"0,6"
630,111160760,2009,"0,6"
631,111160760,1999,"0,4"
632,111160760,1989,"0,2"
633,111160734,2019,"1,3"
634,111160734,2009,"0,9"
635,111160734,1999,"0,8"
636,111160734,1989,"0,5"
637,111160744,2019,"0,6"
638,111160744,2009,"0,5"
639,111160744,1999,"0,3"
640,111160744,1989,"0,1"
641,111160747,2019,"0,6"
642,111160747,2009,"0,4"
643,111160747,1999,"0,3"
644,111160747,1989,"0,1"
645,111160737,2019,"0,6"
646,111160737,2009,"0,4"
647,111160737,1999,"0,2"
648,111160737,1989,"0,1"
649,111160739,2019,"0,6"
650,111160739,2009,"0,5"
651,111160739,1999,"0,2"
652,111160739,1989,"0,1"
653,111160740,2019,"0,5"
654,111160740,2009,"0,6"
655,111160740,1999,"0,4"
656,111160740,1989,"0,1"
657,111160742,2019,"0,7"
658,111160742,2009,"0,6"
659,111160742,1999,"0,4"
660,111160742,1989,"0,1"
661,111160743,2019,"0,4"
662,111160743,2009,"0,4"
663,111160743,1999,"0,2"
664,111160743,1989,"0,1"
665,111160703,2019,"0,6"
666,111160703,2009,"0,5"
667,111160703,1999,"0,3"
668,111160703,1989,"0,1"
669,111160745,2019,"0,7"
670,111160745,2009,"0,7"
671,111160745,1999,"0,3"
672,111160745,1989,"0,1"
673,111160746,2019,"0,9"
674,111160746,2009,"0,6"
675,111160746,1999,"0,3"
676,111160746,1989,"0,1"
677,111160750,2019,"0,6"
678,111160750,2009,"0,6"
679,111160750,1999,"0,5"
680,111160750,1989,"0,2"
681,1111608,2019,"0,9"
682,1111608,2009,"0,7"
683,1111608,1999,"0,5"
684,1111608,1989,"0,2"
685,111160802,2019,"0,9"
686,111160802,2009,"0,8"
687,111160802,1999,"0,6"
688,111160802,1989,"0,3"
689,111160803,2019,"0,9"
690,111160803,2009,"0,8"
691,111160803,1999,"0,4"
692,111160803,1989,"0,2"
693,111160805,2019,"1,2"
694,111160805,2009,"0,6"
695,111160805,1999,"0,4"
696,111160805,1989,"0,3"
697,111160806,2019,1
698,111160806,2009,"0,7"
699,111160806,1999,"0,5"
700,111160806,1989,"0,3"
701,111160808,2019,"0,8"
702,111160808,2009,"0,7"
703,111160808,1999,"0,6"
704,111160808,1989,"0,2"
705,111160812,2019,"1,1"
706,111160812,2009,"0,8"
707,111160812,1999,"0,5"
708,111160812,1989,"0,1"
709,111160817,2019,"0,8"
710,111160817,2009,"0,6"
711,111160817,1999,"0,4"
712,111160817,1989,"0,2"
713,111160818,2019,"0,9"
714,111160818,2009,"0,7"
715,111160818,1999,"0,5"
716,111160818,1989,"0,3"
717,111160819,2019,1
718,111160819,2009,"0,8"
719,111160819,1999,"0,6"
720,111160819,1989,"0,3"
721,111160820,2019,"0,7"
722,111160820,2009,"0,7"
723,111160820,1999,"0,5"
724,111160820,1989,"0,2"
725,111160816,2019,"1,4"
726,111160816,2009,"0,7"
727,111160816,1999,"0,5"
728,111160816,1989,"0,3"
729,1111609,2019,"0,7"
730,1111609,2009,"0,7"
731,1111609,1999,"0,4"
732,1111609,1989,"0,2"
733,111160901,2019,"0,6"
734,111160901,2009,"0,8"
735,111160901,1999,"0,4"
736,111160901,1989,"0,2"
737,111160902,2019,1
738,111160902,2009,"0,7"
739,111160902,1999,"0,5"
740,111160902,1989,"0,2"
741,111160903,2019,"0,4"
742,111160903,2009,"0,3"
743,111160903,1999,"0,1"
744,111160903,1989,"0,1"
745,111160904,2019,1
746,111160904,2009,"0,9"
747,111160904,1999,"0,5"
748,111160904,1989,"0,2"
749,111160905,2019,"1,2"
750,111160905,2009,"0,9"
751,111160905,1999,"0,4"
752,111160905,1989,"0,1"
753,111160908,2019,"1,4"
754,111160908,2009,1
755,111160908,1999,"0,7"
756,111160908,1989,"0,2"
757,111160910,2019,"0,6"
758,111160910,2009,"0,6"
759,111160910,1999,"0,2"
760,111160910,1989,"0,1"
761,111160940,2019,"0,9"
762,111160940,2009,"1,4"
763,111160940,1999,"0,5"
764,111160940,1989,"0,1"
765,111160911,2019,"0,4"
766,111160911,2009,"0,3"
767,111160911,1999,"0,3"
768,111160911,1989,"0,2"
769,111160914,2019,"0,8"
770,111160914,2009,"0,9"
771,111160914,1999,"0,5"
772,111160914,1989,"0,2"
773,111160915,2019,"0,5"
774,111160915,2009,"0,5"
775,111160915,1999,"0,3"
776,111160915,1989,"0,2"
777,111160920,2019,"0,7"
778,111160920,2009,"0,7"
779,111160920,1999,"0,5"
780,111160920,1989,"0,3"
781,111160922,2019,"0,8"
782,111160922,2009,"0,4"
783,111160922,1999,"0,4"
784,111160922,1989,"0,3"
785,111160925,2019,"0,6"
786,111160925,2009,"0,6"
787,111160925,1999,"0,4"
788,111160925,1989,"0,2"
789,111160926,2019,"1,1"
790,111160926,2009,"1,1"
791,111160926,1999,"0,9"
792,111160926,1989,"0,5"
793,111160928,2019,1
794,111160928,2009,1
795,111160928,1999,"0,5"
796,111160928,1989,"0,2"
797,111160923,2019,"0,8"
798,111160923,2009,"0,8"
799,111160923,1999,"0,5"
800,111160923,1989,"0,1"
801,111160941,2019,"0,9"
802,111160941,2009,1
803,111160941,1999,"0,5"
804,111160941,1989,"0,2"
805,111160942,2019,"0,8"
806,111160942,2009,"0,6"
807,111160942,1999,"0,3"
808,111160942,1989,"0,1"
809,111160943,2019,"0,5"
810,111160943,2009,"0,6"
811,111160943,1999,"0,3"
812,111160943,1989,"0,1"
813,111160944,2019,"0,9"
814,111160944,2009,"0,8"
815,111160944,1999,"0,4"
816,111160944,1989,"0,1"
817,111160945,2019,"0,6"
818,111160945,2009,"0,6"
819,111160945,1999,"0,4"
820,111160945,1989,"0,2"
821,111160946,2019,"0,5"
822,111160946,2009,"0,5"
823,111160946,1999,"0,3"
824,111160946,1989,"0,1"
825,111160947,2019,"0,5"
826,111160947,2009,"0,5"
827,111160947,1999,"0,3"
828,111160947,1989,"0,1"
829,111160948,2019,"0,8"
830,111160948,2009,"0,8"
831,111160948,1999,"0,4"
832,111160948,1989,"0,2"
833,111160938,2019,"0,7"
834,111160938,2009,"0,7"
835,111160938,1999,"0,5"
836,111160938,1989,"0,1"
837,111160935,2019,"0,7"
838,111160935,2009,"0,7"
839,111160935,1999,"0,4"
840,111160935,1989,"0,2"
841,1111610,2019,"0,9"
842,1111610,2009,"0,7"
843,1111610,1999,"0,5"
844,1111610,1989,"0,2"
845,111161003,2019,"0,9"
846,111161003,2009,"1,1"
847,111161003,1999,"0,6"
848,111161003,1989,"0,3"
849,111161004,2019,"0,9"
850,111161004,2009,"0,7"
851,111161004,1999,"0,4"
852,111161004,1989,"0,2"
853,111161006,2019,"0,6"
854,111161006,2009,"0,5"
855,111161006,1999,"0,4"
856,111161006,1989,"0,1"
857,111161007,2019,"0,3"
858,111161007,2009,"0,3"
859,111161007,1999,"0,2"
860,111161007,1989,"0,1"
861,111161009,2019,"0,9"
862,111161009,2009,"0,6"
863,111161009,1999,"0,3"
864,111161009,1989,"0,1"
865,111161012,2019,1
866,111161012,2009,"0,7"
867,111161012,1999,"0,4"
868,111161012,1989,"0,3"
869,111161013,2019,"0,6"
870,111161013,2009,"0,4"
871,111161013,1999,"0,3"
872,111161013,1989,"0,1"
873,111161016,2019,"1,2"
874,111161016,2009,"0,9"
875,111161016,1999,"0,7"
876,111161016,1989,"0,4"
877,111161017,2019,"0,7"
878,111161017,2009,"0,5"
879,111161017,1999,"0,3"
880,111161017,1989,"0,2"
881,111161018,2019,"1,1"
882,111161018,2009,"0,8"
883,111161018,1999,"0,6"
884,111161018,1989,"0,3"
885,111161019,2019,1
886,111161019,2009,"0,7"
887,111161019,1999,"0,9"
888,111161019,1989,"0,4"
889,112,2019,1
890,112,2009,"0,9"
891,112,1999,"0,6"
892,112,1989,"0,3"
893,1120301,2019,"0,6"
894,1120301,2009,"0,7"
895,1120301,1999,"0,4"
896,1120301,1989,"0,2"
897,112030102,2019,"0,6"
898,112030102,2009,"0,6"
899,112030102,1999,"0,4"
900,112030102,1989,"0,2"
901,112030104,2019,"0,7"
902,112030104,2009,"0,4"
903,112030104,1999,"0,6"
904,112030104,1989,"0,3"
905,112030119,2019,"0,5"
906,112030119,2009,"0,5"
907,112030119,1999,"0,3"
908,112030119,1989,"0,1"
909,112030120,2019,"0,6"
910,112030120,2009,"0,6"
911,112030120,1999,"0,3"
912,112030120,1989,"0,1"
913,112030105,2019,"0,6"
914,112030105,2009,"0,7"
915,112030105,1999,"0,4"
916,112030105,1989,"0,2"
917,112030107,2019,1
918,112030107,2009,"1,2"
919,112030107,1999,"1,3"
920,112030107,1989,"0,6"
921,112030108,2019,"0,8"
922,112030108,2009,"0,8"
923,112030108,1999,"0,5"
924,112030108,1989,"0,3"
925,112030111,2019,"0,6"
926,112030111,2009,"0,9"
927,112030111,1999,"0,4"
928,112030111,1989,"0,1"
929,112030112,2019,"0,6"
930,112030112,2009,"0,5"
931,112030112,1999,"0,4"
932,112030112,1989,"0,2"
933,112030113,2019,"0,4"
934,112030113,2009,"0,6"
935,112030113,1999,"0,5"
936,112030113,1989,"0,2"
937,112030118,2019,"0,7"
938,112030118,2009,1
939,112030118,1999,"0,5"
940,112030118,1989,"0,1"
941,112030125,2019,"0,7"
942,112030125,2009,"0,7"
943,112030125,1999,"0,4"
