primary_key,codes,age,year,No
69351,16J090732,55 - 64 years,2009,3
69352,16J090732,55 - 64 years,2019,8
69353,16J090732,65 and more years,1989,42
69354,16J090732,65 and more years,1999,21
69355,16J090732,65 and more years,2009,14
69356,16J090732,65 and more years,2019,13
69357,16J090734,Total,1989,290
69358,16J090734,Total,1999,132
69359,16J090734,Total,2009,131
69360,16J090734,Total,2019,124
69361,16J090734,16 - 24 years,1989,82
69362,16J090734,16 - 24 years,1999,21
69363,16J090734,16 - 24 years,2009,13
69364,16J090734,16 - 24 years,2019,8
69365,16J090734,25 - 34 years,1989,15
69366,16J090734,25 - 34 years,1999,8
69367,16J090734,25 - 34 years,2009,12
69368,16J090734,25 - 34 years,2019,7
69369,16J090734,35 - 44 years,1989,20
69370,16J090734,35 - 44 years,1999,5
69371,16J090734,35 - 44 years,2009,16
69372,16J090734,35 - 44 years,2019,19
69373,16J090734,45 - 54 years,1989,43
69374,16J090734,45 - 54 years,1999,15
69375,16J090734,45 - 54 years,2009,18
69376,16J090734,45 - 54 years,2019,24
69377,16J090734,55 - 64 years,1989,57
69378,16J090734,55 - 64 years,1999,34
69379,16J090734,55 - 64 years,2009,16
69380,16J090734,55 - 64 years,2019,16
69381,16J090734,65 and more years,1989,73
69382,16J090734,65 and more years,1999,49
69383,16J090734,65 and more years,2009,56
69384,16J090734,65 and more years,2019,50
69385,16J090738,Total,1989,339
69386,16J090738,Total,1999,173
69387,16J090738,Total,2009,130
69388,16J090738,Total,2019,129
69389,16J090738,16 - 24 years,1989,102
69390,16J090738,16 - 24 years,1999,32
69391,16J090738,16 - 24 years,2009,12
69392,16J090738,16 - 24 years,2019,11
69393,16J090738,25 - 34 years,1989,52
69394,16J090738,25 - 34 years,1999,11
69395,16J090738,25 - 34 years,2009,10
69396,16J090738,25 - 34 years,2019,12
69397,16J090738,35 - 44 years,1989,30
69398,16J090738,35 - 44 years,1999,25
69399,16J090738,35 - 44 years,2009,15
69400,16J090738,35 - 44 years,2019,9
69401,16J090738,45 - 54 years,1989,23
69402,16J090738,45 - 54 years,1999,16
69403,16J090738,45 - 54 years,2009,27
69404,16J090738,45 - 54 years,2019,12
69405,16J090738,55 - 64 years,1989,58
69406,16J090738,55 - 64 years,1999,30
69407,16J090738,55 - 64 years,2009,21
69408,16J090738,55 - 64 years,2019,43
69409,16J090738,65 and more years,1989,74
69410,16J090738,65 and more years,1999,59
69411,16J090738,65 and more years,2009,45
69412,16J090738,65 and more years,2019,42
69413,16J090744,Total,1989,303
69414,16J090744,Total,1999,188
69415,16J090744,Total,2009,119
69416,16J090744,Total,2019,97
69417,16J090744,16 - 24 years,1989,70
69418,16J090744,16 - 24 years,1999,40
69419,16J090744,16 - 24 years,2009,7
69420,16J090744,16 - 24 years,2019,11
69421,16J090744,25 - 34 years,1989,20
69422,16J090744,25 - 34 years,1999,10
69423,16J090744,25 - 34 years,2009,9
69424,16J090744,25 - 34 years,2019,1
69425,16J090744,35 - 44 years,1989,24
69426,16J090744,35 - 44 years,1999,14
69427,16J090744,35 - 44 years,2009,7
69428,16J090744,35 - 44 years,2019,7
69429,16J090744,45 - 54 years,1989,38
69430,16J090744,45 - 54 years,1999,23
69431,16J090744,45 - 54 years,2009,18
69432,16J090744,45 - 54 years,2019,9
69433,16J090744,55 - 64 years,1989,62
69434,16J090744,55 - 64 years,1999,31
69435,16J090744,55 - 64 years,2009,29
69436,16J090744,55 - 64 years,2019,26
69437,16J090744,65 and more years,1989,89
69438,16J090744,65 and more years,1999,70
69439,16J090744,65 and more years,2009,49
69440,16J090744,65 and more years,2019,43
69441,16J090761,Total,1989,197
69442,16J090761,Total,1999,142
69443,16J090761,Total,2009,101
69444,16J090761,Total,2019,91
69445,16J090761,16 - 24 years,1989,55
69446,16J090761,16 - 24 years,1999,51
69447,16J090761,16 - 24 years,2009,27
69448,16J090761,16 - 24 years,2019,14
69449,16J090761,25 - 34 years,1989,29
69450,16J090761,25 - 34 years,1999,10
69451,16J090761,25 - 34 years,2009,10
69452,16J090761,25 - 34 years,2019,7
69453,16J090761,35 - 44 years,1989,5
69454,16J090761,35 - 44 years,1999,24
69455,16J090761,35 - 44 years,2009,14
69456,16J090761,35 - 44 years,2019,4
69457,16J090761,45 - 54 years,1989,20
69458,16J090761,45 - 54 years,1999,7
69459,16J090761,45 - 54 years,2009,24
69460,16J090761,45 - 54 years,2019,24
69461,16J090761,55 - 64 years,1989,38
69462,16J090761,55 - 64 years,1999,17
69463,16J090761,55 - 64 years,2009,7
69464,16J090761,55 - 64 years,2019,23
69465,16J090761,65 and more years,1989,50
69466,16J090761,65 and more years,1999,33
69467,16J090761,65 and more years,2009,19
69468,16J090761,65 and more years,2019,19
69469,16J090762,Total,1989,309
69470,16J090762,Total,1999,181
69471,16J090762,Total,2009,110
69472,16J090762,Total,2019,71
69473,16J090762,16 - 24 years,1989,93
69474,16J090762,16 - 24 years,1999,38
69475,16J090762,16 - 24 years,2009,15
69476,16J090762,16 - 24 years,2019,1
69477,16J090762,25 - 34 years,1989,28
69478,16J090762,25 - 34 years,1999,22
69479,16J090762,25 - 34 years,2009,5
69480,16J090762,25 - 34 years,2019,5
69481,16J090762,35 - 44 years,1989,31
69482,16J090762,35 - 44 years,1999,17
69483,16J090762,35 - 44 years,2009,15
69484,16J090762,35 - 44 years,2019,11
69485,16J090762,45 - 54 years,1989,59
69486,16J090762,45 - 54 years,1999,31
69487,16J090762,45 - 54 years,2009,16
69488,16J090762,45 - 54 years,2019,10
69489,16J090762,55 - 64 years,1989,35
69490,16J090762,55 - 64 years,1999,42
69491,16J090762,55 - 64 years,2009,24
69492,16J090762,55 - 64 years,2019,21
69493,16J090762,65 and more years,1989,63
69494,16J090762,65 and more years,1999,31
69495,16J090762,65 and more years,2009,35
69496,16J090762,65 and more years,2019,23
69497,16J090763,Total,1989,403
69498,16J090763,Total,1999,217
69499,16J090763,Total,2009,235
69500,16J090763,Total,2019,149
69501,16J090763,16 - 24 years,1989,108
69502,16J090763,16 - 24 years,1999,46
69503,16J090763,16 - 24 years,2009,17
69504,16J090763,16 - 24 years,2019,9
69505,16J090763,25 - 34 years,1989,35
69506,16J090763,25 - 34 years,1999,19
69507,16J090763,25 - 34 years,2009,31
69508,16J090763,25 - 34 years,2019,8
69509,16J090763,35 - 44 years,1989,29
69510,16J090763,35 - 44 years,1999,19
69511,16J090763,35 - 44 years,2009,37
69512,16J090763,35 - 44 years,2019,21
69513,16J090763,45 - 54 years,1989,61
69514,16J090763,45 - 54 years,1999,24
69515,16J090763,45 - 54 years,2009,36
69516,16J090763,45 - 54 years,2019,27
69517,16J090763,55 - 64 years,1989,63
69518,16J090763,55 - 64 years,1999,37
69519,16J090763,55 - 64 years,2009,38
69520,16J090763,55 - 64 years,2019,28
69521,16J090763,65 and more years,1989,107
69522,16J090763,65 and more years,1999,72
69523,16J090763,65 and more years,2009,76
69524,16J090763,65 and more years,2019,56
69525,16J090764,Total,1989,364
69526,16J090764,Total,1999,224
69527,16J090764,Total,2009,100
69528,16J090764,Total,2019,118
69529,16J090764,16 - 24 years,1989,93
69530,16J090764,16 - 24 years,1999,27
69531,16J090764,16 - 24 years,2009,12
69532,16J090764,16 - 24 years,2019,7
69533,16J090764,25 - 34 years,1989,38
69534,16J090764,25 - 34 years,1999,13
69535,16J090764,25 - 34 years,2009,9
69536,16J090764,25 - 34 years,2019,9
69537,16J090764,35 - 44 years,1989,23
69538,16J090764,35 - 44 years,1999,23
69539,16J090764,35 - 44 years,2009,9
69540,16J090764,35 - 44 years,2019,4
69541,16J090764,45 - 54 years,1989,39
69542,16J090764,45 - 54 years,1999,17
69543,16J090764,45 - 54 years,2009,12
69544,16J090764,45 - 54 years,2019,12
69545,16J090764,55 - 64 years,1989,78
69546,16J090764,55 - 64 years,1999,32
69547,16J090764,55 - 64 years,2009,14
69548,16J090764,55 - 64 years,2019,36
69549,16J090764,65 and more years,1989,93
69550,16J090764,65 and more years,1999,112
69551,16J090764,65 and more years,2009,44
69552,16J090764,65 and more years,2019,50
69553,16J090765,Total,1989,344
69554,16J090765,Total,1999,138
69555,16J090765,Total,2009,60
69556,16J090765,Total,2019,98
69557,16J090765,16 - 24 years,1989,81
69558,16J090765,16 - 24 years,1999,24
69559,16J090765,16 - 24 years,2009,4
69560,16J090765,16 - 24 years,2019,9
69561,16J090765,25 - 34 years,1989,46
69562,16J090765,25 - 34 years,1999,12
69563,16J090765,25 - 34 years,2009,1
69564,16J090765,25 - 34 years,2019,2
69565,16J090765,35 - 44 years,1989,20
69566,16J090765,35 - 44 years,1999,8
69567,16J090765,35 - 44 years,2009,4
69568,16J090765,35 - 44 years,2019,6
69569,16J090765,45 - 54 years,1989,42
69570,16J090765,45 - 54 years,1999,10
69571,16J090765,45 - 54 years,2009,5
69572,16J090765,45 - 54 years,2019,13
69573,16J090765,55 - 64 years,1989,62
69574,16J090765,55 - 64 years,1999,30
69575,16J090765,55 - 64 years,2009,9
69576,16J090765,55 - 64 years,2019,18
69577,16J090765,65 and more years,1989,93
69578,16J090765,65 and more years,1999,54
69579,16J090765,65 and more years,2009,37
69580,16J090765,65 and more years,2019,50
69581,16J090746,Total,1989,120
69582,16J090746,Total,1999,83
69583,16J090746,Total,2009,38
69584,16J090746,Total,2019,39
69585,16J090746,16 - 24 years,1989,42
69586,16J090746,16 - 24 years,1999,21
69587,16J090746,16 - 24 years,2009,9
69588,16J090746,16 - 24 years,2019,4
69589,16J090746,25 - 34 years,1989,12
69590,16J090746,25 - 34 years,1999,8
69591,16J090746,25 - 34 years,2009,2
69592,16J090746,25 - 34 years,2019,3
69593,16J090746,35 - 44 years,1989,9
69594,16J090746,35 - 44 years,1999,10
69595,16J090746,35 - 44 years,2009,3
69596,16J090746,35 - 44 years,2019,
69597,16J090746,45 - 54 years,1989,16
69598,16J090746,45 - 54 years,1999,11
69599,16J090746,45 - 54 years,2009,3
69600,16J090746,45 - 54 years,2019,11
69601,16J090746,55 - 64 years,1989,17
69602,16J090746,55 - 64 years,1999,13
69603,16J090746,55 - 64 years,2009,12
69604,16J090746,55 - 64 years,2019,8
69605,16J090746,65 and more years,1989,24
69606,16J090746,65 and more years,1999,20
69607,16J090746,65 and more years,2009,9
69608,16J090746,65 and more years,2019,13
69609,16J090747,Total,1989,217
69610,16J090747,Total,1999,155
69611,16J090747,Total,2009,82
69612,16J090747,Total,2019,82
69613,16J090747,16 - 24 years,1989,67
69614,16J090747,16 - 24 years,1999,49
69615,16J090747,16 - 24 years,2009,19
69616,16J090747,16 - 24 years,2019,13
69617,16J090747,25 - 34 years,1989,10
69618,16J090747,25 - 34 years,1999,11
69619,16J090747,25 - 34 years,2009,3
69620,16J090747,25 - 34 years,2019,1
69621,16J090747,35 - 44 years,1989,18
69622,16J090747,35 - 44 years,1999,23
69623,16J090747,35 - 44 years,2009,11
69624,16J090747,35 - 44 years,2019,8
69625,16J090747,45 - 54 years,1989,24
69626,16J090747,45 - 54 years,1999,16
69627,16J090747,45 - 54 years,2009,20
69628,16J090747,45 - 54 years,2019,17
69629,16J090747,55 - 64 years,1989,53
69630,16J090747,55 - 64 years,1999,19
69631,16J090747,55 - 64 years,2009,7
69632,16J090747,55 - 64 years,2019,16
69633,16J090747,65 and more years,1989,45
69634,16J090747,65 and more years,1999,37
69635,16J090747,65 and more years,2009,22
69636,16J090747,65 and more years,2019,27
69637,16J090748,Total,1989,580
69638,16J090748,Total,1999,335
69639,16J090748,Total,2009,154
69640,16J090748,Total,2019,253
69641,16J090748,16 - 24 years,1989,109
69642,16J090748,16 - 24 years,1999,64
69643,16J090748,16 - 24 years,2009,20
69644,16J090748,16 - 24 years,2019,21
69645,16J090748,25 - 34 years,1989,41
69646,16J090748,25 - 34 years,1999,26
69647,16J090748,25 - 34 years,2009,10
69648,16J090748,25 - 34 years,2019,13
69649,16J090748,35 - 44 years,1989,33
69650,16J090748,35 - 44 years,1999,22
69651,16J090748,35 - 44 years,2009,18
69652,16J090748,35 - 44 years,2019,27
69653,16J090748,45 - 54 years,1989,84
69654,16J090748,45 - 54 years,1999,37
69655,16J090748,45 - 54 years,2009,18
69656,16J090748,45 - 54 years,2019,41
69657,16J090748,55 - 64 years,1989,135
69658,16J090748,55 - 64 years,1999,67
69659,16J090748,55 - 64 years,2009,31
69660,16J090748,55 - 64 years,2019,51
69661,16J090748,65 and more years,1989,178
69662,16J090748,65 and more years,1999,119
69663,16J090748,65 and more years,2009,57
69664,16J090748,65 and more years,2019,100
69665,16J090749,Total,1989,552
69666,16J090749,Total,1999,289
69667,16J090749,Total,2009,145
69668,16J090749,Total,2019,177
69669,16J090749,16 - 24 years,1989,166
69670,16J090749,16 - 24 years,1999,64
69671,16J090749,16 - 24 years,2009,18
69672,16J090749,16 - 24 years,2019,2
69673,16J090749,25 - 34 years,1989,72
69674,16J090749,25 - 34 years,1999,16
69675,16J090749,25 - 34 years,2009,1
69676,16J090749,25 - 34 years,2019,11
69677,16J090749,35 - 44 years,1989,65
69678,16J090749,35 - 44 years,1999,31
69679,16J090749,35 - 44 years,2009,16
69680,16J090749,35 - 44 years,2019,19
69681,16J090749,45 - 54 years,1989,73
69682,16J090749,45 - 54 years,1999,36
69683,16J090749,45 - 54 years,2009,23
69684,16J090749,45 - 54 years,2019,35
69685,16J090749,55 - 64 years,1989,82
69686,16J090749,55 - 64 years,1999,59
69687,16J090749,55 - 64 years,2009,27
69688,16J090749,55 - 64 years,2019,33
69689,16J090749,65 and more years,1989,94
69690,16J090749,65 and more years,1999,83
69691,16J090749,65 and more years,2009,60
69692,16J090749,65 and more years,2019,77
69693,16J090750,Total,1989,182
69694,16J090750,Total,1999,144
69695,16J090750,Total,2009,53
69696,16J090750,Total,2019,45
69697,16J090750,16 - 24 years,1989,65
69698,16J090750,16 - 24 years,1999,47
69699,16J090750,16 - 24 years,2009,6
69700,16J090750,16 - 24 years,2019,2
69701,16J090750,25 - 34 years,1989,8
69702,16J090750,25 - 34 years,1999,10
69703,16J090750,25 - 34 years,2009,7
69704,16J090750,25 - 34 years,2019,5
69705,16J090750,35 - 44 years,1989,24
69706,16J090750,35 - 44 years,1999,11
69707,16J090750,35 - 44 years,2009,2
69708,16J090750,35 - 44 years,2019,5
69709,16J090750,45 - 54 years,1989,31
69710,16J090750,45 - 54 years,1999,29
69711,16J090750,45 - 54 years,2009,8
69712,16J090750,45 - 54 years,2019,6
69713,16J090750,55 - 64 years,1989,27
69714,16J090750,55 - 64 years,1999,20
69715,16J090750,55 - 64 years,2009,14
69716,16J090750,55 - 64 years,2019,11
69717,16J090750,65 and more years,1989,27
69718,16J090750,65 and more years,1999,27
69719,16J090750,65 and more years,2009,16
69720,16J090750,65 and more years,2019,16
69721,16J090751,Total,1989,566
69722,16J090751,Total,1999,229
69723,16J090751,Total,2009,176
69724,16J090751,Total,2019,169
69725,16J090751,16 - 24 years,1989,168
69726,16J090751,16 - 24 years,1999,32
69727,16J090751,16 - 24 years,2009,35
69728,16J090751,16 - 24 years,2019,23
69729,16J090751,25 - 34 years,1989,74
69730,16J090751,25 - 34 years,1999,23
69731,16J090751,25 - 34 years,2009,15
69732,16J090751,25 - 34 years,2019,10
69733,16J090751,35 - 44 years,1989,33
69734,16J090751,35 - 44 years,1999,25
69735,16J090751,35 - 44 years,2009,25
69736,16J090751,35 - 44 years,2019,15
69737,16J090751,45 - 54 years,1989,72
69738,16J090751,45 - 54 years,1999,17
69739,16J090751,45 - 54 years,2009,32
69740,16J090751,45 - 54 years,2019,31
69741,16J090751,55 - 64 years,1989,96
69742,16J090751,55 - 64 years,1999,49
69743,16J090751,55 - 64 years,2009,22
69744,16J090751,55 - 64 years,2019,43
69745,16J090751,65 and more years,1989,123
69746,16J090751,65 and more years,1999,83
69747,16J090751,65 and more years,2009,47
69748,16J090751,65 and more years,2019,47
69749,16J090752,Total,1989,221
69750,16J090752,Total,1999,136
69751,16J090752,Total,2009,117
69752,16J090752,Total,2019,91
69753,16J090752,16 - 24 years,1989,62
69754,16J090752,16 - 24 years,1999,35
69755,16J090752,16 - 24 years,2009,14
69756,16J090752,16 - 24 years,2019,6
69757,16J090752,25 - 34 years,1989,20
69758,16J090752,25 - 34 years,1999,7
69759,16J090752,25 - 34 years,2009,7
69760,16J090752,25 - 34 years,2019,3
69761,16J090752,35 - 44 years,1989,17
69762,16J090752,35 - 44 years,1999,22
69763,16J090752,35 - 44 years,2009,14
69764,16J090752,35 - 44 years,2019,9
69765,16J090752,45 - 54 years,1989,28
69766,16J090752,45 - 54 years,1999,16
69767,16J090752,45 - 54 years,2009,20
69768,16J090752,45 - 54 years,2019,13
69769,16J090752,55 - 64 years,1989,27
69770,16J090752,55 - 64 years,1999,29
69771,16J090752,55 - 64 years,2009,15
69772,16J090752,55 - 64 years,2019,24
69773,16J090752,65 and more years,1989,67
69774,16J090752,65 and more years,1999,27
69775,16J090752,65 and more years,2009,47
69776,16J090752,65 and more years,2019,36
69777,16J090753,Total,1989,306
69778,16J090753,Total,1999,214
69779,16J090753,Total,2009,125
69780,16J090753,Total,2019,123
69781,16J090753,16 - 24 years,1989,103
69782,16J090753,16 - 24 years,1999,54
69783,16J090753,16 - 24 years,2009,16
69784,16J090753,16 - 24 years,2019,15
69785,16J090753,25 - 34 years,1989,45
69786,16J090753,25 - 34 years,1999,11
69787,16J090753,25 - 34 years,2009,15
69788,16J090753,25 - 34 years,2019,9
69789,16J090753,35 - 44 years,1989,28
69790,16J090753,35 - 44 years,1999,20
69791,16J090753,35 - 44 years,2009,8
69792,16J090753,35 - 44 years,2019,6
69793,16J090753,45 - 54 years,1989,23
69794,16J090753,45 - 54 years,1999,26
69795,16J090753,45 - 54 years,2009,24
69796,16J090753,45 - 54 years,2019,18
69797,16J090753,55 - 64 years,1989,48
69798,16J090753,55 - 64 years,1999,32
69799,16J090753,55 - 64 years,2009,20
69800,16J090753,55 - 64 years,2019,34
69801,16J090753,65 and more years,1989,59
69802,16J090753,65 and more years,1999,71
69803,16J090753,65 and more years,2009,42
69804,16J090753,65 and more years,2019,41
69805,16J0908,Total,1989,476
69806,16J0908,Total,1999,544
69807,16J0908,Total,2009,217
69808,16J0908,Total,2019,179
69809,16J0908,16 - 24 years,1989,142
69810,16J0908,16 - 24 years,1999,105
69811,16J0908,16 - 24 years,2009,2
69812,16J0908,16 - 24 years,2019,14
69813,16J0908,25 - 34 years,1989,18
69814,16J0908,25 - 34 years,1999,32
69815,16J0908,25 - 34 years,2009,5
69816,16J0908,25 - 34 years,2019,9
69817,16J0908,35 - 44 years,1989,32
69818,16J0908,35 - 44 years,1999,38
69819,16J0908,35 - 44 years,2009,8
69820,16J0908,35 - 44 years,2019,29
69821,16J0908,45 - 54 years,1989,93
69822,16J0908,45 - 54 years,1999,81
69823,16J0908,45 - 54 years,2009,29
69824,16J0908,45 - 54 years,2019,22
69825,16J0908,55 - 64 years,1989,112
69826,16J0908,55 - 64 years,1999,137
69827,16J0908,55 - 64 years,2009,42
69828,16J0908,55 - 64 years,2019,26
69829,16J0908,65 and more years,1989,79
69830,16J0908,65 and more years,1999,151
69831,16J0908,65 and more years,2009,131
69832,16J0908,65 and more years,2019,79
69833,16J090802,Total,1989,159
69834,16J090802,Total,1999,252
69835,16J090802,Total,2009,103
69836,16J090802,Total,2019,69
69837,16J090802,16 - 24 years,1989,51
69838,16J090802,16 - 24 years,1999,46
69839,16J090802,16 - 24 years,2009,
69840,16J090802,16 - 24 years,2019,8
69841,16J090802,25 - 34 years,1989,7
69842,16J090802,25 - 34 years,1999,20
69843,16J090802,25 - 34 years,2009,1
69844,16J090802,25 - 34 years,2019,2
69845,16J090802,35 - 44 years,1989,7
69846,16J090802,35 - 44 years,1999,18
69847,16J090802,35 - 44 years,2009,5
69848,16J090802,35 - 44 years,2019,13
69849,16J090802,45 - 54 years,1989,28
69850,16J090802,45 - 54 years,1999,31
69851,16J090802,45 - 54 years,2009,14
69852,16J090802,45 - 54 years,2019,9
69853,16J090802,55 - 64 years,1989,45
69854,16J090802,55 - 64 years,1999,61
69855,16J090802,55 - 64 years,2009,16
69856,16J090802,55 - 64 years,2019,7
