primary_key,codes,year,vt_euros
2448,11B170609,2009,333703
2449,11B170612,2019,313549
2450,11B170612,1999,410701
2451,11B170612,2009,300096
2452,11B170616,2019,803934
2453,11B170616,1999,1043236
2454,11B170616,2009,680478
2455,11B170618,2019,499733
2456,11B170618,1999,795052
2457,11B170618,2009,515554
2458,11B170619,2019,555264
2459,11B170619,1999,431216
2460,11B170619,2009,647491
2461,11B170623,2019,707688
2462,11B170623,1999,574607
2463,11B170623,2009,574665
2464,11B170625,2019,376757
2465,11B170625,1999,322350
2466,11B170625,2009,327234
2467,11B170626,2019,2823131
2468,11B170626,1999,1857678
2469,11B170626,2009,1742255
2470,11B170627,2019,471619
2471,11B170627,1999,547189
2472,11B170627,2009,378440
2473,11B170629,2019,903984
2474,11B170629,1999,822400
2475,11B170629,2009,870156
2476,11B170631,2019,413941
2477,11B170631,1999,280557
2478,11B170631,2009,195424
2479,11B170632,2019,324136
2480,11B170632,1999,306694
2481,11B170632,2009,355447
2482,11B170636,2019,823731
2483,11B170636,1999,779649
2484,11B170636,2009,858170
2485,11B170637,2019,901165
2486,11B170637,1999,897184
2487,11B170637,2009,832041
2488,11B170638,2019,1008871
2489,11B170638,1999,918188
2490,11B170638,2009,677387
2491,11B170639,2019,501015
2492,11B170639,1999,622428
2493,11B170639,2009,572768
2494,11B170640,2019,751255
2495,11B170640,1999,635814
2496,11B170640,2009,504799
2497,11B170641,2019,213315
2498,11B170641,1999,263994
2499,11B170641,2009,345191
2500,11B170642,2019,1604410
2501,11B170642,1999,1668224
2502,11B170642,2009,1512896
2503,11B170643,2019,986753
2504,11B170643,1999,837278
2505,11B170643,2009,531801
2506,11B170635,2019,413288
2507,11B170635,1999,506401
2508,11B170635,2009,338142
2509,11B1709,2019,4949449
2510,11B1709,1999,4943205
2511,11B1709,2009,4402714
2512,11B170901,2019,599913
2513,11B170901,1999,510561
2514,11B170901,2009,623946
2515,11B170902,2019,402480
2516,11B170902,1999,385864
2517,11B170902,2009,301353
2518,11B170906,2019,299024
2519,11B170906,1999,269914
2520,11B170906,2009,170215
2521,11B170908,2019,1986249
2522,11B170908,1999,2125764
2523,11B170908,2009,2045636
2524,11B170909,2019,1661783
2525,11B170909,1999,1651102
2526,11B170909,2009,1261563
2527,11B1712,2019,26830908
2528,11B1712,1999,24698162
2529,11B1712,2009,16599557
2530,11B171201,2019,1148514
2531,11B171201,1999,1116479
2532,11B171201,2009,814282
2533,11B171203,2019,1397425
2534,11B171203,1999,1124122
2535,11B171203,2009,881506
2536,11B171205,2019,762177
2537,11B171205,1999,744913
2538,11B171205,2009,418312
2539,11B171206,2019,632533
2540,11B171206,1999,589372
2541,11B171206,2009,402496
2542,11B171232,2019,2988759
2543,11B171232,1999,2460947
2544,11B171232,2009,1544437
2545,11B171209,2019,1117987
2546,11B171209,1999,1156453
2547,11B171209,2009,940066
2548,11B171211,2019,463844
2549,11B171211,1999,320271
2550,11B171211,2009,362664
2551,11B171212,2019,1527647
2552,11B171212,1999,1432029
2553,11B171212,2009,1026759
2554,11B171233,2019,964194
2555,11B171233,1999,1149053
2556,11B171233,2009,623946
2557,11B171215,2019,1675935
2558,11B171215,1999,947453
2559,11B171215,2009,859222
2560,11B171216,2019,468332
2561,11B171216,1999,443904
2562,11B171216,2009,369575
2563,11B171217,2019,1794628
2564,11B171217,1999,3080037
2565,11B171217,2009,836218
2566,11B171219,2019,1307171
2567,11B171219,1999,709905
2568,11B171219,2009,547487
2569,11B171220,2019,799594
2570,11B171220,1999,804972
2571,11B171220,2009,698015
2572,11B171221,2019,935429
2573,11B171221,1999,925613
2574,11B171221,2009,627918
2575,11B171222,2019,1570134
2576,11B171222,1999,1075391
2577,11B171222,2009,725707
2578,11B171223,2019,769318
2579,11B171223,1999,531873
2580,11B171223,2009,495166
2581,11B171224,2019,552413
2582,11B171224,1999,633774
2583,11B171224,2009,566334
2584,11B171234,2019,818408
2585,11B171234,1999,544573
2586,11B171234,2009,344504
2587,11B171235,2019,996368
2588,11B171235,1999,1030860
2589,11B171235,2009,697182
2590,11B171227,2019,811196
2591,11B171227,1999,608149
2592,11B171227,2009,523928
2593,11B171236,2019,1463009
2594,11B171236,1999,1593368
2595,11B171236,2009,1022554
2596,11B171229,2019,584172
2597,11B171229,1999,610633
2598,11B171229,2009,581763
2599,11B171230,2019,548914
2600,11B171230,1999,376564
2601,11B171230,2009,304781
2602,11B171231,2019,732806
2603,11B171231,1999,687455
2604,11B171231,2009,384736
2605,11B1713,2019,12218141
2606,11B1713,1999,15571742
2607,11B1713,2009,11033732
2608,11B171302,2019,412729
2609,11B171302,1999,589640
2610,11B171302,2009,326295
2611,11B171319,2019,2545824
2612,11B171319,1999,1384287
2613,11B171319,2009,2607907
2614,11B171303,2019,1310300
2615,11B171303,1999,2045642
2616,11B171303,2009,1334223
2617,11B171304,2019,388560
2618,11B171304,1999,424902
2619,11B171304,2009,324416
2620,11B171305,2019,386221
2621,11B171305,1999,471832
2622,11B171305,2009,280903
2623,11B171317,2019,324027
2624,11B171317,1999,333342
2625,11B171317,2009,77862
2626,11B171310,2019,801074
2627,11B171310,1999,3975620
2628,11B171310,2009,944868
2629,11B171311,2019,1746907
2630,11B171311,1999,1569449
2631,11B171311,2009,1661351
2632,11B171312,2019,1158971
2633,11B171312,1999,920559
2634,11B171312,2009,670414
2635,11B171320,2019,783409
2636,11B171320,1999,627076
2637,11B171320,2009,522053
2638,11B171313,2019,344487
2639,11B171313,1999,338350
2640,11B171313,2009,203337
2641,11B171314,2019,752311
2642,11B171314,1999,1190864
2643,11B171314,2009,923180
2644,11B171315,2019,461482
2645,11B171315,1999,585024
2646,11B171315,2009,401687
2647,11B171316,2019,801840
2648,11B171316,1999,1115155
2649,11B171316,2009,755236
2650,11C,2019,108709799
2651,11C,1999,104100765
2652,11C,2009,67150543
2653,11C1301,2019,16886471
2654,11C1301,1999,16990177
2655,11C1301,2009,9710393
2656,11C130103,2019,205842
2657,11C130103,1999,198327
2658,11C130103,2009,133235
2659,11C130107,2019,215604
2660,11C130107,1999,235131
2661,11C130107,2009,163564
2662,11C130112,2019,660841
2663,11C130112,1999,503053
2664,11C130112,2009,335170
2665,11C130115,2019,258361
2666,11C130115,1999,210728
2667,11C130115,2009,218634
2668,11C130117,2019,2890742
2669,11C130117,1999,462159
2670,11C130117,2009,293320
2671,11C130134,2019,337663
2672,11C130134,1999,376171
2673,11C130134,2009,299196
2674,11C130118,2019,82985
2675,11C130118,1999,166422
2676,11C130118,2009,86483
2677,11C130119,2019,182555
2678,11C130119,1999,237964
2679,11C130119,2009,152530
2680,11C130120,2019,196796
2681,11C130120,1999,211770
2682,11C130120,2009,102790
2683,11C130121,2019,356398
2684,11C130121,1999,348672
2685,11C130121,2009,236665
2686,11C130123,2019,1303960
2687,11C130123,1999,905728
2688,11C130123,2009,804717
2689,11C130126,2019,83759
2690,11C130126,1999,88586
2691,11C130126,2009,107695
2692,11C130128,2019,95683
2693,11C130128,1999,133468
2694,11C130128,2009,96477
2695,11C130129,2019,580401
2696,11C130129,1999,592210
2697,11C130129,2009,384161
2698,11C130135,2019,1607893
2699,11C130135,1999,1534585
2700,11C130135,2009,969108
2701,11C130136,2019,897199
2702,11C130136,1999,800167
2703,11C130136,2009,512637
2704,11C130141,2019,390280
2705,11C130141,1999,2714941
2706,11C130141,2009,565909
2707,11C130142,2019,1146956
2708,11C130142,1999,2424685
2709,11C130142,2009,867774
2710,11C130143,2019,248280
2711,11C130143,1999,482210
2712,11C130143,2009,370816
2713,11C130144,2019,935918
2714,11C130144,1999,880748
2715,11C130144,2009,480044
2716,11C130145,2019,1069531
2717,11C130145,1999,751563
2718,11C130145,2009,511255
2719,11C130146,2019,273216
2720,11C130146,1999,266112
2721,11C130146,2009,242152
2722,11C130148,2019,1196410
2723,11C130148,1999,1023874
2724,11C130148,2009,807678
2725,11C130138,2019,494939
2726,11C130138,1999,409168
2727,11C130138,2009,221795
2728,11C130139,2019,361150
2729,11C130139,1999,458817
2730,11C130139,2009,230009
2731,11C130147,2019,813109
2732,11C130147,1999,572918
2733,11C130147,2009,516578
2734,11C1302,2019,8083440
2735,11C1302,1999,8621408
2736,11C1302,2009,5247784
2737,11C130204,2019,120067
2738,11C130204,1999,175505
2739,11C130204,2009,59742
2740,11C130205,2019,841733
2741,11C130205,1999,745043
2742,11C130205,2009,543398
2743,11C130206,2019,713600
2744,11C130206,1999,566060
2745,11C130206,2009,360808
2746,11C130207,2019,408363
2747,11C130207,1999,219068
2748,11C130207,2009,163241
2749,11C130208,2019,136269
2750,11C130208,1999,309605
2751,11C130208,2009,130766
2752,11C130215,2019,889885
2753,11C130215,1999,1268331
2754,11C130215,2009,700695
2755,11C130221,2019,700852
2756,11C130221,1999,705863
2757,11C130221,2009,234012
2758,11C130222,2019,706988
2759,11C130222,1999,441432
2760,11C130222,2009,438497
2761,11C130223,2019,810677
2762,11C130223,1999,1049101
2763,11C130223,2009,802603
2764,11C130224,2019,527088
2765,11C130224,1999,847120
2766,11C130224,2009,406607
2767,11C130225,2019,999431
2768,11C130225,1999,893247
2769,11C130225,2009,464223
2770,11C130226,2019,525260
2771,11C130226,1999,758395
2772,11C130226,2009,524675
2773,11C130219,2019,624099
2774,11C130219,1999,460559
2775,11C130219,2009,292251
2776,11C130220,2019,79129
2777,11C130220,1999,182079
2778,11C130220,2009,126266
2779,11C0106,2019,4750243
2780,11C0106,1999,2979604
2781,11C0106,2009,2758427
2782,11C010602,2019,478952
2783,11C010602,1999,283092
2784,11C010602,2009,251338
2785,11C010606,2019,881683
2786,11C010606,1999,560884
2787,11C010606,2009,577539
2788,11C010607,2019,831636
2789,11C010607,1999,413691
2790,11C010607,2009,424905
2791,11C010608,2019,387359
2792,11C010608,1999,180871
2793,11C010608,2009,249395
2794,11C010610,2019,778312
2795,11C010610,1999,756598
2796,11C010610,2009,760144
2797,11C010611,2019,1392300
2798,11C010611,1999,784467
2799,11C010611,2009,495105
2800,11C0305,2019,10478155
2801,11C0305,1999,10957144
2802,11C0305,2009,6778667
2803,11C030501,2019,573197
2804,11C030501,1999,697920
2805,11C030501,2009,426832
2806,11C030502,2019,1385442
2807,11C030502,1999,947343
2808,11C030502,2009,672662
2809,11C030520,2019,234320
2810,11C030520,1999,1268948
2811,11C030520,2009,139871
2812,11C030503,2019,640606
2813,11C030503,1999,791175
2814,11C030503,2009,752830
2815,11C030508,2019,358115
2816,11C030508,1999,347215
2817,11C030508,2009,350115
2818,11C030510,2019,998452
2819,11C030510,1999,560832
2820,11C030510,2009,588754
2821,11C030515,2019,257738
2822,11C030515,1999,228035
2823,11C030515,2009,231942
2824,11C030517,2019,272724
2825,11C030517,1999,584810
2826,11C030517,2009,344221
2827,11C030518,2019,461659
2828,11C030518,1999,410340
2829,11C030518,2009,341328
2830,11C030523,2019,1176684
2831,11C030523,1999,1262414
2832,11C030523,2009,757569
2833,11C030524,2019,406574
2834,11C030524,1999,416316
2835,11C030524,2009,301531
2836,11C030525,2019,1027907
2837,11C030525,1999,727678
2838,11C030525,2009,466145
2839,11C030526,2019,343319
2840,11C030526,1999,455668
2841,11C030526,2009,330564
2842,11C030527,2019,1610498
2843,11C030527,1999,1873328
2844,11C030527,2009,828153
2845,11C030521,2019,730921
2846,11C030521,1999,385120
2847,11C030521,2009,246148
2848,11C1804,2019,7587080
2849,11C1804,1999,5848136
2850,11C1804,2009,4159223
2851,11C180403,2019,1006945
2852,11C180403,1999,760960
2853,11C180403,2009,468008
2854,11C180404,2019,214559
2855,11C180404,1999,182274
2856,11C180404,2009,142453
2857,11C180405,2019,634463
2858,11C180405,1999,240989
2859,11C180405,2009,213966
2860,11C180406,2019,384319
2861,11C180406,1999,346736
2862,11C180406,2009,202850
2863,11C180408,2019,107861
2864,11C180408,1999,93937
2865,11C180408,2009,83027
2866,11C180409,2019,925121
2867,11C180409,1999,738907
2868,11C180409,2009,760741
2869,11C180410,2019,663069
2870,11C180410,1999,361103
2871,11C180410,2009,397780
2872,11C180412,2019,968482
2873,11C180412,1999,575555
2874,11C180412,2009,302592
2875,11C180413,2019,539967
2876,11C180413,1999,669665
2877,11C180413,2009,372228
2878,11C180414,2019,371780
2879,11C180414,1999,303848
2880,11C180414,2009,230497
2881,11C180415,2019,255140
2882,11C180415,1999,261692
2883,11C180415,2009,133849
2884,11C180416,2019,661257
2885,11C180416,1999,534571
2886,11C180416,2009,403557
2887,11C180417,2019,489765
2888,11C180417,1999,403978
2889,11C180417,2009,176925
2890,11C180418,2019,364351
2891,11C180418,1999,373920
2892,11C180418,2009,270749
2893,11C1303,2019,13247127
2894,11C1303,1999,13230300
2895,11C1303,2009,9678076
2896,11C130301,2019,727714
2897,11C130301,1999,398718
2898,11C130301,2009,198332
2899,11C130302,2019,648219
2900,11C130302,1999,590367
2901,11C130302,2009,391792
2902,11C130305,2019,428402
2903,11C130305,1999,470709
2904,11C130305,2009,321671
2905,11C130306,2019,580125
2906,11C130306,1999,1610864
2907,11C130306,2009,1078998
2908,11C130307,2019,178257
2909,11C130307,1999,354463
2910,11C130307,2009,317756
2911,11C130313,2019,141257
2912,11C130313,1999,276442
2913,11C130313,2009,82129
2914,11C130314,2019,317305
2915,11C130314,1999,223026
2916,11C130314,2009,133344
2917,11C130315,2019,422451
2918,11C130315,1999,302095
2919,11C130315,2009,314163
2920,11C130317,2019,301800
2921,11C130317,1999,434290
2922,11C130317,2009,317904
2923,11C130318,2019,158724
2924,11C130318,1999,218910
2925,11C130318,2009,137191
2926,11C130319,2019,87037
2927,11C130319,1999,75851
2928,11C130319,2009,34854
2929,11C130324,2019,583288
2930,11C130324,1999,351050
2931,11C130324,2009,499478
2932,11C130334,2019,1873471
2933,11C130334,1999,1564488
2934,11C130334,2009,602942
2935,11C130335,2019,2608870
2936,11C130335,1999,2061702
2937,11C130335,2009,2002584
2938,11C130336,2019,485274
2939,11C130336,1999,820762
2940,11C130336,2009,565214
2941,11C130337,2019,662269
2942,11C130337,1999,472255
2943,11C130337,2009,411679
2944,11C130338,2019,740181
2945,11C130338,1999,785447
2946,11C130338,2009,501790
2947,11C130339,2019,1598223
2948,11C130339,1999,1483032
2949,11C130339,2009,1004441
2950,11C130340,2019,198537
2951,11C130340,1999,187025
2952,11C130340,2009,434146
2953,11C130341,2019,505723
2954,11C130341,1999,548801
2955,11C130341,2009,327669
2956,11C1305,2019,8795330
2957,11C1305,1999,10742830
2958,11C1305,2009,6271330
2959,11C130502,2019,314078
2960,11C130502,1999,322955
2961,11C130502,2009,317677
2962,11C130504,2019,684852
2963,11C130504,1999,2350657
2964,11C130504,2009,634787
2965,11C130510,2019,759374
2966,11C130510,1999,862435
2967,11C130510,2009,596664
2968,11C130512,2019,308416
2969,11C130512,1999,272642
2970,11C130512,2009,137529
2971,11C130513,2019,407953
2972,11C130513,1999,695542
2973,11C130513,2009,371964
2974,11C130515,2019,391352
2975,11C130515,1999,438193
2976,11C130515,2009,378876
2977,11C130524,2019,138891
2978,11C130524,1999,260363
2979,11C130524,2009,138972
2980,11C130525,2019,444170
2981,11C130525,1999,588389
2982,11C130525,2009,450587
2983,11C130527,2019,820582
2984,11C130527,1999,728751
2985,11C130527,2009,604012
2986,11C130528,2019,620362
2987,11C130528,1999,826274
2988,11C130528,2009,609618
2989,11C130529,2019,306909
2990,11C130529,1999,452653
2991,11C130529,2009,188467
2992,11C130530,2019,288325
2993,11C130530,1999,682803
2994,11C130530,2009,285722
2995,11C130531,2019,909462
2996,11C130531,1999,587857
2997,11C130531,2009,385364
2998,11C130532,2019,1988147
2999,11C130532,1999,1431709
3000,11C130532,2009,948452
3001,11C130526,2019,412456
3002,11C130526,1999,241607
3003,11C130526,2009,222639
3004,11C1307,2019,8842130
3005,11C1307,1999,9216065
3006,11C1307,2009,5364857
3007,11C130732,2019,423064
3008,11C130732,1999,576321
3009,11C130732,2009,305371
3010,11C130733,2019,515525
3011,11C130733,1999,723737
3012,11C130733,2009,442686
3013,11C130704,2019,404324
3014,11C130704,1999,399721
3015,11C130704,2009,201145
3016,11C130734,2019,436114
3017,11C130734,1999,527659
3018,11C130734,2009,259621
3019,11C130705,2019,329017
3020,11C130705,1999,264984
3021,11C130705,2009,183698
3022,11C130736,2019,725301
3023,11C130736,1999,866204
3024,11C130736,2009,476804
3025,11C130737,2019,541188
3026,11C130737,1999,422714
3027,11C130737,2009,259916
3028,11C130738,2019,567673
3029,11C130738,1999,719819
3030,11C130738,2009,333697
3031,11C130739,2019,636798
3032,11C130739,1999,538278
3033,11C130739,2009,299113
3034,11C130735,2019,229371
3035,11C130735,1999,269888
3036,11C130735,2009,131848
3037,11C130722,2019,684881
3038,11C130722,1999,660110
3039,11C130722,2009,430085
3040,11C130723,2019,83267
3041,11C130723,1999,155371
3042,11C130723,2009,73643
3043,11C130724,2019,677023
3044,11C130724,1999,388313
3045,11C130724,2009,183859
3046,11C130740,2019,789345
3047,11C130740,1999,988348
3048,11C130740,2009,605228
3049,11C130741,2019,1167772
3050,11C130741,1999,1305761
3051,11C130741,2009,862941
3052,11C130730,2019,631466
3053,11C130730,1999,408835
3054,11C130730,2009,315202
3055,11C1309,2019,4814195
3056,11C1309,1999,4853560
3057,11C1309,2009,3521671
3058,11C130902,2019,670714
3059,11C130902,1999,435760
3060,11C130902,2009,536605
3061,11C130904,2019,513814
3062,11C130904,1999,605942
3063,11C130904,2009,393380
3064,11C130905,2019,327020
3065,11C130905,1999,450655
3066,11C130905,2009,278193
3067,11C130906,2019,416347
3068,11C130906,1999,214992
3069,11C130906,2009,254065
3070,11C130917,2019,254826
3071,11C130917,1999,567576
3072,11C130917,2009,308199
3073,11C130908,2019,198566
3074,11C130908,1999,308396
3075,11C130908,2009,124624
3076,11C130910,2019,247025
3077,11C130910,1999,249667
3078,11C130910,2009,260271
3079,11C130918,2019,188632
3080,11C130918,1999,507947
3081,11C130918,2009,165432
3082,11C130913,2019,532834
3083,11C130913,1999,345751
3084,11C130913,2009,353941
3085,11C130914,2019,252476
3086,11C130914,1999,290119
3087,11C130914,2009,160583
3088,11C130919,2019,1083443
3089,11C130919,1999,654645
3090,11C130919,2009,563863
3091,11C130916,2019,128498
3092,11C130916,1999,222109
3093,11C130916,2009,122515
3094,11C1311,2019,13756147
3095,11C1311,1999,13564803
3096,11C1311,2009,8709736
3097,11C131101,2019,499226
3098,11C131101,1999,547914
3099,11C131101,2009,297475
3100,11C131102,2019,864076
3101,11C131102,1999,630528
3102,11C131102,2009,503710
3103,11C131103,2019,1020716
3104,11C131103,1999,704718
3105,11C131103,2009,365065
3106,11C131104,2019,144046
3107,11C131104,1999,180301
3108,11C131104,2009,97858
3109,11C131105,2019,84134
3110,11C131105,1999,184082
3111,11C131105,2009,138642
3112,11C131106,2019,122473
3113,11C131106,1999,183885
3114,11C131106,2009,106589
3115,11C131107,2019,279267
3116,11C131107,1999,303530
3117,11C131107,2009,274144
3118,11C131108,2019,441912
3119,11C131108,1999,582871
3120,11C131108,2009,176346
3121,11C131109,2019,256089
3122,11C131109,1999,558273
3123,11C131109,2009,355291
3124,11C131110,2019,280128
3125,11C131110,1999,266703
3126,11C131110,2009,406777
3127,11C131112,2019,237977
3128,11C131112,1999,243097
3129,11C131112,2009,168838
3130,11C131113,2019,280873
3131,11C131113,1999,437934
3132,11C131113,2009,212339
3133,11C131141,2019,431227
3134,11C131141,1999,384062
3135,11C131141,2009,185518
3136,11C131115,2019,279646
3137,11C131115,1999,360632
3138,11C131115,2009,221658
3139,11C131142,2019,817582
3140,11C131142,1999,592599
3141,11C131142,2009,392367
3142,11C131140,2019,378685
3143,11C131140,1999,459396
3144,11C131140,2009,213217
3145,11C131121,2019,213774
3146,11C131121,1999,239201
3147,11C131121,2009,141290
3148,11C131122,2019,1545244
3149,11C131122,1999,2044122
3150,11C131122,2009,859099
3151,11C131139,2019,2443716
3152,11C131139,1999,1959814
3153,11C131139,2009,1579647
3154,11C131125,2019,113517
3155,11C131125,1999,105646
3156,11C131125,2009,165468
3157,11C131128,2019,933091
3158,11C131128,1999,309408
3159,11C131128,2009,563300
3160,11C131132,2019,439103
3161,11C131132,1999,247941
3162,11C131132,2009,155045
3163,11C131133,2019,453284
3164,11C131133,1999,771640
3165,11C131133,2009,265583
3166,11C131129,2019,264852
3167,11C131129,1999,450892
3168,11C131129,2009,290950
3169,11C131138,2019,47544
3170,11C131138,1999,57263
3171,11C131138,2009,20804
3172,11C131134,2019,22347
3173,11C131134,1999,2992
3174,11C131134,2009,2782
3175,11C131143,2019,426260
3176,11C131143,1999,362404
3177,11C131143,2009,355464
3178,11C131136,2019,435357
3179,11C131136,1999,392956
3180,11C131136,2009,194470
3181,11C1813,2019,11469481
3182,11C1813,1999,7096737
3183,11C1813,2009,4950379
3184,11C181302,2019,1144130
3185,11C181302,1999,821940
3186,11C181302,2009,550588
3187,11C181303,2019,792794
3188,11C181303,1999,256735
3189,11C181303,2009,236398
3190,11C181310,2019,714517
3191,11C181310,1999,499169
3192,11C181310,2009,314189
3193,11C181311,2019,1942658
3194,11C181311,1999,1709863
3195,11C181311,2009,970158
3196,11C181312,2019,626065
3197,11C181312,1999,156208
3198,11C181312,2009,172118
3199,11C181313,2019,964747
3200,11C181313,1999,701129
3201,11C181313,2009,414358
3202,11C181314,2019,1777218
3203,11C181314,1999,1313855
3204,11C181314,2009,1082745
3205,11C181316,2019,1767150
3206,11C181316,1999,780242
3207,11C181316,2009,645628
3208,11C181317,2019,693761
3209,11C181317,1999,289963
3210,11C181317,2009,171586
3211,11C181318,2019,712579
3212,11C181318,1999,273162
3213,11C181318,2009,212579
3214,11C181319,2019,333862
3215,11C181319,1999,294471
3216,11C181319,2009,180032
3217,11D,2019,290772923
3218,11D,1999,224631718
3219,11D,2009,172295568
3220,11D1701,2019,25303752
3221,11D1701,1999,21971515
3222,11D1701,2009,16125460
3223,11D170101,2019,2816807
3224,11D170101,1999,2781898
3225,11D170101,2009,1717618
3226,11D170107,2019,4214714
3227,11D170107,1999,2759469
3228,11D170107,2009,2553989
3229,11D170108,2019,1051290
3230,11D170108,1999,776797
3231,11D170108,2009,534836
3232,11D170109,2019,2264504
3233,11D170109,1999,564476
3234,11D170109,2009,576247
3235,11D170112,2019,2957707
3236,11D170112,1999,2209663
3237,11D170112,2009,1875380
3238,11D170113,2019,665179
3239,11D170113,1999,680387
3240,11D170113,2009,461589
3241,11D170114,2019,1343588
3242,11D170114,1999,1695387
3243,11D170114,2009,1083423
3244,11D170120,2019,1226489
3245,11D170120,1999,1524155
3246,11D170120,2009,1003872
3247,11D170121,2019,3256262
3248,11D170121,1999,3360795
3249,11D170121,2009,2623281
3250,11D170122,2019,345751
3251,11D170122,1999,377293
3252,11D170122,2009,228807
3253,11D170123,2019,1865431
3254,11D170123,1999,1399771
3255,11D170123,2009,1143290
3256,11D170116,2019,326251
3257,11D170116,1999,1283323
3258,11D170116,2009,227041
3259,11D170117,2019,673087
3260,11D170117,1999,466858
3261,11D170117,2009,450663
3262,11D170118,2019,2296690
3263,11D170118,1999,2091245
3264,11D170118,2009,1645423
3265,11D1801,2019,23254041
3266,11D1801,1999,10808077
3267,11D1801,2009,8670198
3268,11D180101,2019,808138
3269,11D180101,1999,732862
3270,11D180101,2009,419497
3271,11D180120,2019,3246439
3272,11D180120,1999,1560025
3273,11D180120,2009,1190256
3274,11D180104,2019,1397261
3275,11D180104,1999,230885
3276,11D180104,2009,374731
3277,11D180106,2019,1171816
3278,11D180106,1999,805417
3279,11D180106,2009,866660
3280,11D180107,2019,805927
3281,11D180107,1999,952480
3282,11D180107,2009,748808
3283,11D180109,2019,1405906
3284,11D180109,1999,793043
3285,11D180109,2009,478736
3286,11D180110,2019,821549
3287,11D180110,1999,277298
3288,11D180110,2009,259687
3289,11D180111,2019,2742105
3290,11D180111,1999,345057
3291,11D180111,2009,507775
3292,11D180114,2019,2455000
3293,11D180114,1999,893973
3294,11D180114,2009,629267
3295,11D180115,2019,2595409
3296,11D180115,1999,1221361
3297,11D180115,2009,655099
3298,11D180121,2019,650013
3299,11D180121,1999,400321
3300,11D180121,2009,255556
3301,11D180122,2019,2245982
3302,11D180122,1999,804653
3303,11D180122,2009,646275
3304,11D180123,2019,1829248
3305,11D180123,1999,1074204
3306,11D180123,2009,1033342
3307,11D180118,2019,1079248
3308,11D180118,1999,716499
3309,11D180118,2009,604507
3310,11D0403,2019,16555734
3311,11D0403,1999,12688491
3312,11D0403,2009,9515302
3313,11D040304,2019,616408
3314,11D040304,1999,584015
3315,11D040304,2009,398418
3316,11D040306,2019,1024667
3317,11D040306,1999,657258
3318,11D040306,2009,379666
3319,11D040308,2019,884290
3320,11D040308,1999,986782
3321,11D040308,2009,711422
3322,11D040309,2019,1977149
3323,11D040309,1999,593125
3324,11D040309,2009,604766
3325,11D040311,2019,647022
3326,11D040311,1999,618792
3327,11D040311,2009,301844
3328,11D040312,2019,275927
3329,11D040312,1999,276627
3330,11D040312,2009,232436
3331,11D040313,2019,839724
3332,11D040313,1999,694653
3333,11D040313,2009,653106
3334,11D040314,2019,907838
3335,11D040314,1999,994808
3336,11D040314,2009,634316
3337,11D040316,2019,2450470
3338,11D040316,1999,1369360
3339,11D040316,2009,1192248
3340,11D040320,2019,813314
3341,11D040320,1999,687724
3342,11D040320,2009,587038
3343,11D040321,2019,579422
3344,11D040321,1999,299121
3345,11D040321,2009,282710
3346,11D040322,2019,1824837
3347,11D040322,1999,1776081
3348,11D040322,2009,1317643
3349,11D040323,2019,3037527
3350,11D040323,1999,1919580
3351,11D040323,2009,1586159
3352,11D040318,2019,677140
3353,11D040318,1999,1230565
3354,11D040318,2009,633529
3355,11D0404,2019,11067622
3356,11D0404,1999,6743505
3357,11D0404,2009,5964758
3358,11D040404,2019,1679540
3359,11D040404,1999,1522815
3360,11D040404,2009,899700
3361,11D040406,2019,1933492
3362,11D040406,1999,991919
3363,11D040406,2009,1070496
3364,11D040407,2019,5500655
3365,11D040407,1999,3206374
3366,11D040407,2009,3130349
3367,11D040408,2019,1953934
3368,11D040408,1999,1022397
3369,11D040408,2009,864213
3370,11D1805,2019,20517142
3371,11D1805,1999,14659152
3372,11D1805,2009,9613920
3373,11D180502,2019,114883
3374,11D180502,1999,34757
3375,11D180502,2009,92954
3376,11D180504,2019,2201217
3377,11D180504,1999,1143435
3378,11D180504,2009,766359
3379,11D180505,2019,3083401
3380,11D180505,1999,2360821
3381,11D180505,2009,2097576
3382,11D180507,2019,794758
3383,11D180507,1999,668052
3384,11D180507,2009,370880
3385,11D180508,2019,348557
3386,11D180508,1999,232175
3387,11D180508,2009,159757
3388,11D180509,2019,320157
3389,11D180509,1999,712978
3390,11D180509,2009,397156
3391,11D180510,2019,590180
3392,11D180510,1999,384377
3393,11D180510,2009,199958
3394,11D180525,2019,2923266
3395,11D180525,1999,2078605
3396,11D180525,2009,1325196
3397,11D180511,2019,208491
3398,11D180511,1999,300495
3399,11D180511,2009,102775
3400,11D180516,2019,1802330
3401,11D180516,1999,1659249
3402,11D180516,2009,1004356
3403,11D180517,2019,968051
3404,11D180517,1999,326760
3405,11D180517,2009,89805
3406,11D180519,2019,261387
3407,11D180519,1999,518998
3408,11D180519,2009,342023
3409,11D180520,2019,538641
3410,11D180520,1999,377611
3411,11D180520,2009,457475
3412,11D180526,2019,1405823
3413,11D180526,1999,396882
3414,11D180526,2009,210687
3415,11D180527,2019,1974237
3416,11D180527,1999,881378
3417,11D180527,2009,605864
3418,11D180528,2019,1786220
3419,11D180528,1999,1632882
3420,11D180528,2009,996706
3421,11D180523,2019,484078
3422,11D180523,1999,629370
3423,11D180523,2009,329391
3424,11D180524,2019,711464
3425,11D180524,1999,320327
3426,11D180524,2009,65000
3427,11D1704,2019,4379579
3428,11D1704,1999,4302868
3429,11D1704,2009,2747241
