primary_key,codes,Livestock,year,No_und
82809,16J091307,Rabbits,1989,37
82810,16J091307,Rabbits,1999,311
82811,16J091307,Rabbits,2009,100
82812,16J091307,Rabbits,2019,
82813,16J091307,Inhabited hives and traditional cork hives,1989,
82814,16J091307,Inhabited hives and traditional cork hives,1999,
82815,16J091307,Inhabited hives and traditional cork hives,2009,6
82816,16J091307,Inhabited hives and traditional cork hives,2019,
82817,16J091309,Cattle,1989,302
82818,16J091309,Cattle,1999,142
82819,16J091309,Cattle,2009,148
82820,16J091309,Cattle,2019,182
82821,16J091309,Pigs,1989,23
82822,16J091309,Pigs,1999,23
82823,16J091309,Pigs,2009,12
82824,16J091309,Pigs,2019,
82825,16J091309,Sheep,1989,353
82826,16J091309,Sheep,1999,1040
82827,16J091309,Sheep,2009,853
82828,16J091309,Sheep,2019,521
82829,16J091309,Goats,1989,6
82830,16J091309,Goats,1999,42
82831,16J091309,Goats,2009,13
82832,16J091309,Goats,2019,21
82833,16J091309,Equidae,1989,101
82834,16J091309,Equidae,1999,44
82835,16J091309,Equidae,2009,24
82836,16J091309,Equidae,2019,8
82837,16J091309,Poultry,1989,238
82838,16J091309,Poultry,1999,300
82839,16J091309,Poultry,2009,172
82840,16J091309,Poultry,2019,40027
82841,16J091309,Rabbits,1989,6
82842,16J091309,Rabbits,1999,188
82843,16J091309,Rabbits,2009,32
82844,16J091309,Rabbits,2019,6
82845,16J091309,Inhabited hives and traditional cork hives,1989,1
82846,16J091309,Inhabited hives and traditional cork hives,1999,
82847,16J091309,Inhabited hives and traditional cork hives,2009,
82848,16J091309,Inhabited hives and traditional cork hives,2019,30
82849,16J091310,Cattle,1989,96
82850,16J091310,Cattle,1999,112
82851,16J091310,Cattle,2009,44
82852,16J091310,Cattle,2019,15
82853,16J091310,Pigs,1989,19
82854,16J091310,Pigs,1999,56
82855,16J091310,Pigs,2009,4
82856,16J091310,Pigs,2019,6
82857,16J091310,Sheep,1989,343
82858,16J091310,Sheep,1999,257
82859,16J091310,Sheep,2009,323
82860,16J091310,Sheep,2019,250
82861,16J091310,Goats,1989,72
82862,16J091310,Goats,1999,17
82863,16J091310,Goats,2009,12
82864,16J091310,Goats,2019,34
82865,16J091310,Equidae,1989,45
82866,16J091310,Equidae,1999,21
82867,16J091310,Equidae,2009,8
82868,16J091310,Equidae,2019,5
82869,16J091310,Poultry,1989,356
82870,16J091310,Poultry,1999,13184
82871,16J091310,Poultry,2009,119
82872,16J091310,Poultry,2019,5599
82873,16J091310,Rabbits,1989,25
82874,16J091310,Rabbits,1999,189
82875,16J091310,Rabbits,2009,82
82876,16J091310,Rabbits,2019,48
82877,16J091310,Inhabited hives and traditional cork hives,1989,26
82878,16J091310,Inhabited hives and traditional cork hives,1999,12
82879,16J091310,Inhabited hives and traditional cork hives,2009,
82880,16J091310,Inhabited hives and traditional cork hives,2019,5
82881,16J091311,Cattle,1989,86
82882,16J091311,Cattle,1999,55
82883,16J091311,Cattle,2009,12
82884,16J091311,Cattle,2019,22
82885,16J091311,Pigs,1989,6
82886,16J091311,Pigs,1999,28
82887,16J091311,Pigs,2009,8
82888,16J091311,Pigs,2019,
82889,16J091311,Sheep,1989,54
82890,16J091311,Sheep,1999,98
82891,16J091311,Sheep,2009,88
82892,16J091311,Sheep,2019,929
82893,16J091311,Goats,1989,117
82894,16J091311,Goats,1999,21
82895,16J091311,Goats,2009,55
82896,16J091311,Goats,2019,465
82897,16J091311,Equidae,1989,68
82898,16J091311,Equidae,1999,33
82899,16J091311,Equidae,2009,9
82900,16J091311,Equidae,2019,1
82901,16J091311,Poultry,1989,181
82902,16J091311,Poultry,1999,195
82903,16J091311,Poultry,2009,140
82904,16J091311,Poultry,2019,19
82905,16J091311,Rabbits,1989,6
82906,16J091311,Rabbits,1999,196
82907,16J091311,Rabbits,2009,67
82908,16J091311,Rabbits,2019,
82909,16J091311,Inhabited hives and traditional cork hives,1989,1
82910,16J091311,Inhabited hives and traditional cork hives,1999,
82911,16J091311,Inhabited hives and traditional cork hives,2009,
82912,16J091311,Inhabited hives and traditional cork hives,2019,8
82913,16J091312,Cattle,1989,278
82914,16J091312,Cattle,1999,203
82915,16J091312,Cattle,2009,40
82916,16J091312,Cattle,2019,76
82917,16J091312,Pigs,1989,114
82918,16J091312,Pigs,1999,100
82919,16J091312,Pigs,2009,34
82920,16J091312,Pigs,2019,25
82921,16J091312,Sheep,1989,
82922,16J091312,Sheep,1999,413
82923,16J091312,Sheep,2009,139
82924,16J091312,Sheep,2019,264
82925,16J091312,Goats,1989,77
82926,16J091312,Goats,1999,148
82927,16J091312,Goats,2009,36
82928,16J091312,Goats,2019,53
82929,16J091312,Equidae,1989,239
82930,16J091312,Equidae,1999,176
82931,16J091312,Equidae,2009,70
82932,16J091312,Equidae,2019,35
82933,16J091312,Poultry,1989,1033
82934,16J091312,Poultry,1999,883
82935,16J091312,Poultry,2009,488
82936,16J091312,Poultry,2019,198
82937,16J091312,Rabbits,1989,142
82938,16J091312,Rabbits,1999,798
82939,16J091312,Rabbits,2009,350
82940,16J091312,Rabbits,2019,10
82941,16J091312,Inhabited hives and traditional cork hives,1989,58
82942,16J091312,Inhabited hives and traditional cork hives,1999,98
82943,16J091312,Inhabited hives and traditional cork hives,2009,36
82944,16J091312,Inhabited hives and traditional cork hives,2019,92
82945,16J091313,Cattle,1989,73
82946,16J091313,Cattle,1999,38
82947,16J091313,Cattle,2009,2
82948,16J091313,Cattle,2019,5
82949,16J091313,Pigs,1989,45
82950,16J091313,Pigs,1999,34
82951,16J091313,Pigs,2009,10
82952,16J091313,Pigs,2019,
82953,16J091313,Sheep,1989,254
82954,16J091313,Sheep,1999,489
82955,16J091313,Sheep,2009,129
82956,16J091313,Sheep,2019,89
82957,16J091313,Goats,1989,33
82958,16J091313,Goats,1999,9
82959,16J091313,Goats,2009,7
82960,16J091313,Goats,2019,14
82961,16J091313,Equidae,1989,5
82962,16J091313,Equidae,1999,8
82963,16J091313,Equidae,2009,3
82964,16J091313,Equidae,2019,8
82965,16J091313,Poultry,1989,248
82966,16J091313,Poultry,1999,16192
82967,16J091313,Poultry,2009,24155
82968,16J091313,Poultry,2019,160
82969,16J091313,Rabbits,1989,17
82970,16J091313,Rabbits,1999,263
82971,16J091313,Rabbits,2009,39
82972,16J091313,Rabbits,2019,
82973,16J091313,Inhabited hives and traditional cork hives,1989,14
82974,16J091313,Inhabited hives and traditional cork hives,1999,4
82975,16J091313,Inhabited hives and traditional cork hives,2009,2
82976,16J091313,Inhabited hives and traditional cork hives,2019,
82977,16J091314,Cattle,1989,416
82978,16J091314,Cattle,1999,449
82979,16J091314,Cattle,2009,215
82980,16J091314,Cattle,2019,96
82981,16J091314,Pigs,1989,17
82982,16J091314,Pigs,1999,39
82983,16J091314,Pigs,2009,10
82984,16J091314,Pigs,2019,1
82985,16J091314,Sheep,1989,74
82986,16J091314,Sheep,1999,155
82987,16J091314,Sheep,2009,377
82988,16J091314,Sheep,2019,683
82989,16J091314,Goats,1989,128
82990,16J091314,Goats,1999,75
82991,16J091314,Goats,2009,96
82992,16J091314,Goats,2019,222
82993,16J091314,Equidae,1989,82
82994,16J091314,Equidae,1999,59
82995,16J091314,Equidae,2009,31
82996,16J091314,Equidae,2019,16
82997,16J091314,Poultry,1989,371
82998,16J091314,Poultry,1999,449
82999,16J091314,Poultry,2009,262
83000,16J091314,Poultry,2019,5
83001,16J091314,Rabbits,1989,27
83002,16J091314,Rabbits,1999,244
83003,16J091314,Rabbits,2009,100
83004,16J091314,Rabbits,2019,
83005,16J091314,Inhabited hives and traditional cork hives,1989,
83006,16J091314,Inhabited hives and traditional cork hives,1999,
83007,16J091314,Inhabited hives and traditional cork hives,2009,4
83008,16J091314,Inhabited hives and traditional cork hives,2019,40
83009,16J091315,Cattle,1989,52
83010,16J091315,Cattle,1999,46
83011,16J091315,Cattle,2009,21
83012,16J091315,Cattle,2019,14
83013,16J091315,Pigs,1989,23
83014,16J091315,Pigs,1999,20
83015,16J091315,Pigs,2009,1
83016,16J091315,Pigs,2019,
83017,16J091315,Sheep,1989,
83018,16J091315,Sheep,1999,434
83019,16J091315,Sheep,2009,73
83020,16J091315,Sheep,2019,633
83021,16J091315,Goats,1989,177
83022,16J091315,Goats,1999,66
83023,16J091315,Goats,2009,
83024,16J091315,Goats,2019,8
83025,16J091315,Equidae,1989,17
83026,16J091315,Equidae,1999,11
83027,16J091315,Equidae,2009,6
83028,16J091315,Equidae,2019,9
83029,16J091315,Poultry,1989,294
83030,16J091315,Poultry,1999,273
83031,16J091315,Poultry,2009,79
83032,16J091315,Poultry,2019,213
83033,16J091315,Rabbits,1989,98
83034,16J091315,Rabbits,1999,315
83035,16J091315,Rabbits,2009,26
83036,16J091315,Rabbits,2019,113
83037,16J091315,Inhabited hives and traditional cork hives,1989,14
83038,16J091315,Inhabited hives and traditional cork hives,1999,30
83039,16J091315,Inhabited hives and traditional cork hives,2009,3
83040,16J091315,Inhabited hives and traditional cork hives,2019,19
83041,16J091316,Cattle,1989,93
83042,16J091316,Cattle,1999,120
83043,16J091316,Cattle,2009,80
83044,16J091316,Cattle,2019,86
83045,16J091316,Pigs,1989,16
83046,16J091316,Pigs,1999,27
83047,16J091316,Pigs,2009,16
83048,16J091316,Pigs,2019,4
83049,16J091316,Sheep,1989,322
83050,16J091316,Sheep,1999,464
83051,16J091316,Sheep,2009,961
83052,16J091316,Sheep,2019,323
83053,16J091316,Goats,1989,94
83054,16J091316,Goats,1999,91
83055,16J091316,Goats,2009,33
83056,16J091316,Goats,2019,19
83057,16J091316,Equidae,1989,17
83058,16J091316,Equidae,1999,15
83059,16J091316,Equidae,2009,12
83060,16J091316,Equidae,2019,2
83061,16J091316,Poultry,1989,414
83062,16J091316,Poultry,1999,258
83063,16J091316,Poultry,2009,296
83064,16J091316,Poultry,2019,7055
83065,16J091316,Rabbits,1989,82
83066,16J091316,Rabbits,1999,198
83067,16J091316,Rabbits,2009,156
83068,16J091316,Rabbits,2019,
83069,16J091316,Inhabited hives and traditional cork hives,1989,
83070,16J091316,Inhabited hives and traditional cork hives,1999,45
83071,16J091316,Inhabited hives and traditional cork hives,2009,29
83072,16J091316,Inhabited hives and traditional cork hives,2019,35
83073,16J091321,Cattle,1989,156
83074,16J091321,Cattle,1999,163
83075,16J091321,Cattle,2009,25
83076,16J091321,Cattle,2019,31
83077,16J091321,Pigs,1989,12
83078,16J091321,Pigs,1999,20
83079,16J091321,Pigs,2009,11
83080,16J091321,Pigs,2019,6
83081,16J091321,Sheep,1989,231
83082,16J091321,Sheep,1999,567
83083,16J091321,Sheep,2009,455
83084,16J091321,Sheep,2019,1327
83085,16J091321,Goats,1989,183
83086,16J091321,Goats,1999,127
83087,16J091321,Goats,2009,51
83088,16J091321,Goats,2019,124
83089,16J091321,Equidae,1989,82
83090,16J091321,Equidae,1999,57
83091,16J091321,Equidae,2009,27
83092,16J091321,Equidae,2019,3
83093,16J091321,Poultry,1989,221
83094,16J091321,Poultry,1999,253
83095,16J091321,Poultry,2009,165
83096,16J091321,Poultry,2019,66
83097,16J091321,Rabbits,1989,
83098,16J091321,Rabbits,1999,241
83099,16J091321,Rabbits,2009,108
83100,16J091321,Rabbits,2019,5
83101,16J091321,Inhabited hives and traditional cork hives,1989,
83102,16J091321,Inhabited hives and traditional cork hives,1999,33
83103,16J091321,Inhabited hives and traditional cork hives,2009,
83104,16J091321,Inhabited hives and traditional cork hives,2019,
83105,16J091330,Cattle,1989,246
83106,16J091330,Cattle,1999,104
83107,16J091330,Cattle,2009,44
83108,16J091330,Cattle,2019,52
83109,16J091330,Pigs,1989,22
83110,16J091330,Pigs,1999,17
83111,16J091330,Pigs,2009,8
83112,16J091330,Pigs,2019,499
83113,16J091330,Sheep,1989,882
83114,16J091330,Sheep,1999,1590
83115,16J091330,Sheep,2009,1297
83116,16J091330,Sheep,2019,1249
83117,16J091330,Goats,1989,405
83118,16J091330,Goats,1999,143
83119,16J091330,Goats,2009,75
83120,16J091330,Goats,2019,54
83121,16J091330,Equidae,1989,79
83122,16J091330,Equidae,1999,65
83123,16J091330,Equidae,2009,46
83124,16J091330,Equidae,2019,37
83125,16J091330,Poultry,1989,4798
83126,16J091330,Poultry,1999,655
83127,16J091330,Poultry,2009,477
83128,16J091330,Poultry,2019,207
83129,16J091330,Rabbits,1989,64
83130,16J091330,Rabbits,1999,440
83131,16J091330,Rabbits,2009,156
83132,16J091330,Rabbits,2019,6
83133,16J091330,Inhabited hives and traditional cork hives,1989,36
83134,16J091330,Inhabited hives and traditional cork hives,1999,29
83135,16J091330,Inhabited hives and traditional cork hives,2009,9
83136,16J091330,Inhabited hives and traditional cork hives,2019,54
83137,16J091331,Cattle,1989,288
83138,16J091331,Cattle,1999,141
83139,16J091331,Cattle,2009,47
83140,16J091331,Cattle,2019,29
83141,16J091331,Pigs,1989,102
83142,16J091331,Pigs,1999,60
83143,16J091331,Pigs,2009,5
83144,16J091331,Pigs,2019,9
83145,16J091331,Sheep,1989,579
83146,16J091331,Sheep,1999,527
83147,16J091331,Sheep,2009,1031
83148,16J091331,Sheep,2019,1038
83149,16J091331,Goats,1989,193
83150,16J091331,Goats,1999,196
83151,16J091331,Goats,2009,63
83152,16J091331,Goats,2019,11
83153,16J091331,Equidae,1989,117
83154,16J091331,Equidae,1999,49
83155,16J091331,Equidae,2009,21
83156,16J091331,Equidae,2019,6
83157,16J091331,Poultry,1989,20569
83158,16J091331,Poultry,1999,535
83159,16J091331,Poultry,2009,279
83160,16J091331,Poultry,2019,182
83161,16J091331,Rabbits,1989,41
83162,16J091331,Rabbits,1999,337
83163,16J091331,Rabbits,2009,164
83164,16J091331,Rabbits,2019,59
83165,16J091331,Inhabited hives and traditional cork hives,1989,20
83166,16J091331,Inhabited hives and traditional cork hives,1999,35
83167,16J091331,Inhabited hives and traditional cork hives,2009,40
83168,16J091331,Inhabited hives and traditional cork hives,2019,244
83169,16J091332,Cattle,1989,700
83170,16J091332,Cattle,1999,490
83171,16J091332,Cattle,2009,293
83172,16J091332,Cattle,2019,345
83173,16J091332,Pigs,1989,59
83174,16J091332,Pigs,1999,67
83175,16J091332,Pigs,2009,35
83176,16J091332,Pigs,2019,16
83177,16J091332,Sheep,1989,1643
83178,16J091332,Sheep,1999,3187
83179,16J091332,Sheep,2009,2700
83180,16J091332,Sheep,2019,3137
83181,16J091332,Goats,1989,550
83182,16J091332,Goats,1999,469
83183,16J091332,Goats,2009,114
83184,16J091332,Goats,2019,163
83185,16J091332,Equidae,1989,157
83186,16J091332,Equidae,1999,136
83187,16J091332,Equidae,2009,76
83188,16J091332,Equidae,2019,38
83189,16J091332,Poultry,1989,1874
83190,16J091332,Poultry,1999,1756
83191,16J091332,Poultry,2009,899
83192,16J091332,Poultry,2019,92763
83193,16J091332,Rabbits,1989,102
83194,16J091332,Rabbits,1999,802
83195,16J091332,Rabbits,2009,335
83196,16J091332,Rabbits,2019,65
83197,16J091332,Inhabited hives and traditional cork hives,1989,32
83198,16J091332,Inhabited hives and traditional cork hives,1999,65
83199,16J091332,Inhabited hives and traditional cork hives,2009,15
83200,16J091332,Inhabited hives and traditional cork hives,2019,687
83201,16J091333,Cattle,1989,190
83202,16J091333,Cattle,1999,141
83203,16J091333,Cattle,2009,63
83204,16J091333,Cattle,2019,128
83205,16J091333,Pigs,1989,22
83206,16J091333,Pigs,1999,33
83207,16J091333,Pigs,2009,8
83208,16J091333,Pigs,2019,2
83209,16J091333,Sheep,1989,230
83210,16J091333,Sheep,1999,448
83211,16J091333,Sheep,2009,395
83212,16J091333,Sheep,2019,199
83213,16J091333,Goats,1989,299
83214,16J091333,Goats,1999,176
83215,16J091333,Goats,2009,153
83216,16J091333,Goats,2019,41
83217,16J091333,Equidae,1989,144
83218,16J091333,Equidae,1999,97
83219,16J091333,Equidae,2009,61
83220,16J091333,Equidae,2019,48
83221,16J091333,Poultry,1989,783
83222,16J091333,Poultry,1999,568
83223,16J091333,Poultry,2009,501
83224,16J091333,Poultry,2019,278
83225,16J091333,Rabbits,1989,155
83226,16J091333,Rabbits,1999,432
83227,16J091333,Rabbits,2009,241
83228,16J091333,Rabbits,2019,55
83229,16J091333,Inhabited hives and traditional cork hives,1989,8
83230,16J091333,Inhabited hives and traditional cork hives,1999,23
83231,16J091333,Inhabited hives and traditional cork hives,2009,2
83232,16J091333,Inhabited hives and traditional cork hives,2019,
83233,16J091334,Cattle,1989,189
83234,16J091334,Cattle,1999,169
83235,16J091334,Cattle,2009,213
83236,16J091334,Cattle,2019,409
83237,16J091334,Pigs,1989,42
83238,16J091334,Pigs,1999,74
83239,16J091334,Pigs,2009,13
83240,16J091334,Pigs,2019,
83241,16J091334,Sheep,1989,274
83242,16J091334,Sheep,1999,154
83243,16J091334,Sheep,2009,404
83244,16J091334,Sheep,2019,382
83245,16J091334,Goats,1989,255
83246,16J091334,Goats,1999,155
83247,16J091334,Goats,2009,44
83248,16J091334,Goats,2019,128
83249,16J091334,Equidae,1989,82
83250,16J091334,Equidae,1999,48
83251,16J091334,Equidae,2009,28
83252,16J091334,Equidae,2019,3
83253,16J091334,Poultry,1989,579
83254,16J091334,Poultry,1999,737
83255,16J091334,Poultry,2009,374
83256,16J091334,Poultry,2019,529
83257,16J091334,Rabbits,1989,65
83258,16J091334,Rabbits,1999,582
83259,16J091334,Rabbits,2009,207
83260,16J091334,Rabbits,2019,
83261,16J091334,Inhabited hives and traditional cork hives,1989,19
83262,16J091334,Inhabited hives and traditional cork hives,1999,
83263,16J091334,Inhabited hives and traditional cork hives,2009,
83264,16J091334,Inhabited hives and traditional cork hives,2019,10
83265,16J091335,Cattle,1989,269
83266,16J091335,Cattle,1999,216
83267,16J091335,Cattle,2009,307
83268,16J091335,Cattle,2019,197
83269,16J091335,Pigs,1989,39
83270,16J091335,Pigs,1999,69
83271,16J091335,Pigs,2009,26
83272,16J091335,Pigs,2019,
83273,16J091335,Sheep,1989,633
83274,16J091335,Sheep,1999,1229
83275,16J091335,Sheep,2009,722
83276,16J091335,Sheep,2019,1068
83277,16J091335,Goats,1989,726
83278,16J091335,Goats,1999,821
83279,16J091335,Goats,2009,281
83280,16J091335,Goats,2019,153
83281,16J091335,Equidae,1989,111
83282,16J091335,Equidae,1999,77
83283,16J091335,Equidae,2009,37
83284,16J091335,Equidae,2019,3
83285,16J091335,Poultry,1989,753
83286,16J091335,Poultry,1999,905
83287,16J091335,Poultry,2009,492
83288,16J091335,Poultry,2019,31
83289,16J091335,Rabbits,1989,29
83290,16J091335,Rabbits,1999,366
83291,16J091335,Rabbits,2009,97
83292,16J091335,Rabbits,2019,
83293,16J091335,Inhabited hives and traditional cork hives,1989,3
83294,16J091335,Inhabited hives and traditional cork hives,1999,19
83295,16J091335,Inhabited hives and traditional cork hives,2009,20
83296,16J091335,Inhabited hives and traditional cork hives,2019,146
83297,16J091325,Cattle,1989,69
83298,16J091325,Cattle,1999,15
83299,16J091325,Cattle,2009,5
83300,16J091325,Cattle,2019,1
83301,16J091325,Pigs,1989,23
83302,16J091325,Pigs,1999,28
83303,16J091325,Pigs,2009,9
83304,16J091325,Pigs,2019,6
83305,16J091325,Sheep,1989,35
83306,16J091325,Sheep,1999,400
83307,16J091325,Sheep,2009,822
83308,16J091325,Sheep,2019,530
83309,16J091325,Goats,1989,54
83310,16J091325,Goats,1999,42
83311,16J091325,Goats,2009,13
83312,16J091325,Goats,2019,52
83313,16J091325,Equidae,1989,97
83314,16J091325,Equidae,1999,68
83315,16J091325,Equidae,2009,44
83316,16J091325,Equidae,2019,15
83317,16J091325,Poultry,1989,484
83318,16J091325,Poultry,1999,478
83319,16J091325,Poultry,2009,461
83320,16J091325,Poultry,2019,194
83321,16J091325,Rabbits,1989,108
83322,16J091325,Rabbits,1999,537
83323,16J091325,Rabbits,2009,150
83324,16J091325,Rabbits,2019,30
83325,16J091325,Inhabited hives and traditional cork hives,1989,22
83326,16J091325,Inhabited hives and traditional cork hives,1999,
83327,16J091325,Inhabited hives and traditional cork hives,2009,
83328,16J091325,Inhabited hives and traditional cork hives,2019,11
83329,17,Cattle,1989,58339
83330,17,Cattle,1999,51254
83331,17,Cattle,2009,43460
83332,17,Cattle,2019,53368
83333,17,Pigs,1989,298505
83334,17,Pigs,1999,258186
83335,17,Pigs,2009,144882
83336,17,Pigs,2019,101976
83337,17,Sheep,1989,118962
83338,17,Sheep,1999,89400
83339,17,Sheep,2009,61464
83340,17,Sheep,2019,47504
83341,17,Goats,1989,13267
83342,17,Goats,1999,6266
83343,17,Goats,2009,8764
83344,17,Goats,2019,9918
83345,17,Equidae,1989,3772
83346,17,Equidae,1999,3274
83347,17,Equidae,2009,2206
83348,17,Equidae,2019,2371
83349,17,Poultry,1989,1879657
83350,17,Poultry,1999,1864841
83351,17,Poultry,2009,1169152
83352,17,Poultry,2019,1328712
83353,17,Rabbits,1989,22917
83354,17,Rabbits,1999,54204
83355,17,Rabbits,2009,28985
83356,17,Rabbits,2019,3428
83357,17,Inhabited hives and traditional cork hives,1989,1532
83358,17,Inhabited hives and traditional cork hives,1999,3823
83359,17,Inhabited hives and traditional cork hives,2009,873
83360,17,Inhabited hives and traditional cork hives,2019,12355
83361,170,Cattle,1989,58339
83362,170,Cattle,1999,51254
83363,170,Cattle,2009,43460
83364,170,Cattle,2019,53368
83365,170,Pigs,1989,298505
83366,170,Pigs,1999,258186
83367,170,Pigs,2009,144882
83368,170,Pigs,2019,101976
83369,170,Sheep,1989,118962
83370,170,Sheep,1999,89400
83371,170,Sheep,2009,61464
83372,170,Sheep,2019,47504
83373,170,Goats,1989,13267
83374,170,Goats,1999,6266
83375,170,Goats,2009,8764
83376,170,Goats,2019,9918
83377,170,Equidae,1989,3772
83378,170,Equidae,1999,3274
83379,170,Equidae,2009,2206
83380,170,Equidae,2019,2371
83381,170,Poultry,1989,1879657
83382,170,Poultry,1999,1864841
83383,170,Poultry,2009,1169152
83384,170,Poultry,2019,1328712
83385,170,Rabbits,1989,22917
83386,170,Rabbits,1999,54204
83387,170,Rabbits,2009,28985
83388,170,Rabbits,2019,3428
83389,170,Inhabited hives and traditional cork hives,1989,1532
83390,170,Inhabited hives and traditional cork hives,1999,3823
83391,170,Inhabited hives and traditional cork hives,2009,873
83392,170,Inhabited hives and traditional cork hives,2019,12355
83393,1701502,Cattle,1989,1117
83394,1701502,Cattle,1999,1515
83395,1701502,Cattle,2009,1329
83396,1701502,Cattle,2019,1654
83397,1701502,Pigs,1989,23861
83398,1701502,Pigs,1999,17669
83399,1701502,Pigs,2009,4633
83400,1701502,Pigs,2019,22082
83401,1701502,Sheep,1989,3643
83402,1701502,Sheep,1999,1687
83403,1701502,Sheep,2009,766
83404,1701502,Sheep,2019,858
83405,1701502,Goats,1989,36
83406,1701502,Goats,1999,30
83407,1701502,Goats,2009,53
83408,1701502,Goats,2019,157
83409,1701502,Equidae,1989,145
83410,1701502,Equidae,1999,111
83411,1701502,Equidae,2009,131
83412,1701502,Equidae,2019,74
83413,1701502,Poultry,1989,3979
83414,1701502,Poultry,1999,2835
83415,1701502,Poultry,2009,928
83416,1701502,Poultry,2019,368
83417,1701502,Rabbits,1989,287
83418,1701502,Rabbits,1999,415
83419,1701502,Rabbits,2009,32
83420,1701502,Rabbits,2019,38
83421,1701502,Inhabited hives and traditional cork hives,1989,112
83422,1701502,Inhabited hives and traditional cork hives,1999,
83423,1701502,Inhabited hives and traditional cork hives,2009,
83424,1701502,Inhabited hives and traditional cork hives,2019,130
83425,170150201,Cattle,1989,996
83426,170150201,Cattle,1999,1515
83427,170150201,Cattle,2009,1329
83428,170150201,Cattle,2019,1653
83429,170150201,Pigs,1989,15543
83430,170150201,Pigs,1999,15155
83431,170150201,Pigs,2009,4375
83432,170150201,Pigs,2019,22082
83433,170150201,Sheep,1989,2931
83434,170150201,Sheep,1999,1606
83435,170150201,Sheep,2009,722
83436,170150201,Sheep,2019,799
83437,170150201,Goats,1989,30
83438,170150201,Goats,1999,28
83439,170150201,Goats,2009,53
83440,170150201,Goats,2019,136
83441,170150201,Equidae,1989,87
83442,170150201,Equidae,1999,107
83443,170150201,Equidae,2009,128
83444,170150201,Equidae,2019,62
83445,170150201,Poultry,1989,2969
83446,170150201,Poultry,1999,2392
83447,170150201,Poultry,2009,611
83448,170150201,Poultry,2019,363
83449,170150201,Rabbits,1989,183
83450,170150201,Rabbits,1999,347
83451,170150201,Rabbits,2009,22
83452,170150201,Rabbits,2019,38
83453,170150201,Inhabited hives and traditional cork hives,1989,107
83454,170150201,Inhabited hives and traditional cork hives,1999,
83455,170150201,Inhabited hives and traditional cork hives,2009,
83456,170150201,Inhabited hives and traditional cork hives,2019,130
83457,170150202,Cattle,1989,19
83458,170150202,Cattle,1999,
83459,170150202,Cattle,2009,
83460,170150202,Cattle,2019,
83461,170150202,Pigs,1989,1701
83462,170150202,Pigs,1999,247
83463,170150202,Pigs,2009,
83464,170150202,Pigs,2019,
83465,170150202,Sheep,1989,221
83466,170150202,Sheep,1999,9
83467,170150202,Sheep,2009,
83468,170150202,Sheep,2019,
83469,170150202,Goats,1989,2
83470,170150202,Goats,1999,2
83471,170150202,Goats,2009,
83472,170150202,Goats,2019,
83473,170150202,Equidae,1989,16
83474,170150202,Equidae,1999,3
83475,170150202,Equidae,2009,3
83476,170150202,Equidae,2019,8
83477,170150202,Poultry,1989,48
83478,170150202,Poultry,1999,103
83479,170150202,Poultry,2009,17
83480,170150202,Poultry,2019,
83481,170150202,Rabbits,1989,2
83482,170150202,Rabbits,1999,25
83483,170150202,Rabbits,2009,6
83484,170150202,Rabbits,2019,
83485,170150202,Inhabited hives and traditional cork hives,1989,1
83486,170150202,Inhabited hives and traditional cork hives,1999,
83487,170150202,Inhabited hives and traditional cork hives,2009,
83488,170150202,Inhabited hives and traditional cork hives,2019,
83489,170150203,Cattle,1989,102
83490,170150203,Cattle,1999,
83491,170150203,Cattle,2009,
83492,170150203,Cattle,2019,1
83493,170150203,Pigs,1989,6617
83494,170150203,Pigs,1999,2267
83495,170150203,Pigs,2009,258
83496,170150203,Pigs,2019,
83497,170150203,Sheep,1989,491
83498,170150203,Sheep,1999,72
83499,170150203,Sheep,2009,44
83500,170150203,Sheep,2019,59
83501,170150203,Goats,1989,4
83502,170150203,Goats,1999,
83503,170150203,Goats,2009,
83504,170150203,Goats,2019,21
83505,170150203,Equidae,1989,42
83506,170150203,Equidae,1999,1
83507,170150203,Equidae,2009,
83508,170150203,Equidae,2019,4
83509,170150203,Poultry,1989,962
83510,170150203,Poultry,1999,340
83511,170150203,Poultry,2009,300
83512,170150203,Poultry,2019,5
83513,170150203,Rabbits,1989,102
83514,170150203,Rabbits,1999,43
83515,170150203,Rabbits,2009,4
83516,170150203,Rabbits,2019,
83517,170150203,Inhabited hives and traditional cork hives,1989,4
83518,170150203,Inhabited hives and traditional cork hives,1999,
83519,170150203,Inhabited hives and traditional cork hives,2009,
83520,170150203,Inhabited hives and traditional cork hives,2019,
83521,1701503,Cattle,1989,1209
83522,1701503,Cattle,1999,355
83523,1701503,Cattle,2009,187
83524,1701503,Cattle,2019,23
83525,1701503,Pigs,1989,536
83526,1701503,Pigs,1999,249
83527,1701503,Pigs,2009,13
83528,1701503,Pigs,2019,4
83529,1701503,Sheep,1989,1852
83530,1701503,Sheep,1999,1420
83531,1701503,Sheep,2009,1069
83532,1701503,Sheep,2019,1122
83533,1701503,Goats,1989,168
83534,1701503,Goats,1999,155
83535,1701503,Goats,2009,363
83536,1701503,Goats,2019,211
83537,1701503,Equidae,1989,66
83538,1701503,Equidae,1999,51
83539,1701503,Equidae,2009,62
83540,1701503,Equidae,2019,114
83541,1701503,Poultry,1989,5461
83542,1701503,Poultry,1999,3582
83543,1701503,Poultry,2009,1325
83544,1701503,Poultry,2019,657
