primary_key,codes,Livestock,year,No_und
20957,11A131024,Inhabited hives and traditional cork hives,1989,60
20958,11A131024,Inhabited hives and traditional cork hives,1999,51
20959,11A131024,Inhabited hives and traditional cork hives,2009,5
20960,11A131024,Inhabited hives and traditional cork hives,2019,20
20961,11A1312,Cattle,1989,
20962,11A1312,Cattle,1999,
20963,11A1312,Cattle,2009,50
20964,11A1312,Cattle,2019,8
20965,11A1312,Pigs,1989,
20966,11A1312,Pigs,1999,
20967,11A1312,Pigs,2009,2
20968,11A1312,Pigs,2019,4
20969,11A1312,Sheep,1989,
20970,11A1312,Sheep,1999,
20971,11A1312,Sheep,2009,29
20972,11A1312,Sheep,2019,27
20973,11A1312,Goats,1989,
20974,11A1312,Goats,1999,
20975,11A1312,Goats,2009,20
20976,11A1312,Goats,2019,13
20977,11A1312,Equidae,1989,
20978,11A1312,Equidae,1999,
20979,11A1312,Equidae,2009,1
20980,11A1312,Equidae,2019,6
20981,11A1312,Poultry,1989,
20982,11A1312,Poultry,1999,
20983,11A1312,Poultry,2009,417
20984,11A1312,Poultry,2019,228
20985,11A1312,Rabbits,1989,
20986,11A1312,Rabbits,1999,
20987,11A1312,Rabbits,2009,30
20988,11A1312,Rabbits,2019,67
20989,11A1312,Inhabited hives and traditional cork hives,1989,
20990,11A1312,Inhabited hives and traditional cork hives,1999,
20991,11A1312,Inhabited hives and traditional cork hives,2009,1
20992,11A1312,Inhabited hives and traditional cork hives,2019,52
20993,11A131202,Cattle,1989,
20994,11A131202,Cattle,1999,
20995,11A131202,Cattle,2009,
20996,11A131202,Cattle,2019,
20997,11A131202,Pigs,1989,
20998,11A131202,Pigs,1999,
20999,11A131202,Pigs,2009,
21000,11A131202,Pigs,2019,
21001,11A131202,Sheep,1989,
21002,11A131202,Sheep,1999,
21003,11A131202,Sheep,2009,
21004,11A131202,Sheep,2019,
21005,11A131202,Goats,1989,
21006,11A131202,Goats,1999,
21007,11A131202,Goats,2009,
21008,11A131202,Goats,2019,
21009,11A131202,Equidae,1989,
21010,11A131202,Equidae,1999,
21011,11A131202,Equidae,2009,
21012,11A131202,Equidae,2019,
21013,11A131202,Poultry,1989,
21014,11A131202,Poultry,1999,
21015,11A131202,Poultry,2009,
21016,11A131202,Poultry,2019,
21017,11A131202,Rabbits,1989,
21018,11A131202,Rabbits,1999,
21019,11A131202,Rabbits,2009,
21020,11A131202,Rabbits,2019,
21021,11A131202,Inhabited hives and traditional cork hives,1989,
21022,11A131202,Inhabited hives and traditional cork hives,1999,
21023,11A131202,Inhabited hives and traditional cork hives,2009,
21024,11A131202,Inhabited hives and traditional cork hives,2019,
21025,11A131203,Cattle,1989,
21026,11A131203,Cattle,1999,
21027,11A131203,Cattle,2009,
21028,11A131203,Cattle,2019,4
21029,11A131203,Pigs,1989,
21030,11A131203,Pigs,1999,
21031,11A131203,Pigs,2009,2
21032,11A131203,Pigs,2019,2
21033,11A131203,Sheep,1989,
21034,11A131203,Sheep,1999,
21035,11A131203,Sheep,2009,17
21036,11A131203,Sheep,2019,19
21037,11A131203,Goats,1989,
21038,11A131203,Goats,1999,
21039,11A131203,Goats,2009,20
21040,11A131203,Goats,2019,9
21041,11A131203,Equidae,1989,
21042,11A131203,Equidae,1999,
21043,11A131203,Equidae,2009,
21044,11A131203,Equidae,2019,
21045,11A131203,Poultry,1989,
21046,11A131203,Poultry,1999,
21047,11A131203,Poultry,2009,151
21048,11A131203,Poultry,2019,172
21049,11A131203,Rabbits,1989,
21050,11A131203,Rabbits,1999,
21051,11A131203,Rabbits,2009,20
21052,11A131203,Rabbits,2019,67
21053,11A131203,Inhabited hives and traditional cork hives,1989,
21054,11A131203,Inhabited hives and traditional cork hives,1999,
21055,11A131203,Inhabited hives and traditional cork hives,2009,
21056,11A131203,Inhabited hives and traditional cork hives,2019,
21057,11A131210,Cattle,1989,
21058,11A131210,Cattle,1999,
21059,11A131210,Cattle,2009,4
21060,11A131210,Cattle,2019,
21061,11A131210,Pigs,1989,
21062,11A131210,Pigs,1999,
21063,11A131210,Pigs,2009,
21064,11A131210,Pigs,2019,
21065,11A131210,Sheep,1989,
21066,11A131210,Sheep,1999,
21067,11A131210,Sheep,2009,
21068,11A131210,Sheep,2019,
21069,11A131210,Goats,1989,
21070,11A131210,Goats,1999,
21071,11A131210,Goats,2009,
21072,11A131210,Goats,2019,
21073,11A131210,Equidae,1989,
21074,11A131210,Equidae,1999,
21075,11A131210,Equidae,2009,
21076,11A131210,Equidae,2019,
21077,11A131210,Poultry,1989,
21078,11A131210,Poultry,1999,
21079,11A131210,Poultry,2009,201
21080,11A131210,Poultry,2019,
21081,11A131210,Rabbits,1989,
21082,11A131210,Rabbits,1999,
21083,11A131210,Rabbits,2009,7
21084,11A131210,Rabbits,2019,
21085,11A131210,Inhabited hives and traditional cork hives,1989,
21086,11A131210,Inhabited hives and traditional cork hives,1999,
21087,11A131210,Inhabited hives and traditional cork hives,2009,1
21088,11A131210,Inhabited hives and traditional cork hives,2019,50
21089,11A131211,Cattle,1989,
21090,11A131211,Cattle,1999,
21091,11A131211,Cattle,2009,43
21092,11A131211,Cattle,2019,
21093,11A131211,Pigs,1989,
21094,11A131211,Pigs,1999,
21095,11A131211,Pigs,2009,
21096,11A131211,Pigs,2019,1
21097,11A131211,Sheep,1989,
21098,11A131211,Sheep,1999,
21099,11A131211,Sheep,2009,9
21100,11A131211,Sheep,2019,
21101,11A131211,Goats,1989,
21102,11A131211,Goats,1999,
21103,11A131211,Goats,2009,
21104,11A131211,Goats,2019,4
21105,11A131211,Equidae,1989,
21106,11A131211,Equidae,1999,
21107,11A131211,Equidae,2009,
21108,11A131211,Equidae,2019,3
21109,11A131211,Poultry,1989,
21110,11A131211,Poultry,1999,
21111,11A131211,Poultry,2009,55
21112,11A131211,Poultry,2019,18
21113,11A131211,Rabbits,1989,
21114,11A131211,Rabbits,1999,
21115,11A131211,Rabbits,2009,
21116,11A131211,Rabbits,2019,
21117,11A131211,Inhabited hives and traditional cork hives,1989,
21118,11A131211,Inhabited hives and traditional cork hives,1999,
21119,11A131211,Inhabited hives and traditional cork hives,2009,
21120,11A131211,Inhabited hives and traditional cork hives,2019,
21121,11A131216,Cattle,1989,
21122,11A131216,Cattle,1999,
21123,11A131216,Cattle,2009,
21124,11A131216,Cattle,2019,
21125,11A131216,Pigs,1989,
21126,11A131216,Pigs,1999,
21127,11A131216,Pigs,2009,
21128,11A131216,Pigs,2019,
21129,11A131216,Sheep,1989,
21130,11A131216,Sheep,1999,
21131,11A131216,Sheep,2009,
21132,11A131216,Sheep,2019,
21133,11A131216,Goats,1989,
21134,11A131216,Goats,1999,
21135,11A131216,Goats,2009,
21136,11A131216,Goats,2019,
21137,11A131216,Equidae,1989,
21138,11A131216,Equidae,1999,
21139,11A131216,Equidae,2009,
21140,11A131216,Equidae,2019,
21141,11A131216,Poultry,1989,
21142,11A131216,Poultry,1999,
21143,11A131216,Poultry,2009,
21144,11A131216,Poultry,2019,16
21145,11A131216,Rabbits,1989,
21146,11A131216,Rabbits,1999,
21147,11A131216,Rabbits,2009,
21148,11A131216,Rabbits,2019,
21149,11A131216,Inhabited hives and traditional cork hives,1989,
21150,11A131216,Inhabited hives and traditional cork hives,1999,
21151,11A131216,Inhabited hives and traditional cork hives,2009,
21152,11A131216,Inhabited hives and traditional cork hives,2019,
21153,11A131217,Cattle,1989,
21154,11A131217,Cattle,1999,
21155,11A131217,Cattle,2009,
21156,11A131217,Cattle,2019,
21157,11A131217,Pigs,1989,
21158,11A131217,Pigs,1999,
21159,11A131217,Pigs,2009,
21160,11A131217,Pigs,2019,
21161,11A131217,Sheep,1989,
21162,11A131217,Sheep,1999,
21163,11A131217,Sheep,2009,
21164,11A131217,Sheep,2019,
21165,11A131217,Goats,1989,
21166,11A131217,Goats,1999,
21167,11A131217,Goats,2009,
21168,11A131217,Goats,2019,
21169,11A131217,Equidae,1989,
21170,11A131217,Equidae,1999,
21171,11A131217,Equidae,2009,
21172,11A131217,Equidae,2019,
21173,11A131217,Poultry,1989,
21174,11A131217,Poultry,1999,
21175,11A131217,Poultry,2009,
21176,11A131217,Poultry,2019,
21177,11A131217,Rabbits,1989,
21178,11A131217,Rabbits,1999,
21179,11A131217,Rabbits,2009,
21180,11A131217,Rabbits,2019,
21181,11A131217,Inhabited hives and traditional cork hives,1989,
21182,11A131217,Inhabited hives and traditional cork hives,1999,
21183,11A131217,Inhabited hives and traditional cork hives,2009,
21184,11A131217,Inhabited hives and traditional cork hives,2019,
21185,11A131218,Cattle,1989,
21186,11A131218,Cattle,1999,
21187,11A131218,Cattle,2009,3
21188,11A131218,Cattle,2019,4
21189,11A131218,Pigs,1989,
21190,11A131218,Pigs,1999,
21191,11A131218,Pigs,2009,
21192,11A131218,Pigs,2019,1
21193,11A131218,Sheep,1989,
21194,11A131218,Sheep,1999,
21195,11A131218,Sheep,2009,3
21196,11A131218,Sheep,2019,8
21197,11A131218,Goats,1989,
21198,11A131218,Goats,1999,
21199,11A131218,Goats,2009,
21200,11A131218,Goats,2019,
21201,11A131218,Equidae,1989,
21202,11A131218,Equidae,1999,
21203,11A131218,Equidae,2009,1
21204,11A131218,Equidae,2019,3
21205,11A131218,Poultry,1989,
21206,11A131218,Poultry,1999,
21207,11A131218,Poultry,2009,10
21208,11A131218,Poultry,2019,22
21209,11A131218,Rabbits,1989,
21210,11A131218,Rabbits,1999,
21211,11A131218,Rabbits,2009,3
21212,11A131218,Rabbits,2019,
21213,11A131218,Inhabited hives and traditional cork hives,1989,
21214,11A131218,Inhabited hives and traditional cork hives,1999,
21215,11A131218,Inhabited hives and traditional cork hives,2009,
21216,11A131218,Inhabited hives and traditional cork hives,2019,2
21217,11A1313,Cattle,1989,13726
21218,11A1313,Cattle,1999,18048
21219,11A1313,Cattle,2009,18188
21220,11A1313,Cattle,2019,17372
21221,11A1313,Pigs,1989,8334
21222,11A1313,Pigs,1999,13535
21223,11A1313,Pigs,2009,3380
21224,11A1313,Pigs,2019,3929
21225,11A1313,Sheep,1989,140
21226,11A1313,Sheep,1999,235
21227,11A1313,Sheep,2009,209
21228,11A1313,Sheep,2019,157
21229,11A1313,Goats,1989,68
21230,11A1313,Goats,1999,91
21231,11A1313,Goats,2009,601
21232,11A1313,Goats,2019,738
21233,11A1313,Equidae,1989,341
21234,11A1313,Equidae,1999,119
21235,11A1313,Equidae,2009,78
21236,11A1313,Equidae,2019,89
21237,11A1313,Poultry,1989,23806
21238,11A1313,Poultry,1999,19802
21239,11A1313,Poultry,2009,30886
21240,11A1313,Poultry,2019,22319
21241,11A1313,Rabbits,1989,3542
21242,11A1313,Rabbits,1999,8567
21243,11A1313,Rabbits,2009,4712
21244,11A1313,Rabbits,2019,672
21245,11A1313,Inhabited hives and traditional cork hives,1989,78
21246,11A1313,Inhabited hives and traditional cork hives,1999,6
21247,11A1313,Inhabited hives and traditional cork hives,2009,6
21248,11A1313,Inhabited hives and traditional cork hives,2019,425
21249,11A131305,Cattle,1989,3563
21250,11A131305,Cattle,1999,5207
21251,11A131305,Cattle,2009,5618
21252,11A131305,Cattle,2019,6323
21253,11A131305,Pigs,1989,1268
21254,11A131305,Pigs,1999,2794
21255,11A131305,Pigs,2009,42
21256,11A131305,Pigs,2019,20
21257,11A131305,Sheep,1989,12
21258,11A131305,Sheep,1999,7
21259,11A131305,Sheep,2009,14
21260,11A131305,Sheep,2019,8
21261,11A131305,Goats,1989,3
21262,11A131305,Goats,1999,8
21263,11A131305,Goats,2009,198
21264,11A131305,Goats,2019,264
21265,11A131305,Equidae,1989,1
21266,11A131305,Equidae,1999,4
21267,11A131305,Equidae,2009,38
21268,11A131305,Equidae,2019,4
21269,11A131305,Poultry,1989,2074
21270,11A131305,Poultry,1999,2681
21271,11A131305,Poultry,2009,18976
21272,11A131305,Poultry,2019,19835
21273,11A131305,Rabbits,1989,340
21274,11A131305,Rabbits,1999,833
21275,11A131305,Rabbits,2009,458
21276,11A131305,Rabbits,2019,215
21277,11A131305,Inhabited hives and traditional cork hives,1989,30
21278,11A131305,Inhabited hives and traditional cork hives,1999,
21279,11A131305,Inhabited hives and traditional cork hives,2009,
21280,11A131305,Inhabited hives and traditional cork hives,2019,
21281,11A131307,Cattle,1989,1194
21282,11A131307,Cattle,1999,1109
21283,11A131307,Cattle,2009,1104
21284,11A131307,Cattle,2019,721
21285,11A131307,Pigs,1989,33
21286,11A131307,Pigs,1999,44
21287,11A131307,Pigs,2009,21
21288,11A131307,Pigs,2019,29
21289,11A131307,Sheep,1989,1
21290,11A131307,Sheep,1999,10
21291,11A131307,Sheep,2009,5
21292,11A131307,Sheep,2019,11
21293,11A131307,Goats,1989,22
21294,11A131307,Goats,1999,22
21295,11A131307,Goats,2009,17
21296,11A131307,Goats,2019,
21297,11A131307,Equidae,1989,57
21298,11A131307,Equidae,1999,13
21299,11A131307,Equidae,2009,7
21300,11A131307,Equidae,2019,1
21301,11A131307,Poultry,1989,3714
21302,11A131307,Poultry,1999,3811
21303,11A131307,Poultry,2009,2900
21304,11A131307,Poultry,2019,337
21305,11A131307,Rabbits,1989,574
21306,11A131307,Rabbits,1999,2160
21307,11A131307,Rabbits,2009,1286
21308,11A131307,Rabbits,2019,54
21309,11A131307,Inhabited hives and traditional cork hives,1989,13
21310,11A131307,Inhabited hives and traditional cork hives,1999,
21311,11A131307,Inhabited hives and traditional cork hives,2009,
21312,11A131307,Inhabited hives and traditional cork hives,2019,
21313,11A131308,Cattle,1989,1019
21314,11A131308,Cattle,1999,1536
21315,11A131308,Cattle,2009,1778
21316,11A131308,Cattle,2019,1596
21317,11A131308,Pigs,1989,21
21318,11A131308,Pigs,1999,10438
21319,11A131308,Pigs,2009,3235
21320,11A131308,Pigs,2019,3875
21321,11A131308,Sheep,1989,5
21322,11A131308,Sheep,1999,8
21323,11A131308,Sheep,2009,19
21324,11A131308,Sheep,2019,4
21325,11A131308,Goats,1989,
21326,11A131308,Goats,1999,2
21327,11A131308,Goats,2009,289
21328,11A131308,Goats,2019,414
21329,11A131308,Equidae,1989,
21330,11A131308,Equidae,1999,1
21331,11A131308,Equidae,2009,1
21332,11A131308,Equidae,2019,
21333,11A131308,Poultry,1989,566
21334,11A131308,Poultry,1999,1069
21335,11A131308,Poultry,2009,793
21336,11A131308,Poultry,2019,185
21337,11A131308,Rabbits,1989,146
21338,11A131308,Rabbits,1999,364
21339,11A131308,Rabbits,2009,164
21340,11A131308,Rabbits,2019,29
21341,11A131308,Inhabited hives and traditional cork hives,1989,13
21342,11A131308,Inhabited hives and traditional cork hives,1999,
21343,11A131308,Inhabited hives and traditional cork hives,2009,1
21344,11A131308,Inhabited hives and traditional cork hives,2019,
21345,11A131311,Cattle,1989,3339
21346,11A131311,Cattle,1999,5578
21347,11A131311,Cattle,2009,6190
21348,11A131311,Cattle,2019,6226
21349,11A131311,Pigs,1989,34
21350,11A131311,Pigs,1999,67
21351,11A131311,Pigs,2009,39
21352,11A131311,Pigs,2019,1
21353,11A131311,Sheep,1989,
21354,11A131311,Sheep,1999,2
21355,11A131311,Sheep,2009,
21356,11A131311,Sheep,2019,
21357,11A131311,Goats,1989,
21358,11A131311,Goats,1999,7
21359,11A131311,Goats,2009,15
21360,11A131311,Goats,2019,
21361,11A131311,Equidae,1989,
21362,11A131311,Equidae,1999,7
21363,11A131311,Equidae,2009,
21364,11A131311,Equidae,2019,63
21365,11A131311,Poultry,1989,1541
21366,11A131311,Poultry,1999,2280
21367,11A131311,Poultry,2009,1632
21368,11A131311,Poultry,2019,449
21369,11A131311,Rabbits,1989,364
21370,11A131311,Rabbits,1999,466
21371,11A131311,Rabbits,2009,341
21372,11A131311,Rabbits,2019,105
21373,11A131311,Inhabited hives and traditional cork hives,1989,7
21374,11A131311,Inhabited hives and traditional cork hives,1999,6
21375,11A131311,Inhabited hives and traditional cork hives,2009,
21376,11A131311,Inhabited hives and traditional cork hives,2019,
21377,11A131315,Cattle,1989,1469
21378,11A131315,Cattle,1999,1793
21379,11A131315,Cattle,2009,1461
21380,11A131315,Cattle,2019,1166
21381,11A131315,Pigs,1989,27
21382,11A131315,Pigs,1999,30
21383,11A131315,Pigs,2009,7
21384,11A131315,Pigs,2019,1
21385,11A131315,Sheep,1989,86
21386,11A131315,Sheep,1999,180
21387,11A131315,Sheep,2009,140
21388,11A131315,Sheep,2019,80
21389,11A131315,Goats,1989,13
21390,11A131315,Goats,1999,12
21391,11A131315,Goats,2009,28
21392,11A131315,Goats,2019,46
21393,11A131315,Equidae,1989,23
21394,11A131315,Equidae,1999,1
21395,11A131315,Equidae,2009,
21396,11A131315,Equidae,2019,
21397,11A131315,Poultry,1989,4457
21398,11A131315,Poultry,1999,1313
21399,11A131315,Poultry,2009,1001
21400,11A131315,Poultry,2019,392
21401,11A131315,Rabbits,1989,222
21402,11A131315,Rabbits,1999,453
21403,11A131315,Rabbits,2009,268
21404,11A131315,Rabbits,2019,21
21405,11A131315,Inhabited hives and traditional cork hives,1989,15
21406,11A131315,Inhabited hives and traditional cork hives,1999,
21407,11A131315,Inhabited hives and traditional cork hives,2009,
21408,11A131315,Inhabited hives and traditional cork hives,2019,415
21409,11A131314,Cattle,1989,738
21410,11A131314,Cattle,1999,344
21411,11A131314,Cattle,2009,138
21412,11A131314,Cattle,2019,116
21413,11A131314,Pigs,1989,6886
21414,11A131314,Pigs,1999,24
21415,11A131314,Pigs,2009,8
21416,11A131314,Pigs,2019,
21417,11A131314,Sheep,1989,3
21418,11A131314,Sheep,1999,
21419,11A131314,Sheep,2009,2
21420,11A131314,Sheep,2019,16
21421,11A131314,Goats,1989,9
21422,11A131314,Goats,1999,11
21423,11A131314,Goats,2009,8
21424,11A131314,Goats,2019,
21425,11A131314,Equidae,1989,102
21426,11A131314,Equidae,1999,20
21427,11A131314,Equidae,2009,2
21428,11A131314,Equidae,2019,1
21429,11A131314,Poultry,1989,5141
21430,11A131314,Poultry,1999,3812
21431,11A131314,Poultry,2009,2660
21432,11A131314,Poultry,2019,185
21433,11A131314,Rabbits,1989,973
21434,11A131314,Rabbits,1999,1821
21435,11A131314,Rabbits,2009,1022
21436,11A131314,Rabbits,2019,50
21437,11A131314,Inhabited hives and traditional cork hives,1989,
21438,11A131314,Inhabited hives and traditional cork hives,1999,
21439,11A131314,Inhabited hives and traditional cork hives,2009,5
21440,11A131314,Inhabited hives and traditional cork hives,2019,4
21441,11A131313,Cattle,1989,2404
21442,11A131313,Cattle,1999,2481
21443,11A131313,Cattle,2009,1899
21444,11A131313,Cattle,2019,1224
21445,11A131313,Pigs,1989,65
21446,11A131313,Pigs,1999,138
21447,11A131313,Pigs,2009,28
21448,11A131313,Pigs,2019,3
21449,11A131313,Sheep,1989,33
21450,11A131313,Sheep,1999,28
21451,11A131313,Sheep,2009,29
21452,11A131313,Sheep,2019,38
21453,11A131313,Goats,1989,21
21454,11A131313,Goats,1999,29
21455,11A131313,Goats,2009,46
21456,11A131313,Goats,2019,14
21457,11A131313,Equidae,1989,158
21458,11A131313,Equidae,1999,73
21459,11A131313,Equidae,2009,30
21460,11A131313,Equidae,2019,20
21461,11A131313,Poultry,1989,6313
21462,11A131313,Poultry,1999,4836
21463,11A131313,Poultry,2009,2924
21464,11A131313,Poultry,2019,936
21465,11A131313,Rabbits,1989,923
21466,11A131313,Rabbits,1999,2470
21467,11A131313,Rabbits,2009,1173
21468,11A131313,Rabbits,2019,198
21469,11A131313,Inhabited hives and traditional cork hives,1989,
21470,11A131313,Inhabited hives and traditional cork hives,1999,
21471,11A131313,Inhabited hives and traditional cork hives,2009,
21472,11A131313,Inhabited hives and traditional cork hives,2019,6
21473,11A0109,Cattle,1989,5692
21474,11A0109,Cattle,1999,4219
21475,11A0109,Cattle,2009,2460
21476,11A0109,Cattle,2019,1912
21477,11A0109,Pigs,1989,5209
21478,11A0109,Pigs,1999,8240
21479,11A0109,Pigs,2009,2545
21480,11A0109,Pigs,2019,3097
21481,11A0109,Sheep,1989,1899
21482,11A0109,Sheep,1999,1636
21483,11A0109,Sheep,2009,1356
21484,11A0109,Sheep,2019,1042
21485,11A0109,Goats,1989,270
21486,11A0109,Goats,1999,159
21487,11A0109,Goats,2009,153
21488,11A0109,Goats,2019,475
21489,11A0109,Equidae,1989,36
21490,11A0109,Equidae,1999,62
21491,11A0109,Equidae,2009,64
21492,11A0109,Equidae,2019,97
21493,11A0109,Poultry,1989,27328
21494,11A0109,Poultry,1999,20163
21495,11A0109,Poultry,2009,9017
21496,11A0109,Poultry,2019,11804
21497,11A0109,Rabbits,1989,1955
21498,11A0109,Rabbits,1999,5498
21499,11A0109,Rabbits,2009,3122
21500,11A0109,Rabbits,2019,2395
21501,11A0109,Inhabited hives and traditional cork hives,1989,555
21502,11A0109,Inhabited hives and traditional cork hives,1999,342
21503,11A0109,Inhabited hives and traditional cork hives,2009,170
21504,11A0109,Inhabited hives and traditional cork hives,2019,2464
21505,11A010901,Cattle,1989,380
21506,11A010901,Cattle,1999,93
21507,11A010901,Cattle,2009,24
21508,11A010901,Cattle,2019,22
21509,11A010901,Pigs,1989,87
21510,11A010901,Pigs,1999,36
21511,11A010901,Pigs,2009,17
21512,11A010901,Pigs,2019,9
21513,11A010901,Sheep,1989,9
21514,11A010901,Sheep,1999,57
21515,11A010901,Sheep,2009,273
21516,11A010901,Sheep,2019,27
21517,11A010901,Goats,1989,16
21518,11A010901,Goats,1999,6
21519,11A010901,Goats,2009,
21520,11A010901,Goats,2019,41
21521,11A010901,Equidae,1989,3
21522,11A010901,Equidae,1999,
21523,11A010901,Equidae,2009,10
21524,11A010901,Equidae,2019,14
21525,11A010901,Poultry,1989,1430
21526,11A010901,Poultry,1999,794
21527,11A010901,Poultry,2009,460
21528,11A010901,Poultry,2019,110
21529,11A010901,Rabbits,1989,137
21530,11A010901,Rabbits,1999,427
21531,11A010901,Rabbits,2009,365
21532,11A010901,Rabbits,2019,30
21533,11A010901,Inhabited hives and traditional cork hives,1989,10
21534,11A010901,Inhabited hives and traditional cork hives,1999,
21535,11A010901,Inhabited hives and traditional cork hives,2009,
21536,11A010901,Inhabited hives and traditional cork hives,2019,10
21537,11A010902,Cattle,1989,204
21538,11A010902,Cattle,1999,178
21539,11A010902,Cattle,2009,91
21540,11A010902,Cattle,2019,78
21541,11A010902,Pigs,1989,36
21542,11A010902,Pigs,1999,37
21543,11A010902,Pigs,2009,16
21544,11A010902,Pigs,2019,12
21545,11A010902,Sheep,1989,4
21546,11A010902,Sheep,1999,6
21547,11A010902,Sheep,2009,
21548,11A010902,Sheep,2019,2
21549,11A010902,Goats,1989,
21550,11A010902,Goats,1999,2
21551,11A010902,Goats,2009,6
21552,11A010902,Goats,2019,5
21553,11A010902,Equidae,1989,
21554,11A010902,Equidae,1999,
21555,11A010902,Equidae,2009,
21556,11A010902,Equidae,2019,
21557,11A010902,Poultry,1989,1544
21558,11A010902,Poultry,1999,676
21559,11A010902,Poultry,2009,297
21560,11A010902,Poultry,2019,206
21561,11A010902,Rabbits,1989,21
21562,11A010902,Rabbits,1999,90
21563,11A010902,Rabbits,2009,69
21564,11A010902,Rabbits,2019,107
21565,11A010902,Inhabited hives and traditional cork hives,1989,5
21566,11A010902,Inhabited hives and traditional cork hives,1999,
21567,11A010902,Inhabited hives and traditional cork hives,2009,
21568,11A010902,Inhabited hives and traditional cork hives,2019,
21569,11A010904,Cattle,1989,108
21570,11A010904,Cattle,1999,49
21571,11A010904,Cattle,2009,8
21572,11A010904,Cattle,2019,
21573,11A010904,Pigs,1989,10
21574,11A010904,Pigs,1999,6
21575,11A010904,Pigs,2009,3
21576,11A010904,Pigs,2019,27
21577,11A010904,Sheep,1989,13
21578,11A010904,Sheep,1999,35
21579,11A010904,Sheep,2009,24
21580,11A010904,Sheep,2019,20
21581,11A010904,Goats,1989,8
21582,11A010904,Goats,1999,
21583,11A010904,Goats,2009,1
21584,11A010904,Goats,2019,
21585,11A010904,Equidae,1989,
21586,11A010904,Equidae,1999,
21587,11A010904,Equidae,2009,
21588,11A010904,Equidae,2019,
21589,11A010904,Poultry,1989,413
21590,11A010904,Poultry,1999,313
21591,11A010904,Poultry,2009,316
21592,11A010904,Poultry,2019,221
21593,11A010904,Rabbits,1989,54
21594,11A010904,Rabbits,1999,80
21595,11A010904,Rabbits,2009,7
21596,11A010904,Rabbits,2019,12
21597,11A010904,Inhabited hives and traditional cork hives,1989,50
21598,11A010904,Inhabited hives and traditional cork hives,1999,56
21599,11A010904,Inhabited hives and traditional cork hives,2009,7
21600,11A010904,Inhabited hives and traditional cork hives,2019,
21601,11A010907,Cattle,1989,145
21602,11A010907,Cattle,1999,53
21603,11A010907,Cattle,2009,28
21604,11A010907,Cattle,2019,101
21605,11A010907,Pigs,1989,18
21606,11A010907,Pigs,1999,12
21607,11A010907,Pigs,2009,4
21608,11A010907,Pigs,2019,2
21609,11A010907,Sheep,1989,23
21610,11A010907,Sheep,1999,9
21611,11A010907,Sheep,2009,12
21612,11A010907,Sheep,2019,24
21613,11A010907,Goats,1989,
21614,11A010907,Goats,1999,
21615,11A010907,Goats,2009,1
21616,11A010907,Goats,2019,9
21617,11A010907,Equidae,1989,1
21618,11A010907,Equidae,1999,
21619,11A010907,Equidae,2009,2
21620,11A010907,Equidae,2019,2
21621,11A010907,Poultry,1989,260
21622,11A010907,Poultry,1999,151
21623,11A010907,Poultry,2009,67
21624,11A010907,Poultry,2019,117
21625,11A010907,Rabbits,1989,3
21626,11A010907,Rabbits,1999,160
21627,11A010907,Rabbits,2009,18
21628,11A010907,Rabbits,2019,44
21629,11A010907,Inhabited hives and traditional cork hives,1989,6
21630,11A010907,Inhabited hives and traditional cork hives,1999,12
21631,11A010907,Inhabited hives and traditional cork hives,2009,62
21632,11A010907,Inhabited hives and traditional cork hives,2019,10
21633,11A010908,Cattle,1989,80
21634,11A010908,Cattle,1999,55
21635,11A010908,Cattle,2009,40
21636,11A010908,Cattle,2019,7
21637,11A010908,Pigs,1989,1115
21638,11A010908,Pigs,1999,13
21639,11A010908,Pigs,2009,2
21640,11A010908,Pigs,2019,
21641,11A010908,Sheep,1989,
21642,11A010908,Sheep,1999,31
21643,11A010908,Sheep,2009,
21644,11A010908,Sheep,2019,26
21645,11A010908,Goats,1989,
21646,11A010908,Goats,1999,7
21647,11A010908,Goats,2009,
21648,11A010908,Goats,2019,
21649,11A010908,Equidae,1989,
21650,11A010908,Equidae,1999,1
21651,11A010908,Equidae,2009,
21652,11A010908,Equidae,2019,
21653,11A010908,Poultry,1989,276
21654,11A010908,Poultry,1999,398
21655,11A010908,Poultry,2009,94
21656,11A010908,Poultry,2019,21
21657,11A010908,Rabbits,1989,17
21658,11A010908,Rabbits,1999,33
21659,11A010908,Rabbits,2009,10
21660,11A010908,Rabbits,2019,
21661,11A010908,Inhabited hives and traditional cork hives,1989,2
21662,11A010908,Inhabited hives and traditional cork hives,1999,
21663,11A010908,Inhabited hives and traditional cork hives,2009,
21664,11A010908,Inhabited hives and traditional cork hives,2019,
21665,11A010913,Cattle,1989,142
21666,11A010913,Cattle,1999,43
21667,11A010913,Cattle,2009,52
21668,11A010913,Cattle,2019,18
21669,11A010913,Pigs,1989,28
21670,11A010913,Pigs,1999,13
21671,11A010913,Pigs,2009,4
21672,11A010913,Pigs,2019,11
21673,11A010913,Sheep,1989,77
21674,11A010913,Sheep,1999,1
21675,11A010913,Sheep,2009,
21676,11A010913,Sheep,2019,13
21677,11A010913,Goats,1989,6
21678,11A010913,Goats,1999,3
21679,11A010913,Goats,2009,
21680,11A010913,Goats,2019,
21681,11A010913,Equidae,1989,
21682,11A010913,Equidae,1999,1
21683,11A010913,Equidae,2009,
21684,11A010913,Equidae,2019,22
21685,11A010913,Poultry,1989,615
21686,11A010913,Poultry,1999,102
21687,11A010913,Poultry,2009,37
