primary_key,codes,legal_form,year,area_ha
41007,16J091205,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41008,16J091205,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41009,16J091207,Natural person (sole holder),1989,62
41010,16J091207,Natural person (sole holder),1999,322
41011,16J091207,Natural person (sole holder),2009,179
41012,16J091207,Natural person (sole holder),2019,329
41013,16J091207,Group of natural persons (group holding),1989,
41014,16J091207,Group of natural persons (group holding),1999,
41015,16J091207,Group of natural persons (group holding),2009,
41016,16J091207,Group of natural persons (group holding),2019,
41017,16J091207,Fallow land comissions,1989,
41018,16J091207,Fallow land comissions,1999,
41019,16J091207,Fallow land comissions,2009,
41020,16J091207,Fallow land comissions,2019,476
41021,16J091207,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41022,16J091207,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41023,16J091207,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41024,16J091207,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41025,16J091208,Natural person (sole holder),1989,420
41026,16J091208,Natural person (sole holder),1999,597
41027,16J091208,Natural person (sole holder),2009,442
41028,16J091208,Natural person (sole holder),2019,374
41029,16J091208,Group of natural persons (group holding),1989,0
41030,16J091208,Group of natural persons (group holding),1999,0
41031,16J091208,Group of natural persons (group holding),2009,12
41032,16J091208,Group of natural persons (group holding),2019,20
41033,16J091208,Fallow land comissions,1989,
41034,16J091208,Fallow land comissions,1999,
41035,16J091208,Fallow land comissions,2009,
41036,16J091208,Fallow land comissions,2019,
41037,16J091208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41038,16J091208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,2
41039,16J091208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,3
41040,16J091208,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,11
41041,16J091209,Natural person (sole holder),1989,477
41042,16J091209,Natural person (sole holder),1999,414
41043,16J091209,Natural person (sole holder),2009,373
41044,16J091209,Natural person (sole holder),2019,318
41045,16J091209,Group of natural persons (group holding),1989,0
41046,16J091209,Group of natural persons (group holding),1999,18
41047,16J091209,Group of natural persons (group holding),2009,79
41048,16J091209,Group of natural persons (group holding),2019,128
41049,16J091209,Fallow land comissions,1989,
41050,16J091209,Fallow land comissions,1999,
41051,16J091209,Fallow land comissions,2009,
41052,16J091209,Fallow land comissions,2019,
41053,16J091209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41054,16J091209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41055,16J091209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41056,16J091209,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41057,16J091210,Natural person (sole holder),1989,223
41058,16J091210,Natural person (sole holder),1999,62
41059,16J091210,Natural person (sole holder),2009,58
41060,16J091210,Natural person (sole holder),2019,41
41061,16J091210,Group of natural persons (group holding),1989,
41062,16J091210,Group of natural persons (group holding),1999,
41063,16J091210,Group of natural persons (group holding),2009,
41064,16J091210,Group of natural persons (group holding),2019,
41065,16J091210,Fallow land comissions,1989,
41066,16J091210,Fallow land comissions,1999,
41067,16J091210,Fallow land comissions,2009,
41068,16J091210,Fallow land comissions,2019,
41069,16J091210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41070,16J091210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41071,16J091210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41072,16J091210,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41073,16J091212,Natural person (sole holder),1989,173
41074,16J091212,Natural person (sole holder),1999,258
41075,16J091212,Natural person (sole holder),2009,160
41076,16J091212,Natural person (sole holder),2019,154
41077,16J091212,Group of natural persons (group holding),1989,15
41078,16J091212,Group of natural persons (group holding),1999,79
41079,16J091212,Group of natural persons (group holding),2009,44
41080,16J091212,Group of natural persons (group holding),2019,38
41081,16J091212,Fallow land comissions,1989,
41082,16J091212,Fallow land comissions,1999,
41083,16J091212,Fallow land comissions,2009,
41084,16J091212,Fallow land comissions,2019,
41085,16J091212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41086,16J091212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41087,16J091212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41088,16J091212,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41089,16J091213,Natural person (sole holder),1989,410
41090,16J091213,Natural person (sole holder),1999,737
41091,16J091213,Natural person (sole holder),2009,348
41092,16J091213,Natural person (sole holder),2019,246
41093,16J091213,Group of natural persons (group holding),1989,47
41094,16J091213,Group of natural persons (group holding),1999,63
41095,16J091213,Group of natural persons (group holding),2009,68
41096,16J091213,Group of natural persons (group holding),2019,122
41097,16J091213,Fallow land comissions,1989,
41098,16J091213,Fallow land comissions,1999,
41099,16J091213,Fallow land comissions,2009,
41100,16J091213,Fallow land comissions,2019,
41101,16J091213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41102,16J091213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,0
41103,16J091213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41104,16J091213,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41105,16J091216,Natural person (sole holder),1989,413
41106,16J091216,Natural person (sole holder),1999,460
41107,16J091216,Natural person (sole holder),2009,305
41108,16J091216,Natural person (sole holder),2019,267
41109,16J091216,Group of natural persons (group holding),1989,
41110,16J091216,Group of natural persons (group holding),1999,
41111,16J091216,Group of natural persons (group holding),2009,
41112,16J091216,Group of natural persons (group holding),2019,
41113,16J091216,Fallow land comissions,1989,
41114,16J091216,Fallow land comissions,1999,
41115,16J091216,Fallow land comissions,2009,
41116,16J091216,Fallow land comissions,2019,
41117,16J091216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41118,16J091216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41119,16J091216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41120,16J091216,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,13
41121,16J091219,Natural person (sole holder),1989,9
41122,16J091219,Natural person (sole holder),1999,23
41123,16J091219,Natural person (sole holder),2009,19
41124,16J091219,Natural person (sole holder),2019,8
41125,16J091219,Group of natural persons (group holding),1989,
41126,16J091219,Group of natural persons (group holding),1999,
41127,16J091219,Group of natural persons (group holding),2009,
41128,16J091219,Group of natural persons (group holding),2019,
41129,16J091219,Fallow land comissions,1989,
41130,16J091219,Fallow land comissions,1999,
41131,16J091219,Fallow land comissions,2009,
41132,16J091219,Fallow land comissions,2019,
41133,16J091219,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41134,16J091219,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41135,16J091219,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41136,16J091219,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41137,16J091221,Natural person (sole holder),1989,12
41138,16J091221,Natural person (sole holder),1999,37
41139,16J091221,Natural person (sole holder),2009,75
41140,16J091221,Natural person (sole holder),2019,61
41141,16J091221,Group of natural persons (group holding),1989,
41142,16J091221,Group of natural persons (group holding),1999,
41143,16J091221,Group of natural persons (group holding),2009,
41144,16J091221,Group of natural persons (group holding),2019,
41145,16J091221,Fallow land comissions,1989,
41146,16J091221,Fallow land comissions,1999,
41147,16J091221,Fallow land comissions,2009,
41148,16J091221,Fallow land comissions,2019,
41149,16J091221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41150,16J091221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41151,16J091221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,0
41152,16J091221,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41153,16J091224,Natural person (sole holder),1989,471
41154,16J091224,Natural person (sole holder),1999,408
41155,16J091224,Natural person (sole holder),2009,267
41156,16J091224,Natural person (sole holder),2019,236
41157,16J091224,Group of natural persons (group holding),1989,20
41158,16J091224,Group of natural persons (group holding),1999,
41159,16J091224,Group of natural persons (group holding),2009,
41160,16J091224,Group of natural persons (group holding),2019,33
41161,16J091224,Fallow land comissions,1989,
41162,16J091224,Fallow land comissions,1999,
41163,16J091224,Fallow land comissions,2009,
41164,16J091224,Fallow land comissions,2019,
41165,16J091224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41166,16J091224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41167,16J091224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41168,16J091224,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41169,16J091230,Natural person (sole holder),1989,441
41170,16J091230,Natural person (sole holder),1999,527
41171,16J091230,Natural person (sole holder),2009,350
41172,16J091230,Natural person (sole holder),2019,260
41173,16J091230,Group of natural persons (group holding),1989,
41174,16J091230,Group of natural persons (group holding),1999,
41175,16J091230,Group of natural persons (group holding),2009,
41176,16J091230,Group of natural persons (group holding),2019,14
41177,16J091230,Fallow land comissions,1989,
41178,16J091230,Fallow land comissions,1999,
41179,16J091230,Fallow land comissions,2009,
41180,16J091230,Fallow land comissions,2019,
41181,16J091230,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41182,16J091230,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41183,16J091230,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41184,16J091230,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41185,16J091231,Natural person (sole holder),1989,549
41186,16J091231,Natural person (sole holder),1999,342
41187,16J091231,Natural person (sole holder),2009,293
41188,16J091231,Natural person (sole holder),2019,274
41189,16J091231,Group of natural persons (group holding),1989,
41190,16J091231,Group of natural persons (group holding),1999,7
41191,16J091231,Group of natural persons (group holding),2009,2
41192,16J091231,Group of natural persons (group holding),2019,62
41193,16J091231,Fallow land comissions,1989,
41194,16J091231,Fallow land comissions,1999,
41195,16J091231,Fallow land comissions,2009,
41196,16J091231,Fallow land comissions,2019,
41197,16J091231,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41198,16J091231,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41199,16J091231,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41200,16J091231,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41201,16J091232,Natural person (sole holder),1989,779
41202,16J091232,Natural person (sole holder),1999,600
41203,16J091232,Natural person (sole holder),2009,552
41204,16J091232,Natural person (sole holder),2019,267
41205,16J091232,Group of natural persons (group holding),1989,
41206,16J091232,Group of natural persons (group holding),1999,
41207,16J091232,Group of natural persons (group holding),2009,17
41208,16J091232,Group of natural persons (group holding),2019,37
41209,16J091232,Fallow land comissions,1989,
41210,16J091232,Fallow land comissions,1999,
41211,16J091232,Fallow land comissions,2009,
41212,16J091232,Fallow land comissions,2019,
41213,16J091232,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41214,16J091232,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41215,16J091232,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41216,16J091232,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41217,16J091233,Natural person (sole holder),1989,730
41218,16J091233,Natural person (sole holder),1999,748
41219,16J091233,Natural person (sole holder),2009,531
41220,16J091233,Natural person (sole holder),2019,480
41221,16J091233,Group of natural persons (group holding),1989,
41222,16J091233,Group of natural persons (group holding),1999,12
41223,16J091233,Group of natural persons (group holding),2009,8
41224,16J091233,Group of natural persons (group holding),2019,4
41225,16J091233,Fallow land comissions,1989,
41226,16J091233,Fallow land comissions,1999,
41227,16J091233,Fallow land comissions,2009,
41228,16J091233,Fallow land comissions,2019,
41229,16J091233,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,1
41230,16J091233,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,6
41231,16J091233,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,9
41232,16J091233,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,7
41233,16J091234,Natural person (sole holder),1989,93
41234,16J091234,Natural person (sole holder),1999,235
41235,16J091234,Natural person (sole holder),2009,141
41236,16J091234,Natural person (sole holder),2019,93
41237,16J091234,Group of natural persons (group holding),1989,
41238,16J091234,Group of natural persons (group holding),1999,
41239,16J091234,Group of natural persons (group holding),2009,
41240,16J091234,Group of natural persons (group holding),2019,
41241,16J091234,Fallow land comissions,1989,
41242,16J091234,Fallow land comissions,1999,
41243,16J091234,Fallow land comissions,2009,
41244,16J091234,Fallow land comissions,2019,
41245,16J091234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,16
41246,16J091234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,31
41247,16J091234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,14
41248,16J091234,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,21
41249,16J091235,Natural person (sole holder),1989,973
41250,16J091235,Natural person (sole holder),1999,844
41251,16J091235,Natural person (sole holder),2009,580
41252,16J091235,Natural person (sole holder),2019,470
41253,16J091235,Group of natural persons (group holding),1989,
41254,16J091235,Group of natural persons (group holding),1999,23
41255,16J091235,Group of natural persons (group holding),2009,
41256,16J091235,Group of natural persons (group holding),2019,27
41257,16J091235,Fallow land comissions,1989,
41258,16J091235,Fallow land comissions,1999,
41259,16J091235,Fallow land comissions,2009,
41260,16J091235,Fallow land comissions,2019,
41261,16J091235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41262,16J091235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41263,16J091235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41264,16J091235,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41265,16J091236,Natural person (sole holder),1989,149
41266,16J091236,Natural person (sole holder),1999,89
41267,16J091236,Natural person (sole holder),2009,56
41268,16J091236,Natural person (sole holder),2019,45
41269,16J091236,Group of natural persons (group holding),1989,
41270,16J091236,Group of natural persons (group holding),1999,6
41271,16J091236,Group of natural persons (group holding),2009,4
41272,16J091236,Group of natural persons (group holding),2019,
41273,16J091236,Fallow land comissions,1989,
41274,16J091236,Fallow land comissions,1999,
41275,16J091236,Fallow land comissions,2009,
41276,16J091236,Fallow land comissions,2019,
41277,16J091236,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41278,16J091236,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41279,16J091236,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41280,16J091236,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41281,16J091225,Natural person (sole holder),1989,87
41282,16J091225,Natural person (sole holder),1999,153
41283,16J091225,Natural person (sole holder),2009,68
41284,16J091225,Natural person (sole holder),2019,25
41285,16J091225,Group of natural persons (group holding),1989,
41286,16J091225,Group of natural persons (group holding),1999,
41287,16J091225,Group of natural persons (group holding),2009,
41288,16J091225,Group of natural persons (group holding),2019,
41289,16J091225,Fallow land comissions,1989,
41290,16J091225,Fallow land comissions,1999,
41291,16J091225,Fallow land comissions,2009,
41292,16J091225,Fallow land comissions,2019,
41293,16J091225,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41294,16J091225,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41295,16J091225,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41296,16J091225,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41297,16J091228,Natural person (sole holder),1989,30
41298,16J091228,Natural person (sole holder),1999,55
41299,16J091228,Natural person (sole holder),2009,63
41300,16J091228,Natural person (sole holder),2019,31
41301,16J091228,Group of natural persons (group holding),1989,
41302,16J091228,Group of natural persons (group holding),1999,
41303,16J091228,Group of natural persons (group holding),2009,
41304,16J091228,Group of natural persons (group holding),2019,
41305,16J091228,Fallow land comissions,1989,
41306,16J091228,Fallow land comissions,1999,
41307,16J091228,Fallow land comissions,2009,
41308,16J091228,Fallow land comissions,2019,
41309,16J091228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41310,16J091228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41311,16J091228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41312,16J091228,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41313,16J0913,Natural person (sole holder),1989,13306
41314,16J0913,Natural person (sole holder),1999,13052
41315,16J0913,Natural person (sole holder),2009,10760
41316,16J0913,Natural person (sole holder),2019,11020
41317,16J0913,Group of natural persons (group holding),1989,66
41318,16J0913,Group of natural persons (group holding),1999,216
41319,16J0913,Group of natural persons (group holding),2009,365
41320,16J0913,Group of natural persons (group holding),2019,644
41321,16J0913,Fallow land comissions,1989,
41322,16J0913,Fallow land comissions,1999,
41323,16J0913,Fallow land comissions,2009,
41324,16J0913,Fallow land comissions,2019,4
41325,16J0913,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,22
41326,16J0913,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,31
41327,16J0913,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41328,16J0913,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,9
41329,16J091301,Natural person (sole holder),1989,376
41330,16J091301,Natural person (sole holder),1999,348
41331,16J091301,Natural person (sole holder),2009,485
41332,16J091301,Natural person (sole holder),2019,333
41333,16J091301,Group of natural persons (group holding),1989,
41334,16J091301,Group of natural persons (group holding),1999,
41335,16J091301,Group of natural persons (group holding),2009,
41336,16J091301,Group of natural persons (group holding),2019,13
41337,16J091301,Fallow land comissions,1989,
41338,16J091301,Fallow land comissions,1999,
41339,16J091301,Fallow land comissions,2009,
41340,16J091301,Fallow land comissions,2019,
41341,16J091301,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41342,16J091301,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41343,16J091301,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41344,16J091301,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41345,16J091303,Natural person (sole holder),1989,603
41346,16J091303,Natural person (sole holder),1999,399
41347,16J091303,Natural person (sole holder),2009,276
41348,16J091303,Natural person (sole holder),2019,417
41349,16J091303,Group of natural persons (group holding),1989,
41350,16J091303,Group of natural persons (group holding),1999,
41351,16J091303,Group of natural persons (group holding),2009,
41352,16J091303,Group of natural persons (group holding),2019,
41353,16J091303,Fallow land comissions,1989,
41354,16J091303,Fallow land comissions,1999,
41355,16J091303,Fallow land comissions,2009,
41356,16J091303,Fallow land comissions,2019,
41357,16J091303,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41358,16J091303,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41359,16J091303,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41360,16J091303,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41361,16J091304,Natural person (sole holder),1989,312
41362,16J091304,Natural person (sole holder),1999,344
41363,16J091304,Natural person (sole holder),2009,183
41364,16J091304,Natural person (sole holder),2019,276
41365,16J091304,Group of natural persons (group holding),1989,
41366,16J091304,Group of natural persons (group holding),1999,
41367,16J091304,Group of natural persons (group holding),2009,
41368,16J091304,Group of natural persons (group holding),2019,6
41369,16J091304,Fallow land comissions,1989,
41370,16J091304,Fallow land comissions,1999,
41371,16J091304,Fallow land comissions,2009,
41372,16J091304,Fallow land comissions,2019,
41373,16J091304,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,2
41374,16J091304,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41375,16J091304,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41376,16J091304,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41377,16J091305,Natural person (sole holder),1989,551
41378,16J091305,Natural person (sole holder),1999,400
41379,16J091305,Natural person (sole holder),2009,386
41380,16J091305,Natural person (sole holder),2019,394
41381,16J091305,Group of natural persons (group holding),1989,
41382,16J091305,Group of natural persons (group holding),1999,
41383,16J091305,Group of natural persons (group holding),2009,
41384,16J091305,Group of natural persons (group holding),2019,
41385,16J091305,Fallow land comissions,1989,
41386,16J091305,Fallow land comissions,1999,
41387,16J091305,Fallow land comissions,2009,
41388,16J091305,Fallow land comissions,2019,
41389,16J091305,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41390,16J091305,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41391,16J091305,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41392,16J091305,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41393,16J091307,Natural person (sole holder),1989,316
41394,16J091307,Natural person (sole holder),1999,598
41395,16J091307,Natural person (sole holder),2009,214
41396,16J091307,Natural person (sole holder),2019,391
41397,16J091307,Group of natural persons (group holding),1989,
41398,16J091307,Group of natural persons (group holding),1999,
41399,16J091307,Group of natural persons (group holding),2009,
41400,16J091307,Group of natural persons (group holding),2019,
41401,16J091307,Fallow land comissions,1989,
41402,16J091307,Fallow land comissions,1999,
41403,16J091307,Fallow land comissions,2009,
41404,16J091307,Fallow land comissions,2019,
41405,16J091307,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,3
41406,16J091307,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41407,16J091307,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41408,16J091307,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41409,16J091309,Natural person (sole holder),1989,983
41410,16J091309,Natural person (sole holder),1999,629
41411,16J091309,Natural person (sole holder),2009,577
41412,16J091309,Natural person (sole holder),2019,431
41413,16J091309,Group of natural persons (group holding),1989,
41414,16J091309,Group of natural persons (group holding),1999,
41415,16J091309,Group of natural persons (group holding),2009,36
41416,16J091309,Group of natural persons (group holding),2019,36
41417,16J091309,Fallow land comissions,1989,
41418,16J091309,Fallow land comissions,1999,
41419,16J091309,Fallow land comissions,2009,
41420,16J091309,Fallow land comissions,2019,
41421,16J091309,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41422,16J091309,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,25
41423,16J091309,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41424,16J091309,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41425,16J091310,Natural person (sole holder),1989,589
41426,16J091310,Natural person (sole holder),1999,282
41427,16J091310,Natural person (sole holder),2009,343
41428,16J091310,Natural person (sole holder),2019,379
41429,16J091310,Group of natural persons (group holding),1989,
41430,16J091310,Group of natural persons (group holding),1999,
41431,16J091310,Group of natural persons (group holding),2009,
41432,16J091310,Group of natural persons (group holding),2019,20
41433,16J091310,Fallow land comissions,1989,
41434,16J091310,Fallow land comissions,1999,
41435,16J091310,Fallow land comissions,2009,
41436,16J091310,Fallow land comissions,2019,
41437,16J091310,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41438,16J091310,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41439,16J091310,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41440,16J091310,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41441,16J091311,Natural person (sole holder),1989,378
41442,16J091311,Natural person (sole holder),1999,185
41443,16J091311,Natural person (sole holder),2009,181
41444,16J091311,Natural person (sole holder),2019,219
41445,16J091311,Group of natural persons (group holding),1989,
41446,16J091311,Group of natural persons (group holding),1999,
41447,16J091311,Group of natural persons (group holding),2009,
41448,16J091311,Group of natural persons (group holding),2019,18
41449,16J091311,Fallow land comissions,1989,
41450,16J091311,Fallow land comissions,1999,
41451,16J091311,Fallow land comissions,2009,
41452,16J091311,Fallow land comissions,2019,
41453,16J091311,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,
41454,16J091311,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41455,16J091311,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41456,16J091311,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,
41457,16J091312,Natural person (sole holder),1989,1149
41458,16J091312,Natural person (sole holder),1999,836
41459,16J091312,Natural person (sole holder),2009,672
41460,16J091312,Natural person (sole holder),2019,850
41461,16J091312,Group of natural persons (group holding),1989,
41462,16J091312,Group of natural persons (group holding),1999,
41463,16J091312,Group of natural persons (group holding),2009,
41464,16J091312,Group of natural persons (group holding),2019,61
41465,16J091312,Fallow land comissions,1989,
41466,16J091312,Fallow land comissions,1999,
41467,16J091312,Fallow land comissions,2009,
41468,16J091312,Fallow land comissions,2019,
41469,16J091312,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1989,9
41470,16J091312,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",1999,
41471,16J091312,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2009,
41472,16J091312,"Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...)",2019,9
