primary_key,Codes,year,value€
405,111160753,2019,"13485,2"
406,111160754,1999,"9346,9"
407,111160754,2009,"8705,3"
408,111160754,2019,"7196,6"
409,111160755,1999,"5383,7"
410,111160755,2009,"4492,7"
411,111160755,2019,"4931,9"
412,111160707,1999,"3924,1"
413,111160707,2009,"4750,5"
414,111160707,2019,"6118,8"
415,111160708,1999,5275
416,111160708,2009,"14716,1"
417,111160708,2019,"17498,2"
418,111160709,1999,"2384,6"
419,111160709,2009,"5304,8"
420,111160709,2019,"2167,7"
421,111160710,1999,"5838,4"
422,111160710,2009,"4404,6"
423,111160710,2019,"8057,7"
424,111160756,1999,"5491,6"
425,111160756,2009,"5929,2"
426,111160756,2019,"6799,6"
427,111160757,1999,"6817,5"
428,111160757,2009,"5603,6"
429,111160757,2019,"6954,8"
430,111160713,1999,"4671,9"
431,111160713,2009,"3663,8"
432,111160713,2019,"4087,8"
433,111160714,1999,"10345,5"
434,111160714,2009,"9406,2"
435,111160714,2019,18686
436,111160716,1999,"8192,1"
437,111160716,2009,"9210,2"
438,111160716,2019,"11018,3"
439,111160717,1999,"4920,3"
440,111160717,2009,"2964,2"
441,111160717,2019,"6879,3"
442,111160718,1999,6002
443,111160718,2009,"4321,4"
444,111160718,2019,"7486,4"
445,111160719,1999,"7489,4"
446,111160719,2009,"5831,6"
447,111160719,2019,"7839,8"
448,111160721,1999,"8725,3"
449,111160721,2009,13579
450,111160721,2019,"23613,7"
451,111160758,1999,"4399,5"
452,111160758,2009,"3437,1"
453,111160758,2019,"4019,3"
454,111160724,1999,6809
455,111160724,2009,"6480,3"
456,111160724,2019,"8032,8"
457,111160726,1999,"5170,5"
458,111160726,2009,"4141,6"
459,111160726,2019,"6900,1"
460,111160727,1999,"5943,9"
461,111160727,2009,"6555,9"
462,111160727,2019,"5634,6"
463,111160728,1999,"6166,3"
464,111160728,2009,"4634,1"
465,111160728,2019,"4766,3"
466,111160729,1999,"3610,9"
467,111160729,2009,"2967,3"
468,111160729,2019,"3522,2"
469,111160759,1999,"3705,1"
470,111160759,2009,5012
471,111160759,2019,"3915,8"
472,111160760,1999,"5445,9"
473,111160760,2009,"5094,3"
474,111160760,2019,5184
475,111160734,1999,"17510,8"
476,111160734,2009,"22441,7"
477,111160734,2019,"38835,2"
478,111160744,1999,"5806,9"
479,111160744,2009,"4729,7"
480,111160744,2019,"8347,8"
481,111160747,1999,"3517,8"
482,111160747,2009,"2711,6"
483,111160747,2019,"3705,6"
484,111160737,1999,"4542,8"
485,111160737,2009,"4528,7"
486,111160737,2019,"5189,4"
487,111160739,1999,"5749,6"
488,111160739,2009,"3510,7"
489,111160739,2019,4028
490,111160740,1999,"7520,4"
491,111160740,2009,"5388,9"
492,111160740,2019,"17568,9"
493,111160742,1999,"7626,9"
494,111160742,2009,"2593,1"
495,111160742,2019,"6232,8"
496,111160743,1999,"3868,5"
497,111160743,2009,2692
498,111160743,2019,"4295,3"
499,111160703,1999,"5449,8"
500,111160703,2009,"3481,4"
501,111160703,2019,"4617,3"
502,111160745,1999,6363
503,111160745,2009,"4254,9"
504,111160745,2019,"5892,4"
505,111160746,1999,"5059,2"
506,111160746,2009,"3426,6"
507,111160746,2019,"3793,7"
508,111160750,1999,"4055,7"
509,111160750,2009,"3334,5"
510,111160750,2019,"5782,9"
511,1111608,1999,"6142,9"
512,1111608,2009,"4912,3"
513,1111608,2019,"9280,2"
514,111160802,1999,"2506,3"
515,111160802,2009,"1974,2"
516,111160802,2019,"3899,7"
517,111160803,1999,"5254,4"
518,111160803,2009,"4898,9"
519,111160803,2019,"6936,5"
520,111160805,1999,"4701,7"
521,111160805,2009,"5653,3"
522,111160805,2019,13188
523,111160806,1999,"2966,5"
524,111160806,2009,1919
525,111160806,2019,"3591,5"
526,111160808,1999,"4315,1"
527,111160808,2009,"4992,7"
528,111160808,2019,"6719,6"
529,111160812,1999,"16120,2"
530,111160812,2009,"7345,2"
531,111160812,2019,"23241,6"
532,111160817,1999,"12970,1"
533,111160817,2009,"7684,9"
534,111160817,2019,"4879,4"
535,111160818,1999,"2927,4"
536,111160818,2009,"2000,4"
537,111160818,2019,"3307,6"
538,111160819,1999,"4443,3"
539,111160819,2009,4092
540,111160819,2019,"18260,9"
541,111160820,1999,"5454,6"
542,111160820,2009,"5643,6"
543,111160820,2019,"4288,8"
544,111160816,1999,5091
545,111160816,2009,6795
546,111160816,2019,"27907,8"
547,1111609,1999,"8110,7"
548,1111609,2009,10123
549,1111609,2019,"11470,9"
550,111160901,1999,"12588,7"
551,111160901,2009,"23090,7"
552,111160901,2019,"22069,1"
553,111160902,1999,"9762,3"
554,111160902,2009,"9697,4"
555,111160902,2019,8352
556,111160903,1999,"4459,7"
557,111160903,2009,"3094,3"
558,111160903,2019,"10793,1"
559,111160904,1999,9254
560,111160904,2009,"10595,5"
561,111160904,2019,"16907,2"
562,111160905,1999,"7121,2"
563,111160905,2009,"14625,9"
564,111160905,2019,"16417,8"
565,111160908,1999,"19116,3"
566,111160908,2009,25056
567,111160908,2019,"41926,9"
568,111160910,1999,"5839,2"
569,111160910,2009,"7245,8"
570,111160910,2019,"6604,4"
571,111160940,1999,"6646,9"
572,111160940,2009,"42068,2"
573,111160940,2019,"11905,4"
574,111160911,1999,"6142,8"
575,111160911,2009,"6837,3"
576,111160911,2019,11460
577,111160914,1999,"10196,5"
578,111160914,2009,"9259,1"
579,111160914,2019,"7316,2"
580,111160915,1999,"6254,2"
581,111160915,2009,"4359,5"
582,111160915,2019,"4925,1"
583,111160920,1999,5409
584,111160920,2009,"5779,4"
585,111160920,2019,"7269,4"
586,111160922,1999,"6445,5"
587,111160922,2009,"9890,3"
588,111160922,2019,"22503,2"
589,111160925,1999,"5805,9"
590,111160925,2009,"4597,6"
591,111160925,2019,"8563,1"
592,111160926,1999,"13260,4"
593,111160926,2009,"7543,8"
594,111160926,2019,"7296,9"
595,111160928,1999,"9635,1"
596,111160928,2009,"8232,3"
597,111160928,2019,"11385,6"
598,111160923,1999,27972
599,111160923,2009,"31513,6"
600,111160923,2019,"8823,1"
601,111160941,1999,"14048,7"
602,111160941,2009,"15286,8"
603,111160941,2019,"14458,6"
604,111160942,1999,"6655,3"
605,111160942,2009,"7881,5"
606,111160942,2019,"24769,7"
607,111160943,1999,"4861,5"
608,111160943,2009,"4451,4"
609,111160943,2019,"7112,3"
610,111160944,1999,9774
611,111160944,2009,"25055,4"
612,111160944,2019,"15191,8"
613,111160945,1999,"4501,2"
614,111160945,2009,"7281,5"
615,111160945,2019,"7873,9"
616,111160946,1999,"6695,1"
617,111160946,2009,"5118,7"
618,111160946,2019,"4894,8"
619,111160947,1999,"8477,4"
620,111160947,2009,"14407,5"
621,111160947,2019,"8255,9"
622,111160948,1999,"9753,5"
623,111160948,2009,"8588,5"
624,111160948,2019,"11841,7"
625,111160938,1999,"6846,2"
626,111160938,2009,13261
627,111160938,2019,"20471,9"
628,111160935,1999,"8646,4"
629,111160935,2009,6976
630,111160935,2019,"23217,1"
631,1111610,1999,7382
632,1111610,2009,"6346,5"
633,1111610,2019,"8614,5"
634,111161003,1999,"9754,4"
635,111161003,2009,"8287,7"
636,111161003,2019,"4619,5"
637,111161004,1999,"6121,4"
638,111161004,2009,"11896,8"
639,111161004,2019,"16239,3"
640,111161006,1999,"6607,4"
641,111161006,2009,"2979,6"
642,111161006,2019,6181
643,111161007,1999,"11538,6"
644,111161007,2009,"7136,3"
645,111161007,2019,"9452,2"
646,111161009,1999,"2654,2"
647,111161009,2009,"6325,9"
648,111161009,2019,"9371,5"
649,111161012,1999,"3069,8"
650,111161012,2009,"3110,7"
651,111161012,2019,"2727,1"
652,111161013,1999,"4414,7"
653,111161013,2009,"2807,3"
654,111161013,2019,"5119,6"
655,111161016,1999,"11268,5"
656,111161016,2009,4842
657,111161016,2019,"6586,5"
658,111161017,1999,"4104,3"
659,111161017,2009,"2948,7"
660,111161017,2019,"4056,8"
661,111161018,1999,"10417,2"
662,111161018,2009,11339
663,111161018,2019,"16826,8"
664,111161019,1999,"12862,9"
665,111161019,2009,"3591,7"
666,111161019,2019,5161
667,112,1999,"12783,1"
668,112,2009,"17519,8"
669,112,2019,"24632,3"
670,1120301,1999,"11562,8"
671,1120301,2009,"13966,6"
672,1120301,2019,"21175,2"
673,112030102,1999,6769
674,112030102,2009,"9317,1"
675,112030102,2019,"9631,1"
676,112030104,1999,"16486,6"
677,112030104,2009,"2311,5"
678,112030104,2019,"4393,9"
679,112030119,1999,"3546,5"
680,112030119,2009,"3457,4"
681,112030119,2019,"6318,1"
682,112030120,1999,"4648,9"
683,112030120,2009,"3700,1"
684,112030120,2019,"7251,9"
685,112030105,1999,6557
686,112030105,2009,"4775,8"
687,112030105,2019,"7932,3"
688,112030107,1999,"108650,5"
689,112030107,2009,"152443,4"
690,112030107,2019,"103671,7"
691,112030108,1999,"7765,9"
692,112030108,2009,"9335,5"
693,112030108,2019,"14707,6"
694,112030111,1999,"6188,9"
695,112030111,2009,"4954,9"
696,112030111,2019,"8979,3"
697,112030112,1999,"6455,5"
698,112030112,2009,"4545,3"
699,112030112,2019,"9727,5"
700,112030113,1999,"5437,6"
701,112030113,2009,"4340,7"
702,112030113,2019,10455
703,112030118,1999,"16127,4"
704,112030118,2009,"21142,1"
705,112030118,2019,"14633,8"
706,112030125,1999,"7608,4"
707,112030125,2009,"11216,5"
708,112030125,2019,"12330,2"
709,112030126,1999,"6206,3"
710,112030126,2009,3197
711,112030126,2019,"5122,7"
712,112030127,1999,"11816,5"
713,112030127,2009,"11761,8"
714,112030127,2019,73407
715,112030128,1999,"4354,7"
716,112030128,2009,"3784,9"
717,112030128,2019,"9076,3"
718,112030129,1999,"4962,4"
719,112030129,2009,"4838,2"
720,112030129,2019,"10919,6"
721,1120302,1999,"20755,4"
722,1120302,2009,"30748,5"
723,1120302,2019,"47607,9"
724,112030201,1999,"19972,1"
725,112030201,2009,"21623,7"
726,112030201,2019,"45411,9"
727,112030202,1999,"16752,8"
728,112030202,2009,"27388,1"
729,112030202,2019,"36510,7"
730,112030203,1999,"16075,4"
731,112030203,2009,"19753,7"
732,112030203,2019,"31070,5"
733,112030205,1999,"9371,2"
734,112030205,2009,"6464,1"
735,112030205,2019,"13367,1"
736,112030206,1999,"20756,9"
737,112030206,2009,"27381,8"
738,112030206,2019,"87672,6"
739,112030208,1999,"26675,6"
740,112030208,2009,"25331,7"
741,112030208,2019,"22128,8"
742,112030209,1999,"31123,4"
743,112030209,2009,"23440,7"
744,112030209,2019,"88218,4"
745,112030210,1999,15216
746,112030210,2009,"7123,7"
747,112030210,2019,"10953,2"
748,112030212,1999,"16449,3"
749,112030212,2009,"15801,5"
750,112030212,2019,9928
751,112030213,1999,"17785,5"
752,112030213,2009,"42495,6"
753,112030213,2019,"89087,5"
754,112030215,1999,"18073,5"
755,112030215,2009,"33819,4"
756,112030215,2019,"50197,8"
757,112030216,1999,"27597,6"
758,112030216,2009,"26557,9"
759,112030216,2019,"82135,9"
760,112030218,1999,"9652,4"
761,112030218,2009,"9707,4"
762,112030218,2019,"16413,4"
763,112030220,1999,"38553,7"
764,112030220,2009,"33085,4"
765,112030220,2019,"39539,7"
766,112030221,1999,"30399,8"
767,112030221,2009,"31104,4"
768,112030221,2019,"36303,8"
769,112030224,1999,"22554,9"
770,112030224,2009,"44016,5"
771,112030224,2019,"62459,8"
772,112030228,1999,"42982,6"
773,112030228,2009,"72765,9"
774,112030228,2019,"87791,3"
775,112030234,1999,19815
776,112030234,2009,"38615,1"
777,112030234,2019,"61503,9"
778,112030235,1999,"10428,5"
779,112030235,2009,"18816,6"
780,112030235,2019,"25801,8"
781,112030268,1999,"5653,9"
782,112030268,2009,"6327,3"
783,112030268,2019,"4693,3"
784,112030272,1999,"16503,9"
785,112030272,2009,"20298,9"
786,112030272,2019,"9723,9"
787,112030237,1999,"15503,3"
788,112030237,2009,"20364,9"
789,112030237,2019,"44555,2"
790,112030242,1999,"13310,1"
791,112030242,2009,"13331,6"
792,112030242,2019,"22045,6"
793,112030243,1999,"15860,2"
794,112030243,2009,"21377,8"
795,112030243,2019,"34900,9"
796,112030244,1999,"46625,7"
797,112030244,2009,"69221,3"
798,112030244,2019,"76111,6"
799,112030245,1999,"54274,9"
800,112030245,2009,"130420,6"
801,112030245,2019,"159275,5"
802,112030247,1999,"6917,8"
803,112030247,2009,"7621,2"
804,112030247,2019,"14374,9"
805,112030252,1999,"8626,8"
806,112030252,2009,"13542,2"
807,112030252,2019,"14705,3"
808,112030254,1999,"8502,3"
809,112030254,2009,"12521,1"
810,112030254,2019,"15825,4"
811,112030255,1999,"12345,8"
812,112030255,2009,"15980,3"
813,112030255,2019,"17836,2"
814,112030256,1999,"10533,5"
815,112030256,2009,"15284,5"
816,112030256,2019,"20711,9"
817,112030257,1999,37653
818,112030257,2009,"50498,6"
819,112030257,2019,"58328,5"
820,112030259,1999,"11068,6"
821,112030259,2009,16501
822,112030259,2019,"20228,4"
823,112030260,1999,"9425,6"
824,112030260,2009,11036
825,112030260,2019,"17368,4"
826,112030261,1999,"7481,9"
827,112030261,2009,12836
828,112030261,2019,"31113,6"
829,112030263,1999,"21651,6"
830,112030263,2009,"40723,3"
831,112030263,2019,"93693,1"
832,112030265,1999,"19398,2"
833,112030265,2009,"32272,3"
834,112030265,2019,"43631,3"
835,112030264,1999,"24098,8"
836,112030264,2009,31561
837,112030264,2019,"51603,9"
838,112030279,1999,"15880,1"
839,112030279,2009,"15096,7"
840,112030279,2019,"18159,9"
841,112030277,1999,"17374,7"
842,112030277,2009,"18160,2"
843,112030277,2019,"31220,2"
844,112030282,1999,"20183,4"
845,112030282,2009,"35303,1"
846,112030282,2019,"66440,1"
847,112030290,1999,"8134,3"
848,112030290,2009,"9458,2"
849,112030290,2019,"13692,6"
850,112030291,1999,"18590,7"
851,112030291,2009,"28864,6"
852,112030291,2019,"43344,1"
853,112030292,1999,"18726,1"
854,112030292,2009,"13103,9"
855,112030292,2019,"22007,3"
856,112030293,1999,"22143,2"
857,112030293,2009,"36643,8"
858,112030293,2019,26386
859,112030294,1999,"15277,2"
860,112030294,2009,"16938,4"
861,112030294,2019,"20140,8"
862,112030295,1999,"29480,2"
863,112030295,2009,"33421,1"
864,112030295,2019,"45905,6"
865,112030296,1999,"36850,2"
866,112030296,2009,"59916,6"
867,112030296,2019,"104333,1"
868,112030297,1999,13449
869,112030297,2009,"12645,3"
870,112030297,2019,"21900,4"
871,112030298,1999,"8823,8"
872,112030298,2009,"12569,3"
873,112030298,2019,"9251,4"
874,112030299,1999,"15515,5"
875,112030299,2009,"22088,1"
876,112030299,2019,37412
877,1120302FA,1999,"29294,2"
878,1120302FA,2009,"42127,9"
879,1120302FA,2019,"65170,8"
880,1120302FB,1999,"29837,5"
881,1120302FB,2009,"42592,8"
882,1120302FB,2019,"104256,1"
883,1120302FC,1999,"13568,2"
884,1120302FC,2009,"18460,4"
885,1120302FC,2019,"26250,9"
886,1120302FD,1999,"13825,3"
887,1120302FD,2009,"21092,4"
888,1120302FD,2019,"41205,8"
889,1120302FE,1999,"23478,7"
890,1120302FE,2009,"32910,7"
891,1120302FE,2019,"49677,5"
892,1120302FF,1999,"6083,3"
893,1120302FF,2009,"5184,2"
894,1120302FF,2019,"9817,1"
