primary_key,Codes,year,value€
2938,11C130313,1999,"9214,7"
2939,11C130313,2009,"3733,1"
2940,11C130313,2019,"5650,3"
2941,11C130314,1999,"6195,2"
2942,11C130314,2009,"6061,1"
2943,11C130314,2019,"14422,9"
2944,11C130315,1999,"7025,5"
2945,11C130315,2009,"9240,1"
2946,11C130315,2019,"15087,5"
2947,11C130317,1999,"6681,4"
2948,11C130317,2009,"5887,1"
2949,11C130317,2019,"6159,2"
2950,11C130318,1999,7297
2951,11C130318,2009,"9146,1"
2952,11C130318,2019,"11337,4"
2953,11C130319,1999,"3792,6"
2954,11C130319,2009,"3168,5"
2955,11C130319,2019,"6216,9"
2956,11C130324,1999,"7164,3"
2957,11C130324,2009,"12807,1"
2958,11C130324,2019,"17675,4"
2959,11C130334,1999,"9901,8"
2960,11C130334,2009,"5109,7"
2961,11C130334,2019,"23129,3"
2962,11C130335,1999,"9042,6"
2963,11C130335,2009,"12919,9"
2964,11C130335,2019,"17992,2"
2965,11C130336,1999,"9326,8"
2966,11C130336,2009,8312
2967,11C130336,2019,8225
2968,11C130337,1999,"6844,3"
2969,11C130337,2009,"7351,4"
2970,11C130337,2019,"14397,2"
2971,11C130338,1999,"12876,2"
2972,11C130338,2009,"8093,4"
2973,11C130338,2019,"8917,8"
2974,11C130339,1999,"7644,5"
2975,11C130339,2009,"5739,7"
2976,11C130339,2019,"9401,3"
2977,11C130340,1999,"3896,4"
2978,11C130340,2009,"16697,9"
2979,11C130340,2019,"8632,1"
2980,11C130341,1999,"9301,7"
2981,11C130341,2009,"7991,9"
2982,11C130341,2019,"11238,3"
2983,11C1305,1999,11249
2984,11C1305,2009,"9263,4"
2985,11C1305,2019,"14027,6"
2986,11C130502,1999,"10417,9"
2987,11C130502,2009,"8824,4"
2988,11C130502,2019,"10830,3"
2989,11C130504,1999,"30136,6"
2990,11C130504,2009,"17156,4"
2991,11C130504,2019,"19567,2"
2992,11C130510,1999,"20534,2"
2993,11C130510,2009,"17548,9"
2994,11C130510,2019,"23011,3"
2995,11C130512,1999,"10486,2"
2996,11C130512,2009,"5730,4"
2997,11C130512,2019,"15420,8"
2998,11C130513,1999,"6687,9"
2999,11C130513,2009,"4959,5"
3000,11C130513,2019,"5512,9"
3001,11C130515,1999,"8942,7"
3002,11C130515,2009,"9970,4"
3003,11C130515,2019,15052
3004,11C130524,1999,"6199,1"
3005,11C130524,2009,"5790,5"
3006,11C130524,2019,"6944,5"
3007,11C130525,1999,"8652,8"
3008,11C130525,2009,"7152,2"
3009,11C130525,2019,"7402,8"
3010,11C130527,1999,"10716,9"
3011,11C130527,2009,10414
3012,11C130527,2019,"17459,2"
3013,11C130528,1999,"9497,4"
3014,11C130528,2009,8835
3015,11C130528,2019,"10169,9"
3016,11C130529,1999,"7672,1"
3017,11C130529,2009,"7538,7"
3018,11C130529,2019,"14614,7"
3019,11C130530,1999,"7112,5"
3020,11C130530,2009,"4608,4"
3021,11C130530,2019,"5148,7"
3022,11C130531,1999,"11091,6"
3023,11C130531,2009,"10704,6"
3024,11C130531,2019,"20210,3"
3025,11C130532,1999,"11013,1"
3026,11C130532,2009,"12816,9"
3027,11C130532,2019,"25166,4"
3028,11C130526,1999,"10982,1"
3029,11C130526,2009,10120
3030,11C130526,2019,"19640,8"
3031,11C1307,1999,"5163,1"
3032,11C1307,2009,"4636,9"
3033,11C1307,2019,"9835,5"
3034,11C130732,1999,4574
3035,11C130732,2009,"3470,1"
3036,11C130732,2019,"6508,7"
3037,11C130733,1999,"7095,5"
3038,11C130733,2009,"8680,1"
3039,11C130733,2019,"11207,1"
3040,11C130704,1999,"7267,7"
3041,11C130704,2009,"6095,3"
3042,11C130704,2019,"17579,3"
3043,11C130734,1999,"5025,3"
3044,11C130734,2009,"4056,6"
3045,11C130734,2019,"11182,4"
3046,11C130705,1999,"5195,8"
3047,11C130705,2009,"4082,2"
3048,11C130705,2019,"8436,3"
3049,11C130736,1999,"6187,2"
3050,11C130736,2009,"5676,2"
3051,11C130736,2019,"12505,2"
3052,11C130737,1999,"3774,2"
3053,11C130737,2009,"4405,4"
3054,11C130737,2019,"11044,7"
3055,11C130738,1999,"3411,5"
3056,11C130738,2009,"2627,5"
3057,11C130738,2019,6104
3058,11C130739,1999,"4893,4"
3059,11C130739,2009,"4398,7"
3060,11C130739,2019,"12995,9"
3061,11C130735,1999,"6920,2"
3062,11C130735,2009,"5993,1"
3063,11C130735,2019,"12742,8"
3064,11C130722,1999,"3976,6"
3065,11C130722,2009,"3644,8"
3066,11C130722,2019,"5853,7"
3067,11C130723,1999,5012
3068,11C130723,2009,"3682,2"
3069,11C130723,2019,4626
3070,11C130724,1999,"6365,8"
3071,11C130724,2009,"4484,4"
3072,11C130724,2019,"17359,6"
3073,11C130740,1999,"5490,8"
3074,11C130740,2009,"4585,1"
3075,11C130740,2019,"8674,1"
3076,11C130741,1999,"6464,2"
3077,11C130741,2009,"6741,7"
3078,11C130741,2019,11916
3079,11C130730,1999,"4349,3"
3080,11C130730,2009,"4093,5"
3081,11C130730,2019,"11078,3"
3082,11C1309,1999,"7969,7"
3083,11C1309,2009,8486
3084,11C1309,2019,"16430,7"
3085,11C130902,1999,"7922,9"
3086,11C130902,2009,"15331,6"
3087,11C130902,2019,"27946,4"
3088,11C130904,1999,"12623,8"
3089,11C130904,2009,"9834,5"
3090,11C130904,2019,"24467,3"
3091,11C130905,1999,"5563,6"
3092,11C130905,2009,"5248,9"
3093,11C130905,2019,"9343,4"
3094,11C130906,1999,5972
3095,11C130906,2009,"10586,1"
3096,11C130906,2019,"26021,7"
3097,11C130917,1999,"9009,1"
3098,11C130917,2009,7705
3099,11C130917,2019,"7963,3"
3100,11C130908,1999,"5410,5"
3101,11C130908,2009,"3894,5"
3102,11C130908,2019,"10450,9"
3103,11C130910,1999,"7133,4"
3104,11C130910,2009,"8974,9"
3105,11C130910,2019,"13723,6"
3106,11C130918,1999,"11812,7"
3107,11C130918,2009,"6362,8"
3108,11C130918,2019,"8574,2"
3109,11C130913,1999,"10169,1"
3110,11C130913,2009,"14747,5"
3111,11C130913,2019,"26641,7"
3112,11C130914,1999,"7634,7"
3113,11C130914,2009,"8921,3"
3114,11C130914,2019,"14851,5"
3115,11C130919,1999,"8728,6"
3116,11C130919,2009,"8810,4"
3117,11C130919,2019,"23553,1"
3118,11C130916,1999,"5047,9"
3119,11C130916,2009,"4083,8"
3120,11C130916,2019,"5586,9"
3121,11C1311,1999,"7116,9"
3122,11C1311,2009,"5833,7"
3123,11C1311,2019,"12460,3"
3124,11C131101,1999,"3702,1"
3125,11C131101,2009,"3131,3"
3126,11C131101,2019,"7031,3"
3127,11C131102,1999,"16167,4"
3128,11C131102,2009,"12285,6"
3129,11C131102,2019,"21601,9"
3130,11C131103,1999,"6292,1"
3131,11C131103,2009,"6404,7"
3132,11C131103,2019,"17907,3"
3133,11C131104,1999,"4623,1"
3134,11C131104,2009,"3261,9"
3135,11C131104,2019,"6262,9"
3136,11C131105,1999,3120
3137,11C131105,2009,"3381,5"
3138,11C131105,2019,"2804,5"
3139,11C131106,1999,"3912,5"
3140,11C131106,2009,"2960,8"
3141,11C131106,2019,"3950,7"
3142,11C131107,1999,"6458,1"
3143,11C131107,2009,8567
3144,11C131107,2019,"9308,9"
3145,11C131108,1999,"7022,5"
3146,11C131108,2009,"3206,3"
3147,11C131108,2019,"9018,6"
3148,11C131109,1999,"5266,7"
3149,11C131109,2009,"4614,2"
3150,11C131109,2019,"4742,4"
3151,11C131110,1999,"8081,9"
3152,11C131110,2009,"18489,9"
3153,11C131110,2019,17508
3154,11C131112,1999,"6233,3"
3155,11C131112,2009,4020
3156,11C131112,2019,"6431,8"
3157,11C131113,1999,"8758,7"
3158,11C131113,2009,5179
3159,11C131113,2019,"8024,9"
3160,11C131141,1999,6001
3161,11C131141,2009,"4216,3"
3162,11C131141,2019,"14374,2"
3163,11C131115,1999,"7359,8"
3164,11C131115,2009,"5683,5"
3165,11C131115,2019,"15535,9"
3166,11C131142,1999,"5198,2"
3167,11C131142,2009,3667
3168,11C131142,2019,"9186,3"
3169,11C131140,1999,"6044,7"
3170,11C131140,2009,"3553,6"
3171,11C131140,2019,"7728,3"
3172,11C131121,1999,"6294,8"
3173,11C131121,2009,"2943,5"
3174,11C131121,2019,"11876,3"
3175,11C131122,1999,39310
3176,11C131122,2009,"12450,7"
3177,11C131122,2019,"23063,3"
3178,11C131139,1999,"7451,8"
3179,11C131139,2009,"7858,9"
3180,11C131139,2019,"22838,5"
3181,11C131125,1999,"3521,5"
3182,11C131125,2009,"4866,7"
3183,11C131125,2019,"6677,5"
3184,11C131128,1999,"7933,5"
3185,11C131128,2009,"26823,8"
3186,11C131128,2019,"37323,7"
3187,11C131132,1999,"4958,8"
3188,11C131132,2009,"4306,8"
3189,11C131132,2019,"14164,6"
3190,11C131133,1999,"5801,8"
3191,11C131133,2009,"3541,1"
3192,11C131133,2019,7195
3193,11C131129,1999,8841
3194,11C131129,2009,"5937,8"
3195,11C131129,2019,"9132,8"
3196,11C131138,1999,3579
3197,11C131138,2009,"3467,3"
3198,11C131138,2019,"9508,9"
3199,11C131134,1999,"997,3"
3200,11C131134,2009,"1391,2"
3201,11C131134,2019,"5586,8"
3202,11C131143,1999,"4263,6"
3203,11C131143,2009,"3863,7"
3204,11C131143,2019,"7104,3"
3205,11C131136,1999,"9584,3"
3206,11C131136,2009,"4743,2"
3207,11C131136,2019,"22913,5"
3208,11C1813,1999,"5737,1"
3209,11C1813,2009,"5020,7"
3210,11C1813,2019,9287
3211,11C181302,1999,"4696,8"
3212,11C181302,2009,"4335,3"
3213,11C181302,2019,"7730,6"
3214,11C181303,1999,"3831,9"
3215,11C181303,2009,"3812,9"
3216,11C181303,2019,"10713,4"
3217,11C181310,1999,"4991,7"
3218,11C181310,2009,"4488,4"
3219,11C181310,2019,"7939,1"
3220,11C181311,1999,"8181,2"
3221,11C181311,2009,"5809,3"
3222,11C181311,2019,"10500,9"
3223,11C181312,1999,"2647,6"
3224,11C181312,2009,"3585,8"
3225,11C181312,2019,"11179,7"
3226,11C181313,1999,"6204,7"
3227,11C181313,2009,"5599,4"
3228,11C181313,2019,"9458,3"
3229,11C181314,1999,6843
3230,11C181314,2009,"6331,8"
3231,11C181314,2019,"8930,7"
3232,11C181316,1999,"7502,3"
3233,11C181316,2009,"5923,2"
3234,11C181316,2019,"10214,7"
3235,11C181317,1999,"4999,4"
3236,11C181317,2009,"3431,7"
3237,11C181317,2019,"9250,1"
3238,11C181318,1999,"4077,1"
3239,11C181318,2009,"3428,7"
3240,11C181318,2019,"8907,2"
3241,11C181319,1999,"3166,4"
3242,11C181319,2009,"3913,7"
3243,11C181319,2019,"6299,3"
3244,11D,1999,"7187,1"
3245,11D,2009,"6683,3"
3246,11D,2019,"11264,6"
3247,11D1701,1999,"7519,3"
3248,11D1701,2009,"6824,1"
3249,11D1701,2019,10345
3250,11D170101,1999,9527
3251,11D170101,2009,"7068,4"
3252,11D170101,2019,"9988,7"
3253,11D170107,1999,12543
3254,11D170107,2009,"12706,4"
3255,11D170107,2019,"15726,5"
3256,11D170108,1999,"5588,5"
3257,11D170108,2009,"5093,7"
3258,11D170108,2019,"9141,7"
3259,11D170109,1999,"62719,5"
3260,11D170109,2009,"52386,1"
3261,11D170109,2019,"83870,5"
3262,11D170112,1999,"5311,7"
3263,11D170112,2009,"5648,7"
3264,11D170112,2019,"8750,6"
3265,11D170113,1999,"6418,7"
3266,11D170113,2009,"4758,7"
3267,11D170113,2019,6719
3268,11D170114,1999,"6571,3"
3269,11D170114,2009,"5259,3"
3270,11D170114,2019,7342
3271,11D170120,1999,"4187,2"
3272,11D170120,2009,"3313,1"
3273,11D170120,2019,"4303,5"
3274,11D170121,1999,"13661,8"
3275,11D170121,2009,"11405,6"
3276,11D170121,2019,"13130,1"
3277,11D170122,1999,"2947,6"
3278,11D170122,2009,"2756,7"
3279,11D170122,2019,"3799,5"
3280,11D170123,1999,"9998,4"
3281,11D170123,2009,"10488,9"
3282,11D170123,2019,"15166,1"
3283,11D170116,1999,"8974,3"
3284,11D170116,2009,"2009,2"
3285,11D170116,2019,"3665,7"
3286,11D170117,1999,"2778,9"
3287,11D170117,2009,"4172,8"
3288,11D170117,2019,"7736,6"
3289,11D170118,1999,"7137,4"
3290,11D170118,2009,"7411,8"
3291,11D170118,2019,"10884,8"
3292,11D1801,1999,"8443,8"
3293,11D1801,2009,"7825,1"
3294,11D1801,2019,"22424,3"
3295,11D180101,1999,"9395,7"
3296,11D180101,2009,"6079,7"
3297,11D180101,2019,9977
3298,11D180120,1999,"10540,7"
3299,11D180120,2009,"8042,3"
3300,11D180120,2019,"24227,2"
3301,11D180104,1999,"3395,4"
3302,11D180104,2009,"6460,9"
3303,11D180104,2019,"25404,7"
3304,11D180106,1999,"11186,4"
3305,11D180106,2009,"15204,6"
3306,11D180106,2019,"20203,7"
3307,11D180107,1999,"7559,4"
3308,11D180107,2009,"5804,7"
3309,11D180107,2019,"6447,4"
3310,11D180109,1999,"10434,8"
3311,11D180109,2009,"7848,1"
3312,11D180109,2019,"27566,8"
3313,11D180110,1999,"3423,4"
3314,11D180110,2009,"4555,9"
3315,11D180110,2019,"14670,5"
3316,11D180111,1999,"9858,8"
3317,11D180111,2009,"9956,4"
3318,11D180111,2019,"57127,2"
3319,11D180114,1999,"7512,4"
3320,11D180114,2009,"6356,2"
3321,11D180114,2019,"32733,3"
3322,11D180115,1999,"11308,9"
3323,11D180115,2009,"11698,2"
3324,11D180115,2019,"50890,4"
3325,11D180121,1999,"6785,1"
3326,11D180121,2009,"4646,5"
3327,11D180121,2019,15854
3328,11D180122,1999,"9248,9"
3329,11D180122,2009,"10594,7"
3330,11D180122,2019,"40106,8"
3331,11D180123,1999,"7618,5"
3332,11D180123,2009,"7948,8"
3333,11D180123,2019,14291
3334,11D180118,1999,"8737,8"
3335,11D180118,2009,"7850,7"
3336,11D180118,2019,"13836,5"
3337,11D0403,1999,"6646,7"
3338,11D0403,2009,"5976,9"
3339,11D0403,2019,"11216,6"
3340,11D040304,1999,"7392,6"
3341,11D040304,2009,"6036,6"
3342,11D040304,2019,"7705,1"
3343,11D040306,1999,"6572,6"
3344,11D040306,2009,6224
3345,11D040306,2019,"14431,9"
3346,11D040308,1999,"5362,9"
3347,11D040308,2009,"4160,4"
3348,11D040308,2019,"6599,2"
3349,11D040309,1999,"6114,7"
3350,11D040309,2009,"7032,2"
3351,11D040309,2019,"25027,2"
3352,11D040311,1999,"7639,4"
3353,11D040311,2009,"3391,5"
3354,11D040311,2019,"10966,5"
3355,11D040312,1999,"3373,5"
3356,11D040312,2009,"3273,7"
3357,11D040312,2019,"3886,3"
3358,11D040313,1999,"5788,8"
3359,11D040313,2009,"5831,3"
3360,11D040313,2019,"7703,9"
3361,11D040314,1999,"6632,1"
3362,11D040314,2009,5157
3363,11D040314,2019,"7693,5"
3364,11D040316,1999,"10219,1"
3365,11D040316,2009,"11142,5"
3366,11D040316,2019,"22481,4"
3367,11D040320,1999,"5132,3"
3368,11D040320,2009,"5755,3"
3369,11D040320,2019,"9242,2"
3370,11D040321,1999,"3884,7"
3371,11D040321,2009,"3981,8"
3372,11D040321,2019,"8277,5"
3373,11D040322,1999,8925
3374,11D040322,2009,"7529,4"
3375,11D040322,2019,"9706,6"
3376,11D040323,1999,"8886,9"
3377,11D040323,2009,8437
3378,11D040323,2019,"18409,3"
3379,11D040318,1999,"4806,9"
3380,11D040318,2009,"3726,6"
3381,11D040318,2019,"5015,8"
3382,11D0404,1999,"7046,5"
3383,11D0404,2009,"6642,3"
3384,11D0404,2019,"10560,7"
3385,11D040404,1999,"11034,9"
3386,11D040404,2009,"9275,3"
3387,11D040404,2019,15131
3388,11D040406,1999,"7935,3"
3389,11D040406,2009,11036
3390,11D040406,2019,"18771,8"
3391,11D040407,1999,"7936,6"
3392,11D040407,2009,"7082,2"
3393,11D040407,2019,"10243,3"
3394,11D040408,1999,"3525,5"
3395,11D040408,2009,"3298,5"
3396,11D040408,2019,"6578,9"
3397,11D1805,1999,"7000,6"
3398,11D1805,2009,"6194,5"
3399,11D1805,2019,"10989,4"
3400,11D180502,1999,"4965,2"
3401,11D180502,2009,"4426,4"
3402,11D180502,2019,"6046,5"
3403,11D180504,1999,"9772,9"
3404,11D180504,2009,"9825,1"
3405,11D180504,2019,"30572,5"
3406,11D180505,1999,"8616,1"
3407,11D180505,2009,"10036,3"
3408,11D180505,2019,"10632,4"
3409,11D180507,1999,5912
3410,11D180507,2009,"5223,7"
3411,11D180507,2019,"7641,9"
3412,11D180508,1999,4003
3413,11D180508,2009,"3896,5"
3414,11D180508,2019,"6337,4"
3415,11D180509,1999,"5401,4"
3416,11D180509,2009,"5157,9"
3417,11D180509,2019,"4104,6"
3418,11D180510,1999,"4522,1"
3419,11D180510,2009,"4760,9"
3420,11D180510,2019,"12044,5"
3421,11D180525,1999,"7994,6"
3422,11D180525,2009,"7572,5"
3423,11D180525,2019,"12180,3"
3424,11D180511,1999,5366
3425,11D180511,2009,"3022,8"
3426,11D180511,2019,"8339,6"
3427,11D180516,1999,"5925,9"
3428,11D180516,2009,"4671,4"
3429,11D180516,2019,"7209,3"
3430,11D180517,1999,"4805,3"
3431,11D180517,2009,"1796,1"
3432,11D180517,2019,"13829,3"
3433,11D180519,1999,"11533,3"
3434,11D180519,2009,"9243,9"
3435,11D180519,2019,"5682,3"
3436,11D180520,1999,"4104,5"
3437,11D180520,2009,"4866,8"
3438,11D180520,2019,"4019,7"
3439,11D180526,1999,"4614,9"
3440,11D180526,2009,"4389,3"
3441,11D180526,2019,"23430,4"
3442,11D180527,1999,"7344,8"
3443,11D180527,2009,"5558,4"
3444,11D180527,2019,16316
3445,11D180528,1999,"9896,3"
3446,11D180528,2009,"7119,3"
3447,11D180528,2019,"12943,6"
3448,11D180523,1999,"9255,4"
3449,11D180523,2009,"4639,3"
3450,11D180523,2019,"8964,4"
3451,11D180524,1999,"4710,7"
3452,11D180524,2009,1625
3453,11D180524,2019,"11475,2"
3454,11D1704,1999,"7088,7"
3455,11D1704,2009,"6159,7"
3456,11D1704,2019,"8247,8"
3457,11D170401,1999,"4750,1"
3458,11D170401,2009,"4279,2"
3459,11D170401,2019,"6371,3"
3460,11D170402,1999,12730
3461,11D170402,2009,11230
3462,11D170402,2019,"15997,1"
3463,11D170408,1999,"6692,3"
3464,11D170408,2009,"7057,5"
3465,11D170408,2019,"9645,4"
3466,11D170403,1999,"9189,3"
3467,11D170403,2009,"7970,5"
3468,11D170403,2019,"10561,3"
3469,11D170407,1999,6670
3470,11D170407,2009,"4859,4"
3471,11D170407,2019,"6182,7"
3472,11D1807,1999,"9007,6"
3473,11D1807,2009,"8587,3"
3474,11D1807,2019,"19384,5"
3475,11D180702,1999,"24092,8"
3476,11D180702,2009,"23869,9"
3477,11D180702,2019,"23031,6"
3478,11D180703,1999,"6176,7"
3479,11D180703,2009,"5520,9"
3480,11D180703,2019,"10813,7"
3481,11D180705,1999,"5314,6"
3482,11D180705,2009,2715
3483,11D180705,2019,"6912,3"
3484,11D180706,1999,"3945,6"
3485,11D180706,2009,3612
3486,11D180706,2019,"4977,7"
3487,11D180707,1999,"6160,6"
3488,11D180707,2009,"9962,1"
3489,11D180707,2019,"31584,8"
3490,11D180708,1999,"3598,7"
3491,11D180708,2009,"1642,2"
3492,11D180708,2019,5819
3493,11D180709,1999,"10976,5"
3494,11D180709,2009,"15790,1"
3495,11D180709,2019,"40790,6"
3496,11D180710,1999,"8822,9"
3497,11D180710,2009,"11613,4"
3498,11D180710,2019,"15481,4"
3499,11D180713,1999,"8273,5"
3500,11D180713,2009,"9446,9"
3501,11D180713,2019,"23066,6"
3502,11D180716,1999,"9534,6"
3503,11D180716,2009,"7647,7"
3504,11D180716,2019,"25871,6"
3505,11D180717,1999,"5383,4"
3506,11D180717,2009,"5156,9"
3507,11D180717,2019,"22716,2"
3508,11D180719,1999,"7219,8"
3509,11D180719,2009,"6775,2"
3510,11D180719,2019,"19763,4"
3511,11D180721,1999,"3541,4"
3512,11D180721,2009,"1889,1"
3513,11D180721,2019,"6538,3"
3514,11D180722,1999,"6442,5"
3515,11D180722,2009,"5554,8"
3516,11D180722,2019,"6181,3"
3517,11D180723,1999,"9344,8"
3518,11D180723,2009,"3839,3"
3519,11D180723,2019,"12120,9"
3520,11D180720,1999,"5395,7"
3521,11D180720,2009,"3879,5"
3522,11D180720,2019,"17048,7"
3523,11D1707,1999,"5550,8"
3524,11D1707,2009,"4645,3"
3525,11D1707,2019,"5572,2"
3526,11D170701,1999,"6391,5"
3527,11D170701,2009,6472
3528,11D170701,2019,"7619,3"
3529,11D170703,1999,"3754,2"
3530,11D170703,2009,"2202,5"
3531,11D170703,2019,2172
3532,11D170704,1999,"4212,8"
3533,11D170704,2009,"4021,8"
3534,11D170704,2019,"5260,6"
3535,11D170705,1999,"5488,6"
3536,11D170705,2009,"3796,5"
3537,11D170705,2019,4569
3538,11D170710,1999,"3734,6"
3539,11D170710,2009,"2804,2"
3540,11D170710,2019,"3399,6"
3541,11D170711,1999,"6857,3"
3542,11D170711,2009,"4090,2"
3543,11D170711,2019,"5832,1"
3544,11D170708,1999,4822
3545,11D170708,2009,"4945,1"
3546,11D170708,2019,"4253,9"
3547,11D1812,1999,"6402,8"
3548,11D1812,2009,5264
3549,11D1812,2019,"8581,5"
3550,11D181202,1999,3835
3551,11D181202,2009,"4128,5"
3552,11D181202,2019,"13453,9"
3553,11D181203,1999,"4016,7"
3554,11D181203,2009,"5262,5"
3555,11D181203,2019,7660
3556,11D181207,1999,"7328,3"
3557,11D181207,2009,"5957,8"
3558,11D181207,2019,"9608,3"
3559,11D181208,1999,"5655,2"
3560,11D181208,2009,"2748,8"
3561,11D181208,2019,"5401,1"
3562,11D181209,1999,"9470,3"
3563,11D181209,2009,"5024,6"
3564,11D181209,2019,8698
3565,11D181210,1999,7332
3566,11D181210,2009,"8476,6"
3567,11D181210,2019,13151
3568,11D181211,1999,"6234,3"
3569,11D181211,2009,"5910,9"
3570,11D181211,2019,"6748,1"
3571,11D1708,1999,"8678,3"
3572,11D1708,2009,7760
3573,11D1708,2019,"11091,3"
3574,11D170802,1999,"6529,2"
3575,11D170802,2009,"4772,4"
3576,11D170802,2019,"8527,1"
3577,11D170805,1999,"5287,2"
3578,11D170805,2009,"3585,9"
3579,11D170805,2019,"7262,9"
3580,11D170809,1999,"13580,8"
3581,11D170809,2009,"8262,4"
3582,11D170809,2019,"10152,4"
3583,11D170813,1999,"7380,2"
3584,11D170813,2009,"6422,1"
3585,11D170813,2019,11566
3586,11D170814,1999,"4758,1"
3587,11D170814,2009,"4643,8"
3588,11D170814,2019,"6930,4"
3589,11D170815,1999,"8223,6"
3590,11D170815,2009,"10243,8"
3591,11D170815,2019,"10881,6"
3592,11D170816,1999,"12706,4"
3593,11D170816,2009,"12370,7"
3594,11D170816,2019,"16416,6"
3595,11D170810,1999,"9185,6"
3596,11D170810,2009,"7302,7"
3597,11D170810,2019,"10841,7"
3598,11D1710,1999,"7073,2"
3599,11D1710,2009,"7886,9"
3600,11D1710,2019,"11877,8"
3601,11D171001,1999,19697
3602,11D171001,2009,"14892,6"
3603,11D171001,2019,20757
3604,11D171002,1999,"8843,6"
3605,11D171002,2009,"11137,9"
3606,11D171002,2019,"16892,3"
3607,11D171004,1999,"12216,4"
3608,11D171004,2009,"11648,9"
3609,11D171004,2019,"19297,9"
3610,11D171007,1999,"6188,4"
3611,11D171007,2009,"7150,9"
3612,11D171007,2019,"8048,5"
3613,11D171005,1999,"1841,1"
3614,11D171005,2009,"2608,9"
3615,11D171005,2019,"4004,2"
3616,11D171009,1999,"6871,9"
3617,11D171009,2009,"5076,2"
3618,11D171009,2019,"5325,9"
3619,11D171011,1999,"1964,2"
3620,11D171011,2009,"1813,5"
3621,11D171011,2019,"3831,7"
3622,11D171013,1999,"2962,6"
3623,11D171013,2009,"2063,8"
3624,11D171013,2019,"5036,5"
3625,11D171014,1999,"5935,9"
3626,11D171014,2009,"14574,6"
3627,11D171014,2019,"22754,1"
3628,11D171016,1999,"6828,8"
3629,11D171016,2009,"8870,3"
3630,11D171016,2019,"13682,9"
3631,11D171017,1999,5495
3632,11D171017,2009,"7477,9"
3633,11D171017,2019,"12673,4"
3634,11D171015,1999,"10874,5"
3635,11D171015,2009,"7168,8"
3636,11D171015,2019,"11090,8"
3637,11D1711,1999,"6446,7"
3638,11D1711,2009,"5443,1"
3639,11D1711,2019,7988
3640,11D171101,1999,8970
3641,11D171101,2009,"6314,5"
3642,11D171101,2019,"8883,9"
3643,11D171102,1999,"6690,5"
3644,11D171102,2009,"5594,9"
3645,11D171102,2019,"9433,7"
3646,11D171103,1999,"4153,6"
3647,11D171103,2009,"3511,6"
3648,11D171103,2019,"6069,4"
3649,11D171106,1999,"6310,7"
3650,11D171106,2009,"4469,3"
3651,11D171106,2019,7866
3652,11D171110,1999,"6699,6"
3653,11D171110,2009,"6489,1"
3654,11D171110,2019,"8406,4"
3655,11D171111,1999,"7863,4"
3656,11D171111,2009,"6846,8"
3657,11D171111,2019,"9189,8"
3658,11D171112,1999,"4073,3"
3659,11D171112,2009,"3165,8"
3660,11D171112,2019,"4129,6"
3661,11D1815,1999,"10831,9"
3662,11D1815,2009,"11318,7"
3663,11D1815,2019,"17193,9"
3664,11D181501,1999,"11042,3"
3665,11D181501,2009,"7615,5"
3666,11D181501,2019,"12034,4"
3667,11D181502,1999,"17802,6"
3668,11D181502,2009,"21387,1"
3669,11D181502,2019,"25824,4"
3670,11D181504,1999,"9731,2"
3671,11D181504,2009,"9273,2"
3672,11D181504,2019,"14415,7"
3673,11D181505,1999,"7076,8"
3674,11D181505,2009,"5414,2"
3675,11D181505,2019,"15697,1"
3676,11D181507,1999,"6613,2"
3677,11D181507,2009,"6889,7"
3678,11D181507,2019,6703
3679,11D181509,1999,"13991,5"
3680,11D181509,2009,"20341,8"
3681,11D181509,2019,"17244,3"
3682,11D181515,1999,"15067,7"
3683,11D181515,2009,"12207,8"
3684,11D181515,2019,"27210,4"
3685,11D181516,1999,6846
3686,11D181516,2009,"5462,5"
3687,11D181516,2019,"8430,2"
3688,11D181517,1999,"8680,2"
3689,11D181517,2009,"10036,8"
3690,11D181517,2019,"15390,8"
3691,11D181511,1999,7217
3692,11D181511,2009,8668
3693,11D181511,2019,"11293,6"
3694,11D181512,1999,7094
3695,11D181512,2009,"5975,2"
3696,11D181512,2019,"9906,2"
3697,11D1818,1999,"5840,6"
3698,11D1818,2009,"6432,7"
3699,11D1818,2019,"12608,9"
3700,11D181801,1999,"4875,9"
3701,11D181801,2009,"4165,3"
3702,11D181801,2019,"11329,2"
3703,11D181802,1999,"4273,1"
3704,11D181802,2009,"6696,5"
3705,11D181802,2019,"17481,4"
3706,11D181803,1999,"4538,6"
3707,11D181803,2009,"2828,5"
3708,11D181803,2019,"4525,5"
3709,11D181804,1999,7379
3710,11D181804,2009,6267
3711,11D181804,2019,"10537,1"
3712,11D181806,1999,"9368,6"
3713,11D181806,2009,"4987,5"
3714,11D181806,2019,"17072,1"
3715,11D181810,1999,"4442,3"
3716,11D181810,2009,"7857,5"
3717,11D181810,2019,"20541,9"
3718,11D181811,1999,"4218,6"
3719,11D181811,2009,"7511,4"
3720,11D181811,2019,"10282,3"
3721,11D181814,1999,"11523,1"
3722,11D181814,2009,"18744,5"
3723,11D181814,2019,"25544,7"
3724,11D181818,1999,6967
3725,11D181818,2009,"5315,4"
3726,11D181818,2019,"7252,7"
3727,11D181819,1999,"4670,7"
3728,11D181819,2009,"4641,8"
3729,11D181819,2019,10791
3730,11D181820,1999,"4944,3"
3731,11D181820,2009,3752
3732,11D181820,2019,"9157,8"
