primary_key,codes,Temp_crop,year,area_ha
994,112030210,Total,1999,67
995,112030210,Total,2009,28
996,112030210,Total,2019,4
997,112030212,Total,1989,181
998,112030212,Total,1999,132
999,112030212,Total,2009,89
1000,112030212,Total,2019,38
1001,112030213,Total,1989,152
1002,112030213,Total,1999,93
1003,112030213,Total,2009,90
1004,112030213,Total,2019,188
1005,112030215,Total,1989,504
1006,112030215,Total,1999,507
1007,112030215,Total,2009,351
1008,112030215,Total,2019,387
1009,112030216,Total,1989,278
1010,112030216,Total,1999,281
1011,112030216,Total,2009,197
1012,112030216,Total,2019,314
1013,112030218,Total,1989,344
1014,112030218,Total,1999,201
1015,112030218,Total,2009,120
1016,112030218,Total,2019,94
1017,112030220,Total,1989,233
1018,112030220,Total,1999,210
1019,112030220,Total,2009,159
1020,112030220,Total,2019,126
1021,112030221,Total,1989,124
1022,112030221,Total,1999,164
1023,112030221,Total,2009,162
1024,112030221,Total,2019,93
1025,112030224,Total,1989,446
1026,112030224,Total,1999,353
1027,112030224,Total,2009,248
1028,112030224,Total,2019,354
1029,112030228,Total,1989,897
1030,112030228,Total,1999,890
1031,112030228,Total,2009,980
1032,112030228,Total,2019,867
1033,112030234,Total,1989,260
1034,112030234,Total,1999,243
1035,112030234,Total,2009,286
1036,112030234,Total,2019,167
1037,112030235,Total,1989,401
1038,112030235,Total,1999,291
1039,112030235,Total,2009,199
1040,112030235,Total,2019,158
1041,112030268,Total,1989,79
1042,112030268,Total,1999,151
1043,112030268,Total,2009,75
1044,112030268,Total,2019,19
1045,112030272,Total,1989,73
1046,112030272,Total,1999,82
1047,112030272,Total,2009,84
1048,112030272,Total,2019,18
1049,112030237,Total,1989,292
1050,112030237,Total,1999,212
1051,112030237,Total,2009,180
1052,112030237,Total,2019,157
1053,112030242,Total,1989,177
1054,112030242,Total,1999,139
1055,112030242,Total,2009,85
1056,112030242,Total,2019,59
1057,112030243,Total,1989,376
1058,112030243,Total,1999,343
1059,112030243,Total,2009,332
1060,112030243,Total,2019,266
1061,112030244,Total,1989,982
1062,112030244,Total,1999,882
1063,112030244,Total,2009,915
1064,112030244,Total,2019,881
1065,112030245,Total,1989,237
1066,112030245,Total,1999,271
1067,112030245,Total,2009,376
1068,112030245,Total,2019,367
1069,112030247,Total,1989,324
1070,112030247,Total,1999,226
1071,112030247,Total,2009,156
1072,112030247,Total,2019,105
1073,112030252,Total,1989,260
1074,112030252,Total,1999,122
1075,112030252,Total,2009,156
1076,112030252,Total,2019,64
1077,112030254,Total,1989,298
1078,112030254,Total,1999,218
1079,112030254,Total,2009,170
1080,112030254,Total,2019,107
1081,112030255,Total,1989,442
1082,112030255,Total,1999,213
1083,112030255,Total,2009,189
1084,112030255,Total,2019,169
1085,112030256,Total,1989,342
1086,112030256,Total,1999,257
1087,112030256,Total,2009,163
1088,112030256,Total,2019,157
1089,112030257,Total,1989,404
1090,112030257,Total,1999,442
1091,112030257,Total,2009,619
1092,112030257,Total,2019,447
1093,112030259,Total,1989,290
1094,112030259,Total,1999,97
1095,112030259,Total,2009,71
1096,112030259,Total,2019,50
1097,112030260,Total,1989,410
1098,112030260,Total,1999,198
1099,112030260,Total,2009,164
1100,112030260,Total,2019,74
1101,112030261,Total,1989,326
1102,112030261,Total,1999,280
1103,112030261,Total,2009,248
1104,112030261,Total,2019,206
1105,112030263,Total,1989,398
1106,112030263,Total,1999,301
1107,112030263,Total,2009,261
1108,112030263,Total,2019,503
1109,112030265,Total,1989,249
1110,112030265,Total,1999,169
1111,112030265,Total,2009,193
1112,112030265,Total,2019,93
1113,112030264,Total,1989,618
1114,112030264,Total,1999,622
1115,112030264,Total,2009,523
1116,112030264,Total,2019,620
1117,112030279,Total,1989,144
1118,112030279,Total,1999,105
1119,112030279,Total,2009,92
1120,112030279,Total,2019,47
1121,112030277,Total,1989,160
1122,112030277,Total,1999,149
1123,112030277,Total,2009,90
1124,112030277,Total,2019,70
1125,112030282,Total,1989,290
1126,112030282,Total,1999,288
1127,112030282,Total,2009,230
1128,112030282,Total,2019,228
1129,112030290,Total,1989,526
1130,112030290,Total,1999,326
1131,112030290,Total,2009,175
1132,112030290,Total,2019,127
1133,112030291,Total,1989,399
1134,112030291,Total,1999,360
1135,112030291,Total,2009,364
1136,112030291,Total,2019,375
1137,112030292,Total,1989,418
1138,112030292,Total,1999,420
1139,112030292,Total,2009,215
1140,112030292,Total,2019,185
1141,112030293,Total,1989,624
1142,112030293,Total,1999,396
1143,112030293,Total,2009,468
1144,112030293,Total,2019,194
1145,112030294,Total,1989,362
1146,112030294,Total,1999,296
1147,112030294,Total,2009,191
1148,112030294,Total,2019,139
1149,112030295,Total,1989,663
1150,112030295,Total,1999,513
1151,112030295,Total,2009,398
1152,112030295,Total,2019,420
1153,112030296,Total,1989,1832
1154,112030296,Total,1999,1729
1155,112030296,Total,2009,1536
1156,112030296,Total,2019,1483
1157,112030297,Total,1989,476
1158,112030297,Total,1999,291
1159,112030297,Total,2009,240
1160,112030297,Total,2019,132
1161,112030298,Total,1989,223
1162,112030298,Total,1999,116
1163,112030298,Total,2009,28
1164,112030298,Total,2019,33
1165,112030299,Total,1989,438
1166,112030299,Total,1999,246
1167,112030299,Total,2009,155
1168,112030299,Total,2019,142
1169,1120302FA,Total,1989,883
1170,1120302FA,Total,1999,740
1171,1120302FA,Total,2009,738
1172,1120302FA,Total,2019,665
1173,1120302FB,Total,1989,828
1174,1120302FB,Total,1999,667
1175,1120302FB,Total,2009,636
1176,1120302FB,Total,2019,756
1177,1120302FC,Total,1989,361
1178,1120302FC,Total,1999,296
1179,1120302FC,Total,2009,218
1180,1120302FC,Total,2019,280
1181,1120302FD,Total,1989,544
1182,1120302FD,Total,1999,439
1183,1120302FD,Total,2009,361
1184,1120302FD,Total,2019,375
1185,1120302FE,Total,1989,680
1186,1120302FE,Total,1999,493
1187,1120302FE,Total,2009,467
1188,1120302FE,Total,2019,343
1189,1120302FF,Total,1989,295
1190,1120302FF,Total,1999,179
1191,1120302FF,Total,2009,147
1192,1120302FF,Total,2019,90
1193,1120302FG,Total,1989,1212
1194,1120302FG,Total,1999,1107
1195,1120302FG,Total,2009,1048
1196,1120302FG,Total,2019,1068
1197,1120302FH,Total,1989,1003
1198,1120302FH,Total,1999,620
1199,1120302FH,Total,2009,597
1200,1120302FH,Total,2019,406
1201,112030283,Total,1989,232
1202,112030283,Total,1999,144
1203,112030283,Total,2009,112
1204,112030283,Total,2019,129
1205,112030287,Total,1989,562
1206,112030287,Total,1999,531
1207,112030287,Total,2009,336
1208,112030287,Total,2019,308
1209,1120303,Total,1989,10744
1210,1120303,Total,1999,7127
1211,1120303,Total,2009,5090
1212,1120303,Total,2019,4466
1213,112030301,Total,1989,616
1214,112030301,Total,1999,493
1215,112030301,Total,2009,378
1216,112030301,Total,2019,247
1217,112030349,Total,1989,66
1218,112030349,Total,1999,7
1219,112030349,Total,2009,
1220,112030349,Total,2019,
1221,112030351,Total,1989,77
1222,112030351,Total,1999,34
1223,112030351,Total,2009,5
1224,112030351,Total,2019,8
1225,112030312,Total,1989,230
1226,112030312,Total,1999,222
1227,112030312,Total,2009,172
1228,112030312,Total,2019,138
1229,112030313,Total,1989,250
1230,112030313,Total,1999,181
1231,112030313,Total,2009,126
1232,112030313,Total,2019,156
1233,112030315,Total,1989,117
1234,112030315,Total,1999,103
1235,112030315,Total,2009,76
1236,112030315,Total,2019,121
1237,112030319,Total,1989,151
1238,112030319,Total,1999,31
1239,112030319,Total,2009,7
1240,112030319,Total,2019,3
1241,112030322,Total,1989,102
1242,112030322,Total,1999,76
1243,112030322,Total,2009,53
1244,112030322,Total,2019,49
1245,112030325,Total,1989,428
1246,112030325,Total,1999,243
1247,112030325,Total,2009,161
1248,112030325,Total,2019,165
1249,112030330,Total,1989,194
1250,112030330,Total,1999,139
1251,112030330,Total,2009,74
1252,112030330,Total,2019,36
1253,112030331,Total,1989,433
1254,112030331,Total,1999,219
1255,112030331,Total,2009,214
1256,112030331,Total,2019,191
1257,112030334,Total,1989,414
1258,112030334,Total,1999,381
1259,112030334,Total,2009,255
1260,112030334,Total,2019,198
1261,112030336,Total,1989,308
1262,112030336,Total,1999,268
1263,112030336,Total,2009,179
1264,112030336,Total,2019,104
1265,112030338,Total,1989,152
1266,112030338,Total,1999,120
1267,112030338,Total,2009,91
1268,112030338,Total,2019,95
1269,112030354,Total,1989,334
1270,112030354,Total,1999,213
1271,112030354,Total,2009,127
1272,112030354,Total,2019,288
1273,112030355,Total,1989,327
1274,112030355,Total,1999,216
1275,112030355,Total,2009,159
1276,112030355,Total,2019,147
1277,112030356,Total,1989,239
1278,112030356,Total,1999,61
1279,112030356,Total,2009,39
1280,112030356,Total,2019,29
1281,112030357,Total,1989,174
1282,112030357,Total,1999,104
1283,112030357,Total,2009,64
1284,112030357,Total,2019,41
1285,112030363,Total,1989,480
1286,112030363,Total,1999,362
1287,112030363,Total,2009,289
1288,112030363,Total,2019,291
1289,112030364,Total,1989,83
1290,112030364,Total,1999,66
1291,112030364,Total,2009,23
1292,112030364,Total,2019,23
1293,112030365,Total,1989,5
1294,112030365,Total,1999,
1295,112030365,Total,2009,1
1296,112030365,Total,2019,
1297,112030366,Total,1989,395
1298,112030366,Total,1999,239
1299,112030366,Total,2009,227
1300,112030366,Total,2019,142
1301,112030367,Total,1989,398
1302,112030367,Total,1999,268
1303,112030367,Total,2009,189
1304,112030367,Total,2019,184
1305,112030368,Total,1989,548
1306,112030368,Total,1999,269
1307,112030368,Total,2009,209
1308,112030368,Total,2019,174
1309,112030369,Total,1989,350
1310,112030369,Total,1999,400
1311,112030369,Total,2009,373
1312,112030369,Total,2019,391
1313,112030370,Total,1989,429
1314,112030370,Total,1999,151
1315,112030370,Total,2009,184
1316,112030370,Total,2019,94
1317,112030371,Total,1989,268
1318,112030371,Total,1999,165
1319,112030371,Total,2009,81
1320,112030371,Total,2019,67
1321,112030372,Total,1989,212
1322,112030372,Total,1999,138
1323,112030372,Total,2009,79
1324,112030372,Total,2019,135
1325,112030373,Total,1989,240
1326,112030373,Total,1999,162
1327,112030373,Total,2009,116
1328,112030373,Total,2019,73
1329,112030374,Total,1989,469
1330,112030374,Total,1999,309
1331,112030374,Total,2009,238
1332,112030374,Total,2019,256
1333,112030375,Total,1989,357
1334,112030375,Total,1999,284
1335,112030375,Total,2009,201
1336,112030375,Total,2019,164
1337,112030376,Total,1989,248
1338,112030376,Total,1999,187
1339,112030376,Total,2009,147
1340,112030376,Total,2019,95
1341,112030377,Total,1989,353
1342,112030377,Total,1999,201
1343,112030377,Total,2009,80
1344,112030377,Total,2019,41
1345,112030378,Total,1989,209
1346,112030378,Total,1999,72
1347,112030378,Total,2009,36
1348,112030378,Total,2019,17
1349,112030379,Total,1989,715
1350,112030379,Total,1999,431
1351,112030379,Total,2009,254
1352,112030379,Total,2019,179
1353,112030380,Total,1989,262
1354,112030380,Total,1999,132
1355,112030380,Total,2009,86
1356,112030380,Total,2019,76
1357,112030381,Total,1989,110
1358,112030381,Total,1999,180
1359,112030381,Total,2009,99
1360,112030381,Total,2019,48
1361,1120306,Total,1989,5810
1362,1120306,Total,1999,4401
1363,1120306,Total,2009,3226
1364,1120306,Total,2019,2967
1365,112030601,Total,1989,235
1366,112030601,Total,1999,266
1367,112030601,Total,2009,95
1368,112030601,Total,2019,106
1369,112030608,Total,1989,555
1370,112030608,Total,1999,237
1371,112030608,Total,2009,157
1372,112030608,Total,2019,143
1373,112030610,Total,1989,411
1374,112030610,Total,1999,351
1375,112030610,Total,2009,260
1376,112030610,Total,2019,234
1377,112030616,Total,1989,876
1378,112030616,Total,1999,578
1379,112030616,Total,2009,472
1380,112030616,Total,2019,428
1381,112030617,Total,1989,463
1382,112030617,Total,1999,288
1383,112030617,Total,2009,192
1384,112030617,Total,2019,213
1385,112030618,Total,1989,1286
1386,112030618,Total,1999,1028
1387,112030618,Total,2009,888
1388,112030618,Total,2019,631
1389,112030619,Total,1989,1201
1390,112030619,Total,1999,1044
1391,112030619,Total,2009,794
1392,112030619,Total,2019,801
1393,112030620,Total,1989,469
1394,112030620,Total,1999,384
1395,112030620,Total,2009,222
1396,112030620,Total,2019,265
1397,112030615,Total,1989,313
1398,112030615,Total,1999,226
1399,112030615,Total,2009,146
1400,112030615,Total,2019,146
1401,1120310,Total,1989,2622
1402,1120310,Total,1999,1604
1403,1120310,Total,2009,1046
1404,1120310,Total,2019,510
1405,112031001,Total,1989,135
1406,112031001,Total,1999,108
1407,112031001,Total,2009,83
1408,112031001,Total,2019,59
1409,112031003,Total,1989,81
1410,112031003,Total,1999,7
1411,112031003,Total,2009,9
1412,112031003,Total,2019,6
1413,112031004,Total,1989,86
1414,112031004,Total,1999,46
1415,112031004,Total,2009,80
1416,112031004,Total,2019,34
1417,112031008,Total,1989,62
1418,112031008,Total,1999,60
1419,112031008,Total,2009,46
1420,112031008,Total,2019,53
1421,112031009,Total,1989,161
1422,112031009,Total,1999,110
1423,112031009,Total,2009,69
1424,112031009,Total,2019,22
1425,112031010,Total,1989,134
1426,112031010,Total,1999,90
1427,112031010,Total,2009,26
1428,112031010,Total,2019,12
1429,112031012,Total,1989,91
1430,112031012,Total,1999,47
1431,112031012,Total,2009,38
1432,112031012,Total,2019,15
1433,112031013,Total,1989,282
1434,112031013,Total,1999,146
1435,112031013,Total,2009,54
1436,112031013,Total,2019,40
1437,112031014,Total,1989,193
1438,112031014,Total,1999,100
1439,112031014,Total,2009,67
1440,112031014,Total,2019,28
1441,112031018,Total,1989,444
1442,112031018,Total,1999,256
1443,112031018,Total,2009,172
1444,112031018,Total,2019,72
1445,112031019,Total,1989,256
1446,112031019,Total,1999,251
1447,112031019,Total,2009,141
1448,112031019,Total,2019,82
1449,112031020,Total,1989,209
1450,112031020,Total,1999,217
1451,112031020,Total,2009,142
1452,112031020,Total,2019,46
1453,112031015,Total,1989,202
1454,112031015,Total,1999,83
1455,112031015,Total,2009,45
1456,112031015,Total,2019,23
1457,112031017,Total,1989,284
1458,112031017,Total,1999,81
1459,112031017,Total,2009,74
1460,112031017,Total,2019,17
1461,1120313,Total,1989,14791
1462,1120313,Total,1999,6503
1463,1120313,Total,2009,5051
1464,1120313,Total,2019,2849
1465,112031359,Total,1989,837
1466,112031359,Total,1999,305
1467,112031359,Total,2009,280
1468,112031359,Total,2019,83
1469,112031304,Total,1989,268
1470,112031304,Total,1999,205
1471,112031304,Total,2009,149
1472,112031304,Total,2019,187
1473,112031308,Total,1989,429
1474,112031308,Total,1999,276
1475,112031308,Total,2009,280
1476,112031308,Total,2019,335
1477,112031309,Total,1989,614
1478,112031309,Total,1999,172
1479,112031309,Total,2009,130
1480,112031309,Total,2019,68
1481,112031311,Total,1989,236
1482,112031311,Total,1999,168
1483,112031311,Total,2009,144
1484,112031311,Total,2019,82
1485,112031313,Total,1989,238
1486,112031313,Total,1999,128
1487,112031313,Total,2009,70
1488,112031313,Total,2019,21
1489,112031316,Total,1989,525
1490,112031316,Total,1999,149
1491,112031316,Total,2009,126
1492,112031316,Total,2019,30
1493,112031317,Total,1989,131
1494,112031317,Total,1999,74
1495,112031317,Total,2009,55
1496,112031317,Total,2019,23
1497,112031323,Total,1989,485
1498,112031323,Total,1999,210
1499,112031323,Total,2009,130
1500,112031323,Total,2019,89
1501,112031324,Total,1989,136
1502,112031324,Total,1999,95
1503,112031324,Total,2009,76
1504,112031324,Total,2019,26
1505,112031325,Total,1989,178
1506,112031325,Total,1999,101
1507,112031325,Total,2009,56
1508,112031325,Total,2019,29
1509,112031328,Total,1989,445
1510,112031328,Total,1999,115
1511,112031328,Total,2009,125
1512,112031328,Total,2019,44
1513,112031330,Total,1989,252
1514,112031330,Total,1999,87
1515,112031330,Total,2009,76
1516,112031330,Total,2019,51
1517,112031331,Total,1989,291
1518,112031331,Total,1999,110
1519,112031331,Total,2009,75
1520,112031331,Total,2019,42
1521,112031335,Total,1989,280
1522,112031335,Total,1999,155
1523,112031335,Total,2009,85
1524,112031335,Total,2019,40
1525,112031337,Total,1989,181
1526,112031337,Total,1999,81
1527,112031337,Total,2009,59
1528,112031337,Total,2019,27
1529,112031350,Total,1989,348
1530,112031350,Total,1999,145
1531,112031350,Total,2009,96
1532,112031350,Total,2019,49
1533,112031340,Total,1989,139
1534,112031340,Total,1999,79
1535,112031340,Total,2009,7
1536,112031340,Total,2019,13
1537,112031352,Total,1989,448
1538,112031352,Total,1999,217
1539,112031352,Total,2009,228
1540,112031352,Total,2019,212
1541,112031354,Total,1989,259
1542,112031354,Total,1999,120
1543,112031354,Total,2009,99
1544,112031354,Total,2019,90
1545,112031360,Total,1989,2305
1546,112031360,Total,1999,837
1547,112031360,Total,2009,659
1548,112031360,Total,2019,320
1549,112031361,Total,1989,433
1550,112031361,Total,1999,185
1551,112031361,Total,2009,146
1552,112031361,Total,2019,46
1553,112031362,Total,1989,468
1554,112031362,Total,1999,290
1555,112031362,Total,2009,124
1556,112031362,Total,2019,84
1557,112031363,Total,1989,346
1558,112031363,Total,1999,172
1559,112031363,Total,2009,133
1560,112031363,Total,2019,39
1561,112031364,Total,1989,434
1562,112031364,Total,1999,169
