primary_key,codes,year_,avr_value_per_ha
5642,16E061514,2009,"1223,4"
5643,16E061514,2019,"1330,9"
5644,16E061511,1999,"1214,1"
5645,16E061511,2009,"1323,7"
5646,16E061511,2019,"1741,3"
5647,16E061512,1999,"1221,9"
5648,16E061512,2009,"1430,6"
5649,16E061512,2019,"1615,7"
5650,16E0616,1999,"1590,8"
5651,16E0616,2009,"1593,6"
5652,16E0616,2019,2356
5653,16E061602,1999,"1141,6"
5654,16E061602,2009,"1332,1"
5655,16E061602,2019,"1751,5"
5656,16E061603,1999,"1532,7"
5657,16E061603,2009,"1350,4"
5658,16E061603,2019,"2045,5"
5659,16E061608,1999,"1369,3"
5660,16E061608,2009,"1355,1"
5661,16E061608,2019,"2552,7"
5662,16E061609,1999,"2732,2"
5663,16E061609,2009,"1655,2"
5664,16E061609,2019,"1810,7"
5665,16E061611,1999,"1398,3"
5666,16E061611,2009,"1481,2"
5667,16E061611,2019,"5039,3"
5668,16E061612,1999,"1473,8"
5669,16E061612,2009,"1507,4"
5670,16E061612,2019,"1784,7"
5671,16E061614,1999,1449
5672,16E061614,2009,3568
5673,16E061614,2019,"1727,8"
5674,16E061616,1999,"1227,1"
5675,16E061616,2009,"1226,2"
5676,16E061616,2019,"1628,4"
5677,16E061617,1999,"1611,7"
5678,16E061617,2009,"1171,8"
5679,16E061617,2019,"2134,2"
5680,16E061618,1999,2116
5681,16E061618,2009,"1521,8"
5682,16E061618,2019,"2343,1"
5683,16E061619,1999,1543
5684,16E061619,2009,"1169,2"
5685,16E061619,2019,3661
5686,16E0617,1999,2744
5687,16E0617,2009,"3581,5"
5688,16E0617,2019,"4707,5"
5689,16E061701,1999,"1675,4"
5690,16E061701,2009,"1853,5"
5691,16E061701,2019,"1774,4"
5692,16E061702,1999,"1226,7"
5693,16E061702,2009,1254
5694,16E061702,2019,"1344,2"
5695,16E061703,1999,"4309,4"
5696,16E061703,2009,"5137,9"
5697,16E061703,2019,"7735,8"
5698,16E061704,1999,"1954,5"
5699,16E061704,2009,"2172,3"
5700,16E061704,2019,3588
5701,16F,1999,"4754,9"
5702,16F,2009,"7650,8"
5703,16F,2019,"8858,9"
5704,16F1002,1999,"1866,2"
5705,16F1002,2009,"2328,9"
5706,16F1002,2019,"2214,1"
5707,16F100201,1999,"1492,2"
5708,16F100201,2009,"2812,6"
5709,16F100201,2019,1344
5710,16F100208,1999,1093
5711,16F100208,2009,"1392,3"
5712,16F100208,2019,1008
5713,16F100204,1999,"2296,1"
5714,16F100204,2009,"1342,7"
5715,16F100204,2019,"2338,5"
5716,16F100205,1999,"1629,1"
5717,16F100205,2009,"1019,2"
5718,16F100205,2019,"1302,8"
5719,16F100209,1999,"2497,8"
5720,16F100209,2009,3478
5721,16F100209,2019,"3128,5"
5722,16F1003,1999,"2309,5"
5723,16F1003,2009,"2790,2"
5724,16F1003,2019,"3486,7"
5725,16F100301,1999,"1103,7"
5726,16F100301,2009,"1075,5"
5727,16F100301,2019,"928,8"
5728,16F100309,1999,"1262,4"
5729,16F100309,2009,"1895,6"
5730,16F100309,2019,"2981,6"
5731,16F100303,1999,"2018,3"
5732,16F100303,2009,"1473,8"
5733,16F100303,2019,"1275,2"
5734,16F100304,1999,"2353,6"
5735,16F100304,2009,"2623,6"
5736,16F100304,2019,"949,2"
5737,16F100306,1999,"1577,2"
5738,16F100306,2009,"1102,8"
5739,16F100306,2019,"1186,4"
5740,16F100307,1999,"4839,7"
5741,16F100307,2009,"6296,6"
5742,16F100307,2019,"8399,2"
5743,16F1004,1999,5154
5744,16F1004,2009,"8905,8"
5745,16F1004,2019,"9718,8"
5746,16F100401,1999,"7016,2"
5747,16F100401,2009,"12998,6"
5748,16F100401,2019,"12874,2"
5749,16F100404,1999,"4017,7"
5750,16F100404,2009,"4252,8"
5751,16F100404,2019,"6797,4"
5752,16F100402,1999,"1897,8"
5753,16F100402,2009,"3750,9"
5754,16F100402,2019,"5747,1"
5755,16F100403,1999,"5094,7"
5756,16F100403,2009,"6422,9"
5757,16F100403,2019,"9536,9"
5758,16F1007,1999,"1752,5"
5759,16F1007,2009,"2725,6"
5760,16F1007,2019,"2133,1"
5761,16F100703,1999,"1752,5"
5762,16F100703,2009,"2725,6"
5763,16F100703,2019,"2133,1"
5764,16F1008,1999,"2262,6"
5765,16F1008,2009,"1670,9"
5766,16F1008,2019,"2037,7"
5767,16F100801,1999,"1966,5"
5768,16F100801,2009,"1486,5"
5769,16F100801,2019,"1407,7"
5770,16F100802,1999,1652
5771,16F100802,2009,"1673,8"
5772,16F100802,2019,3034
5773,16F100803,1999,"1610,8"
5774,16F100803,2009,"1141,1"
5775,16F100803,2019,"1423,1"
5776,16F100806,1999,"2774,7"
5777,16F100806,2009,1720
5778,16F100806,2019,"1697,6"
5779,16F1009,1999,"8990,1"
5780,16F1009,2009,"14845,9"
5781,16F1009,2019,"21072,5"
5782,16F100901,1999,"6514,7"
5783,16F100901,2009,"11206,8"
5784,16F100901,2019,"27993,6"
5785,16F100902,1999,"2168,5"
5786,16F100902,2009,"2110,7"
5787,16F100902,2019,"9787,9"
5788,16F100925,1999,"9146,8"
5789,16F100925,2009,"12372,5"
5790,16F100925,2019,"34397,7"
5791,16F100926,1999,38737
5792,16F100926,2009,"95648,6"
5793,16F100926,2019,"171049,6"
5794,16F100907,1999,"8046,4"
5795,16F100907,2009,"8622,2"
5796,16F100907,2019,"8465,6"
5797,16F100909,1999,"5624,8"
5798,16F100909,2009,"10274,6"
5799,16F100909,2019,"95231,5"
5800,16F100913,1999,"4751,6"
5801,16F100913,2009,"11489,1"
5802,16F100913,2019,"10883,4"
5803,16F100915,1999,"15615,7"
5804,16F100915,2009,"53685,2"
5805,16F100915,2019,"25479,4"
5806,16F100921,1999,"29969,1"
5807,16F100921,2009,"33061,7"
5808,16F100921,2019,"86157,7"
5809,16F100932,1999,16951
5810,16F100932,2009,"23019,4"
5811,16F100932,2019,"14915,4"
5812,16F100933,1999,"3865,4"
5813,16F100933,2009,"6280,5"
5814,16F100933,2019,"3894,4"
5815,16F100934,1999,"15307,9"
5816,16F100934,2009,"19089,9"
5817,16F100934,2019,"24421,5"
5818,16F100935,1999,"2410,8"
5819,16F100935,2009,"4110,3"
5820,16F100935,2019,"2445,6"
5821,16F100936,1999,"5088,4"
5822,16F100936,2009,"7718,8"
5823,16F100936,2019,"11557,9"
5824,16F100937,1999,"3543,2"
5825,16F100937,2009,2538
5826,16F100937,2019,4914
5827,16F100938,1999,"6479,5"
5828,16F100938,2009,"2815,4"
5829,16F100938,2019,"1494,4"
5830,16F100939,1999,"21790,7"
5831,16F100939,2009,"65562,1"
5832,16F100939,2019,"70932,5"
5833,16F100940,1999,"16223,6"
5834,16F100940,2009,"24297,2"
5835,16F100940,2019,"25333,1"
5836,16F1010,1999,"8762,2"
5837,16F1010,2009,"3364,2"
5838,16F1010,2019,"3432,6"
5839,16F101001,1999,"11489,4"
5840,16F101001,2009,"3623,7"
5841,16F101001,2019,3498
5842,16F101003,1999,"2558,8"
5843,16F101003,2009,"1651,8"
5844,16F101003,2019,"3563,5"
5845,16F101002,1999,"6569,6"
5846,16F101002,2009,"3251,9"
5847,16F101002,2019,"3248,1"
5848,16F1013,1999,"1081,4"
5849,16F1013,2009,"1186,1"
5850,16F1013,2019,"1793,4"
5851,16F101301,1999,"1365,7"
5852,16F101301,2009,"1411,8"
5853,16F101301,2019,"880,7"
5854,16F101302,1999,"885,9"
5855,16F101302,2009,"1058,5"
5856,16F101302,2019,"3143,9"
5857,16F101303,1999,"1220,8"
5858,16F101303,2009,"1482,3"
5859,16F101303,2019,"1057,9"
5860,16F1015,1999,"3658,5"
5861,16F1015,2009,"5251,9"
5862,16F1015,2019,"5548,8"
5863,16F101501,1999,"3589,7"
5864,16F101501,2009,"8003,8"
5865,16F101501,2019,"3525,9"
5866,16F101503,1999,"6120,1"
5867,16F101503,2009,"8317,1"
5868,16F101503,2019,"12161,2"
5869,16F101504,1999,"13183,4"
5870,16F101504,2009,"10259,1"
5871,16F101504,2019,"9446,3"
5872,16F101505,1999,"2656,3"
5873,16F101505,2009,"3181,7"
5874,16F101505,2019,"2512,5"
5875,16F101506,1999,"3919,9"
5876,16F101506,2009,"4111,7"
5877,16F101506,2019,"3804,9"
5878,16F101515,1999,"6575,7"
5879,16F101515,2009,"7680,2"
5880,16F101515,2019,"13102,5"
5881,16F101508,1999,"4253,8"
5882,16F101508,2009,"5191,1"
5883,16F101508,2019,2376
5884,16F101509,1999,"1994,2"
5885,16F101509,2009,"5027,9"
5886,16F101509,2019,"9291,2"
5887,16F101510,1999,2608
5888,16F101510,2009,"4080,9"
5889,16F101510,2019,"5014,4"
5890,16F101518,1999,"4467,3"
5891,16F101518,2009,"7553,4"
5892,16F101518,2019,"6280,9"
5893,16F101519,1999,"1844,5"
5894,16F101519,2009,"2977,1"
5895,16F101519,2019,"1688,4"
5896,16F101513,1999,"5323,6"
5897,16F101513,2009,"3799,8"
5898,16F101513,2019,"5138,1"
5899,16F101514,1999,"2856,1"
5900,16F101514,2009,"1899,2"
5901,16F101514,2019,"1725,1"
5902,16F1016,1999,"2910,1"
5903,16F1016,2009,"7458,7"
5904,16F1016,2019,"4456,8"
5905,16F101602,1999,"2909,7"
5906,16F101602,2009,"1290,9"
5907,16F101602,2019,"1823,5"
5908,16F101605,1999,14607
5909,16F101605,2009,"179250,9"
5910,16F101605,2019,"15276,6"
5911,16F101606,1999,"3752,5"
5912,16F101606,2009,"8256,9"
5913,16F101606,2019,"5166,5"
5914,16F101608,1999,"1428,3"
5915,16F101608,2009,"1186,9"
5916,16F101608,2019,"457,8"
5917,16F101609,1999,"2374,7"
5918,16F101609,2009,"1933,8"
5919,16F101609,2019,"2094,3"
5920,16F101614,1999,"7188,3"
5921,16F101614,2009,"8576,2"
5922,16F101614,2019,"7195,5"
5923,16F101610,1999,"2114,6"
5924,16F101610,2009,"2179,8"
5925,16F101610,2019,"962,3"
5926,16F101613,1999,"2546,7"
5927,16F101613,2009,"2973,4"
5928,16F101613,2019,"786,6"
5929,16F101615,1999,"916,4"
5930,16F101615,2009,"1076,2"
5931,16F101615,2019,"969,5"
5932,16F101616,1999,"1473,5"
5933,16F101616,2009,"1778,9"
5934,16F101616,2019,"1126,9"
5935,16G,1999,"3100,7"
5936,16G,2009,"3663,6"
5937,16G,2019,"5950,1"
5938,16G0901,1999,"2150,2"
5939,16G0901,2009,"3867,3"
5940,16G0901,2019,"6464,9"
5941,16G090102,1999,"2269,5"
5942,16G090102,2009,"2515,3"
5943,16G090102,2019,"5841,8"
5944,16G090103,1999,"1802,5"
5945,16G090103,2009,"3263,1"
5946,16G090103,2019,9859
5947,16G090105,1999,"1771,1"
5948,16G090105,2009,"1415,4"
5949,16G090105,2019,"3236,9"
5950,16G090106,1999,"2106,9"
5951,16G090106,2009,"5991,1"
5952,16G090106,2019,"9702,7"
5953,16G090107,1999,1467
5954,16G090107,2009,"2582,2"
5955,16G090107,2019,"2152,2"
5956,16G090109,1999,"1519,1"
5957,16G090109,2009,"2623,7"
5958,16G090109,2019,"3030,5"
5959,16G090110,1999,"3778,8"
5960,16G090110,2009,7043
5961,16G090110,2019,"13508,1"
5962,16G090114,1999,3597
5963,16G090114,2009,"7530,7"
5964,16G090114,2019,"9645,7"
5965,16G090115,1999,"2083,1"
5966,16G090115,2009,"4451,8"
5967,16G090115,2019,"7844,2"
5968,16G090116,1999,"1630,6"
5969,16G090116,2009,3152
5970,16G090116,2019,5827
5971,16G1802,1999,"2668,8"
5972,16G1802,2009,"2689,4"
5973,16G1802,2019,"4462,7"
5974,16G180201,1999,"6805,6"
5975,16G180201,2009,"5166,1"
5976,16G180201,2019,"8022,5"
5977,16G180202,1999,"2023,2"
5978,16G180202,2009,"3381,2"
5979,16G180202,2019,9548
5980,16G180204,1999,"1552,8"
5981,16G180204,2009,"1292,2"
5982,16G180204,2019,"2149,7"
5983,16G180206,1999,"1571,3"
5984,16G180206,2009,"774,9"
5985,16G180206,2019,"1101,6"
5986,16G180208,1999,"2116,5"
5987,16G180208,2009,"2571,9"
5988,16G180208,2019,"2606,1"
5989,16G1803,1999,"2112,1"
5990,16G1803,2009,2517
5991,16G1803,2019,"2971,7"
5992,16G180301,1999,"1620,7"
5993,16G180301,2009,"1996,5"
5994,16G180301,2019,"480,3"
5995,16G180303,1999,"1977,8"
5996,16G180303,2009,"1418,4"
5997,16G180303,2019,"1007,3"
5998,16G180304,1999,"3232,9"
5999,16G180304,2009,"2492,8"
6000,16G180304,2019,"5058,1"
6001,16G180305,1999,"1415,4"
6002,16G180305,2009,"1089,4"
6003,16G180305,2019,"1463,9"
6004,16G180309,1999,"2234,6"
6005,16G180309,2009,"1108,5"
6006,16G180309,2019,"535,1"
6007,16G180312,1999,"2348,4"
6008,16G180312,2009,"2384,9"
6009,16G180312,2019,7732
6010,16G180313,1999,"3281,2"
6011,16G180313,2009,"6550,5"
6012,16G180313,2019,"6557,7"
6013,16G180314,1999,"668,9"
6014,16G180314,2009,"1896,2"
6015,16G180314,2019,"1530,7"
6016,16G180317,1999,"1477,3"
6017,16G180317,2009,"1343,5"
6018,16G180317,2019,"7067,3"
6019,16G180319,1999,"1129,6"
6020,16G180319,2009,"1073,3"
6021,16G180319,2019,"784,2"
6022,16G180322,1999,"1139,6"
6023,16G180322,2009,"1275,8"
6024,16G180322,2019,"1308,3"
6025,16G180323,1999,"3597,3"
6026,16G180323,2009,"4630,1"
6027,16G180323,2019,"8546,5"
6028,16G180324,1999,"759,9"
6029,16G180324,2009,"1312,5"
6030,16G180324,2019,"1063,3"
6031,16G180325,1999,"1466,4"
6032,16G180325,2009,"2386,4"
6033,16G180325,2019,"721,4"
6034,16G180326,1999,"830,2"
6035,16G180326,2009,"1285,8"
6036,16G180326,2019,"696,3"
6037,16G180327,1999,"1529,5"
6038,16G180327,2009,"1465,1"
6039,16G180327,2019,"1177,1"
6040,16G1806,1999,"1697,7"
6041,16G1806,2009,"1797,1"
6042,16G1806,2019,"2536,8"
6043,16G180601,1999,"1371,6"
6044,16G180601,2009,3075
6045,16G180601,2019,"2635,2"
6046,16G180602,1999,"1826,5"
6047,16G180602,2009,"1862,5"
6048,16G180602,2019,4605
6049,16G180605,1999,"2261,7"
6050,16G180605,2009,"1961,3"
6051,16G180605,2019,2588
6052,16G180606,1999,"1720,2"
6053,16G180606,2009,"2002,2"
6054,16G180606,2019,"2618,3"
6055,16G180607,1999,"1659,1"
6056,16G180607,2009,"1234,9"
6057,16G180607,2019,"1339,3"
6058,16G180608,1999,"1506,6"
6059,16G180608,2009,"651,5"
6060,16G180608,2019,"2911,4"
6061,16G180614,1999,"1576,5"
6062,16G180614,2009,"4259,3"
6063,16G180614,2019,"2422,2"
6064,16G180616,1999,"1389,8"
6065,16G180616,2009,"2364,8"
6066,16G180616,2019,"1582,3"
6067,16G180619,1999,"1728,1"
6068,16G180619,2009,"1591,4"
6069,16G180619,2019,"2806,9"
6070,16G180620,1999,"1617,5"
6071,16G180620,2009,"1652,6"
6072,16G180620,2019,"1905,2"
6073,16G180621,1999,"1404,1"
6074,16G180621,2009,"1397,2"
6075,16G180621,2019,"1980,5"
6076,16G180622,1999,"1931,9"
6077,16G180622,2009,"2012,4"
6078,16G180622,2019,"2593,9"
6079,16G1809,1999,"1667,2"
6080,16G1809,2009,"2092,7"
6081,16G1809,2019,"5196,3"
6082,16G180901,1999,1565
6083,16G180901,2009,"3828,5"
6084,16G180901,2019,"2327,5"
6085,16G180908,1999,"1274,4"
6086,16G180908,2009,"1404,8"
6087,16G180908,2019,"1826,4"
6088,16G180903,1999,"1392,3"
6089,16G180903,2009,"1678,3"
6090,16G180903,2019,"19425,1"
6091,16G180905,1999,"1850,1"
6092,16G180905,2009,1286
6093,16G180905,2019,"1705,8"
6094,16G180910,1999,"1478,7"
6095,16G180910,2009,1518
6096,16G180910,2019,"1796,9"
6097,16G180911,1999,"1900,1"
6098,16G180911,2009,"1750,4"
6099,16G180911,2019,"1534,7"
6100,16G180906,1999,"1857,5"
6101,16G180906,2009,"2172,9"
6102,16G180906,2019,"3055,2"
6103,16G1810,1999,11009
6104,16G1810,2009,"12457,2"
6105,16G1810,2019,"31578,2"
6106,16G181002,1999,7248
6107,16G181002,2009,"7619,7"
6108,16G181002,2019,"23986,4"
6109,16G181005,1999,9336
6110,16G181005,2009,10641
6111,16G181005,2019,"31031,1"
6112,16G181007,1999,"7113,6"
6113,16G181007,2009,3984
6114,16G181007,2019,"9263,1"
6115,16G181008,1999,"5393,5"
6116,16G181008,2009,"5409,9"
6117,16G181008,2019,"17777,8"
6118,16G181009,1999,"26944,6"
6119,16G181009,2009,27022
6120,16G181009,2019,"59509,9"
6121,16G181013,1999,"9568,9"
6122,16G181013,2009,"18489,4"
6123,16G181013,2019,"35888,2"
6124,16G181014,1999,"6277,3"
6125,16G181014,2009,"8016,1"
6126,16G181014,2019,"34020,4"
6127,16G181015,1999,"19661,3"
6128,16G181015,2009,24090
6129,16G181015,2019,"39146,6"
6130,16G1811,1999,"1575,3"
6131,16G1811,2009,"1755,8"
6132,16G1811,2019,"3065,9"
6133,16G181102,1999,"1613,8"
6134,16G181102,2009,1981
6135,16G181102,2019,2793
6136,16G181103,1999,"1438,2"
6137,16G181103,2009,1606
6138,16G181103,2019,"2438,2"
6139,16G181104,1999,"1610,4"
6140,16G181104,2009,"1479,5"
6141,16G181104,2019,5378
6142,16G181105,1999,"982,2"
6143,16G181105,2009,"1386,8"
6144,16G181105,2019,"2186,6"
6145,16G181106,1999,"1682,2"
6146,16G181106,2009,"1544,4"
6147,16G181106,2019,"1234,3"
6148,16G181109,1999,"1866,3"
6149,16G181109,2009,"1487,7"
6150,16G181109,2019,"3021,1"
6151,16G181110,1999,"1448,7"
6152,16G181110,2009,"1426,7"
6153,16G181110,2019,"3212,5"
6154,16G181111,1999,"1691,8"
6155,16G181111,2009,"2118,7"
6156,16G181111,2019,"5128,9"
6157,16G181112,1999,"2415,6"
6158,16G181112,2009,"6765,2"
6159,16G181112,2019,"2431,7"
6160,16G181114,1999,1292
6161,16G181114,2009,"1247,3"
6162,16G181114,2019,"1872,7"
6163,16G181115,1999,"1342,8"
6164,16G181115,2009,"1248,6"
6165,16G181115,2019,"1360,4"
6166,16G1814,1999,"5636,3"
6167,16G1814,2009,4179
6168,16G1814,2019,"7330,2"
6169,16G181403,1999,"8894,1"
6170,16G181403,2009,"3804,8"
6171,16G181403,2019,"6771,6"
6172,16G181405,1999,"12755,2"
6173,16G181405,2009,"18360,2"
6174,16G181405,2019,"19145,1"
6175,16G181406,1999,"3028,6"
6176,16G181406,2009,"3034,6"
6177,16G181406,2019,"2837,8"
6178,16G181410,1999,"4074,9"
6179,16G181410,2009,"4423,3"
6180,16G181410,2019,"5377,7"
6181,16G181411,1999,"4228,6"
6182,16G181411,2009,"2133,2"
6183,16G181411,2019,"13197,4"
6184,16G181412,1999,"4930,9"
6185,16G181412,2009,"2728,2"
6186,16G181412,2019,"5672,3"
6187,16G1816,1999,"3330,1"
6188,16G1816,2009,"4492,1"
6189,16G1816,2019,"6370,5"
6190,16G181602,1999,"5817,5"
6191,16G181602,2009,"8977,9"
6192,16G181602,2019,"13914,7"
6193,16G181606,1999,3284
6194,16G181606,2009,"2588,1"
6195,16G181606,2019,"9204,2"
6196,16G181607,1999,"2449,4"
6197,16G181607,2009,2034
6198,16G181607,2019,"2464,9"
6199,16G181608,1999,"3494,1"
6200,16G181608,2009,"15489,9"
6201,16G181608,2019,"15962,9"
6202,16G181609,1999,"2991,8"
6203,16G181609,2009,"2344,4"
6204,16G181609,2019,"6151,1"
6205,16G181612,1999,"1492,1"
6206,16G181612,2009,"4739,4"
6207,16G181612,2019,"4342,6"
6208,16G181615,1999,4130
6209,16G181615,2009,9769
6210,16G181615,2019,"21412,4"
6211,16G181616,1999,"2803,6"
6212,16G181616,2009,"2715,8"
6213,16G181616,2019,"7994,5"
6214,16G181620,1999,"4434,3"
6215,16G181620,2009,"14299,7"
6216,16G181620,2019,"5742,9"
6217,16G181621,1999,"3886,3"
6218,16G181621,2009,"2169,3"
6219,16G181621,2019,2919
6220,16G181622,1999,"2080,1"
6221,16G181622,2009,"737,6"
6222,16G181622,2019,"953,3"
6223,16G181623,1999,"1748,2"
6224,16G181623,2009,"1644,5"
6225,16G181623,2019,"11964,1"
6226,16G181617,1999,3101
6227,16G181617,2009,"2879,5"
6228,16G181617,2019,"4732,9"
6229,16G181619,1999,"6675,3"
6230,16G181619,2009,"6658,1"
6231,16G181619,2019,"8624,1"
6232,16G1817,1999,"2410,1"
6233,16G1817,2009,"3543,1"
6234,16G1817,2019,6744
6235,16G181702,1999,2728
6236,16G181702,2009,2622
6237,16G181702,2019,"4339,3"
6238,16G181704,1999,"1879,3"
6239,16G181704,2009,"2916,3"
6240,16G181704,2019,"6145,8"
6241,16G181706,1999,"1692,1"
6242,16G181706,2009,"1992,6"
6243,16G181706,2019,"5589,6"
6244,16G181707,1999,"2242,4"
6245,16G181707,2009,"2295,6"
6246,16G181707,2019,"3957,4"
6247,16G181709,1999,2809
6248,16G181709,2009,"2313,7"
6249,16G181709,2019,"3780,5"
6250,16G181710,1999,"1972,3"
6251,16G181710,2009,"1867,5"
6252,16G181710,2019,10271
6253,16G181711,1999,"3830,2"
6254,16G181711,2009,"5736,5"
6255,16G181711,2019,"6283,5"
6256,16G181713,1999,"2314,6"
6257,16G181713,2009,"4400,8"
6258,16G181713,2019,"2891,6"
6259,16G181714,1999,"4228,6"
6260,16G181714,2009,8273
6261,16G181714,2019,"14305,7"
6262,16G1821,1999,"4929,6"
6263,16G1821,2009,5649
6264,16G1821,2019,"6862,9"
6265,16G182102,1999,"5356,3"
6266,16G182102,2009,"2327,4"
6267,16G182102,2019,"5111,2"
6268,16G182103,1999,"5355,9"
6269,16G182103,2009,"5091,1"
6270,16G182103,2019,"7028,8"
6271,16G182105,1999,"3313,2"
6272,16G182105,2009,"2974,5"
6273,16G182105,2019,"3667,2"
6274,16G182106,1999,"9706,9"
6275,16G182106,2009,11311
6276,16G182106,2019,"17447,4"
6277,16G182107,1999,"1428,4"
6278,16G182107,2009,"1827,5"
6279,16G182107,2019,"1630,5"
6280,16G182108,1999,"25744,1"
6281,16G182108,2009,"35421,8"
6282,16G182108,2019,"8379,6"
6283,16G182109,1999,"2618,2"
6284,16G182109,2009,"1912,6"
6285,16G182109,2019,"1844,8"
6286,16G182110,1999,"2851,5"
6287,16G182110,2009,"3366,1"
6288,16G182110,2019,7060
6289,16G182111,1999,"1795,7"
6290,16G182111,2009,"1685,6"
6291,16G182111,2019,2763
6292,16G182116,1999,"4508,5"
6293,16G182116,2009,"4029,9"
6294,16G182116,2019,"6501,2"
6295,16G182118,1999,"2581,3"
6296,16G182118,2009,"2120,6"
6297,16G182118,2019,"6650,1"
6298,16G182122,1999,"1560,4"
6299,16G182122,2009,"1527,9"
6300,16G182122,2019,"2268,5"
6301,16G182127,1999,"7241,8"
6302,16G182127,2009,"9483,7"
6303,16G182127,2019,"7013,1"
6304,16G182128,1999,"2934,1"
6305,16G182128,2009,"3509,7"
6306,16G182128,2019,"3425,1"
6307,16G182129,1999,"2328,6"
6308,16G182129,2009,"1856,4"
6309,16G182129,2019,"10654,2"
6310,16G182130,1999,"1913,2"
6311,16G182130,2009,"2318,4"
6312,16G182130,2019,"2643,6"
6313,16G182131,1999,"3702,4"
6314,16G182131,2009,"3991,8"
6315,16G182131,2019,"6669,6"
6316,16G182132,1999,"2513,6"
6317,16G182132,2009,"12767,3"
6318,16G182132,2019,"21657,8"
6319,16G182133,1999,"6472,4"
6320,16G182133,2009,"5213,7"
6321,16G182133,2019,"8138,1"
6322,16G1822,1999,"2349,7"
6323,16G1822,2009,"3546,7"
6324,16G1822,2019,"12238,6"
6325,16G182203,1999,1272
6326,16G182203,2009,802
6327,16G182203,2019,"6140,2"
6328,16G182204,1999,2459
6329,16G182204,2009,4469
6330,16G182204,2019,"33308,3"
6331,16G182205,1999,"3471,5"
6332,16G182205,2009,"5569,9"
6333,16G182205,2019,"15259,8"
6334,16G182208,1999,"1538,6"
6335,16G182208,2009,2864
6336,16G182208,2019,"7503,1"
6337,16G182206,1999,"1823,6"
6338,16G182206,2009,"2893,5"
6339,16G182206,2019,"11888,9"
6340,16G1823,1999,"2422,1"
6341,16G1823,2009,"2265,7"
6342,16G1823,2019,"4035,6"
6343,16G182301,1999,"2006,8"
6344,16G182301,2009,"1817,4"
6345,16G182301,2019,"3953,5"
6346,16G182304,1999,"2334,6"
6347,16G182304,2009,"3915,8"
6348,16G182304,2019,"4123,8"
6349,16G182305,1999,"2669,4"
6350,16G182305,2009,3092
6351,16G182305,2019,"2666,8"
6352,16G182306,1999,"1644,5"
6353,16G182306,2009,2203
6354,16G182306,2019,"6003,9"
6355,16G182307,1999,"2226,6"
6356,16G182307,2009,3100
6357,16G182307,2019,3175
6358,16G182310,1999,"5853,2"
6359,16G182310,2009,"7945,5"
6360,16G182310,2019,"14058,8"
6361,16G182337,1999,"2902,4"
6362,16G182337,2009,"2088,9"
6363,16G182337,2019,5568
6364,16G182315,1999,"1495,3"
6365,16G182315,2009,2314
6366,16G182315,2019,"6388,4"
6367,16G182316,1999,6281
6368,16G182316,2009,"3012,2"
6369,16G182316,2019,"24852,2"
6370,16G182318,1999,"7701,3"
6371,16G182318,2009,"3959,4"
6372,16G182318,2019,"4592,6"
6373,16G182319,1999,"2770,6"
6374,16G182319,2009,3282
6375,16G182319,2019,"6518,7"
6376,16G182320,1999,"2199,6"
6377,16G182320,2009,"2653,2"
6378,16G182320,2019,"3466,2"
6379,16G182321,1999,"1739,7"
6380,16G182321,2009,2248
6381,16G182321,2019,"1319,7"
6382,16G182339,1999,"2440,1"
6383,16G182339,2009,"8166,8"
6384,16G182339,2019,"3503,8"
6385,16G182322,1999,"2037,7"
6386,16G182322,2009,"1749,7"
6387,16G182322,2019,"3730,2"
6388,16G182323,1999,"1826,1"
6389,16G182323,2009,"1787,6"
6390,16G182323,2019,"1490,5"
6391,16G182325,1999,"3572,8"
6392,16G182325,2009,"1381,8"
6393,16G182325,2019,12357
6394,16G182340,1999,"1848,1"
6395,16G182340,2009,"1504,4"
6396,16G182340,2019,"7909,8"
6397,16G182327,1999,"1656,3"
6398,16G182327,2009,"1542,3"
6399,16G182327,2019,"2061,2"
6400,16G182329,1999,"2330,2"
6401,16G182329,2009,"1789,1"
6402,16G182329,2019,"3470,3"
6403,16G182317,1999,"1639,2"
6404,16G182317,2009,"1615,4"
6405,16G182317,2019,"1439,2"
6406,16G182335,1999,"2019,6"
6407,16G182335,2009,"2010,8"
6408,16G182335,2019,3219
6409,16G182336,1999,"2288,3"
6410,16G182336,2009,"2054,6"
6411,16G182336,2019,"2755,9"
6412,16G182338,1999,2374
6413,16G182338,2009,"1590,9"
6414,16G182338,2019,"3197,7"
6415,16G182341,1999,"2691,6"
6416,16G182341,2009,"1519,4"
6417,16G182341,2019,1409
6418,16G1824,1999,5016
6419,16G1824,2009,"5676,7"
6420,16G1824,2019,"11835,8"
6421,16G182401,1999,"2544,5"
6422,16G182401,2009,"2691,3"
6423,16G182401,2019,"16239,1"
6424,16G182403,1999,"6815,3"
6425,16G182403,2009,"6917,2"
6426,16G182403,2019,"15103,5"
6427,16G182407,1999,"1202,2"
6428,16G182407,2009,"1065,7"
6429,16G182407,2019,"1892,4"
6430,16G182409,1999,"6686,1"
6431,16G182409,2009,"12381,1"
6432,16G182409,2019,"19476,3"
6433,16G182410,1999,"2196,4"
6434,16G182410,2009,"2971,9"
6435,16G182410,2019,"9535,5"
6436,16G182413,1999,"7350,4"
6437,16G182413,2009,"8012,4"
6438,16G182413,2019,"11193,2"
6439,16G182414,1999,"6998,4"
