Region,Work_load,primary_key,Work_1989
"111160221: União das freguesias de Arga (Baixo, Cima e São João)",Mão-de-obra agrícola total,"111160221: União das freguesias de Arga (Baixo, Cima e São João)Mão-de-obra agrícola total",141
111160222: União das freguesias de Caminha (Matriz) e Vilarelho,Mão-de-obra agrícola total,111160222: União das freguesias de Caminha (Matriz) e VilarelhoMão-de-obra agrícola total,70
111160223: União das freguesias de Gondar e Orbacém,Mão-de-obra agrícola total,111160223: União das freguesias de Gondar e OrbacémMão-de-obra agrícola total,185
111160224: União das freguesias de Moledo e Cristelo,Mão-de-obra agrícola total,111160224: União das freguesias de Moledo e CristeloMão-de-obra agrícola total,85
111160225: União das freguesias de Venade e Azevedo,Mão-de-obra agrícola total,111160225: União das freguesias de Venade e AzevedoMão-de-obra agrícola total,213
111160217: Vila Praia de Âncora,Mão-de-obra agrícola total,111160217: Vila Praia de ÂncoraMão-de-obra agrícola total,88
111160218: Vilar de Mouros,Mão-de-obra agrícola total,111160218: Vilar de MourosMão-de-obra agrícola total,67
111160220: Vile,Mão-de-obra agrícola total,111160220: VileMão-de-obra agrícola total,48
1111603: Melgaço,Mão-de-obra agrícola total,1111603: MelgaçoMão-de-obra agrícola total,4172
111160301: Alvaredo,Mão-de-obra agrícola total,111160301: AlvaredoMão-de-obra agrícola total,226
111160304: Cousso,Mão-de-obra agrícola total,111160304: CoussoMão-de-obra agrícola total,161
111160305: Cristoval,Mão-de-obra agrícola total,111160305: CristovalMão-de-obra agrícola total,331
111160307: Fiães,Mão-de-obra agrícola total,111160307: FiãesMão-de-obra agrícola total,280
111160308: Gave,Mão-de-obra agrícola total,111160308: GaveMão-de-obra agrícola total,123
111160311: Paderne,Mão-de-obra agrícola total,111160311: PaderneMão-de-obra agrícola total,427
111160313: Penso,Mão-de-obra agrícola total,111160313: PensoMão-de-obra agrícola total,193
111160317: São Paio,Mão-de-obra agrícola total,111160317: São PaioMão-de-obra agrícola total,243
111160319: União das freguesias de Castro Laboreiro e Lamas de Mouro,Mão-de-obra agrícola total,111160319: União das freguesias de Castro Laboreiro e Lamas de MouroMão-de-obra agrícola total,746
111160320: União das freguesias de Chaviães e Paços,Mão-de-obra agrícola total,111160320: União das freguesias de Chaviães e PaçosMão-de-obra agrícola total,452
111160321: União das freguesias de Parada do Monte e Cubalhão,Mão-de-obra agrícola total,111160321: União das freguesias de Parada do Monte e CubalhãoMão-de-obra agrícola total,370
111160322: União das freguesias de Prado e Remoães,Mão-de-obra agrícola total,111160322: União das freguesias de Prado e RemoãesMão-de-obra agrícola total,176
111160323: União das freguesias de Vila e Roussas,Mão-de-obra agrícola total,111160323: União das freguesias de Vila e RoussasMão-de-obra agrícola total,446
1111604: Monção,Mão-de-obra agrícola total,1111604: MonçãoMão-de-obra agrícola total,7016
111160401: Abedim,Mão-de-obra agrícola total,111160401: AbedimMão-de-obra agrícola total,161
111160404: Barbeita,Mão-de-obra agrícola total,111160404: BarbeitaMão-de-obra agrícola total,411
111160405: Barroças e Taias,Mão-de-obra agrícola total,111160405: Barroças e TaiasMão-de-obra agrícola total,125
111160406: Bela,Mão-de-obra agrícola total,111160406: BelaMão-de-obra agrícola total,234
111160407: Cambeses,Mão-de-obra agrícola total,111160407: CambesesMão-de-obra agrícola total,131
111160410: Lara,Mão-de-obra agrícola total,111160410: LaraMão-de-obra agrícola total,200
111160411: Longos Vales,Mão-de-obra agrícola total,111160411: Longos ValesMão-de-obra agrícola total,336
111160415: Merufe,Mão-de-obra agrícola total,111160415: MerufeMão-de-obra agrícola total,733
111160418: Moreira,Mão-de-obra agrícola total,111160418: MoreiraMão-de-obra agrícola total,262
111160420: Pias,Mão-de-obra agrícola total,111160420: PiasMão-de-obra agrícola total,471
111160421: Pinheiros,Mão-de-obra agrícola total,111160421: PinheirosMão-de-obra agrícola total,111
111160422: Podame,Mão-de-obra agrícola total,111160422: PodameMão-de-obra agrícola total,156
111160423: Portela,Mão-de-obra agrícola total,111160423: PortelaMão-de-obra agrícola total,165
111160424: Riba de Mouro,Mão-de-obra agrícola total,111160424: Riba de MouroMão-de-obra agrícola total,556
111160427: Segude,Mão-de-obra agrícola total,111160427: SegudeMão-de-obra agrícola total,273
111160428: Tangil,Mão-de-obra agrícola total,111160428: TangilMão-de-obra agrícola total,455
111160431: Trute,Mão-de-obra agrícola total,111160431: TruteMão-de-obra agrícola total,162
111160434: União das freguesias de Anhões e Luzio,Mão-de-obra agrícola total,111160434: União das freguesias de Anhões e LuzioMão-de-obra agrícola total,239
111160435: União das freguesias de Ceivães e Badim,Mão-de-obra agrícola total,111160435: União das freguesias de Ceivães e BadimMão-de-obra agrícola total,210
111160436: União das freguesias de Mazedo e Cortes,Mão-de-obra agrícola total,111160436: União das freguesias de Mazedo e CortesMão-de-obra agrícola total,564
"111160437: União das freguesias de Messegães, Valadares e Sá",Mão-de-obra agrícola total,"111160437: União das freguesias de Messegães, Valadares e SáMão-de-obra agrícola total",405
111160438: União das freguesias de Monção e Troviscoso,Mão-de-obra agrícola total,111160438: União das freguesias de Monção e TroviscosoMão-de-obra agrícola total,201
"111160439: União das freguesias de Sago, Lordelo e Parada",Mão-de-obra agrícola total,"111160439: União das freguesias de Sago, Lordelo e ParadaMão-de-obra agrícola total",280
111160440: União das freguesias de Troporiz e Lapela,Mão-de-obra agrícola total,111160440: União das freguesias de Troporiz e LapelaMão-de-obra agrícola total,176
1111605: Paredes de Coura,Mão-de-obra agrícola total,1111605: Paredes de CouraMão-de-obra agrícola total,2586
111160501: Agualonga,Mão-de-obra agrícola total,111160501: AgualongaMão-de-obra agrícola total,125
111160503: Castanheira,Mão-de-obra agrícola total,111160503: CastanheiraMão-de-obra agrícola total,216
111160505: Coura,Mão-de-obra agrícola total,111160505: CouraMão-de-obra agrícola total,72
111160507: Cunha,Mão-de-obra agrícola total,111160507: CunhaMão-de-obra agrícola total,228
111160510: Infesta,Mão-de-obra agrícola total,111160510: InfestaMão-de-obra agrícola total,171
111160513: Mozelos,Mão-de-obra agrícola total,111160513: MozelosMão-de-obra agrícola total,83
111160514: Padornelo,Mão-de-obra agrícola total,111160514: PadorneloMão-de-obra agrícola total,136
111160515: Parada,Mão-de-obra agrícola total,111160515: ParadaMão-de-obra agrícola total,105
111160519: Romarigães,Mão-de-obra agrícola total,111160519: RomarigãesMão-de-obra agrícola total,111
111160520: Rubiães,Mão-de-obra agrícola total,111160520: RubiãesMão-de-obra agrícola total,119
111160522: União das freguesias de Bico e Cristelo,Mão-de-obra agrícola total,111160522: União das freguesias de Bico e CristeloMão-de-obra agrícola total,295
111160523: União das freguesias de Cossourado e Linhares,Mão-de-obra agrícola total,111160523: União das freguesias de Cossourado e LinharesMão-de-obra agrícola total,76
111160524: União das freguesias de Formariz e Ferreira,Mão-de-obra agrícola total,111160524: União das freguesias de Formariz e FerreiraMão-de-obra agrícola total,323
111160525: União das freguesias de Insalde e Porreiras,Mão-de-obra agrícola total,111160525: União das freguesias de Insalde e PorreirasMão-de-obra agrícola total,248
111160526: União das freguesias de Paredes de Coura e Resende,Mão-de-obra agrícola total,111160526: União das freguesias de Paredes de Coura e ResendeMão-de-obra agrícola total,206
111160521: Vascões,Mão-de-obra agrícola total,111160521: VascõesMão-de-obra agrícola total,74
1111606: Ponte da Barca,Mão-de-obra agrícola total,1111606: Ponte da BarcaMão-de-obra agrícola total,3869
111160601: Azias,Mão-de-obra agrícola total,111160601: AziasMão-de-obra agrícola total,247
111160602: Boivães,Mão-de-obra agrícola total,111160602: BoivãesMão-de-obra agrícola total,201
111160603: Bravães,Mão-de-obra agrícola total,111160603: BravãesMão-de-obra agrícola total,222
111160604: Britelo,Mão-de-obra agrícola total,111160604: BriteloMão-de-obra agrícola total,125
111160606: Cuide de Vila Verde,Mão-de-obra agrícola total,111160606: Cuide de Vila VerdeMão-de-obra agrícola total,152
111160611: Lavradas,Mão-de-obra agrícola total,111160611: LavradasMão-de-obra agrícola total,214
111160612: Lindoso,Mão-de-obra agrícola total,111160612: LindosoMão-de-obra agrícola total,224
111160613: Nogueira,Mão-de-obra agrícola total,111160613: NogueiraMão-de-obra agrícola total,148
111160614: Oleiros,Mão-de-obra agrícola total,111160614: OleirosMão-de-obra agrícola total,153
111160619: Sampriz,Mão-de-obra agrícola total,111160619: SamprizMão-de-obra agrícola total,238
"111160626: União das freguesias de Crasto, Ruivos e Grovelas",Mão-de-obra agrícola total,"111160626: União das freguesias de Crasto, Ruivos e GrovelasMão-de-obra agrícola total",436
"111160627: União das freguesias de Entre Ambos-os-Rios, Ermida e Germil",Mão-de-obra agrícola total,"111160627: União das freguesias de Entre Ambos-os-Rios, Ermida e GermilMão-de-obra agrícola total",339
"111160628: União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",Mão-de-obra agrícola total,"111160628: União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de MagalhãesMão-de-obra agrícola total",379
111160629: União das freguesias de Touvedo (São Lourenço e Salvador),Mão-de-obra agrícola total,111160629: União das freguesias de Touvedo (São Lourenço e Salvador)Mão-de-obra agrícola total,179
111160630: União das freguesias de Vila Chã (São João Baptista e Santiago),Mão-de-obra agrícola total,111160630: União das freguesias de Vila Chã (São João Baptista e Santiago)Mão-de-obra agrícola total,425
111160623: Vade (São Pedro),Mão-de-obra agrícola total,111160623: Vade (São Pedro)Mão-de-obra agrícola total,41
111160624: Vade (São Tomé),Mão-de-obra agrícola total,111160624: Vade (São Tomé)Mão-de-obra agrícola total,146
1111607: Ponte de Lima,Mão-de-obra agrícola total,1111607: Ponte de LimaMão-de-obra agrícola total,10716
111160701: Anais,Mão-de-obra agrícola total,111160701: AnaisMão-de-obra agrícola total,365
111160752: Arca e Ponte de Lima,Mão-de-obra agrícola total,111160752: Arca e Ponte de LimaMão-de-obra agrícola total,55
111160704: Arcozelo,Mão-de-obra agrícola total,111160704: ArcozeloMão-de-obra agrícola total,347
"111160753: Ardegão, Freixo e Mato",Mão-de-obra agrícola total,"111160753: Ardegão, Freixo e MatoMão-de-obra agrícola total",240
111160754: Associação de freguesias do Vale do Neiva,Mão-de-obra agrícola total,111160754: Associação de freguesias do Vale do NeivaMão-de-obra agrícola total,249
111160755: Bárrio e Cepões,Mão-de-obra agrícola total,111160755: Bárrio e CepõesMão-de-obra agrícola total,297
111160707: Beiral do Lima,Mão-de-obra agrícola total,111160707: Beiral do LimaMão-de-obra agrícola total,357
111160708: Bertiandos,Mão-de-obra agrícola total,111160708: BertiandosMão-de-obra agrícola total,125
111160709: Boalhosa,Mão-de-obra agrícola total,111160709: BoalhosaMão-de-obra agrícola total,105
111160710: Brandara,Mão-de-obra agrícola total,111160710: BrandaraMão-de-obra agrícola total,98
111160756: Cabaços e Fojo Lobal,Mão-de-obra agrícola total,111160756: Cabaços e Fojo LobalMão-de-obra agrícola total,287
111160757: Cabração e Moreira do Lima,Mão-de-obra agrícola total,111160757: Cabração e Moreira do LimaMão-de-obra agrícola total,384
111160713: Calheiros,Mão-de-obra agrícola total,111160713: CalheirosMão-de-obra agrícola total,347
111160714: Calvelo,Mão-de-obra agrícola total,111160714: CalveloMão-de-obra agrícola total,196
111160716: Correlhã,Mão-de-obra agrícola total,111160716: CorrelhãMão-de-obra agrícola total,621
111160717: Estorãos,Mão-de-obra agrícola total,111160717: EstorãosMão-de-obra agrícola total,211
111160718: Facha,Mão-de-obra agrícola total,111160718: FachaMão-de-obra agrícola total,436
111160719: Feitosa,Mão-de-obra agrícola total,111160719: FeitosaMão-de-obra agrícola total,83
111160721: Fontão,Mão-de-obra agrícola total,111160721: FontãoMão-de-obra agrícola total,159
111160758: Fornelos e Queijada,Mão-de-obra agrícola total,111160758: Fornelos e QueijadaMão-de-obra agrícola total,614
111160724: Friastelas,Mão-de-obra agrícola total,111160724: FriastelasMão-de-obra agrícola total,261
111160726: Gandra,Mão-de-obra agrícola total,111160726: GandraMão-de-obra agrícola total,247
111160727: Gemieira,Mão-de-obra agrícola total,111160727: GemieiraMão-de-obra agrícola total,185
111160728: Gondufe,Mão-de-obra agrícola total,111160728: GondufeMão-de-obra agrícola total,179
111160729: Labruja,Mão-de-obra agrícola total,111160729: LabrujaMão-de-obra agrícola total,212
"111160759: Labrujó, Rendufe e Vilar do Monte",Mão-de-obra agrícola total,"111160759: Labrujó, Rendufe e Vilar do MonteMão-de-obra agrícola total",303
111160760: Navió e Vitorino dos Piães,Mão-de-obra agrícola total,111160760: Navió e Vitorino dos PiãesMão-de-obra agrícola total,611
111160734: Poiares,Mão-de-obra agrícola total,111160734: PoiaresMão-de-obra agrícola total,339
111160744: Rebordões (Santa Maria),Mão-de-obra agrícola total,111160744: Rebordões (Santa Maria)Mão-de-obra agrícola total,265
111160747: Rebordões (Souto),Mão-de-obra agrícola total,111160747: Rebordões (Souto)Mão-de-obra agrícola total,482
111160737: Refóios do Lima,Mão-de-obra agrícola total,111160737: Refóios do LimaMão-de-obra agrícola total,675
111160739: Ribeira,Mão-de-obra agrícola total,111160739: RibeiraMão-de-obra agrícola total,336
111160740: Sá,Mão-de-obra agrícola total,111160740: SáMão-de-obra agrícola total,79
111160742: Santa Comba,Mão-de-obra agrícola total,111160742: Santa CombaMão-de-obra agrícola total,71
111160743: Santa Cruz do Lima,Mão-de-obra agrícola total,111160743: Santa Cruz do LimaMão-de-obra agrícola total,116
111160703: São Pedro d'Arcos,Mão-de-obra agrícola total,111160703: São Pedro d'ArcosMão-de-obra agrícola total,224
111160745: Seara,Mão-de-obra agrícola total,111160745: SearaMão-de-obra agrícola total,117
111160746: Serdedelo,Mão-de-obra agrícola total,111160746: SerdedeloMão-de-obra agrícola total,209
111160750: Vitorino das Donas,Mão-de-obra agrícola total,111160750: Vitorino das DonasMão-de-obra agrícola total,227
1111608: Valença,Mão-de-obra agrícola total,1111608: ValençaMão-de-obra agrícola total,1999
111160802: Boivão,Mão-de-obra agrícola total,111160802: BoivãoMão-de-obra agrícola total,101
111160803: Cerdal,Mão-de-obra agrícola total,111160803: CerdalMão-de-obra agrícola total,359
111160805: Fontoura,Mão-de-obra agrícola total,111160805: FontouraMão-de-obra agrícola total,160
111160806: Friestas,Mão-de-obra agrícola total,111160806: FriestasMão-de-obra agrícola total,85
111160808: Ganfei,Mão-de-obra agrícola total,111160808: GanfeiMão-de-obra agrícola total,224
111160812: São Pedro da Torre,Mão-de-obra agrícola total,111160812: São Pedro da TorreMão-de-obra agrícola total,110
111160817: União das freguesias de Gandra e Taião,Mão-de-obra agrícola total,111160817: União das freguesias de Gandra e TaiãoMão-de-obra agrícola total,301
111160818: União das freguesias de Gondomil e Sanfins,Mão-de-obra agrícola total,111160818: União das freguesias de Gondomil e SanfinsMão-de-obra agrícola total,197
111160819: União das freguesias de São Julião e Silva,Mão-de-obra agrícola total,111160819: União das freguesias de São Julião e SilvaMão-de-obra agrícola total,215
"111160820: União das freguesias de Valença, Cristelo Covo e Arão",Mão-de-obra agrícola total,"111160820: União das freguesias de Valença, Cristelo Covo e ArãoMão-de-obra agrícola total",128
111160816: Verdoejo,Mão-de-obra agrícola total,111160816: VerdoejoMão-de-obra agrícola total,118
1111609: Viana do Castelo,Mão-de-obra agrícola total,1111609: Viana do CasteloMão-de-obra agrícola total,8847
111160901: Afife,Mão-de-obra agrícola total,111160901: AfifeMão-de-obra agrícola total,147
111160902: Alvarães,Mão-de-obra agrícola total,111160902: AlvarãesMão-de-obra agrícola total,345
111160903: Amonde,Mão-de-obra agrícola total,111160903: AmondeMão-de-obra agrícola total,120
111160904: Anha,Mão-de-obra agrícola total,111160904: AnhaMão-de-obra agrícola total,206
111160905: Areosa,Mão-de-obra agrícola total,111160905: AreosaMão-de-obra agrícola total,251
111160908: Carreço,Mão-de-obra agrícola total,111160908: CarreçoMão-de-obra agrícola total,243
111160910: Castelo do Neiva,Mão-de-obra agrícola total,111160910: Castelo do NeivaMão-de-obra agrícola total,575
111160940: Chafé,Mão-de-obra agrícola total,111160940: ChaféMão-de-obra agrícola total,278
111160911: Darque,Mão-de-obra agrícola total,111160911: DarqueMão-de-obra agrícola total,89
111160914: Freixieiro de Soutelo,Mão-de-obra agrícola total,111160914: Freixieiro de SouteloMão-de-obra agrícola total,190
111160915: Lanheses,Mão-de-obra agrícola total,111160915: LanhesesMão-de-obra agrícola total,326
111160920: Montaria,Mão-de-obra agrícola total,111160920: MontariaMão-de-obra agrícola total,292
111160922: Mujães,Mão-de-obra agrícola total,111160922: MujãesMão-de-obra agrícola total,89
111160925: Outeiro,Mão-de-obra agrícola total,111160925: OuteiroMão-de-obra agrícola total,364
111160926: Perre,Mão-de-obra agrícola total,111160926: PerreMão-de-obra agrícola total,349
111160928: Santa Marta de Portuzelo,Mão-de-obra agrícola total,111160928: Santa Marta de PortuzeloMão-de-obra agrícola total,327
111160923: São Romão de Neiva,Mão-de-obra agrícola total,111160923: São Romão de NeivaMão-de-obra agrícola total,215
111160941: União das freguesias de Barroselas e Carvoeiro,Mão-de-obra agrícola total,111160941: União das freguesias de Barroselas e CarvoeiroMão-de-obra agrícola total,655
111160942: União das freguesias de Cardielos e Serreleis,Mão-de-obra agrícola total,111160942: União das freguesias de Cardielos e SerreleisMão-de-obra agrícola total,248
"111160943: União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão",Mão-de-obra agrícola total,"111160943: União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e DeãoMão-de-obra agrícola total",1021
111160944: União das freguesias de Mazarefes e Vila Fria,Mão-de-obra agrícola total,111160944: União das freguesias de Mazarefes e Vila FriaMão-de-obra agrícola total,348
"111160945: União das freguesias de Nogueira, Meixedo e Vilar de Murteda",Mão-de-obra agrícola total,"111160945: União das freguesias de Nogueira, Meixedo e Vilar de MurtedaMão-de-obra agrícola total",509
"111160946: União das freguesias de Subportela, Deocriste e Portela Susã",Mão-de-obra agrícola total,"111160946: União das freguesias de Subportela, Deocriste e Portela SusãMão-de-obra agrícola total",565
111160947: União das freguesias de Torre e Vila Mou,Mão-de-obra agrícola total,111160947: União das freguesias de Torre e Vila MouMão-de-obra agrícola total,291
111160948: União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Mão-de-obra agrícola total,111160948: União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e MeadelaMão-de-obra agrícola total,214
111160938: Vila de Punhe,Mão-de-obra agrícola total,111160938: Vila de PunheMão-de-obra agrícola total,273
111160935: Vila Franca,Mão-de-obra agrícola total,111160935: Vila FrancaMão-de-obra agrícola total,318
1111610: Vila Nova de Cerveira,Mão-de-obra agrícola total,1111610: Vila Nova de CerveiraMão-de-obra agrícola total,1259
111161003: Cornes,Mão-de-obra agrícola total,111161003: CornesMão-de-obra agrícola total,69
111161004: Covas,Mão-de-obra agrícola total,111161004: CovasMão-de-obra agrícola total,219
111161006: Gondarém,Mão-de-obra agrícola total,111161006: GondarémMão-de-obra agrícola total,74
111161007: Loivo,Mão-de-obra agrícola total,111161007: LoivoMão-de-obra agrícola total,58
111161009: Mentrestido,Mão-de-obra agrícola total,111161009: MentrestidoMão-de-obra agrícola total,136
111161012: Sapardos,Mão-de-obra agrícola total,111161012: SapardosMão-de-obra agrícola total,111
111161013: Sopo,Mão-de-obra agrícola total,111161013: SopoMão-de-obra agrícola total,86
111161016: União das freguesias de Campos e Vila Meã,Mão-de-obra agrícola total,111161016: União das freguesias de Campos e Vila MeãMão-de-obra agrícola total,172
111161017: União das freguesias de Candemil e Gondar,Mão-de-obra agrícola total,111161017: União das freguesias de Candemil e GondarMão-de-obra agrícola total,123
111161018: União das freguesias de Reboreda e Nogueira,Mão-de-obra agrícola total,111161018: União das freguesias de Reboreda e NogueiraMão-de-obra agrícola total,157
111161019: União das freguesias de Vila Nova de Cerveira e Lovelhe,Mão-de-obra agrícola total,111161019: União das freguesias de Vila Nova de Cerveira e LovelheMão-de-obra agrícola total,52
112: Cávado,Mão-de-obra agrícola total,112: CávadoMão-de-obra agrícola total,36593
1120301: Amares,Mão-de-obra agrícola total,1120301: AmaresMão-de-obra agrícola total,3110
112030102: Barreiros,Mão-de-obra agrícola total,112030102: BarreirosMão-de-obra agrícola total,150
112030104: Bico,Mão-de-obra agrícola total,112030104: BicoMão-de-obra agrícola total,74
112030119: Bouro (Santa Maria),Mão-de-obra agrícola total,112030119: Bouro (Santa Maria)Mão-de-obra agrícola total,168
112030120: Bouro (Santa Marta),Mão-de-obra agrícola total,112030120: Bouro (Santa Marta)Mão-de-obra agrícola total,198
112030105: Caires,Mão-de-obra agrícola total,112030105: CairesMão-de-obra agrícola total,130
112030107: Carrazedo,Mão-de-obra agrícola total,112030107: CarrazedoMão-de-obra agrícola total,109
112030108: Dornelas,Mão-de-obra agrícola total,112030108: DornelasMão-de-obra agrícola total,117
112030111: Fiscal,Mão-de-obra agrícola total,112030111: FiscalMão-de-obra agrícola total,248
112030112: Goães,Mão-de-obra agrícola total,112030112: GoãesMão-de-obra agrícola total,182
112030113: Lago,Mão-de-obra agrícola total,112030113: LagoMão-de-obra agrícola total,198
112030118: Rendufe,Mão-de-obra agrícola total,112030118: RendufeMão-de-obra agrícola total,186
112030125: União das freguesias de Amares e Figueiredo,Mão-de-obra agrícola total,112030125: União das freguesias de Amares e FigueiredoMão-de-obra agrícola total,150
"112030126: União das freguesias de Caldelas, Sequeiros e Paranhos",Mão-de-obra agrícola total,"112030126: União das freguesias de Caldelas, Sequeiros e ParanhosMão-de-obra agrícola total",387
"112030127: União das freguesias de Ferreiros, Prozelo e Besteiros",Mão-de-obra agrícola total,"112030127: União das freguesias de Ferreiros, Prozelo e BesteirosMão-de-obra agrícola total",315
112030128: União das freguesias de Torre e Portela,Mão-de-obra agrícola total,112030128: União das freguesias de Torre e PortelaMão-de-obra agrícola total,208
"112030129: União das freguesias de Vilela, Seramil e Paredes Secas",Mão-de-obra agrícola total,"112030129: União das freguesias de Vilela, Seramil e Paredes SecasMão-de-obra agrícola total",290
1120302: Barcelos,Mão-de-obra agrícola total,1120302: BarcelosMão-de-obra agrícola total,13096
112030201: Abade de Neiva,Mão-de-obra agrícola total,112030201: Abade de NeivaMão-de-obra agrícola total,183
112030202: Aborim,Mão-de-obra agrícola total,112030202: AborimMão-de-obra agrícola total,95
