111160424: Riba de Mouro;573;254;647;145;17;3605;126;116;
111160427: Segude;98;20;270;- -;1;985;72;16;
111160428: Tangil;526;148;415;94;21;3364;156;111;
111160431: Trute;125;113;336;1;4;1172;24;- -;
111160434: União das freguesias de Anhões e Luzio;282;105;644;235;20;1320;51;4;
111160435: União das freguesias de Ceivães e Badim;166;48;433;20;2;2209;103;52;
111160436: União das freguesias de Mazedo e Cortes;128;126;1473;24;19;7100;197;47;
111160437: União das freguesias de Messegães, Valadares e Sá;193;167;541;15;11;3020;162;53;
111160438: União das freguesias de Monção e Troviscoso;106;91;877;8;3;2207;108;64;
111160439: União das freguesias de Sago, Lordelo e Parada;229;100;529;54;27;2210;43;53;
111160440: União das freguesias de Troporiz e Lapela;29;26;273;12;9;1988;46;5;
1111605: Paredes de Coura;3456;1602;4520;222;109;29530;2137;333;
111160501: Agualonga;163;55;109;25;- -;897;32;- -;
111160503: Castanheira;263;96;197;- -;9;2136;120;10;
111160505: Coura;166;93;159;9;3;1230;36;9;
111160507: Cunha;251;153;121;1;6;1845;131;62;
111160510: Infesta;143;88;218;1;2;2017;265;36;
111160513: Mozelos;74;105;439;54;- -;949;59;13;
111160514: Padornelo;179;82;298;7;2;1677;225;32;
111160515: Parada;159;87;171;13;1;1303;65;1;
111160519: Romarigães;137;36;156;3;- -;740;84;2;
111160520: Rubiães;204;71;205;2;2;1700;51;42;
111160522: União das freguesias de Bico e Cristelo;373;211;621;38;26;2890;206;4;
111160523: União das freguesias de Cossourado e Linhares;146;62;271;11;8;1136;59;11;
111160524: União das freguesias de Formariz e Ferreira;387;180;564;13;15;4307;363;15;
111160525: União das freguesias de Insalde e Porreiras;509;80;339;18;20;2565;112;58;
111160526: União das freguesias de Paredes de Coura e Resende;178;161;325;16;15;3254;308;38;
111160521: Vascões;124;42;327;11;- -;884;21;- -;
1111606: Ponte da Barca;3373;944;2248;4363;145;24055;1299;1163;
111160601: Azias;216;14;115;51;21;820;- -;36;
111160602: Boivães;176;68;73;155;20;1213;84;15;
111160603: Bravães;207;24;44;49;1;1787;90;4;
111160604: Britelo;83;9;352;383;14;783;127;57;
111160606: Cuide de Vila Verde;114;60;15;6;9;981;64;- -;
111160611: Lavradas;356;62;156;68;6;3430;220;144;
111160612: Lindoso;412;28;141;389;5;1250;82;110;
111160613: Nogueira;69;64;53;102;5;1029;53;3;
111160614: Oleiros;113;29;78;29;4;1293;107;11;
111160619: Sampriz;237;62;23;41;2;1087;48;- -;
111160626: União das freguesias de Crasto, Ruivos e Grovelas;302;143;102;135;21;1882;154;30;
111160627: União das freguesias de Entre Ambos-os-Rios, Ermida e Germil;347;59;549;2635;11;1365;23;536;
111160628: União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;239;155;175;28;5;2977;200;29;
111160629: União das freguesias de Touvedo (São Lourenço e Salvador);92;35;29;30;- -;1058;3;119;
111160630: União das freguesias de Vila Chã (São João Baptista e Santiago);262;73;317;253;20;2032;11;52;
111160623: Vade (São Pedro);78;28;26;2;1;428;23;15;
111160624: Vade (São Tomé);70;31;- -;7;- -;640;10;2;
1111607: Ponte de Lima;13084;7289;3808;1965;187;118125;6837;1927;
111160701: Anais;247;238;62;60;7;20527;287;57;
111160752: Arca e Ponte de Lima;156;68;4;- -;- -;552;22;18;
111160704: Arcozelo;374;438;152;100;3;4633;285;77;
111160753: Ardegão, Freixo e Mato;608;170;210;8;1;2798;384;105;
111160754: Associação de freguesias do Vale do Neiva;643;113;105;17;4;3196;392;69;
111160755: Bárrio e Cepões;265;209;34;5;17;3178;181;14;
111160707: Beiral do Lima;342;107;101;81;- -;2288;170;116;
111160708: Bertiandos;216;413;22;7;2;1580;83;33;
111160709: Boalhosa;167;49;29;86;6;598;16;4;
111160710: Brandara;121;16;178;- -;- -;1587;47;67;
111160756: Cabaços e Fojo Lobal;468;128;102;16;13;2854;327;43;
111160757: Cabração e Moreira do Lima;508;258;156;227;2;4410;147;385;
111160713: Calheiros;383;104;87;58;2;3801;128;29;
111160714: Calvelo;226;85;37;16;- -;1581;219;20;
111160716: Correlhã;779;302;58;58;17;6084;443;11;
111160717: Estorãos;277;40;33;323;13;2218;20;92;
111160718: Facha;454;181;184;8;1;3637;277;29;
111160719: Feitosa;127;30;14;- -;6;1382;78;21;
111160721: Fontão;442;205;20;18;1;2765;103;5;
111160758: Fornelos e Queijada;561;1168;172;12;3;4842;361;100;
111160724: Friastelas;239;54;60;3;- -;2542;267;33;
111160726: Gandra;271;164;95;2;5;2887;340;50;
111160727: Gemieira;158;70;63;- -;2;1788;102;8;
111160728: Gondufe;222;81;205;71;12;1474;104;2;
111160729: Labruja;206;75;76;- -;4;2315;103;170;
111160759: Labrujó, Rendufe e Vilar do Monte;352;150;222;51;11;1974;104;15;
111160760: Navió e Vitorino dos Piães;690;433;287;80;10;4123;241;60;
111160734: Poiares;677;181;96;7;1;1985;127;48;
111160744: Rebordões (Santa Maria);304;155;91;18;5;2061;103;46;
111160747: Rebordões (Souto);322;129;126;5;6;2246;173;7;
111160737: Refóios do Lima;764;356;134;178;5;6053;384;51;
111160739: Ribeira;369;92;159;110;6;3914;255;29;
111160740: Sá;73;290;18;4;- -;1042;57;4;
111160742: Santa Comba;44;351;11;1;1;1003;82;6;
111160743: Santa Cruz do Lima;112;12;41;12;- -;1011;94;1;
111160703: São Pedro d'Arcos;289;149;236;54;15;2458;66;46;
111160745: Seara;155;74;7;- -;- -;1108;36;11;
111160746: Serdedelo;228;83;115;268;5;1493;121;21;
111160750: Vitorino das Donas;245;68;6;1;1;2137;108;24;
1111608: Valença;1681;425;6067;740;43;105286;1536;522;
111160802: Boivão;75;30;139;172;1;763;28;2;
111160803: Cerdal;359;53;1050;107;15;3668;240;5;
111160805: Fontoura;217;37;386;4;3;20098;69;29;
111160806: Friestas;19;18;315;12;3;965;48;19;
111160808: Ganfei;61;37;822;- -;1;2859;244;42;
111160812: São Pedro da Torre;125;18;268;10;1;37042;236;34;
111160817: União das freguesias de Gandra e Taião;209;34;765;107;4;31721;197;173;
111160818: União das freguesias de Gondomil e Sanfins;139;53;743;286;3;2242;68;40;
111160819: União das freguesias de São Julião e Silva;308;45;320;12;1;2035;99;89;
111160820: União das freguesias de Valença, Cristelo Covo e Arão;138;73;820;13;8;2192;98;6;
111160816: Verdoejo;31;27;439;17;3;1701;209;83;
1111609: Viana do Castelo;12969;3737;2675;1412;125;300161;6944;1206;
111160901: Afife;327;80;143;14;- -;48940;146;15;
111160902: Alvarães;622;98;58;4;1;3519;288;8;
111160903: Amonde;135;37;25;12;8;1069;54;32;
111160904: Anha;317;41;156;27;9;2421;162;37;
111160905: Areosa;335;65;275;108;1;7399;1749;- -;
111160908: Carreço;460;55;106;54;- -;2637;464;15;
111160910: Castelo do Neiva;702;399;63;34;- -;5885;398;- -;
111160940: Chafé;409;52;64;34;6;3354;151;3;
111160911: Darque;109;12;21;47;2;1002;38;12;
111160914: Freixieiro de Soutelo;337;58;54;79;9;1802;75;57;
111160915: Lanheses;584;140;33;34;1;5733;210;23;
111160920: Montaria;417;181;206;500;13;2847;143;172;
111160922: Mujães;127;12;40;- -;- -;687;80;33;
111160925: Outeiro;555;64;76;32;51;3607;221;304;
111160926: Perre;924;400;31;12;2;4885;186;96;
111160928: Santa Marta de Portuzelo;859;260;42;11;4;4954;49;41;
111160923: São Romão de Neiva;332;31;8;25;- -;86005;180;- -;
111160941: União das freguesias de Barroselas e Carvoeiro;637;153;253;210;5;7030;341;77;
111160942: União das freguesias de Cardielos e Serreleis;352;47;35;4;- -;2513;75;- -;
111160943: União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;1018;230;121;5;1;9690;358;9;
111160944: União das freguesias de Mazarefes e Vila Fria;463;85;35;9;2;3644;144;16;
111160945: União das freguesias de Nogueira, Meixedo e Vilar de Murteda;702;197;314;80;3;7626;260;161;
111160946: União das freguesias de Subportela, Deocriste e Portela Susã;803;131;172;43;1;5854;173;63;
111160947: União das freguesias de Torre e Vila Mou;561;55;149;28;1;56525;78;15;
111160948: União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;331;797;130;- -;2;7059;646;- -;
111160938: Vila de Punhe;170;28;49;3;1;2276;156;7;
111160935: Vila Franca;381;29;16;3;2;11198;119;10;
1111610: Vila Nova de Cerveira;2168;414;1646;233;27;27462;1497;487;
111161003: Cornes;167;32;185;29;1;1044;40;21;
111161004: Covas;247;62;142;29;3;2932;162;180;
111161006: Gondarém;117;16;208;15;2;8727;150;- -;
111161007: Loivo;64;13;131;31;2;1267;324;10;
111161009: Mentrestido;153;52;111;- -;- -;1540;200;- -;
111161012: Sapardos;141;28;128;- -;8;1273;89;34;
111161013: Sopo;148;14;57;23;3;1314;36;- -;
111161016: União das freguesias de Campos e Vila Meã;478;72;224;8;1;4505;226;66;
111161017: União das freguesias de Candemil e Gondar;177;55;138;16;4;1864;133;76;
111161018: União das freguesias de Reboreda e Nogueira;309;54;222;33;3;2071;96;94;
111161019: União das freguesias de Vila Nova de Cerveira e Lovelhe;167;16;100;49;- -;925;41;6;
112: Cávado;73306;15928;9868;9930;966;509558;31635;6736;
1120301: Amares;3004;1233;1086;557;91;133055;2544;834;
112030102: Barreiros;195;30;76;- -;- -;1055;106;4;
112030104: Bico;84;21;10;- -;- -;40571;60;- -;
112030119: Bouro (Santa Maria);120;80;11;3;- -;1404;136;113;
112030120: Bouro (Santa Marta);144;93;181;118;- -;1615;128;54;
112030105: Caires;159;48;42;17;20;2928;241;61;
112030107: Carrazedo;367;45;27;7;2;953;171;41;
112030108: Dornelas;210;41;42;22;1;1288;29;61;
112030111: Fiscal;155;71;37;- -;4;1815;141;- -;
112030112: Goães;133;117;56;12;1;1364;198;85;
112030113: Lago;89;78;56;17;2;1806;177;11;
112030118: Rendufe;133;101;47;3;1;1676;83;3;
112030125: União das freguesias de Amares e Figueiredo;232;52;36;3;- -;2121;126;33;
112030126: União das freguesias de Caldelas, Sequeiros e Paranhos;323;161;114;255;17;2740;249;32;
112030127: União das freguesias de Ferreiros, Prozelo e Besteiros;278;91;49;16;4;68399;420;253;
112030128: União das freguesias de Torre e Portela;93;70;88;23;8;1232;112;14;
112030129: União das freguesias de Vilela, Seramil e Paredes Secas;289;134;214;61;31;2088;167;69;
1120302: Barcelos;39127;3763;1207;274;142;122955;10404;1911;
112030201: Abade de Neiva;439;500;40;17;4;2310;161;37;
112030202: Aborim;139;9;12;15;1;782;55;19;
112030203: Adães;397;23;8;6;- -;924;105;15;
112030205: Airó;277;33;13;- -;2;1126;110;12;
112030206: Aldreu;213;33;22;3;3;719;81;11;
112030208: Alvelos;567;37;- -;- -;- -;1911;170;26;
112030209: Arcozelo;187;8;- -;- -;2;440;24;3;
112030210: Areias;84;17;2;2;1;516;13;12;
112030212: Balugães;298;30;22;20;- -;845;32;14;
112030213: Barcelinhos;272;96;30;- -;9;557;114;24;
112030215: Barqueiros;1086;47;7;1;6;2363;214;60;
112030216: Cambeses;520;48;2;1;- -;849;142;- -;
112030218: Carapeços;339;31;- -;2;9;1813;170;44;
112030220: Carvalhal;585;30;7;3;1;1037;238;35;
112030221: Carvalhas;180;13;- -;- -;1;357;103;3;
112030224: Cossourado;667;53;161;38;2;2082;29;13;
112030228: Cristelo;2175;77;5;6;3;3015;377;37;
112030234: Fornelos;364;31;- -;1;- -;792;146;21;
112030235: Fragoso;522;207;128;17;3;4682;85;56;
112030268: Galegos (Santa Maria);106;13;- -;- -;1;453;30;6;
112030272: Galegos (São Martinho);103;8;2;1;3;404;35;- -;
112030237: Gilmonde;465;20;3;- -;- -;1163;172;10;
112030242: Lama;220;28;23;- -;1;779;45;27;
112030243: Lijó;510;33;7;1;1;2847;212;16;
112030244: Macieira de Rates;2093;93;37;2;- -;3586;409;42;
112030245: Manhente;449;11;9;2;2;1004;36;14;
112030247: Martim;370;70;22;9;11;1293;126;35;
112030252: Moure;225;22;5;- -;2;602;54;14;
112030254: Oliveira;447;30;31;- -;3;1696;138;15;
112030255: Palme;377;111;53;3;1;1604;177;51;
112030256: Panque;387;59;46;1;4;1751;6;15;
112030257: Paradela;1088;41;- -;4;- -;1635;248;36;
112030259: Pereira;296;17;- -;1;1;1439;210;27;
112030260: Perelhal;423;43;5;23;6;2697;288;39;
112030261: Pousa;406;88;11;- -;2;1472;34;20;
112030263: Remelhe;521;41;- -;- -;- -;1443;321;26;
112030265: Rio Covo (Santa Eugénia);362;6;1;- -;- -;688;99;4;
112030264: Roriz;870;56;4;2;1;2557;151;17;
112030279: Silva;227;16;- -;1;- -;1014;78;5;
112030277: Tamel (São Veríssimo);152;1;- -;- -;1;449;37;1;
112030282: Ucha;417;28;56;2;- -;1154;28;33;
112030290: União das freguesias de Alheira e Igreja Nova;487;69;4;5;3;2784;427;48;
112030291: União das freguesias de Alvito (São Pedro e São Martinho) e Couto;554;41;218;4;1;3019;234;30;
112030292: União das freguesias de Areias de Vilar e Encourados;779;145;23;3;3;3205;88;34;
112030293: União das freguesias de Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro);624;134;8;14;11;4819;319;59;
112030294: União das freguesias de Campo e Tamel (São Pedro Fins);471;75;9;3;2;3205;293;30;
112030295: União das freguesias de Carreira e Fonte Coberta;1014;132;5;1;- -;1541;192;35;
112030296: União das freguesias de Chorente, Góios, Courel, Pedra Furada e Gueral;3674;133;26;9;4;8004;534;123;
112030297: União das freguesias de Creixomil e Mariz;427;27;7;2;- -;1810;204;57;
112030298: União das freguesias de Durrães e Tregosa;260;33;37;- -;- -;1431;77;70;
112030299: União das freguesias de Gamil e Midões;390;20;- -;- -;1;1533;117;35;
1120302FA: União das freguesias de Milhazes, Vilar de Figos e Faria;1719;114;- -;8;1;11551;322;131;
1120302FB: União das freguesias de Negreiros e Chavão;1770;33;32;9;- -;3634;378;42;
1120302FC: União das freguesias de Quintiães e Aguiar;483;72;9;- -;- -;1004;14;17;
1120302FD: União das freguesias de Sequeade e Bastuço (São João e Santo Estevão);630;84;- -;1;1;2353;203;11;
1120302FE: União das freguesias de Silveiros e Rio Covo (Santa Eulália);849;52;1;4;3;2036;211;26;
1120302FF: União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;342;42;21;16;13;1223;176;50;
1120302FG: União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;2215;133;- -;4;4;4325;440;56;
1120302FH: União das freguesias de Vila Cova e Feitos;1381;173;31;6;2;3580;563;127;
112030283: Várzea;288;11;- -;- -;2;1000;86;5;
112030287: Vila Seca;945;82;2;1;4;2048;223;30;
1120303: Braga;9110;2384;640;341;72;110609;5114;856;
112030301: Adaúfe;451;158;55;20;1;2937;204;55;
112030349: Braga (São Vicente);36;16;5;2;- -;312;25;3;
112030351: Braga (São Vítor);79;14;25;2;- -;440;21;2;
112030312: Espinho;321;99;92;36;8;51391;297;85;
112030313: Esporões;218;43;9;7;- -;1383;173;21;
112030315: Figueiredo;89;17;- -;- -;1;722;119;4;
112030319: Gualtar;91;16;11;- -;1;367;38;2;
112030322: Lamas;81;19;- -;2;- -;584;54;12;
112030325: Mire de Tibães;286;76;5;5;8;2228;175;4;
112030330: Padim da Graça;89;54;4;- -;4;1119;93;12;
112030331: Palmeira;302;112;30;15;4;2206;192;20;
112030334: Pedralva;399;62;75;95;7;1960;106;33;
112030336: Priscos;226;57;10;1;1;1648;123;8;
112030338: Ruilhe;186;22;- -;- -;- -;1364;123;4;
112030354: Sequeira;590;85;- -;- -;1;1396;159;43;
112030355: Sobreposta;234;51;5;- -;1;1229;126;49;
112030356: Tadim;185;54;3;4;- -;1522;108;14;
112030357: Tebosa;92;56;2;3;1;904;102;15;
112030363: União das freguesias de Arentim e Cunha;604;71;4;- -;- -;2707;225;40;
112030364: União das freguesias de Braga (Maximinos, Sé e Cividade);103;46;16;8;- -;462;45;5;
112030365: União das freguesias de Braga (São José de São Lázaro e São João do Souto);7;1;- -;- -;- -;312;- -;- -;
112030366: União das freguesias de Cabreiros e Passos (São Julião);329;111;4;- -;1;1836;214;54;
112030367: União das freguesias de Celeirós, Aveleda e Vimieiro;371;60;19;3;- -;1986;298;37;
112030368: União das freguesias de Crespos e Pousada;272;124;6;8;4;2648;208;12;
112030369: União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);407;61;2;- -;- -;7807;122;54;
112030370: União das freguesias de Este (São Pedro e São Mamede);279;57;87;76;4;1868;165;97;
112030371: União das freguesias de Ferreiros e Gondizalves;123;57;5;- -;1;1829;140;5;
112030372: União das freguesias de Guisande e Oliveira (São Pedro);161;32;11;5;- -;974;117;38;
112030373: União das freguesias de Lomar e Arcos;183;50;1;3;3;2112;211;26;
112030374: União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;355;112;11;10;5;2585;277;5;
112030375: União das freguesias de Merelim (São Pedro) e Frossos;349;101;12;4;4;1409;145;5;
112030376: União das freguesias de Morreira e Trandeiras;217;51;- -;4;1;1021;91;13;
112030377: União das freguesias de Nogueira, Fraião e Lamaçães;342;171;39;7;- -;1495;184;22;
112030378: União das freguesias de Nogueiró e Tenões;142;26;62;19;3;1209;121;13;
112030379: União das freguesias de Real, Dume e Semelhe;632;180;21;1;6;3260;197;35;
112030380: União das freguesias de Santa Lucrécia de Algeriz e Navarra;136;42;9;1;2;1111;78;7;
112030381: União das freguesias de Vilaça e Fradelos;143;20;- -;- -;- -;266;38;2;
1120306: Esposende;8807;1773;289;62;55;49110;6751;567;
112030601: Antas;357;58;5;5;- -;2298;124;4;
112030608: Forjães;587;140;189;20;5;5731;529;153;
112030610: Gemeses;741;207;- -;3;2;2912;442;32;
112030616: União das freguesias de Apúlia e Fão;1142;284;8;- -;11;8631;1845;16;
112030617: União das freguesias de Belinho e Mar;600;103;29;1;- -;5247;439;2;
112030618: União das freguesias de Esposende, Marinhas e Gandra;1993;343;9;8;28;8777;1575;154;
112030619: União das freguesias de Fonte Boa e Rio Tinto;2029;216;- -;5;1;6933;629;96;
112030620: União das freguesias de Palmeira de Faro e Curvos;844;227;30;10;8;6078;1093;110;
112030615: Vila Chã;514;195;19;10;- -;2503;75;- -;
1120310: Terras de Bouro;2664;1358;3166;6459;269;12258;1287;1759;
112031001: Balança;113;77;60;1;14;834;93;35;
112031003: Campo do Gerês;40;25;- -;75;2;281;31;235;
112031004: Carvalheira;242;124;250;336;28;1032;126;75;
112031008: Covide;187;89;35;629;12;667;82;333;
112031009: Gondoriz;155;51;282;246;- -;799;63;73;
112031010: Moimenta;80;63;29;2;- -;720;116;75;
112031012: Ribeira;67;82;40;- -;4;455;75;46;
112031013: Rio Caldo;145;80;39;278;3;981;82;131;
112031014: Souto;120;112;150;13;17;858;102;29;
112031018: União das freguesias de Chamoim e Vilar;355;132;564;365;60;1395;100;117;
112031019: União das freguesias de Chorense e Monte;477;187;1021;1331;115;1475;113;65;
112031020: União das freguesias de Cibões e Brufe;478;126;644;1799;4;1219;90;155;
112031015: Valdosende;91;78;48;268;9;795;97;201;
112031017: Vilar da Veiga;114;132;4;1116;1;747;117;189;
1120313: Vila Verde;10594;5417;3480;2237;337;81571;5535;809;
112031359: Aboim da Nóbrega e Gondomar;802;284;208;107;56;2585;45;12;
112031304: Atiães;231;88;26;7;1;1598;85;30;
112031308: Cabanelas;390;100;32;5;5;1424;56;11;
112031309: Cervães;351;69;97;54;11;2990;272;37;
112031311: Coucieiro;266;72;39;10;1;1603;135;3;
112031313: Dossãos;155;190;86;14;8;1251;92;12;
112031316: Freiriz;282;93;25;5;- -;1608;192;16;
112031317: Gême;100;16;12;13;- -;1251;94;7;
112031323: Lage;339;263;123;27;11;2492;227;8;
112031324: Lanhas;98;24;5;15;- -;758;74;7;
112031325: Loureira;100;42;38;5;2;941;53;2;
112031328: Moure;245;233;108;97;3;2857;494;3;
112031330: Oleiros;126;41;11;28;1;1070;51;4;
112031331: Parada de Gatim;189;51;19;- -;4;1510;93;2;
112031335: Pico;336;114;15;- -;3;1510;26;67;
112031337: Ponte;95;124;22;43;1;8063;51;10;
112031350: Prado (São Miguel);285;164;51;23;6;1816;67;13;
112031340: Sabariz;157;12;7;- -;- -;470;22;- -;
112031352: Soutelo;342;114;61;42;1;2744;159;6;
112031354: Turiz;171;97;36;15;- -;1620;115;6;
112031360: União das freguesias da Ribeira do Neiva;1453;776;761;643;68;10042;959;106;
112031361: União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);258;419;271;174;7;3384;258;18;
112031362: União das freguesias de Escariz (São Mamede) e Escariz (São Martinho);388;54;9;6;4;2007;194;9;
112031363: União das freguesias de Esqueiros, Nevogilde e Travassós;220;233;66;20;5;2114;107;16;
112031364: União das freguesias de Marrancos e Arcozelo;315;58;112;8;8;1999;173;2;
112031365: União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel);242;233;54;76;2;1627;93;66;
112031366: União das freguesias de Pico de Regalados, Gondiães e Mós;344;188;64;4;13;3050;266;32;
112031367: União das freguesias de Sande, Vilarinho, Barros e Gomide;393;358;107;208;4;2672;156;48;
112031368: União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho);209;243;154;141;- -;1804;84;78;
112031369: União das freguesias do Vade;548;262;241;131;81;4571;230;45;
112031355: Valdreu;387;134;370;285;7;1854;59;107;
112031342: Vila de Prado;322;94;107;12;17;2705;203;8;
112031370: Vila Verde e Barbudo;455;174;143;19;7;3581;350;18;
119: Ave;53907;20990;14571;18567;834;1101502;24932;10138;
1190304: Cabeceiras de Basto;5754;3267;2586;4610;30;32684;3722;2346;
119030401: Abadim;468;199;195;141;2;1608;170;75;
119030404: Basto;154;63;3;3;1;641;97;15;
119030405: Bucos;337;200;645;81;5;1535;167;300;
