
Statistical table extracted on October 11, 2022 (17:22:02)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;;Sex;;;
;;MF;M;F;
;;Age group;;;
;;Total;;;
;;Relationship;;;
;;Total;;;
;;Level of education;;;
;;Total;;;
;;No. ;No. ;No. ;
;16I140207: Moitas Venda;178;91;87;
;16I140208: Monsanto;243;126;117;
;16I140209: Serra de Santo António;337;165;172;
;16I140211: União das freguesias de Alcanena e Vila Moreira;586;312;274;
;16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;993;512;481;
;16I1408: Constância;428;203;225;
;16I140801: Constância;75;34;41;
;16I140802: Montalvo;99;48;51;
;16I140803: Santa Margarida da Coutada;254;121;133;
;16I1410: Entroncamento;225;119;106;
;16I141002: Nossa Senhora de Fátima;- -;- -;- -;
;16I141001: São João Baptista;225;119;106;
;16I1411: Ferreira do Zêzere;6574;3223;3351;
;16I141101: Águas Belas;576;272;304;
;16I141103: Beco;766;390;376;
;16I141104: Chãos;672;338;334;
;16I141106: Ferreira do Zêzere;810;401;409;
;16I141107: Igreja Nova do Sobral;737;355;382;
;16I141110: Nossa Senhora do Pranto;870;440;430;
;16I141111: União das freguesias de Areias e Pias;2143;1027;1116;
;16I1413: Mação;5086;2556;2530;
;16I141302: Amêndoa;363;186;177;
;16I141303: Cardigos;733;372;361;
;16I141304: Carvoeiro;706;359;347;
;16I141305: Envendos;1174;594;580;
;16I141307: Ortiga;314;157;157;
;16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1796;888;908;
;16I1421: Ourém;17816;9002;8814;
;16I142101: Alburitel;587;295;292;
;16I142102: Atouguia;972;498;474;
;16I142104: Caxarias;716;360;356;
;16I142105: Espite;571;268;303;
;16I142106: Fátima;1422;744;678;
;16I142115: Nossa Senhora da Piedade;1022;519;503;
;16I142111: Nossa Senhora das Misericórdias;2504;1281;1223;
;16I142113: Seiça;1016;513;503;
;16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;2468;1208;1260;
;16I142120: União das freguesias de Gondemaria e Olival;2094;1085;1009;
;16I142121: União das freguesias de Matas e Cercal;986;495;491;
;16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;2547;1292;1255;
;16I142114: Urqueira;911;444;467;
;16I1417: Sardoal;2112;1055;1057;
;16I141701: Alcaravela;845;419;426;
;16I141702: Santiago de Montalegre;252;125;127;
;16I141703: Sardoal;783;392;391;
;16I141704: Valhascos;232;119;113;
;16I0509: Sertã;11167;5607;5560;
;16I050901: Cabeçudo;345;165;180;
;16I050902: Carvalhal;560;272;288;
;16I050903: Castelo;920;485;435;
;16I050911: Pedrógão Pequeno;652;327;325;
;16I050912: Sertã;2647;1344;1303;
;16I050913: Troviscal;1223;632;591;
;16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;2595;1272;1323;
;16I050916: União das freguesias de Cumeada e Marmeleiro;885;444;441;
;16I050917: União das freguesias de Ermida e Figueiredo;580;286;294;
;16I050914: Várzea dos Cavaleiros;760;380;380;
;16I1418: Tomar;13048;6391;6657;
;16I141802: Asseiceira;720;349;371;
;16I141804: Carregueiros;442;223;219;
;16I141808: Olalhas;1324;665;659;
;16I141809: Paialvo;1151;565;586;
;16I141814: Sabacheira;619;300;319;
;16I141813: São Pedro de Tomar;782;365;417;
;16I141817: União das freguesias de Além da Ribeira e Pedreira;978;496;482;
;16I141818: União das freguesias de Casais e Alviobeira;2164;1041;1123;
;16I141819: União das freguesias de Madalena e Beselga;1906;947;959;
;16I141820: União das freguesias de Serra e Junceira;1650;799;851;
;16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;1312;641;671;
;16I1419: Torres Novas;9191;4736;4455;
;16I141902: Assentiz;1447;726;721;
;16I141904: Chancelaria;1194;592;602;
;16I141917: Meia Via;- -;- -;- -;
;16I141909: Pedrógão;767;404;363;
;16I141910: Riachos;384;202;182;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1707;863;844;
;16I141919: União das freguesias de Olaia e Paço;941;479;462;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);1444;764;680;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1134;618;516;
;16I141916: Zibreira;173;88;85;
;16I0510: Vila de Rei;2847;1395;1452;
;16I051001: Fundada;599;300;299;
;16I051002: São João do Peso;234;107;127;
;16I051003: Vila de Rei;2014;988;1026;
;16I1420: Vila Nova da Barquinha;600;307;293;
;16I142001: Atalaia;185;95;90;
;16I142002: Praia do Ribatejo;300;149;151;
;16I142003: Tancos;17;8;9;
;16I142006: Vila Nova da Barquinha;98;55;43;
;16J: Beiras e Serra da Estrela;105282;53429;51853;
;16J0902: Almeida;5054;2607;2447;
;16J090203: Almeida;394;207;187;
;16J090207: Castelo Bom;161;80;81;
;16J090209: Freineda;255;129;126;
;16J090210: Freixo;206;113;93;
;16J090213: Malhada Sorda;284;145;139;
;16J090219: Nave de Haver;442;226;216;
;16J090224: São Pedro de Rio Seco;218;115;103;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;384;201;183;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;415;212;203;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;380;186;194;
;16J090233: União das freguesias de Junça e Naves;312;166;146;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;396;200;196;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;245;129;116;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;484;244;240;
;16J090227: Vale da Mula;260;138;122;
;16J090229: Vilar Formoso;218;116;102;
;16J0501: Belmonte;2906;1479;1427;
;16J050102: Caria;1053;533;520;
;16J050104: Inguias;542;281;261;
;16J050105: Maçainhas;369;181;188;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;942;484;458;
;16J0903: Celorico da Beira;4933;2481;2452;
;16J090302: Baraçal;186;92;94;
;16J090304: Carrapichana;157;72;85;
;16J090322: Casas do Soeiro;103;50;53;
;16J090306: Forno Telheiro;584;288;296;
;16J090307: Lajeosa do Mondego;389;202;187;
;16J090308: Linhares;281;140;141;
;16J090309: Maçal do Chão;207;110;97;
;16J090310: Mesquitela;250;125;125;
;16J090311: Minhocal;231;119;112;
;16J090312: Prados;220;108;112;
;16J090314: Ratoeira;154;70;84;
;16J090323: União das freguesias de Açores e Velosa;371;187;184;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;707;357;350;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;447;233;214;
;16J090326: União das freguesias de Rapa e Cadafaz;301;156;145;
;16J090318: Vale de Azares;345;172;173;
;16J0503: Covilhã;8014;4069;3945;
;16J050302: Aldeia de São Francisco de Assis;32;14;18;
;16J050305: Boidobra;254;133;121;
;16J050308: Cortes do Meio;130;70;60;
;16J050309: Dominguizo;200;97;103;
;16J050310: Erada;258;131;127;
;16J050311: Ferro;874;443;431;
;16J050312: Orjais;625;307;318;
;16J050314: Paul;550;279;271;
;16J050315: Peraboa;700;380;320;
;16J050318: São Jorge da Beira;41;23;18;
;16J050322: Sobral de São Miguel;157;77;80;
;16J050324: Tortosendo;564;297;267;
;16J050325: Unhais da Serra;177;94;83;
;16J050332: União das freguesias de Barco e Coutada;486;232;254;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;508;254;254;
;16J050334: União das freguesias de Casegas e Ourondo;202;94;108;
;16J050335: União das freguesias de Covilhã e Canhoso;316;153;163;
;16J050336: União das freguesias de Peso e Vales do Rio;365;174;191;
;16J050337: União das freguesias de Teixoso e Sarzedo;850;448;402;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;372;186;186;
;16J050327: Verdelhos;353;183;170;
;16J0904: Figueira de Castelo Rodrigo;5280;2632;2648;
;16J090403: Castelo Rodrigo;116;61;55;
;16J090406: Escalhão;642;312;330;
;16J090408: Figueira de Castelo Rodrigo;604;307;297;
;16J090410: Mata de Lobos;394;196;198;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;876;442;434;
;16J090419: União das freguesias de Almofala e Escarigo;465;225;240;
;16J090420: União das freguesias de Cinco Vilas e Reigada;416;222;194;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;848;431;417;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;445;214;231;
;16J090415: Vermiosa;474;222;252;
;16J0905: Fornos de Algodres;3476;1805;1671;
;16J090501: Algodres;395;193;202;
;16J090502: Casal Vasco;163;86;77;
;16J090504: Figueiró da Granja;284;159;125;
;16J090505: Fornos de Algodres;525;270;255;
;16J090507: Infias;84;42;42;
;16J090509: Maceira;220;116;104;
;16J090510: Matança;274;141;133;
;16J090511: Muxagata;202;111;91;
;16J090512: Queiriz;288;154;134;
;16J090517: União das freguesias de Cortiçô e Vila Chã;173;89;84;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;528;267;261;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;340;177;163;
;16J0504: Fundão;13769;7066;6703;
;16J050401: Alcaide;457;240;217;
;16J050402: Alcaria;551;287;264;
;16J050403: Alcongosta;210;109;101;
;16J050406: Alpedrinha;390;216;174;
;16J050408: Barroca;75;41;34;
;16J050410: Bogas de Cima;385;201;184;
;16J050411: Capinha;480;245;235;
;16J050412: Castelejo;490;251;239;
;16J050413: Castelo Novo;301;160;141;
;16J050431: Enxames;- -;- -;- -;
;16J050416: Fatela;864;432;432;
;16J050419: Lavacolhos;175;90;85;
;16J050420: Orca;839;421;418;
;16J050421: Pêro Viseu;476;243;233;
;16J050424: Silvares;271;138;133;
;16J050425: Soalheira;684;364;320;
;16J050426: Souto da Casa;397;216;181;
;16J050427: Telhado;406;205;201;
;16J050432: Três Povos;706;358;348;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2865;1461;1404;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;337;176;161;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;988;502;486;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1422;710;712;
;16J0906: Gouveia;5457;2753;2704;
;16J090602: Arcozelo;251;122;129;
;16J090603: Cativelos;666;338;328;
;16J090605: Folgosinho;261;132;129;
;16J090625: Gouveia;244;127;117;
;16J090612: Nespereira;282;146;136;
;16J090613: Paços da Serra;239;118;121;
;16J090614: Ribamondego;106;52;54;
;16J090617: São Paio;536;259;277;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;209;105;104;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;148;68;80;
;16J090626: União das freguesias de Melo e Nabais;302;155;147;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;453;241;212;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;554;287;267;
;16J090619: Vila Cortês da Serra;134;68;66;
;16J090620: Vila Franca da Serra;150;73;77;
;16J090621: Vila Nova de Tazem;922;462;460;
;16J0907: Guarda;14328;7350;6978;
;16J090766: Adão;257;131;126;
;16J090703: Aldeia do Bispo;115;60;55;
;16J090704: Aldeia Viçosa;258;136;122;
;16J090705: Alvendre;172;93;79;
;16J090706: Arrifana;257;127;130;
;16J090708: Avelãs da Ribeira;211;109;102;
;16J090709: Benespera;365;175;190;
;16J090711: Casal de Cinza;570;297;273;
;16J090712: Castanheira;483;255;228;
;16J090713: Cavadoude;206;103;103;
;16J090714: Codesseiro;274;143;131;
;16J090716: Faia;187;90;97;
;16J090717: Famalicão;399;212;187;
;16J090718: Fernão Joanes;283;152;131;
;16J090757: Gonçalo;639;319;320;
;16J090721: Gonçalo Bocas;198;106;92;
;16J090758: Guarda;839;427;412;
;16J090759: Jarmelo São Miguel;437;217;220;
;16J090760: Jarmelo São Pedro;523;273;250;
;16J090722: João Antão;157;80;77;
;16J090723: Maçainhas;349;175;174;
;16J090724: Marmeleiro;504;253;251;
;16J090725: Meios;150;91;59;
;16J090728: Panoias de Cima;351;177;174;
;16J090729: Pega;181;85;96;
;16J090730: Pêra do Moço;528;266;262;
;16J090732: Porto da Carne;142;72;70;
;16J090734: Ramela;290;150;140;
;16J090738: Santana da Azinha;339;172;167;
;16J090744: Sobral da Serra;303;156;147;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;197;105;92;
;16J090762: União de freguesias de Corujeira e Trinta;309;169;140;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;403;217;186;
;16J090764: União de freguesias de Pousade e Albardo;364;186;178;
;16J090765: União de freguesias de Rochoso e Monte Margarida;344;167;177;
;16J090746: Vale de Estrela;120;71;49;
;16J090747: Valhelhas;217;120;97;
;16J090748: Vela;580;282;298;
;16J090749: Videmonte;552;283;269;
;16J090750: Vila Cortês do Mondego;182;90;92;
;16J090751: Vila Fernando;566;293;273;
;16J090752: Vila Franca do Deão;221;111;110;
;16J090753: Vila Garcia;306;154;152;
;16J0908: Manteigas;476;261;215;
;16J090802: Manteigas (Santa Maria);159;87;72;
;16J090803: Manteigas (São Pedro);136;76;60;
;16J090801: Sameiro;72;44;28;
;16J090804: Vale de Amoreira;109;54;55;
;16J0909: Mêda;5940;2959;2981;
;16J090901: Aveloso;287;145;142;
;16J090902: Barreira;355;182;173;
;16J090905: Coriscada;344;173;171;
;16J090907: Longroiva;494;252;242;
;16J090908: Marialva;296;145;151;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1545;798;747;
;16J090912: Poço do Canto;661;322;339;
;16J090918: Prova e Casteição;507;234;273;
;16J090914: Rabaçal;424;206;218;
;16J090915: Ranhados;434;219;215;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;593;283;310;
;16J0910: Pinhel;9605;4831;4774;
;16J091028: Agregação das freguesias Sul de Pinhel;647;319;328;
;16J091032: Alto do Palurdo;407;221;186;
;16J091029: Alverca da Beira/Bouça Cova;512;275;237;
;16J091009: Ervedosa;386;188;198;
;16J091010: Freixedas;956;475;481;
;16J091012: Lamegal;484;238;246;
;16J091013: Lameiras;509;252;257;
;16J091014: Manigoto;282;133;149;
;16J091015: Pala;710;365;345;
;16J091017: Pinhel;842;427;415;
;16J091018: Pínzio;407;200;207;
;16J091024: Souro Pires;587;302;285;
;16J091030: Terras de Massueime;453;219;234;
;16J091035: União das freguesias de Atalaia e Safurdão;397;194;203;
;16J091031: Valbom/Bogalhal;523;267;256;
;16J091033: Vale do Côa;590;287;303;
;16J091034: Vale do Massueime;695;357;338;
;16J091027: Vascoveiro;218;112;106;
;16J0911: Sabugal;9905;5028;4877;
;16J091101: Águas Belas;211;96;115;
;16J091103: Aldeia da Ponte;264;146;118;
;16J091102: Aldeia do Bispo;201;103;98;
;16J091106: Aldeia Velha;261;141;120;
;16J091107: Alfaiates;293;148;145;
;16J091109: Baraçal;218;117;101;
;16J091110: Bendada;564;288;276;
;16J091111: Bismula;168;86;82;
;16J091112: Casteleiro;486;248;238;
;16J091113: Cerdeira;121;58;63;
;16J091114: Fóios;245;127;118;
;16J091118: Malcata;256;119;137;
;16J091120: Nave;290;144;146;
;16J091123: Quadrazais;287;141;146;
;16J091124: Quintas de São Bartolomeu;169;84;85;
;16J091125: Rapoula do Côa;208;103;105;
;16J091126: Rebolosa;206;109;97;
;16J091127: Rendo;337;173;164;
;16J091133: Sortelha;520;271;249;
;16J091134: Souto;552;285;267;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;471;248;223;
;16J091142: União das freguesias de Lajeosa e Forcalhos;239;128;111;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;648;325;323;
;16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;218;108;110;
;16J091146: União das freguesias de Santo Estêvão e Moita;422;194;228;
;16J091147: União das freguesias de Seixo do Côa e Vale Longo;401;204;197;
;16J091145: União das freguesias do Sabugal e Aldeia de Santo António;814;405;409;
;16J091136: Vale de Espinho;301;156;145;
;16J091138: Vila Boa;232;120;112;
;16J091139: Vila do Touro;302;153;149;
;16J0912: Seia;8563;4272;4291;
;16J091201: Alvoco da Serra;175;84;91;
;16J091205: Girabolhos;288;144;144;
;16J091207: Loriga;142;76;66;
;16J091208: Paranhos;725;355;370;
;16J091209: Pinhanços;358;184;174;
;16J091210: Sabugueiro;179;94;85;
;16J091212: Sandomil;269;144;125;
;16J091213: Santa Comba;392;183;209;
;16J091216: Santiago;775;371;404;
;16J091219: Sazes da Beira;41;20;21;
;16J091221: Teixeira;41;19;22;
;16J091224: Travancinha;382;187;195;
;16J091230: União das freguesias de Carragozela e Várzea de Meruge;615;298;317;
;16J091231: União das freguesias de Sameice e Santa Eulália;645;332;313;
;16J091232: União das freguesias de Santa Marinha e São Martinho;801;414;387;
;16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;1110;560;550;
;16J091234: União das freguesias de Torrozelo e Folhadosa;114;61;53;
;16J091235: União das freguesias de Tourais e Lajes;1063;519;544;
;16J091236: União das freguesias de Vide e Cabeça;281;140;141;
;16J091225: Valezim;125;66;59;
;16J091228: Vila Cova à Coelheira;42;21;21;
;16J0913: Trancoso;7576;3836;3740;
;16J091301: Aldeia Nova;369;189;180;
;16J091303: Castanheira;216;108;108;
;16J091304: Cogula;230;121;109;
;16J091305: Cótimos;234;121;113;
;16J091307: Fiães;212;109;103;
;16J091309: Granja;282;143;139;
;16J091310: Guilheiro;222;106;116;
;16J091311: Moimentinha;288;149;139;
;16J091312: Moreira de Rei;567;274;293;
;16J091313: Palhais;196;94;102;
;16J091314: Póvoa do Concelho;284;147;137;
;16J091315: Reboleiro;172;82;90;
;16J091316: Rio de Mel;250;135;115;
;16J091321: Tamanhos;386;194;192;
;16J091330: União das freguesias de Freches e Torres;462;235;227;
;16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;623;350;273;
;16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;971;486;485;
;16J091333: União das freguesias de Vale do Seixo e Vila Garcia;416;207;209;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;502;252;250;
;16J091335: União das freguesias de Vilares e Carnicães;396;188;208;
;16J091325: Valdujo;298;146;152;
;17: Área Metropolitana de Lisboa;57140;29480;27660;
;170: Área Metropolitana de Lisboa;57140;29480;27660;
;1701502: Alcochete;1508;769;739;
;170150201: Alcochete;985;498;487;
;170150202: Samouco;203;114;89;
;170150203: São Francisco;320;157;163;
;1701503: Almada;751;390;361;
;170150303: Costa da Caparica;257;139;118;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;25;12;13;
;170150313: União das freguesias de Caparica e Trafaria;326;166;160;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;135;69;66;
;170150315: União das freguesias de Laranjeiro e Feijó;8;4;4;
;1701115: Amadora;158;88;70;
;170111512: Alfragide;36;17;19;
;170111513: Águas Livres;3;2;1;
;170111514: Encosta do Sol;49;31;18;
;170111515: Falagueira-Venda Nova;13;7;6;
;170111516: Mina de Água;43;23;20;
;170111517: Venteira;7;5;2;
;1701504: Barreiro;574;293;281;
;170150407: Santo António da Charneca;387;198;189;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;44;23;21;
;170150410: União das freguesias de Barreiro e Lavradio;9;5;4;
;170150411: União das freguesias de Palhais e Coina;134;67;67;
;1701105: Cascais;450;242;208;
;170110501: Alcabideche;171;91;80;
;170110506: São Domingos de Rana;162;90;72;
;170110507: União das freguesias de Carcavelos e Parede;31;17;14;
;170110508: União das freguesias de Cascais e Estoril;86;44;42;
;1701106: Lisboa;9;2;7;
;170110601: Ajuda;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;
;170110607: Beato;- -;- -;- -;
;170110658: Belém;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;
;170110618: Lumiar;- -;- -;- -;
;170110621: Marvila;- -;- -;- -;
;170110661: Misericórdia;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;
;170110665: Santa Maria Maior;- -;- -;- -;
;170110666: Santo António;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;
;1701107: Loures;4341;2292;2049;
;170110702: Bucelas;1170;623;547;
;170110705: Fanhões;388;205;183;
;170110707: Loures;1126;580;546;
;170110708: Lousa;594;310;284;
;170110731: União das freguesias de Camarate, Unhos e Apelação;156;84;72;
;170110726: União das freguesias de Moscavide e Portela;- -;- -;- -;
;170110727: União das freguesias de Sacavém e Prior Velho;- -;- -;- -;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;37;22;15;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;754;406;348;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;110;60;50;
;1701109: Mafra;14189;7405;6784;
;170110902: Carvoeira;306;148;158;
;170110904: Encarnação;2091;1103;988;
;170110906: Ericeira;344;178;166;
;170110909: Mafra;1675;886;789;
;170110911: Milharado;2220;1135;1085;
;170110913: Santo Isidoro;1228;663;565;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;1960;1009;951;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;1702;876;826;
;170110920: União das freguesias de Igreja Nova e Cheleiros;1263;669;594;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;344;183;161;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;1056;555;501;
;1701506: Moita;2021;1028;993;
;170150601: Alhos Vedros;656;321;335;
;170150603: Moita;1303;676;627;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;25;12;13;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;37;19;18;
;1701507: Montijo;5091;2558;2533;
;170150701: Canha;675;343;332;
;170150704: Sarilhos Grandes;570;285;285;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;970;474;496;
;170150710: União das freguesias de Montijo e Afonsoeiro;794;419;375;
;170150711: União das freguesias de Pegões;2082;1037;1045;
;1701116: Odivelas;364;203;161;
;170111603: Odivelas;178;101;77;
;170111608: União das freguesias de Pontinha e Famões;2;1;1;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;45;26;19;
;170111610: União das freguesias de Ramada e Caneças;139;75;64;
;1701110: Oeiras;219;118;101;
;170111002: Barcarena;81;43;38;
;170111009: Porto Salvo;- -;- -;- -;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;- -;- -;
;170111013: União das freguesias de Carnaxide e Queijas;44;26;18;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;94;49;45;
;1701508: Palmela;12108;6119;5989;
;170150802: Palmela;2804;1426;1378;
;170150803: Pinhal Novo;3933;1962;1971;
;170150804: Quinta do Anjo;1149;587;562;
;170150806: União das freguesias de Poceirão e Marateca;4222;2144;2078;
;1701510: Seixal;638;335;303;
;170151002: Amora;213;111;102;
;170151005: Corroios;26;14;12;
;170151006: Fernão Ferro;- -;- -;- -;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;399;210;189;
;1701511: Sesimbra;1600;828;772;
;170151103: Quinta do Conde;- -;- -;- -;
;170151101: Sesimbra (Castelo);1595;825;770;
;170151102: Sesimbra (Santiago);5;3;2;
;1701512: Setúbal;2964;1539;1425;
;170151207: Gâmbia-Pontes-Alto da Guerra;884;478;406;
;170151208: Sado;564;297;267;
;170151205: Setúbal (São Sebastião);298;151;147;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);847;429;418;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);371;184;187;
;1701111: Sintra;5905;3087;2818;
;170111102: Algueirão-Mem Martins;169;97;72;
;170111115: Casal de Cambra;- -;- -;- -;
;170111105: Colares;482;237;245;
;170111108: Rio de Mouro;149;77;72;
;170111122: União das freguesias de Agualva e Mira-Sintra;- -;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1506;783;723;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;151;79;72;
;170111127: União das freguesias de São João das Lampas e Terrugem;2809;1477;1332;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);575;303;272;
;170111124: União das freguesias do Cacém e São Marcos;- -;- -;- -;
;1701114: Vila Franca de Xira;4250;2184;2066;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1275;666;609;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;450;237;213;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;657;345;312;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;1;- -;1;
;170111408: Vialonga;353;187;166;
;170111409: Vila Franca de Xira;1514;749;765;
;18: Alentejo;189803;98338;91465;
;181: Alentejo Litoral;23503;12492;11011;
;1811501: Alcácer do Sal;2661;1364;1297;
;181150106: Comporta;- -;- -;- -;
;181150105: São Martinho;51;27;24;
;181150104: Torrão;615;313;302;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1995;1024;971;
;1811505: Grândola;4820;2508;2312;
;181150501: Azinheira dos Barros e São Mamede do Sádão;196;98;98;
;181150505: Carvalhal;350;176;174;
;181150503: Melides;1393;714;679;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;2881;1520;1361;
;1810211: Odemira;9144;5004;4140;
;181021116: Boavista dos Pinheiros;- -;- -;- -;
;181021118: Colos;365;194;171;
;181021117: Longueira/Almograve;- -;- -;- -;
;181021115: Luzianes-Gare;- -;- -;- -;
;181021102: Relíquias;472;269;203;
;181021103: Sabóia;1001;557;444;
;181021119: Santa Clara-a-Velha;627;348;279;
;181021106: São Luís;921;511;410;
;181021107: São Martinho das Amoreiras;603;324;279;
;181021120: São Salvador e Santa Maria;1546;835;711;
;181021121: São Teotónio;2546;1373;1173;
;181021122: Vale de Santiago;323;175;148;
;181021111: Vila Nova de Milfontes;657;371;286;
;1811509: Santiago do Cacém;6132;3205;2927;
;181150901: Abela;396;213;183;
;181150902: Alvalade;755;388;367;
;181150903: Cercal;1052;570;482;
;181150904: Ermidas-Sado;247;131;116;
;181150907: Santo André;873;438;435;
;181150910: São Francisco da Serra;375;204;171;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1580;820;760;
;181150913: União das freguesias de São Domingos e Vale de Água;854;441;413;
;1811513: Sines;746;411;335;
;181151302: Porto Covo;310;164;146;
;181151301: Sines;436;247;189;
;184: Baixo Alentejo;33942;18108;15834;
;1840201: Aljustrel;1898;1018;880;
;184020102: Ervidel;237;110;127;
;184020103: Messejana;327;185;142;
;184020104: São João de Negrilhos;807;435;372;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;527;288;239;
;1840202: Almodôvar;3888;2156;1732;
;184020208: Aldeia dos Fernandes;135;73;62;
