
Statistical table extracted on October 15, 2022 (14:24:24)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
16J091207: Loriga;8598,7;
16J091208: Paranhos;4250,7;
16J091209: Pinhanços;8382;
16J091210: Sabugueiro;5577,8;
16J091212: Sandomil;6121,1;
16J091213: Santa Comba;6580,9;
16J091216: Santiago;3381,7;
16J091219: Sazes da Beira;1607,8;
16J091221: Teixeira;3229,7;
16J091224: Travancinha;2781,7;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;4180,7;
16J091231: União das freguesias de Sameice e Santa Eulália;4943,3;
16J091232: União das freguesias de Santa Marinha e São Martinho;3526,8;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;4618,2;
16J091234: União das freguesias de Torrozelo e Folhadosa;2037,8;
16J091235: União das freguesias de Tourais e Lajes;4544,8;
16J091236: União das freguesias de Vide e Cabeça;1914,6;
16J091225: Valezim;4139,4;
16J091228: Vila Cova à Coelheira;6629,1;
16J0913: Trancoso;6890,8;
16J091301: Aldeia Nova;6605;
16J091303: Castanheira;6771,7;
16J091304: Cogula;3222,4;
16J091305: Cótimos;3409,2;
16J091307: Fiães;7234,4;
16J091309: Granja;13819,5;
16J091310: Guilheiro;6614,9;
16J091311: Moimentinha;5074;
16J091312: Moreira de Rei;3738;
16J091313: Palhais;14511,1;
16J091314: Póvoa do Concelho;14184,5;
16J091315: Reboleiro;4422,6;
16J091316: Rio de Mel;12531,7;
16J091321: Tamanhos;6002,4;
16J091330: União das freguesias de Freches e Torres;5316,3;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;7167,6;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;7934,3;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;4997,3;
16J091334: União das freguesias de Vila Franca das Naves e Feital;9629,5;
16J091335: União das freguesias de Vilares e Carnicães;7659,4;
16J091325: Valdujo;4597;
17: Área Metropolitana de Lisboa;40463,9;
170: Área Metropolitana de Lisboa;40463,9;
1701502: Alcochete;131874,1;
170150201: Alcochete;195800,3;
170150202: Samouco;9396,1;
170150203: São Francisco;34625,3;
1701503: Almada;24373,1;
170150303: Costa da Caparica;41910,8;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;17342,7;
170150313: União das freguesias de Caparica e Trafaria;9926,5;
170150314: União das freguesias de Charneca de Caparica e Sobreda;7952;
170150315: União das freguesias de Laranjeiro e Feijó;5344,3;
1701115: Amadora;6266,1;
170111512: Alfragide;- -;
170111513: Águas Livres;- -;
170111514: Encosta do Sol;3344,9;
170111515: Falagueira-Venda Nova;8282,6;
170111516: Mina de Água;3384,2;
170111517: Venteira;13734,3;
1701504: Barreiro;11786,1;
170150407: Santo António da Charneca;9198,1;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;33684;
170150410: União das freguesias de Barreiro e Lavradio;11318,4;
170150411: União das freguesias de Palhais e Coina;10315,4;
1701105: Cascais;17126,4;
170110501: Alcabideche;34866,8;
170110506: São Domingos de Rana;7801,1;
170110507: União das freguesias de Carcavelos e Parede;4786,2;
170110508: União das freguesias de Cascais e Estoril;14732,1;
1701106: Lisboa;159952,4;
170110601: Ajuda;- -;
170110602: Alcântara;57185,7;
170110654: Alvalade;- -;
170110655: Areeiro;2747,5;
170110656: Arroios;- -;
170110657: Avenidas Novas;- -;
170110607: Beato;- -;
170110658: Belém;- -;
170110608: Benfica;- -;
170110659: Campo de Ourique;- -;
170110610: Campolide;- -;
170110611: Carnide;8276;
170110660: Estrela;- -;
170110618: Lumiar;- -;
170110621: Marvila;- -;
170110661: Misericórdia;727687,1;
170110633: Olivais;- -;
170110662: Parque das Nações;- -;
170110663: Penha de França;- -;
170110664: Santa Clara;- -;
170110665: Santa Maria Maior;- -;
170110666: Santo António;3865,6;
170110639: São Domingos de Benfica;- -;
170110667: São Vicente;- -;
1701107: Loures;41618,1;
170110702: Bucelas;63018,3;
170110705: Fanhões;8542,3;
170110707: Loures;26009,6;
170110708: Lousa;21162,4;
170110731: União das freguesias de Camarate, Unhos e Apelação;4022,9;
170110726: União das freguesias de Moscavide e Portela;10287,5;
170110727: União das freguesias de Sacavém e Prior Velho;11924,1;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;4910,3;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;79399,6;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;59483,8;
1701109: Mafra;25034,3;
170110902: Carvoeira;10815,6;
170110904: Encarnação;39221,2;
170110906: Ericeira;12847,8;
170110909: Mafra;22641,3;
170110911: Milharado;16751,1;
170110913: Santo Isidoro;28960,1;
170110918: União das freguesias de Azueira e Sobral da Abelheira;37873,5;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;23604,3;
170110920: União das freguesias de Igreja Nova e Cheleiros;8470,9;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;19945,8;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;17670,3;
1701506: Moita;24525,5;
170150601: Alhos Vedros;24085,5;
170150603: Moita;24554,3;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;8898,3;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;30177;
1701507: Montijo;93948,1;
170150701: Canha;190057,1;
170150704: Sarilhos Grandes;104800,4;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;37066,2;
170150710: União das freguesias de Montijo e Afonsoeiro;266850,7;
170150711: União das freguesias de Pegões;48781,9;
1701116: Odivelas;10261,1;
170111603: Odivelas;6078,2;
170111608: União das freguesias de Pontinha e Famões;13943,9;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;2277;
170111610: União das freguesias de Ramada e Caneças;11276,9;
1701110: Oeiras;17807,6;
170111002: Barcarena;16303,7;
170111009: Porto Salvo;3042,4;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;13368,2;
170111013: União das freguesias de Carnaxide e Queijas;- -;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;36057,9;
1701508: Palmela;37717,2;
170150802: Palmela;26542,8;
170150803: Pinhal Novo;32240,1;
170150804: Quinta do Anjo;34303,1;
170150806: União das freguesias de Poceirão e Marateca;46939,2;
1701510: Seixal;8925,2;
170151002: Amora;6956,1;
170151005: Corroios;1802,2;
170151006: Fernão Ferro;16639,8;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;3194,9;
1701511: Sesimbra;12912,3;
170151103: Quinta do Conde;5325,6;
170151101: Sesimbra (Castelo);12950,1;
170151102: Sesimbra (Santiago);- -;
1701512: Setúbal;22366,6;
170151207: Gâmbia-Pontes-Alto da Guerra;19163,8;
170151208: Sado;19880,8;
170151205: Setúbal (São Sebastião);53260,2;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);19401,3;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);19350,1;
1701111: Sintra;20984,2;
170111102: Algueirão-Mem Martins;21866;
170111115: Casal de Cambra;8650,4;
170111105: Colares;21202,3;
170111108: Rio de Mouro;5840,3;
170111122: União das freguesias de Agualva e Mira-Sintra;1279,6;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;34352,9;
170111125: União das freguesias de Massamá e Monte Abraão;- -;
170111126: União das freguesias de Queluz e Belas;33940,1;
170111127: União das freguesias de São João das Lampas e Terrugem;15709,1;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);12570,1;
170111124: União das freguesias do Cacém e São Marcos;13786,8;
1701114: Vila Franca de Xira;82290,2;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;7828,9;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;10213,3;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;17593;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3443,4;
170111408: Vialonga;19832,3;
170111409: Vila Franca de Xira;224700,6;
18: Alentejo;34909,8;
181: Alentejo Litoral;48567,8;
1811501: Alcácer do Sal;67010,1;
181150106: Comporta;17395,9;
181150105: São Martinho;112371,3;
181150104: Torrão;53244,3;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;87126,1;
1811505: Grândola;37647,2;
181150501: Azinheira dos Barros e São Mamede do Sádão;81345,1;
181150505: Carvalhal;16652,7;
181150503: Melides;12415,9;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;47864;
1810211: Odemira;58141,5;
181021116: Boavista dos Pinheiros;110870,5;
181021118: Colos;48562,1;
181021117: Longueira/Almograve;197905,8;
181021115: Luzianes-Gare;13026,6;
181021102: Relíquias;18797,1;
181021103: Sabóia;17676,8;
181021119: Santa Clara-a-Velha;8628,4;
181021106: São Luís;17435,1;
181021107: São Martinho das Amoreiras;10370,2;
181021120: São Salvador e Santa Maria;24053,7;
181021121: São Teotónio;107197,6;
181021122: Vale de Santiago;46569,1;
181021111: Vila Nova de Milfontes;11076,3;
1811509: Santiago do Cacém;35177,2;
181150901: Abela;63290,9;
181150902: Alvalade;104605,8;
181150903: Cercal;21478,1;
181150904: Ermidas-Sado;41883,1;
181150907: Santo André;23870,5;
181150910: São Francisco da Serra;15045,3;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;15191,1;
181150913: União das freguesias de São Domingos e Vale de Água;37385,2;
1811513: Sines;25720;
181151302: Porto Covo;22838,3;
181151301: Sines;27521,1;
184: Baixo Alentejo;31926,7;
1840201: Aljustrel;84249,1;
184020102: Ervidel;25268,6;
184020103: Messejana;149143,8;
184020104: São João de Negrilhos;52362,7;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;94239;
1840202: Almodôvar;17097,9;
184020208: Aldeia dos Fernandes;15437;
184020203: Rosário;38652,5;
184020205: Santa Cruz;21354,3;
184020206: São Barnabé;7439,2;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;21695,4;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;12259,6;
1840203: Alvito;45285;
184020301: Alvito;51775,7;
184020302: Vila Nova da Baronia;37424,6;
1840204: Barrancos;16983,1;
184020401: Barrancos;16983,1;
1840205: Beja;47186,2;
184020502: Baleizão;57251,6;
184020503: Beringel;12353,7;
184020504: Cabeça Gorda;67679,8;
184020506: Nossa Senhora das Neves;20234,3;
184020510: Santa Clara de Louredo;47528;
184020516: São Matias;48275,9;
184020519: União das freguesias de Albernoa e Trindade;90663,3;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);14181,3;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);20718,7;
184020522: União das freguesias de Salvada e Quintos;52777,2;
184020523: União das freguesias de Santa Vitória e Mombeja;85424,2;
184020524: União das freguesias de Trigaches e São Brissos;21253,6;
1840206: Castro Verde;47976,5;
184020603: Entradas;43603,9;
184020604: Santa Bárbara de Padrões;28240,8;
184020605: São Marcos da Ataboeira;77793,1;
184020606: União das freguesias de Castro Verde e Casével;47654,3;
1840207: Cuba;30096,7;
184020701: Cuba;42834,3;
184020702: Faro do Alentejo;39656,5;
184020703: Vila Alva;21121,9;
184020704: Vila Ruiva;8761,6;
1840208: Ferreira do Alentejo;59042,8;
184020803: Figueira dos Cavaleiros;84455,1;
184020804: Odivelas;103457,7;
184020807: União das freguesias de Alfundão e Peroguarda;67031,5;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;45100,4;
1840209: Mértola;30441;
184020901: Alcaria Ruiva;48737,6;
184020902: Corte do Pinto;27897,3;
184020903: Espírito Santo;20551,4;
184020904: Mértola;33028,5;
184020905: Santana de Cambas;34204,5;
184020906: São João dos Caldeireiros;28051,3;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;19087,2;
1840210: Moura;21085,1;
184021001: Amareleja;12866,9;
184021002: Póvoa de São Miguel;20931,2;
184021008: Sobral da Adiça;17593,7;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;31661,8;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;18511;
1840212: Ourique;31091,6;
184021203: Ourique;35788,1;
184021206: Santana da Serra;6428,8;
184021207: União das freguesias de Garvão e Santa Luzia;32434,3;
184021208: União das freguesias de Panoias e Conceição;85334,5;
1840213: Serpa;18173,5;
184021302: Brinches;15191,7;
184021303: Pias;17986,5;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);28622;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;13357,6;
184021307: Vila Verde de Ficalho;12317,9;
1840214: Vidigueira;24946,5;
184021401: Pedrógão;36941,9;
184021402: Selmes;43305,9;
184021403: Vidigueira;8841,2;
184021404: Vila de Frades;10347,3;
185: Lezíria do Tejo;41783,6;
1851403: Almeirim;32506,4;
185140301: Almeirim;44292,9;
185140302: Benfica do Ribatejo;51607,9;
185140303: Fazendas de Almeirim;15599,1;
185140304: Raposa;55877,3;
1851404: Alpiarça;36474,7;
185140401: Alpiarça;36474,7;
1851103: Azambuja;33758,6;
185110301: Alcoentre;11965;
185110302: Aveiras de Baixo;23404,9;
185110303: Aveiras de Cima;6173,7;
185110304: Azambuja;133089;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;9806,8;
185110306: Vale do Paraíso;5949;
185110307: Vila Nova da Rainha;111309,3;
1851405: Benavente;183865,1;
185140504: Barrosa;32709,4;
185140501: Benavente;149006,6;
185140502: Samora Correia;353197,8;
185140503: Santo Estêvão;37600;
1851406: Cartaxo;80322,2;
185140604: Pontével;14137;
185140610: União das freguesias de Ereira e Lapa;9686,9;
185140609: União das freguesias do Cartaxo e Vale da Pinta;54631,9;
185140605: Valada;268665,4;
185140608: Vale da Pedra;7805,1;
185140607: Vila Chã de Ourique;171767,2;
1851407: Chamusca;45900,4;
185140707: Carregueira;19176,4;
185140704: Ulme;32460,9;
185140708: União das freguesias da Chamusca e Pinheiro Grande;31985,5;
185140709: União das freguesias de Parreira e Chouto;50437,9;
185140705: Vale de Cavalos;156556,6;
1851409: Coruche;58401,1;
185140907: Biscainho;84556,2;
185140905: Branca;33852,7;
185140902: Couço;92215,6;
185140908: Santana do Mato;73675,9;
185140903: São José da Lamarosa;25295,4;
185140909: União das freguesias de Coruche, Fajarda e Erra;67539;
1851412: Golegã;56378,7;
185141201: Azinhaga;52822;
185141202: Golegã;58784,4;
185141203: Pombalinho;56200;
1851414: Rio Maior;30620,4;
185141401: Alcobertas;17336,3;
185141402: Arrouquelas;86150,2;
185141410: Asseiceira;30824,4;
185141405: Fráguas;32711,1;
185141408: Rio Maior;29817,6;
185141411: São Sebastião;16447;
185141415: União das freguesias de Azambujeira e Malaqueijo;30281,7;
185141416: União das freguesias de Marmeleira e Assentiz;42055,1;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;23412,2;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;36276,9;
1851415: Salvaterra de Magos;46485,8;
185141502: Marinhais;34974,5;
185141503: Muge;220744,8;
185141507: União das freguesias de Glória do Ribatejo e Granho;6705;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;59835,5;
1851416: Santarém;17867,6;
185141601: Abitureiras;13567,1;
185141602: Abrã;2672,3;
185141604: Alcanede;14481;
185141605: Alcanhões;51251,9;
185141606: Almoster;37823;
185141607: Amiais de Baixo;923,5;
185141608: Arneiro das Milhariças;2337,5;
185141628: Gançaria;6230,8;
185141613: Moçarria;5211,2;
185141614: Pernes;29868,6;
185141616: Póvoa da Isenta;28944,5;
185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;10269,4;
185141630: União das freguesias de Azoia de Cima e Tremês;4913,6;
185141631: União das freguesias de Casével e Vaqueiros;7580,1;
185141632: União das freguesias de Romeira e Várzea;16177,4;
185141633: União de freguesias da cidade de Santarém;34268,7;
185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;32447,2;
185141625: Vale de Santarém;13071,4;
186: Alto Alentejo;21004,5;
1861201: Alter do Chão;41466,1;
186120101: Alter do Chão;29044,9;
186120102: Chancelaria;39091,3;
186120104: Cunheira;30141,9;
186120103: Seda;73961,9;
1861202: Arronches;28193;
186120201: Assunção;46311;
186120202: Esperança;14536,6;
186120203: Mosteiros;23954,2;
1861203: Avis;48847,5;
186120302: Aldeia Velha;40486,4;
186120303: Avis;53342;
186120305: Ervedal;42590,1;
186120306: Figueira e Barros;72239,3;
186120309: União das freguesias de Alcórrego e Maranhão;45547,2;
186120310: União das freguesias de Benavila e Valongo;45530,3;
1861204: Campo Maior;22867,8;
186120401: Nossa Senhora da Expectação;24756,5;
186120402: Nossa Senhora da Graça dos Degolados;36950;
186120403: São João Baptista;18744,6;
1861205: Castelo de Vide;19731,1;
186120501: Nossa Senhora da Graça de Póvoa e Meadas;29959,5;
186120502: Santa Maria da Devesa;9066,8;
186120503: Santiago Maior;26139,5;
186120504: São João Baptista;26292,8;
1861206: Crato;24212,7;
186120601: Aldeia da Mata;12798,5;
186120604: Gáfete;8776,9;
186120605: Monte da Pedra;30377;
186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;34081,3;
1861207: Elvas;45322,2;
186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;88833,7;
186120713: Caia, São Pedro e Alcáçova;71457,4;
186120706: Santa Eulália;88063,3;
186120707: São Brás e São Lourenço;9236,9;
186120708: São Vicente e Ventosa;90387,7;
186120714: União das freguesias de Barbacena e Vila Fernando;24365,9;
186120715: União das freguesias de Terrugem e Vila Boim;17635,3;
1861208: Fronteira;34698,8;
186120801: Cabeço de Vide;22372,5;
186120802: Fronteira;39237,1;
186120803: São Saturnino;40062,5;
1861209: Gavião;6932;
186120902: Belver;2087;
186120903: Comenda;24566,7;
186120905: Margem;5667,8;
186120906: União das freguesias de Gavião e Atalaia;5687,4;
1861210: Marvão;6243,1;
186121001: Beirã;13060,6;
186121002: Santa Maria de Marvão;5191,2;
186121003: Santo António das Areias;4170,3;
186121004: São Salvador da Aramenha;5774,4;
1861211: Monforte;56218,1;
186121101: Assumar;61048,6;
186121102: Monforte;65918,6;
186121103: Santo Aleixo;37017,2;
186121104: Vaiamonte;51554,1;
1861212: Nisa;8813,6;
186121201: Alpalhão;11222,4;
186121205: Montalvão;12209,6;
186121207: Santana;3942,1;
186121208: São Matias;7555,6;
186121210: Tolosa;4300,1;
186121211: União das freguesias de Arez e Amieira do Tejo;13231,5;
186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;8179,6;
1861213: Ponte de Sor;14232,9;
186121304: Foros de Arrão;26590,2;
186121301: Galveias;17690,5;
186121305: Longomel;9732,1;
186121302: Montargil;18124,6;
186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;10937,4;
1861214: Portalegre;9504,6;
186121401: Alagoa;12111,8;
186121402: Alegrete;6230,4;
186121404: Fortios;15471,7;
186121411: União das freguesias da Sé e São Lourenço;3499,2;
186121412: União das freguesias de Reguengo e São Julião;9390,8;
186121413: União das freguesias de Ribeira de Nisa e Carreiras;8886,2;
186121410: Urra;17567,8;
1861215: Sousel;26854,1;
186121501: Cano;24679,5;
186121502: Casa Branca;31386;
186121503: Santo Amaro;32861,1;
186121504: Sousel;23283,8;
187: Alentejo Central;38947,3;
1870701: Alandroal;28460,4;
187070104: Capelins (Santo António);23506;
187070103: Santiago Maior;15227,4;
187070105: Terena (São Pedro);38406,5;
187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);47380,3;
1870702: Arraiolos;74247,9;
187070201: Arraiolos;63208,8;
187070202: Igrejinha;85091,4;
187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;61756,1;
187070209: União das freguesias de São Gregório e Santa Justa;51697,8;
187070206: Vimieiro;94280,8;
1870703: Borba;18397,7;
187070301: Borba (Matriz);11036,4;
187070304: Borba (São Bartolomeu);- -;
187070302: Orada;31012,8;
187070303: Rio de Moinhos;24253,8;
1870704: Estremoz;22481,9;
187070401: Arcos;16463,8;
187070404: Évora Monte (Santa Maria);27234,6;
187070402: Glória;18130,8;
187070411: São Domingos de Ana Loura;39814,3;
187070414: União das freguesias de Estremoz (Santa Maria e Santo André);18639,4;
187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;16204,5;
187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;20355,6;
187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);40728,3;
187070413: Veiros;20751,4;
1870705: Évora;46367,7;
187070515: Canaviais;13993,4;
187070502: Nossa Senhora da Graça do Divor;67081,5;
187070503: Nossa Senhora de Machede;41357,5;
187070506: São Bento do Mato;29036,5;
187070509: São Miguel de Machede;37151,4;
187070513: Torre de Coelheiros;136391;
187070522: União das freguesias de Bacelo e Senhora da Saúde;12924,3;
187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);- -;
187070524: União das freguesias de Malagueira e Horta das Figueiras;30014,7;
187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;116764;
187070526: União das freguesias de São Manços e São Vicente do Pigeiro;45630,6;
187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;43555,9;
1870706: Montemor-o-Novo;71044,5;
187070601: Cabrela;109741,3;
187070607: Ciborro;112304,5;
187070610: Foros de Vale de Figueira;32202,5;
187070605: Santiago do Escoural;76927,7;
187070606: São Cristóvão;52761,3;
187070611: União das freguesias de Cortiçadas de Lavre e Lavre;64448,9;
187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;70576,5;
1870707: Mora;33981;
187070701: Brotas;52711,3;
187070702: Cabeção;27178,1;
187070703: Mora;27069;
187070704: Pavia;37110,5;
1870708: Mourão;25455,2;
187070801: Granja;66053,8;
187070802: Luz;13485,9;
187070803: Mourão;14470,6;
1870709: Portel;36001,9;
187070903: Monte do Trigo;71191,4;
187070905: Portel;19327,9;
187070906: Santana;20209,1;
187070909: União das freguesias de Amieira e Alqueva;27076,4;
187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;36609,8;
187070908: Vera Cruz;80759;
1870710: Redondo;31292,4;
187071001: Montoito;20789;
187071002: Redondo;34531,9;
1870711: Reguengos de Monsaraz;23929,4;
187071102: Corval;17651;
187071103: Monsaraz;14405,9;
187071104: Reguengos de Monsaraz;26481,3;
187071106: União das freguesias de Campo e Campinho;42969,6;
1870712: Vendas Novas;79361,9;
187071202: Landeira;150969,5;
187071201: Vendas Novas;71761,1;
1870713: Viana do Alentejo;50165,2;
187071303: Aguiar;61533,6;
187071301: Alcáçovas;66655,3;
187071302: Viana do Alentejo;30278,6;
1870714: Vila Viçosa;27924,3;
187071401: Bencatel;20225;
187071402: Ciladas;79556,7;
187071406: Nossa Senhora da Conceição e São Bartolomeu;6145,8;
187071404: Pardais;11666,6;
15: Algarve;9821,4;
150: Algarve;9821,4;
1500801: Albufeira;8916,2;
150080106: Albufeira e Olhos de Água;6197,7;
150080104: Ferreiras;3877,1;
150080102: Guia;8522,8;
150080103: Paderne;13702,3;
1500802: Alcoutim;4991,6;
150080202: Giões;4442,5;
150080203: Martim Longo;4505,7;
150080206: União das freguesias de Alcoutim e Pereiro;5719;
150080205: Vaqueiros;4727,3;
1500803: Aljezur;15267,5;
150080301: Aljezur;5454,9;
150080302: Bordeira;8352,5;
150080303: Odeceixe;46174,8;
150080304: Rogil;16990,1;
1500804: Castro Marim;8060,6;
150080404: Altura;33741;
150080401: Azinhal;5953,3;
150080402: Castro Marim;11236,7;
150080403: Odeleite;4606,6;
1500805: Faro;16503,8;
150080506: Montenegro;48676,3;
150080503: Santa Bárbara de Nexe;6803,4;
150080507: União das freguesias de Conceição e Estoi;15699,4;
150080508: União das freguesias de Faro (Sé e São Pedro);31160,8;
1500806: Lagoa;13335,7;
150080602: Ferragudo;8411;
150080604: Porches;6070;
150080607: União das freguesias de Estômbar e Parchal;20919,8;
150080608: União das freguesias de Lagoa e Carvoeiro;14104,5;
1500807: Lagos;7930;
150080703: Luz;12180,8;
150080704: Odiáxere;6199,8;
150080707: União das freguesias de Bensafrim e Barão de São João;7515;
150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);7991,9;
1500808: Loulé;5524,6;
150080801: Almancil;15917,1;
150080802: Alte;7050;
150080803: Ameixial;3798,7;
150080804: Boliqueime;4585,8;
150080808: Loulé (São Clemente);2568,3;
150080809: Loulé (São Sebastião);5250,3;
150080805: Quarteira;5801;
150080807: Salir;4336;
150080812: União de freguesias de Querença, Tôr e Benafim;4736,4;
1500809: Monchique;12875,4;
150080901: Alferce;16041,8;
150080902: Marmelete;20321,3;
150080903: Monchique;6838,8;
1500810: Olhão;10982,4;
150081003: Olhão;7306,6;
150081004: Pechão;21649,4;
150081005: Quelfes;5407,7;
150081006: União das freguesias de Moncarapacho e Fuseta;10559,7;
1500811: Portimão;12815,8;
150081101: Alvor;8693,3;
150081102: Mexilhoeira Grande;11704,3;
150081103: Portimão;22408,8;
1500812: São Brás de Alportel;3173,8;
150081201: São Brás de Alportel;3173,8;
1500813: Silves;14862,4;
150081303: Armação de Pêra;3105,9;
150081305: São Bartolomeu de Messines;11662,6;
150081306: São Marcos da Serra;9248,4;
150081307: Silves;21528,3;
150081309: União das freguesias de Alcantarilha e Pêra;16574,3;
150081310: União das freguesias de Algoz e Tunes;15206,4;
1500814: Tavira;8768,1;
150081401: Cachopo;4521,6;
150081404: Santa Catarina da Fonte do Bispo;4198,6;
150081408: Santa Luzia;12504,4;
150081410: União das freguesias de Conceição e Cabanas de Tavira;11121,7;
150081411: União das freguesias de Luz de Tavira e Santo Estêvão;13606,1;
150081412: União das freguesias de Tavira (Santa Maria e Santiago);10120,5;
1500815: Vila do Bispo;14792,1;
150081501: Barão de São Miguel;7607,1;
150081502: Budens;9696,6;
150081504: Sagres;28569,2;
150081506: Vila do Bispo e Raposeira;15220,7;
1500816: Vila Real de Santo António;4636,7;
150081603: Monte Gordo;4050,3;
150081601: Vila Nova de Cacela;4996,4;
150081602: Vila Real de Santo António;1481,4;
2: Região Autónoma dos Açores;25916,3;
20: Região Autónoma dos Açores;25916,3;
200: Região Autónoma dos Açores;25916,3;
2004301: Angra do Heroísmo;31449,1;
200430101: Altares;42281,8;
200430102: Angra (Nossa Senhora da Conceição);29517,4;
200430103: Angra (Santa Luzia);13646,9;
200430104: Angra (São Pedro);7505,3;
200430105: Angra (Sé);4907,7;
200430106: Cinco Ribeiras;34321,1;
200430107: Doze Ribeiras;35163,9;
200430108: Feteira;20062,5;
200430109: Porto Judeu;49077,4;
200430110: Posto Santo;74498,9;
200430111: Raminho;52141,9;
200430112: Ribeirinha;17281;
200430113: Santa Bárbara;30643,8;
200430114: São Bartolomeu de Regatos;20705,3;
200430115: São Bento;39921,8;
200430116: São Mateus da Calheta;12842,1;
200430117: Serreta;43980,1;
200430118: Terra Chã;28573,3;
200430119: Vila de São Sebastião;29002,3;
2004501: Calheta;26250,4;
200450101: Calheta;19032,3;
200450102: Norte Pequeno;52873,4;
200450103: Ribeira Seca;22358,8;
200450104: Santo Antão;34469,9;
200450105: Topo (Nossa Senhora do Rosário);21625,8;
2004901: Corvo;14316,9;
200490101: Corvo;14316,9;
2004701: Horta;21597,5;
200470101: Capelo;9167,8;
200470102: Castelo Branco;20437,3;
200470103: Cedros;29269,7;
200470104: Feteira;18614,1;
