
Statistical table extracted on October 11, 2022 (22:38:13)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;11E041103: Argozelo;379;62;267;29;21;
;11E041107: Carção;316;90;177;31;18;
;11E041108: Matela;267;60;169;18;20;
;11E041109: Pinelo;224;38;148;15;23;
;11E041110: Santulhão;516;129;286;38;63;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;644;141;399;65;39;
;11E041116: União das freguesias de Caçarelhos e Angueira;320;50;190;37;43;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;401;71;198;52;80;
;11E041113: Vilar Seco;155;23;89;20;23;
;11E041114: Vimioso;258;41;151;31;35;
;11E0412: Vinhais;5456;1294;3411;406;345;
;11E041201: Agrochão;180;30;126;11;13;
;11E041203: Candedo;383;82;207;42;52;
;11E041204: Celas;187;40;130;12;5;
;11E041206: Edral;149;53;89;4;3;
;11E041207: Edrosa;126;40;66;13;7;
;11E041208: Ervedosa;239;68;152;8;11;
;11E041215: Paçó;155;32;106;16;1;
;11E041216: Penhas Juntas;203;58;109;18;18;
;11E041219: Rebordelo;334;87;211;16;20;
;11E041221: Santalha;216;82;111;13;10;
;11E041226: Tuizelo;380;114;195;29;42;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;301;57;203;20;21;
;11E041237: União das freguesias de Moimenta e Montouto;179;55;104;11;9;
;11E041238: União das freguesias de Nunes e Ousilhão;188;55;111;15;7;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;196;46;135;7;8;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;305;65;193;34;13;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;213;61;120;17;15;
;11E041242: União das freguesias de Travanca e Santa Cruz;151;18;106;15;12;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;107;19;83;3;2;
;11E041227: Vale das Fontes;225;59;138;14;14;
;11E041229: Vila Boa de Ousilhão;81;18;51;8;4;
;11E041230: Vila Verde;91;19;69;1;2;
;11E041232: Vilar de Ossos;161;28;111;14;8;
;11E041233: Vilar de Peregrinos;157;23;104;18;12;
;11E041234: Vilar Seco de Lomba;143;25;101;9;8;
;11E041235: Vinhais;406;60;280;38;28;
;16: Centro;267935;57171;171772;22869;16123;
;16B: Oeste;32496;6063;21973;2937;1523;
;16B1001: Alcobaça;5231;1020;3541;459;211;
;16B100102: Alfeizerão;454;91;313;30;20;
;16B100120: Aljubarrota;628;163;376;66;23;
;16B100104: Bárrio;258;46;188;14;10;
;16B100105: Benedita;312;56;199;36;21;
;16B100106: Cela;929;192;621;86;30;
;16B100108: Évora de Alcobaça;810;158;550;74;28;
;16B100109: Maiorga;141;28;91;13;9;
;16B100112: São Martinho do Porto;69;20;37;10;2;
;16B100114: Turquel;607;144;397;47;19;
;16B100121: União das freguesias de Alcobaça e Vestiaria;90;4;77;5;4;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;338;37;241;35;25;
;16B100123: União das freguesias de Pataias e Martingança;211;47;131;20;13;
;16B100116: Vimeiro;384;34;320;23;7;
;16B1101: Alenquer;3798;780;2466;362;190;
;16B110106: Carnota;361;114;201;30;16;
;16B110107: Meca;264;51;175;25;13;
;16B110108: Olhalvo;217;40;153;16;8;
;16B110109: Ota;170;20;127;15;8;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;516;56;381;61;18;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;422;81;263;45;33;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);320;73;202;34;11;
;16B110120: União das freguesias de Carregado e Cadafais;200;47;128;16;9;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;336;104;176;30;26;
;16B110113: Ventosa;505;80;334;53;38;
;16B110114: Vila Verde dos Francos;487;114;326;37;10;
;16B1102: Arruda dos Vinhos;1259;238;814;115;92;
;16B110201: Arranhó;221;36;166;10;9;
;16B110202: Arruda dos Vinhos;666;113;425;70;58;
;16B110203: Cardosas;148;34;85;18;11;
;16B110204: São Tiago dos Velhos;224;55;138;17;14;
;16B1005: Bombarral;2070;329;1376;255;110;
;16B100502: Carvalhal;841;145;555;105;36;
;16B100505: Pó;155;14;116;21;4;
;16B100503: Roliça;533;91;356;61;25;
;16B100506: União das freguesias do Bombarral e Vale Covo;541;79;349;68;45;
;16B1104: Cadaval;2619;422;1798;260;139;
;16B110401: Alguber;340;70;217;38;15;
;16B110407: Peral;283;51;182;26;24;
;16B110412: União das freguesias de Lamas e Cercal;691;91;496;76;28;
;16B110413: União das freguesias de Painho e Figueiros;439;75;303;28;33;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;317;52;210;38;17;
;16B110409: Vermelha;260;40;180;27;13;
;16B110410: Vilar;289;43;210;27;9;
;16B1006: Caldas da Rainha;3388;646;2340;277;125;
;16B100601: A dos Francos;468;93;319;35;21;
;16B100602: Alvorninha;765;161;528;55;21;
;16B100604: Carvalhal Benfeito;268;32;209;21;6;
;16B100606: Foz do Arelho;15;1;10;3;1;
;16B100607: Landal;175;29;117;25;4;
;16B100608: Nadadouro;62;16;42;3;1;
;16B100609: Salir de Matos;433;103;300;25;5;
;16B100611: Santa Catarina;355;60;240;35;20;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;309;43;210;32;24;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;128;30;84;9;5;
;16B100619: União das freguesias de Tornada e Salir do Porto;171;40;113;15;3;
;16B100615: Vidais;239;38;168;19;14;
;16B1108: Lourinhã;3303;702;2264;241;96;
;16B110803: Moita dos Ferreiros;399;72;263;46;18;
;16B110805: Reguengo Grande;247;45;183;16;3;
;16B110810: Ribamar;194;49;124;16;5;
;16B110806: Santa Bárbara;244;68;157;12;7;
;16B110812: União das freguesias de Lourinhã e Atalaia;1214;258;821;95;40;
;16B110813: União das freguesias de Miragaia e Marteleira;565;116;399;35;15;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;263;51;190;14;8;
;16B110808: Vimeiro;177;43;127;7;- -;
;16B1011: Nazaré;454;71;324;36;23;
;16B101101: Famalicão;213;53;137;8;15;
;16B101102: Nazaré;16;- -;14;1;1;
;16B101103: Valado dos Frades;225;18;173;27;7;
;16B1012: Óbidos;1723;294;1213;151;65;
;16B101201: A dos Negros;390;76;266;33;15;
;16B101202: Amoreira;112;15;81;13;3;
;16B101208: Gaeiras;93;17;64;7;5;
;16B101203: Olho Marinho;253;30;200;18;5;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;532;107;360;43;22;
;16B101209: Usseira;222;42;148;26;6;
;16B101207: Vau;121;7;94;11;9;
;16B1014: Peniche;1130;213;806;73;38;
;16B101402: Atouguia da Baleia;784;153;551;56;24;
;16B101406: Ferrel;242;32;190;9;11;
;16B101407: Peniche;9;4;5;- -;- -;
;16B101405: Serra d'El-Rei;95;24;60;8;3;
;16B1112: Sobral de Monte Agraço;968;206;614;95;53;
;16B111201: Santo Quintino;517;87;348;50;32;
;16B111202: Sapataria;318;87;184;33;14;
;16B111203: Sobral de Monte Agraço;133;32;82;12;7;
;16B1113: Torres Vedras;6553;1142;4417;613;381;
;16B111306: Freiria;336;64;231;32;9;
;16B111310: Ponte do Rol;138;25;97;8;8;
;16B111311: Ramalhal;226;37;144;32;13;
;16B111314: São Pedro da Cadeira;593;153;390;38;12;
;16B111316: Silveira;594;127;397;48;22;
;16B111317: Turcifal;532;102;331;50;49;
;16B111321: União das freguesias de A dos Cunhados e Maceira;547;81;396;43;27;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;293;27;217;31;18;
;16B111323: União das freguesias de Carvoeira e Carmões;423;82;267;42;32;
;16B111324: União das freguesias de Dois Portos e Runa;620;88;417;64;51;
;16B111325: União das freguesias de Maxial e Monte Redondo;841;125;598;84;34;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;694;111;463;69;51;
;16B111318: Ventosa;716;120;469;72;55;
;16D: Região de Aveiro;22814;4005;15835;1812;1162;
;16D0101: Águeda;2937;476;2105;235;121;
;16D010103: Aguada de Cima;224;44;154;16;10;
;16D010109: Fermentelos;234;52;149;24;9;
;16D010112: Macinhata do Vouga;240;60;148;22;10;
;16D010121: União das freguesias de Águeda e Borralha;285;66;190;22;7;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;192;20;144;10;18;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;275;40;212;20;3;
;16D010124: União das freguesias de Recardães e Espinhel;288;45;216;19;8;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;266;17;212;30;7;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;383;48;294;21;20;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;233;46;165;17;5;
;16D010119: Valongo do Vouga;317;38;221;34;24;
;16D0102: Albergaria-a-Velha;1933;334;1372;160;67;
;16D010209: Albergaria-a-Velha e Valmaior;207;36;149;14;8;
;16D010202: Alquerubim;339;79;235;23;2;
;16D010203: Angeja;451;75;329;39;8;
;16D010204: Branca;280;49;190;22;19;
;16D010206: Ribeira de Fráguas;59;11;29;10;9;
;16D010210: São João de Loure e Frossos;597;84;440;52;21;
;16D0103: Anadia;4050;709;2644;381;316;
;16D010304: Avelãs de Caminho;70;16;43;7;4;
;16D010305: Avelãs de Cima;484;72;319;49;44;
;16D010307: Moita;220;40;163;14;3;
;16D010309: Sangalhos;240;32;148;31;29;
;16D010310: São Lourenço do Bairro;598;121;393;48;36;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;692;132;452;63;45;
;16D010317: União das freguesias de Arcos e Mogofores;164;24;96;21;23;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;409;70;252;45;42;
;16D010312: Vila Nova de Monsarros;235;37;161;19;18;
;16D010313: Vilarinho do Bairro;938;165;617;84;72;
;16D0105: Aveiro;2109;350;1481;178;100;
;16D010501: Aradas;154;21;101;23;9;
;16D010502: Cacia;409;55;286;43;25;
;16D010515: Eixo e Eirol;333;76;225;22;10;
;16D010505: Esgueira;175;35;127;8;5;
;16D010508: Oliveirinha;318;47;222;25;24;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;563;99;401;44;19;
;16D010513: Santa Joana;63;7;51;4;1;
;16D010510: São Bernardo;63;5;46;8;4;
;16D010511: São Jacinto;7;2;4;1;- -;
;16D010517: União das freguesias de Glória e Vera Cruz;24;3;18;- -;3;
;16D0108: Estarreja;2313;385;1684;163;81;
;16D010801: Avanca;474;71;334;43;26;
;16D010805: Pardilhó;199;29;152;14;4;
;16D010806: Salreu;552;101;407;36;8;
;16D010808: União das freguesias de Beduído e Veiros;583;109;421;31;22;
;16D010809: União das freguesias de Canelas e Fermelã;505;75;370;39;21;
;16D0110: Ílhavo;412;99;260;35;18;
;16D011005: Gafanha da Encarnação;26;7;17;1;1;
;16D011006: Gafanha da Nazaré;24;2;17;3;2;
;16D011007: Gafanha do Carmo;92;24;56;10;2;
;16D011008: Ílhavo (São Salvador);270;66;170;21;13;
;16D0112: Murtosa;822;152;585;51;34;
;16D011201: Bunheiro;488;98;348;25;17;
;16D011202: Monte;51;7;35;8;1;
;16D011203: Murtosa;182;30;135;12;5;
;16D011204: Torreira;101;17;67;6;11;
;16D0114: Oliveira do Bairro;2523;427;1726;196;174;
;16D011403: Oiã;818;123;591;54;50;
;16D011404: Oliveira do Bairro;461;112;287;38;24;
;16D011405: Palhaça;269;27;212;21;9;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;975;165;636;83;91;
;16D0115: Ovar;1436;258;1002;120;56;
;16D011502: Cortegaça;11;3;8;- -;- -;
;16D011503: Esmoriz;20;5;11;3;1;
;16D011504: Maceda;96;5;77;10;4;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;866;140;611;79;36;
;16D011507: Válega;443;105;295;28;15;
;16D0117: Sever do Vouga;1356;240;939;99;78;
;16D011702: Couto de Esteves;320;56;221;18;25;
;16D011704: Pessegueiro do Vouga;41;3;34;2;2;
;16D011705: Rocas do Vouga;366;55;264;30;17;
;16D011706: Sever do Vouga;59;8;34;8;9;
;16D011708: Talhadas;187;50;114;14;9;
;16D011710: União das freguesias de Cedrim e Paradela;173;22;130;12;9;
;16D011711: União das freguesias de Silva Escura e Dornelas;210;46;142;15;7;
;16D0118: Vagos;2923;575;2037;194;117;
;16D011801: Calvão;257;35;189;19;14;
;16D011804: Gafanha da Boa Hora;179;36;133;6;4;
;16D011805: Ouca;349;47;265;20;17;
;16D011810: Santo André de Vagos;298;88;186;11;13;
;16D011807: Sosa;495;59;381;37;18;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;403;93;260;32;18;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;371;79;243;29;20;
;16D011814: União das freguesias de Vagos e Santo António;571;138;380;40;13;
;16E: Região de Coimbra;45705;9902;29094;4001;2708;
;16E0601: Arganil;1749;379;1203;103;64;
;16E060102: Arganil;249;57;168;11;13;
;16E060104: Benfeita;84;24;56;2;2;
;16E060105: Celavisa;37;6;29;2;- -;
;16E060109: Folques;24;6;14;4;- -;
;16E060111: Piódão;39;14;22;2;1;
;16E060112: Pomares;65;17;46;2;- -;
;16E060113: Pombeiro da Beira;244;45;178;17;4;
;16E060114: São Martinho da Cortiça;398;63;292;23;20;
;16E060115: Sarzedo;96;13;75;3;5;
;16E060116: Secarias;43;7;32;1;3;
;16E060119: União das freguesias de Cepos e Teixeira;76;29;45;1;1;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;67;19;37;6;5;
;16E060121: União das freguesias de Côja e Barril de Alva;147;37;94;11;5;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;180;42;115;18;5;
;16E0602: Cantanhede;7620;1703;4784;662;471;
;16E060201: Ançã;228;21;152;26;29;
;16E060203: Cadima;745;141;490;73;41;
;16E060205: Cordinhã;466;84;309;51;22;
;16E060207: Febres;292;87;183;16;6;
;16E060208: Murtede;574;119;342;55;58;
;16E060209: Ourentã;576;119;386;43;28;
;16E060218: Sanguinheira;745;164;492;67;22;
;16E060215: São Caetano;125;28;81;8;8;
;16E060214: Tocha;874;239;532;63;40;
;16E060220: União das freguesias de Cantanhede e Pocariça;857;175;507;84;91;
;16E060221: União das freguesias de Covões e Camarneira;739;213;435;51;40;
;16E060222: União das freguesias de Portunhos e Outil;600;109;395;53;43;
;16E060223: União das freguesias de Sepins e Bolho;651;156;392;65;38;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;148;48;88;7;5;
;16E0603: Coimbra;5281;817;3474;596;394;
;16E060301: Almalaguês;741;151;443;77;70;
;16E060309: Brasfemes;79;11;57;6;5;
;16E060311: Ceira;144;11;96;25;12;
;16E060312: Cernache;223;16;153;23;31;
;16E060318: Santo António dos Olivais;45;5;31;3;6;
;16E060320: São João do Campo;268;25;228;6;9;
;16E060324: São Silvestre;284;37;198;35;14;
;16E060329: Torres do Mondego;96;11;68;12;5;
;16E060332: União das freguesias de Antuzede e Vil de Matos;430;94;263;50;23;
;16E060333: União das freguesias de Assafarge e Antanhol;150;12;86;27;25;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);61;7;36;11;7;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;271;39;171;40;21;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;109;15;67;11;16;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;721;180;424;75;42;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;343;37;235;42;29;
;16E060339: União das freguesias de Souselas e Botão;671;40;527;71;33;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;358;78;204;47;29;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;287;48;187;35;17;
;16E0604: Condeixa-a-Nova;2077;500;1220;196;161;
;16E060401: Anobra;151;32;97;13;9;
;16E060406: Ega;710;188;402;63;57;
;16E060407: Furadouro;122;46;63;9;4;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;380;57;245;34;44;
;16E060412: União das freguesias de Sebal e Belide;282;58;155;40;29;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;224;46;149;20;9;
;16E060410: Zambujal;208;73;109;17;9;
;16E0605: Figueira da Foz;3192;754;1943;311;184;
;16E060519: Alhadas;202;56;111;20;15;
;16E060502: Alqueidão;343;53;233;36;21;
;16E060515: Bom Sucesso;605;153;360;68;24;
;16E060520: Buarcos;35;4;22;6;3;
;16E060521: Ferreira-a-Nova;481;118;303;33;27;
;16E060522: Lavos;101;28;52;10;11;
;16E060507: Maiorca;330;75;199;38;18;
;16E060508: Marinha das Ondas;256;67;142;26;21;
;16E060518: Moinhos da Gândara;260;79;149;23;9;
;16E060523: Paião;398;81;252;40;25;
;16E060524: Quiaios;73;18;46;5;4;
;16E060514: São Pedro;3;- -;2;- -;1;
;16E060512: Tavarede;33;8;23;2;- -;
;16E060513: Vila Verde;72;14;49;4;5;
;16E0606: Góis;326;81;211;20;14;
;16E060601: Alvares;75;20;47;4;4;
;16E060604: Góis;104;28;68;7;1;
;16E060606: União das freguesias de Cadafaz e Colmeal;48;12;28;5;3;
;16E060605: Vila Nova do Ceira;99;21;68;4;6;
;16E0607: Lousã;582;124;375;43;40;
;16E060706: Gândaras;82;22;50;6;4;
;16E060704: Serpins;98;21;70;3;4;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;109;21;73;9;6;
;16E060708: União das freguesias de Lousã e Vilarinho;293;60;182;25;26;
;16E0111: Mealhada;2391;225;1761;233;172;
;16E011102: Barcouço;559;41;399;68;51;
;16E011103: Casal Comba;666;35;535;65;31;
;16E011104: Luso;154;16;121;10;7;
;16E011106: Pampilhosa;215;13;153;24;25;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;531;97;345;46;43;
;16E011107: Vacariça;266;23;208;20;15;
;16E0608: Mira;1095;306;645;83;61;
;16E060803: Carapelhos;160;44;98;10;8;
;16E060801: Mira;628;164;385;43;36;
;16E060804: Praia de Mira;189;53;98;25;13;
;16E060802: Seixo;118;45;64;5;4;
;16E0609: Miranda do Corvo;1360;219;902;149;90;
;16E060901: Lamas;392;45;248;67;32;
;16E060902: Miranda do Corvo;373;60;257;38;18;
;16E060906: União das freguesias de Semide e Rio Vide;467;89;313;31;34;
;16E060905: Vila Nova;128;25;84;13;6;
;16E0610: Montemor-o-Velho;5318;1185;3340;494;299;
;16E061002: Arazede;1735;381;1126;154;74;
;16E061003: Carapinheira;448;96;282;47;23;
;16E061014: Ereira;150;19;98;13;20;
;16E061005: Liceia;470;129;294;35;12;
;16E061006: Meãs do Campo;174;49;96;15;14;
;16E061008: Pereira;155;20;107;19;9;
;16E061009: Santo Varão;97;12;64;14;7;
;16E061010: Seixo de Gatões;467;99;307;31;30;
;16E061011: Tentúgal;769;188;474;80;27;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;209;38;134;23;14;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;644;154;358;63;69;
;16E1808: Mortágua;1823;449;1189;115;70;
;16E180802: Cercosa;91;25;61;4;1;
;16E180804: Espinho;448;128;280;28;12;
;16E180805: Marmeleira;103;26;68;4;5;
;16E180807: Pala;275;72;167;23;13;
;16E180808: Sobral;418;95;281;27;15;
;16E180809: Trezói;138;44;83;8;3;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;350;59;249;21;21;
;16E0611: Oliveira do Hospital;2774;653;1742;203;176;
;16E061101: Aldeia das Dez;39;13;22;1;3;
;16E061102: Alvoco das Várzeas;32;9;18;2;3;
;16E061103: Avô;76;29;42;3;2;
;16E061104: Bobadela;134;21;88;8;17;
;16E061106: Lagares;230;47;156;17;10;
;16E061109: Lourosa;152;31;102;11;8;
;16E061110: Meruge;145;42;75;9;19;
;16E061111: Nogueira do Cravo;256;76;138;26;16;
;16E061115: São Gião;65;22;33;5;5;
;16E061118: Seixo da Beira;482;113;336;14;19;
;16E061119: Travanca de Lagos;282;80;148;35;19;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;336;79;216;22;19;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;243;29;167;28;19;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;138;28;83;14;13;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;58;10;45;1;2;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;106;24;73;7;2;
;16E0612: Pampilhosa da Serra;879;275;525;51;28;
;16E061201: Cabril;66;27;37;- -;2;
;16E061202: Dornelas do Zêzere;92;31;52;7;2;
;16E061211: Fajão-Vidual;52;18;34;- -;- -;
;16E061204: Janeiro de Baixo;154;44;104;4;2;
;16E061206: Pampilhosa da Serra;158;41;86;15;16;
;16E061207: Pessegueiro;23;7;15;1;- -;
;16E061212: Portela do Fojo-Machio;198;71;116;10;1;
;16E061209: Unhais-o-Velho;136;36;81;14;5;
;16E0613: Penacova;1891;414;1253;131;93;
;16E061301: Carvalho;309;107;183;13;6;
;16E061302: Figueira de Lorvão;317;80;202;22;13;
;16E061304: Lorvão;189;16;146;15;12;
;16E061307: Penacova;233;53;151;13;16;
;16E061310: Sazes do Lorvão;160;40;100;10;10;
;16E061312: União das freguesias de Friúmes e Paradela;136;16;95;16;9;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;153;18;119;8;8;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;394;84;257;34;19;
;16E0614: Penela;1391;399;816;106;70;
;16E061401: Cumeeira;348;107;209;15;17;
;16E061402: Espinhal;32;8;20;2;2;
;16E061403: Podentes;204;63;108;14;19;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;807;221;479;75;32;
;16E0615: Soure;3430;866;2051;322;191;
;16E061501: Alfarelos;79;13;52;8;6;
;16E061504: Figueiró do Campo;238;44;149;25;20;
;16E061506: Granja do Ulmeiro;53;4;37;7;5;
;16E061508: Samuel;253;53;159;23;18;
;16E061509: Soure;1254;308;758;110;78;
;16E061510: Tapéus;129;25;86;9;9;
;16E061513: União das freguesias de Degracias e Pombalinho;542;206;285;35;16;
;16E061514: União das freguesias de Gesteira e Brunhós;256;86;141;20;9;
;16E061511: Vila Nova de Anços;235;44;149;33;9;
;16E061512: Vinha da Rainha;391;83;235;52;21;
;16E0616: Tábua;2088;465;1371;156;96;
;16E061602: Candosa;70;18;38;6;8;
;16E061603: Carapinha;104;18;70;11;5;
;16E061608: Midões;349;103;199;27;20;
;16E061609: Mouronho;224;50;144;24;6;
;16E061611: Póvoa de Midões;122;34;76;8;4;
;16E061612: São João da Boa Vista;81;12;59;7;3;
;16E061614: Tábua;264;50;184;15;15;
;16E061616: União das freguesias de Ázere e Covelo;258;64;165;17;12;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;276;71;180;19;6;
;16E061618: União das freguesias de Espariz e Sinde;212;39;144;15;14;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;128;6;112;7;3;
;16E0617: Vila Nova de Poiares;438;88;289;27;34;
;16E061701: Arrifana;113;33;64;8;8;
;16E061702: Lavegadas;38;10;24;1;3;
;16E061703: Poiares (Santo André);235;35;162;18;20;
;16E061704: São Miguel de Poiares;52;10;39;- -;3;
;16F: Região de Leiria;21785;4953;13738;1914;1180;
;16F1002: Alvaiázere;1668;382;1023;159;104;
;16F100201: Almoster;169;29;110;21;9;
;16F100208: Alvaiázere;499;78;298;73;50;
;16F100204: Maçãs de Dona Maria;226;48;152;11;15;
;16F100205: Pelmá;170;63;89;11;7;
;16F100209: Pussos São Pedro;604;164;374;43;23;
;16F1003: Ansião;2944;772;1777;254;141;
;16F100301: Alvorge;617;197;354;48;18;
;16F100309: Ansião;618;142;397;56;23;
;16F100303: Avelar;74;16;40;10;8;
;16F100304: Chão de Couce;398;93;235;36;34;
;16F100306: Pousaflores;415;109;250;31;25;
;16F100307: Santiago da Guarda;822;215;501;73;33;
;16F1004: Batalha;1202;282;734;116;70;
;16F100401: Batalha;517;122;327;42;26;
;16F100404: Golpilheira;200;33;130;20;17;
;16F100402: Reguengo do Fetal;252;44;157;29;22;
;16F100403: São Mamede;233;83;120;25;5;
;16F1007: Castanheira de Pêra;170;41;103;15;11;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;170;41;103;15;11;
;16F1008: Figueiró dos Vinhos;652;104;445;60;43;
;16F100801: Aguda;57;8;40;7;2;
;16F100802: Arega;149;29;104;7;9;
;16F100803: Campelo;13;1;7;3;2;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;433;66;294;43;30;
;16F1009: Leiria;5723;1025;3842;525;331;
;16F100901: Amor;453;89;301;45;18;
;16F100902: Arrabal;127;25;83;13;6;
;16F100925: Bajouca;151;82;58;7;4;
;16F100926: Bidoeira de Cima;176;51;100;17;8;
;16F100907: Caranguejeira;402;67;281;36;18;
;16F100909: Coimbrão;136;12;117;7;- -;
;16F100913: Maceira;249;39;171;24;15;
;16F100915: Milagres;193;59;110;19;5;
;16F100921: Regueira de Pontes;158;18;99;31;10;
;16F100932: União das freguesias de Colmeias e Memória;390;46;271;43;30;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;686;98;431;79;78;
;16F100934: União das freguesias de Marrazes e Barosa;228;25;143;29;31;
;16F100935: União das freguesias de Monte Real e Carvide;349;66;245;25;13;
;16F100936: União das freguesias de Monte Redondo e Carreira;538;100;386;37;15;
;16F100937: União das freguesias de Parceiros e Azoia;218;21;143;29;25;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;543;60;454;19;10;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;155;34;95;12;14;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;571;133;354;53;31;
;16F1010: Marinha Grande;237;41;155;25;16;
;16F101001: Marinha Grande;117;18;79;15;5;
;16F101003: Moita;17;- -;8;2;7;
;16F101002: Vieira de Leiria;103;23;68;8;4;
;16F1013: Pedrógão Grande;772;201;466;73;32;
;16F101301: Graça;241;74;147;14;6;
;16F101302: Pedrógão Grande;426;103;248;52;23;
;16F101303: Vila Facaia;105;24;71;7;3;
;16F1015: Pombal;6218;1638;3761;502;317;
;16F101501: Abiul;625;171;370;53;31;
;16F101503: Almagreira;514;142;327;27;18;
;16F101504: Carnide;212;58;134;11;9;
;16F101505: Carriço;256;209;42;4;1;
;16F101506: Louriçal;986;250;578;87;71;
;16F101515: Meirinhas;102;30;52;12;8;
;16F101508: Pelariga;293;49;199;25;20;
;16F101509: Pombal;1166;225;780;118;43;
;16F101510: Redinha;394;88;254;32;20;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;741;232;413;57;39;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;343;48;249;25;21;
;16F101513: Vermoil;259;41;172;29;17;
;16F101514: Vila Cã;327;95;191;22;19;
;16F1016: Porto de Mós;2199;467;1432;185;115;
;16F101602: Alqueidão da Serra;85;15;62;2;6;
;16F101605: Calvaria de Cima;68;12;46;6;4;
;16F101606: Juncal;384;51;284;29;20;
;16F101608: Mira de Aire;43;13;21;5;4;
;16F101609: Pedreiras;116;18;85;5;8;
;16F101614: Porto de Mós - São João Baptista e São Pedro;375;45;234;56;40;
;16F101610: São Bento;398;133;248;10;7;
;16F101613: Serro Ventoso;291;66;191;24;10;
