
Statistical table extracted on October 11, 2022 (20:23:18)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;1500804: Castro Marim;2298;458;143;179;321;531;666;
;150080404: Altura;- -;- -;- -;- -;- -;- -;- -;
;150080401: Azinhal;483;92;32;36;65;109;149;
;150080402: Castro Marim;890;198;67;79;127;192;227;
;150080403: Odeleite;925;168;44;64;129;230;290;
;1500805: Faro;5588;1093;444;587;963;1137;1364;
;150080506: Montenegro;- -;- -;- -;- -;- -;- -;- -;
;150080503: Santa Bárbara de Nexe;1522;230;110;113;240;310;519;
;150080507: União das freguesias de Conceição e Estoi;2631;566;220;291;446;527;581;
;150080508: União das freguesias de Faro (Sé e São Pedro);1435;297;114;183;277;300;264;
;1500806: Lagoa;1866;393;149;140;262;394;528;
;150080602: Ferragudo;186;39;12;20;26;37;52;
;150080604: Porches;376;75;29;22;57;77;116;
;150080607: União das freguesias de Estômbar e Parchal;398;88;34;41;47;83;105;
;150080608: União das freguesias de Lagoa e Carvoeiro;906;191;74;57;132;197;255;
;1500807: Lagos;2503;553;192;201;407;533;617;
;150080703: Luz;435;81;26;38;73;85;132;
;150080704: Odiáxere;692;162;51;64;125;139;151;
;150080707: União das freguesias de Bensafrim e Barão de São João;901;228;85;72;126;191;199;
;150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);475;82;30;27;83;118;135;
;1500808: Loulé;14070;2510;975;1231;2346;2860;4148;
;150080801: Almancil;1010;81;40;92;225;296;276;
;150080802: Alte;1617;307;109;137;266;312;486;
;150080803: Ameixial;651;130;45;48;78;133;217;
;150080804: Boliqueime;1894;350;151;171;321;378;523;
;150080808: Loulé (São Clemente);2036;409;143;186;309;396;593;
;150080809: Loulé (São Sebastião);2592;489;194;245;433;491;740;
;150080805: Quarteira;416;80;39;37;82;89;89;
;150080807: Salir;1797;316;121;140;282;365;573;
;150080812: União de freguesias de Querença, Tôr e Benafim;2057;348;133;175;350;400;651;
;1500809: Monchique;4078;981;357;374;645;786;935;
;150080901: Alferce;636;170;63;60;72;108;163;
;150080902: Marmelete;1101;223;95;101;194;221;267;
;150080903: Monchique;2341;588;199;213;379;457;505;
;1500810: Olhão;4664;1073;346;477;720;770;1278;
;150081003: Olhão;6;- -;- -;- -;1;2;3;
;150081004: Pechão;781;190;58;69;124;138;202;
;150081005: Quelfes;1062;274;87;101;159;170;271;
;150081006: União das freguesias de Moncarapacho e Fuseta;2815;609;201;307;436;460;802;
;1500811: Portimão;2150;535;177;229;306;411;492;
;150081101: Alvor;489;122;34;53;65;99;116;
;150081102: Mexilhoeira Grande;1396;346;120;151;199;264;316;
;150081103: Portimão;265;67;23;25;42;48;60;
;1500812: São Brás de Alportel;2591;484;193;192;379;519;824;
;150081201: São Brás de Alportel;2591;484;193;192;379;519;824;
;1500813: Silves;10422;1836;775;1008;1675;2222;2906;
;150081303: Armação de Pêra;151;25;7;18;18;40;43;
;150081305: São Bartolomeu de Messines;3966;778;313;345;601;785;1144;
;150081306: São Marcos da Serra;1363;195;82;116;220;333;417;
;150081307: Silves;2547;296;183;282;485;589;712;
;150081309: União das freguesias de Alcantarilha e Pêra;1014;218;73;73;163;203;284;
;150081310: União das freguesias de Algoz e Tunes;1381;324;117;174;188;272;306;
;1500814: Tavira;8012;1662;592;777;1244;1622;2115;
;150081401: Cachopo;1269;240;80;106;188;252;403;
;150081404: Santa Catarina da Fonte do Bispo;1779;359;135;172;280;329;504;
;150081408: Santa Luzia;16;3;1;2;3;4;3;
;150081410: União das freguesias de Conceição e Cabanas de Tavira;985;224;91;111;125;211;223;
;150081411: União das freguesias de Luz de Tavira e Santo Estêvão;2230;502;158;244;361;423;542;
;150081412: União das freguesias de Tavira (Santa Maria e Santiago);1733;334;127;142;287;403;440;
;1500815: Vila do Bispo;788;135;36;58;130;157;272;
;150081501: Barão de São Miguel;180;22;7;9;31;31;80;
;150081502: Budens;212;39;11;13;28;39;82;
;150081504: Sagres;48;17;1;6;8;3;13;
;150081506: Vila do Bispo e Raposeira;348;57;17;30;63;84;97;
;1500816: Vila Real de Santo António;809;121;58;60;113;214;243;
;150081603: Monte Gordo;43;6;2;1;7;20;7;
;150081601: Vila Nova de Cacela;638;94;51;50;87;149;207;
;150081602: Vila Real de Santo António;128;21;5;9;19;45;29;
;2: Região Autónoma dos Açores;92351;37074;10725;10226;10437;11330;12559;
;20: Região Autónoma dos Açores;92351;37074;10725;10226;10437;11330;12559;
;200: Região Autónoma dos Açores;92351;37074;10725;10226;10437;11330;12559;
;2004301: Angra do Heroísmo;11035;4107;1298;1372;1410;1317;1531;
;200430101: Altares;812;317;96;99;99;75;126;
;200430102: Angra (Nossa Senhora da Conceição);474;152;49;42;58;79;94;
;200430103: Angra (Santa Luzia);376;153;38;48;41;40;56;
;200430104: Angra (São Pedro);110;42;9;17;9;13;20;
;200430105: Angra (Sé);398;137;40;58;60;43;60;
;200430106: Cinco Ribeiras;1089;417;122;146;154;116;134;
;200430107: Doze Ribeiras;467;162;51;46;57;62;89;
;200430108: Feteira;663;227;91;101;67;89;88;
;200430109: Porto Judeu;791;270;93;69;111;110;138;
;200430110: Posto Santo;156;57;16;25;22;10;26;
;200430111: Raminho;871;328;97;120;106;109;111;
;200430112: Ribeirinha;324;119;31;45;42;49;38;
;200430113: Santa Bárbara;918;393;109;105;122;98;91;
;200430114: São Bartolomeu de Regatos;591;208;72;70;73;78;90;
;200430115: São Bento;1590;577;193;207;228;188;197;
;200430116: São Mateus da Calheta;7;4;- -;- -;2;- -;1;
;200430117: Serreta;311;116;43;43;31;35;43;
;200430118: Terra Chã;589;210;82;69;65;66;97;
;200430119: Vila de São Sebastião;498;218;66;62;63;57;32;
;2004501: Calheta;3123;1320;318;333;402;381;369;
;200450101: Calheta;612;252;55;76;88;62;79;
;200450102: Norte Pequeno;163;56;22;14;32;26;13;
;200450103: Ribeira Seca;376;142;40;35;52;66;41;
;200450104: Santo Antão;1016;390;107;118;126;126;149;
;200450105: Topo (Nossa Senhora do Rosário);956;480;94;90;104;101;87;
;2004901: Corvo;267;77;23;32;32;39;64;
;200490101: Corvo;267;77;23;32;32;39;64;
;2004701: Horta;6328;2367;729;795;659;753;1025;
;200470101: Capelo;267;93;37;29;39;34;35;
;200470102: Castelo Branco;392;128;46;40;32;58;88;
;200470103: Cedros;747;273;73;105;87;84;125;
;200470104: Feteira;1098;392;125;113;118;136;214;
;200470105: Flamengos;195;75;19;26;19;29;27;
;200470106: Horta (Angústias);891;337;113;121;105;112;103;
;200470107: Horta (Conceição);733;286;82;89;85;104;87;
;200470108: Horta (Matriz);174;57;21;20;18;26;32;
;200470109: Pedro Miguel;508;213;65;63;35;53;79;
;200470110: Praia do Almoxarife;382;164;37;57;47;32;45;
;200470111: Praia do Norte;225;79;26;29;7;26;58;
;200470112: Ribeirinha;318;140;28;55;20;25;50;
;200470113: Salão;398;130;57;48;47;34;82;
;2004201: Lagoa;3191;1477;326;307;383;399;299;
;200420101: Água de Pau;1067;536;97;94;127;133;80;
;200420102: Cabouco;761;331;77;80;90;102;81;
;200420103: Lagoa (Nossa Senhora do Rosário);251;104;20;22;37;36;32;
;200420104: Lagoa (Santa Cruz);802;367;93;91;90;81;80;
;200420105: Ribeira Chã;310;139;39;20;39;47;26;
;2004801: Lajes das Flores;1293;427;140;151;165;158;252;
;200480101: Fajã Grande;226;74;23;21;24;36;48;
;200480102: Fajãzinha;120;34;9;12;16;15;34;
;200480103: Fazenda;230;68;32;22;31;26;51;
;200480104: Lajedo;117;35;15;14;13;17;23;
;200480105: Lajes das Flores;358;125;34;59;50;36;54;
;200480106: Lomba;187;80;23;15;21;22;26;
;200480107: Mosteiro;55;11;4;8;10;6;16;
;2004601: Lajes do Pico;4203;1358;443;493;553;558;798;
;200460101: Calheta de Nesquim;417;131;44;42;58;56;86;
;200460102: Lajes do Pico;1352;448;134;174;183;152;261;
;200460103: Piedade;808;248;116;85;105;124;130;
;200460104: Ribeiras;737;231;73;85;91;104;153;
;200460105: Ribeirinha;446;145;39;59;60;64;79;
;200460106: São João;443;155;37;48;56;58;89;
;2004602: Madalena;4326;1426;495;549;523;599;734;
;200460201: Bandeiras;379;113;43;34;54;74;61;
;200460202: Candelária;836;288;89;112;101;97;149;
;200460203: Criação Velha;576;170;73;78;65;99;91;
;200460204: Madalena;1256;457;132;180;157;141;189;
;200460205: São Caetano;526;171;72;63;50;54;116;
;200460206: São Mateus;753;227;86;82;96;134;128;
;2004202: Nordeste;4187;1725;489;424;413;497;639;
;200420201: Achada;474;176;48;43;62;57;88;
;200420202: Achadinha;458;209;47;43;48;46;65;
;200420208: Algarvia;- -;- -;- -;- -;- -;- -;- -;
;200420203: Lomba da Fazenda;718;292;72;78;72;81;123;
;200420204: Nordeste;776;307;99;77;84;103;106;
;200420206: Salga;404;159;46;38;43;55;63;
;200420207: Santana;310;127;30;31;28;41;53;
;200420209: Santo António de Nordestinho;- -;- -;- -;- -;- -;- -;- -;
;200420210: São Pedro de Nordestinho;- -;- -;- -;- -;- -;- -;- -;
;2004203: Ponta Delgada;14770;6772;1846;1587;1574;1540;1451;
;200420323: Ajuda da Bretanha;- -;- -;- -;- -;- -;- -;- -;
;200420301: Arrifes;1551;699;212;176;171;144;149;
;200420303: Candelária;542;224;55;60;61;79;63;
;200420304: Capelas;1260;556;171;134;127;134;138;
;200420305: Covoada;350;136;47;35;40;43;49;
;200420306: Fajã de Baixo;488;212;74;51;54;63;34;
;200420307: Fajã de Cima;738;326;73;96;71;79;93;
;200420308: Fenais da Luz;816;404;108;97;73;80;54;
;200420309: Feteiras;851;389;121;100;82;78;81;
;200420310: Ginetes;985;462;104;128;102;73;116;
;200420311: Mosteiros;431;179;72;36;45;58;41;
;200420324: Pilar da Bretanha;- -;- -;- -;- -;- -;- -;- -;
;200420313: Ponta Delgada (São José);642;268;78;68;85;65;78;
;200420314: Ponta Delgada (São Pedro);625;327;64;65;86;49;34;
;200420312: Ponta Delgada (São Sebastião);95;37;6;13;10;20;9;
;200420315: Relva;863;428;111;69;79;105;71;
;200420316: Remédios;271;101;38;27;34;37;34;
;200420317: Rosto do Cão (Livramento);86;32;6;15;9;13;11;
;200420318: Rosto do Cão (São Roque);602;263;60;69;74;66;70;
;200420319: Santa Bárbara;930;431;100;84;117;96;102;
;200420325: Santa Clara;- -;- -;- -;- -;- -;- -;- -;
;200420320: Santo António;558;293;72;49;57;55;32;
;200420321: São Vicente Ferreira;518;238;53;63;58;56;50;
;200420322: Sete Cidades;647;341;91;60;58;51;46;
;2004204: Povoação;3935;1686;419;378;415;497;540;
;200420401: Água Retorta;450;201;54;40;50;58;47;
;200420402: Faial da Terra;439;178;57;34;41;51;78;
;200420403: Furnas;735;312;63;76;90;89;105;
;200420404: Nossa Senhora dos Remédios;751;290;100;59;85;102;115;
;200420405: Povoação;1170;508;109;136;103;150;164;
;200420406: Ribeira Quente;390;197;36;33;46;47;31;
;2004205: Ribeira Grande;9934;4570;1236;892;914;1235;1087;
;200420501: Calhetas;218;95;28;17;24;27;27;
;200420502: Fenais da Ajuda;424;181;64;38;41;53;47;
;200420503: Lomba da Maia;983;534;114;75;89;108;63;
;200420504: Lomba de São Pedro;751;318;100;68;61;101;103;
;200420505: Maia;1050;499;143;95;87;107;119;
;200420506: Pico da Pedra;654;270;79;56;63;95;91;
;200420507: Porto Formoso;828;368;110;79;67;102;102;
;200420508: Rabo de Peixe;1342;641;164;124;120;168;125;
;200420509: Ribeira Grande (Conceição);387;166;43;40;48;53;37;
;200420510: Ribeira Grande (Matriz);926;417;113;86;88;128;94;
;200420511: Ribeira Seca;1035;446;121;98;101;128;141;
;200420512: Ribeirinha;776;366;87;69;73;101;80;
;200420513: Santa Bárbara;333;169;41;28;35;35;25;
;200420514: São Brás;227;100;29;19;17;29;33;
;2004401: Santa Cruz da Graciosa;3454;1116;376;369;383;540;670;
;200440101: Guadalupe;1316;421;143;145;155;207;245;
;200440102: Luz;803;280;80;78;78;113;174;
;200440104: Santa Cruz da Graciosa;557;162;52;73;64;100;106;
;200440103: São Mateus;778;253;101;73;86;120;145;
;2004802: Santa Cruz das Flores;1497;508;157;169;186;212;265;
;200480201: Caveira;77;28;7;10;11;8;13;
;200480202: Cedros;140;48;20;17;16;14;25;
;200480203: Ponta Delgada;441;148;29;51;57;65;91;
;200480204: Santa Cruz das Flores;839;284;101;91;102;125;136;
;2004603: São Roque do Pico;2547;877;293;309;266;328;474;
;200460301: Prainha;565;222;68;63;55;74;83;
;200460302: Santa Luzia;348;109;36;41;34;50;78;
;200460303: Santo Amaro;328;98;39;42;26;43;80;
;200460304: Santo António;485;169;66;53;48;60;89;
;200460305: São Roque do Pico;821;279;84;110;103;101;144;
;2004502: Velas;3170;1194;336;345;422;422;451;
;200450201: Manadas (Santa Bárbara);668;287;80;60;91;72;78;
;200450202: Norte Grande (Neves);524;182;46;58;70;82;86;
;200450203: Rosais;312;115;27;27;50;43;50;
;200450204: Santo Amaro;734;264;91;92;85;93;109;
;200450205: Urzelina (São Mateus);494;175;50;57;73;69;70;
;200450206: Velas (São Jorge);438;171;42;51;53;63;58;
;2004302: Vila da Praia da Vitória;7809;2849;929;1014;986;1011;1020;
;200430201: Agualva;995;364;107;121;139;140;124;
;200430202: Biscoitos;1045;358;119;130;149;130;159;
;200430203: Cabo da Praia;426;142;44;59;53;67;61;
;200430204: Fonte do Bastardo;549;197;57;67;70;73;85;
;200430205: Fontinhas;798;293;103;90;106;90;116;
;200430206: Lajes;1079;399;139;144;129;141;127;
;200430211: Porto Martins;- -;- -;- -;- -;- -;- -;- -;
;200430207: Praia da Vitória (Santa Cruz);340;137;37;43;37;38;48;
;200430208: Quatro Ribeiras;992;330;153;127;118;150;114;
;200430209: São Brás;419;163;49;55;56;51;45;
;200430210: Vila Nova;1166;466;121;178;129;131;141;
;2004101: Vila do Porto;2750;1119;342;290;297;337;365;
;200410101: Almagreira;453;172;63;46;46;45;81;
;200410102: Santa Bárbara;513;193;59;49;59;66;87;
;200410103: Santo Espírito;733;314;110;67;67;89;86;
;200410104: São Pedro;665;289;61;93;71;78;73;
;200410105: Vila do Porto;386;151;49;35;54;59;38;
;2004206: Vila Franca do Campo;4532;2099;530;417;454;507;525;
;200420601: Água de Alto;895;437;81;78;88;94;117;
;200420602: Ponta Garça;2023;940;265;166;195;231;226;
;200420603: Ribeira das Tainhas;866;382;88;97;102;105;92;
;200420606: Ribeira Seca;- -;- -;- -;- -;- -;- -;- -;
;200420604: Vila Franca do Campo (São Miguel);226;116;28;32;16;17;17;
;200420605: Vila Franca do Campo (São Pedro);522;224;68;44;53;60;73;
;3: Região Autónoma da Madeira;82721;32023;8563;7589;10006;11362;13178;
;30: Região Autónoma da Madeira;82721;32023;8563;7589;10006;11362;13178;
;300: Região Autónoma da Madeira;82721;32023;8563;7589;10006;11362;13178;
;3003101: Calheta;7902;2820;653;618;1006;1224;1581;
;300310101: Arco da Calheta;2222;812;192;183;287;326;422;
;300310102: Calheta;1481;482;115;101;195;278;310;
;300310103: Estreito da Calheta;1343;466;100;126;171;202;278;
;300310104: Fajã da Ovelha;1017;391;81;68;130;154;193;
;300310105: Jardim do Mar;159;55;19;14;18;22;31;
;300310106: Paul do Mar;217;87;15;21;24;29;41;
;300310107: Ponta do Pargo;935;337;73;63;114;144;204;
;300310108: Prazeres;528;190;58;42;67;69;102;
;3003102: Câmara de Lobos;11639;5325;1120;984;1328;1457;1425;
;300310201: Câmara de Lobos;3559;1540;397;314;368;481;459;
;300310202: Curral das Freiras;1408;623;109;109;162;204;201;
;300310203: Estreito de Câmara de Lobos;5380;2524;487;452;641;641;635;
;300310205: Jardim da Serra;- -;- -;- -;- -;- -;- -;- -;
;300310204: Quinta Grande;1292;638;127;109;157;131;130;
;3003103: Funchal;12795;4416;1657;1289;1509;1789;2135;
;300310303: Funchal (Santa Luzia);474;161;61;35;54;78;85;
;300310304: Funchal (Santa Maria Maior);936;307;140;76;102;136;175;
;300310308: Funchal (São Pedro);564;164;78;63;79;73;107;
;300310310: Funchal (Sé);14;2;2;1;4;4;1;
;300310301: Imaculado Coração de Maria;541;163;79;39;59;88;113;
;300310302: Monte;708;250;111;69;80;94;104;
;300310305: Santo António;3957;1489;439;433;492;525;579;
;300310306: São Gonçalo;1036;348;138;101;120;148;181;
;300310307: São Martinho;3430;1161;463;362;393;464;587;
;300310309: São Roque;1135;371;146;110;126;179;203;
;3003104: Machico;8444;3205;900;792;1074;1112;1361;
;300310401: Água de Pena;804;317;93;84;78;81;151;
;300310402: Caniçal;163;91;13;8;21;13;17;
;300310403: Machico;3797;1347;398;408;559;531;554;
;300310404: Porto da Cruz;2848;1137;303;246;308;363;491;
;300310405: Santo António da Serra;832;313;93;46;108;124;148;
;3003105: Ponta do Sol;6220;2467;529;500;765;853;1106;
;300310501: Canhas;2831;1204;258;218;327;397;427;
;300310502: Madalena do Mar;367;142;26;34;52;41;72;
;300310503: Ponta do Sol;3022;1121;245;248;386;415;607;
;3003106: Porto Moniz;2095;577;143;201;369;421;384;
;300310601: Achadas da Cruz;159;47;7;13;27;36;29;
;300310602: Porto Moniz;1249;385;85;110;188;243;238;
;300310603: Ribeira da Janela;253;34;23;32;66;61;37;
;300310604: Seixal;434;111;28;46;88;81;80;
;3003201: Porto Santo;1422;624;179;129;193;164;133;
;300320101: Porto Santo;1422;624;179;129;193;164;133;
;3003107: Ribeira Brava;7426;2986;674;708;816;931;1311;
;300310701: Campanário;2596;1106;284;246;258;303;399;
;300310702: Ribeira Brava;3218;1292;273;298;377;407;571;
;300310703: Serra de Água;904;348;61;91;103;117;184;
;300310704: Tabua;708;240;56;73;78;104;157;
;3003108: Santa Cruz;9736;3750;1127;925;1137;1285;1512;
;300310802: Camacha;1842;809;208;150;217;227;231;
;300310803: Caniço;2428;951;339;222;257;291;368;
;300310804: Gaula;1210;438;125;122;164;184;177;
;300310805: Santa Cruz;3479;1252;378;341;413;479;616;
;300310806: Santo António da Serra;777;300;77;90;86;104;120;
;3003109: Santana;8567;3254;932;810;1084;1241;1246;
;300310901: Arco de São Jorge;558;190;48;91;69;80;80;
;300310902: Faial;1873;730;186;153;224;273;307;
;300310906: Ilha;- -;- -;- -;- -;- -;- -;- -;
;300310903: Santana;3264;1312;382;278;426;449;417;
;300310904: São Jorge;2113;737;232;218;279;323;324;
;300310905: São Roque do Faial;759;285;84;70;86;116;118;
;3003110: São Vicente;6475;2599;649;633;725;885;984;
;300311001: Boa Ventura;2140;944;231;196;211;280;278;
;300311002: Ponta Delgada;1079;384;99;105;122;161;208;
;300311003: São Vicente;3256;1271;319;332;392;444;498;

Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial - Statistics Portugal, Agriculture census - historical series

Note(s):
(1) The records previous to 2019 were recalculated according to the successive administrative reorganisations of the territory until the current version.<br>It was not possible to fully convert the parishes of the municipalities of Odemira, Lisboa, Loures, Sintra, Amadora, Nordeste and Ponta Delgada.<br>In these municipalities, the results for the geographical level of the parish may be underestimated, however this problem is not reflected in the higher geographical levels.



This data last updated:march 31, 2021


Table Metadata

Familiar agricultural population (No.)
Name;Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial
Regularity;Decennial
Source;Statistics Portugal, Agriculture census - historical series
First available period;1989
Last available period;2019
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS -2013)
     Dimension 3;Sex
     Dimension 4;Age group
     Dimension 5;Relationship
     Dimension 6;Level of education
Concepts
     EDUCATIONAL QUALIFICATIONS;The degrees, diplomas, certificates, professional titles and so forth that an individual has acquired by study.
     AGRICULTURAL HOLDING;Technical-economic unit that uses common production factors such as labour, machinery, facilities, land, among others, fulfilling the following four conditions: 1) yield agricultural products or maintain, in good agricultural and environmental conditions, the lands that are no longer used for productive purposes; 2) reach or exceed a certain size (in area or number of animals); 3) be subject to a single management; 4) be located in a well-defined and identifiable area.
