
Statistical table extracted on October 11, 2022 (22:36:52)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;;Sex;;;;;
;;MF;;;;;
;;Age group;;;;;
;;Total;;;;;
;;Relationship;;;;;
;;Total;;;;;
;;Level of education;;;;;
;;Total;None;Basic;Secondary / post-secondary;Superior;
;;No. ;No. ;No. ;No. ;No. ;
;16J090511: Muxagata;83;8;67;4;4;
;16J090512: Queiriz;114;22;86;5;1;
;16J090517: União das freguesias de Cortiçô e Vila Chã;97;12;61;12;12;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;185;30;112;15;28;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;173;34;112;6;21;
;16J0504: Fundão;7320;968;4567;955;830;
;16J050401: Alcaide;295;13;197;56;29;
;16J050402: Alcaria;220;17;134;41;28;
;16J050403: Alcongosta;150;22;96;16;16;
;16J050406: Alpedrinha;223;24;135;34;30;
;16J050408: Barroca;95;16;54;10;15;
;16J050410: Bogas de Cima;150;53;89;7;1;
;16J050411: Capinha;181;14;109;28;30;
;16J050412: Castelejo;429;46;247;52;84;
;16J050413: Castelo Novo;182;4;105;38;35;
;16J050431: Enxames;362;79;245;29;9;
;16J050416: Fatela;209;34;145;15;15;
;16J050419: Lavacolhos;61;4;44;10;3;
;16J050420: Orca;444;82;253;44;65;
;16J050421: Pêro Viseu;235;14;153;40;28;
;16J050424: Silvares;92;9;64;14;5;
;16J050425: Soalheira;173;26;91;32;24;
;16J050426: Souto da Casa;317;19;208;55;35;
;16J050427: Telhado;356;48;221;50;37;
;16J050432: Três Povos;362;32;285;26;19;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;1456;113;918;224;201;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;228;38;141;27;22;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;324;50;197;42;35;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;776;211;436;65;64;
;16J0906: Gouveia;2531;308;1608;287;328;
;16J090602: Arcozelo;209;29;136;20;24;
;16J090603: Cativelos;145;28;86;18;13;
;16J090605: Folgosinho;111;17;77;6;11;
;16J090625: Gouveia;178;18;116;20;24;
;16J090612: Nespereira;148;9;101;16;22;
;16J090613: Paços da Serra;131;10;88;17;16;
;16J090614: Ribamondego;58;12;31;5;10;
;16J090617: São Paio;154;26;90;19;19;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;125;20;74;21;10;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;131;24;82;5;20;
;16J090626: União das freguesias de Melo e Nabais;209;36;119;21;33;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;261;17;187;24;33;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;121;3;77;20;21;
;16J090619: Vila Cortês da Serra;101;13;67;10;11;
;16J090620: Vila Franca da Serra;83;9;55;14;5;
;16J090621: Vila Nova de Tazem;366;37;222;51;56;
;16J0907: Guarda;5256;517;3111;845;783;
;16J090766: Adão;133;11;83;23;16;
;16J090703: Aldeia do Bispo;99;7;56;24;12;
;16J090704: Aldeia Viçosa;111;4;57;22;28;
;16J090705: Alvendre;58;5;33;10;10;
;16J090706: Arrifana;81;8;44;20;9;
;16J090708: Avelãs da Ribeira;136;13;85;26;12;
;16J090709: Benespera;138;16;63;25;34;
;16J090711: Casal de Cinza;193;25;127;27;14;
;16J090712: Castanheira;38;9;20;4;5;
;16J090713: Cavadoude;115;5;58;27;25;
;16J090714: Codesseiro;98;9;65;12;12;
;16J090716: Faia;147;12;79;30;26;
;16J090717: Famalicão;116;15;67;14;20;
;16J090718: Fernão Joanes;46;4;30;6;6;
;16J090757: Gonçalo;370;34;226;64;46;
;16J090721: Gonçalo Bocas;64;2;47;7;8;
;16J090758: Guarda;358;33;189;73;63;
;16J090759: Jarmelo São Miguel;179;25;115;22;17;
;16J090760: Jarmelo São Pedro;175;17;103;32;23;
;16J090722: João Antão;53;7;31;6;9;
;16J090723: Maçainhas;81;6;45;12;18;
;16J090724: Marmeleiro;202;27;133;22;20;
;16J090725: Meios;49;5;30;7;7;
;16J090728: Panoias de Cima;89;9;55;11;14;
;16J090729: Pega;22;2;16;3;1;
;16J090730: Pêra do Moço;215;21;136;22;36;
;16J090732: Porto da Carne;34;2;28;4;- -;
;16J090734: Ramela;124;21;70;15;18;
;16J090738: Santana da Azinha;129;14;84;23;8;
;16J090744: Sobral da Serra;97;3;65;15;14;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;91;8;62;10;11;
;16J090762: União de freguesias de Corujeira e Trinta;71;1;43;13;14;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;149;14;88;23;24;
;16J090764: União de freguesias de Pousade e Albardo;118;- -;72;18;28;
;16J090765: União de freguesias de Rochoso e Monte Margarida;98;8;58;22;10;
;16J090746: Vale de Estrela;39;4;29;5;1;
;16J090747: Valhelhas;82;5;48;11;18;
;16J090748: Vela;253;31;119;44;59;
;16J090749: Videmonte;177;31;101;20;25;
;16J090750: Vila Cortês do Mondego;45;5;28;4;8;
;16J090751: Vila Fernando;169;14;99;30;26;
;16J090752: Vila Franca do Deão;91;12;63;9;7;
;16J090753: Vila Garcia;123;13;61;28;21;
;16J0908: Manteigas;179;26;127;14;12;
;16J090802: Manteigas (Santa Maria);69;10;51;4;4;
;16J090803: Manteigas (São Pedro);50;5;36;4;5;
;16J090801: Sameiro;41;7;27;4;3;
;16J090804: Vale de Amoreira;19;4;13;2;- -;
;16J0909: Mêda;3171;386;1928;417;440;
;16J090901: Aveloso;156;20;95;22;19;
;16J090902: Barreira;139;18;92;12;17;
;16J090905: Coriscada;229;37;119;38;35;
;16J090907: Longroiva;360;51;186;42;81;
;16J090908: Marialva;177;23;97;18;39;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;762;67;488;101;106;
;16J090912: Poço do Canto;359;35;221;58;45;
;16J090918: Prova e Casteição;225;48;128;21;28;
;16J090914: Rabaçal;226;22;155;24;25;
;16J090915: Ranhados;265;32;180;32;21;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;273;33;167;49;24;
;16J0910: Pinhel;5487;602;3385;787;713;
;16J091028: Agregação das freguesias Sul de Pinhel;324;39;179;58;48;
;16J091032: Alto do Palurdo;323;38;194;49;42;
;16J091029: Alverca da Beira/Bouça Cova;307;25;174;62;46;
;16J091009: Ervedosa;247;31;159;25;32;
;16J091010: Freixedas;380;60;230;47;43;
;16J091012: Lamegal;233;12;135;40;46;
;16J091013: Lameiras;227;27;157;20;23;
;16J091014: Manigoto;114;13;80;19;2;
;16J091015: Pala;363;41;223;62;37;
;16J091017: Pinhel;832;104;523;99;106;
;16J091018: Pínzio;222;20;130;39;33;
;16J091024: Souro Pires;364;38;253;38;35;
;16J091030: Terras de Massueime;170;19;102;28;21;
;16J091035: União das freguesias de Atalaia e Safurdão;271;13;166;56;36;
;16J091031: Valbom/Bogalhal;310;28;200;42;40;
;16J091033: Vale do Côa;390;29;233;51;77;
;16J091034: Vale do Massueime;310;49;179;45;37;
;16J091027: Vascoveiro;100;16;68;7;9;
;16J0911: Sabugal;3252;351;2104;451;346;
;16J091101: Águas Belas;65;4;45;9;7;
;16J091103: Aldeia da Ponte;74;5;41;18;10;
;16J091102: Aldeia do Bispo;45;- -;26;8;11;
;16J091106: Aldeia Velha;101;12;61;13;15;
;16J091107: Alfaiates;116;6;79;10;21;
;16J091109: Baraçal;49;6;32;6;5;
;16J091110: Bendada;181;37;121;4;19;
;16J091111: Bismula;49;3;35;7;4;
;16J091112: Casteleiro;182;25;118;16;23;
;16J091113: Cerdeira;46;3;29;10;4;
;16J091114: Fóios;211;19;105;56;31;
;16J091118: Malcata;72;10;56;4;2;
;16J091120: Nave;101;10;64;6;21;
;16J091123: Quadrazais;81;10;49;12;10;
;16J091124: Quintas de São Bartolomeu;39;3;30;3;3;
;16J091125: Rapoula do Côa;26;4;15;3;4;
;16J091126: Rebolosa;49;3;37;7;2;
;16J091127: Rendo;88;11;59;11;7;
;16J091133: Sortelha;169;33;111;8;17;
;16J091134: Souto;195;20;108;41;26;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;161;19;106;21;15;
;16J091142: União das freguesias de Lajeosa e Forcalhos;75;3;47;17;8;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;165;14;134;9;8;
;16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;80;7;56;13;4;
;16J091146: União das freguesias de Santo Estêvão e Moita;186;25;115;23;23;
;16J091147: União das freguesias de Seixo do Côa e Vale Longo;89;5;60;19;5;
;16J091145: União das freguesias do Sabugal e Aldeia de Santo António;259;21;167;47;24;
;16J091136: Vale de Espinho;145;17;83;32;13;
;16J091138: Vila Boa;78;7;59;10;2;
;16J091139: Vila do Touro;75;9;56;8;2;
;16J0912: Seia;2849;335;1866;332;316;
;16J091201: Alvoco da Serra;37;3;27;4;3;
;16J091205: Girabolhos;187;12;126;28;21;
;16J091207: Loriga;76;21;46;6;3;
;16J091208: Paranhos;266;51;168;29;18;
;16J091209: Pinhanços;99;10;65;13;11;
;16J091210: Sabugueiro;14;- -;13;1;- -;
;16J091212: Sandomil;162;27;91;18;26;
;16J091213: Santa Comba;183;18;108;19;38;
;16J091216: Santiago;172;24;98;21;29;
;16J091219: Sazes da Beira;17;- -;12;3;2;
;16J091221: Teixeira;43;8;28;3;4;
;16J091224: Travancinha;166;22;108;21;15;
;16J091230: União das freguesias de Carragozela e Várzea de Meruge;146;14;95;22;15;
;16J091231: União das freguesias de Sameice e Santa Eulália;187;11;140;19;17;
;16J091232: União das freguesias de Santa Marinha e São Martinho;205;7;163;16;19;
;16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;250;32;136;43;39;
;16J091234: União das freguesias de Torrozelo e Folhadosa;114;17;73;18;6;
;16J091235: União das freguesias de Tourais e Lajes;418;44;304;35;35;
;16J091236: União das freguesias de Vide e Cabeça;50;7;28;4;11;
;16J091225: Valezim;14;3;10;1;- -;
;16J091228: Vila Cova à Coelheira;43;4;27;8;4;
;16J0913: Trancoso;3781;556;2568;340;317;
;16J091301: Aldeia Nova;130;4;111;7;8;
;16J091303: Castanheira;102;25;69;8;- -;
;16J091304: Cogula;155;36;90;12;17;
;16J091305: Cótimos;216;34;140;20;22;
;16J091307: Fiães;64;7;49;- -;8;
;16J091309: Granja;91;9;65;12;5;
;16J091310: Guilheiro;161;25;92;20;24;
;16J091311: Moimentinha;63;5;50;7;1;
;16J091312: Moreira de Rei;394;126;237;19;12;
;16J091313: Palhais;37;6;27;2;2;
;16J091314: Póvoa do Concelho;140;22;92;15;11;
;16J091315: Reboleiro;58;3;44;6;5;
;16J091316: Rio de Mel;64;12;46;2;4;
;16J091321: Tamanhos;105;11;77;10;7;
;16J091330: União das freguesias de Freches e Torres;261;29;177;20;35;
;16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;304;57;198;32;17;
;16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;544;59;376;65;44;
;16J091333: União das freguesias de Vale do Seixo e Vila Garcia;249;19;178;26;26;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;223;16;153;25;29;
;16J091335: União das freguesias de Vilares e Carnicães;225;36;151;15;23;
;16J091325: Valdujo;195;15;146;17;17;
;17: Área Metropolitana de Lisboa;13525;1283;8744;2097;1401;
;170: Área Metropolitana de Lisboa;13525;1283;8744;2097;1401;
;1701502: Alcochete;187;14;95;48;30;
;170150201: Alcochete;151;11;77;36;27;
;170150202: Samouco;5;- -;1;2;2;
;170150203: São Francisco;31;3;17;10;1;
;1701503: Almada;205;14;139;28;24;
;170150303: Costa da Caparica;73;3;53;14;3;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;23;- -;14;3;6;
;170150313: União das freguesias de Caparica e Trafaria;48;4;36;3;5;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;42;5;24;6;7;
;170150315: União das freguesias de Laranjeiro e Feijó;19;2;12;2;3;
;1701115: Amadora;34;3;22;5;4;
;170111512: Alfragide;- -;- -;- -;- -;- -;
;170111513: Águas Livres;8;- -;5;1;2;
;170111514: Encosta do Sol;9;- -;7;1;1;
;170111515: Falagueira-Venda Nova;2;- -;2;- -;- -;
;170111516: Mina de Água;11;3;5;2;1;
;170111517: Venteira;4;- -;3;1;- -;
;1701504: Barreiro;94;5;58;19;12;
;170150407: Santo António da Charneca;51;1;38;10;2;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;11;1;3;5;2;
;170150410: União das freguesias de Barreiro e Lavradio;2;- -;- -;1;1;
;170150411: União das freguesias de Palhais e Coina;30;3;17;3;7;
;1701105: Cascais;73;4;41;15;13;
;170110501: Alcabideche;30;3;18;8;1;
;170110506: São Domingos de Rana;25;- -;16;3;6;
;170110507: União das freguesias de Carcavelos e Parede;6;- -;1;1;4;
;170110508: União das freguesias de Cascais e Estoril;12;1;6;3;2;
;1701106: Lisboa;15;- -;8;3;4;
;170110601: Ajuda;2;- -;2;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;- -;
;170110658: Belém;2;- -;- -;- -;2;
;170110608: Benfica;4;- -;3;1;- -;
;170110659: Campo de Ourique;1;- -;- -;1;- -;
;170110610: Campolide;- -;- -;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;- -;- -;
;170110618: Lumiar;2;- -;- -;1;1;
;170110621: Marvila;3;- -;3;- -;- -;
;170110661: Misericórdia;- -;- -;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;- -;- -;
;170110665: Santa Maria Maior;1;- -;- -;- -;1;
;170110666: Santo António;- -;- -;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;- -;- -;
;1701107: Loures;901;75;630;114;82;
;170110702: Bucelas;220;26;141;31;22;
;170110705: Fanhões;61;5;44;7;5;
;170110707: Loures;291;15;236;28;12;
;170110708: Lousa;83;7;56;13;7;
;170110731: União das freguesias de Camarate, Unhos e Apelação;12;- -;10;1;1;
;170110726: União das freguesias de Moscavide e Portela;4;- -;- -;1;3;
;170110727: União das freguesias de Sacavém e Prior Velho;1;- -;1;- -;- -;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;16;2;6;5;3;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;189;20;115;28;26;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;24;- -;21;- -;3;
;1701109: Mafra;3625;348;2557;484;236;
;170110902: Carvoeira;108;3;85;12;8;
;170110904: Encarnação;502;41;348;80;33;
;170110906: Ericeira;104;8;70;13;13;
;170110909: Mafra;326;25;248;39;14;
;170110911: Milharado;513;56;362;71;24;
;170110913: Santo Isidoro;247;15;202;17;13;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;732;86;483;105;58;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;500;57;359;57;27;
;170110920: União das freguesias de Igreja Nova e Cheleiros;292;36;195;42;19;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;108;8;65;26;9;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;193;13;140;22;18;
;1701506: Moita;345;48;210;51;36;
;170150601: Alhos Vedros;113;16;68;19;10;
;170150603: Moita;186;28;111;29;18;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;28;1;21;- -;6;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;18;3;10;3;2;
;1701507: Montijo;1219;110;751;207;151;
;170150701: Canha;252;24;131;43;54;
;170150704: Sarilhos Grandes;112;14;71;15;12;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;176;26;112;21;17;
;170150710: União das freguesias de Montijo e Afonsoeiro;66;4;39;5;18;
;170150711: União das freguesias de Pegões;613;42;398;123;50;
;1701116: Odivelas;72;1;53;11;7;
;170111603: Odivelas;28;1;19;2;6;
;170111608: União das freguesias de Pontinha e Famões;10;- -;9;1;- -;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;1;- -;1;- -;- -;
;170111610: União das freguesias de Ramada e Caneças;33;- -;24;8;1;
;1701110: Oeiras;29;- -;13;8;8;
;170111002: Barcarena;7;- -;4;2;1;
;170111009: Porto Salvo;2;- -;- -;2;- -;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;3;- -;2;- -;1;
;170111013: União das freguesias de Carnaxide e Queijas;7;- -;5;1;1;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;10;- -;2;3;5;
;1701508: Palmela;3661;416;2234;627;384;
;170150802: Palmela;931;108;527;179;117;
;170150803: Pinhal Novo;707;84;444;124;55;
;170150804: Quinta do Anjo;252;20;161;35;36;
;170150806: União das freguesias de Poceirão e Marateca;1771;204;1102;289;176;
;1701510: Seixal;125;10;83;9;23;
;170151002: Amora;39;5;21;4;9;
;170151005: Corroios;11;- -;3;2;6;
;170151006: Fernão Ferro;34;2;28;1;3;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;41;3;31;2;5;
;1701511: Sesimbra;401;29;265;52;55;
;170151103: Quinta do Conde;2;- -;2;- -;- -;
;170151101: Sesimbra (Castelo);391;29;258;49;55;
;170151102: Sesimbra (Santiago);8;- -;5;3;- -;
;1701512: Setúbal;523;42;273;86;122;
;170151207: Gâmbia-Pontes-Alto da Guerra;112;13;67;19;13;
;170151208: Sado;55;7;31;9;8;
;170151205: Setúbal (São Sebastião);38;2;17;13;6;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);242;15;116;34;77;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);76;5;42;11;18;
;1701111: Sintra;1341;122;879;212;128;
;170111102: Algueirão-Mem Martins;28;6;20;2;- -;
;170111115: Casal de Cambra;5;1;4;- -;- -;
;170111105: Colares;50;3;30;10;7;
;170111108: Rio de Mouro;45;8;23;9;5;
;170111122: União das freguesias de Agualva e Mira-Sintra;2;- -;1;1;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;406;32;284;57;33;
;170111125: União das freguesias de Massamá e Monte Abraão;5;1;1;- -;3;
;170111126: União das freguesias de Queluz e Belas;20;1;10;5;4;
;170111127: União das freguesias de São João das Lampas e Terrugem;661;55;446;109;51;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);113;13;57;19;24;
;170111124: União das freguesias do Cacém e São Marcos;6;2;3;- -;1;
;1701114: Vila Franca de Xira;675;42;433;118;82;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;312;20;213;47;32;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;35;3;20;7;5;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;103;12;64;20;7;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;19;- -;13;3;3;
;170111408: Vialonga;82;4;50;18;10;
;170111409: Vila Franca de Xira;124;3;73;23;25;
;18: Alentejo;75756;8383;43349;12456;11568;
;181: Alentejo Litoral;7803;1135;4406;1151;1111;
;1811501: Alcácer do Sal;1086;131;561;178;216;
;181150106: Comporta;73;9;51;4;9;
;181150105: São Martinho;48;8;22;8;10;
;181150104: Torrão;338;45;185;60;48;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;627;69;303;106;149;
;1811505: Grândola;1193;146;652;212;183;
;181150501: Azinheira dos Barros e São Mamede do Sádão;129;13;55;30;31;
;181150505: Carvalhal;41;6;31;3;1;
;181150503: Melides;346;50;202;60;34;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;677;77;364;119;117;
;1810211: Odemira;3068;580;1750;375;363;
;181021116: Boavista dos Pinheiros;64;13;35;7;9;
;181021118: Colos;201;27;123;23;28;
;181021117: Longueira/Almograve;221;34;125;44;18;
;181021115: Luzianes-Gare;128;29;79;7;13;
;181021102: Relíquias;266;53;158;34;21;
;181021103: Sabóia;189;35;118;18;18;
;181021119: Santa Clara-a-Velha;210;37;106;30;37;
;181021106: São Luís;217;36;115;32;34;
;181021107: São Martinho das Amoreiras;170;43;96;14;17;
;181021120: São Salvador e Santa Maria;159;39;91;18;11;
;181021121: São Teotónio;760;140;438;76;106;
;181021122: Vale de Santiago;198;30;98;36;34;
;181021111: Vila Nova de Milfontes;285;64;168;36;17;
;1811509: Santiago do Cacém;2130;231;1242;337;320;
;181150901: Abela;136;17;85;12;22;
;181150902: Alvalade;196;12;107;34;43;
;181150903: Cercal;437;78;245;68;46;
;181150904: Ermidas-Sado;66;5;35;13;13;
;181150907: Santo André;275;27;165;52;31;
;181150910: São Francisco da Serra;146;19;87;26;14;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;512;38;303;79;92;
;181150913: União das freguesias de São Domingos e Vale de Água;362;35;215;53;59;
;1811513: Sines;326;47;201;49;29;
;181151302: Porto Covo;143;18;89;22;14;
;181151301: Sines;183;29;112;27;15;
;184: Baixo Alentejo;19201;2247;10792;3240;2922;
;1840201: Aljustrel;816;84;483;119;130;
;184020102: Ervidel;96;8;62;14;12;
;184020103: Messejana;186;29;91;29;37;
;184020104: São João de Negrilhos;184;14;124;23;23;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;350;33;206;53;58;
;1840202: Almodôvar;1481;252;867;198;164;
;184020208: Aldeia dos Fernandes;30;8;16;1;5;
;184020203: Rosário;100;13;57;21;9;
;184020205: Santa Cruz;205;24;106;39;36;
;184020206: São Barnabé;168;23;110;19;16;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;537;80;329;71;57;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;441;104;249;47;41;
;1840203: Alvito;498;42;270;89;97;
;184020301: Alvito;263;17;147;42;57;
;184020302: Vila Nova da Baronia;235;25;123;47;40;
;1840204: Barrancos;405;35;241;92;37;
;184020401: Barrancos;405;35;241;92;37;
;1840205: Beja;2165;236;1107;390;432;
;184020502: Baleizão;95;13;45;14;23;
;184020503: Beringel;100;13;64;11;12;
;184020504: Cabeça Gorda;148;11;85;29;23;
;184020506: Nossa Senhora das Neves;259;32;137;42;48;
;184020510: Santa Clara de Louredo;56;3;27;10;16;
;184020516: São Matias;72;2;40;16;14;
;184020519: União das freguesias de Albernoa e Trindade;210;14;117;41;38;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);275;37;127;52;59;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);170;7;95;28;40;
;184020522: União das freguesias de Salvada e Quintos;337;41;155;69;72;
;184020523: União das freguesias de Santa Vitória e Mombeja;272;39;145;43;45;
;184020524: União das freguesias de Trigaches e São Brissos;171;24;70;35;42;
;1840206: Castro Verde;840;75;486;143;136;
;184020603: Entradas;123;15;71;20;17;
;184020604: Santa Bárbara de Padrões;114;13;68;15;18;
;184020605: São Marcos da Ataboeira;86;3;54;15;14;
;184020606: União das freguesias de Castro Verde e Casével;517;44;293;93;87;
;1840207: Cuba;681;59;360;129;133;
;184020701: Cuba;277;24;145;55;53;
;184020702: Faro do Alentejo;56;9;27;6;14;
;184020703: Vila Alva;234;18;118;48;50;
;184020704: Vila Ruiva;114;8;70;20;16;
;1840208: Ferreira do Alentejo;1177;146;616;217;198;
;184020803: Figueira dos Cavaleiros;171;15;92;35;29;
;184020804: Odivelas;75;9;37;13;16;
;184020807: União das freguesias de Alfundão e Peroguarda;195;26;96;31;42;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;736;96;391;138;111;
;1840209: Mértola;1760;231;921;322;286;
;184020901: Alcaria Ruiva;334;46;147;67;74;
;184020902: Corte do Pinto;119;18;68;21;12;
;184020903: Espírito Santo;187;25;98;26;38;
;184020904: Mértola;413;52;219;81;61;
;184020905: Santana de Cambas;265;35;141;49;40;
;184020906: São João dos Caldeireiros;102;22;53;8;19;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;340;33;195;70;42;
;1840210: Moura;3402;364;2032;533;473;
;184021001: Amareleja;789;91;483;122;93;
;184021002: Póvoa de São Miguel;705;64;413;116;112;
;184021008: Sobral da Adiça;437;47;258;67;65;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;995;96;595;151;153;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;476;66;283;77;50;
;1840212: Ourique;1181;189;644;204;144;
;184021203: Ourique;428;43;237;82;66;
;184021206: Santana da Serra;401;116;211;52;22;
;184021207: União das freguesias de Garvão e Santa Luzia;150;11;89;27;23;
;184021208: União das freguesias de Panoias e Conceição;202;19;107;43;33;
;1840213: Serpa;3735;443;2196;602;494;
;184021302: Brinches;456;51;274;73;58;
;184021303: Pias;623;60;382;106;75;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);875;92;482;165;136;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;1263;164;783;181;135;
;184021307: Vila Verde de Ficalho;518;76;275;77;90;
;1840214: Vidigueira;1060;91;569;202;198;
;184021401: Pedrógão;206;13;124;46;23;
;184021402: Selmes;252;11;121;56;64;
;184021403: Vidigueira;387;46;204;69;68;
;184021404: Vila de Frades;215;21;120;31;43;
;185: Lezíria do Tejo;16705;1724;10487;2521;1973;
;1851403: Almeirim;1677;185;1142;199;151;
;185140301: Almeirim;444;37;294;59;54;
;185140302: Benfica do Ribatejo;475;50;319;61;45;
;185140303: Fazendas de Almeirim;727;94;514;71;48;
;185140304: Raposa;31;4;15;8;4;
;1851404: Alpiarça;639;54;399;109;77;
;185140401: Alpiarça;639;54;399;109;77;
;1851103: Azambuja;1332;111;837;224;160;
;185110301: Alcoentre;275;27;183;36;29;
;185110302: Aveiras de Baixo;82;6;38;23;15;
;185110303: Aveiras de Cima;375;42;265;39;29;
;185110304: Azambuja;226;14;99;75;38;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;320;21;219;38;42;
;185110306: Vale do Paraíso;40;1;26;8;5;
;185110307: Vila Nova da Rainha;14;- -;7;5;2;
;1851405: Benavente;645;52;396;96;101;
;185140504: Barrosa;29;2;22;3;2;
;185140501: Benavente;335;25;217;48;45;
;185140502: Samora Correia;201;19;108;35;39;
;185140503: Santo Estêvão;80;6;49;10;15;
;1851406: Cartaxo;932;66;554;160;152;
;185140604: Pontével;229;6;146;32;45;
;185140610: União das freguesias de Ereira e Lapa;198;14;130;33;21;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;161;15;75;33;38;
;185140605: Valada;96;14;51;14;17;
;185140608: Vale da Pedra;43;3;25;11;4;
;185140607: Vila Chã de Ourique;205;14;127;37;27;
;1851407: Chamusca;757;80;428;131;118;
;185140707: Carregueira;119;14;68;26;11;
;185140704: Ulme;86;11;52;8;15;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;183;21;100;33;29;
