Statistical table extracted on October 18, 2022 (10:37:37);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
16E060520: Buarcos;1637,9;;;
16E060521: Ferreira-a-Nova;3652,8;;;
16E060522: Lavos;4020,4;;;
16E060507: Maiorca;1485,6;;;
16E060508: Marinha das Ondas;3461,5;;;
16E060518: Moinhos da Gândara;5636,2;;;
16E060523: Paião;2756,4;;;
16E060524: Quiaios;2509,7;;;
16E060514: São Pedro;37909,3;;;
16E060512: Tavarede;2294,9;;;
16E060513: Vila Verde;1186,9;;;
16E0606: Góis;3762,1;;;
16E060601: Alvares;1369;;;
16E060604: Góis;3878,9;;;
16E060606: União das freguesias de Cadafaz e Colmeal;1819;;;
16E060605: Vila Nova do Ceira;9098,8;;;
16E0607: Lousã;10020,9;;;
16E060706: Gândaras;- -;;;
16E060704: Serpins;11173,4;;;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;10271,5;;;
16E060708: União das freguesias de Lousã e Vilarinho;9680,7;;;
16E0111: Mealhada;4947,6;;;
16E011102: Barcouço;5001,9;;;
16E011103: Casal Comba;2274;;;
16E011104: Luso;2035,2;;;
16E011106: Pampilhosa;2229,8;;;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;10875,6;;;
16E011107: Vacariça;2368,6;;;
16E0608: Mira;5819,5;;;
16E060803: Carapelhos;4498,6;;;
16E060801: Mira;6642;;;
16E060804: Praia de Mira;2688,3;;;
16E060802: Seixo;7231,8;;;
16E0609: Miranda do Corvo;6932,5;;;
16E060901: Lamas;1379,6;;;
16E060902: Miranda do Corvo;4902,2;;;
16E060906: União das freguesias de Semide e Rio Vide;14472,5;;;
16E060905: Vila Nova;2635,3;;;
16E0610: Montemor-o-Velho;2904,6;;;
16E061002: Arazede;6143,5;;;
16E061003: Carapinheira;1800,2;;;
16E061014: Ereira;347,8;;;
16E061005: Liceia;5374,3;;;
16E061006: Meãs do Campo;1527,7;;;
16E061008: Pereira;1866,7;;;
16E061009: Santo Varão;1300,7;;;
16E061010: Seixo de Gatões;3414,1;;;
16E061011: Tentúgal;1839,7;;;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;1309,6;;;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;1777,5;;;
16E1808: Mortágua;5307,9;;;
16E180802: Cercosa;1856,8;;;
16E180804: Espinho;2709,8;;;
16E180805: Marmeleira;4003,4;;;
16E180807: Pala;3348,1;;;
16E180808: Sobral;2777,2;;;
16E180809: Trezói;6554,2;;;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;11067,6;;;
16E0611: Oliveira do Hospital;1916,2;;;
16E061101: Aldeia das Dez;1092,6;;;
16E061102: Alvoco das Várzeas;1616,9;;;
16E061103: Avô;1295,1;;;
16E061104: Bobadela;2205,4;;;
16E061106: Lagares;1410,1;;;
16E061109: Lourosa;1311,1;;;
16E061110: Meruge;1421,1;;;
16E061111: Nogueira do Cravo;1571,6;;;
16E061115: São Gião;1551,4;;;
16E061118: Seixo da Beira;4060,4;;;
16E061119: Travanca de Lagos;1423,6;;;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;1336;;;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;1547,4;;;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;2159,8;;;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;1224,1;;;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;1475,1;;;
16E0612: Pampilhosa da Serra;1993;;;
16E061201: Cabril;1975,2;;;
16E061202: Dornelas do Zêzere;1659,4;;;
16E061211: Fajão-Vidual;3070;;;
16E061204: Janeiro de Baixo;1860,3;;;
16E061206: Pampilhosa da Serra;1862,5;;;
16E061207: Pessegueiro;2502,4;;;
16E061212: Portela do Fojo-Machio;1148,8;;;
16E061209: Unhais-o-Velho;2250,1;;;
16E0613: Penacova;2117,6;;;
16E061301: Carvalho;2190,8;;;
16E061302: Figueira de Lorvão;2270,2;;;
16E061304: Lorvão;2510,2;;;
16E061307: Penacova;1914,3;;;
16E061310: Sazes do Lorvão;1700,4;;;
16E061312: União das freguesias de Friúmes e Paradela;3739;;;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;1992,4;;;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;1560,2;;;
16E0614: Penela;1046,3;;;
16E061401: Cumeeira;1166,1;;;
16E061402: Espinhal;1808,5;;;
16E061403: Podentes;1097,9;;;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;968,4;;;
16E0615: Soure;1323;;;
16E061501: Alfarelos;1720,8;;;
16E061504: Figueiró do Campo;1539,3;;;
16E061506: Granja do Ulmeiro;1092,9;;;
16E061508: Samuel;1091,6;;;
16E061509: Soure;1807,2;;;
16E061510: Tapéus;932,9;;;
16E061513: União das freguesias de Degracias e Pombalinho;891,7;;;
16E061514: União das freguesias de Gesteira e Brunhós;1205,5;;;
16E061511: Vila Nova de Anços;1214,1;;;
16E061512: Vinha da Rainha;1221,9;;;
16E0616: Tábua;1590,8;;;
16E061602: Candosa;1141,6;;;
16E061603: Carapinha;1532,7;;;
16E061608: Midões;1369,3;;;
16E061609: Mouronho;2732,2;;;
16E061611: Póvoa de Midões;1398,3;;;
16E061612: São João da Boa Vista;1473,8;;;
16E061614: Tábua;1449;;;
16E061616: União das freguesias de Ázere e Covelo;1227,1;;;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1611,7;;;
16E061618: União das freguesias de Espariz e Sinde;2116;;;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;1543;;;
16E0617: Vila Nova de Poiares;2744;;;
16E061701: Arrifana;1675,4;;;
16E061702: Lavegadas;1226,7;;;
16E061703: Poiares (Santo André);4309,4;;;
16E061704: São Miguel de Poiares;1954,5;;;
16F: Região de Leiria;4754,9;;;
16F1002: Alvaiázere;1866,2;;;
16F100201: Almoster;1492,2;;;
16F100208: Alvaiázere;1093;;;
16F100204: Maçãs de Dona Maria;2296,1;;;
16F100205: Pelmá;1629,1;;;
16F100209: Pussos São Pedro;2497,8;;;
16F1003: Ansião;2309,5;;;
16F100301: Alvorge;1103,7;;;
16F100309: Ansião;1262,4;;;
16F100303: Avelar;2018,3;;;
16F100304: Chão de Couce;2353,6;;;
16F100306: Pousaflores;1577,2;;;
16F100307: Santiago da Guarda;4839,7;;;
16F1004: Batalha;5154;;;
16F100401: Batalha;7016,2;;;
16F100404: Golpilheira;4017,7;;;
16F100402: Reguengo do Fetal;1897,8;;;
16F100403: São Mamede;5094,7;;;
16F1007: Castanheira de Pêra;1752,5;;;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;1752,5;;;
16F1008: Figueiró dos Vinhos;2262,6;;;
16F100801: Aguda;1966,5;;;
16F100802: Arega;1652;;;
16F100803: Campelo;1610,8;;;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;2774,7;;;
16F1009: Leiria;8990,1;;;
16F100901: Amor;6514,7;;;
16F100902: Arrabal;2168,5;;;
16F100925: Bajouca;9146,8;;;
16F100926: Bidoeira de Cima;38737;;;
16F100907: Caranguejeira;8046,4;;;
16F100909: Coimbrão;5624,8;;;
16F100913: Maceira;4751,6;;;
16F100915: Milagres;15615,7;;;
16F100921: Regueira de Pontes;29969,1;;;
16F100932: União das freguesias de Colmeias e Memória;16951;;;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;3865,4;;;
16F100934: União das freguesias de Marrazes e Barosa;15307,9;;;
16F100935: União das freguesias de Monte Real e Carvide;2410,8;;;
16F100936: União das freguesias de Monte Redondo e Carreira;5088,4;;;
16F100937: União das freguesias de Parceiros e Azoia;3543,2;;;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;6479,5;;;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;21790,7;;;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;16223,6;;;
16F1010: Marinha Grande;8762,2;;;
16F101001: Marinha Grande;11489,4;;;
16F101003: Moita;2558,8;;;
16F101002: Vieira de Leiria;6569,6;;;
16F1013: Pedrógão Grande;1081,4;;;
16F101301: Graça;1365,7;;;
16F101302: Pedrógão Grande;885,9;;;
16F101303: Vila Facaia;1220,8;;;
16F1015: Pombal;3658,5;;;
16F101501: Abiul;3589,7;;;
16F101503: Almagreira;6120,1;;;
16F101504: Carnide;13183,4;;;
16F101505: Carriço;2656,3;;;
16F101506: Louriçal;3919,9;;;
16F101515: Meirinhas;6575,7;;;
16F101508: Pelariga;4253,8;;;
16F101509: Pombal;1994,2;;;
16F101510: Redinha;2608;;;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;4467,3;;;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;1844,5;;;
16F101513: Vermoil;5323,6;;;
16F101514: Vila Cã;2856,1;;;
16F1016: Porto de Mós;2910,1;;;
16F101602: Alqueidão da Serra;2909,7;;;
16F101605: Calvaria de Cima;14607;;;
16F101606: Juncal;3752,5;;;
16F101608: Mira de Aire;1428,3;;;
16F101609: Pedreiras;2374,7;;;
16F101614: Porto de Mós - São João Baptista e São Pedro;7188,3;;;
16F101610: São Bento;2114,6;;;
16F101613: Serro Ventoso;2546,7;;;
16F101615: União das freguesias de Alvados e Alcaria;916,4;;;
16F101616: União das freguesias de Arrimal e Mendiga;1473,5;;;
16G: Viseu Dão Lafões;3100,7;;;
16G0901: Aguiar da Beira;2150,2;;;
16G090102: Carapito;2269,5;;;
16G090103: Cortiçada;1802,5;;;
16G090105: Dornelas;1771,1;;;
16G090106: Eirado;2106,9;;;
16G090107: Forninhos;1467;;;
16G090109: Pena Verde;1519,1;;;
16G090110: Pinheiro;3778,8;;;
16G090114: União das freguesias de Aguiar da Beira e Coruche;3597;;;
16G090115: União das freguesias de Sequeiros e Gradiz;2083,1;;;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;1630,6;;;
16G1802: Carregal do Sal;2668,8;;;
16G180201: Beijós;6805,6;;;
16G180202: Cabanas de Viriato;2023,2;;;
16G180204: Oliveira do Conde;1552,8;;;
16G180206: Parada;1571,3;;;
16G180208: União das freguesias de Currelos, Papízios e Sobral;2116,5;;;
16G1803: Castro Daire;2112,1;;;
16G180301: Almofala;1620,7;;;
16G180303: Cabril;1977,8;;;
16G180304: Castro Daire;3232,9;;;
16G180305: Cujó;1415,4;;;
16G180309: Gosende;2234,6;;;
16G180312: Mões;2348,4;;;
16G180313: Moledo;3281,2;;;
16G180314: Monteiras;668,9;;;
16G180317: Pepim;1477,3;;;
16G180319: Pinheiro;1129,6;;;
16G180322: São Joaninho;1139,6;;;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;3597,3;;;
16G180324: União das freguesias de Mezio e Moura Morta;759,9;;;
16G180325: União das freguesias de Parada de Ester e Ester;1466,4;;;
16G180326: União das freguesias de Picão e Ermida;830,2;;;
16G180327: União das freguesias de Reriz e Gafanhão;1529,5;;;
16G1806: Mangualde;1697,7;;;
16G180601: Abrunhosa-a-Velha;1371,6;;;
16G180602: Alcafache;1826,5;;;
16G180605: Cunha Baixa;2261,7;;;
16G180606: Espinho;1720,2;;;
16G180607: Fornos de Maceira Dão;1659,1;;;
16G180608: Freixiosa;1506,6;;;
16G180614: Quintela de Azurara;1576,5;;;
16G180616: São João da Fresta;1389,8;;;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;1728,1;;;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;1617,5;;;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1404,1;;;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);1931,9;;;
16G1809: Nelas;1667,2;;;
16G180901: Canas de Senhorim;1565;;;
16G180908: Lapa do Lobo;1274,4;;;
16G180903: Nelas;1392,3;;;
16G180905: Senhorim;1850,1;;;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1478,7;;;
16G180911: União das freguesias de Santar e Moreira;1900,1;;;
16G180906: Vilar Seco;1857,5;;;
16G1810: Oliveira de Frades;11009;;;
16G181002: Arcozelo das Maias;7248;;;
16G181005: Pinheiro;9336;;;
16G181007: Ribeiradio;7113,6;;;
16G181008: São João da Serra;5393,5;;;
16G181009: São Vicente de Lafões;26944,6;;;
16G181013: União das freguesias de Arca e Varzielas;9568,9;;;
16G181014: União das freguesias de Destriz e Reigoso;6277,3;;;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;19661,3;;;
16G1811: Penalva do Castelo;1575,3;;;
16G181102: Castelo de Penalva;1613,8;;;
16G181103: Esmolfe;1438,2;;;
16G181104: Germil;1610,4;;;
16G181105: Ínsua;982,2;;;
16G181106: Lusinde;1682,2;;;
16G181109: Pindo;1866,3;;;
16G181110: Real;1448,7;;;
16G181111: Sezures;1691,8;;;
16G181112: Trancozelos;2415,6;;;
16G181114: União das freguesias de Antas e Matela;1292;;;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;1342,8;;;
16G1814: Santa Comba Dão;5636,3;;;
16G181403: Pinheiro de Ázere;8894,1;;;
16G181405: São Joaninho;12755,2;;;
16G181406: São João de Areias;3028,6;;;
16G181410: União das freguesias de Ovoa e Vimieiro;4074,9;;;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;4228,6;;;
16G181412: União das freguesias de Treixedo e Nagozela;4930,9;;;
16G1816: São Pedro do Sul;3330,1;;;
16G181602: Bordonhos;5817,5;;;
16G181606: Figueiredo de Alva;3284;;;
16G181607: Manhouce;2449,4;;;
16G181608: Pindelo dos Milagres;3494,1;;;
16G181609: Pinho;2991,8;;;
16G181612: São Félix;1492,1;;;
16G181615: Serrazes;4130;;;
16G181616: Sul;2803,6;;;
16G181620: União das freguesias de Carvalhais e Candal;4434,3;;;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;3886,3;;;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;2080,1;;;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;1748,2;;;
16G181617: Valadares;3101;;;
16G181619: Vila Maior;6675,3;;;
16G1817: Sátão;2410,1;;;
16G181702: Avelal;2728;;;
16G181704: Ferreira de Aves;1879,3;;;
16G181706: Mioma;1692,1;;;
16G181707: Rio de Moinhos;2242,4;;;
16G181709: São Miguel de Vila Boa;2809;;;
16G181710: Sátão;1972,3;;;
16G181711: Silvã de Cima;3830,2;;;
16G181713: União das freguesias de Águas Boas e Forles;2314,6;;;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;4228,6;;;
16G1821: Tondela;4929,6;;;
16G182102: Campo de Besteiros;5356,3;;;
16G182103: Canas de Santa Maria;5355,9;;;
16G182105: Castelões;3313,2;;;
16G182106: Dardavaz;9706,9;;;
16G182107: Ferreirós do Dão;1428,4;;;
16G182108: Guardão;25744,1;;;
16G182109: Lajeosa do Dão;2618,2;;;
16G182110: Lobão da Beira;2851,5;;;
16G182111: Molelos;1795,7;;;
16G182116: Parada de Gonta;4508,5;;;
16G182118: Santiago de Besteiros;2581,3;;;
16G182122: Tonda;1560,4;;;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;7241,8;;;
16G182128: União das freguesias de Caparrosa e Silvares;2934,1;;;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;2328,6;;;
16G182130: União das freguesias de São João do Monte e Mosteirinho;1913,2;;;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;3702,4;;;
16G182132: União das freguesias de Tondela e Nandufe;2513,6;;;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;6472,4;;;
16G1822: Vila Nova de Paiva;2349,7;;;
16G182203: Pendilhe;1272;;;
16G182204: Queiriga;2459;;;
16G182205: Touro;3471,5;;;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;1538,6;;;
16G182206: Vila Cova à Coelheira;1823,6;;;
16G1823: Viseu;2422,1;;;
16G182301: Abraveses;2006,8;;;
16G182304: Bodiosa;2334,6;;;
16G182305: Calde;2669,4;;;
16G182306: Campo;1644,5;;;
16G182307: Cavernães;2226,6;;;
16G182310: Cota;5853,2;;;
16G182337: Coutos de Viseu;2902,4;;;
16G182315: Fragosela;1495,3;;;
16G182316: Lordosa;6281;;;
16G182318: Mundão;7701,3;;;
16G182319: Orgens;2770,6;;;
16G182320: Povolide;2199,6;;;
16G182321: Ranhados;1739,7;;;
16G182339: Repeses e São Salvador;2440,1;;;
16G182322: Ribafeita;2037,7;;;
16G182323: Rio de Loba;1826,1;;;
16G182325: Santos Evos;3572,8;;;
16G182340: São Cipriano e Vil de Souto;1848,1;;;
16G182327: São João de Lourosa;1656,3;;;
16G182329: São Pedro de France;2330,2;;;
16G182317: Silgueiros;1639,2;;;
16G182335: União das freguesias de Barreiros e Cepões;2019,6;;;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;2288,3;;;
16G182338: Faíl e Vila Chã de Sá;2374;;;
16G182341: Viseu;2691,6;;;
16G1824: Vouzela;5016;;;
16G182401: Alcofra;2544,5;;;
16G182403: Campia;6815,3;;;
16G182407: Fornelo do Monte;1202,2;;;
16G182409: Queirã;6686,1;;;
16G182410: São Miguel do Mato;2196,4;;;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;7350,4;;;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;6998,4;;;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;4365,5;;;
16G182411: Ventosa;2676,2;;;
16H: Beira Baixa;453,8;;;
16H0502: Castelo Branco;508,3;;;
16H050201: Alcains;788;;;
16H050202: Almaceda;787,9;;;
16H050203: Benquerenças;627,9;;;
16H050205: Castelo Branco;459,1;;;
16H050211: Lardosa;434,7;;;
16H050212: Louriçal do Campo;669,3;;;
16H050214: Malpica do Tejo;264,9;;;
16H050216: Monforte da Beira;537;;;
16H050220: Salgueiro do Campo;627,9;;;
16H050221: Santo André das Tojeiras;611,6;;;
16H050222: São Vicente da Beira;909,6;;;
16H050223: Sarzedas;932,1;;;
16H050225: Tinalhas;539,2;;;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;679;;;
16H050227: União das freguesias de Escalos de Baixo e Mata;432,1;;;
16H050228: União das freguesias de Escalos de Cima e Lousa;417;;;
16H050229: União das freguesias de Freixial e Juncal do Campo;804,3;;;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;769,9;;;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;619,3;;;
16H0505: Idanha-a-Nova;342,4;;;
16H050502: Aldeia de Santa Margarida;403,3;;;
16H050505: Ladoeiro;487,7;;;
16H050506: Medelim;265,2;;;
16H050509: Oledo;319,5;;;
16H050510: Penha Garcia;284,5;;;
16H050511: Proença-a-Velha;387,9;;;
16H050512: Rosmaninhal;223,5;;;
16H050514: São Miguel de Acha;361,5;;;
16H050516: Toulões;457;;;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;425,5;;;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;302,6;;;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;370,7;;;
16H050521: União das freguesias de Zebreira e Segura;329,4;;;
16H0506: Oleiros;953,5;;;
16H050601: Álvaro;698,7;;;
16H050603: Cambas;1171,4;;;
16H050613: Estreito-Vilar Barroco;767,8;;;
16H050605: Isna;1568,4;;;
16H050606: Madeirã;811,6;;;
16H050607: Mosteiro;1031,8;;;
16H050614: Oleiros-Amieira;1085,2;;;
16H050609: Orvalho;938;;;
16H050610: Sarnadas de São Simão;669,4;;;
16H050611: Sobral;785,3;;;
16H0507: Penamacor;579,1;;;
16H050704: Aranhas;495,5;;;
16H050706: Benquerença;859,8;;;
16H050707: Meimão;737,2;;;
16H050708: Meimoa;815,9;;;
16H050710: Penamacor;465,1;;;
16H050711: Salvador;486,9;;;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;948,5;;;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;438,1;;;
16H050712: Vale da Senhora da Póvoa;695,1;;;
16H0508: Proença-a-Nova;1041,2;;;
16H050802: Montes da Senhora;1109,5;;;
16H050805: São Pedro do Esteval;827,4;;;
16H050807: União das freguesias de Proença-a-Nova e Peral;1002,9;;;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1314;;;
16H0511: Vila Velha de Ródão;647,4;;;
16H051101: Fratel;558;;;
16H051102: Perais;578,5;;;
16H051103: Sarnadas de Ródão;690;;;
16H051104: Vila Velha de Ródão;748,5;;;
16I: Médio Tejo;1859,2;;;
16I1401: Abrantes;670,9;;;
16I140104: Bemposta;610,2;;;
16I140119: Carvalhal;2054;;;
16I140118: Fontes;689,1;;;
16I140105: Martinchel;971,5;;;
16I140106: Mouriscas;661,3;;;
16I140107: Pego;536,7;;;
16I140108: Rio de Moinhos;1916,8;;;
16I140115: Tramagal;924,7;;;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;776,4;;;
16I140121: União das freguesias de Aldeia do Mato e Souto;904,9;;;
16I140122: União das freguesias de Alvega e Concavada;492,8;;;
16I140123: União das freguesias de São Facundo e Vale das Mós;426,5;;;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;489,3;;;
16I1402: Alcanena;1146,6;;;
16I140202: Bugalhos;904;;;
16I140206: Minde;1054,3;;;
16I140207: Moitas Venda;1325,1;;;
16I140208: Monsanto;1020,8;;;
16I140209: Serra de Santo António;1639,8;;;
16I140211: União das freguesias de Alcanena e Vila Moreira;988,1;;;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;904,5;;;
16I1408: Constância;1468,9;;;
16I140801: Constância;533,5;;;
16I140802: Montalvo;4520;;;
16I140803: Santa Margarida da Coutada;746,7;;;
16I1410: Entroncamento;1525,6;;;
16I141002: Nossa Senhora de Fátima;- -;;;
16I141001: São João Baptista;1525,6;;;
16I1411: Ferreira do Zêzere;5749,1;;;
16I141101: Águas Belas;5090,3;;;
16I141103: Beco;1418;;;
16I141104: Chãos;625;;;
16I141106: Ferreira do Zêzere;46158,2;;;
16I141107: Igreja Nova do Sobral;11649,2;;;
16I141110: Nossa Senhora do Pranto;1979,7;;;
16I141111: União das freguesias de Areias e Pias;944,9;;;
16I1413: Mação;1211,4;;;
16I141302: Amêndoa;1072,4;;;
16I141303: Cardigos;2098;;;
16I141304: Carvoeiro;1266;;;
16I141305: Envendos;893,8;;;
16I141307: Ortiga;627,3;;;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1119,9;;;
16I1421: Ourém;4066,9;;;
16I142101: Alburitel;1359,3;;;
16I142102: Atouguia;1277,6;;;
16I142104: Caxarias;1050;;;
16I142105: Espite;859,4;;;
16I142106: Fátima;974,3;;;
16I142115: Nossa Senhora da Piedade;1423,7;;;
16I142111: Nossa Senhora das Misericórdias;11046,6;;;
16I142113: Seiça;1461,7;;;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;1772,1;;;
16I142120: União das freguesias de Gondemaria e Olival;1917,8;;;
16I142121: União das freguesias de Matas e Cercal;1840,4;;;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;3060,4;;;
16I142114: Urqueira;23093,6;;;
16I1417: Sardoal;854,7;;;
16I141701: Alcaravela;936,6;;;
16I141702: Santiago de Montalegre;776,3;;;
16I141703: Sardoal;788,2;;;
16I141704: Valhascos;979,9;;;
16I0509: Sertã;1636,5;;;
16I050901: Cabeçudo;1018;;;
16I050902: Carvalhal;1004,9;;;
16I050903: Castelo;1032,8;;;
16I050911: Pedrógão Pequeno;819,2;;;
16I050912: Sertã;2851,7;;;
16I050913: Troviscal;1410;;;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;1877,6;;;
16I050916: União das freguesias de Cumeada e Marmeleiro;1737,2;;;
16I050917: União das freguesias de Ermida e Figueiredo;1063,2;;;
16I050914: Várzea dos Cavaleiros;1179;;;
16I1418: Tomar;2153,6;;;
16I141802: Asseiceira;16820,8;;;
16I141804: Carregueiros;1844,3;;;
16I141808: Olalhas;1664,1;;;
16I141809: Paialvo;3043,8;;;
16I141814: Sabacheira;807;;;
16I141813: São Pedro de Tomar;1037,3;;;
16I141817: União das freguesias de Além da Ribeira e Pedreira;652,2;;;
16I141818: União das freguesias de Casais e Alviobeira;1198,5;;;
16I141819: União das freguesias de Madalena e Beselga;2051,8;;;
16I141820: União das freguesias de Serra e Junceira;809,1;;;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;533,7;;;
16I1419: Torres Novas;1327,9;;;
16I141902: Assentiz;1026,2;;;
16I141904: Chancelaria;2041;;;
16I141917: Meia Via;- -;;;
16I141909: Pedrógão;1051,9;;;
16I141910: Riachos;1477,8;;;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;906,5;;;
16I141919: União das freguesias de Olaia e Paço;1065;;;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);1804,4;;;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1292,9;;;
16I141916: Zibreira;657;;;
16I0510: Vila de Rei;1948,7;;;
16I051001: Fundada;1189,3;;;
16I051002: São João do Peso;966,6;;;
16I051003: Vila de Rei;2369,3;;;
16I1420: Vila Nova da Barquinha;1107;;;
16I142001: Atalaia;560,3;;;
16I142002: Praia do Ribatejo;8529;;;
16I142003: Tancos;858,8;;;
16I142006: Vila Nova da Barquinha;280,3;;;
16J: Beiras e Serra da Estrela;786,8;;;
16J0902: Almeida;483,4;;;
16J090203: Almeida;612,4;;;
16J090207: Castelo Bom;429,7;;;
16J090209: Freineda;493;;;
16J090210: Freixo;635,8;;;
16J090213: Malhada Sorda;247;;;
16J090219: Nave de Haver;586,7;;;
16J090224: São Pedro de Rio Seco;507,1;;;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;463,9;;;
16J090231: União das freguesias de Azinhal, Peva e Valverde;490,9;;;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;409,1;;;
16J090233: União das freguesias de Junça e Naves;526,6;;;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;587,5;;;
16J090235: União das freguesias de Malpartida e Vale de Coelha;321,3;;;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;500,8;;;
16J090227: Vale da Mula;924,7;;;
16J090229: Vilar Formoso;369,6;;;
16J0501: Belmonte;1033,5;;;
16J050102: Caria;991;;;
16J050104: Inguias;1056,2;;;
16J050105: Maçainhas;883,7;;;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;1103,5;;;
16J0903: Celorico da Beira;559;;;
16J090302: Baraçal;525;;;
16J090304: Carrapichana;450;;;
16J090322: Casas do Soeiro;596,5;;;
16J090306: Forno Telheiro;744,5;;;
16J090307: Lajeosa do Mondego;783;;;
16J090308: Linhares;389,5;;;
16J090309: Maçal do Chão;603,8;;;
16J090310: Mesquitela;390,3;;;
16J090311: Minhocal;573;;;
16J090312: Prados;463,4;;;
16J090314: Ratoeira;612,7;;;
16J090323: União das freguesias de Açores e Velosa;754,5;;;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;557;;;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;529,8;;;
16J090326: União das freguesias de Rapa e Cadafaz;471,6;;;
16J090318: Vale de Azares;625,1;;;
16J0503: Covilhã;1216,8;;;
