
Quadro extraído em 11 de Outubro de 2022 (08:45:16)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;11E040533: Vale da Porca;97;
;11E040534: Vale de Prados;39;
;11E040536: Vilarinho de Agrochão;77;
;11E040538: Vinhas;233;
;11E0406: Miranda do Douro;5940;
;11E040604: Duas Igrejas;977;
;11E040605: Genísio;379;
;11E040607: Malhadas;556;
;11E040608: Miranda do Douro;405;
;11E040609: Palaçoulo;552;
;11E040611: Picote;78;
;11E040612: Póvoa;340;
;11E040613: São Martinho de Angueira;73;
;11E040618: União das freguesias de Constantim e Cicouro;220;
;11E040619: União das freguesias de Ifanes e Paradela;558;
;11E040620: União das freguesias de Sendim e Atenor;633;
;11E040621: União das freguesias de Silva e Águas Vivas;811;
;11E040616: Vila Chã de Braciosa;358;
;11E0407: Mirandela;1684;
;11E040701: Abambres;72;
;11E040702: Abreiro;3;
;11E040703: Aguieiras;55;
;11E040704: Alvites;44;
;11E040708: Bouça;21;
;11E040709: Cabanelas;98;
;11E040710: Caravelas;29;
;11E040711: Carvalhais;92;
;11E040712: Cedães;17;
;11E040713: Cobro;40;
;11E040714: Fradizela;24;
;11E040716: Frechas;34;
;11E040718: Lamas de Orelhão;84;
;11E040720: Mascarenhas;74;
;11E040721: Mirandela;123;
;11E040722: Múrias;47;
;11E040724: Paços;94;
;11E040727: São Pedro Velho;56;
;11E040728: São Salvador;53;
;11E040729: Suçães;83;
;11E040730: Torre de Dona Chama;103;
;11E040738: União das freguesias de Avantos e Romeu;59;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;147;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;129;
;11E040741: União das freguesias de Franco e Vila Boa;27;
;11E040742: União das freguesias de Freixeda e Vila Verde;11;
;11E040731: Vale de Asnes;40;
;11E040732: Vale de Gouvinhas;3;
;11E040733: Vale de Salgueiro;15;
;11E040734: Vale de Telhas;8;
;11E0408: Mogadouro;8309;
;11E040801: Azinhoso;388;
;11E040802: Bemposta;272;
;11E040803: Bruçó;207;
;11E040804: Brunhoso;233;
;11E040807: Castelo Branco;214;
;11E040808: Castro Vicente;148;
;11E040809: Meirinhos;63;
;11E040811: Paradela;135;
;11E040812: Penas Roias;742;
;11E040813: Peredo da Bemposta;197;
;11E040815: Saldanha;520;
;11E040817: São Martinho do Peso;361;
;11E040819: Tó;409;
;11E040820: Travanca;226;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1024;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1411;
;11E040831: União das freguesias de Remondes e Soutelo;287;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;562;
;11E040821: Urrós;150;
;11E040822: Vale da Madre;225;
;11E040826: Vila de Ala;535;
;11E0410: Vila Flor;339;
;11E041002: Benlhevai;44;
;11E041005: Freixiel;22;
;11E041009: Roios;9;
;11E041010: Samões;9;
;11E041011: Sampaio;22;
;11E041012: Santa Comba de Vilariça;4;
;11E041013: Seixo de Manhoses;5;
;11E041014: Trindade;1;
;11E041020: União das freguesias de Assares e Lodões;27;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;9;
;11E041022: União das freguesias de Valtorno e Mourão;18;
;11E041023: União das freguesias de Vila Flor e Nabo;58;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;76;
;11E041015: Vale Frechoso;36;
;11E0411: Vimioso;3249;
;11E041103: Argozelo;99;
;11E041107: Carção;78;
;11E041108: Matela;412;
;11E041109: Pinelo;192;
;11E041110: Santulhão;200;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;478;
;11E041116: União das freguesias de Caçarelhos e Angueira;510;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;554;
;11E041113: Vilar Seco;348;
;11E041114: Vimioso;378;
;11E0412: Vinhais;2482;
;11E041201: Agrochão;50;
;11E041203: Candedo;44;
;11E041204: Celas;166;
;11E041206: Edral;24;
;11E041207: Edrosa;50;
;11E041208: Ervedosa;57;
;11E041215: Paçó;186;
;11E041216: Penhas Juntas;32;
;11E041219: Rebordelo;28;
;11E041221: Santalha;82;
;11E041226: Tuizelo;153;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;51;
;11E041237: União das freguesias de Moimenta e Montouto;115;
;11E041238: União das freguesias de Nunes e Ousilhão;84;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;60;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;87;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;221;
;11E041242: União das freguesias de Travanca e Santa Cruz;184;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;74;
;11E041227: Vale das Fontes;26;
;11E041229: Vila Boa de Ousilhão;55;
;11E041230: Vila Verde;63;
;11E041232: Vilar de Ossos;127;
;11E041233: Vilar de Peregrinos;292;
;11E041234: Vilar Seco de Lomba;34;
;11E041235: Vinhais;136;
;16: Centro;171887;
;16B: Oeste;23967;
;16B1001: Alcobaça;1665;
;16B100102: Alfeizerão;292;
;16B100120: Aljubarrota;92;
;16B100104: Bárrio;184;
;16B100105: Benedita;166;
;16B100106: Cela;233;
;16B100108: Évora de Alcobaça;229;
;16B100109: Maiorga;11;
;16B100112: São Martinho do Porto;34;
;16B100114: Turquel;299;
;16B100121: União das freguesias de Alcobaça e Vestiaria;10;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;37;
;16B100123: União das freguesias de Pataias e Martingança;29;
;16B100116: Vimeiro;49;
;16B1101: Alenquer;3263;
;16B110106: Carnota;275;
;16B110107: Meca;34;
;16B110108: Olhalvo;203;
;16B110109: Ota;214;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;173;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;351;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);937;
;16B110120: União das freguesias de Carregado e Cadafais;519;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;248;
;16B110113: Ventosa;201;
;16B110114: Vila Verde dos Francos;109;
;16B1102: Arruda dos Vinhos;1663;
;16B110201: Arranhó;414;
;16B110202: Arruda dos Vinhos;1117;
;16B110203: Cardosas;22;
;16B110204: São Tiago dos Velhos;110;
;16B1005: Bombarral;557;
;16B100502: Carvalhal;25;
;16B100505: Pó;153;
;16B100503: Roliça;294;
;16B100506: União das freguesias do Bombarral e Vale Covo;85;
;16B1104: Cadaval;259;
;16B110401: Alguber;2;
;16B110407: Peral;38;
;16B110412: União das freguesias de Lamas e Cercal;96;
;16B110413: União das freguesias de Painho e Figueiros;25;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;22;
;16B110409: Vermelha;34;
;16B110410: Vilar;43;
;16B1006: Caldas da Rainha;992;
;16B100601: A dos Francos;92;
;16B100602: Alvorninha;139;
;16B100604: Carvalhal Benfeito;47;
;16B100606: Foz do Arelho;6;
;16B100607: Landal;11;
;16B100608: Nadadouro;16;
;16B100609: Salir de Matos;109;
;16B100611: Santa Catarina;84;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;50;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;176;
;16B100619: União das freguesias de Tornada e Salir do Porto;231;
;16B100615: Vidais;32;
;16B1108: Lourinhã;3919;
;16B110803: Moita dos Ferreiros;417;
;16B110805: Reguengo Grande;338;
;16B110810: Ribamar;117;
;16B110806: Santa Bárbara;191;
;16B110812: União das freguesias de Lourinhã e Atalaia;1775;
;16B110813: União das freguesias de Miragaia e Marteleira;651;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;338;
;16B110808: Vimeiro;92;
;16B1011: Nazaré;557;
;16B101101: Famalicão;202;
;16B101102: Nazaré;29;
;16B101103: Valado dos Frades;325;
;16B1012: Óbidos;665;
;16B101201: A dos Negros;90;
;16B101202: Amoreira;74;
;16B101208: Gaeiras;24;
;16B101203: Olho Marinho;226;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;139;
;16B101209: Usseira;8;
;16B101207: Vau;102;
;16B1014: Peniche;2129;
;16B101402: Atouguia da Baleia;1740;
;16B101406: Ferrel;295;
;16B101407: Peniche;4;
;16B101405: Serra d'El-Rei;91;
;16B1112: Sobral de Monte Agraço;1555;
;16B111201: Santo Quintino;593;
;16B111202: Sapataria;703;
;16B111203: Sobral de Monte Agraço;259;
;16B1113: Torres Vedras;6744;
;16B111306: Freiria;92;
;16B111310: Ponte do Rol;215;
;16B111311: Ramalhal;235;
;16B111314: São Pedro da Cadeira;1266;
;16B111316: Silveira;529;
;16B111317: Turcifal;414;
;16B111321: União das freguesias de A dos Cunhados e Maceira;1374;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;472;
;16B111323: União das freguesias de Carvoeira e Carmões;296;
;16B111324: União das freguesias de Dois Portos e Runa;548;
;16B111325: União das freguesias de Maxial e Monte Redondo;428;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;516;
;16B111318: Ventosa;358;
;16D: Região de Aveiro;19619;
;16D0101: Águeda;1589;
;16D010103: Aguada de Cima;166;
;16D010109: Fermentelos;43;
;16D010112: Macinhata do Vouga;173;
;16D010121: União das freguesias de Águeda e Borralha;86;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;147;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;92;
;16D010124: União das freguesias de Recardães e Espinhel;208;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;186;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;266;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;56;
;16D010119: Valongo do Vouga;167;
;16D0102: Albergaria-a-Velha;2078;
;16D010209: Albergaria-a-Velha e Valmaior;124;
;16D010202: Alquerubim;448;
;16D010203: Angeja;568;
;16D010204: Branca;214;
;16D010206: Ribeira de Fráguas;21;
;16D010210: São João de Loure e Frossos;703;
;16D0103: Anadia;895;
;16D010304: Avelãs de Caminho;46;
;16D010305: Avelãs de Cima;148;
;16D010307: Moita;106;
;16D010309: Sangalhos;42;
;16D010310: São Lourenço do Bairro;77;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;70;
;16D010317: União das freguesias de Arcos e Mogofores;52;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;39;
;16D010312: Vila Nova de Monsarros;84;
;16D010313: Vilarinho do Bairro;230;
;16D0105: Aveiro;2246;
;16D010501: Aradas;315;
;16D010502: Cacia;229;
;16D010515: Eixo e Eirol;416;
;16D010505: Esgueira;108;
;16D010508: Oliveirinha;322;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;393;
;16D010513: Santa Joana;170;
;16D010510: São Bernardo;109;
;16D010511: São Jacinto;88;
;16D010517: União das freguesias de Glória e Vera Cruz;99;
;16D0108: Estarreja;3582;
;16D010801: Avanca;767;
;16D010805: Pardilhó;366;
;16D010806: Salreu;1021;
;16D010808: União das freguesias de Beduído e Veiros;864;
;16D010809: União das freguesias de Canelas e Fermelã;564;
;16D0110: Ílhavo;867;
;16D011005: Gafanha da Encarnação;7;
;16D011006: Gafanha da Nazaré;28;
;16D011007: Gafanha do Carmo;57;
;16D011008: Ílhavo (São Salvador);775;
;16D0112: Murtosa;2209;
;16D011201: Bunheiro;1556;
;16D011202: Monte;86;
;16D011203: Murtosa;352;
;16D011204: Torreira;215;
;16D0114: Oliveira do Bairro;984;
;16D011403: Oiã;240;
;16D011404: Oliveira do Bairro;306;
;16D011405: Palhaça;135;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;303;
;16D0115: Ovar;3052;
;16D011502: Cortegaça;4;
;16D011503: Esmoriz;27;
;16D011504: Maceda;54;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;1837;
;16D011507: Válega;1130;
;16D0117: Sever do Vouga;242;
;16D011702: Couto de Esteves;44;
;16D011704: Pessegueiro do Vouga;12;
;16D011705: Rocas do Vouga;53;
;16D011706: Sever do Vouga;8;
;16D011708: Talhadas;49;
;16D011710: União das freguesias de Cedrim e Paradela;45;
;16D011711: União das freguesias de Silva Escura e Dornelas;31;
;16D0118: Vagos;1873;
;16D011801: Calvão;98;
;16D011804: Gafanha da Boa Hora;311;
;16D011805: Ouca;351;
;16D011810: Santo André de Vagos;81;
;16D011807: Sosa;251;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;113;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;102;
;16D011814: União das freguesias de Vagos e Santo António;566;
;16E: Região de Coimbra;26162;
;16E0601: Arganil;363;
;16E060102: Arganil;32;
;16E060104: Benfeita;1;
;16E060105: Celavisa;5;
;16E060109: Folques;37;
;16E060111: Piódão;1;
;16E060112: Pomares;35;
;16E060113: Pombeiro da Beira;46;
;16E060114: São Martinho da Cortiça;85;
;16E060115: Sarzedo;26;
;16E060116: Secarias;1;
;16E060119: União das freguesias de Cepos e Teixeira;2;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;8;
;16E060121: União das freguesias de Côja e Barril de Alva;47;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;36;
;16E0602: Cantanhede;1840;
;16E060201: Ançã;19;
;16E060203: Cadima;203;
;16E060205: Cordinhã;148;
;16E060207: Febres;30;
;16E060208: Murtede;62;
;16E060209: Ourentã;55;
;16E060218: Sanguinheira;462;
;16E060215: São Caetano;26;
;16E060214: Tocha;404;
;16E060220: União das freguesias de Cantanhede e Pocariça;77;
;16E060221: União das freguesias de Covões e Camarneira;151;
;16E060222: União das freguesias de Portunhos e Outil;37;
;16E060223: União das freguesias de Sepins e Bolho;156;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;8;
;16E0603: Coimbra;2820;
;16E060301: Almalaguês;15;
;16E060309: Brasfemes;9;
;16E060311: Ceira;14;
;16E060312: Cernache;45;
;16E060318: Santo António dos Olivais;9;
;16E060320: São João do Campo;299;
;16E060324: São Silvestre;569;
;16E060329: Torres do Mondego;9;
;16E060332: União das freguesias de Antuzede e Vil de Matos;129;
;16E060333: União das freguesias de Assafarge e Antanhol;44;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);290;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;57;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;50;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;204;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;427;
;16E060339: União das freguesias de Souselas e Botão;63;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;453;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;133;
;16E0604: Condeixa-a-Nova;670;
;16E060401: Anobra;189;
;16E060406: Ega;142;
;16E060407: Furadouro;18;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;101;
;16E060412: União das freguesias de Sebal e Belide;160;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;13;
;16E060410: Zambujal;48;
;16E0605: Figueira da Foz;5361;
;16E060519: Alhadas;329;
;16E060502: Alqueidão;1433;
;16E060515: Bom Sucesso;373;
;16E060520: Buarcos;29;
;16E060521: Ferreira-a-Nova;1033;
;16E060522: Lavos;151;
;16E060507: Maiorca;963;
;16E060508: Marinha das Ondas;168;
;16E060518: Moinhos da Gândara;99;
;16E060523: Paião;409;
;16E060524: Quiaios;36;
;16E060514: São Pedro;- -;
;16E060512: Tavarede;11;
;16E060513: Vila Verde;326;
;16E0606: Góis;40;
;16E060601: Alvares;2;
;16E060604: Góis;22;
;16E060606: União das freguesias de Cadafaz e Colmeal;1;
;16E060605: Vila Nova do Ceira;15;
;16E0607: Lousã;226;
;16E060706: Gândaras;35;
;16E060704: Serpins;52;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;41;
;16E060708: União das freguesias de Lousã e Vilarinho;98;
;16E0111: Mealhada;307;
;16E011102: Barcouço;52;
;16E011103: Casal Comba;121;
;16E011104: Luso;17;
;16E011106: Pampilhosa;7;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;66;
;16E011107: Vacariça;44;
;16E0608: Mira;896;
;16E060803: Carapelhos;183;
;16E060801: Mira;254;
;16E060804: Praia de Mira;271;
;16E060802: Seixo;188;
;16E0609: Miranda do Corvo;182;
;16E060901: Lamas;11;
;16E060902: Miranda do Corvo;69;
;16E060906: União das freguesias de Semide e Rio Vide;85;
;16E060905: Vila Nova;17;
;16E0610: Montemor-o-Velho;7726;
;16E061002: Arazede;1115;
;16E061003: Carapinheira;506;
;16E061014: Ereira;573;
;16E061005: Liceia;241;
;16E061006: Meãs do Campo;1727;
;16E061008: Pereira;167;
;16E061009: Santo Varão;426;
;16E061010: Seixo de Gatões;502;
;16E061011: Tentúgal;1019;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;828;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;622;
;16E1808: Mortágua;353;
;16E180802: Cercosa;15;
;16E180804: Espinho;112;
;16E180805: Marmeleira;11;
;16E180807: Pala;77;
;16E180808: Sobral;70;
;16E180809: Trezói;17;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;52;
;16E0611: Oliveira do Hospital;1159;
;16E061101: Aldeia das Dez;29;
;16E061102: Alvoco das Várzeas;4;
;16E061103: Avô;52;
;16E061104: Bobadela;121;
;16E061106: Lagares;87;
;16E061109: Lourosa;44;
;16E061110: Meruge;38;
;16E061111: Nogueira do Cravo;129;
;16E061115: São Gião;5;
;16E061118: Seixo da Beira;189;
;16E061119: Travanca de Lagos;60;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;185;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;70;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;60;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;32;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;53;
;16E0612: Pampilhosa da Serra;22;
;16E061201: Cabril;0;
;16E061202: Dornelas do Zêzere;2;
;16E061211: Fajão-Vidual;4;
;16E061204: Janeiro de Baixo;3;
;16E061206: Pampilhosa da Serra;5;
;16E061207: Pessegueiro;2;
;16E061212: Portela do Fojo-Machio;1;
;16E061209: Unhais-o-Velho;4;
;16E0613: Penacova;354;
;16E061301: Carvalho;24;
;16E061302: Figueira de Lorvão;71;
;16E061304: Lorvão;66;
;16E061307: Penacova;42;
;16E061310: Sazes do Lorvão;8;
;16E061312: União das freguesias de Friúmes e Paradela;20;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;46;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;77;
;16E0614: Penela;254;
;16E061401: Cumeeira;26;
;16E061402: Espinhal;6;
;16E061403: Podentes;7;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;215;
;16E0615: Soure;2620;
;16E061501: Alfarelos;185;
;16E061504: Figueiró do Campo;51;
;16E061506: Granja do Ulmeiro;34;
;16E061508: Samuel;256;
;16E061509: Soure;751;
;16E061510: Tapéus;56;
;16E061513: União das freguesias de Degracias e Pombalinho;102;
;16E061514: União das freguesias de Gesteira e Brunhós;61;
;16E061511: Vila Nova de Anços;685;
;16E061512: Vinha da Rainha;439;
;16E0616: Tábua;783;
;16E061602: Candosa;25;
;16E061603: Carapinha;8;
;16E061608: Midões;165;
;16E061609: Mouronho;51;
;16E061611: Póvoa de Midões;64;
;16E061612: São João da Boa Vista;31;
;16E061614: Tábua;49;
;16E061616: União das freguesias de Ázere e Covelo;117;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;179;
;16E061618: União das freguesias de Espariz e Sinde;46;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;46;
;16E0617: Vila Nova de Poiares;185;
;16E061701: Arrifana;61;
;16E061702: Lavegadas;18;
;16E061703: Poiares (Santo André);63;
;16E061704: São Miguel de Poiares;43;
;16F: Região de Leiria;6490;
;16F1002: Alvaiázere;384;
;16F100201: Almoster;30;
;16F100208: Alvaiázere;33;
;16F100204: Maçãs de Dona Maria;15;
;16F100205: Pelmá;13;
;16F100209: Pussos São Pedro;294;
;16F1003: Ansião;201;
;16F100301: Alvorge;69;
;16F100309: Ansião;30;
;16F100303: Avelar;1;
;16F100304: Chão de Couce;14;
;16F100306: Pousaflores;24;
;16F100307: Santiago da Guarda;63;
;16F1004: Batalha;256;
;16F100401: Batalha;79;
;16F100404: Golpilheira;45;
;16F100402: Reguengo do Fetal;87;
;16F100403: São Mamede;45;
;16F1007: Castanheira de Pêra;8;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;8;
;16F1008: Figueiró dos Vinhos;39;
;16F100801: Aguda;4;
;16F100802: Arega;13;
;16F100803: Campelo;- -;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;22;
;16F1009: Leiria;3265;
;16F100901: Amor;156;
;16F100902: Arrabal;39;
;16F100925: Bajouca;29;
;16F100926: Bidoeira de Cima;75;
;16F100907: Caranguejeira;337;
;16F100909: Coimbrão;49;
;16F100913: Maceira;79;
;16F100915: Milagres;139;
;16F100921: Regueira de Pontes;80;
;16F100932: União das freguesias de Colmeias e Memória;186;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;220;
;16F100934: União das freguesias de Marrazes e Barosa;177;
;16F100935: União das freguesias de Monte Real e Carvide;211;
;16F100936: União das freguesias de Monte Redondo e Carreira;648;
;16F100937: União das freguesias de Parceiros e Azoia;180;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;102;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;111;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;445;
;16F1010: Marinha Grande;72;
;16F101001: Marinha Grande;43;
;16F101003: Moita;5;
;16F101002: Vieira de Leiria;25;
;16F1013: Pedrógão Grande;96;
;16F101301: Graça;68;
;16F101302: Pedrógão Grande;25;
;16F101303: Vila Facaia;3;
;16F1015: Pombal;1732;
;16F101501: Abiul;135;
;16F101503: Almagreira;166;
;16F101504: Carnide;76;
;16F101505: Carriço;124;
;16F101506: Louriçal;293;
;16F101515: Meirinhas;18;
;16F101508: Pelariga;79;
;16F101509: Pombal;225;
;16F101510: Redinha;95;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;267;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;77;
;16F101513: Vermoil;69;
;16F101514: Vila Cã;108;
;16F1016: Porto de Mós;437;
;16F101602: Alqueidão da Serra;24;
;16F101605: Calvaria de Cima;8;
;16F101606: Juncal;31;
;16F101608: Mira de Aire;42;
;16F101609: Pedreiras;15;
;16F101614: Porto de Mós - São João Baptista e São Pedro;130;
;16F101610: São Bento;100;
;16F101613: Serro Ventoso;37;
;16F101615: União das freguesias de Alvados e Alcaria;33;
;16F101616: União das freguesias de Arrimal e Mendiga;16;
;16G: Viseu Dão Lafões;12314;
;16G0901: Aguiar da Beira;1553;
;16G090102: Carapito;145;
;16G090103: Cortiçada;46;
;16G090105: Dornelas;217;
;16G090106: Eirado;76;
;16G090107: Forninhos;53;
;16G090109: Pena Verde;370;
;16G090110: Pinheiro;27;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;234;
;16G090115: União das freguesias de Sequeiros e Gradiz;162;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;223;
;16G1802: Carregal do Sal;230;
;16G180201: Beijós;24;
;16G180202: Cabanas de Viriato;51;
;16G180204: Oliveira do Conde;67;
;16G180206: Parada;9;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;78;
;16G1803: Castro Daire;883;
;16G180301: Almofala;15;
;16G180303: Cabril;60;
;16G180304: Castro Daire;72;
;16G180305: Cujó;14;
;16G180309: Gosende;42;
;16G180312: Mões;133;
;16G180313: Moledo;95;
;16G180314: Monteiras;16;
;16G180317: Pepim;24;
;16G180319: Pinheiro;37;
;16G180322: São Joaninho;17;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;94;
;16G180324: União das freguesias de Mezio e Moura Morta;63;
;16G180325: União das freguesias de Parada de Ester e Ester;115;
;16G180326: União das freguesias de Picão e Ermida;16;
;16G180327: União das freguesias de Reriz e Gafanhão;69;
;16G1806: Mangualde;1576;
;16G180601: Abrunhosa-a-Velha;162;
;16G180602: Alcafache;54;
;16G180605: Cunha Baixa;52;
;16G180606: Espinho;279;
;16G180607: Fornos de Maceira Dão;185;
;16G180608: Freixiosa;13;
;16G180614: Quintela de Azurara;20;
;16G180616: São João da Fresta;114;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;168;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;87;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;157;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);287;
;16G1809: Nelas;599;
;16G180901: Canas de Senhorim;216;
;16G180908: Lapa do Lobo;30;
;16G180903: Nelas;81;
;16G180905: Senhorim;127;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;12;
;16G180911: União das freguesias de Santar e Moreira;30;
;16G180906: Vilar Seco;102;
;16G1810: Oliveira de Frades;655;
;16G181002: Arcozelo das Maias;127;
;16G181005: Pinheiro;81;
;16G181007: Ribeiradio;91;
;16G181008: São João da Serra;43;
;16G181009: São Vicente de Lafões;81;
;16G181013: União das freguesias de Arca e Varzielas;59;
;16G181014: União das freguesias de Destriz e Reigoso;83;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;89;
;16G1811: Penalva do Castelo;475;
;16G181102: Castelo de Penalva;71;
;16G181103: Esmolfe;20;
;16G181104: Germil;14;
;16G181105: Ínsua;50;
;16G181106: Lusinde;10;
;16G181109: Pindo;76;
;16G181110: Real;57;
;16G181111: Sezures;40;
;16G181112: Trancozelos;11;
;16G181114: União das freguesias de Antas e Matela;70;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;55;
;16G1814: Santa Comba Dão;373;
;16G181403: Pinheiro de Ázere;19;
;16G181405: São Joaninho;17;
;16G181406: São João de Areias;68;
;16G181410: União das freguesias de Ovoa e Vimieiro;113;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;48;
;16G181412: União das freguesias de Treixedo e Nagozela;108;
;16G1816: São Pedro do Sul;1473;
;16G181602: Bordonhos;50;
;16G181606: Figueiredo de Alva;49;
;16G181607: Manhouce;223;
;16G181608: Pindelo dos Milagres;76;
;16G181609: Pinho;82;
;16G181612: São Félix;32;
;16G181615: Serrazes;80;
;16G181616: Sul;85;
;16G181620: União das freguesias de Carvalhais e Candal;162;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;179;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;49;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;175;
;16G181617: Valadares;86;
;16G181619: Vila Maior;147;
;16G1817: Sátão;834;
;16G181702: Avelal;49;
;16G181704: Ferreira de Aves;467;
;16G181706: Mioma;51;
;16G181707: Rio de Moinhos;18;
;16G181709: São Miguel de Vila Boa;75;
;16G181710: Sátão;72;
;16G181711: Silvã de Cima;16;
;16G181713: União das freguesias de Águas Boas e Forles;34;
;16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;53;
;16G1821: Tondela;1322;
;16G182102: Campo de Besteiros;39;
;16G182103: Canas de Santa Maria;85;
