Statistical table extracted on October 18, 2022 (10:37:08);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
;Data reference period;;;
;2019;;;
;?/ ha ;;;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;401,7;;;
16J090233: União das freguesias de Junça e Naves;407,9;;;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;422,9;;;
16J090235: União das freguesias de Malpartida e Vale de Coelha;374,6;;;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;303;;;
16J090227: Vale da Mula;583;;;
16J090229: Vilar Formoso;289,2;;;
16J0501: Belmonte;1497,3;;;
16J050102: Caria;1435,9;;;
16J050104: Inguias;1282,7;;;
16J050105: Maçainhas;700,8;;;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;1975,7;;;
16J0903: Celorico da Beira;1346,1;;;
16J090302: Baraçal;1037,1;;;
16J090304: Carrapichana;904,7;;;
16J090322: Casas do Soeiro;1154,3;;;
16J090306: Forno Telheiro;1219,7;;;
16J090307: Lajeosa do Mondego;2010,7;;;
16J090308: Linhares;934;;;
16J090309: Maçal do Chão;731,8;;;
16J090310: Mesquitela;738,7;;;
16J090311: Minhocal;1516,4;;;
16J090312: Prados;3832,1;;;
16J090314: Ratoeira;4803,2;;;
16J090323: União das freguesias de Açores e Velosa;641,4;;;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;1034,4;;;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;1033,6;;;
16J090326: União das freguesias de Rapa e Cadafaz;1632,2;;;
16J090318: Vale de Azares;4345,1;;;
16J0503: Covilhã;1902,9;;;
16J050302: Aldeia de São Francisco de Assis;388,6;;;
16J050305: Boidobra;1331,5;;;
16J050308: Cortes do Meio;526,6;;;
16J050309: Dominguizo;2438,7;;;
16J050310: Erada;229,9;;;
16J050311: Ferro;3030,2;;;
16J050312: Orjais;4479,6;;;
16J050314: Paul;1631,5;;;
16J050315: Peraboa;1479,1;;;
16J050318: São Jorge da Beira;2615,5;;;
16J050322: Sobral de São Miguel;1515,6;;;
16J050324: Tortosendo;2666,2;;;
16J050325: Unhais da Serra;353,5;;;
16J050332: União das freguesias de Barco e Coutada;616,5;;;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;851,5;;;
16J050334: União das freguesias de Casegas e Ourondo;1673,7;;;
16J050335: União das freguesias de Covilhã e Canhoso;2116,9;;;
16J050336: União das freguesias de Peso e Vales do Rio;1704,4;;;
16J050337: União das freguesias de Teixoso e Sarzedo;2212,6;;;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;3691,5;;;
16J050327: Verdelhos;2101,7;;;
16J0904: Figueira de Castelo Rodrigo;845,8;;;
16J090403: Castelo Rodrigo;1084,7;;;
16J090406: Escalhão;611,8;;;
16J090408: Figueira de Castelo Rodrigo;890,5;;;
16J090410: Mata de Lobos;543,6;;;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;580,2;;;
16J090419: União das freguesias de Almofala e Escarigo;560,3;;;
16J090420: União das freguesias de Cinco Vilas e Reigada;764,4;;;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;806,3;;;
16J090422: União das freguesias do Colmeal e Vilar Torpim;2088,6;;;
16J090415: Vermiosa;711,3;;;
16J0905: Fornos de Algodres;2030,6;;;
16J090501: Algodres;1494,3;;;
16J090502: Casal Vasco;1629,9;;;
16J090504: Figueiró da Granja;2961,8;;;
16J090505: Fornos de Algodres;3915,7;;;
16J090507: Infias;1903,1;;;
16J090509: Maceira;1846,1;;;
16J090510: Matança;1287,5;;;
16J090511: Muxagata;2283;;;
16J090512: Queiriz;3425,7;;;
16J090517: União das freguesias de Cortiçô e Vila Chã;1658,9;;;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;940;;;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;2488,7;;;
16J0504: Fundão;2052,6;;;
16J050401: Alcaide;5387,2;;;
16J050402: Alcaria;2546,9;;;
16J050403: Alcongosta;7528,8;;;
16J050406: Alpedrinha;3277,6;;;
16J050408: Barroca;2894,4;;;
16J050410: Bogas de Cima;2268,1;;;
16J050411: Capinha;1570,9;;;
16J050412: Castelejo;4874,8;;;
16J050413: Castelo Novo;2047,8;;;
16J050431: Enxames;1663,6;;;
16J050416: Fatela;1849,9;;;
16J050419: Lavacolhos;7008,7;;;
16J050420: Orca;756,8;;;
16J050421: Pêro Viseu;1374,3;;;
16J050424: Silvares;2241,5;;;
16J050425: Soalheira;1398;;;
16J050426: Souto da Casa;3678,4;;;
16J050427: Telhado;1932;;;
16J050432: Três Povos;2602,3;;;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;2116,9;;;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;1254,3;;;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;2764,7;;;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;1479,3;;;
16J0906: Gouveia;1280,8;;;
16J090602: Arcozelo;2579,1;;;
16J090603: Cativelos;2341,5;;;
16J090605: Folgosinho;813,4;;;
16J090625: Gouveia;2083,8;;;
16J090612: Nespereira;1268,2;;;
16J090613: Paços da Serra;817,9;;;
16J090614: Ribamondego;483,9;;;
16J090617: São Paio;808,9;;;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;921,9;;;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;1632,7;;;
16J090626: União das freguesias de Melo e Nabais;652,5;;;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;1884,8;;;
16J090628: União das freguesias de Rio Torto e Lagarinhos;1921,3;;;
16J090619: Vila Cortês da Serra;1501,4;;;
16J090620: Vila Franca da Serra;814,9;;;
16J090621: Vila Nova de Tazem;1205,4;;;
16J0907: Guarda;812,8;;;
16J090766: Adão;552;;;
16J090703: Aldeia do Bispo;1028,1;;;
16J090704: Aldeia Viçosa;1235,1;;;
16J090705: Alvendre;606,9;;;
16J090706: Arrifana;900,5;;;
16J090708: Avelãs da Ribeira;781,8;;;
16J090709: Benespera;1093,8;;;
16J090711: Casal de Cinza;642,8;;;
16J090712: Castanheira;530,2;;;
16J090713: Cavadoude;1729,2;;;
16J090714: Codesseiro;801;;;
16J090716: Faia;2199;;;
16J090717: Famalicão;1136,8;;;
16J090718: Fernão Joanes;679,4;;;
16J090757: Gonçalo;1286,5;;;
16J090721: Gonçalo Bocas;1036,1;;;
16J090758: Guarda;897;;;
16J090759: Jarmelo São Miguel;680,8;;;
16J090760: Jarmelo São Pedro;507;;;
16J090722: João Antão;689,7;;;
16J090723: Maçainhas;1246,7;;;
16J090724: Marmeleiro;764,4;;;
16J090725: Meios;822,6;;;
16J090728: Panoias de Cima;740,1;;;
16J090729: Pega;700,6;;;
16J090730: Pêra do Moço;687,8;;;
16J090732: Porto da Carne;848,3;;;
16J090734: Ramela;916,6;;;
16J090738: Santana da Azinha;770,8;;;
16J090744: Sobral da Serra;1539,5;;;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;872,3;;;
16J090762: União de freguesias de Corujeira e Trinta;910,6;;;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;1080,9;;;
16J090764: União de freguesias de Pousade e Albardo;737,8;;;
16J090765: União de freguesias de Rochoso e Monte Margarida;462,3;;;
16J090746: Vale de Estrela;294,1;;;
16J090747: Valhelhas;1635,4;;;
16J090748: Vela;859,1;;;
16J090749: Videmonte;521;;;
16J090750: Vila Cortês do Mondego;735,2;;;
16J090751: Vila Fernando;893,9;;;
16J090752: Vila Franca do Deão;630,7;;;
16J090753: Vila Garcia;1078,9;;;
16J0908: Manteigas;246,3;;;
16J090802: Manteigas (Santa Maria);794,3;;;
16J090803: Manteigas (São Pedro);114,5;;;
16J090801: Sameiro;1024,5;;;
16J090804: Vale de Amoreira;709,1;;;
16J0909: Mêda;1153,2;;;
16J090901: Aveloso;1134,1;;;
16J090902: Barreira;669,2;;;
16J090905: Coriscada;1031,1;;;
16J090907: Longroiva;1040,4;;;
16J090908: Marialva;992,1;;;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;1111,1;;;
16J090912: Poço do Canto;1084,8;;;
16J090918: Prova e Casteição;1830,1;;;
16J090914: Rabaçal;968,6;;;
16J090915: Ranhados;1670,3;;;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;1167,9;;;
16J0910: Pinhel;938,5;;;
16J091028: Agregação das freguesias Sul de Pinhel;1181,7;;;
16J091032: Alto do Palurdo;581,8;;;
16J091029: Alverca da Beira/Bouça Cova;1103,5;;;
16J091009: Ervedosa;1095,4;;;
16J091010: Freixedas;851,8;;;
16J091012: Lamegal;943,2;;;
16J091013: Lameiras;1111;;;
16J091014: Manigoto;947,1;;;
16J091015: Pala;1165,2;;;
16J091017: Pinhel;1020,8;;;
16J091018: Pínzio;866,9;;;
16J091024: Souro Pires;1083,9;;;
16J091030: Terras de Massueime;1109;;;
16J091035: União das freguesias de Atalaia e Safurdão;690,5;;;
16J091031: Valbom/Bogalhal;1015,3;;;
16J091033: Vale do Côa;943,7;;;
16J091034: Vale do Massueime;903;;;
16J091027: Vascoveiro;638,3;;;
16J0911: Sabugal;552,7;;;
16J091101: Águas Belas;404,6;;;
16J091103: Aldeia da Ponte;353,7;;;
16J091102: Aldeia do Bispo;530,1;;;
16J091106: Aldeia Velha;398,5;;;
16J091107: Alfaiates;815,9;;;
16J091109: Baraçal;424,4;;;
16J091110: Bendada;662,3;;;
16J091111: Bismula;488,1;;;
16J091112: Casteleiro;816,9;;;
16J091113: Cerdeira;446,6;;;
16J091114: Fóios;712,8;;;
16J091118: Malcata;293;;;
16J091120: Nave;656,4;;;
16J091123: Quadrazais;452,5;;;
16J091124: Quintas de São Bartolomeu;800,6;;;
16J091125: Rapoula do Côa;387;;;
16J091126: Rebolosa;406,8;;;
16J091127: Rendo;713,5;;;
16J091133: Sortelha;373;;;
16J091134: Souto;907,5;;;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;316,5;;;
16J091142: União das freguesias de Lajeosa e Forcalhos;383,2;;;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;756,9;;;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;488,5;;;
16J091146: União das freguesias de Santo Estêvão e Moita;1048;;;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;432,1;;;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;899,2;;;
16J091136: Vale de Espinho;397,2;;;
16J091138: Vila Boa;530,4;;;
16J091139: Vila do Touro;358,6;;;
16J0912: Seia;1394,7;;;
16J091201: Alvoco da Serra;245,9;;;
16J091205: Girabolhos;1436,8;;;
16J091207: Loriga;637,2;;;
16J091208: Paranhos;2851,5;;;
16J091209: Pinhanços;1738,7;;;
16J091210: Sabugueiro;1221,6;;;
16J091212: Sandomil;1544,2;;;
16J091213: Santa Comba;1670,2;;;
16J091216: Santiago;1731,6;;;
16J091219: Sazes da Beira;1389,3;;;
16J091221: Teixeira;1619,6;;;
16J091224: Travancinha;2510,2;;;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;1289,5;;;
16J091231: União das freguesias de Sameice e Santa Eulália;1818,7;;;
16J091232: União das freguesias de Santa Marinha e São Martinho;1333,1;;;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;1695,8;;;
16J091234: União das freguesias de Torrozelo e Folhadosa;1284,4;;;
16J091235: União das freguesias de Tourais e Lajes;1512,2;;;
16J091236: União das freguesias de Vide e Cabeça;1752,2;;;
16J091225: Valezim;948,2;;;
16J091228: Vila Cova à Coelheira;1156,3;;;
16J0913: Trancoso;1452,5;;;
16J091301: Aldeia Nova;2685,1;;;
16J091303: Castanheira;971,3;;;
16J091304: Cogula;1308,7;;;
16J091305: Cótimos;857,5;;;
16J091307: Fiães;1253,1;;;
16J091309: Granja;2171;;;
16J091310: Guilheiro;2559,3;;;
16J091311: Moimentinha;1903,3;;;
16J091312: Moreira de Rei;1344,7;;;
16J091313: Palhais;1015,9;;;
16J091314: Póvoa do Concelho;1271,4;;;
16J091315: Reboleiro;641,6;;;
16J091316: Rio de Mel;994,1;;;
16J091321: Tamanhos;1641,5;;;
16J091330: União das freguesias de Freches e Torres;1364;;;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;1526,8;;;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;1879,5;;;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;721,3;;;
16J091334: União das freguesias de Vila Franca das Naves e Feital;2033,5;;;
16J091335: União das freguesias de Vilares e Carnicães;868,1;;;
16J091325: Valdujo;895;;;
17: Área Metropolitana de Lisboa;3451,5;;;
170: Área Metropolitana de Lisboa;3451,5;;;
1701502: Alcochete;9222,2;;;
170150201: Alcochete;9406,6;;;
170150202: Samouco;7958,1;;;
170150203: São Francisco;6079,2;;;
1701503: Almada;2243;;;
170150303: Costa da Caparica;5246,8;;;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;734,1;;;
170150313: União das freguesias de Caparica e Trafaria;1233,4;;;
170150314: União das freguesias de Charneca de Caparica e Sobreda;2130;;;
170150315: União das freguesias de Laranjeiro e Feijó;1624,8;;;
1701115: Amadora;1513;;;
170111512: Alfragide;- -;;;
170111513: Águas Livres;860,2;;;
170111514: Encosta do Sol;2671,6;;;
170111515: Falagueira-Venda Nova;193,9;;;
170111516: Mina de Água;1266,1;;;
170111517: Venteira;801,1;;;
1701504: Barreiro;4995,8;;;
170150407: Santo António da Charneca;5241,3;;;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;6370,9;;;
170150410: União das freguesias de Barreiro e Lavradio;461,6;;;
170150411: União das freguesias de Palhais e Coina;5042,3;;;
1701105: Cascais;595,9;;;
170110501: Alcabideche;1392,7;;;
170110506: São Domingos de Rana;530,8;;;
170110507: União das freguesias de Carcavelos e Parede;4685,6;;;
170110508: União das freguesias de Cascais e Estoril;465,4;;;
1701106: Lisboa;4332,5;;;
170110601: Ajuda;- -;;;
170110602: Alcântara;6506,9;;;
170110654: Alvalade;- -;;;
170110655: Areeiro;- -;;;
170110656: Arroios;- -;;;
170110657: Avenidas Novas;- -;;;
170110607: Beato;- -;;;
170110658: Belém;2287,9;;;
170110608: Benfica;- -;;;
170110659: Campo de Ourique;- -;;;
170110610: Campolide;- -;;;
170110611: Carnide;- -;;;
170110660: Estrela;- -;;;
170110618: Lumiar;587;;;
170110621: Marvila;- -;;;
170110661: Misericórdia;- -;;;
170110633: Olivais;76167,1;;;
170110662: Parque das Nações;- -;;;
170110663: Penha de França;- -;;;
170110664: Santa Clara;- -;;;
170110665: Santa Maria Maior;- -;;;
170110666: Santo António;- -;;;
170110639: São Domingos de Benfica;- -;;;
170110667: São Vicente;- -;;;
1701107: Loures;3231,5;;;
170110702: Bucelas;2221,5;;;
170110705: Fanhões;4699,7;;;
170110707: Loures;1886,4;;;
170110708: Lousa;3780,1;;;
170110731: União das freguesias de Camarate, Unhos e Apelação;1131,9;;;
170110726: União das freguesias de Moscavide e Portela;2728,6;;;
170110727: União das freguesias de Sacavém e Prior Velho;1227,8;;;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;1751,4;;;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;6773,2;;;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;3812,3;;;
1701109: Mafra;5253,4;;;
170110902: Carvoeira;5435,5;;;
170110904: Encarnação;6866,6;;;
170110906: Ericeira;3329,9;;;
170110909: Mafra;8253,6;;;
170110911: Milharado;5858,5;;;
170110913: Santo Isidoro;7454,1;;;
170110918: União das freguesias de Azueira e Sobral da Abelheira;6812,1;;;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;3870,6;;;
170110920: União das freguesias de Igreja Nova e Cheleiros;1749,1;;;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;947,8;;;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;3132,7;;;
1701506: Moita;7318,4;;;
170150601: Alhos Vedros;19611,6;;;
170150603: Moita;7878,7;;;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;2184;;;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;600,6;;;
1701507: Montijo;3652,5;;;
170150701: Canha;2385,6;;;
170150704: Sarilhos Grandes;22918,8;;;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;2919;;;
170150710: União das freguesias de Montijo e Afonsoeiro;12343,5;;;
170150711: União das freguesias de Pegões;4709;;;
1701116: Odivelas;2683,2;;;
170111603: Odivelas;6147,6;;;
170111608: União das freguesias de Pontinha e Famões;1684,9;;;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;530,7;;;
170111610: União das freguesias de Ramada e Caneças;3179,2;;;
1701110: Oeiras;1400,8;;;
170111002: Barcarena;796,5;;;
170111009: Porto Salvo;203,9;;;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;4108;;;
170111013: União das freguesias de Carnaxide e Queijas;5041,3;;;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;1957;;;
1701508: Palmela;2273,8;;;
170150802: Palmela;2735,5;;;
170150803: Pinhal Novo;1590,2;;;
170150804: Quinta do Anjo;3929,4;;;
170150806: União das freguesias de Poceirão e Marateca;2295,8;;;
1701510: Seixal;2280,2;;;
170151002: Amora;2093,8;;;
170151005: Corroios;14517,1;;;
170151006: Fernão Ferro;2890,2;;;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;249,6;;;
1701511: Sesimbra;2488,7;;;
170151103: Quinta do Conde;12737,6;;;
170151101: Sesimbra (Castelo);2498,9;;;
170151102: Sesimbra (Santiago);934,4;;;
1701512: Setúbal;1964,5;;;
170151207: Gâmbia-Pontes-Alto da Guerra;1690,5;;;
170151208: Sado;4330,1;;;
170151205: Setúbal (São Sebastião);1110;;;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);1859,7;;;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);2800,2;;;
1701111: Sintra;4022;;;
170111102: Algueirão-Mem Martins;21096,9;;;
170111115: Casal de Cambra;1105;;;
170111105: Colares;11743,3;;;
170111108: Rio de Mouro;1077,8;;;
170111122: União das freguesias de Agualva e Mira-Sintra;919,2;;;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;3015,1;;;
170111125: União das freguesias de Massamá e Monte Abraão;- -;;;
170111126: União das freguesias de Queluz e Belas;3773,6;;;
170111127: União das freguesias de São João das Lampas e Terrugem;4801,4;;;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);1527,7;;;
170111124: União das freguesias do Cacém e São Marcos;32503,5;;;
1701114: Vila Franca de Xira;2814,2;;;
170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1124;;;
170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;2430;;;
170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;2471,4;;;
170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3596,7;;;
170111408: Vialonga;2799,9;;;
170111409: Vila Franca de Xira;2934,4;;;
18: Alentejo;1038,8;;;
181: Alentejo Litoral;1566;;;
1811501: Alcácer do Sal;1247,7;;;
181150106: Comporta;4068,3;;;
181150105: São Martinho;807,6;;;
181150104: Torrão;590,8;;;
181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1266,8;;;
1811505: Grândola;1530,1;;;
181150501: Azinheira dos Barros e São Mamede do Sádão;939,4;;;
181150505: Carvalhal;2048,6;;;
181150503: Melides;1117,8;;;
181150506: União das freguesias de Grândola e Santa Margarida da Serra;1995,4;;;
1810211: Odemira;2751,4;;;
181021116: Boavista dos Pinheiros;4134,9;;;
181021118: Colos;653,3;;;
181021117: Longueira/Almograve;10545,1;;;
181021115: Luzianes-Gare;341,2;;;
181021102: Relíquias;412,4;;;
181021103: Sabóia;477,2;;;
181021119: Santa Clara-a-Velha;874,5;;;
181021106: São Luís;686,2;;;
181021107: São Martinho das Amoreiras;913,3;;;
181021120: São Salvador e Santa Maria;499,9;;;
181021121: São Teotónio;8156,1;;;
181021122: Vale de Santiago;535,4;;;
181021111: Vila Nova de Milfontes;814,7;;;
1811509: Santiago do Cacém;880,2;;;
181150901: Abela;643,9;;;
181150902: Alvalade;933,8;;;
181150903: Cercal;822;;;
181150904: Ermidas-Sado;800,8;;;
181150907: Santo André;5017,3;;;
181150910: São Francisco da Serra;361;;;
181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1237,7;;;
181150913: União das freguesias de São Domingos e Vale de Água;408,3;;;
1811513: Sines;672,6;;;
181151302: Porto Covo;715,9;;;
181151301: Sines;625,3;;;
184: Baixo Alentejo;825;;;
1840201: Aljustrel;915,9;;;
184020102: Ervidel;1162,6;;;
184020103: Messejana;926,1;;;
184020104: São João de Negrilhos;1708,1;;;
184020106: União das freguesias de Aljustrel e Rio de Moinhos;666,2;;;
1840202: Almodôvar;581,9;;;
184020208: Aldeia dos Fernandes;300,1;;;
184020203: Rosário;302,2;;;
184020205: Santa Cruz;457,3;;;
184020206: São Barnabé;1409,3;;;
184020209: União das freguesias de Almodôvar e Graça dos Padrões;456,8;;;
184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;877,1;;;
1840203: Alvito;924,6;;;
184020301: Alvito;1165,6;;;
184020302: Vila Nova da Baronia;599;;;
1840204: Barrancos;389,5;;;
184020401: Barrancos;389,5;;;
1840205: Beja;1085;;;
184020502: Baleizão;1360,9;;;
184020503: Beringel;724,1;;;
184020504: Cabeça Gorda;782,8;;;
184020506: Nossa Senhora das Neves;1696,3;;;
184020510: Santa Clara de Louredo;1722,2;;;
184020516: São Matias;983,1;;;
184020519: União das freguesias de Albernoa e Trindade;655,7;;;
184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);1896,2;;;
184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);1251,8;;;
184020522: União das freguesias de Salvada e Quintos;829,8;;;
184020523: União das freguesias de Santa Vitória e Mombeja;1391,1;;;
184020524: União das freguesias de Trigaches e São Brissos;1031,2;;;
1840206: Castro Verde;410,3;;;
184020603: Entradas;408,1;;;
184020604: Santa Bárbara de Padrões;452,9;;;
184020605: São Marcos da Ataboeira;391,8;;;
184020606: União das freguesias de Castro Verde e Casével;410,1;;;
1840207: Cuba;1153,8;;;
184020701: Cuba;1461,1;;;
184020702: Faro do Alentejo;645,5;;;
184020703: Vila Alva;723;;;
184020704: Vila Ruiva;1205,8;;;
1840208: Ferreira do Alentejo;1153,8;;;
184020803: Figueira dos Cavaleiros;867,5;;;
184020804: Odivelas;1211,3;;;
184020807: União das freguesias de Alfundão e Peroguarda;1574;;;
184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1182,1;;;
1840209: Mértola;804,9;;;
184020901: Alcaria Ruiva;758,9;;;
184020902: Corte do Pinto;523;;;
184020903: Espírito Santo;1013,9;;;
184020904: Mértola;671,5;;;
184020905: Santana de Cambas;366;;;
184020906: São João dos Caldeireiros;627,1;;;
184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;1310,2;;;
1840210: Moura;805,6;;;
184021001: Amareleja;1172,1;;;
184021002: Póvoa de São Miguel;731,6;;;
184021008: Sobral da Adiça;844,8;;;
184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;801,1;;;
184021010: União das freguesias de Safara e Santo Aleixo da Restauração;661;;;
1840212: Ourique;487,6;;;
184021203: Ourique;496,1;;;
184021206: Santana da Serra;358;;;
184021207: União das freguesias de Garvão e Santa Luzia;475,8;;;
184021208: União das freguesias de Panoias e Conceição;567,5;;;
1840213: Serpa;763,5;;;
184021302: Brinches;1000,7;;;
184021303: Pias;1074,5;;;
184021308: União das freguesias de Serpa (Salvador e Santa Maria);776,3;;;
184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;560,6;;;
184021307: Vila Verde de Ficalho;542,6;;;
1840214: Vidigueira;1068,3;;;
184021401: Pedrógão;769,4;;;
184021402: Selmes;1198,2;;;
184021403: Vidigueira;1831,7;;;
184021404: Vila de Frades;1707,5;;;
185: Lezíria do Tejo;2799,2;;;
1851403: Almeirim;3295;;;
185140301: Almeirim;3042,3;;;
185140302: Benfica do Ribatejo;4954,2;;;
185140303: Fazendas de Almeirim;3486,2;;;
185140304: Raposa;1190;;;
1851404: Alpiarça;4394,5;;;
185140401: Alpiarça;4394,5;;;
1851103: Azambuja;4336,9;;;
185110301: Alcoentre;2686,1;;;
185110302: Aveiras de Baixo;911,2;;;
185110303: Aveiras de Cima;5780,7;;;
185110304: Azambuja;5282,2;;;
185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;3505,3;;;
185110306: Vale do Paraíso;1821;;;
185110307: Vila Nova da Rainha;3987,9;;;
1851405: Benavente;1465,9;;;
185140504: Barrosa;1298;;;
185140501: Benavente;1834,3;;;
185140502: Samora Correia;1283,1;;;
185140503: Santo Estêvão;1100,9;;;
1851406: Cartaxo;4161,3;;;
185140604: Pontével;5142,5;;;
185140610: União das freguesias de Ereira e Lapa;3604,2;;;
185140609: União das freguesias do Cartaxo e Vale da Pinta;4604,4;;;
185140605: Valada;4856,1;;;
185140608: Vale da Pedra;1461,4;;;
185140607: Vila Chã de Ourique;3584,7;;;
1851407: Chamusca;1243,9;;;
185140707: Carregueira;2392,8;;;
185140704: Ulme;930,5;;;
185140708: União das freguesias da Chamusca e Pinheiro Grande;1411,3;;;
185140709: União das freguesias de Parreira e Chouto;841,4;;;
185140705: Vale de Cavalos;1786,8;;;
1851409: Coruche;1541,7;;;
185140907: Biscainho;2007,6;;;
185140905: Branca;1628,6;;;
185140902: Couço;1186,4;;;
185140908: Santana do Mato;1180,5;;;
185140903: São José da Lamarosa;2321,9;;;
185140909: União das freguesias de Coruche, Fajarda e Erra;1675,4;;;
1851412: Golegã;2281,8;;;
185141201: Azinhaga;2280,7;;;
185141202: Golegã;2181,5;;;
185141203: Pombalinho;3768,4;;;
1851414: Rio Maior;9079,8;;;
185141401: Alcobertas;13031;;;
185141402: Arrouquelas;10241,1;;;
185141410: Asseiceira;16163;;;
185141405: Fráguas;13300,6;;;
185141408: Rio Maior;9839,6;;;
185141411: São Sebastião;6907,4;;;
185141415: União das freguesias de Azambujeira e Malaqueijo;9237,7;;;
185141416: União das freguesias de Marmeleira e Assentiz;7656,5;;;
185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;3304,4;;;
185141418: União das freguesias de São João da Ribeira e Ribeira de São João;8304,1;;;
1851415: Salvaterra de Magos;4623,6;;;
185141502: Marinhais;3809,5;;;
185141503: Muge;2875,6;;;
185141507: União das freguesias de Glória do Ribatejo e Granho;6690,3;;;
185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;5251,2;;;
1851416: Santarém;5161,3;;;
185141601: Abitureiras;3051,9;;;
185141602: Abrã;1825,1;;;
185141604: Alcanede;21670,6;;;
185141605: Alcanhões;1724,6;;;
185141606: Almoster;26507,3;;;
185141607: Amiais de Baixo;502,5;;;
185141608: Arneiro das Milhariças;1041,6;;;
