
Statistical table extracted on October 11, 2022 (22:40:03)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;502;203;261;35;3;
;16J091335: União das freguesias de Vilares e Carnicães;396;212;168;15;1;
;16J091325: Valdujo;298;150;120;26;2;
;17: Área Metropolitana de Lisboa;57140;22721;28475;5036;908;
;170: Área Metropolitana de Lisboa;57140;22721;28475;5036;908;
;1701502: Alcochete;1508;595;810;95;8;
;170150201: Alcochete;985;371;535;71;8;
;170150202: Samouco;203;73;122;8;- -;
;170150203: São Francisco;320;151;153;16;- -;
;1701503: Almada;751;301;339;89;22;
;170150303: Costa da Caparica;257;108;127;21;1;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;25;12;9;4;- -;
;170150313: União das freguesias de Caparica e Trafaria;326;128;137;47;14;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;135;53;63;15;4;
;170150315: União das freguesias de Laranjeiro e Feijó;8;- -;3;2;3;
;1701115: Amadora;158;70;78;9;1;
;170111512: Alfragide;36;7;24;4;1;
;170111513: Águas Livres;3;2;1;- -;- -;
;170111514: Encosta do Sol;49;27;22;- -;- -;
;170111515: Falagueira-Venda Nova;13;5;5;3;- -;
;170111516: Mina de Água;43;22;19;2;- -;
;170111517: Venteira;7;4;3;- -;- -;
;1701504: Barreiro;574;190;311;63;10;
;170150407: Santo António da Charneca;387;128;213;41;5;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;44;13;27;4;- -;
;170150410: União das freguesias de Barreiro e Lavradio;9;2;7;- -;- -;
;170150411: União das freguesias de Palhais e Coina;134;47;64;18;5;
;1701105: Cascais;450;170;215;48;17;
;170110501: Alcabideche;171;77;80;11;3;
;170110506: São Domingos de Rana;162;62;81;14;5;
;170110507: União das freguesias de Carcavelos e Parede;31;9;14;6;2;
;170110508: União das freguesias de Cascais e Estoril;86;22;40;17;7;
;1701106: Lisboa;9;8;1;- -;- -;
;170110601: Ajuda;- -;- -;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;- -;
;170110658: Belém;- -;- -;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;- -;- -;
;170110618: Lumiar;- -;- -;- -;- -;- -;
;170110621: Marvila;- -;- -;- -;- -;- -;
;170110661: Misericórdia;- -;- -;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;- -;- -;
;170110665: Santa Maria Maior;- -;- -;- -;- -;- -;
;170110666: Santo António;- -;- -;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;- -;- -;
;1701107: Loures;4341;1723;2279;279;60;
;170110702: Bucelas;1170;429;641;79;21;
;170110705: Fanhões;388;187;184;14;3;
;170110707: Loures;1126;387;666;59;14;
;170110708: Lousa;594;215;332;45;2;
;170110731: União das freguesias de Camarate, Unhos e Apelação;156;51;83;15;7;
;170110726: União das freguesias de Moscavide e Portela;- -;- -;- -;- -;- -;
;170110727: União das freguesias de Sacavém e Prior Velho;- -;- -;- -;- -;- -;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;37;19;14;3;1;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;754;376;310;56;12;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;110;58;46;6;- -;
;1701109: Mafra;14189;6219;6964;879;127;
;170110902: Carvoeira;306;117;151;36;2;
;170110904: Encarnação;2091;897;1043;140;11;
;170110906: Ericeira;344;150;169;21;4;
;170110909: Mafra;1675;632;907;110;26;
;170110911: Milharado;2220;1068;1067;69;16;
;170110913: Santo Isidoro;1228;545;577;100;6;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;1960;848;946;149;17;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;1702;752;829;109;12;
;170110920: União das freguesias de Igreja Nova e Cheleiros;1263;621;576;55;11;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;344;132;188;18;6;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;1056;457;511;72;16;
;1701506: Moita;2021;798;963;233;27;
;170150601: Alhos Vedros;656;235;327;81;13;
;170150603: Moita;1303;535;610;146;12;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;25;10;10;3;2;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;37;18;16;3;- -;
;1701507: Montijo;5091;1871;2798;350;72;
;170150701: Canha;675;230;396;32;17;
;170150704: Sarilhos Grandes;570;227;297;42;4;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;970;393;521;47;9;
;170150710: União das freguesias de Montijo e Afonsoeiro;794;276;424;72;22;
;170150711: União das freguesias de Pegões;2082;745;1160;157;20;
;1701116: Odivelas;364;147;189;26;2;
;170111603: Odivelas;178;73;93;11;1;
;170111608: União das freguesias de Pontinha e Famões;2;- -;2;- -;- -;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;45;24;19;2;- -;
;170111610: União das freguesias de Ramada e Caneças;139;50;75;13;1;
;1701110: Oeiras;219;64;97;52;6;
;170111002: Barcarena;81;20;37;23;1;
;170111009: Porto Salvo;- -;- -;- -;- -;- -;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;- -;- -;- -;- -;
;170111013: União das freguesias de Carnaxide e Queijas;44;13;25;4;2;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;94;31;35;25;3;
;1701508: Palmela;12108;4718;6049;1149;192;
;170150802: Palmela;2804;961;1388;363;92;
;170150803: Pinhal Novo;3933;1607;1890;394;42;
;170150804: Quinta do Anjo;1149;424;566;134;25;
;170150806: União das freguesias de Poceirão e Marateca;4222;1726;2205;258;33;
;1701510: Seixal;638;144;352;118;24;
;170151002: Amora;213;46;115;43;9;
;170151005: Corroios;26;7;18;1;- -;
;170151006: Fernão Ferro;- -;- -;- -;- -;- -;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;399;91;219;74;15;
;1701511: Sesimbra;1600;780;701;92;27;
;170151103: Quinta do Conde;- -;- -;- -;- -;- -;
;170151101: Sesimbra (Castelo);1595;779;697;92;27;
;170151102: Sesimbra (Santiago);5;1;4;- -;- -;
;1701512: Setúbal;2964;1021;1380;484;79;
;170151207: Gâmbia-Pontes-Alto da Guerra;884;362;399;111;12;
;170151208: Sado;564;205;314;44;1;
;170151205: Setúbal (São Sebastião);298;110;137;47;4;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);847;246;379;185;37;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);371;98;151;97;25;
;1701111: Sintra;5905;2319;2770;657;159;
;170111102: Algueirão-Mem Martins;169;58;75;29;7;
;170111115: Casal de Cambra;- -;- -;- -;- -;- -;
;170111105: Colares;482;169;227;57;29;
;170111108: Rio de Mouro;149;21;42;63;23;
;170111122: União das freguesias de Agualva e Mira-Sintra;- -;- -;- -;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1506;632;741;114;19;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;151;42;73;25;11;
;170111127: União das freguesias de São João das Lampas e Terrugem;2809;1209;1311;255;34;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);575;165;272;103;35;
;170111124: União das freguesias do Cacém e São Marcos;- -;- -;- -;- -;- -;
;1701114: Vila Franca de Xira;4250;1583;2179;413;75;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1275;507;642;104;22;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;450;130;258;48;14;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;657;255;311;81;10;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;1;1;- -;- -;- -;
;170111408: Vialonga;353;172;148;32;1;
;170111409: Vila Franca de Xira;1514;518;820;148;28;
;18: Alentejo;189803;83524;86706;16571;3002;
;181: Alentejo Litoral;23503;12279;9793;1220;211;
;1811501: Alcácer do Sal;2661;1131;1298;182;50;
;181150106: Comporta;- -;- -;- -;- -;- -;
;181150105: São Martinho;51;19;29;1;2;
;181150104: Torrão;615;227;289;87;12;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1995;885;980;94;36;
;1811505: Grândola;4820;2118;2367;285;50;
;181150501: Azinheira dos Barros e São Mamede do Sádão;196;71;100;17;8;
;181150505: Carvalhal;350;191;153;5;1;
;181150503: Melides;1393;657;646;83;7;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;2881;1199;1468;180;34;
;1810211: Odemira;9144;5485;3287;312;60;
;181021116: Boavista dos Pinheiros;- -;- -;- -;- -;- -;
;181021118: Colos;365;176;146;29;14;
;181021117: Longueira/Almograve;- -;- -;- -;- -;- -;
;181021115: Luzianes-Gare;- -;- -;- -;- -;- -;
;181021102: Relíquias;472;306;136;22;8;
;181021103: Sabóia;1001;658;330;11;2;
;181021119: Santa Clara-a-Velha;627;469;146;10;2;
;181021106: São Luís;921;507;369;39;6;
;181021107: São Martinho das Amoreiras;603;386;191;22;4;
;181021120: São Salvador e Santa Maria;1546;855;621;64;6;
;181021121: São Teotónio;2546;1504;964;65;13;
;181021122: Vale de Santiago;323;174;126;22;1;
;181021111: Vila Nova de Milfontes;657;405;224;25;3;
;1811509: Santiago do Cacém;6132;3135;2530;421;46;
;181150901: Abela;396;186;192;15;3;
;181150902: Alvalade;755;304;381;62;8;
;181150903: Cercal;1052;587;435;22;8;
;181150904: Ermidas-Sado;247;97;133;14;3;
;181150907: Santo André;873;446;314;107;6;
;181150910: São Francisco da Serra;375;222;139;13;1;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1580;775;618;172;15;
;181150913: União das freguesias de São Domingos e Vale de Água;854;518;318;16;2;
;1811513: Sines;746;410;311;20;5;
;181151302: Porto Covo;310;159;138;11;2;
;181151301: Sines;436;251;173;9;3;
;184: Baixo Alentejo;33942;15359;15182;2890;511;
;1840201: Aljustrel;1898;733;963;178;24;
;184020102: Ervidel;237;98;110;26;3;
;184020103: Messejana;327;115;182;27;3;
;184020104: São João de Negrilhos;807;346;392;60;9;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;527;174;279;65;9;
;1840202: Almodôvar;3888;2251;1473;148;16;
;184020208: Aldeia dos Fernandes;135;87;44;4;- -;
;184020203: Rosário;156;79;66;11;- -;
;184020205: Santa Cruz;673;431;211;31;- -;
;184020206: São Barnabé;774;483;270;18;3;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;1056;474;514;60;8;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;1094;697;368;24;5;
;1840203: Alvito;593;209;313;59;12;
;184020301: Alvito;364;126;178;48;12;
;184020302: Vila Nova da Baronia;229;83;135;11;- -;
;1840204: Barrancos;797;335;379;78;5;
;184020401: Barrancos;797;335;379;78;5;
;1840205: Beja;3368;1147;1578;538;105;
;184020502: Baleizão;258;71;124;49;14;
;184020503: Beringel;201;79;84;33;5;
;184020504: Cabeça Gorda;359;142;157;45;15;
;184020506: Nossa Senhora das Neves;492;189;227;68;8;
;184020510: Santa Clara de Louredo;75;10;37;25;3;
;184020516: São Matias;201;60;114;21;6;
;184020519: União das freguesias de Albernoa e Trindade;260;81;115;58;6;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);245;100;103;37;5;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);121;32;65;19;5;
;184020522: União das freguesias de Salvada e Quintos;431;107;221;76;27;
;184020523: União das freguesias de Santa Vitória e Mombeja;506;173;246;77;10;
;184020524: União das freguesias de Trigaches e São Brissos;219;103;85;30;1;
;1840206: Castro Verde;853;246;485;107;15;
;184020603: Entradas;120;40;66;14;- -;
;184020604: Santa Bárbara de Padrões;124;38;73;12;1;
;184020605: São Marcos da Ataboeira;78;20;47;11;- -;
;184020606: União das freguesias de Castro Verde e Casével;531;148;299;70;14;
;1840207: Cuba;947;466;397;73;11;
;184020701: Cuba;413;168;201;41;3;
;184020702: Faro do Alentejo;76;37;25;9;5;
;184020703: Vila Alva;280;159;108;13;- -;
;184020704: Vila Ruiva;178;102;63;10;3;
;1840208: Ferreira do Alentejo;2953;1173;1462;264;54;
;184020803: Figueira dos Cavaleiros;739;282;404;49;4;
;184020804: Odivelas;223;98;102;20;3;
;184020807: União das freguesias de Alfundão e Peroguarda;374;148;182;36;8;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1617;645;774;159;39;
;1840209: Mértola;3011;1556;1250;177;28;
;184020901: Alcaria Ruiva;395;176;163;48;8;
;184020902: Corte do Pinto;275;136;120;16;3;
;184020903: Espírito Santo;285;150;111;24;- -;
;184020904: Mértola;599;313;255;25;6;
;184020905: Santana de Cambas;365;175;170;18;2;
;184020906: São João dos Caldeireiros;236;126;98;12;- -;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;856;480;333;34;9;
;1840210: Moura;4566;1713;2333;429;91;
;184021001: Amareleja;981;422;462;84;13;
;184021002: Póvoa de São Miguel;1036;464;503;58;11;
;184021008: Sobral da Adiça;562;192;292;65;13;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1336;411;725;156;44;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;651;224;351;66;10;
;1840212: Ourique;2943;1909;892;128;14;
;184021203: Ourique;779;412;287;70;10;
;184021206: Santana da Serra;1553;1242;307;4;- -;
;184021207: União das freguesias de Garvão e Santa Luzia;286;132;126;24;4;
;184021208: União das freguesias de Panoias e Conceição;325;123;172;30;- -;
;1840213: Serpa;6389;2956;2830;513;90;
;184021302: Brinches;669;282;285;80;22;
;184021303: Pias;1322;540;655;115;12;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1629;754;666;172;37;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;2034;1048;877;100;9;
;184021307: Vila Verde de Ficalho;735;332;347;46;10;
;1840214: Vidigueira;1736;665;827;198;46;
;184021401: Pedrógão;276;125;117;33;1;
;184021402: Selmes;438;143;223;57;15;
;184021403: Vidigueira;449;156;200;67;26;
;184021404: Vila de Frades;573;241;287;41;4;
;185: Lezíria do Tejo;64057;26003;32034;5175;845;
;1851403: Almeirim;5521;2297;2759;394;71;
;185140301: Almeirim;1996;651;1089;212;44;
;185140302: Benfica do Ribatejo;991;453;438;90;10;
;185140303: Fazendas de Almeirim;2383;1107;1183;80;13;
;185140304: Raposa;151;86;49;12;4;
;1851404: Alpiarça;2121;907;989;204;21;
;185140401: Alpiarça;2121;907;989;204;21;
;1851103: Azambuja;6947;2773;3482;610;82;
;185110301: Alcoentre;1403;642;706;50;5;
;185110302: Aveiras de Baixo;430;164;209;46;11;
;185110303: Aveiras de Cima;1224;532;595;87;10;
;185110304: Azambuja;1145;359;613;144;29;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2361;941;1164;236;20;
;185110306: Vale do Paraíso;319;108;164;40;7;
;185110307: Vila Nova da Rainha;65;27;31;7;- -;
;1851405: Benavente;3192;1177;1612;346;57;
;185140504: Barrosa;184;64;102;14;4;
;185140501: Benavente;1014;367;488;142;17;
;185140502: Samora Correia;1446;539;729;150;28;
;185140503: Santo Estêvão;548;207;293;40;8;
;1851406: Cartaxo;5639;2145;2838;563;93;
;185140604: Pontével;1841;787;883;138;33;
;185140610: União das freguesias de Ereira e Lapa;1026;405;530;82;9;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;1247;463;577;181;26;
;185140605: Valada;347;93;203;40;11;
;185140608: Vale da Pedra;313;110;172;30;1;
;185140607: Vila Chã de Ourique;865;287;473;92;13;
;1851407: Chamusca;2396;762;1276;282;76;
;185140707: Carregueira;665;258;336;68;3;
;185140704: Ulme;154;60;73;14;7;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;771;233;384;120;34;
;185140709: União das freguesias de Parreira e Chouto;447;99;269;54;25;
;185140705: Vale de Cavalos;359;112;214;26;7;
;1851409: Coruche;5459;2475;2399;503;82;
;185140907: Biscainho;203;77;110;14;2;
;185140905: Branca;437;211;203;17;6;
;185140902: Couço;546;233;223;65;25;
;185140908: Santana do Mato;341;171;147;21;2;
;185140903: São José da Lamarosa;1504;755;657;87;5;
;185140909: União das freguesias de Coruche, Fajarda e Erra;2428;1028;1059;299;42;
;1851412: Golegã;1169;421;525;177;46;
;185141201: Azinhaga;321;106;138;59;18;
;185141202: Golegã;681;254;296;108;23;
;185141203: Pombalinho;167;61;91;10;5;
;1851414: Rio Maior;9137;3879;4602;602;54;
;185141401: Alcobertas;1673;831;803;37;2;
;185141402: Arrouquelas;457;176;253;27;1;
;185141410: Asseiceira;316;147;140;26;3;
;185141405: Fráguas;633;310;303;20;- -;
;185141408: Rio Maior;2594;1042;1349;184;19;
;185141411: São Sebastião;433;197;220;16;- -;
;185141415: União das freguesias de Azambujeira e Malaqueijo;795;288;428;76;3;
;185141416: União das freguesias de Marmeleira e Assentiz;497;172;260;56;9;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;997;401;503;82;11;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;742;315;343;78;6;
;1851415: Salvaterra de Magos;4301;1849;1992;407;53;
;185141502: Marinhais;1504;639;704;146;15;
;185141503: Muge;294;113;130;39;12;
;185141507: União das freguesias de Glória do Ribatejo e Granho;687;326;299;61;1;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1816;771;859;161;25;
;1851416: Santarém;18175;7318;9560;1087;210;
;185141601: Abitureiras;660;246;373;36;5;
;185141602: Abrã;890;301;535;41;13;
;185141604: Alcanede;3727;1630;1921;161;15;
;185141605: Alcanhões;476;162;260;52;2;
;185141606: Almoster;908;399;452;46;11;
;185141607: Amiais de Baixo;1089;413;664;12;- -;
;185141608: Arneiro das Milhariças;452;227;206;18;1;
;185141628: Gançaria;573;209;350;12;2;
;185141613: Moçarria;586;258;307;18;3;
;185141614: Pernes;377;228;126;21;2;
;185141616: Póvoa da Isenta;405;131;238;32;4;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1509;633;741;109;26;
;185141630: União das freguesias de Azoia de Cima e Tremês;1205;512;603;70;20;
;185141631: União das freguesias de Casével e Vaqueiros;1211;483;671;39;18;
;185141632: União das freguesias de Romeira e Várzea;1042;361;545;114;22;
;185141633: União de freguesias da cidade de Santarém;883;240;500;112;31;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;1524;625;735;140;24;
;185141625: Vale de Santarém;658;260;333;54;11;
;186: Alto Alentejo;35581;16591;14860;3518;612;
;1861201: Alter do Chão;1090;411;495;151;33;
;186120101: Alter do Chão;499;177;233;72;17;
;186120102: Chancelaria;180;55;97;23;5;
;186120104: Cunheira;131;81;44;4;2;
;186120103: Seda;280;98;121;52;9;
;1861202: Arronches;1249;583;498;148;20;
;186120201: Assunção;405;143;181;69;12;
;186120202: Esperança;656;356;243;53;4;
;186120203: Mosteiros;188;84;74;26;4;
;1861203: Avis;1311;498;611;155;47;
;186120302: Aldeia Velha;181;81;84;13;3;
;186120303: Avis;276;97;135;37;7;
;186120305: Ervedal;186;62;79;28;17;
;186120306: Figueira e Barros;129;50;60;16;3;
;186120309: União das freguesias de Alcórrego e Maranhão;141;55;62;17;7;
;186120310: União das freguesias de Benavila e Valongo;398;153;191;44;10;
;1861204: Campo Maior;2062;726;979;313;44;
;186120401: Nossa Senhora da Expectação;1348;494;638;198;18;
;186120402: Nossa Senhora da Graça dos Degolados;118;35;64;15;4;
;186120403: São João Baptista;596;197;277;100;22;
;1861205: Castelo de Vide;974;549;357;54;14;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;131;68;49;11;3;
;186120502: Santa Maria da Devesa;436;263;153;17;3;
;186120503: Santiago Maior;199;115;72;12;- -;
;186120504: São João Baptista;208;103;83;14;8;
;1861206: Crato;1214;675;461;61;17;
;186120601: Aldeia da Mata;191;119;69;3;- -;
;186120604: Gáfete;300;213;77;6;4;
;186120605: Monte da Pedra;193;134;45;13;1;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;530;209;270;39;12;
;1861207: Elvas;2719;928;1289;393;109;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;399;136;168;62;33;
;186120713: Caia, São Pedro e Alcáçova;861;305;422;118;16;
;186120706: Santa Eulália;119;33;50;28;8;
;186120707: São Brás e São Lourenço;431;158;200;58;15;
;186120708: São Vicente e Ventosa;133;30;61;24;18;
;186120714: União das freguesias de Barbacena e Vila Fernando;361;86;202;60;13;
;186120715: União das freguesias de Terrugem e Vila Boim;415;180;186;43;6;
;1861208: Fronteira;685;186;335;143;21;
;186120801: Cabeço de Vide;164;58;76;27;3;
;186120802: Fronteira;388;92;185;96;15;
;186120803: São Saturnino;133;36;74;20;3;
;1861209: Gavião;3901;1886;1607;353;55;
;186120902: Belver;1350;613;573;143;21;
;186120903: Comenda;523;295;175;46;7;
;186120905: Margem;804;447;310;42;5;
;186120906: União das freguesias de Gavião e Atalaia;1224;531;549;122;22;
;1861210: Marvão;1823;925;820;69;9;
;186121001: Beirã;252;112;121;16;3;
;186121002: Santa Maria de Marvão;259;165;93;1;- -;
;186121003: Santo António das Areias;326;172;133;16;5;
;186121004: São Salvador da Aramenha;986;476;473;36;1;
;1861211: Monforte;643;242;290;92;19;
;186121101: Assumar;88;32;35;16;5;
;186121102: Monforte;262;76;128;47;11;
;186121103: Santo Aleixo;112;50;49;12;1;
;186121104: Vaiamonte;181;84;78;17;2;
;1861212: Nisa;4132;2333;1401;344;54;
;186121201: Alpalhão;435;317;107;10;1;
;186121205: Montalvão;487;238;172;65;12;
;186121207: Santana;364;210;132;21;1;
;186121208: São Matias;430;247;148;30;5;
;186121210: Tolosa;993;451;445;90;7;
;186121211: União das freguesias de Arez e Amieira do Tejo;699;575;85;29;10;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;724;295;312;99;18;
;1861213: Ponte de Sor;5683;3085;2121;417;60;
;186121304: Foros de Arrão;451;282;143;24;2;
;186121301: Galveias;485;262;188;29;6;
;186121305: Longomel;890;489;336;60;5;
;186121302: Montargil;1227;800;341;72;14;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;2630;1252;1113;232;33;
;1861214: Portalegre;6151;2989;2464;623;75;
;186121401: Alagoa;396;176;191;28;1;
;186121402: Alegrete;960;628;290;37;5;
;186121404: Fortios;434;314;84;36;- -;
;186121411: União das freguesias da Sé e São Lourenço;1349;471;640;210;28;
;186121412: União das freguesias de Reguengo e São Julião;961;504;393;54;10;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;1157;498;498;148;13;
;186121410: Urra;894;398;368;110;18;
;1861215: Sousel;1944;575;1132;202;35;
;186121501: Cano;490;169;275;40;6;
;186121502: Casa Branca;527;190;264;63;10;
;186121503: Santo Amaro;261;71;162;28;- -;
;186121504: Sousel;666;145;431;71;19;
;187: Alentejo Central;32720;13292;14837;3768;823;
;1870701: Alandroal;2971;1504;1217;232;18;
;187070104: Capelins (Santo António);487;236;206;43;2;
;187070103: Santiago Maior;1386;765;559;62;- -;
;187070105: Terena (São Pedro);335;176;127;29;3;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);763;327;325;98;13;
;1870702: Arraiolos;1596;633;674;226;63;
;187070201: Arraiolos;456;156;193;84;23;
;187070202: Igrejinha;167;71;67;22;7;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;206;96;85;24;1;
;187070209: União das freguesias de São Gregório e Santa Justa;206;78;87;30;11;
;187070206: Vimieiro;561;232;242;66;21;
;1870703: Borba;1989;808;942;188;51;
;187070301: Borba (Matriz);1160;452;546;139;23;
;187070304: Borba (São Bartolomeu);15;5;8;2;- -;
;187070302: Orada;272;113;133;12;14;
;187070303: Rio de Moinhos;542;238;255;35;14;
;1870704: Estremoz;3477;1374;1634;393;76;
;187070401: Arcos;387;130;193;55;9;
;187070404: Évora Monte (Santa Maria);260;114;123;17;6;
;187070402: Glória;304;135;124;40;5;
;187070411: São Domingos de Ana Loura;134;54;70;10;- -;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);1013;384;468;134;27;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;449;208;211;25;5;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;180;65;86;23;6;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);489;182;228;71;8;
;187070413: Veiros;261;102;131;18;10;
;1870705: Évora;3326;1365;1424;420;117;
;187070515: Canaviais;179;62;89;23;5;
;187070502: Nossa Senhora da Graça do Divor;70;18;30;10;12;
;187070503: Nossa Senhora de Machede;508;232;206;54;16;
;187070506: São Bento do Mato;169;60;85;16;8;
;187070509: São Miguel de Machede;305;146;134;19;6;
;187070513: Torre de Coelheiros;100;44;39;16;1;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;- -;- -;- -;- -;- -;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);956;332;441;138;45;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;- -;- -;- -;- -;- -;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;187;79;75;28;5;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;769;352;299;103;15;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;83;40;26;13;4;
;1870706: Montemor-o-Novo;3030;1282;1293;369;86;
;187070601: Cabrela;175;62;77;26;10;
;187070607: Ciborro;74;31;39;4;- -;
;187070610: Foros de Vale de Figueira;142;53;80;9;- -;
;187070605: Santiago do Escoural;289;131;120;27;11;
;187070606: São Cristóvão;330;151;141;32;6;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;349;141;163;39;6;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;1671;713;673;232;53;
;1870707: Mora;2575;1064;1085;344;82;
;187070701: Brotas;190;68;84;33;5;
;187070702: Cabeção;547;214;235;76;22;
;187070703: Mora;907;409;367;104;27;
;187070704: Pavia;931;373;399;131;28;
;1870708: Mourão;1441;564;677;168;32;
;187070801: Granja;323;147;137;32;7;
;187070802: Luz;205;97;97;10;1;
;187070803: Mourão;913;320;443;126;24;
;1870709: Portel;2532;942;1275;257;58;
;187070903: Monte do Trigo;358;153;160;37;8;
;187070905: Portel;858;172;543;110;33;
;187070906: Santana;358;196;136;20;6;
