
Statistical table extracted on October 11, 2022 (20:22:19)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;;;
;119030739: União de freguesias de Antime e Silvares (São Clemente);209;53;24;28;15;45;44;
;119030740: União de freguesias de Ardegão, Arnozela e Seidões;378;119;38;56;38;51;76;
;119030741: União de freguesias de Cepães e Fareja;255;76;41;33;22;49;34;
;119030742: União de freguesias de Freitas e Vila Cova;383;125;33;53;46;49;77;
;119030743: União de freguesias de Monte e Queimadela;559;149;66;59;62;85;138;
;119030744: União de freguesias de Moreira do Rei e Várzea Cova;737;197;89;55;88;130;178;
;119030736: Vinhós;202;41;47;33;25;28;28;
;1190308: Guimarães;7185;2482;1043;808;671;999;1182;
;119030801: Aldão;72;30;12;9;6;8;7;
;119030804: Azurém;66;26;8;9;10;6;7;
;119030806: Barco;112;47;14;6;10;21;14;
;119030807: Brito;147;51;26;9;23;14;24;
;119030808: Caldelas;80;25;10;5;12;14;14;
;119030857: Candoso (São Martinho);101;31;21;13;1;11;24;
;119030812: Costa;101;35;13;18;12;7;16;
;119030813: Creixomil;77;19;11;9;12;11;15;
;119030815: Fermentões;208;56;33;26;25;27;41;
;119030820: Gonça;142;52;23;21;6;21;19;
;119030821: Gondar;26;5;5;5;- -;3;8;
;119030823: Guardizela;91;27;10;14;4;15;21;
;119030824: Infantas;204;73;26;15;22;41;27;
;119030827: Longos;242;105;22;30;22;23;40;
;119030828: Lordelo;95;24;18;18;1;10;24;
;119030830: Mesão Frio;84;31;7;11;12;17;6;
;119030831: Moreira de Cónegos;99;33;12;11;9;13;21;
;119030832: Nespereira;74;17;13;6;5;11;22;
;119030835: Pencelo;114;33;24;13;13;17;14;
;119030836: Pinheiro;93;44;12;12;9;11;5;
;119030837: Polvoreira;118;39;22;10;10;21;16;
;119030838: Ponte;243;88;43;20;18;31;43;
;119030842: Prazins (Santa Eufémia);73;30;9;11;6;9;8;
;119030840: Ronfe;121;32;28;9;12;15;25;
;119030858: Sande (São Martinho);134;39;23;4;19;24;25;
;119030865: São Torcato;266;90;43;33;30;47;23;
;119030850: Selho (São Cristóvão);34;11;4;6;2;5;6;
;119030854: Selho (São Jorge);133;41;23;20;18;9;22;
;119030866: Serzedelo;117;43;22;19;6;13;14;
;119030868: Silvares;160;56;19;26;13;22;24;
;119030875: União das freguesias de Abação e Gémeos;252;96;42;25;21;36;32;
;119030876: União das freguesias de Airão Santa Maria, Airão São João e Vermil;250;71;35;25;23;39;57;
;119030877: União das freguesias de Arosa e Castelões;229;71;29;18;21;47;43;
;119030878: União das freguesias de Atães e Rendufe;386;149;46;52;34;44;61;
;119030879: União das freguesias de Briteiros Santo Estêvão e Donim;174;65;19;26;15;27;22;
;119030880: União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia;241;86;38;22;20;34;41;
;119030881: União das freguesias de Candoso São Tiago e Mascotelos;118;43;18;19;12;14;12;
;119030882: União das freguesias de Conde e Gandarela;96;25;19;9;11;20;12;
;119030883: União das freguesias de Leitões, Oleiros e Figueiredo;245;87;36;17;23;26;56;
;119030884: União das freguesias de Oliveira, São Paio e São Sebastião;- -;- -;- -;- -;- -;- -;- -;
;119030885: União das freguesias de Prazins Santo Tirso e Corvite;83;30;11;8;4;21;9;
;119030886: União das freguesias de Sande São Lourenço e Balazar;216;73;26;24;23;25;45;
;119030887: União das freguesias de Sande Vila Nova e Sande São Clemente;227;78;34;16;24;35;40;
;119030888: União das freguesias de Selho São Lourenço e Gominhães;176;65;16;25;7;30;33;
;119030889: União das freguesias de Serzedo e Calvos;165;59;22;11;13;31;29;
;119030890: União das freguesias de Souto Santa Maria, Souto São Salvador e Gondomar;288;97;42;34;27;31;57;
;119030891: União das freguesias de Tabuadelo e São Faustino;303;129;33;39;36;25;41;
;119030871: Urgezes;109;25;21;20;9;17;17;
;1191705: Mondim de Basto;2898;1047;292;291;337;476;455;
;119170501: Atei;541;197;71;58;50;81;84;
;119170502: Bilhó;460;158;52;42;53;62;93;
;119170505: São Cristóvão de Mondim de Basto;460;148;52;44;59;88;69;
;119170509: União das freguesias de Campanhó e Paradança;316;116;14;31;45;61;49;
;119170510: União das freguesias de Ermelo e Pardelhas;467;152;36;48;57;89;85;
;119170508: Vilar de Ferreiros;654;276;67;68;73;95;75;
;1190309: Póvoa de Lanhoso;4033;1324;474;405;453;584;793;
;119030906: Covelas;162;58;19;17;14;25;29;
;119030908: Ferreiros;184;69;23;25;17;28;22;
;119030912: Galegos;86;23;10;3;9;21;20;
;119030913: Garfe;159;41;23;11;23;26;35;
;119030914: Geraz do Minho;191;73;27;18;17;27;29;
;119030915: Lanhoso;108;35;18;6;15;13;21;
;119030917: Monsul;152;52;17;26;12;19;26;
;119030919: Póvoa de Lanhoso (Nossa Senhora do Amparo);85;26;11;13;6;10;19;
;119030921: Rendufinho;201;60;30;26;17;29;39;
;119030922: Santo Emilião;79;29;11;7;9;11;12;
;119030923: São João de Rei;120;42;12;18;16;14;18;
;119030924: Serzedelo;334;111;32;23;41;40;87;
;119030925: Sobradelo da Goma;278;96;27;27;45;34;49;
;119030926: Taíde;113;32;16;12;4;11;38;
;119030927: Travassos;107;31;11;14;6;20;25;
;119030930: União das freguesias de Águas Santas e Moure;225;85;21;29;28;26;36;
;119030931: União das freguesias de Calvos e Frades;294;104;36;30;34;42;48;
;119030932: União das freguesias de Campos e Louredo;295;93;31;25;47;36;63;
;119030933: União das freguesias de Esperança e Brunhais;150;37;12;12;18;21;50;
;119030934: União das freguesias de Fonte Arcada e Oliveira;306;96;43;27;35;53;52;
;119030935: União das freguesias de Verim, Friande e Ajude;296;102;32;23;33;59;47;
;119030929: Vilela;108;29;12;13;7;19;28;
;1190311: Vieira do Minho;4399;1300;480;484;486;681;968;
;119031105: Cantelães;222;62;29;26;20;34;51;
;119031107: Eira Vedra;170;46;30;11;17;29;37;
;119031108: Guilhofrei;327;87;40;27;38;65;70;
;119031109: Louredo;138;33;13;7;21;29;35;
;119031110: Mosteiro;307;102;36;43;35;36;55;
;119031111: Parada de Bouro;179;49;24;19;18;26;43;
;119031112: Pinheiro;346;129;33;46;33;35;70;
;119031113: Rossas;710;239;71;84;59;115;142;
;119031115: Salamonde;157;33;15;20;24;29;36;
;119031118: Tabuaças;184;59;19;22;28;21;35;
;119031122: União das freguesias de Anissó e Soutelo;198;64;16;22;26;34;36;
;119031123: União das freguesias de Anjos e Vilar do Chão;350;94;33;46;43;57;77;
;119031124: União das freguesias de Caniçada e Soengas;251;73;29;27;29;30;63;
;119031125: União das freguesias de Ruivães e Campos;482;118;49;41;60;91;123;
;119031126: União das freguesias de Ventosa e Cova;174;55;25;13;15;26;40;
;119031120: Vieira do Minho;204;57;18;30;20;24;55;
;1190312: Vila Nova de Famalicão;6418;1708;989;699;746;996;1280;
;119031204: Bairro;88;20;9;4;17;19;19;
;119031206: Brufe;79;19;12;11;9;11;17;
;119031210: Castelões;108;22;17;11;14;21;23;
;119031212: Cruz;141;39;27;14;12;30;19;
;119031213: Delães;53;12;10;5;11;9;6;
;119031215: Fradelos;517;134;92;64;56;69;102;
;119031216: Gavião;140;35;25;21;21;15;23;
;119031219: Joane;107;25;12;13;10;17;30;
;119031221: Landim;166;42;18;31;14;38;23;
;119031223: Louro;212;62;30;28;27;23;42;
;119031224: Lousado;107;27;18;9;10;19;24;
;119031225: Mogege;78;21;5;11;4;10;27;
;119031227: Nine;280;84;37;25;35;42;57;
;119031239: Oliveira (Santa Maria);132;33;20;15;11;19;34;
;119031242: Oliveira (São Mateus);42;12;7;4;2;8;9;
;119031230: Pedome;67;17;13;7;5;8;17;
;119031232: Pousada de Saramagos;37;3;10;2;2;9;11;
;119031233: Requião;185;46;19;30;15;34;41;
;119031234: Riba de Ave;28;9;4;1;6;5;3;
;119031235: Ribeirão;292;88;48;35;38;32;51;
;119031250: União das freguesias de Antas e Abade de Vermoim;156;34;24;9;22;25;42;
;119031251: União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures;542;166;89;57;62;64;104;
;119031252: União das freguesias de Avidos e Lagoa;162;38;23;16;15;34;36;
;119031253: União das freguesias de Carreira e Bente;136;27;21;16;7;32;33;
;119031254: União das freguesias de Esmeriz e Cabeçudos;165;40;21;14;19;45;26;
;119031255: União das freguesias de Gondifelos, Cavalões e Outiz;500;126;81;62;75;75;81;
;119031256: União das freguesias de Lemenhe, Mouquim e Jesufrei;301;80;44;28;41;45;63;
;119031257: União das freguesias de Ruivães e Novais;108;16;20;9;5;29;29;
;119031258: União das freguesias de Seide;165;48;26;15;26;22;28;
;119031259: União das freguesias de Vale (São Cosme), Telhado e Portela;552;161;93;54;57;80;107;
;119031260: União das freguesias de Vila Nova de Famalicão e Calendário;207;56;27;16;31;27;50;
;119031241: Vale (São Martinho);168;49;23;29;16;22;29;
;119031247: Vermoim;139;35;18;17;7;29;33;
;119031249: Vilarinho das Cambas;258;82;46;16;44;29;41;
;1190314: Vizela;805;293;107;87;100;116;102;
;119031404: Infias;99;42;7;11;15;16;8;
;119031401: Santa Eulália;171;50;27;19;20;33;22;
;119031408: União das freguesias de Caldas de Vizela (São Miguel e São João);101;32;18;10;9;16;16;
;119031409: União das freguesias de Tagilde e Vizela (São Paio);311;131;31;40;46;30;33;
;119031406: Vizela (Santo Adrião);123;38;24;7;10;21;23;
;11A: Área Metropolitana do Porto;44847;12426;5627;5195;6112;6585;8902;
;11A0104: Arouca;6203;1795;719;779;893;857;1160;
;11A010402: Alvarenga;395;131;30;51;51;51;81;
;11A010407: Chave;366;113;41;41;52;55;64;
;11A010409: Escariz;319;33;48;50;67;50;71;
;11A010411: Fermedo;432;132;75;41;58;66;60;
;11A010413: Mansores;325;38;33;55;69;42;88;
;11A010414: Moldes;600;236;74;77;68;55;90;
;11A010415: Rossas;480;154;48;49;66;69;94;
;11A010416: Santa Eulália;649;229;74;94;82;74;96;
;11A010417: São Miguel do Mato;245;75;28;27;34;27;54;
;11A010418: Tropeço;347;42;49;60;59;71;66;
;11A010421: União das freguesias de Arouca e Burgo;742;234;87;90;96;108;127;
;11A010422: União das freguesias de Cabreiros e Albergaria da Serra;223;51;19;25;38;28;62;
;11A010423: União das freguesias de Canelas e Espiunca;396;156;38;32;61;59;50;
;11A010424: União das freguesias de Covelo de Paivó e Janarde;211;62;19;18;35;28;49;
;11A010419: Urrô;411;97;47;62;48;60;97;
;11A010420: Várzea;62;12;9;7;9;14;11;
;11A0107: Espinho;106;19;13;11;15;14;34;
;11A010702: Espinho;- -;- -;- -;- -;- -;- -;- -;
;11A010704: Paramos;13;4;3;2;- -;2;2;
;11A010705: Silvalde;26;4;3;1;7;4;7;
;11A010706: União das freguesias de Anta e Guetim;67;11;7;8;8;8;25;
;11A1304: Gondomar;2751;647;339;285;350;427;703;
;11A130412: Baguim do Monte (Rio Tinto);124;34;14;10;21;23;22;
;11A130405: Lomba;138;34;17;15;11;26;35;
;11A130408: Rio Tinto;220;43;25;12;31;45;64;
;11A130413: União das freguesias de Fânzeres e São Pedro da Cova;412;102;43;59;49;57;102;
;11A130414: União das freguesias de Foz do Sousa e Covelo;635;144;83;85;74;91;158;
;11A130415: União das freguesias de Gondomar (São Cosme), Valbom e Jovim;571;101;64;53;81;84;188;
;11A130416: União das freguesias de Melres e Medas;651;189;93;51;83;101;134;
;11A1306: Maia;1501;369;165;198;214;218;337;
;11A130601: Águas Santas;171;41;25;23;22;20;40;
;11A130618: Castêlo da Maia;375;84;34;56;52;59;90;
;11A130619: Cidade da Maia;163;37;15;16;20;27;48;
;11A130603: Folgosa;221;58;26;38;28;25;46;
;11A130608: Milheirós;44;8;5;2;8;7;14;
;11A130609: Moreira;112;32;9;15;27;9;20;
;11A130620: Nogueira e Silva Escura;143;31;22;15;16;24;35;
;11A130617: Pedrouços;34;9;5;1;4;9;6;
;11A130613: São Pedro Fins;135;45;10;21;20;18;21;
;11A130616: Vila Nova da Telha;103;24;14;11;17;20;17;
;11A1308: Matosinhos;1100;228;129;158;145;157;283;
;11A130811: União das freguesias de Custóias, Leça do Balio e Guifões;320;68;36;52;48;48;68;
;11A130812: União das freguesias de Matosinhos e Leça da Palmeira;65;6;6;6;9;13;25;
;11A130813: União das freguesias de Perafita, Lavra e Santa Cruz do Bispo;612;136;78;81;78;78;161;
;11A130814: União das freguesias de São Mamede de Infesta e Senhora da Hora;103;18;9;19;10;18;29;
;11A0113: Oliveira de Azeméis;3888;993;459;452;496;665;823;
;11A011301: Carregosa;281;64;17;35;27;66;72;
;11A011302: Cesar;77;6;2;4;16;22;27;
;11A011303: Fajões;324;88;42;41;27;47;79;
;11A011304: Loureiro;649;169;70;90;84;113;123;
;11A011305: Macieira de Sarnes;72;12;13;10;4;15;18;
;11A011310: Ossela;358;81;54;36;38;65;84;
;11A011315: São Martinho da Gândara;365;103;42;45;67;42;66;
;11A011318: São Roque;76;14;13;1;8;16;24;
;11A011320: União das freguesias de Nogueira do Cravo e Pindelo;287;74;33;27;24;65;64;
;11A011321: União das freguesias de Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail;488;125;41;56;58;98;110;
;11A011322: União das freguesias de Pinheiro da Bemposta, Travanca e Palmaz;640;186;97;68;105;88;96;
;11A011319: Vila de Cucujães;271;71;35;39;38;28;60;
;11A1310: Paredes;4734;1485;688;511;607;647;796;
;11A131001: Aguiar de Sousa;244;71;35;31;45;21;41;
;11A131002: Astromil;86;23;26;4;9;11;13;
;11A131003: Baltar;227;57;24;25;33;32;56;
;11A131004: Beire;351;124;41;50;42;43;51;
;11A131008: Cete;124;34;22;17;18;17;16;
;11A131009: Cristelo;81;31;11;9;6;11;13;
;11A131010: Duas Igrejas;229;76;41;18;27;37;30;
;11A131011: Gandra;320;97;55;36;44;37;51;
;11A131013: Lordelo;170;36;41;13;19;23;38;
;11A131014: Louredo;88;18;17;8;9;16;20;
;11A131017: Parada de Todeia;95;38;7;11;11;18;10;
;11A131025: Paredes;1199;432;167;130;144;165;161;
;11A131018: Rebordosa;266;67;32;33;36;34;64;
;11A131019: Recarei;411;131;55;37;56;69;63;
;11A131020: Sobreira;292;93;33;31;36;42;57;
;11A131021: Sobrosa;140;37;17;16;19;25;26;
;11A131022: Vandoma;154;31;26;16;25;15;41;
;11A131024: Vilela;257;89;38;26;28;31;45;
;11A1312: Porto;- -;- -;- -;- -;- -;- -;- -;
;11A131202: Bonfim;- -;- -;- -;- -;- -;- -;- -;
;11A131203: Campanhã;- -;- -;- -;- -;- -;- -;- -;
;11A131210: Paranhos;- -;- -;- -;- -;- -;- -;- -;
;11A131211: Ramalde;- -;- -;- -;- -;- -;- -;- -;
;11A131216: União das freguesias de Aldoar, Foz do Douro e Nevogilde;- -;- -;- -;- -;- -;- -;- -;
;11A131217: União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória;- -;- -;- -;- -;- -;- -;- -;
;11A131218: União das freguesias de Lordelo do Ouro e Massarelos;- -;- -;- -;- -;- -;- -;- -;
;11A1313: Póvoa de Varzim;5499;2009;671;736;877;592;614;
;11A131305: Balazar;434;161;54;57;65;48;49;
;11A131307: Estela;1189;433;115;198;210;127;106;
;11A131308: Laundos;236;86;17;41;29;30;33;
;11A131311: Rates;550;208;83;63;69;61;66;
;11A131315: União das freguesias da Póvoa de Varzim, Beiriz e Argivai;264;77;45;29;34;43;36;
;11A131314: União das freguesias de Aguçadoura e Navais;1357;509;162;188;219;129;150;
;11A131313: União das freguesias de Aver-o-Mar, Amorim e Terroso;1469;535;195;160;251;154;174;
;11A0109: Santa Maria da Feira;3611;889;469;364;474;578;837;
;11A010901: Argoncilhe;131;21;33;17;18;26;16;
;11A010902: Arrifana;149;48;24;14;16;20;27;
;11A010904: Escapães;54;13;7;9;6;10;9;
;11A010907: Fiães;25;3;3;3;6;1;9;
;11A010908: Fornos;65;15;9;7;9;9;16;
;11A010913: Lourosa;14;2;- -;1;2;- -;9;
;11A010914: Milheirós de Poiares;96;24;7;8;8;17;32;
;11A010916: Mozelos;46;9;8;6;4;10;9;
;11A010917: Nogueira da Regedoura;17;6;1;2;1;5;2;
;11A010919: Paços de Brandão;26;2;4;- -;2;7;11;
;11A010921: Rio Meão;35;7;3;2;4;10;9;
;11A010922: Romariz;350;120;29;38;50;50;63;
;11A010924: Sanguedo;37;2;8;7;7;7;6;
;11A010925: Santa Maria de Lamas;8;- -;1;1;1;- -;5;
;11A010926: São João de Ver;94;16;14;8;8;20;28;
;11A010918: São Paio de Oleiros;30;8;3;2;5;2;10;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;153;34;23;15;10;28;43;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;1018;268;110;116;170;153;201;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;588;124;74;54;72;95;169;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;294;67;40;27;39;44;77;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;381;100;68;27;36;64;86;
;11A1314: Santo Tirso;2829;666;400;302;294;482;685;
;11A131401: Agrela;91;18;14;10;9;14;26;
;11A131402: Água Longa;180;49;24;21;18;23;45;
;11A131405: Aves;78;17;12;11;2;15;21;
;11A131413: Monte Córdova;394;96;55;28;57;70;88;
;11A131430: Negrelos (São Tomé);77;19;10;5;7;19;17;
;11A131416: Rebordões;61;13;5;6;7;10;20;
;11A131418: Reguenga;183;49;22;24;16;28;44;
;11A131419: Roriz;151;28;20;14;16;27;46;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;257;53;37;28;20;53;66;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);229;35;51;23;14;57;49;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;367;100;61;39;36;59;72;
;11A131436: União das freguesias de Lamelas e Guimarei;216;46;25;23;31;30;61;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;444;115;47;56;51;60;115;
;11A131432: Vilarinho;101;28;17;14;10;17;15;
;11A0116: São João da Madeira;- -;- -;- -;- -;- -;- -;- -;
;11A011601: São João da Madeira;- -;- -;- -;- -;- -;- -;- -;
;11A1318: Trofa;1259;371;151;149;188;167;233;
;11A131806: Covelas;188;57;26;18;27;25;35;
;11A131808: Muro;79;17;9;12;7;9;25;
;11A131809: União das freguesias de Alvarelhos e Guidões;213;63;19;18;50;34;29;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);542;162;72;64;71;75;98;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);237;72;25;37;33;24;46;
;11A0119: Vale de Cambra;4684;1227;510;473;724;749;1001;
;11A011901: Arões;1309;380;140;151;215;170;253;
;11A011903: Cepelos;495;131;42;57;60;90;115;
;11A011905: Junqueira;589;185;61;51;80;85;127;
;11A011906: Macieira de Cambra;647;135;75;63;91;111;172;
;11A011907: Roge;623;154;77;63;117;111;101;
;11A011902: São Pedro de Castelões;650;172;73;60;105;106;134;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;371;70;42;28;56;76;99;
;11A1315: Valongo;1205;303;186;132;147;205;232;
;11A131501: Alfena;266;68;36;32;31;38;61;
;11A131503: Ermesinde;63;16;8;10;8;13;8;
;11A131506: União das freguesias de Campo e Sobrado;682;175;108;70;83;110;136;
;11A131505: Valongo;194;44;34;20;25;44;27;
;11A1316: Vila do Conde;3613;1029;482;449;474;496;683;
;11A131602: Árvore;102;25;14;11;15;15;22;
;11A131603: Aveleda;108;31;15;9;12;25;16;
;11A131604: Azurara;32;5;9;4;1;6;7;
;11A131607: Fajozes;93;22;10;16;7;17;21;
;11A131610: Gião;152;41;16;21;20;28;26;
;11A131611: Guilhabreu;143;32;16;11;27;18;39;
;11A131612: Junqueira;201;57;24;37;16;20;47;
;11A131613: Labruge;182;50;14;25;29;19;45;
;11A131614: Macieira da Maia;112;27;18;7;22;16;22;
;11A131616: Mindelo;196;48;23;19;38;23;45;
;11A131617: Modivas;80;15;15;4;16;10;20;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;528;171;80;58;77;61;81;
;11A131632: União das freguesias de Fornelo e Vairão;184;56;18;29;26;20;35;
;11A131633: União das freguesias de Malta e Canidelo;157;47;20;24;16;27;23;
;11A131634: União das freguesias de Retorta e Tougues;146;45;19;22;13;24;23;
;11A131635: União das freguesias de Rio Mau e Arcos;577;192;99;77;63;69;77;
;11A131636: União das freguesias de Touguinha e Touguinhó;173;52;22;18;16;24;41;
;11A131637: União das freguesias de Vilar e Mosteiró;162;38;15;24;22;26;37;
;11A131627: Vila Chã;146;41;16;15;24;25;25;
;11A131628: Vila do Conde;81;27;9;12;8;14;11;
;11A131630: Vilar de Pinheiro;58;7;10;6;6;9;20;
;11A1317: Vila Nova de Gaia;1864;396;246;196;214;331;481;
;11A131701: Arcozelo;64;9;6;8;12;13;16;
;11A131702: Avintes;121;28;17;12;16;18;30;
;11A131703: Canelas;37;11;8;6;1;9;2;
;11A131704: Canidelo;50;18;4;4;8;12;4;
;11A131709: Madalena;103;19;18;7;8;22;29;
;11A131712: Oliveira do Douro;70;11;12;5;8;14;20;
;11A131717: São Félix da Marinha;52;17;8;5;5;12;5;
;11A131725: União das freguesias de Grijó e Sermonde;149;32;16;9;15;24;53;
;11A131726: União das freguesias de Gulpilhares e Valadares;166;36;24;20;20;30;36;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;75;13;4;8;7;12;31;
