
Quadro extraído em 17 de Outubro de 2022 (00:03:55)
http://www.ine.pt



Localização geográfica (NUTS - 2013) (1) ;Volume de trabalho da mão-de-obra agrícola (UTA) por Localização geográfica (NUTS - 2013) e Tipo de mão-de-obra -  Decenal (2) ;;;;;;;;;
;Período de referência dos dados;;;;;;;;;
;2009;;;;;;;;;
;Tipo de mão-de-obra;;;;;;;;;
;Mão-de-obra agrícola total;Mão-de-obra agrícola familiar;Produtor;Cônjuge;Outros membros da família;Mão-de-obra agrícola não familiar;Permanente;Eventual;Mão-de-obra não contratada pelo produtor;
;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;
11B170638: União das freguesias de Montalegre e Padroso;135;131;68;39;25;4;0;2;1;
11B170639: União das freguesias de Paradela, Contim e Fiães;126;124;65;36;23;2;1;1;1;
11B170640: União das freguesias de Sezelhe e Covelães;99;92;52;29;11;7;6;1;0;
11B170641: União das freguesias de Venda Nova e Pondras;49;48;26;13;8;2;1;1;0;
11B170642: União das freguesias de Viade de Baixo e Fervidelas;201;197;100;58;39;4;2;2;0;
11B170643: União das freguesias de Vilar de Perdizes e Meixide;141;139;73;46;20;1;1;0;0;
11B170635: Vila da Ponte;74;72;38;20;14;2;1;1;0;
11B1709: Ribeira de Pena;977;919;455;275;190;58;16;38;4;
11B170901: Alvadia;80;79;38;19;22;1;0;1;0;
11B170902: Canedo;113;109;50;32;27;4;1;3;0;
11B170906: Santa Marinha;83;80;37;32;11;3;1;2;0;
11B170908: União das freguesias de Cerva e Limões;450;420;200;119;100;30;13;15;2;
11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;250;231;129;72;30;19;1;17;1;
11B1712: Valpaços;4502;4032;2258;1276;498;470;51;391;28;
11B171201: Água Revés e Crasto;208;166;94;58;15;42;11;28;3;
11B171203: Algeriz;268;244;128;87;30;24;1;21;2;
11B171205: Bouçoães;120;113;65;36;12;8;0;6;1;
11B171206: Canaveses;111;105;57;32;15;6;0;6;0;
11B171232: Carrazedo de Montenegro e Curros;375;319;165;101;53;56;12;42;2;
11B171209: Ervões;240;235;126;75;35;5;0;4;1;
11B171211: Fornos do Pinhal;78;69;41;21;8;9;0;8;1;
11B171212: Friões;266;252;146;81;25;14;0;12;1;
11B171233: Lebução, Fiães e Nozelos;157;150;90;46;14;7;1;6;1;
11B171215: Padrela e Tazem;207;180;100;66;14;27;2;24;1;
11B171216: Possacos;123;110;68;25;17;13;2;10;1;
11B171217: Rio Torto;217;184;91;58;36;33;5;27;1;
11B171219: Santa Maria de Emeres;130;102;67;25;10;28;1;26;1;
11B171220: Santa Valha;166;144;87;42;16;21;2;18;1;
11B171221: Santiago da Ribeira de Alhariz;171;154;92;41;21;17;0;16;1;
11B171222: São João da Corveira;212;183;106;62;14;30;1;28;1;
11B171223: São Pedro de Veiga de Lila;166;148;77;56;15;18;0;17;1;
11B171224: Serapicos;110;103;56;34;13;7;0;6;0;
11B171234: Sonim e Barreiros;110;106;66;33;8;4;0;3;0;
11B171235: Tinhela e Alvarelhos;129;125;74;39;12;3;0;3;0;
11B171227: Vales;150;138;76;48;14;12;0;10;2;
11B171236: Valpaços e Sanfins;404;360;192;108;60;45;11;32;2;
11B171229: Vassal;143;127;72;34;21;16;1;14;1;
11B171230: Veiga de Lila;103;90;47;33;11;13;0;12;1;
11B171231: Vilarandelo;140;127;79;37;11;13;1;11;1;
11B1713: Vila Pouca de Aguiar;2030;1960;989;656;315;70;24;38;8;
11B171302: Alfarela de Jales;38;37;19;10;8;1;0;1;0;
11B171319: Alvão;345;341;155;115;71;4;1;2;2;
11B171303: Bornes de Aguiar;221;212;108;77;27;9;6;3;1;
11B171304: Bragado;127;125;69;49;7;2;0;1;1;
11B171305: Capeludos;141;140;83;45;12;1;0;1;0;
11B171317: Sabroso de Aguiar;34;34;16;12;5;0;0;0;0;
11B171310: Soutelo de Aguiar;130;127;61;42;23;4;1;2;1;
11B171311: Telões;407;393;178;125;91;13;5;8;1;
11B171312: Tresminas;103;101;62;27;12;2;0;2;0;
11B171320: União das freguesias de Pensalvos e Parada de Monteiros;83;80;40;26;14;3;3;0;0;
11B171313: Valoura;65;60;35;23;2;5;0;5;0;
11B171314: Vila Pouca de Aguiar;120;117;64;34;18;3;1;2;0;
11B171315: Vreia de Bornes;129;128;64;48;16;2;0;1;0;
11B171316: Vreia de Jales;86;67;35;23;9;19;7;12;0;
11C: Tâmega e Sousa;18433;15958;8146;5116;2696;2475;1262;1092;121;
11C1301: Amarante;2647;2150;1095;685;370;497;287;172;39;
11C130103: Ansiães;36;35;17;13;5;1;1;0;0;
11C130107: Candemil;103;100;54;30;16;3;0;3;0;
11C130112: Fregim;99;87;45;27;15;12;3;8;1;
11C130115: Fridão;38;32;16;13;4;6;3;3;0;
11C130117: Gondar;61;46;27;11;8;15;8;7;0;
11C130134: Gouveia (São Simão);131;123;63;40;20;8;0;8;0;
11C130118: Jazente;32;30;16;8;6;2;0;2;0;
11C130119: Lomba;24;14;8;4;1;11;2;9;0;
11C130120: Louredo;18;17;9;7;1;1;0;1;0;
11C130121: Lufrei;53;44;26;14;4;9;6;3;0;
11C130123: Mancelos;149;122;60;40;22;27;12;13;2;
11C130126: Padronelo;24;21;13;6;2;4;2;2;0;
11C130128: Rebordelo;36;36;17;13;5;0;0;0;0;
11C130129: Salvador do Monte;97;66;30;21;16;31;23;8;0;
11C130135: Telões;254;224;108;74;41;30;9;19;2;
11C130136: Travanca;116;88;46;30;12;27;21;6;1;
11C130141: União das freguesias de Aboadela, Sanche e Várzea;210;202;100;64;38;8;0;7;0;
11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;264;114;59;43;12;150;129;20;1;
11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;134;128;69;40;19;6;1;4;0;
11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);162;150;71;45;34;12;5;7;1;
11C130145: União das freguesias de Freixo de Cima e de Baixo;167;154;67;49;39;13;4;7;2;
11C130146: União das freguesias de Olo e Canadelo;47;42;27;11;5;5;3;1;0;
11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;164;114;58;36;20;50;35;14;1;
11C130138: Vila Caiz;49;37;19;10;8;11;4;7;0;
11C130139: Vila Chã do Marão;58;53;30;18;5;5;4;1;0;
11C130147: Vila Meã;122;74;39;22;13;48;13;11;25;
11C1302: Baião;1788;1506;813;523;171;283;79;197;7;
11C130204: Frende;42;38;20;15;4;4;0;4;0;
11C130205: Gestaçô;150;124;64;48;12;26;9;16;1;
11C130206: Gove;106;76;41;25;10;30;8;22;1;
11C130207: Grilo;90;84;49;21;14;6;0;6;0;
11C130208: Loivos do Monte;59;58;34;19;4;2;0;1;0;
11C130215: Santa Marinha do Zêzere;193;154;83;55;16;39;18;21;1;
11C130221: União das freguesias de Ancede e Ribadouro;74;51;30;18;4;23;6;17;0;
11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;109;84;45;29;10;25;14;10;1;
11C130223: União das freguesias de Campelo e Ovil;316;300;160;108;33;16;3;12;1;
11C130224: União das freguesias de Loivos da Ribeira e Tresouras;100;80;43;30;7;20;3;16;0;
11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;122;79;43;27;9;43;12;30;1;
11C130226: União das freguesias de Teixeira e Teixeiró;212;181;96;64;21;31;2;29;0;
11C130219: Valadares;158;143;73;48;22;15;5;10;0;
11C130220: Viariz;57;53;32;16;5;4;0;4;0;
11C0106: Castelo de Paiva;1057;950;454;292;205;107;53;49;4;
11C010602: Fornos;87;74;37;22;15;13;8;5;0;
11C010606: Real;185;174;92;56;26;11;3;8;1;
11C010607: Santa Maria de Sardoura;167;144;66;39;39;23;11;11;1;
11C010608: São Martinho de Sardoura;118;104;40;30;34;15;8;6;0;
11C010610: União das freguesias de Raiva, Pedorido e Paraíso;281;270;133;83;55;11;1;9;1;
11C010611: União das freguesias de Sobrado e Bairros;218;185;87;62;36;34;22;11;1;
11C0305: Celorico de Basto;2044;1837;964;575;298;207;81;112;14;
11C030501: Agilde;111;108;57;39;13;3;0;3;0;
11C030502: Arnóia;128;104;55;28;20;24;9;14;1;
11C030520: Basto (São Clemente);111;107;52;33;22;4;3;1;0;
11C030503: Borba de Montanha;193;187;102;58;27;6;2;2;2;
11C030508: Codeçoso;48;21;14;5;2;27;22;6;0;
11C030510: Fervença;173;159;89;50;20;14;2;12;1;
11C030515: Moreira do Castelo;83;80;43;25;12;3;0;3;0;
11C030517: Rego;165;160;82;51;28;5;0;3;1;
11C030518: Ribas;147;137;66;40;31;9;2;6;1;
11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;213;194;96;62;36;19;4;14;1;
11C030524: União das freguesias de Caçarilhe e Infesta;106;99;59;28;12;7;1;4;2;
11C030525: União das freguesias de Canedo de Basto e Corgo;124;108;50;37;20;17;7;9;1;
11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);194;175;90;54;31;20;6;11;3;
11C030527: União das freguesias de Veade, Gagos e Molares;177;137;74;43;20;40;20;19;1;
11C030521: Vale de Bouro;71;61;35;22;4;10;4;5;0;
11C1804: Cinfães;2073;1965;1013;638;313;108;36;62;11;
11C180403: Cinfães;221;207;115;70;22;13;5;8;1;
11C180404: Espadanedo;83;77;44;23;10;6;0;5;0;
11C180405: Ferreiros de Tendais;157;154;69;50;35;4;1;3;0;
11C180406: Fornelos;100;94;51;31;13;6;1;5;0;
11C180408: Moimenta;44;42;22;16;4;2;1;1;0;
11C180409: Nespereira;232;222;117;65;40;10;2;7;1;
11C180410: Oliveira do Douro;164;140;71;47;22;24;13;10;1;
11C180412: Santiago de Piães;183;180;102;52;26;4;0;3;1;
11C180413: São Cristóvão de Nogueira;206;196;107;66;24;10;3;5;2;
11C180414: Souselo;132;122;59;33;29;10;1;7;2;
11C180415: Tarouquela;60;49;30;10;9;11;9;2;0;
11C180416: Tendais;228;225;103;83;39;3;0;2;1;
11C180417: Travanca;111;107;57;37;14;4;2;2;0;
11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;152;151;68;56;27;1;0;1;1;
11C1303: Felgueiras;1551;1261;682;400;179;290;167;111;12;
11C130301: Aião;43;36;17;15;4;7;4;3;0;
11C130302: Airães;57;48;29;14;5;9;3;5;1;
11C130305: Friande;58;50;29;13;7;9;3;6;0;
11C130306: Idães;79;65;38;19;8;14;12;3;0;
11C130307: Jugueiros;66;64;30;24;10;2;0;2;0;
11C130313: Penacova;20;17;9;5;3;3;2;1;0;
11C130314: Pinheiro;27;26;14;7;4;1;0;1;0;
11C130315: Pombeiro de Ribavizela;46;35;20;12;3;11;9;2;0;
11C130317: Refontoura;76;55;33;15;7;21;18;2;0;
11C130318: Regilde;16;13;7;5;1;4;1;1;2;
11C130319: Revinhade;13;12;8;3;2;0;0;0;0;
11C130324: Sendim;51;49;24;16;9;2;0;1;1;
11C130334: União das freguesias de Macieira da Lixa e Caramos;160;152;86;47;19;8;4;3;1;
11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;232;156;90;48;18;76;51;23;2;
11C130336: União das freguesias de Pedreira, Rande e Sernande;86;72;35;24;13;14;9;4;1;
11C130337: União das freguesias de Torrados e Sousa;85;62;34;20;7;23;17;6;0;
11C130338: União das freguesias de Unhão e Lordelo;96;60;34;17;10;36;16;19;1;
11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;254;214;104;73;37;41;16;22;2;
11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);35;33;18;8;7;2;1;1;0;
11C130341: União das freguesias de Vila Verde e Santão;49;43;23;15;5;6;1;5;0;
11C1305: Lousada;1048;870;443;287;140;178;119;52;8;
11C130502: Aveleda;57;50;27;15;9;7;2;3;2;
11C130504: Caíde de Rei;102;39;24;12;3;63;55;8;0;
11C130510: Lodares;46;41;22;14;5;6;4;1;0;
11C130512: Macieira;36;35;18;14;3;2;1;1;0;
11C130513: Meinedo;97;92;47;28;17;5;2;2;1;
11C130515: Nevogilde;49;46;21;16;10;3;1;1;0;
11C130524: Sousela;43;36;17;14;5;8;4;3;0;
11C130525: Torno;90;78;39;25;14;12;4;8;1;
11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);87;74;42;19;13;12;9;3;0;
11C130528: União das freguesias de Cristelos, Boim e Ordem;116;97;45;37;15;19;12;6;0;
11C130529: União das freguesias de Figueiras e Covas;37;31;15;9;6;6;2;4;1;
11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);91;82;41;24;17;8;5;3;1;
11C130531: União das freguesias de Nespereira e Casais;49;41;22;13;5;8;7;1;0;
11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;115;101;50;34;18;13;7;5;1;
11C130526: Vilar do Torno e Alentém;33;28;13;12;2;5;4;1;0;
11C1307: Marco de Canaveses;1799;1537;720;451;366;262;140;116;6;
11C130732: Alpendorada, Várzea e Torrão;147;127;54;34;39;21;11;10;0;
11C130733: Avessadas e Rosém;96;73;40;23;10;22;17;5;0;
11C130704: Banho e Carvalhosa;46;35;18;10;7;12;4;7;0;
11C130734: Bem Viver;106;85;33;25;27;21;13;8;0;
11C130705: Constance;48;39;21;11;7;9;2;7;0;
11C130736: Marco;125;95;44;28;24;30;21;9;0;
11C130737: Paredes de Viadores e Manhuncelos;81;70;36;20;14;11;8;3;0;
11C130738: Penha Longa e Paços de Gaiolo;190;173;75;45;53;17;5;11;1;
11C130739: Sande e São Lourenço do Douro;105;86;44;23;19;19;12;7;0;
11C130735: Santo Isidoro e Livração;28;19;11;4;4;9;6;3;0;
11C130722: Soalhães;190;173;79;54;40;17;11;5;1;
11C130723: Sobretâmega;32;30;14;12;4;3;1;2;0;
11C130724: Tabuado;57;50;24;16;11;7;3;4;0;
11C130740: Várzea, Aliviada e Folhada;215;197;89;64;44;18;8;9;1;
11C130741: Vila Boa de Quires e Maureles;204;176;94;55;26;29;10;18;1;
11C130730: Vila Boa do Bispo;129;110;45;27;38;19;11;8;0;
11C1309: Paços de Ferreira;682;585;292;174;119;97;62;29;6;
11C130902: Carvalhosa;49;41;22;14;6;7;5;2;0;
11C130904: Eiriz;64;60;29;14;18;4;2;1;0;
11C130905: Ferreira;86;76;39;25;13;10;6;4;0;
11C130906: Figueiró;34;27;12;10;5;7;5;2;0;
11C130917: Frazão Arreigada;75;55;30;14;11;20;12;5;4;
11C130908: Freamunde;46;43;22;11;10;4;2;1;0;
11C130910: Meixomil;44;39;20;15;5;5;2;3;0;
11C130918: Paços de Ferreira;43;39;21;10;8;5;3;2;0;
11C130913: Penamaior;39;32;15;9;8;7;5;2;0;
11C130914: Raimonda;34;29;14;8;6;5;4;1;0;
11C130919: Sanfins Lamoso Codessos;108;104;49;33;23;4;0;3;0;
11C130916: Seroa;59;40;21;13;6;19;18;2;0;
11C1311: Penafiel;2216;1932;978;636;318;284;195;78;11;
11C131101: Abragão;140;133;67;47;20;7;2;5;0;
11C131102: Boelhe;63;43;22;12;9;20;15;4;1;
11C131103: Bustelo;107;88;38;26;24;19;13;5;1;
11C131104: Cabeça Santa;36;33;15;9;9;3;2;1;0;
11C131105: Canelas;66;63;31;20;12;4;3;0;0;
11C131106: Capela;57;55;27;19;9;2;2;0;0;
11C131107: Castelões;51;41;21;14;6;10;6;4;0;
11C131108: Croca;84;80;41;25;15;3;2;1;0;
11C131109: Duas Igrejas;123;116;62;41;13;7;0;6;0;
11C131110: Eja;57;24;12;10;2;33;31;1;1;
11C131112: Fonte Arcada;56;55;29;13;13;1;0;1;0;
11C131113: Galegos;68;55;28;16;12;13;8;4;0;
11C131141: Guilhufe e Urrô;55;53;30;15;8;2;0;1;0;
11C131115: Irivo;57;53;26;21;7;4;3;1;0;
11C131142: Lagares e Figueira;96;88;53;24;11;8;5;2;1;
11C131140: Luzim e Vila Cova;94;88;43;36;9;7;2;5;0;
11C131121: Oldrões;46;42;23;13;7;4;2;1;0;
11C131122: Paço de Sousa;114;99;45;33;21;15;9;6;0;
11C131139: Penafiel;352;271;132;93;46;81;63;16;1;
11C131125: Perozelo;39;38;19;10;8;1;1;0;0;
11C131128: Rans;43;33;16;8;10;9;6;3;0;
11C131132: Recezinhos (São Mamede);49;47;24;15;8;2;0;2;0;
11C131133: Recezinhos (São Martinho);117;110;55;41;14;6;4;2;0;
11C131129: Rio de Moinhos;68;65;34;25;5;4;2;1;0;
11C131138: Rio Mau;6;6;2;3;1;0;0;0;0;
11C131134: Sebolido;2;2;1;0;0;0;0;0;0;
11C131143: Termas de São Vicente;125;111;57;41;14;14;10;3;1;
11C131136: Valpedre;45;39;25;10;5;6;4;2;0;
11C1813: Resende;1528;1366;693;456;217;162;45;115;3;
11C181302: Barrô;176;146;77;51;18;30;4;26;0;
11C181303: Cárquere;102;94;43;25;26;8;4;3;0;
11C181310: Paus;127;118;58;40;20;10;2;7;0;
11C181311: Resende;238;215;102;69;44;23;9;13;1;
11C181312: São Cipriano;90;83;39;29;16;6;2;4;0;
11C181313: São João de Fontoura;126;115;62;38;16;11;3;8;0;
11C181314: São Martinho de Mouros;251;225;129;73;24;25;4;22;0;
11C181316: União das freguesias de Anreade e São Romão de Aregos;176;140;66;51;22;37;16;20;1;
11C181317: União das freguesias de Felgueiras e Feirão;77;76;37;23;15;1;0;1;0;
11C181318: União das freguesias de Freigil e Miomães;92;82;45;32;5;10;0;10;0;
11C181319: União das freguesias de Ovadas e Panchorra;73;73;36;25;11;0;0;0;0;
11D: Douro;32578;23124;12580;7424;3120;9454;3461;5455;538;
11D1701: Alijó;2854;1879;1084;566;230;975;368;561;46;
11D170101: Alijó;297;188;115;49;24;109;24;82;2;
11D170107: Favaios;291;119;70;19;30;172;69;97;6;
11D170108: Pegarinhos;77;69;43;18;8;8;1;7;0;
11D170109: Pinhão;82;3;2;1;0;79;21;57;1;
11D170112: Sanfins do Douro;411;326;179;116;31;84;16;67;1;
11D170113: Santa Eugénia;108;69;46;20;3;38;10;28;0;
11D170114: São Mamede de Ribatua;216;153;92;49;12;63;11;40;12;
11D170120: União das freguesias de Carlão e Amieiro;253;222;115;75;32;31;0;30;1;
11D170121: União das freguesias de Castedo e Cotas;322;173;102;45;27;149;78;67;4;
11D170122: União das freguesias de Pópulo e Ribalonga;91;84;47;31;6;7;1;6;0;
11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;226;74;41;25;7;153;114;20;18;
11D170116: Vila Chã;114;109;64;34;11;4;0;4;0;
11D170117: Vila Verde;106;100;61;29;10;6;1;4;0;
11D170118: Vilar de Maçada;262;189;106;54;30;73;22;50;0;
11D1801: Armamar;1707;1108;582;340;186;599;176;397;26;
11D180101: Aldeias;64;40;24;13;3;24;5;19;0;
11D180120: Armamar;220;119;59;37;23;101;35;66;0;
11D180104: Cimbres;76;60;32;19;9;16;0;15;1;
11D180106: Folgosa;135;59;30;22;6;76;49;27;0;
11D180107: Fontelo;126;78;47;25;6;48;13;28;6;
11D180109: Queimada;89;58;34;17;6;32;12;20;0;
11D180110: Queimadela;79;64;37;22;6;15;0;14;0;
11D180111: Santa Cruz;92;69;37;23;9;23;1;22;0;
11D180114: São Cosmado;185;141;68;43;31;44;9;34;0;
11D180115: São Martinho das Chãs;123;83;40;23;20;40;0;40;0;
11D180121: União das freguesias de Aricera e Goujoim;69;57;30;17;9;12;0;12;0;
11D180122: União das freguesias de São Romão e Santiago;90;67;40;17;11;23;0;22;0;
11D180123: União das freguesias de Vila Seca e Santo Adrião;225;140;66;40;34;85;29;40;16;
11D180118: Vacalar;134;73;39;23;11;61;23;37;1;
11D0403: Carrazeda de Ansiães;1975;1504;822;473;209;472;150;312;10;
11D040304: Carrazeda de Ansiães;105;87;49;31;8;17;4;13;0;
11D040306: Fonte Longa;75;62;34;18;10;13;1;12;0;
11D040308: Linhares;194;152;81;51;20;42;8;34;0;
11D040309: Marzagão;149;94;49;31;14;55;9;45;1;
11D040311: Parambos;105;74;38;25;12;31;3;27;0;
11D040312: Pereiros;88;83;46;28;9;5;0;5;0;
11D040313: Pinhal do Norte;136;119;61;38;20;17;9;8;0;
11D040314: Pombal;201;162;89;45;28;39;1;38;0;
11D040316: Seixo de Ansiães;125;60;37;19;3;65;42;23;1;
11D040320: União das freguesias de Amedo e Zedes;143;130;78;35;17;14;4;10;0;
11D040321: União das freguesias de Belver e Mogo de Malta;93;89;47;29;13;4;0;3;0;
11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;163;91;50;28;13;72;28;39;5;
11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;231;148;80;45;24;83;36;47;0;
11D040318: Vilarinho da Castanheira;168;154;84;51;19;15;7;7;0;
11D0404: Freixo de Espada à Cinta;824;557;344;165;47;268;93;167;7;
11D040404: Ligares;94;62;42;14;6;32;12;19;1;
11D040406: Poiares;120;62;37;15;10;59;27;30;1;
11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;412;248;158;74;16;165;50;109;5;
11D040408: União das freguesias de Lagoaça e Fornos;197;185;108;62;15;12;4;8;0;
11D1805: Lamego;2546;1710;871;520;319;837;303;405;129;
11D180502: Avões;29;27;11;8;8;2;0;2;0;
11D180504: Britiande;154;100;48;28;23;55;12;42;0;
11D180505: Cambres;500;195;106;47;41;306;117;67;122;
11D180507: Ferreirim;93;82;44;28;10;12;1;10;1;
11D180508: Ferreiros de Avões;55;45;21;14;11;10;3;6;0;
11D180509: Figueira;106;91;45;26;20;16;0;16;0;
11D180510: Lalim;68;55;28;17;11;12;3;9;0;
11D180525: Lamego (Almacave e Sé);313;179;98;58;24;134;39;94;1;
11D180511: Lazarim;53;52;27;19;7;1;0;0;0;
11D180516: Penajóia;319;221;112;55;54;98;45;53;0;
11D180517: Penude;72;72;29;26;16;0;0;0;0;
11D180519: Samodães;61;33;17;8;8;28;13;15;0;
11D180520: Sande;135;107;52;39;16;27;8;19;0;
11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;55;53;31;16;6;2;1;1;0;
11D180527: União das freguesias de Cepões, Meijinhos e Melcões;169;137;75;43;19;33;8;24;0;
11D180528: União das freguesias de Parada do Bispo e Valdigem;200;119;61;40;18;81;48;29;4;
11D180523: Várzea de Abrunhais;108;87;44;29;14;21;4;16;1;
11D180524: Vila Nova de Souto d'El-Rei;57;56;22;21;13;1;1;0;0;
11D1704: Mesão Frio;546;254;123;70;61;292;120;168;4;
11D170401: Barqueiros;74;40;17;10;13;34;2;32;0;
11D170402: Cidadelhe;59;23;12;6;6;36;24;10;1;
11D170408: Mesão Frio (Santo André);128;49;25;11;13;79;35;42;2;
11D170403: Oliveira;114;39;18;12;9;75;40;35;0;
11D170407: Vila Marim;172;103;51;32;20;69;19;49;1;
11D1807: Moimenta da Beira;1508;1226;668;449;109;282;51;228;3;
11D180702: Alvite;139;135;71;56;8;4;3;1;0;
11D180703: Arcozelos;87;78;43;27;8;8;6;2;0;
11D180705: Baldos;39;38;19;14;5;1;0;0;0;
11D180706: Cabaços;54;51;24;20;7;3;0;3;0;
11D180707: Caria;97;86;48;30;9;11;6;4;0;
11D180708: Castelo;80;76;38;31;7;4;0;4;0;
11D180709: Leomil;300;135;70;52;13;165;10;154;1;
11D180710: Moimenta da Beira;61;52;33;16;4;9;2;7;0;
11D180713: Passô;64;59;35;21;4;4;1;3;0;
11D180716: Vila da Rua;126;90;50;31;9;35;13;22;0;
11D180717: Sarzedo;44;36;19;13;5;8;1;7;0;
11D180719: Sever;78;63;40;20;3;15;8;7;0;
11D180721: União das freguesias de Paradinha e Nagosa;80;71;35;24;12;10;0;9;0;
11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;107;105;60;38;7;2;1;0;0;
11D180723: União das freguesias de Peva e Segões;105;104;58;42;5;0;0;0;0;
11D180720: Vilar;49;46;26;17;3;4;0;4;0;
11D1707: Murça;1432;1220;683;380;157;212;49;158;5;
11D170701: Candedo;468;355;206;102;48;113;29;82;1;
11D170703: Fiolhoso;94;91;49;35;7;3;0;2;0;
11D170704: Jou;213;208;119;72;18;5;1;3;1;
11D170705: Murça;153;109;58;29;23;44;14;30;0;
11D170710: União das freguesias de Carva e Vilares;94;92;49;33;10;2;0;2;0;
11D170711: União das freguesias de Noura e Palheiros;298;256;145;69;43;42;5;36;1;
11D170708: Valongo de Milhais;111;108;58;42;9;3;1;2;1;
11D1812: Penedono;501;440;241;140;60;61;10;47;4;
11D181202: Beselga;46;43;29;13;2;3;0;3;0;
11D181203: Castainço;34;31;16;10;5;3;0;3;0;
11D181207: Penela da Beira;95;81;46;27;8;15;3;11;1;
11D181208: Póvoa de Penela;108;93;50;32;11;15;2;12;1;
11D181209: Souto;76;68;40;24;3;9;4;5;0;
11D181210: União das freguesias de Antas e Ourozinho;47;38;19;10;9;8;1;7;1;
11D181211: União das freguesias de Penedono e Granja;95;87;41;23;23;8;1;6;1;
11D1708: Peso da Régua;1884;1083;593;337;153;801;358;333;110;
11D170802: Fontelas;106;70;37;21;12;37;23;13;1;
11D170805: Loureiro;226;178;97;58;24;48;29;16;3;
11D170809: Sedielos;136;104;57;34;13;32;16;13;3;
11D170813: União das freguesias de Galafura e Covelinhas;352;255;128;89;39;97;50;38;9;
11D170814: União das freguesias de Moura Morta e Vinhós;196;138;72;49;16;58;34;23;2;
11D170815: União das freguesias de Peso da Régua e Godim;248;86;48;22;16;162;69;58;35;
11D170816: União das freguesias de Poiares e Canelas;464;166;109;37;21;298;106;139;54;
11D170810: Vilarinho dos Freires;154;86;45;28;12;69;32;34;3;
11D1710: Sabrosa;1646;907;450;271;186;739;309;404;26;
11D171001: Celeirós;129;27;16;5;6;102;44;46;13;
11D171002: Covas do Douro;211;83;46;26;11;128;69;59;0;
11D171004: Gouvinhas;202;108;46;33;30;94;48;45;1;
11D171007: Paços;121;92;47;26;20;28;14;14;0;
11D171005: Parada de Pinhão;45;42;23;14;5;3;0;3;0;
11D171009: Sabrosa;132;84;47;23;14;48;17;29;2;
11D171011: São Lourenço de Ribapinhão;51;45;27;17;2;6;3;3;0;
11D171013: Souto Maior;74;64;30;20;14;10;0;10;0;
11D171014: Torre do Pinhão;64;50;26;17;8;13;11;2;0;
11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;321;137;65;42;30;184;67;114;3;
11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;175;126;60;36;29;49;18;30;1;
11D171015: Vilarinho de São Romão;122;49;18;12;18;73;18;51;5;
11D1711: Santa Marta de Penaguião;1719;1076;569;301;206;643;309;282;52;
11D171101: Alvações do Corgo;151;69;34;18;18;82;27;51;4;
11D171102: Cumieira;323;216;122;56;38;107;64;37;6;
11D171103: Fontes;181;146;86;48;12;35;4;30;2;
11D171106: Medrões;127;94;50;27;17;34;14;18;2;
11D171110: Sever;227;143;68;42;33;84;47;35;2;
11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;550;276;140;74;62;275;144;96;35;
11D171112: União das freguesias de Louredo e Fornelos;158;131;68;38;25;27;10;16;1;
11D1815: São João da Pesqueira;2957;1712;918;579;216;1245;499;711;35;
11D181501: Castanheiro do Sul;257;172;92;60;21;84;22;59;4;
11D181502: Ervedosa do Douro;666;256;137;89;30;410;160;233;17;
11D181504: Nagozelo do Douro;137;84;42;30;11;54;32;21;1;
11D181505: Paredes da Beira;96;77;42;26;8;19;4;15;1;
11D181507: Riodades;102;75;44;24;8;27;9;17;1;
11D181509: Soutelo do Douro;319;125;66;34;24;194;71;120;3;
11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;626;400;211;137;52;225;89;133;3;
11D181516: União das freguesias de Trevões e Espinhosa;245;192;104;72;15;53;23;28;2;
