
Quadro extraído em 17 de Outubro de 2022 (00:03:55)
http://www.ine.pt



Localização geográfica (NUTS - 2013) (1) ;Volume de trabalho da mão-de-obra agrícola (UTA) por Localização geográfica (NUTS - 2013) e Tipo de mão-de-obra -  Decenal (2) ;;;;;;;;;
;Período de referência dos dados;;;;;;;;;
;2009;;;;;;;;;
;Tipo de mão-de-obra;;;;;;;;;
;Mão-de-obra agrícola total;Mão-de-obra agrícola familiar;Produtor;Cônjuge;Outros membros da família;Mão-de-obra agrícola não familiar;Permanente;Eventual;Mão-de-obra não contratada pelo produtor;
;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;UTA ;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;267;161;92;49;20;106;99;6;1;
16E060339: União das freguesias de Souselas e Botão;257;252;159;69;25;4;0;4;0;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;107;103;63;21;19;4;1;3;1;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;111;108;61;31;15;3;0;2;0;
16E0604: Condeixa-a-Nova;868;848;452;296;101;20;13;7;1;
16E060401: Anobra;67;65;34;22;9;2;2;0;0;
16E060406: Ega;263;256;129;92;35;7;4;3;0;
16E060407: Furadouro;49;49;29;14;5;0;0;0;0;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;202;196;107;76;14;6;5;0;0;
16E060412: União das freguesias de Sebal e Belide;100;97;56;24;18;3;1;2;0;
16E060413: União das freguesias de Vila Seca e Bem da Fé;89;88;48;32;8;1;0;0;0;
16E060410: Zambujal;98;98;49;36;13;1;0;1;0;
16E0605: Figueira da Foz;1354;1201;662;425;115;153;119;27;7;
16E060519: Alhadas;94;88;45;31;12;6;4;1;0;
16E060502: Alqueidão;111;85;46;30;9;26;21;4;1;
16E060515: Bom Sucesso;310;295;159;112;23;16;10;3;2;
16E060520: Buarcos;10;10;4;3;3;0;0;0;0;
16E060521: Ferreira-a-Nova;207;158;102;49;8;49;43;5;1;
16E060522: Lavos;37;35;19;12;4;2;2;0;0;
16E060507: Maiorca;151;132;69;42;21;18;14;3;1;
16E060508: Marinha das Ondas;94;86;45;39;2;8;2;5;0;
16E060518: Moinhos da Gândara;110;100;60;32;8;10;8;2;1;
16E060523: Paião;130;122;65;45;12;8;5;2;1;
16E060524: Quiaios;33;33;19;10;5;0;0;0;0;
16E060514: São Pedro;5;1;1;0;0;4;4;0;0;
16E060512: Tavarede;17;17;8;5;4;0;0;0;0;
16E060513: Vila Verde;46;39;21;13;5;7;6;1;0;
16E0606: Góis;157;147;76;57;14;10;8;2;1;
16E060601: Alvares;32;30;16;11;3;2;1;1;0;
16E060604: Góis;54;53;26;25;3;1;0;0;0;
16E060606: União das freguesias de Cadafaz e Colmeal;25;25;15;5;5;0;0;0;0;
16E060605: Vila Nova do Ceira;46;39;19;16;4;7;7;0;0;
16E0607: Lousã;310;232;124;77;31;78;63;15;1;
16E060706: Gândaras;33;31;19;10;2;2;2;1;0;
16E060704: Serpins;46;39;20;13;6;6;4;2;0;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;85;43;22;15;5;42;33;9;0;
16E060708: União das freguesias de Lousã e Vilarinho;146;119;63;39;17;27;24;3;0;
16E0111: Mealhada;1030;907;469;322;116;123;69;52;2;
16E011102: Barcouço;176;146;65;42;39;31;27;3;0;
16E011103: Casal Comba;325;305;147;122;36;20;6;14;0;
16E011104: Luso;60;59;34;20;5;2;0;2;0;
16E011106: Pampilhosa;69;67;38;19;10;2;1;1;0;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;283;221;123;84;14;61;30;30;1;
16E011107: Vacariça;116;109;62;36;12;7;5;1;0;
16E0608: Mira;703;554;298;190;66;150;129;19;2;
16E060803: Carapelhos;62;59;29;21;9;4;1;2;0;
16E060801: Mira;412;319;184;102;33;93;77;15;1;
16E060804: Praia de Mira;95;91;42;33;16;5;4;0;0;
16E060802: Seixo;134;86;43;34;8;49;47;1;1;
16E0609: Miranda do Corvo;582;532;292;180;61;50;21;26;3;
16E060901: Lamas;130;114;62;33;20;15;5;9;2;
16E060902: Miranda do Corvo;207;192;101;74;17;15;5;10;0;
16E060906: União das freguesias de Semide e Rio Vide;208;190;107;63;19;18;11;7;0;
16E060905: Vila Nova;37;36;22;10;4;1;0;1;0;
16E0610: Montemor-o-Velho;2234;1952;1071;666;216;282;190;79;13;
16E061002: Arazede;844;705;389;244;72;139;90;45;4;
16E061003: Carapinheira;131;120;57;42;21;11;4;6;1;
16E061014: Ereira;74;59;34;19;7;14;13;1;0;
16E061005: Liceia;223;216;117;78;21;6;5;1;1;
16E061006: Meãs do Campo;45;38;18;10;10;7;5;1;0;
16E061008: Pereira;88;87;48;31;8;1;1;0;0;
16E061009: Santo Varão;66;49;30;17;2;17;10;8;0;
16E061010: Seixo de Gatões;170;154;87;51;16;16;14;1;2;
16E061011: Tentúgal;245;207;115;67;25;38;26;10;2;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;113;103;58;35;10;10;7;3;0;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;236;214;118;72;24;22;17;4;2;
16E1808: Mortágua;1001;941;442;376;123;61;43;16;2;
16E180802: Cercosa;60;60;28;26;6;0;0;0;0;
16E180804: Espinho;215;210;90;93;27;5;0;5;0;
16E180805: Marmeleira;54;54;27;19;9;0;0;0;0;
16E180807: Pala;166;161;74;59;28;5;3;2;0;
16E180808: Sobral;220;214;102;89;23;6;3;3;0;
16E180809: Trezói;61;61;30;23;9;0;0;0;0;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;223;180;92;66;22;44;37;6;0;
16E0611: Oliveira do Hospital;1304;1190;595;415;180;114;71;39;4;
16E061101: Aldeia das Dez;18;17;10;6;1;1;0;1;0;
16E061102: Alvoco das Várzeas;14;14;7;5;1;1;0;0;0;
16E061103: Avô;41;38;20;15;4;3;1;2;0;
16E061104: Bobadela;53;47;21;18;8;6;5;1;0;
16E061106: Lagares;130;127;51;41;35;3;0;3;0;
16E061109: Lourosa;48;46;23;17;6;2;0;2;0;
16E061110: Meruge;43;39;24;11;4;4;0;4;0;
16E061111: Nogueira do Cravo;138;124;66;45;13;14;10;4;0;
16E061115: São Gião;37;35;21;11;4;1;1;1;0;
16E061118: Seixo da Beira;229;202;109;72;22;26;23;3;1;
16E061119: Travanca de Lagos;139;133;63;50;21;6;4;1;0;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;138;131;66;44;21;7;2;5;1;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;128;117;51;42;25;12;4;7;0;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;66;43;24;13;6;23;20;2;0;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;28;28;13;11;3;1;0;1;0;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;54;50;26;17;7;4;1;4;0;
16E0612: Pampilhosa da Serra;461;445;238;165;43;16;2;14;1;
16E061201: Cabril;49;48;27;17;4;1;0;1;0;
16E061202: Dornelas do Zêzere;32;31;16;13;3;1;0;1;0;
16E061211: Fajão-Vidual;29;28;16;10;3;0;0;0;0;
16E061204: Janeiro de Baixo;85;84;48;32;4;1;0;1;0;
16E061206: Pampilhosa da Serra;54;51;25;14;13;3;0;3;0;
16E061207: Pessegueiro;9;9;5;3;0;0;0;0;0;
16E061212: Portela do Fojo-Machio;119;111;58;43;10;8;2;6;0;
16E061209: Unhais-o-Velho;84;84;43;34;7;1;0;1;0;
16E0613: Penacova;889;873;415;319;139;17;4;10;3;
16E061301: Carvalho;179;179;83;70;26;0;0;0;0;
16E061302: Figueira de Lorvão;167;165;81;69;16;3;2;0;0;
16E061304: Lorvão;82;81;40;24;17;1;0;1;0;
16E061307: Penacova;89;88;44;30;13;2;0;1;0;
16E061310: Sazes do Lorvão;58;57;24;23;10;1;1;1;0;
16E061312: União das freguesias de Friúmes e Paradela;53;51;24;16;11;2;1;1;0;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;90;88;49;33;7;2;0;2;0;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;171;165;71;54;40;6;0;4;2;
16E0614: Penela;553;538;296;177;66;15;5;9;1;
16E061401: Cumeeira;175;174;91;60;23;0;0;0;0;
16E061402: Espinhal;11;11;6;4;1;1;1;0;0;
16E061403: Podentes;83;78;44;24;10;5;0;4;0;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;285;275;155;88;32;9;4;5;1;
16E0615: Soure;1503;1334;753;471;110;169;138;27;4;
16E061501: Alfarelos;60;40;23;16;2;20;10;10;0;
16E061504: Figueiró do Campo;104;104;55;39;10;1;0;0;0;
16E061506: Granja do Ulmeiro;20;19;11;6;2;0;0;0;0;
16E061508: Samuel;98;95;60;27;9;3;1;1;0;
16E061509: Soure;610;474;265;170;40;136;124;11;1;
16E061510: Tapéus;43;43;25;15;3;0;0;0;0;
16E061513: União das freguesias de Degracias e Pombalinho;215;214;121;73;20;1;0;0;1;
16E061514: União das freguesias de Gesteira e Brunhós;90;90;51;34;5;1;0;0;0;
16E061511: Vila Nova de Anços;122;118;66;41;10;4;1;3;0;
16E061512: Vinha da Rainha;141;138;77;50;10;3;2;1;1;
16E0616: Tábua;971;888;431;305;153;83;55;24;4;
16E061602: Candosa;35;34;17;14;4;1;0;1;0;
16E061603: Carapinha;67;67;31;22;14;0;0;0;0;
16E061608: Midões;189;169;84;52;33;21;14;6;1;
16E061609: Mouronho;87;85;40;28;17;2;0;2;1;
16E061611: Póvoa de Midões;66;63;29;24;10;4;2;1;0;
16E061612: São João da Boa Vista;39;34;18;13;4;5;4;1;0;
16E061614: Tábua;92;66;34;22;10;26;23;3;0;
16E061616: União das freguesias de Ázere e Covelo;105;95;44;35;16;11;4;6;0;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;131;127;58;45;25;4;3;1;0;
16E061618: União das freguesias de Espariz e Sinde;99;92;47;31;15;7;4;2;0;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;59;56;30;21;5;2;1;1;0;
16E0617: Vila Nova de Poiares;185;166;91;57;19;19;14;4;0;
16E061701: Arrifana;59;58;29;21;8;0;0;0;0;
16E061702: Lavegadas;10;9;6;2;2;1;0;1;0;
16E061703: Poiares (Santo André);91;73;40;25;8;18;14;4;0;
16E061704: São Miguel de Poiares;26;26;16;9;1;0;0;0;0;
16F: Região de Leiria;10281;8884;4710;3306;868;1398;1042;318;38;
16F1002: Alvaiázere;675;657;359;241;57;18;8;9;1;
16F100201: Almoster;91;90;48;34;8;1;0;1;0;
16F100208: Alvaiázere;165;159;92;47;19;6;3;3;0;
16F100204: Maçãs de Dona Maria;111;108;59;42;7;2;1;1;0;
16F100205: Pelmá;70;68;36;28;4;2;1;1;0;
16F100209: Pussos São Pedro;238;232;125;89;18;6;3;3;1;
16F1003: Ansião;1041;1005;534;383;89;36;13;20;3;
16F100301: Alvorge;237;236;121;93;21;1;0;1;1;
16F100309: Ansião;219;212;112;82;17;7;4;3;0;
16F100303: Avelar;15;15;8;5;1;0;0;0;0;
16F100304: Chão de Couce;92;77;41;25;11;15;4;11;1;
16F100306: Pousaflores;96;90;48;29;13;6;0;6;0;
16F100307: Santiago da Guarda;382;377;202;149;25;6;5;0;0;
16F1004: Batalha;460;357;211;113;34;103;64;33;5;
16F100401: Batalha;208;127;82;37;7;81;61;19;1;
16F100404: Golpilheira;58;54;29;16;9;4;0;2;2;
16F100402: Reguengo do Fetal;93;77;44;24;9;16;3;11;2;
16F100403: São Mamede;101;100;56;36;8;1;0;0;1;
16F1007: Castanheira de Pêra;46;42;23;17;2;4;2;2;0;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;46;42;23;17;2;4;2;2;0;
16F1008: Figueiró dos Vinhos;222;199;106;70;24;23;3;19;1;
16F100801: Aguda;25;24;13;8;3;1;0;1;0;
16F100802: Arega;60;53;30;19;4;7;3;4;0;
16F100803: Campelo;2;2;1;1;0;0;0;0;0;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;135;121;62;42;17;15;0;14;1;
16F1009: Leiria;3013;2337;1224;819;294;676;564;96;16;
16F100901: Amor;254;196;95;78;23;58;49;9;1;
16F100902: Arrabal;68;63;39;12;12;5;3;2;0;
16F100925: Bajouca;74;71;36;33;3;3;3;0;0;
16F100926: Bidoeira de Cima;131;83;45;23;15;48;42;6;0;
16F100907: Caranguejeira;223;195;106;62;26;29;14;14;1;
16F100909: Coimbrão;97;71;33;28;11;25;24;1;0;
16F100913: Maceira;103;92;52;33;8;10;9;1;0;
16F100915: Milagres;149;62;39;17;6;87;86;1;0;
16F100921: Regueira de Pontes;77;58;28;23;6;20;19;1;0;
16F100932: União das freguesias de Colmeias e Memória;179;118;58;38;23;61;49;7;5;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;406;340;174;112;54;66;37;27;1;
16F100934: União das freguesias de Marrazes e Barosa;105;68;41;17;10;37;35;1;1;
16F100935: União das freguesias de Monte Real e Carvide;191;179;94;68;17;12;9;2;1;
16F100936: União das freguesias de Monte Redondo e Carreira;268;202;104;76;22;66;61;5;0;
16F100937: União das freguesias de Parceiros e Azoia;75;68;36;26;7;7;5;2;1;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;141;130;66;45;19;11;2;6;3;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;144;58;36;20;3;87;84;2;0;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;328;284;144;110;30;44;33;10;1;
16F1010: Marinha Grande;93;89;52;26;11;4;1;2;1;
16F101001: Marinha Grande;65;63;38;17;8;2;0;2;0;
16F101003: Moita;5;4;2;1;0;1;1;0;0;
16F101002: Vieira de Leiria;23;22;11;8;3;1;0;0;1;
16F1013: Pedrógão Grande;385;366;197;139;30;19;4;14;1;
16F101301: Graça;110;107;59;41;7;3;0;3;0;
16F101302: Pedrógão Grande;221;207;111;79;18;14;4;9;1;
16F101303: Vila Facaia;53;51;27;19;5;2;0;2;0;
16F1015: Pombal;3357;3134;1615;1277;243;223;149;66;8;
16F101501: Abiul;347;329;171;129;29;17;13;4;0;
16F101503: Almagreira;327;275;138;120;17;53;39;13;1;
16F101504: Carnide;120;115;59;50;6;5;5;0;0;
16F101505: Carriço;160;160;86;72;1;1;0;0;1;
16F101506: Louriçal;450;413;209;155;49;37;25;10;2;
16F101515: Meirinhas;68;61;30;27;5;7;6;1;0;
16F101508: Pelariga;129;112;63;45;4;18;13;4;0;
16F101509: Pombal;606;566;299;240;28;40;25;15;0;
16F101510: Redinha;209;198;97;83;18;11;7;3;0;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;413;383;191;161;31;30;15;13;2;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;216;213;118;73;22;3;0;3;0;
16F101513: Vermoil;132;130;62;51;17;2;2;0;0;
16F101514: Vila Cã;180;179;94;71;15;1;0;1;0;
16F1016: Porto de Mós;989;698;391;222;85;292;234;56;1;
16F101602: Alqueidão da Serra;25;23;15;5;3;1;1;0;0;
16F101605: Calvaria de Cima;180;28;17;9;1;152;152;0;0;
16F101606: Juncal;186;142;75;48;18;44;25;19;0;
16F101608: Mira de Aire;20;17;13;4;0;3;3;0;0;
16F101609: Pedreiras;36;32;18;9;6;4;3;1;0;
16F101614: Porto de Mós - São João Baptista e São Pedro;201;131;79;34;19;70;36;33;1;
16F101610: São Bento;117;108;55;39;14;9;9;0;0;
16F101613: Serro Ventoso;77;74;42;26;6;3;2;1;0;
16F101615: União das freguesias de Alvados e Alcaria;41;40;27;9;4;1;0;1;0;
16F101616: União das freguesias de Arrimal e Mendiga;108;104;50;39;15;4;4;0;0;
16G: Viseu Dão Lafões;22945;20894;10803;7515;2576;2051;1018;930;103;
16G0901: Aguiar da Beira;1124;1048;541;382;126;75;37;31;7;
16G090102: Carapito;118;118;53;41;23;0;0;0;0;
16G090103: Cortiçada;62;59;30;24;5;3;0;2;0;
16G090105: Dornelas;144;140;71;51;17;4;1;2;1;
16G090106: Eirado;87;86;42;30;15;1;0;1;0;
16G090107: Forninhos;62;57;34;19;5;5;1;3;0;
16G090109: Pena Verde;215;209;111;72;26;6;2;2;2;
16G090110: Pinheiro;67;67;33;28;5;0;0;0;0;
16G090114: União das freguesias de Aguiar da Beira e Coruche;207;165;84;66;15;42;29;13;1;
16G090115: União das freguesias de Sequeiros e Gradiz;66;61;34;21;7;4;1;2;1;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;96;86;48;30;8;10;4;5;1;
16G1802: Carregal do Sal;959;824;415;308;100;136;89;44;2;
16G180201: Beijós;189;184;88;67;29;6;1;4;0;
16G180202: Cabanas de Viriato;179;172;89;66;17;8;0;7;0;
16G180204: Oliveira do Conde;237;207;112;74;21;29;17;11;1;
16G180206: Parada;57;52;26;23;2;5;1;5;0;
16G180208: União das freguesias de Currelos, Papízios e Sobral;297;210;101;78;31;88;70;17;1;
16G1803: Castro Daire;1711;1665;843;584;238;46;18;21;7;
16G180301: Almofala;46;46;25;17;3;0;0;0;0;
16G180303: Cabril;116;114;58;42;14;2;0;2;0;
16G180304: Castro Daire;112;105;59;34;12;6;3;4;0;
16G180305: Cujó;34;34;20;10;4;0;0;0;0;
16G180309: Gosende;78;78;40;26;12;1;0;1;0;
16G180312: Mões;211;211;108;79;24;1;0;1;0;
16G180313: Moledo;207;204;110;76;19;3;0;1;3;
16G180314: Monteiras;29;29;12;11;5;0;0;0;0;
16G180317: Pepim;41;41;22;17;3;0;0;0;0;
16G180319: Pinheiro;133;132;65;52;15;2;0;1;0;
16G180322: São Joaninho;39;39;20;16;4;0;0;0;0;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;228;222;105;71;46;6;0;6;1;
16G180324: União das freguesias de Mezio e Moura Morta;92;74;38;21;16;18;15;3;0;
16G180325: União das freguesias de Parada de Ester e Ester;136;135;66;45;24;1;0;1;0;
16G180326: União das freguesias de Picão e Ermida;61;61;27;24;10;0;0;0;0;
16G180327: União das freguesias de Reriz e Gafanhão;147;142;69;46;27;5;0;2;2;
16G1806: Mangualde;2216;2039;989;729;321;178;71;101;6;
16G180601: Abrunhosa-a-Velha;68;64;33;24;7;4;1;2;0;
16G180602: Alcafache;217;184;95;68;21;33;14;18;1;
16G180605: Cunha Baixa;259;242;113;91;38;17;9;8;0;
16G180606: Espinho;178;169;86;60;24;9;3;6;0;
16G180607: Fornos de Maceira Dão;264;242;115;88;39;22;9;13;0;
16G180608: Freixiosa;26;26;15;11;0;0;0;0;0;
16G180614: Quintela de Azurara;40;35;20;12;3;5;4;1;0;
16G180616: São João da Fresta;47;46;24;15;6;1;0;1;0;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;460;428;192;145;91;32;14;17;1;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;193;172;83;60;29;21;4;17;0;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;221;202;88;71;43;20;9;10;1;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);245;232;125;86;20;13;5;7;1;
16G1809: Nelas;1237;1017;569;349;100;220;119;98;4;
16G180901: Canas de Senhorim;190;155;83;50;23;34;24;10;1;
16G180908: Lapa do Lobo;66;63;32;27;5;2;0;2;0;
16G180903: Nelas;193;145;83;46;16;48;37;10;1;
16G180905: Senhorim;141;134;84;40;10;8;0;7;0;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;247;224;123;86;15;23;5;17;1;
16G180911: União das freguesias de Santar e Moreira;270;194;106;67;21;76;44;32;1;
16G180906: Vilar Seco;131;102;58;33;11;29;9;20;0;
16G1810: Oliveira de Frades;1143;1034;532;338;165;109;84;21;4;
16G181002: Arcozelo das Maias;214;210;108;70;33;4;0;3;1;
16G181005: Pinheiro;121;110;59;38;13;11;8;2;1;
16G181007: Ribeiradio;118;110;64;32;15;8;2;5;0;
16G181008: São João da Serra;149;146;64;45;37;3;2;1;0;
16G181009: São Vicente de Lafões;94;81;38;30;12;14;12;1;0;
16G181013: União das freguesias de Arca e Varzielas;100;95;54;28;12;6;4;1;1;
16G181014: União das freguesias de Destriz e Reigoso;143;141;75;47;19;2;1;1;0;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;204;142;70;48;24;62;54;7;1;
16G1811: Penalva do Castelo;1220;1095;601;410;84;125;46;76;4;
16G181102: Castelo de Penalva;185;175;96;63;17;10;8;2;1;
16G181103: Esmolfe;51;41;22;18;2;10;7;3;0;
16G181104: Germil;62;55;29;22;4;7;1;6;0;
16G181105: Ínsua;142;128;71;51;6;13;11;2;0;
16G181106: Lusinde;44;42;23;14;5;3;1;2;0;
16G181109: Pindo;301;270;157;102;11;31;6;24;1;
16G181110: Real;39;38;21;16;1;1;0;1;0;
16G181111: Sezures;183;158;84;56;18;25;2;22;1;
16G181112: Trancozelos;58;41;24;13;3;17;9;8;0;
16G181114: União das freguesias de Antas e Matela;88;84;39;32;13;4;1;3;0;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;67;63;36;23;4;4;0;3;0;
16G1814: Santa Comba Dão;608;535;280;201;54;74;58;14;2;
16G181403: Pinheiro de Ázere;35;31;19;10;2;5;3;2;0;
16G181405: São Joaninho;63;55;28;21;6;9;7;1;0;
16G181406: São João de Areias;169;147;74;56;18;22;18;3;0;
16G181410: União das freguesias de Ovoa e Vimieiro;163;144;72;59;14;19;18;1;0;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;92;77;40;26;11;16;11;4;0;
16G181412: União das freguesias de Treixedo e Nagozela;86;82;48;31;3;4;1;2;1;
16G1816: São Pedro do Sul;2367;2187;1120;760;308;180;123;45;12;
16G181602: Bordonhos;39;35;18;10;7;4;3;1;0;
16G181606: Figueiredo de Alva;117;117;58;44;15;1;0;0;0;
16G181607: Manhouce;238;236;128;75;33;2;1;1;1;
16G181608: Pindelo dos Milagres;143;140;67;60;13;3;2;1;0;
16G181609: Pinho;142;137;65;50;23;5;0;2;2;
16G181612: São Félix;53;49;25;14;10;4;2;2;0;
16G181615: Serrazes;136;129;60;44;25;7;5;2;0;
16G181616: Sul;227;223;109;82;31;4;2;2;1;
16G181620: União das freguesias de Carvalhais e Candal;310;233;117;74;42;78;67;8;3;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;208;203;113;69;21;5;0;4;1;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;150;147;73;51;24;2;0;2;0;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;208;185;101;62;22;23;9;12;1;
16G181617: Valadares;166;163;86;56;22;3;1;2;0;
16G181619: Vila Maior;230;190;101;70;20;40;32;6;1;
16G1817: Sátão;1640;1491;763;523;205;148;37;103;8;
16G181702: Avelal;61;52;26;19;6;9;8;1;0;
16G181704: Ferreira de Aves;463;435;233;153;49;28;14;11;2;
16G181706: Mioma;118;117;59;39;19;1;0;1;0;
16G181707: Rio de Moinhos;181;155;78;55;22;26;4;22;1;
16G181709: São Miguel de Vila Boa;177;164;81;54;29;13;0;13;1;
16G181710: Sátão;252;243;123;91;29;9;2;5;2;
16G181711: Silvã de Cima;124;81;42;24;16;43;6;38;0;
16G181713: União das freguesias de Águas Boas e Forles;51;39;26;12;2;12;2;10;0;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;213;206;95;78;33;6;2;4;1;
16G1821: Tondela;3010;2688;1377;987;324;322;151;142;28;
16G182102: Campo de Besteiros;135;93;53;34;6;42;10;8;24;
16G182103: Canas de Santa Maria;205;153;78;55;19;52;26;26;1;
16G182105: Castelões;230;222;107;88;27;7;5;2;0;
16G182106: Dardavaz;133;131;75;53;3;2;2;0;0;
16G182107: Ferreirós do Dão;28;27;17;8;2;2;0;2;0;
16G182108: Guardão;127;64;33;22;10;63;60;2;0;
16G182109: Lajeosa do Dão;337;313;161;118;34;24;5;19;0;
16G182110: Lobão da Beira;132;112;62;35;14;20;7;13;0;
16G182111: Molelos;119;115;61;43;11;3;1;2;0;
16G182116: Parada de Gonta;105;101;49;34;18;4;0;4;0;
16G182118: Santiago de Besteiros;130;120;64;45;11;10;5;5;0;
16G182122: Tonda;82;68;37;27;5;13;4;9;0;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;314;310;139;122;49;4;0;4;0;
16G182128: União das freguesias de Caparrosa e Silvares;185;182;88;63;31;3;0;3;0;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;127;121;67;41;12;6;1;5;0;
16G182130: União das freguesias de São João do Monte e Mosteirinho;179;176;91;65;20;3;0;2;0;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;144;116;59;37;20;28;10;18;0;
16G182132: União das freguesias de Tondela e Nandufe;119;102;52;35;14;17;7;10;0;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;180;164;84;62;18;16;8;8;0;
16G1822: Vila Nova de Paiva;517;499;268;192;39;18;10;6;2;
16G182203: Pendilhe;73;73;39;28;5;1;0;0;0;
16G182204: Queiriga;53;52;32;17;3;1;0;1;0;
16G182205: Touro;160;150;81;64;6;10;9;1;0;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;131;125;66;46;13;6;1;4;1;
16G182206: Vila Cova à Coelheira;101;100;51;36;13;1;0;1;1;
16G1823: Viseu;3900;3549;1894;1324;331;352;131;206;15;
16G182301: Abraveses;71;68;36;24;8;4;3;0;0;
16G182304: Bodiosa;129;118;64;43;12;10;0;10;0;
16G182305: Calde;139;138;70;52;16;1;0;0;1;
16G182306: Campo;89;84;44;32;7;6;5;0;0;
16G182307: Cavernães;117;106;53;41;12;11;1;9;0;
16G182310: Cota;164;159;85;60;15;4;2;3;0;
16G182337: Coutos de Viseu;133;129;61;51;17;4;1;3;0;
16G182315: Fragosela;75;66;35;23;8;9;2;5;2;
16G182316: Lordosa;106;105;55;36;13;1;0;1;0;
16G182318: Mundão;48;42;23;17;3;6;5;1;0;
16G182319: Orgens;41;39;20;17;2;3;0;3;0;
16G182320: Povolide;196;136;76;45;15;60;21;38;1;
16G182321: Ranhados;44;29;16;9;4;15;6;6;3;
16G182339: Repeses e São Salvador;29;25;13;11;1;4;3;1;0;
16G182322: Ribafeita;122;116;62;48;6;6;5;1;0;
16G182323: Rio de Loba;53;48;24;14;10;5;0;3;2;
16G182325: Santos Evos;120;119;65;47;7;2;0;1;1;
16G182340: São Cipriano e Vil de Souto;163;144;75;56;13;19;11;8;0;
16G182327: São João de Lourosa;534;458;245;164;49;75;21;54;1;
16G182329: São Pedro de France;138;130;74;47;9;8;2;5;2;
16G182317: Silgueiros;543;484;263;182;39;59;25;34;1;
16G182335: União das freguesias de Barreiros e Cepões;277;263;142;107;14;14;14;0;0;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;334;322;176;113;33;12;1;11;1;
16G182338: Faíl e Vila Chã de Sá;205;199;102;83;14;5;1;4;0;
16G182341: Viseu;31;25;16;5;3;6;2;4;0;
16G1824: Vouzela;1293;1224;613;428;184;69;45;22;2;
16G182401: Alcofra;179;178;91;61;26;1;0;1;0;
16G182403: Campia;242;236;114;80;41;6;3;3;0;
16G182407: Fornelo do Monte;24;23;14;8;1;1;0;1;0;
16G182409: Queirã;205;201;107;73;21;4;0;4;0;
16G182410: São Miguel do Mato;80;57;31;20;5;24;19;5;0;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;201;179;86;62;31;22;18;4;0;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;83;80;42;29;8;3;0;3;0;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;112;108;55;43;10;4;3;1;0;
