
Statistical table extracted on October 15, 2022 (14:19:30)
http://www.ine.pt



Geographic localization (NUTS -2013);Average value of total standard output by agricultural holding (?) by Geographic localization (NUTS -2013) -  Decennial (1) ;
16F100932: União das freguesias de Colmeias e Memória;25233,6;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;7558,6;
16F100934: União das freguesias de Marrazes e Barosa;27351,2;
16F100935: União das freguesias de Monte Real e Carvide;6979,8;
16F100936: União das freguesias de Monte Redondo e Carreira;13963,3;
16F100937: União das freguesias de Parceiros e Azoia;8207,4;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;11738,6;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;31142,5;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;25688,3;
16F1010: Marinha Grande;11960,8;
16F101001: Marinha Grande;16291,3;
16F101003: Moita;2693,8;
16F101002: Vieira de Leiria;8965,2;
16F1013: Pedrógão Grande;1510,2;
16F101301: Graça;1799,3;
16F101302: Pedrógão Grande;1346,4;
16F101303: Vila Facaia;1430,4;
16F1015: Pombal;5851,8;
16F101501: Abiul;8103,6;
16F101503: Almagreira;7355,5;
16F101504: Carnide;13571,2;
16F101505: Carriço;4289,6;
16F101506: Louriçal;5885,9;
16F101515: Meirinhas;8428,8;
16F101508: Pelariga;6347,8;
16F101509: Pombal;3482,5;
16F101510: Redinha;4271,9;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;4934,5;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;3417,8;
16F101513: Vermoil;7917,5;
16F101514: Vila Cã;6350,6;
16F1016: Porto de Mós;11428,8;
16F101602: Alqueidão da Serra;4254,5;
16F101605: Calvaria de Cima;32782,5;
16F101606: Juncal;8532,6;
16F101608: Mira de Aire;4994,5;
16F101609: Pedreiras;4162,9;
16F101614: Porto de Mós - São João Baptista e São Pedro;15798,1;
16F101610: São Bento;24467,1;
16F101613: Serro Ventoso;8777,1;
16F101615: União das freguesias de Alvados e Alcaria;3058,4;
16F101616: União das freguesias de Arrimal e Mendiga;5347,6;
16G: Viseu Dão Lafões;6642,2;
16G0901: Aguiar da Beira;7855,8;
16G090102: Carapito;8582,7;
16G090103: Cortiçada;5106,1;
16G090105: Dornelas;5217,6;
16G090106: Eirado;6316,6;
16G090107: Forninhos;4335,6;
16G090109: Pena Verde;5881;
16G090110: Pinheiro;7957,9;
16G090114: União das freguesias de Aguiar da Beira e Coruche;16030,1;
16G090115: União das freguesias de Sequeiros e Gradiz;8422,1;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;8046,3;
16G1802: Carregal do Sal;4604,4;
16G180201: Beijós;10798,4;
16G180202: Cabanas de Viriato;3494,9;
16G180204: Oliveira do Conde;2821,8;
16G180206: Parada;2221;
16G180208: União das freguesias de Currelos, Papízios e Sobral;3785,3;
16G1803: Castro Daire;4411,1;
16G180301: Almofala;3424,6;
16G180303: Cabril;4030;
16G180304: Castro Daire;4890,2;
16G180305: Cujó;2128,8;
16G180309: Gosende;9032;
16G180312: Mões;4638,3;
16G180313: Moledo;6115,7;
16G180314: Monteiras;1828,8;
16G180317: Pepim;3378,7;
16G180319: Pinheiro;3123,6;
16G180322: São Joaninho;2749,1;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;6799,6;
16G180324: União das freguesias de Mezio e Moura Morta;2246,6;
16G180325: União das freguesias de Parada de Ester e Ester;2601,4;
16G180326: União das freguesias de Picão e Ermida;2400,2;
16G180327: União das freguesias de Reriz e Gafanhão;3245,1;
16G1806: Mangualde;4932,9;
16G180601: Abrunhosa-a-Velha;6579,1;
16G180602: Alcafache;5261,4;
16G180605: Cunha Baixa;5552,6;
16G180606: Espinho;5438,7;
16G180607: Fornos de Maceira Dão;4775,4;
16G180608: Freixiosa;3202,2;
16G180614: Quintela de Azurara;6411,9;
16G180616: São João da Fresta;5995,4;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;4122,8;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;4052,5;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;4684,6;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);5540,9;
16G1809: Nelas;3505,9;
16G180901: Canas de Senhorim;3654;
16G180908: Lapa do Lobo;2255,8;
16G180903: Nelas;2812,9;
16G180905: Senhorim;3070;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;2521,3;
16G180911: União das freguesias de Santar e Moreira;5495,5;
16G180906: Vilar Seco;4123,4;
16G1810: Oliveira de Frades;17974,8;
16G181002: Arcozelo das Maias;12200,6;
16G181005: Pinheiro;17513,2;
16G181007: Ribeiradio;11460,2;
16G181008: São João da Serra;7712,8;
16G181009: São Vicente de Lafões;45318,3;
16G181013: União das freguesias de Arca e Varzielas;14812;
16G181014: União das freguesias de Destriz e Reigoso;10809,8;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;29871;
16G1811: Penalva do Castelo;4148,5;
16G181102: Castelo de Penalva;4622;
16G181103: Esmolfe;3218,8;
16G181104: Germil;3995,1;
16G181105: Ínsua;3258,5;
16G181106: Lusinde;3249,7;
16G181109: Pindo;3962,5;
16G181110: Real;3842,8;
16G181111: Sezures;5516,5;
16G181112: Trancozelos;6479,5;
16G181114: União das freguesias de Antas e Matela;3176;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;3769,6;
16G1814: Santa Comba Dão;11147,2;
16G181403: Pinheiro de Ázere;19573,6;
16G181405: São Joaninho;17045,3;
16G181406: São João de Areias;6156,7;
16G181410: União das freguesias de Ovoa e Vimieiro;12449,5;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;7023,2;
16G181412: União das freguesias de Treixedo e Nagozela;9395,6;
16G1816: São Pedro do Sul;6552,5;
16G181602: Bordonhos;21291,9;
16G181606: Figueiredo de Alva;4832;
16G181607: Manhouce;6457,9;
16G181608: Pindelo dos Milagres;5347;
16G181609: Pinho;4642,9;
16G181612: São Félix;2444,7;
16G181615: Serrazes;8669,2;
16G181616: Sul;3810,7;
16G181620: União das freguesias de Carvalhais e Candal;9765,2;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;6754,6;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;3625,6;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;4689,1;
16G181617: Valadares;5016,2;
16G181619: Vila Maior;11709,8;
16G1817: Sátão;5161,1;
16G181702: Avelal;5003,4;
16G181704: Ferreira de Aves;5579,3;
16G181706: Mioma;2806,6;
16G181707: Rio de Moinhos;4811,8;
16G181709: São Miguel de Vila Boa;5520,8;
16G181710: Sátão;2988;
16G181711: Silvã de Cima;8519,2;
16G181713: União das freguesias de Águas Boas e Forles;7581,5;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;6171,9;
16G1821: Tondela;8422,9;
16G182102: Campo de Besteiros;9888;
16G182103: Canas de Santa Maria;9730,5;
16G182105: Castelões;4615,9;
16G182106: Dardavaz;13859,2;
16G182107: Ferreirós do Dão;2623;
16G182108: Guardão;86265,3;
16G182109: Lajeosa do Dão;5310,5;
16G182110: Lobão da Beira;5734,4;
16G182111: Molelos;2476,9;
16G182116: Parada de Gonta;7514,1;
16G182118: Santiago de Besteiros;3441,2;
16G182122: Tonda;2066,3;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;9333,8;
16G182128: União das freguesias de Caparrosa e Silvares;4929,8;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;3851,3;
16G182130: União das freguesias de São João do Monte e Mosteirinho;4245;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;6499,8;
16G182132: União das freguesias de Tondela e Nandufe;3991,9;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;11161,1;
16G1822: Vila Nova de Paiva;7604,3;
16G182203: Pendilhe;3398,6;
16G182204: Queiriga;2971,8;
16G182205: Touro;15108,8;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;5467,1;
16G182206: Vila Cova à Coelheira;5079,7;
16G1823: Viseu;4563,5;
16G182301: Abraveses;3967,5;
16G182304: Bodiosa;3712,9;
16G182305: Calde;4071,6;
16G182306: Campo;2484,7;
16G182307: Cavernães;5213,3;
16G182310: Cota;8753,2;
16G182337: Coutos de Viseu;5605,7;
16G182315: Fragosela;4010,1;
16G182316: Lordosa;10953,3;
16G182318: Mundão;14884,8;
16G182319: Orgens;3967,6;
16G182320: Povolide;7105,8;
16G182321: Ranhados;4964,1;
16G182339: Repeses e São Salvador;4665,8;
16G182322: Ribafeita;3821,5;
16G182323: Rio de Loba;2633,7;
16G182325: Santos Evos;5998,2;
16G182340: São Cipriano e Vil de Souto;4088,5;
16G182327: São João de Lourosa;3990,2;
16G182329: São Pedro de France;3807,3;
16G182317: Silgueiros;3152,9;
16G182335: União das freguesias de Barreiros e Cepões;3804,4;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;3135,7;
16G182338: Faíl e Vila Chã de Sá;3015,6;
16G182341: Viseu;5981,3;
16G1824: Vouzela;9939,9;
16G182401: Alcofra;5313;
16G182403: Campia;12223,3;
16G182407: Fornelo do Monte;2671,3;
16G182409: Queirã;9561,3;
16G182410: São Miguel do Mato;7065,7;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;16699,8;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;12082,3;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;10634,4;
16G182411: Ventosa;5565,8;
16H: Beira Baixa;6100,2;
16H0502: Castelo Branco;6052,4;
16H050201: Alcains;21646,9;
16H050202: Almaceda;1801,1;
16H050203: Benquerenças;3506,1;
16H050205: Castelo Branco;10122,7;
16H050211: Lardosa;8198,3;
16H050212: Louriçal do Campo;9089,1;
16H050214: Malpica do Tejo;9434,4;
16H050216: Monforte da Beira;14366,2;
16H050220: Salgueiro do Campo;2247;
16H050221: Santo André das Tojeiras;1875,9;
16H050222: São Vicente da Beira;3192,4;
16H050223: Sarzedas;3596,7;
16H050225: Tinalhas;6176,5;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;1655,9;
16H050227: União das freguesias de Escalos de Baixo e Mata;5950,1;
16H050228: União das freguesias de Escalos de Cima e Lousa;5834,9;
16H050229: União das freguesias de Freixial e Juncal do Campo;3337,5;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;7154,4;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;5578,8;
16H0505: Idanha-a-Nova;14504,2;
16H050502: Aldeia de Santa Margarida;4565,5;
16H050505: Ladoeiro;11761,5;
16H050506: Medelim;7785,4;
16H050509: Oledo;19768,1;
16H050510: Penha Garcia;15356,8;
16H050511: Proença-a-Velha;8645,8;
16H050512: Rosmaninhal;27038;
16H050514: São Miguel de Acha;9192,6;
16H050516: Toulões;4649,7;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;35580,4;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;7944,3;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;7187,1;
16H050521: União das freguesias de Zebreira e Segura;20088,4;
16H0506: Oleiros;1502,4;
16H050601: Álvaro;1347,8;
16H050603: Cambas;1115,4;
16H050613: Estreito-Vilar Barroco;1560,9;
16H050605: Isna;2262,3;
16H050606: Madeirã;1439,4;
16H050607: Mosteiro;1241,3;
16H050614: Oleiros-Amieira;1604,3;
16H050609: Orvalho;1082,6;
16H050610: Sarnadas de São Simão;1429,2;
16H050611: Sobral;1374,9;
16H0507: Penamacor;5047,1;
16H050704: Aranhas;2563,8;
16H050706: Benquerença;4682,4;
16H050707: Meimão;2449,7;
16H050708: Meimoa;3637,6;
16H050710: Penamacor;10276,3;
16H050711: Salvador;6103,5;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;4534,3;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;4699,5;
16H050712: Vale da Senhora da Póvoa;1925,8;
16H0508: Proença-a-Nova;2452,4;
16H050802: Montes da Senhora;1612,9;
16H050805: São Pedro do Esteval;3594,6;
16H050807: União das freguesias de Proença-a-Nova e Peral;2860,6;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1960,1;
16H0511: Vila Velha de Ródão;4318,3;
16H051101: Fratel;2408;
16H051102: Perais;5821;
16H051103: Sarnadas de Ródão;3862,1;
16H051104: Vila Velha de Ródão;4942,6;
16I: Médio Tejo;6083,6;
16I1401: Abrantes;4897,3;
16I140104: Bemposta;12618,7;
16I140119: Carvalhal;2411,2;
16I140118: Fontes;9294,2;
16I140105: Martinchel;2364,5;
16I140106: Mouriscas;2188,9;
16I140107: Pego;3290,9;
16I140108: Rio de Moinhos;25541,5;
16I140115: Tramagal;8228,7;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;5306,7;
16I140121: União das freguesias de Aldeia do Mato e Souto;4075,1;
16I140122: União das freguesias de Alvega e Concavada;3349,2;
16I140123: União das freguesias de São Facundo e Vale das Mós;5420,7;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;3616,9;
16I1402: Alcanena;5265,5;
16I140202: Bugalhos;3979,4;
16I140206: Minde;2402,9;
16I140207: Moitas Venda;4615,5;
16I140208: Monsanto;4641,5;
16I140209: Serra de Santo António;16767,5;
16I140211: União das freguesias de Alcanena e Vila Moreira;5740,5;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;2833,8;
16I1408: Constância;13075,9;
16I140801: Constância;11779,7;
16I140802: Montalvo;23650,3;
16I140803: Santa Margarida da Coutada;6113,8;
16I1410: Entroncamento;6089,1;
16I141002: Nossa Senhora de Fátima;- -;
16I141001: São João Baptista;6089,1;
16I1411: Ferreira do Zêzere;15575,8;
16I141101: Águas Belas;55221,1;
16I141103: Beco;2410;
16I141104: Chãos;1315,1;
16I141106: Ferreira do Zêzere;98666,2;
16I141107: Igreja Nova do Sobral;18824,1;
16I141110: Nossa Senhora do Pranto;4387,2;
16I141111: União das freguesias de Areias e Pias;1889,2;
16I1413: Mação;2610,9;
16I141302: Amêndoa;2024,8;
16I141303: Cardigos;4546,9;
16I141304: Carvoeiro;2597,9;
16I141305: Envendos;2970,1;
16I141307: Ortiga;1312,8;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1723,2;
16I1421: Ourém;7432,1;
16I142101: Alburitel;2492,8;
16I142102: Atouguia;2303,6;
16I142104: Caxarias;1930,6;
16I142105: Espite;1505,4;
16I142106: Fátima;2268,3;
16I142115: Nossa Senhora da Piedade;2680,9;
16I142111: Nossa Senhora das Misericórdias;23298,2;
16I142113: Seiça;3250;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;3344,6;
16I142120: União das freguesias de Gondemaria e Olival;3359,3;
16I142121: União das freguesias de Matas e Cercal;2439,3;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;3902,9;
16I142114: Urqueira;33821,2;
16I1417: Sardoal;1633,6;
16I141701: Alcaravela;1462;
16I141702: Santiago de Montalegre;1412,1;
16I141703: Sardoal;1575,2;
16I141704: Valhascos;2555,6;
16I0509: Sertã;2391,1;
16I050901: Cabeçudo;1969,1;
16I050902: Carvalhal;1390,7;
16I050903: Castelo;1391,7;
16I050911: Pedrógão Pequeno;1706,3;
16I050912: Sertã;3820,7;
16I050913: Troviscal;1674,9;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;2440,4;
16I050916: União das freguesias de Cumeada e Marmeleiro;2804,8;
16I050917: União das freguesias de Ermida e Figueiredo;1765,1;
16I050914: Várzea dos Cavaleiros;1906,3;
16I1418: Tomar;6794,9;
16I141802: Asseiceira;36589,5;
16I141804: Carregueiros;4134,6;
16I141808: Olalhas;2878,7;
16I141809: Paialvo;10019,7;
16I141814: Sabacheira;1452,4;
16I141813: São Pedro de Tomar;4224,9;
16I141817: União das freguesias de Além da Ribeira e Pedreira;1399;
16I141818: União das freguesias de Casais e Alviobeira;2075,6;
16I141819: União das freguesias de Madalena e Beselga;8676,9;
16I141820: União das freguesias de Serra e Junceira;1431,3;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;5949,2;
16I1419: Torres Novas;6682,6;
16I141902: Assentiz;3445,1;
16I141904: Chancelaria;6736,1;
16I141917: Meia Via;- -;
16I141909: Pedrógão;4107,9;
16I141910: Riachos;22341,1;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;4235,5;
16I141919: União das freguesias de Olaia e Paço;5257;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);11164,8;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;7631;
16I141916: Zibreira;3327,3;
16I0510: Vila de Rei;2469,2;
16I051001: Fundada;1507,6;
16I051002: São João do Peso;1230,6;
16I051003: Vila de Rei;2999;
16I1420: Vila Nova da Barquinha;8809;
16I142001: Atalaia;2945,7;
16I142002: Praia do Ribatejo;24445,8;
16I142003: Tancos;8569,9;
16I142006: Vila Nova da Barquinha;3722,5;
16J: Beiras e Serra da Estrela;6030,1;
16J0902: Almeida;9077,5;
16J090203: Almeida;13923,3;
16J090207: Castelo Bom;6102,6;
16J090209: Freineda;9219,5;
16J090210: Freixo;13176;
16J090213: Malhada Sorda;9577,9;
16J090219: Nave de Haver;5753,3;
16J090224: São Pedro de Rio Seco;5897,7;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;6685;
16J090231: União das freguesias de Azinhal, Peva e Valverde;9668,9;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;5911,1;
16J090233: União das freguesias de Junça e Naves;10171,2;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;7936;
16J090235: União das freguesias de Malpartida e Vale de Coelha;13871,8;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;3558,6;
16J090227: Vale da Mula;27251,8;
16J090229: Vilar Formoso;7538,5;
16J0501: Belmonte;6974,2;
16J050102: Caria;8753,6;
16J050104: Inguias;7567,8;
16J050105: Maçainhas;3714,3;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;6264,2;
16J0903: Celorico da Beira;5426,9;
16J090302: Baraçal;4088,6;
16J090304: Carrapichana;3659,8;
16J090322: Casas do Soeiro;3909,2;
16J090306: Forno Telheiro;8392,4;
16J090307: Lajeosa do Mondego;5849,9;
16J090308: Linhares;4946,2;
16J090309: Maçal do Chão;7792,1;
16J090310: Mesquitela;6752,6;
16J090311: Minhocal;8359;
16J090312: Prados;9149,2;
16J090314: Ratoeira;2750,8;
16J090323: União das freguesias de Açores e Velosa;6997,1;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;5227;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;5236,6;
16J090326: União das freguesias de Rapa e Cadafaz;3101,9;
16J090318: Vale de Azares;2000,7;
16J0503: Covilhã;5970,1;
16J050302: Aldeia de São Francisco de Assis;2456;
16J050305: Boidobra;11984,7;
16J050308: Cortes do Meio;3466,1;
16J050309: Dominguizo;3262,2;
16J050310: Erada;1887,3;
16J050311: Ferro;7107,9;
16J050312: Orjais;9583,7;
16J050314: Paul;5887,4;
16J050315: Peraboa;5937,2;
16J050318: São Jorge da Beira;1142,3;
16J050322: Sobral de São Miguel;1368,5;
16J050324: Tortosendo;9531,7;
16J050325: Unhais da Serra;8500,5;
16J050332: União das freguesias de Barco e Coutada;2411,7;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;6175,6;
16J050334: União das freguesias de Casegas e Ourondo;1615;
16J050335: União das freguesias de Covilhã e Canhoso;7173,9;
16J050336: União das freguesias de Peso e Vales do Rio;2665,7;
16J050337: União das freguesias de Teixoso e Sarzedo;5546,6;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;10344,5;
16J050327: Verdelhos;3048,9;
16J0904: Figueira de Castelo Rodrigo;7498,6;
16J090403: Castelo Rodrigo;21624;
16J090406: Escalhão;6596,4;
16J090408: Figueira de Castelo Rodrigo;7667,8;
16J090410: Mata de Lobos;13307,5;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;4788,1;
16J090419: União das freguesias de Almofala e Escarigo;4476,2;
16J090420: União das freguesias de Cinco Vilas e Reigada;9445,7;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;5800;
16J090422: União das freguesias do Colmeal e Vilar Torpim;6371,8;
16J090415: Vermiosa;12380,3;
16J0905: Fornos de Algodres;5275,1;
16J090501: Algodres;4947,4;
16J090502: Casal Vasco;4643,8;
16J090504: Figueiró da Granja;3170,1;
16J090505: Fornos de Algodres;3624,8;
16J090507: Infias;6556,5;
16J090509: Maceira;7757,1;
16J090510: Matança;5279,7;
16J090511: Muxagata;12107,9;
16J090512: Queiriz;5753,2;
16J090517: União das freguesias de Cortiçô e Vila Chã;2737,6;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;6909,8;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;4063,9;
16J0504: Fundão;6392,6;
16J050401: Alcaide;9196,5;
16J050402: Alcaria;11187,3;
16J050403: Alcongosta;12332,9;
16J050406: Alpedrinha;8112,2;
16J050408: Barroca;849,2;
16J050410: Bogas de Cima;1770,2;
16J050411: Capinha;7294,1;
16J050412: Castelejo;2621,5;
16J050413: Castelo Novo;11036,1;
16J050431: Enxames;5094,8;
16J050416: Fatela;7007,6;
16J050419: Lavacolhos;1687,5;
16J050420: Orca;8685,2;
16J050421: Pêro Viseu;4210,8;
16J050424: Silvares;1681;
16J050425: Soalheira;7960,9;
16J050426: Souto da Casa;4600;
16J050427: Telhado;6518;
16J050432: Três Povos;7191,2;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;6837,5;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;1800,6;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;5849,7;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;6989,6;
16J0906: Gouveia;4354,3;
16J090602: Arcozelo;4343,7;
16J090603: Cativelos;5081,2;
16J090605: Folgosinho;7612,6;
16J090625: Gouveia;6519,9;
16J090612: Nespereira;5119,1;
16J090613: Paços da Serra;5419,8;
16J090614: Ribamondego;3046,1;
16J090617: São Paio;2353,4;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;3245,8;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;3905,8;
16J090626: União das freguesias de Melo e Nabais;3916,4;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;5266,1;
16J090628: União das freguesias de Rio Torto e Lagarinhos;3647,4;
16J090619: Vila Cortês da Serra;3302,5;
16J090620: Vila Franca da Serra;6567,7;
16J090621: Vila Nova de Tazem;3067,1;
16J0907: Guarda;7366,9;
16J090766: Adão;12420,1;
16J090703: Aldeia do Bispo;4391,6;
16J090704: Aldeia Viçosa;3241,2;
16J090705: Alvendre;5405,8;
16J090706: Arrifana;9796,3;
16J090708: Avelãs da Ribeira;6806,5;
16J090709: Benespera;4742,2;
16J090711: Casal de Cinza;6474,1;
16J090712: Castanheira;6172,9;
16J090713: Cavadoude;6614,5;
16J090714: Codesseiro;5511,9;
16J090716: Faia;5576,5;
16J090717: Famalicão;3575,1;
16J090718: Fernão Joanes;4731,6;
16J090757: Gonçalo;4874,3;
16J090721: Gonçalo Bocas;5267,1;
16J090758: Guarda;8670,1;
16J090759: Jarmelo São Miguel;6470,7;
16J090760: Jarmelo São Pedro;5248,8;
16J090722: João Antão;3001,8;
16J090723: Maçainhas;11443;
16J090724: Marmeleiro;7346,5;
16J090725: Meios;4969,6;
16J090728: Panoias de Cima;11309,4;
16J090729: Pega;13378,3;
16J090730: Pêra do Moço;6099;
16J090732: Porto da Carne;21663;
16J090734: Ramela;4812,7;
16J090738: Santana da Azinha;7499,8;
16J090744: Sobral da Serra;4980,8;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;7199;
16J090762: União de freguesias de Corujeira e Trinta;8819,9;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;3139,1;
16J090764: União de freguesias de Pousade e Albardo;3317,7;
16J090765: União de freguesias de Rochoso e Monte Margarida;7204,2;
16J090746: Vale de Estrela;8834,5;
16J090747: Valhelhas;48899,5;
16J090748: Vela;6274;
16J090749: Videmonte;6360,1;
16J090750: Vila Cortês do Mondego;8818,1;
16J090751: Vila Fernando;9748,4;
16J090752: Vila Franca do Deão;7295,5;
16J090753: Vila Garcia;7910,7;
16J0908: Manteigas;3933;
16J090802: Manteigas (Santa Maria);4043,8;
16J090803: Manteigas (São Pedro);4018,8;
16J090801: Sameiro;1884,2;
16J090804: Vale de Amoreira;5754,9;
16J0909: Mêda;4913,2;
16J090901: Aveloso;6413,8;
16J090902: Barreira;4035,3;
16J090905: Coriscada;4185,6;
16J090907: Longroiva;4713,9;
16J090908: Marialva;4843,6;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;4275,3;
16J090912: Poço do Canto;4298,8;
16J090918: Prova e Casteição;5894,4;
16J090914: Rabaçal;7299,4;
16J090915: Ranhados;7884,5;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;4204,4;
16J0910: Pinhel;5872,4;
16J091028: Agregação das freguesias Sul de Pinhel;5099,3;
16J091032: Alto do Palurdo;5068;
16J091029: Alverca da Beira/Bouça Cova;4095,6;
16J091009: Ervedosa;5525,9;
16J091010: Freixedas;7116,7;
16J091012: Lamegal;5776,1;
16J091013: Lameiras;5640,1;
16J091014: Manigoto;10478,9;
16J091015: Pala;6088,3;
16J091017: Pinhel;4640,4;
16J091018: Pínzio;5629,9;
16J091024: Souro Pires;6099,6;
16J091030: Terras de Massueime;10276,6;
16J091035: União das freguesias de Atalaia e Safurdão;4610,1;
16J091031: Valbom/Bogalhal;4793,8;
16J091033: Vale do Côa;4716,6;
16J091034: Vale do Massueime;6122,6;
16J091027: Vascoveiro;10148;
16J0911: Sabugal;5873,3;
16J091101: Águas Belas;5545,7;
16J091103: Aldeia da Ponte;10449,5;
16J091102: Aldeia do Bispo;4655,2;
16J091106: Aldeia Velha;3753,9;
16J091107: Alfaiates;3770,6;
16J091109: Baraçal;14404;
16J091110: Bendada;4807,6;
16J091111: Bismula;5985;
16J091112: Casteleiro;5331,1;
16J091113: Cerdeira;4604,2;
16J091114: Fóios;8981,2;
16J091118: Malcata;2857,8;
16J091120: Nave;4703;
16J091123: Quadrazais;7105,3;
16J091124: Quintas de São Bartolomeu;4522;
16J091125: Rapoula do Côa;5732,5;
16J091126: Rebolosa;7094,6;
16J091127: Rendo;4737,3;
16J091133: Sortelha;5420,7;
16J091134: Souto;7831;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;10366,8;
16J091142: União das freguesias de Lajeosa e Forcalhos;6329,8;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;3984;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;5302;
16J091146: União das freguesias de Santo Estêvão e Moita;2809,7;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;5968,9;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;8120,4;
16J091136: Vale de Espinho;5081,9;
16J091138: Vila Boa;5949,9;
16J091139: Vila do Touro;4647,4;
16J0912: Seia;3643,5;
16J091201: Alvoco da Serra;1935,6;
16J091205: Girabolhos;5129;
16J091207: Loriga;4219,3;
16J091208: Paranhos;6511,7;
16J091209: Pinhanços;6186,4;
