
Statistical table extracted on October 18, 2022 (23:21:13)
http://www.ine.pt



Geographic localization (NUTS -2013);Value of total standard production (?) of agricultural holdings by Geographic localization (NUTS -2013) -  Decennial (1) ;
16G181608: Pindelo dos Milagres;2155625;
16G181609: Pinho;845217;
16G181612: São Félix;281445;
16G181615: Serrazes;2436305;
16G181616: Sul;2598442;
16G181620: União das freguesias de Carvalhais e Candal;3099912;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;1466654;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;518557;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;4643043;
16G181617: Valadares;737675;
16G181619: Vila Maior;2441126;
16G1817: Sátão;18940208;
16G181702: Avelal;398693;
16G181704: Ferreira de Aves;6462110;
16G181706: Mioma;950001;
16G181707: Rio de Moinhos;953297;
16G181709: São Miguel de Vila Boa;1183266;
16G181710: Sátão;2803995;
16G181711: Silvã de Cima;1396892;
16G181713: União das freguesias de Águas Boas e Forles;402251;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;4389703;
16G1821: Tondela;23147092;
16G182102: Campo de Besteiros;424229;
16G182103: Canas de Santa Maria;1855247;
16G182105: Castelões;424402;
16G182106: Dardavaz;2131543;
16G182107: Ferreirós do Dão;128715;
16G182108: Guardão;1619028;
16G182109: Lajeosa do Dão;689423;
16G182110: Lobão da Beira;1494536;
16G182111: Molelos;467715;
16G182116: Parada de Gonta;492203;
16G182118: Santiago de Besteiros;1564427;
16G182122: Tonda;230687;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;1173850;
16G182128: União das freguesias de Caparrosa e Silvares;382787;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;2481996;
16G182130: União das freguesias de São João do Monte e Mosteirinho;532841;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;1264885;
16G182132: União das freguesias de Tondela e Nandufe;3469789;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;2318787;
16G1822: Vila Nova de Paiva;15996716;
16G182203: Pendilhe;1123289;
16G182204: Queiriga;1093179;
16G182205: Touro;8810844;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;1951181;
16G182206: Vila Cova à Coelheira;3018224;
16G1823: Viseu;23405701;
16G182301: Abraveses;444259;
16G182304: Bodiosa;802542;
16G182305: Calde;406922;
16G182306: Campo;525642;
16G182307: Cavernães;498694;
16G182310: Cota;1623232;
16G182337: Coutos de Viseu;873557;
16G182315: Fragosela;1216484;
16G182316: Lordosa;3502177;
16G182318: Mundão;359233;
16G182319: Orgens;327304;
16G182320: Povolide;1466125;
16G182321: Ranhados;122049;
16G182339: Repeses e São Salvador;375429;
16G182322: Ribafeita;595372;
16G182323: Rio de Loba;267852;
16G182325: Santos Evos;1800792;
16G182340: São Cipriano e Vil de Souto;1352900;
16G182327: São João de Lourosa;1704763;
16G182329: São Pedro de France;890344;
16G182317: Silgueiros;1490275;
16G182335: União das freguesias de Barreiros e Cepões;898719;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;948357;
16G182338: Faíl e Vila Chã de Sá;769171;
16G182341: Viseu;143505;
16G1824: Vouzela;18216113;
16G182401: Alcofra;3607836;
16G182403: Campia;3695527;
16G182407: Fornelo do Monte;77852;
16G182409: Queirã;3832156;
16G182410: São Miguel do Mato;1055671;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;2629516;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;356171;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;716120;
16G182411: Ventosa;2245264;
16H: Beira Baixa;124872915;
16H0502: Castelo Branco;35299840;
16H050201: Alcains;1907212;
16H050202: Almaceda;716019;
16H050203: Benquerenças;1228546;
16H050205: Castelo Branco;4209109;
16H050211: Lardosa;3689759;
16H050212: Louriçal do Campo;1517304;
16H050214: Malpica do Tejo;4195574;
16H050216: Monforte da Beira;2625962;
16H050220: Salgueiro do Campo;316069;
16H050221: Santo André das Tojeiras;1234218;
16H050222: São Vicente da Beira;1545107;
16H050223: Sarzedas;1939425;
16H050225: Tinalhas;616568;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;775760;
16H050227: União das freguesias de Escalos de Baixo e Mata;2649175;
16H050228: União das freguesias de Escalos de Cima e Lousa;1882346;
16H050229: União das freguesias de Freixial e Juncal do Campo;740983;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;1022050;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;2488654;
16H0505: Idanha-a-Nova;52514069;
16H050502: Aldeia de Santa Margarida;411821;
16H050505: Ladoeiro;5230172;
16H050506: Medelim;994288;
16H050509: Oledo;982041;
16H050510: Penha Garcia;1057813;
16H050511: Proença-a-Velha;1134896;
16H050512: Rosmaninhal;6068229;
16H050514: São Miguel de Acha;1505599;
16H050516: Toulões;1367542;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;20463981;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;3393329;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;3192834;
16H050521: União das freguesias de Zebreira e Segura;6711523;
16H0506: Oleiros;2803921;
16H050601: Álvaro;80996;
16H050603: Cambas;55895;
16H050613: Estreito-Vilar Barroco;1104058;
16H050605: Isna;77325;
16H050606: Madeirã;179161;
16H050607: Mosteiro;78024;
16H050614: Oleiros-Amieira;631046;
16H050609: Orvalho;468860;
16H050610: Sarnadas de São Simão;53188;
16H050611: Sobral;75366;
16H0507: Penamacor;11996267;
16H050704: Aranhas;218195;
16H050706: Benquerença;1043982;
16H050707: Meimão;399367;
16H050708: Meimoa;660487;
16H050710: Penamacor;5890428;
16H050711: Salvador;1316734;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;1135113;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;1011302;
16H050712: Vale da Senhora da Póvoa;320658;
16H0508: Proença-a-Nova;14285513;
16H050802: Montes da Senhora;728582;
16H050805: São Pedro do Esteval;615762;
16H050807: União das freguesias de Proença-a-Nova e Peral;11662736;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1278434;
16H0511: Vila Velha de Ródão;7973306;
16H051101: Fratel;636605;
16H051102: Perais;4182369;
16H051103: Sarnadas de Ródão;550697;
16H051104: Vila Velha de Ródão;2603635;
16I: Médio Tejo;123686165;
16I1401: Abrantes;12444308;
16I140104: Bemposta;2571093;
16I140119: Carvalhal;29407;
16I140118: Fontes;52702;
16I140105: Martinchel;331188;
16I140106: Mouriscas;1044996;
16I140107: Pego;1238964;
16I140108: Rio de Moinhos;344788;
16I140115: Tramagal;1353157;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;1361226;
16I140121: União das freguesias de Aldeia do Mato e Souto;118049;
16I140122: União das freguesias de Alvega e Concavada;1501296;
16I140123: União das freguesias de São Facundo e Vale das Mós;1655283;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;842157;
16I1402: Alcanena;3246522;
16I140202: Bugalhos;485937;
16I140206: Minde;143256;
16I140207: Moitas Venda;125860;
16I140208: Monsanto;307365;
16I140209: Serra de Santo António;1007730;
16I140211: União das freguesias de Alcanena e Vila Moreira;460947;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;715426;
16I1408: Constância;2026554;
16I140801: Constância;121096;
16I140802: Montalvo;858814;
16I140803: Santa Margarida da Coutada;1046643;
16I1410: Entroncamento;963490;
16I141002: Nossa Senhora de Fátima;218804;
16I141001: São João Baptista;744686;
16I1411: Ferreira do Zêzere;31468688;
16I141101: Águas Belas;4351585;
16I141103: Beco;657921;
16I141104: Chãos;176171;
16I141106: Ferreira do Zêzere;5275947;
16I141107: Igreja Nova do Sobral;88883;
16I141110: Nossa Senhora do Pranto;15396130;
16I141111: União das freguesias de Areias e Pias;5522052;
16I1413: Mação;3322848;
16I141302: Amêndoa;302278;
16I141303: Cardigos;740033;
16I141304: Carvoeiro;246578;
16I141305: Envendos;1046879;
16I141307: Ortiga;126974;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;860107;
16I1421: Ourém;22966205;
16I142101: Alburitel;227443;
16I142102: Atouguia;332198;
16I142104: Caxarias;277369;
16I142105: Espite;57890;
16I142106: Fátima;909187;
16I142115: Nossa Senhora da Piedade;687365;
16I142111: Nossa Senhora das Misericórdias;3868991;
16I142113: Seiça;378655;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;1128903;
16I142120: União das freguesias de Gondemaria e Olival;925265;
16I142121: União das freguesias de Matas e Cercal;175186;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;1117609;
16I142114: Urqueira;12880144;
16I1417: Sardoal;1318688;
16I141701: Alcaravela;564298;
16I141702: Santiago de Montalegre;22311;
16I141703: Sardoal;533803;
16I141704: Valhascos;198276;
16I0509: Sertã;6909571;
16I050901: Cabeçudo;532692;
16I050902: Carvalhal;161437;
16I050903: Castelo;442866;
16I050911: Pedrógão Pequeno;442906;
16I050912: Sertã;2566989;
16I050913: Troviscal;420017;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;997270;
16I050916: União das freguesias de Cumeada e Marmeleiro;408279;
16I050917: União das freguesias de Ermida e Figueiredo;545818;
16I050914: Várzea dos Cavaleiros;391297;
16I1418: Tomar;16792673;
16I141802: Asseiceira;3478727;
16I141804: Carregueiros;198248;
16I141808: Olalhas;512874;
16I141809: Paialvo;2071553;
16I141814: Sabacheira;558175;
16I141813: São Pedro de Tomar;1125038;
16I141817: União das freguesias de Além da Ribeira e Pedreira;173422;
16I141818: União das freguesias de Casais e Alviobeira;852774;
16I141819: União das freguesias de Madalena e Beselga;6280284;
16I141820: União das freguesias de Serra e Junceira;1009091;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;532487;
16I1419: Torres Novas;19105744;
16I141902: Assentiz;3753067;
16I141904: Chancelaria;1546449;
16I141917: Meia Via;215120;
16I141909: Pedrógão;930810;
16I141910: Riachos;1344918;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;2914020;
16I141919: União das freguesias de Olaia e Paço;3079257;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);3946858;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1027824;
16I141916: Zibreira;347419;
16I0510: Vila de Rei;2227949;
16I051001: Fundada;60093;
16I051002: São João do Peso;495258;
16I051003: Vila de Rei;1672598;
16I1420: Vila Nova da Barquinha;892927;
16I142001: Atalaia;52702;
16I142002: Praia do Ribatejo;587439;
16I142003: Tancos;43997;
16I142006: Vila Nova da Barquinha;208789;
16J: Beiras e Serra da Estrela;240546676;
16J0902: Almeida;10313234;
16J090203: Almeida;1494555;
16J090207: Castelo Bom;325001;
16J090209: Freineda;700576;
16J090210: Freixo;435289;
16J090213: Malhada Sorda;905160;
16J090219: Nave de Haver;372195;
16J090224: São Pedro de Rio Seco;492502;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;542475;
16J090231: União das freguesias de Azinhal, Peva e Valverde;1103721;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;646188;
16J090233: União das freguesias de Junça e Naves;464896;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;482616;
16J090235: União das freguesias de Malpartida e Vale de Coelha;698624;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;409796;
16J090227: Vale da Mula;873969;
16J090229: Vilar Formoso;365670;
16J0501: Belmonte;7732863;
16J050102: Caria;3275829;
16J050104: Inguias;1352622;
16J050105: Maçainhas;279332;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;2825080;
16J0903: Celorico da Beira;12194299;
16J090302: Baraçal;258745;
16J090304: Carrapichana;118854;
16J090322: Casas do Soeiro;155311;
16J090306: Forno Telheiro;941244;
16J090307: Lajeosa do Mondego;1131132;
16J090308: Linhares;595159;
16J090309: Maçal do Chão;622811;
16J090310: Mesquitela;810640;
16J090311: Minhocal;989176;
16J090312: Prados;1892226;
16J090314: Ratoeira;1005847;
16J090323: União das freguesias de Açores e Velosa;668538;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;1218727;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;548769;
16J090326: União das freguesias de Rapa e Cadafaz;605122;
16J090318: Vale de Azares;632000;
16J0503: Covilhã;27284696;
16J050302: Aldeia de São Francisco de Assis;2673;
16J050305: Boidobra;1410004;
16J050308: Cortes do Meio;374134;
16J050309: Dominguizo;478716;
16J050310: Erada;334300;
16J050311: Ferro;5131813;
16J050312: Orjais;5579462;
16J050314: Paul;591999;
16J050315: Peraboa;2504841;
16J050318: São Jorge da Beira;41900;
16J050322: Sobral de São Miguel;44363;
16J050324: Tortosendo;1532059;
16J050325: Unhais da Serra;544685;
16J050332: União das freguesias de Barco e Coutada;143838;
16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;195483;
16J050334: União das freguesias de Casegas e Ourondo;409458;
16J050335: União das freguesias de Covilhã e Canhoso;1028568;
16J050336: União das freguesias de Peso e Vales do Rio;298984;
16J050337: União das freguesias de Teixoso e Sarzedo;2891055;
16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;3427233;
16J050327: Verdelhos;319127;
16J0904: Figueira de Castelo Rodrigo;22098730;
16J090403: Castelo Rodrigo;1498260;
16J090406: Escalhão;2224066;
16J090408: Figueira de Castelo Rodrigo;1148916;
16J090410: Mata de Lobos;1149758;
16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;2112537;
16J090419: União das freguesias de Almofala e Escarigo;1363055;
16J090420: União das freguesias de Cinco Vilas e Reigada;2202735;
16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;2153795;
16J090422: União das freguesias do Colmeal e Vilar Torpim;5947399;
16J090415: Vermiosa;2298207;
16J0905: Fornos de Algodres;5545398;
16J090501: Algodres;541457;
16J090502: Casal Vasco;183181;
16J090504: Figueiró da Granja;500834;
16J090505: Fornos de Algodres;1152052;
16J090507: Infias;147531;
16J090509: Maceira;286879;
16J090510: Matança;350818;
16J090511: Muxagata;373689;
16J090512: Queiriz;570651;
16J090517: União das freguesias de Cortiçô e Vila Chã;175877;
16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;519560;
16J090519: União das freguesias de Sobral Pichorro e Fuinhas;742870;
16J0504: Fundão;52818322;
16J050401: Alcaide;2013839;
16J050402: Alcaria;2481039;
16J050403: Alcongosta;2641172;
16J050406: Alpedrinha;2177377;
16J050408: Barroca;96788;
16J050410: Bogas de Cima;323745;
16J050411: Capinha;2360185;
16J050412: Castelejo;2124960;
16J050413: Castelo Novo;5212553;
16J050431: Enxames;1140722;
16J050416: Fatela;686189;
16J050419: Lavacolhos;727785;
16J050420: Orca;2401770;
16J050421: Pêro Viseu;1425720;
16J050424: Silvares;351696;
16J050425: Soalheira;877152;
16J050426: Souto da Casa;1196982;
16J050427: Telhado;2562323;
16J050432: Três Povos;4307278;
16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;8847901;
16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;141037;
16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;2990473;
16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;5729636;
16J0906: Gouveia;9868537;
16J090602: Arcozelo;1523548;
16J090603: Cativelos;891803;
16J090605: Folgosinho;820069;
16J090625: Gouveia;807944;
16J090612: Nespereira;243140;
16J090613: Paços da Serra;253937;
16J090614: Ribamondego;125018;
16J090617: São Paio;325053;
16J090623: União das freguesias de Aldeias e Mangualde da Serra;366453;
16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;348535;
16J090626: União das freguesias de Melo e Nabais;867343;
16J090627: União das freguesias de Moimenta da Serra e Vinhó;1052719;
16J090628: União das freguesias de Rio Torto e Lagarinhos;710007;
16J090619: Vila Cortês da Serra;498026;
16J090620: Vila Franca da Serra;293311;
16J090621: Vila Nova de Tazem;741630;
16J0907: Guarda;18852155;
16J090766: Adão;208914;
16J090703: Aldeia do Bispo;207828;
16J090704: Aldeia Viçosa;326093;
16J090705: Alvendre;283396;
16J090706: Arrifana;535866;
16J090708: Avelãs da Ribeira;442173;
16J090709: Benespera;362108;
16J090711: Casal de Cinza;807875;
16J090712: Castanheira;245922;
16J090713: Cavadoude;332074;
16J090714: Codesseiro;405551;
16J090716: Faia;676005;
16J090717: Famalicão;267073;
16J090718: Fernão Joanes;188021;
16J090757: Gonçalo;1039252;
16J090721: Gonçalo Bocas;251202;
16J090758: Guarda;1398025;
16J090759: Jarmelo São Miguel;611131;
16J090760: Jarmelo São Pedro;669428;
16J090722: João Antão;65559;
16J090723: Maçainhas;614759;
16J090724: Marmeleiro;828173;
16J090725: Meios;191327;
16J090728: Panoias de Cima;419200;
16J090729: Pega;90137;
16J090730: Pêra do Moço;523227;
16J090732: Porto da Carne;33008;
16J090734: Ramela;210018;
16J090738: Santana da Azinha;423471;
16J090744: Sobral da Serra;312065;
16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;389748;
16J090762: União de freguesias de Corujeira e Trinta;351124;
16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;207438;
16J090764: União de freguesias de Pousade e Albardo;380348;
16J090765: União de freguesias de Rochoso e Monte Margarida;442734;
16J090746: Vale de Estrela;177354;
16J090747: Valhelhas;677034;
16J090748: Vela;486450;
16J090749: Videmonte;841167;
16J090750: Vila Cortês do Mondego;101273;
16J090751: Vila Fernando;858871;
16J090752: Vila Franca do Deão;382625;
16J090753: Vila Garcia;587107;
16J0908: Manteigas;866473;
16J090802: Manteigas (Santa Maria);363880;
16J090803: Manteigas (São Pedro);329518;
16J090801: Sameiro;144385;
16J090804: Vale de Amoreira;28690;
16J0909: Mêda;11727692;
16J090901: Aveloso;501433;
16J090902: Barreira;356069;
16J090905: Coriscada;1167210;
16J090907: Longroiva;1689366;
16J090908: Marialva;440018;
16J090917: Mêda, Outeiro de Gatos e Fonte Longa;2099109;
16J090912: Poço do Canto;1027715;
16J090918: Prova e Casteição;1042174;
16J090914: Rabaçal;696317;
16J090915: Ranhados;1740167;
16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;968115;
16J0910: Pinhel;19747284;
16J091028: Agregação das freguesias Sul de Pinhel;1716363;
16J091032: Alto do Palurdo;1378640;
16J091029: Alverca da Beira/Bouça Cova;950766;
16J091009: Ervedosa;555441;
16J091010: Freixedas;1441273;
16J091012: Lamegal;760148;
16J091013: Lameiras;720049;
16J091014: Manigoto;651241;
16J091015: Pala;1364850;
16J091017: Pinhel;2594210;
16J091018: Pínzio;745366;
16J091024: Souro Pires;1181250;
16J091030: Terras de Massueime;837551;
16J091035: União das freguesias de Atalaia e Safurdão;736391;
16J091031: Valbom/Bogalhal;1771369;
16J091033: Vale do Côa;929439;
16J091034: Vale do Massueime;894799;
16J091027: Vascoveiro;518139;
16J0911: Sabugal;16056986;
16J091101: Águas Belas;132855;
16J091103: Aldeia da Ponte;775041;
16J091102: Aldeia do Bispo;77783;
16J091106: Aldeia Velha;271711;
16J091107: Alfaiates;619695;
16J091109: Baraçal;142607;
16J091110: Bendada;496149;
16J091111: Bismula;305429;
16J091112: Casteleiro;1661454;
16J091113: Cerdeira;137625;
16J091114: Fóios;643419;
16J091118: Malcata;37685;
16J091120: Nave;350938;
16J091123: Quadrazais;483703;
16J091124: Quintas de São Bartolomeu;244697;
16J091125: Rapoula do Côa;48466;
16J091126: Rebolosa;200592;
16J091127: Rendo;371797;
16J091133: Sortelha;439763;
16J091134: Souto;2135746;
16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;1217154;
16J091142: União das freguesias de Lajeosa e Forcalhos;799712;
16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;593525;
16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;521823;
16J091146: União das freguesias de Santo Estêvão e Moita;439673;
16J091147: União das freguesias de Seixo do Côa e Vale Longo;491695;
16J091145: União das freguesias do Sabugal e Aldeia de Santo António;1475535;
16J091136: Vale de Espinho;642491;
16J091138: Vila Boa;168567;
16J091139: Vila do Touro;129657;
16J0912: Seia;8479193;
16J091201: Alvoco da Serra;205902;
16J091205: Girabolhos;359937;
16J091207: Loriga;512961;
16J091208: Paranhos;1154974;
16J091209: Pinhanços;774990;
16J091210: Sabugueiro;50368;
16J091212: Sandomil;296211;
16J091213: Santa Comba;613931;
16J091216: Santiago;484790;
16J091219: Sazes da Beira;10489;
16J091221: Teixeira;99574;
16J091224: Travancinha;675623;
16J091230: União das freguesias de Carragozela e Várzea de Meruge;352973;
16J091231: União das freguesias de Sameice e Santa Eulália;610642;
16J091232: União das freguesias de Santa Marinha e São Martinho;404798;
16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;833848;
16J091234: União das freguesias de Torrozelo e Folhadosa;145945;
16J091235: União das freguesias de Tourais e Lajes;752384;
16J091236: União das freguesias de Vide e Cabeça;79479;
16J091225: Valezim;23990;
16J091228: Vila Cova à Coelheira;35384;
16J0913: Trancoso;16960817;
16J091301: Aldeia Nova;928608;
16J091303: Castanheira;405461;
16J091304: Cogula;369345;
16J091305: Cótimos;338202;
16J091307: Fiães;490204;
16J091309: Granja;1013349;
16J091310: Guilheiro;1022650;
16J091311: Moimentinha;451702;
16J091312: Moreira de Rei;1236991;
16J091313: Palhais;88424;
16J091314: Póvoa do Concelho;541011;
16J091315: Reboleiro;271291;
16J091316: Rio de Mel;356954;
16J091321: Tamanhos;736125;
16J091330: União das freguesias de Freches e Torres;1044468;
16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;1489396;
16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;3416228;
16J091333: União das freguesias de Vale do Seixo e Vila Garcia;599786;
16J091334: União das freguesias de Vila Franca das Naves e Feital;1189658;
16J091335: União das freguesias de Vilares e Carnicães;555404;
16J091325: Valdujo;415561;
17: Área Metropolitana de Lisboa;313163976;
170: Área Metropolitana de Lisboa;313163976;
1701502: Alcochete;34445088;
170150201: Alcochete;33100022;
170150202: Samouco;129717;
170150203: São Francisco;1215349;
1701503: Almada;1168161;
170150303: Costa da Caparica;574364;
170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;34459;
170150313: União das freguesias de Caparica e Trafaria;280056;
170150314: União das freguesias de Charneca de Caparica e Sobreda;236712;
170150315: União das freguesias de Laranjeiro e Feijó;42570;
1701115: Amadora;93244;
170111512: Alfragide;- -;
170111513: Águas Livres;1798;
170111514: Encosta do Sol;56772;
170111515: Falagueira-Venda Nova;1361;
170111516: Mina de Água;22498;
170111517: Venteira;10816;
1701504: Barreiro;424390;
170150407: Santo António da Charneca;313484;
170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;77725;
170150410: União das freguesias de Barreiro e Lavradio;3231;
170150411: União das freguesias de Palhais e Coina;29951;
1701105: Cascais;680034;
170110501: Alcabideche;128167;
170110506: São Domingos de Rana;355104;
170110507: União das freguesias de Carcavelos e Parede;22023;
170110508: União das freguesias de Cascais e Estoril;174741;
1701106: Lisboa;243963;
170110601: Ajuda;37450;
170110602: Alcântara;157598;
170110654: Alvalade;- -;
170110655: Areeiro;- -;
170110656: Arroios;- -;
170110657: Avenidas Novas;- -;
170110607: Beato;- -;
170110658: Belém;4553;
170110608: Benfica;7490;
170110659: Campo de Ourique;2140;
170110610: Campolide;- -;
170110611: Carnide;- -;
170110660: Estrela;- -;
170110618: Lumiar;17591;
170110621: Marvila;2959;
170110661: Misericórdia;- -;
170110633: Olivais;9902;
170110662: Parque das Nações;- -;
170110663: Penha de França;- -;
170110664: Santa Clara;- -;
170110665: Santa Maria Maior;4280;
170110666: Santo António;- -;
170110639: São Domingos de Benfica;- -;
170110667: São Vicente;- -;
1701107: Loures;12465593;
170110702: Bucelas;2050351;
170110705: Fanhões;548689;
170110707: Loures;2642633;
170110708: Lousa;1014416;
170110731: União das freguesias de Camarate, Unhos e Apelação;82298;
170110726: União das freguesias de Moscavide e Portela;34571;
170110727: União das freguesias de Sacavém e Prior Velho;1866;
170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;148662;
170110729: União das freguesias de Santo Antão e São Julião do Tojal;5074803;
170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;867302;
1701109: Mafra;45595168;
170110902: Carvoeira;744887;
170110904: Encarnação;10379815;
170110906: Ericeira;643338;
170110909: Mafra;4036832;
170110911: Milharado;5778924;
170110913: Santo Isidoro;5854768;
170110918: União das freguesias de Azueira e Sobral da Abelheira;8731167;
170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;4868383;
170110920: União das freguesias de Igreja Nova e Cheleiros;1356235;
170110921: União das freguesias de Malveira e São Miguel de Alcainça;325727;
170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;2875092;
1701506: Moita;19963178;
170150601: Alhos Vedros;14419611;
170150603: Moita;4657966;
170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;60627;
170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;824974;
1701507: Montijo;60594353;
170150701: Canha;27195012;
170150704: Sarilhos Grandes;8173089;
170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;1128172;
170150710: União das freguesias de Montijo e Afonsoeiro;5103524;
170150711: União das freguesias de Pegões;18994556;
1701116: Odivelas;374662;
170111603: Odivelas;82439;
170111608: União das freguesias de Pontinha e Famões;106839;
170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;2866;
170111610: União das freguesias de Ramada e Caneças;182518;
1701110: Oeiras;250539;
170111002: Barcarena;47303;
170111009: Porto Salvo;7273;
170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;22799;
170111013: União das freguesias de Carnaxide e Queijas;32769;
170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;140394;
1701508: Palmela;59687567;
170150802: Palmela;7410498;
170150803: Pinhal Novo;8344154;
170150804: Quinta do Anjo;4649888;
170150806: União das freguesias de Poceirão e Marateca;39283027;
1701510: Seixal;982642;
170151002: Amora;186495;
170151005: Corroios;621043;
170151006: Fernão Ferro;109944;
170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;65160;
1701511: Sesimbra;7747886;
170151103: Quinta do Conde;10827;
170151101: Sesimbra (Castelo);7712840;
170151102: Sesimbra (Santiago);24219;
1701512: Setúbal;7739103;
170151207: Gâmbia-Pontes-Alto da Guerra;1994205;
170151208: Sado;162552;
170151205: Setúbal (São Sebastião);253557;
170151209: União das freguesias de Azeitão (São Lourenço e São Simão);3271812;
170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);2056976;
1701111: Sintra;21983494;
170111102: Algueirão-Mem Martins;2949562;
170111115: Casal de Cambra;13238;
170111105: Colares;1136047;
170111108: Rio de Mouro;170210;
170111122: União das freguesias de Agualva e Mira-Sintra;4596;
170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;8454724;
170111125: União das freguesias de Massamá e Monte Abraão;14980;
170111126: União das freguesias de Queluz e Belas;287998;
170111127: União das freguesias de São João das Lampas e Terrugem;8246906;
170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);696784;
170111124: União das freguesias do Cacém e São Marcos;8451;
1701114: Vila Franca de Xira;38724911;
