
Statistical table extracted on October 11, 2022 (17:18:29)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;
;16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;886;426;460;
;16I141919: União das freguesias de Olaia e Paço;490;261;229;
;16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);562;291;271;
;16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;401;211;190;
;16I141916: Zibreira;125;66;59;
;16I0510: Vila de Rei;620;325;295;
;16I051001: Fundada;60;34;26;
;16I051002: São João do Peso;58;30;28;
;16I051003: Vila de Rei;502;261;241;
;16I1420: Vila Nova da Barquinha;184;93;91;
;16I142001: Atalaia;31;16;15;
;16I142002: Praia do Ribatejo;84;39;45;
;16I142003: Tancos;11;7;4;
;16I142006: Vila Nova da Barquinha;58;31;27;
;16J: Beiras e Serra da Estrela;47398;24987;22411;
;16J0902: Almeida;2182;1174;1008;
;16J090203: Almeida;278;153;125;
;16J090207: Castelo Bom;104;59;45;
;16J090209: Freineda;128;69;59;
;16J090210: Freixo;95;48;47;
;16J090213: Malhada Sorda;93;51;42;
;16J090219: Nave de Haver;115;66;49;
;16J090224: São Pedro de Rio Seco;73;40;33;
;16J090230: União das freguesias de Amoreira, Parada e Cabreira;184;96;88;
;16J090231: União das freguesias de Azinhal, Peva e Valverde;218;123;95;
;16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;182;84;98;
;16J090233: União das freguesias de Junça e Naves;110;60;50;
;16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;157;86;71;
;16J090235: União das freguesias de Malpartida e Vale de Coelha;83;42;41;
;16J090236: União das freguesias de Miuzela e Porto de Ovelha;167;90;77;
;16J090227: Vale da Mula;95;51;44;
;16J090229: Vilar Formoso;100;56;44;
;16J0501: Belmonte;1325;717;608;
;16J050102: Caria;466;237;229;
;16J050104: Inguias;230;128;102;
;16J050105: Maçainhas;125;74;51;
;16J050106: União das freguesias de Belmonte e Colmeal da Torre;504;278;226;
;16J0903: Celorico da Beira;1877;993;884;
;16J090302: Baraçal;82;43;39;
;16J090304: Carrapichana;52;29;23;
;16J090322: Casas do Soeiro;49;23;26;
;16J090306: Forno Telheiro;191;107;84;
;16J090307: Lajeosa do Mondego;187;102;85;
;16J090308: Linhares;92;47;45;
;16J090309: Maçal do Chão;82;45;37;
;16J090310: Mesquitela;95;51;44;
;16J090311: Minhocal;86;43;43;
;16J090312: Prados;41;20;21;
;16J090314: Ratoeira;80;39;41;
;16J090323: União das freguesias de Açores e Velosa;214;118;96;
;16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;367;190;177;
;16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;81;45;36;
;16J090326: União das freguesias de Rapa e Cadafaz;100;54;46;
;16J090318: Vale de Azares;78;37;41;
;16J0503: Covilhã;3518;1956;1562;
;16J050302: Aldeia de São Francisco de Assis;17;7;10;
;16J050305: Boidobra;146;94;52;
;16J050308: Cortes do Meio;100;51;49;
;16J050309: Dominguizo;76;38;38;
;16J050310: Erada;97;73;24;
;16J050311: Ferro;611;343;268;
;16J050312: Orjais;178;98;80;
;16J050314: Paul;170;108;62;
;16J050315: Peraboa;344;169;175;
;16J050318: São Jorge da Beira;24;12;12;
;16J050322: Sobral de São Miguel;43;22;21;
;16J050324: Tortosendo;179;103;76;
;16J050325: Unhais da Serra;115;65;50;
;16J050332: União das freguesias de Barco e Coutada;157;97;60;
;16J050333: União das freguesias de Cantar-Galo e Vila do Carvalho;65;36;29;
;16J050334: União das freguesias de Casegas e Ourondo;111;56;55;
;16J050335: União das freguesias de Covilhã e Canhoso;182;100;82;
;16J050336: União das freguesias de Peso e Vales do Rio;145;83;62;
;16J050337: União das freguesias de Teixoso e Sarzedo;445;240;205;
;16J050338: União das freguesias de Vale Formoso e Aldeia do Souto;224;112;112;
;16J050327: Verdelhos;89;49;40;
;16J0904: Figueira de Castelo Rodrigo;3213;1631;1582;
;16J090403: Castelo Rodrigo;99;50;49;
;16J090406: Escalhão;449;219;230;
;16J090408: Figueira de Castelo Rodrigo;238;118;120;
;16J090410: Mata de Lobos;150;74;76;
;16J090418: União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;389;194;195;
;16J090419: União das freguesias de Almofala e Escarigo;451;225;226;
;16J090420: União das freguesias de Cinco Vilas e Reigada;268;147;121;
;16J090421: União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;548;289;259;
;16J090422: União das freguesias do Colmeal e Vilar Torpim;352;182;170;
;16J090415: Vermiosa;269;133;136;
;16J0905: Fornos de Algodres;1457;749;708;
;16J090501: Algodres;190;94;96;
;16J090502: Casal Vasco;68;36;32;
;16J090504: Figueiró da Granja;119;58;61;
;16J090505: Fornos de Algodres;223;112;111;
;16J090507: Infias;50;25;25;
;16J090509: Maceira;72;38;34;
;16J090510: Matança;83;43;40;
;16J090511: Muxagata;83;44;39;
;16J090512: Queiriz;114;58;56;
;16J090517: União das freguesias de Cortiçô e Vila Chã;97;42;55;
;16J090518: União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão;185;101;84;
;16J090519: União das freguesias de Sobral Pichorro e Fuinhas;173;98;75;
;16J0504: Fundão;7320;3899;3421;
;16J050401: Alcaide;295;169;126;
;16J050402: Alcaria;220;127;93;
;16J050403: Alcongosta;150;79;71;
;16J050406: Alpedrinha;223;117;106;
;16J050408: Barroca;95;47;48;
;16J050410: Bogas de Cima;150;67;83;
;16J050411: Capinha;181;92;89;
;16J050412: Castelejo;429;208;221;
;16J050413: Castelo Novo;182;109;73;
;16J050431: Enxames;362;191;171;
;16J050416: Fatela;209;105;104;
;16J050419: Lavacolhos;61;36;25;
;16J050420: Orca;444;236;208;
;16J050421: Pêro Viseu;235;125;110;
;16J050424: Silvares;92;48;44;
;16J050425: Soalheira;173;98;75;
;16J050426: Souto da Casa;317;170;147;
;16J050427: Telhado;356;195;161;
;16J050432: Três Povos;362;203;159;
;16J050434: União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo;1456;796;660;
;16J050433: União das freguesias de Janeiro de Cima e Bogas de Baixo;228;124;104;
;16J050435: União das freguesias de Póvoa de Atalaia e Atalaia do Campo;324;165;159;
;16J050436: União das freguesias de Vale de Prazeres e Mata da Rainha;776;392;384;
;16J0906: Gouveia;2531;1312;1219;
;16J090602: Arcozelo;209;101;108;
;16J090603: Cativelos;145;73;72;
;16J090605: Folgosinho;111;64;47;
;16J090625: Gouveia;178;88;90;
;16J090612: Nespereira;148;76;72;
;16J090613: Paços da Serra;131;67;64;
;16J090614: Ribamondego;58;27;31;
;16J090617: São Paio;154;80;74;
;16J090623: União das freguesias de Aldeias e Mangualde da Serra;125;58;67;
;16J090624: União das freguesias de Figueiró da Serra e Freixo da Serra;131;68;63;
;16J090626: União das freguesias de Melo e Nabais;209;128;81;
;16J090627: União das freguesias de Moimenta da Serra e Vinhó;261;138;123;
;16J090628: União das freguesias de Rio Torto e Lagarinhos;121;63;58;
;16J090619: Vila Cortês da Serra;101;55;46;
;16J090620: Vila Franca da Serra;83;39;44;
;16J090621: Vila Nova de Tazem;366;187;179;
;16J0907: Guarda;5256;2839;2417;
;16J090766: Adão;133;71;62;
;16J090703: Aldeia do Bispo;99;56;43;
;16J090704: Aldeia Viçosa;111;67;44;
;16J090705: Alvendre;58;31;27;
;16J090706: Arrifana;81;44;37;
;16J090708: Avelãs da Ribeira;136;77;59;
;16J090709: Benespera;138;77;61;
;16J090711: Casal de Cinza;193;101;92;
;16J090712: Castanheira;38;27;11;
;16J090713: Cavadoude;115;53;62;
;16J090714: Codesseiro;98;51;47;
;16J090716: Faia;147;68;79;
;16J090717: Famalicão;116;63;53;
;16J090718: Fernão Joanes;46;23;23;
;16J090757: Gonçalo;370;217;153;
;16J090721: Gonçalo Bocas;64;37;27;
;16J090758: Guarda;358;198;160;
;16J090759: Jarmelo São Miguel;179;88;91;
;16J090760: Jarmelo São Pedro;175;97;78;
;16J090722: João Antão;53;29;24;
;16J090723: Maçainhas;81;37;44;
;16J090724: Marmeleiro;202;106;96;
;16J090725: Meios;49;27;22;
;16J090728: Panoias de Cima;89;49;40;
;16J090729: Pega;22;12;10;
;16J090730: Pêra do Moço;215;108;107;
;16J090732: Porto da Carne;34;20;14;
;16J090734: Ramela;124;70;54;
;16J090738: Santana da Azinha;129;66;63;
;16J090744: Sobral da Serra;97;50;47;
;16J090761: União de freguesias de Avelãs de Ambom e Rocamondo;91;45;46;
;16J090762: União de freguesias de Corujeira e Trinta;71;42;29;
;16J090763: União de freguesias de Mizarela, Pêro Soares e Vila Soeiro;149;79;70;
;16J090764: União de freguesias de Pousade e Albardo;118;69;49;
;16J090765: União de freguesias de Rochoso e Monte Margarida;98;52;46;
;16J090746: Vale de Estrela;39;22;17;
;16J090747: Valhelhas;82;44;38;
;16J090748: Vela;253;136;117;
;16J090749: Videmonte;177;90;87;
;16J090750: Vila Cortês do Mondego;45;23;22;
;16J090751: Vila Fernando;169;101;68;
;16J090752: Vila Franca do Deão;91;51;40;
;16J090753: Vila Garcia;123;65;58;
;16J0908: Manteigas;179;104;75;
;16J090802: Manteigas (Santa Maria);69;39;30;
;16J090803: Manteigas (São Pedro);50;29;21;
;16J090801: Sameiro;41;23;18;
;16J090804: Vale de Amoreira;19;13;6;
;16J0909: Mêda;3171;1697;1474;
;16J090901: Aveloso;156;86;70;
;16J090902: Barreira;139;73;66;
;16J090905: Coriscada;229;121;108;
;16J090907: Longroiva;360;191;169;
;16J090908: Marialva;177;100;77;
;16J090917: Mêda, Outeiro de Gatos e Fonte Longa;762;430;332;
;16J090912: Poço do Canto;359;194;165;
;16J090918: Prova e Casteição;225;116;109;
;16J090914: Rabaçal;226;120;106;
;16J090915: Ranhados;265;132;133;
;16J090919: União das freguesias de Vale Flor, Carvalhal e Pai Penela;273;134;139;
;16J0910: Pinhel;5487;2847;2640;
;16J091028: Agregação das freguesias Sul de Pinhel;324;171;153;
;16J091032: Alto do Palurdo;323;162;161;
;16J091029: Alverca da Beira/Bouça Cova;307;160;147;
;16J091009: Ervedosa;247;132;115;
;16J091010: Freixedas;380;205;175;
;16J091012: Lamegal;233;129;104;
;16J091013: Lameiras;227;116;111;
;16J091014: Manigoto;114;59;55;
;16J091015: Pala;363;175;188;
;16J091017: Pinhel;832;419;413;
;16J091018: Pínzio;222;122;100;
;16J091024: Souro Pires;364;189;175;
;16J091030: Terras de Massueime;170;94;76;
;16J091035: União das freguesias de Atalaia e Safurdão;271;161;110;
;16J091031: Valbom/Bogalhal;310;162;148;
;16J091033: Vale do Côa;390;198;192;
;16J091034: Vale do Massueime;310;145;165;
;16J091027: Vascoveiro;100;48;52;
;16J0911: Sabugal;3252;1709;1543;
;16J091101: Águas Belas;65;34;31;
;16J091103: Aldeia da Ponte;74;39;35;
;16J091102: Aldeia do Bispo;45;24;21;
;16J091106: Aldeia Velha;101;56;45;
;16J091107: Alfaiates;116;61;55;
;16J091109: Baraçal;49;24;25;
;16J091110: Bendada;181;93;88;
;16J091111: Bismula;49;28;21;
;16J091112: Casteleiro;182;97;85;
;16J091113: Cerdeira;46;21;25;
;16J091114: Fóios;211;114;97;
;16J091118: Malcata;72;33;39;
;16J091120: Nave;101;49;52;
;16J091123: Quadrazais;81;42;39;
;16J091124: Quintas de São Bartolomeu;39;24;15;
;16J091125: Rapoula do Côa;26;13;13;
;16J091126: Rebolosa;49;27;22;
;16J091127: Rendo;88;46;42;
;16J091133: Sortelha;169;88;81;
;16J091134: Souto;195;100;95;
;16J091141: União das freguesias de Aldeia da Ribeira, Vilar Maior e Badamalos;161;87;74;
;16J091142: União das freguesias de Lajeosa e Forcalhos;75;40;35;
;16J091143: União das freguesias de Pousafoles do Bispo, Pena Lobo e Lomba;165;87;78;
;16J091144: União das freguesias de Ruvina, Ruivós e Vale das Éguas;80;42;38;
;16J091146: União das freguesias de Santo Estêvão e Moita;186;95;91;
;16J091147: União das freguesias de Seixo do Côa e Vale Longo;89;46;43;
;16J091145: União das freguesias do Sabugal e Aldeia de Santo António;259;143;116;
;16J091136: Vale de Espinho;145;78;67;
;16J091138: Vila Boa;78;44;34;
;16J091139: Vila do Touro;75;34;41;
;16J0912: Seia;2849;1449;1400;
;16J091201: Alvoco da Serra;37;22;15;
;16J091205: Girabolhos;187;98;89;
;16J091207: Loriga;76;44;32;
;16J091208: Paranhos;266;134;132;
;16J091209: Pinhanços;99;45;54;
;16J091210: Sabugueiro;14;7;7;
;16J091212: Sandomil;162;89;73;
;16J091213: Santa Comba;183;90;93;
;16J091216: Santiago;172;77;95;
;16J091219: Sazes da Beira;17;11;6;
;16J091221: Teixeira;43;23;20;
;16J091224: Travancinha;166;79;87;
;16J091230: União das freguesias de Carragozela e Várzea de Meruge;146;76;70;
;16J091231: União das freguesias de Sameice e Santa Eulália;187;89;98;
;16J091232: União das freguesias de Santa Marinha e São Martinho;205;109;96;
;16J091233: União das freguesias de Seia, São Romão e Lapa dos Dinheiros;250;134;116;
;16J091234: União das freguesias de Torrozelo e Folhadosa;114;58;56;
;16J091235: União das freguesias de Tourais e Lajes;418;212;206;
;16J091236: União das freguesias de Vide e Cabeça;50;22;28;
;16J091225: Valezim;14;8;6;
;16J091228: Vila Cova à Coelheira;43;22;21;
;16J0913: Trancoso;3781;1911;1870;
;16J091301: Aldeia Nova;130;71;59;
;16J091303: Castanheira;102;55;47;
;16J091304: Cogula;155;82;73;
;16J091305: Cótimos;216;106;110;
;16J091307: Fiães;64;36;28;
;16J091309: Granja;91;48;43;
;16J091310: Guilheiro;161;81;80;
;16J091311: Moimentinha;63;35;28;
;16J091312: Moreira de Rei;394;190;204;
;16J091313: Palhais;37;19;18;
;16J091314: Póvoa do Concelho;140;67;73;
;16J091315: Reboleiro;58;27;31;
;16J091316: Rio de Mel;64;32;32;
;16J091321: Tamanhos;105;49;56;
;16J091330: União das freguesias de Freches e Torres;261;133;128;
;16J091331: União das freguesias de Torre do Terrenho, Sebadelhe da Serra e Terrenho;304;158;146;
;16J091332: União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;544;276;268;
;16J091333: União das freguesias de Vale do Seixo e Vila Garcia;249;120;129;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;223;116;107;
;16J091335: União das freguesias de Vilares e Carnicães;225;111;114;
;16J091325: Valdujo;195;99;96;
;17: Área Metropolitana de Lisboa;13525;7286;6239;
;170: Área Metropolitana de Lisboa;13525;7286;6239;
;1701502: Alcochete;187;104;83;
;170150201: Alcochete;151;82;69;
;170150202: Samouco;5;3;2;
;170150203: São Francisco;31;19;12;
;1701503: Almada;205;113;92;
;170150303: Costa da Caparica;73;45;28;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;23;13;10;
;170150313: União das freguesias de Caparica e Trafaria;48;25;23;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;42;21;21;
;170150315: União das freguesias de Laranjeiro e Feijó;19;9;10;
;1701115: Amadora;34;18;16;
;170111512: Alfragide;- -;- -;- -;
;170111513: Águas Livres;8;4;4;
;170111514: Encosta do Sol;9;4;5;
;170111515: Falagueira-Venda Nova;2;1;1;
;170111516: Mina de Água;11;6;5;
;170111517: Venteira;4;3;1;
;1701504: Barreiro;94;47;47;
;170150407: Santo António da Charneca;51;24;27;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;11;5;6;
;170150410: União das freguesias de Barreiro e Lavradio;2;1;1;
;170150411: União das freguesias de Palhais e Coina;30;17;13;
;1701105: Cascais;73;52;21;
;170110501: Alcabideche;30;22;8;
;170110506: São Domingos de Rana;25;18;7;
;170110507: União das freguesias de Carcavelos e Parede;6;3;3;
;170110508: União das freguesias de Cascais e Estoril;12;9;3;
;1701106: Lisboa;15;8;7;
;170110601: Ajuda;2;1;1;
;170110602: Alcântara;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;
;170110607: Beato;- -;- -;- -;
;170110658: Belém;2;1;1;
;170110608: Benfica;4;2;2;
;170110659: Campo de Ourique;1;1;- -;
;170110610: Campolide;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;
;170110618: Lumiar;2;1;1;
;170110621: Marvila;3;2;1;
;170110661: Misericórdia;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;
;170110665: Santa Maria Maior;1;- -;1;
;170110666: Santo António;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;
;1701107: Loures;901;487;414;
;170110702: Bucelas;220;117;103;
;170110705: Fanhões;61;33;28;
;170110707: Loures;291;155;136;
;170110708: Lousa;83;55;28;
;170110731: União das freguesias de Camarate, Unhos e Apelação;12;8;4;
;170110726: União das freguesias de Moscavide e Portela;4;2;2;
;170110727: União das freguesias de Sacavém e Prior Velho;1;- -;1;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;16;8;8;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;189;97;92;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;24;12;12;
;1701109: Mafra;3625;1989;1636;
;170110902: Carvoeira;108;62;46;
;170110904: Encarnação;502;289;213;
;170110906: Ericeira;104;59;45;
;170110909: Mafra;326;172;154;
;170110911: Milharado;513;268;245;
;170110913: Santo Isidoro;247;137;110;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;732;398;334;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;500;274;226;
;170110920: União das freguesias de Igreja Nova e Cheleiros;292;163;129;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;108;58;50;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;193;109;84;
;1701506: Moita;345;183;162;
;170150601: Alhos Vedros;113;59;54;
;170150603: Moita;186;97;89;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;28;15;13;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;18;12;6;
;1701507: Montijo;1219;667;552;
;170150701: Canha;252;122;130;
;170150704: Sarilhos Grandes;112;62;50;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;176;95;81;
;170150710: União das freguesias de Montijo e Afonsoeiro;66;36;30;
;170150711: União das freguesias de Pegões;613;352;261;
;1701116: Odivelas;72;39;33;
;170111603: Odivelas;28;15;13;
;170111608: União das freguesias de Pontinha e Famões;10;5;5;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;1;1;- -;
;170111610: União das freguesias de Ramada e Caneças;33;18;15;
;1701110: Oeiras;29;17;12;
;170111002: Barcarena;7;3;4;
;170111009: Porto Salvo;2;1;1;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;3;2;1;
;170111013: União das freguesias de Carnaxide e Queijas;7;3;4;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;10;8;2;
;1701508: Palmela;3661;1879;1782;
;170150802: Palmela;931;477;454;
;170150803: Pinhal Novo;707;366;341;
;170150804: Quinta do Anjo;252;142;110;
;170150806: União das freguesias de Poceirão e Marateca;1771;894;877;
;1701510: Seixal;125;61;64;
;170151002: Amora;39;20;19;
;170151005: Corroios;11;6;5;
;170151006: Fernão Ferro;34;12;22;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;41;23;18;
;1701511: Sesimbra;401;226;175;
;170151103: Quinta do Conde;2;2;- -;
;170151101: Sesimbra (Castelo);391;219;172;
;170151102: Sesimbra (Santiago);8;5;3;
;1701512: Setúbal;523;267;256;
;170151207: Gâmbia-Pontes-Alto da Guerra;112;56;56;
;170151208: Sado;55;25;30;
;170151205: Setúbal (São Sebastião);38;19;19;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);242;120;122;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);76;47;29;
;1701111: Sintra;1341;732;609;
;170111102: Algueirão-Mem Martins;28;15;13;
;170111115: Casal de Cambra;5;3;2;
;170111105: Colares;50;39;11;
;170111108: Rio de Mouro;45;27;18;
;170111122: União das freguesias de Agualva e Mira-Sintra;2;1;1;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;406;209;197;
;170111125: União das freguesias de Massamá e Monte Abraão;5;4;1;
;170111126: União das freguesias de Queluz e Belas;20;11;9;
;170111127: União das freguesias de São João das Lampas e Terrugem;661;359;302;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);113;60;53;
;170111124: União das freguesias do Cacém e São Marcos;6;4;2;
;1701114: Vila Franca de Xira;675;397;278;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;312;192;120;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;35;21;14;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;103;55;48;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;19;11;8;
;170111408: Vialonga;82;48;34;
;170111409: Vila Franca de Xira;124;70;54;
;18: Alentejo;75756;41102;34654;
;181: Alentejo Litoral;7803;4394;3409;
;1811501: Alcácer do Sal;1086;602;484;
;181150106: Comporta;73;39;34;
;181150105: São Martinho;48;22;26;
;181150104: Torrão;338;185;153;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;627;356;271;
;1811505: Grândola;1193;686;507;
;181150501: Azinheira dos Barros e São Mamede do Sádão;129;68;61;
;181150505: Carvalhal;41;24;17;
;181150503: Melides;346;214;132;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;677;380;297;
;1810211: Odemira;3068;1697;1371;
;181021116: Boavista dos Pinheiros;64;34;30;
;181021118: Colos;201;110;91;
;181021117: Longueira/Almograve;221;122;99;
;181021115: Luzianes-Gare;128;70;58;
;181021102: Relíquias;266;149;117;
;181021103: Sabóia;189;106;83;
;181021119: Santa Clara-a-Velha;210;105;105;
;181021106: São Luís;217;135;82;
;181021107: São Martinho das Amoreiras;170;101;69;
;181021120: São Salvador e Santa Maria;159;86;73;
;181021121: São Teotónio;760;415;345;
;181021122: Vale de Santiago;198;113;85;
;181021111: Vila Nova de Milfontes;285;151;134;
;1811509: Santiago do Cacém;2130;1210;920;
;181150901: Abela;136;83;53;
;181150902: Alvalade;196;113;83;
;181150903: Cercal;437;244;193;
;181150904: Ermidas-Sado;66;41;25;
;181150907: Santo André;275;144;131;
;181150910: São Francisco da Serra;146;91;55;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;512;298;214;
;181150913: União das freguesias de São Domingos e Vale de Água;362;196;166;
;1811513: Sines;326;199;127;
;181151302: Porto Covo;143;86;57;
;181151301: Sines;183;113;70;
;184: Baixo Alentejo;19201;10351;8850;
;1840201: Aljustrel;816;438;378;
;184020102: Ervidel;96;52;44;
;184020103: Messejana;186;95;91;
;184020104: São João de Negrilhos;184;95;89;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;350;196;154;
;1840202: Almodôvar;1481;772;709;
;184020208: Aldeia dos Fernandes;30;16;14;
;184020203: Rosário;100;47;53;
;184020205: Santa Cruz;205;99;106;
;184020206: São Barnabé;168;95;73;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;537;285;252;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;441;230;211;
;1840203: Alvito;498;247;251;
;184020301: Alvito;263;125;138;
;184020302: Vila Nova da Baronia;235;122;113;
;1840204: Barrancos;405;213;192;
;184020401: Barrancos;405;213;192;
;1840205: Beja;2165;1182;983;
;184020502: Baleizão;95;57;38;
;184020503: Beringel;100;54;46;
;184020504: Cabeça Gorda;148;79;69;
;184020506: Nossa Senhora das Neves;259;153;106;
;184020510: Santa Clara de Louredo;56;32;24;
;184020516: São Matias;72;39;33;
;184020519: União das freguesias de Albernoa e Trindade;210;106;104;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);275;144;131;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);170;90;80;
;184020522: União das freguesias de Salvada e Quintos;337;190;147;
;184020523: União das freguesias de Santa Vitória e Mombeja;272;145;127;
;184020524: União das freguesias de Trigaches e São Brissos;171;93;78;
;1840206: Castro Verde;840;445;395;
;184020603: Entradas;123;66;57;
;184020604: Santa Bárbara de Padrões;114;57;57;
;184020605: São Marcos da Ataboeira;86;47;39;
;184020606: União das freguesias de Castro Verde e Casével;517;275;242;
;1840207: Cuba;681;359;322;
;184020701: Cuba;277;144;133;
;184020702: Faro do Alentejo;56;29;27;
;184020703: Vila Alva;234;120;114;
;184020704: Vila Ruiva;114;66;48;
;1840208: Ferreira do Alentejo;1177;602;575;
;184020803: Figueira dos Cavaleiros;171;85;86;
;184020804: Odivelas;75;44;31;
;184020807: União das freguesias de Alfundão e Peroguarda;195;101;94;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;736;372;364;
;1840209: Mértola;1760;904;856;
;184020901: Alcaria Ruiva;334;168;166;
;184020902: Corte do Pinto;119;64;55;
;184020903: Espírito Santo;187;93;94;
;184020904: Mértola;413;215;198;
;184020905: Santana de Cambas;265;135;130;
;184020906: São João dos Caldeireiros;102;51;51;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;340;178;162;
;1840210: Moura;3402;1871;1531;
;184021001: Amareleja;789;420;369;
;184021002: Póvoa de São Miguel;705;413;292;
;184021008: Sobral da Adiça;437;256;181;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;995;531;464;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;476;251;225;
;1840212: Ourique;1181;641;540;
;184021203: Ourique;428;228;200;
;184021206: Santana da Serra;401;209;192;
;184021207: União das freguesias de Garvão e Santa Luzia;150;88;62;
;184021208: União das freguesias de Panoias e Conceição;202;116;86;
;1840213: Serpa;3735;2115;1620;
;184021302: Brinches;456;269;187;
;184021303: Pias;623;370;253;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);875;522;353;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;1263;672;591;
;184021307: Vila Verde de Ficalho;518;282;236;
;1840214: Vidigueira;1060;562;498;
;184021401: Pedrógão;206;112;94;
;184021402: Selmes;252;126;126;
;184021403: Vidigueira;387;211;176;
;184021404: Vila de Frades;215;113;102;
;185: Lezíria do Tejo;16705;8958;7747;
;1851403: Almeirim;1677;914;763;
;185140301: Almeirim;444;243;201;
;185140302: Benfica do Ribatejo;475;254;221;
;185140303: Fazendas de Almeirim;727;400;327;
;185140304: Raposa;31;17;14;
;1851404: Alpiarça;639;340;299;
;185140401: Alpiarça;639;340;299;
;1851103: Azambuja;1332;790;542;
;185110301: Alcoentre;275;141;134;
;185110302: Aveiras de Baixo;82;44;38;
;185110303: Aveiras de Cima;375;257;118;
;185110304: Azambuja;226;140;86;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;320;174;146;
;185110306: Vale do Paraíso;40;24;16;
;185110307: Vila Nova da Rainha;14;10;4;
;1851405: Benavente;645;336;309;
;185140504: Barrosa;29;15;14;
;185140501: Benavente;335;172;163;
