
Statistical table extracted on October 11, 2022 (22:00:28)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;170150410: União das freguesias de Barreiro e Lavradio;9;4;4;1;
;170150411: União das freguesias de Palhais e Coina;134;50;40;44;
;1701105: Cascais;450;148;126;176;
;170110501: Alcabideche;171;52;43;76;
;170110506: São Domingos de Rana;162;54;47;61;
;170110507: União das freguesias de Carcavelos e Parede;31;11;10;10;
;170110508: União das freguesias de Cascais e Estoril;86;31;26;29;
;1701106: Lisboa;9;2;1;6;
;170110601: Ajuda;- -;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;
;170110658: Belém;- -;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;- -;
;170110618: Lumiar;- -;- -;- -;- -;
;170110621: Marvila;- -;- -;- -;- -;
;170110661: Misericórdia;- -;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;- -;
;170110665: Santa Maria Maior;- -;- -;- -;- -;
;170110666: Santo António;- -;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;- -;
;1701107: Loures;4341;1649;1396;1296;
;170110702: Bucelas;1170;471;401;298;
;170110705: Fanhões;388;147;122;119;
;170110707: Loures;1126;381;320;425;
;170110708: Lousa;594;225;188;181;
;170110731: União das freguesias de Camarate, Unhos e Apelação;156;52;48;56;
;170110726: União das freguesias de Moscavide e Portela;- -;- -;- -;- -;
;170110727: União das freguesias de Sacavém e Prior Velho;- -;- -;- -;- -;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;37;17;14;6;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;754;313;269;172;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;110;41;33;36;
;1701109: Mafra;14189;4688;3988;5513;
;170110902: Carvoeira;306;107;89;110;
;170110904: Encarnação;2091;652;563;876;
;170110906: Ericeira;344;109;100;135;
;170110909: Mafra;1675;570;481;624;
;170110911: Milharado;2220;711;610;899;
;170110913: Santo Isidoro;1228;413;336;479;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;1960;650;545;765;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;1702;533;470;699;
;170110920: União das freguesias de Igreja Nova e Cheleiros;1263;455;384;424;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;344;109;97;138;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;1056;379;313;364;
;1701506: Moita;2021;631;525;865;
;170150601: Alhos Vedros;656;202;169;285;
;170150603: Moita;1303;404;340;559;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;25;10;5;10;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;37;15;11;11;
;1701507: Montijo;5091;1643;1408;2040;
;170150701: Canha;675;227;191;257;
;170150704: Sarilhos Grandes;570;182;160;228;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;970;315;267;388;
;170150710: União das freguesias de Montijo e Afonsoeiro;794;277;238;279;
;170150711: União das freguesias de Pegões;2082;642;552;888;
;1701116: Odivelas;364;117;104;143;
;170111603: Odivelas;178;55;49;74;
;170111608: União das freguesias de Pontinha e Famões;2;1;1;- -;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;45;15;14;16;
;170111610: União das freguesias de Ramada e Caneças;139;46;40;53;
;1701110: Oeiras;219;74;56;89;
;170111002: Barcarena;81;29;18;34;
;170111009: Porto Salvo;- -;- -;- -;- -;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;- -;- -;- -;
;170111013: União das freguesias de Carnaxide e Queijas;44;15;12;17;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;94;30;26;38;
;1701508: Palmela;12108;3983;3326;4799;
;170150802: Palmela;2804;950;778;1076;
;170150803: Pinhal Novo;3933;1284;1084;1565;
;170150804: Quinta do Anjo;1149;408;345;396;
;170150806: União das freguesias de Poceirão e Marateca;4222;1341;1119;1762;
;1701510: Seixal;638;226;190;222;
;170151002: Amora;213;72;58;83;
;170151005: Corroios;26;9;7;10;
;170151006: Fernão Ferro;- -;- -;- -;- -;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;399;145;125;129;
;1701511: Sesimbra;1600;555;476;569;
;170151103: Quinta do Conde;- -;- -;- -;- -;
;170151101: Sesimbra (Castelo);1595;553;474;568;
;170151102: Sesimbra (Santiago);5;2;2;1;
;1701512: Setúbal;2964;983;836;1145;
;170151207: Gâmbia-Pontes-Alto da Guerra;884;280;237;367;
;170151208: Sado;564;183;159;222;
;170151205: Setúbal (São Sebastião);298;99;80;119;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);847;293;251;303;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);371;128;109;134;
;1701111: Sintra;5905;2059;1768;2078;
;170111102: Algueirão-Mem Martins;169;50;44;75;
;170111115: Casal de Cambra;- -;- -;- -;- -;
;170111105: Colares;482;174;153;155;
;170111108: Rio de Mouro;149;48;39;62;
;170111122: União das freguesias de Agualva e Mira-Sintra;- -;- -;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1506;513;460;533;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;151;46;38;67;
;170111127: União das freguesias de São João das Lampas e Terrugem;2809;1012;849;948;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);575;194;168;213;
;170111124: União das freguesias do Cacém e São Marcos;- -;- -;- -;- -;
;1701114: Vila Franca de Xira;4250;1517;1297;1436;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1275;469;397;409;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;450;144;116;190;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;657;256;209;192;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;1;1;- -;- -;
;170111408: Vialonga;353;123;105;125;
;170111409: Vila Franca de Xira;1514;524;470;520;
;18: Alentejo;189803;69046;57797;62960;
;181: Alentejo Litoral;23503;8603;7116;7784;
;1811501: Alcácer do Sal;2661;949;783;929;
;181150106: Comporta;- -;- -;- -;- -;
;181150105: São Martinho;51;19;15;17;
;181150104: Torrão;615;211;174;230;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1995;719;594;682;
;1811505: Grândola;4820;1928;1557;1335;
;181150501: Azinheira dos Barros e São Mamede do Sádão;196;69;62;65;
;181150505: Carvalhal;350;122;99;129;
;181150503: Melides;1393;573;469;351;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;2881;1164;927;790;
;1810211: Odemira;9144;3333;2759;3052;
;181021116: Boavista dos Pinheiros;- -;- -;- -;- -;
;181021118: Colos;365;147;124;94;
;181021117: Longueira/Almograve;- -;- -;- -;- -;
;181021115: Luzianes-Gare;- -;- -;- -;- -;
;181021102: Relíquias;472;166;141;165;
;181021103: Sabóia;1001;386;308;307;
;181021119: Santa Clara-a-Velha;627;266;225;136;
;181021106: São Luís;921;308;258;355;
;181021107: São Martinho das Amoreiras;603;230;185;188;
;181021120: São Salvador e Santa Maria;1546;556;459;531;
;181021121: São Teotónio;2546;898;748;900;
;181021122: Vale de Santiago;323;117;97;109;
;181021111: Vila Nova de Milfontes;657;232;191;234;
;1811509: Santiago do Cacém;6132;2117;1786;2229;
;181150901: Abela;396;137;123;136;
;181150902: Alvalade;755;241;205;309;
;181150903: Cercal;1052;388;321;343;
;181150904: Ermidas-Sado;247;80;71;96;
;181150907: Santo André;873;295;252;326;
;181150910: São Francisco da Serra;375;142;116;117;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1580;517;431;632;
;181150913: União das freguesias de São Domingos e Vale de Água;854;317;267;270;
;1811513: Sines;746;276;231;239;
;181151302: Porto Covo;310;113;91;106;
;181151301: Sines;436;163;140;133;
;184: Baixo Alentejo;33942;12969;10139;10834;
;1840201: Aljustrel;1898;613;503;782;
;184020102: Ervidel;237;85;69;83;
;184020103: Messejana;327;107;88;132;
;184020104: São João de Negrilhos;807;249;211;347;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;527;172;135;220;
;1840202: Almodôvar;3888;1615;1156;1117;
;184020208: Aldeia dos Fernandes;135;61;52;22;
;184020203: Rosário;156;55;43;58;
;184020205: Santa Cruz;673;320;210;143;
;184020206: São Barnabé;774;318;241;215;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;1056;415;308;333;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;1094;446;302;346;
;1840203: Alvito;593;238;195;160;
;184020301: Alvito;364;138;110;116;
;184020302: Vila Nova da Baronia;229;100;85;44;
;1840204: Barrancos;797;299;216;282;
;184020401: Barrancos;797;299;216;282;
;1840205: Beja;3368;1199;1022;1147;
;184020502: Baleizão;258;82;75;101;
;184020503: Beringel;201;73;65;63;
;184020504: Cabeça Gorda;359;135;120;104;
;184020506: Nossa Senhora das Neves;492;173;141;178;
;184020510: Santa Clara de Louredo;75;23;19;33;
;184020516: São Matias;201;77;66;58;
;184020519: União das freguesias de Albernoa e Trindade;260;88;76;96;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);245;89;76;80;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);121;45;35;41;
;184020522: União das freguesias de Salvada e Quintos;431;145;126;160;
;184020523: União das freguesias de Santa Vitória e Mombeja;506;195;155;156;
;184020524: União das freguesias de Trigaches e São Brissos;219;74;68;77;
;1840206: Castro Verde;853;282;229;342;
;184020603: Entradas;120;41;34;45;
;184020604: Santa Bárbara de Padrões;124;45;37;42;
;184020605: São Marcos da Ataboeira;78;21;17;40;
;184020606: União das freguesias de Castro Verde e Casével;531;175;141;215;
;1840207: Cuba;947;367;316;264;
;184020701: Cuba;413;155;129;129;
;184020702: Faro do Alentejo;76;27;23;26;
;184020703: Vila Alva;280;115;98;67;
;184020704: Vila Ruiva;178;70;66;42;
;1840208: Ferreira do Alentejo;2953;1007;851;1095;
;184020803: Figueira dos Cavaleiros;739;240;218;281;
;184020804: Odivelas;223;77;60;86;
;184020807: União das freguesias de Alfundão e Peroguarda;374;140;110;124;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1617;550;463;604;
;1840209: Mértola;3011;1184;895;932;
;184020901: Alcaria Ruiva;395;158;118;119;
;184020902: Corte do Pinto;275;103;84;88;
;184020903: Espírito Santo;285;132;80;73;
;184020904: Mértola;599;233;176;190;
;184020905: Santana de Cambas;365;133;100;132;
;184020906: São João dos Caldeireiros;236;92;73;71;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;856;333;264;259;
;1840210: Moura;4566;1589;1312;1665;
;184021001: Amareleja;981;330;270;381;
;184021002: Póvoa de São Miguel;1036;373;305;358;
;184021008: Sobral da Adiça;562;229;184;149;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1336;413;345;578;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;651;244;208;199;
;1840212: Ourique;2943;1225;920;798;
;184021203: Ourique;779;280;215;284;
;184021206: Santana da Serra;1553;737;535;281;
;184021207: União das freguesias de Garvão e Santa Luzia;286;103;84;99;
;184021208: União das freguesias de Panoias e Conceição;325;105;86;134;
;1840213: Serpa;6389;2690;1975;1724;
;184021302: Brinches;669;266;211;192;
;184021303: Pias;1322;517;389;416;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1629;593;461;575;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;2034;949;656;429;
;184021307: Vila Verde de Ficalho;735;365;258;112;
;1840214: Vidigueira;1736;661;549;526;
;184021401: Pedrógão;276;99;88;89;
;184021402: Selmes;438;141;123;174;
;184021403: Vidigueira;449;201;154;94;
;184021404: Vila de Frades;573;220;184;169;
;185: Lezíria do Tejo;64057;21710;19084;23263;
;1851403: Almeirim;5521;1884;1719;1918;
;185140301: Almeirim;1996;695;640;661;
;185140302: Benfica do Ribatejo;991;338;313;340;
;185140303: Fazendas de Almeirim;2383;792;713;878;
;185140304: Raposa;151;59;53;39;
;1851404: Alpiarça;2121;751;678;692;
;185140401: Alpiarça;2121;751;678;692;
;1851103: Azambuja;6947;2431;2101;2415;
;185110301: Alcoentre;1403;512;451;440;
;185110302: Aveiras de Baixo;430;139;122;169;
;185110303: Aveiras de Cima;1224;396;360;468;
;185110304: Azambuja;1145;393;350;402;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;2361;856;697;808;
;185110306: Vale do Paraíso;319;114;102;103;
;185110307: Vila Nova da Rainha;65;21;19;25;
;1851405: Benavente;3192;1007;891;1294;
;185140504: Barrosa;184;55;51;78;
;185140501: Benavente;1014;325;274;415;
;185140502: Samora Correia;1446;468;419;559;
;185140503: Santo Estêvão;548;159;147;242;
;1851406: Cartaxo;5639;1881;1653;2105;
;185140604: Pontével;1841;610;540;691;
;185140610: União das freguesias de Ereira e Lapa;1026;357;310;359;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;1247;419;350;478;
;185140605: Valada;347;120;116;111;
;185140608: Vale da Pedra;313;101;86;126;
;185140607: Vila Chã de Ourique;865;274;251;340;
;1851407: Chamusca;2396;818;711;867;
;185140707: Carregueira;665;235;197;233;
;185140704: Ulme;154;61;54;39;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;771;244;211;316;
;185140709: União das freguesias de Parreira e Chouto;447;172;155;120;
;185140705: Vale de Cavalos;359;106;94;159;
;1851409: Coruche;5459;1860;1678;1921;
;185140907: Biscainho;203;71;64;68;
;185140905: Branca;437;156;149;132;
;185140902: Couço;546;194;172;180;
;185140908: Santana do Mato;341;108;103;130;
;185140903: São José da Lamarosa;1504;514;465;525;
;185140909: União das freguesias de Coruche, Fajarda e Erra;2428;817;725;886;
;1851412: Golegã;1169;404;357;408;
;185141201: Azinhaga;321;101;91;129;
;185141202: Golegã;681;243;217;221;
;185141203: Pombalinho;167;60;49;58;
;1851414: Rio Maior;9137;2920;2559;3658;
;185141401: Alcobertas;1673;486;426;761;
;185141402: Arrouquelas;457;154;138;165;
;185141410: Asseiceira;316;103;88;125;
;185141405: Fráguas;633;201;170;262;
;185141408: Rio Maior;2594;826;727;1041;
;185141411: São Sebastião;433;143;125;165;
;185141415: União das freguesias de Azambujeira e Malaqueijo;795;259;217;319;
;185141416: União das freguesias de Marmeleira e Assentiz;497;155;141;201;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;997;353;311;333;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;742;240;216;286;
;1851415: Salvaterra de Magos;4301;1321;1208;1772;
;185141502: Marinhais;1504;447;397;660;
;185141503: Muge;294;94;83;117;
;185141507: União das freguesias de Glória do Ribatejo e Granho;687;232;222;233;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1816;548;506;762;
;1851416: Santarém;18175;6433;5529;6213;
;185141601: Abitureiras;660;240;215;205;
;185141602: Abrã;890;320;269;301;
;185141604: Alcanede;3727;1282;1119;1326;
;185141605: Alcanhões;476;168;130;178;
;185141606: Almoster;908;295;263;350;
;185141607: Amiais de Baixo;1089;454;388;247;
;185141608: Arneiro das Milhariças;452;180;140;132;
;185141628: Gançaria;573;196;171;206;
;185141613: Moçarria;586;218;188;180;
;185141614: Pernes;377;119;108;150;
;185141616: Póvoa da Isenta;405;144;131;130;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1509;511;435;563;
;185141630: União das freguesias de Azoia de Cima e Tremês;1205;412;364;429;
;185141631: União das freguesias de Casével e Vaqueiros;1211;469;383;359;
;185141632: União das freguesias de Romeira e Várzea;1042;358;306;378;
;185141633: União de freguesias da cidade de Santarém;883;293;256;334;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;1524;553;466;505;
;185141625: Vale de Santarém;658;221;197;240;
;186: Alto Alentejo;35581;13882;11595;10104;
;1861201: Alter do Chão;1090;414;354;322;
;186120101: Alter do Chão;499;182;157;160;
;186120102: Chancelaria;180;68;58;54;
;186120104: Cunheira;131;60;51;20;
;186120103: Seda;280;104;88;88;
;1861202: Arronches;1249;481;380;388;
;186120201: Assunção;405;158;124;123;
;186120202: Esperança;656;260;200;196;
;186120203: Mosteiros;188;63;56;69;
;1861203: Avis;1311;493;421;397;
;186120302: Aldeia Velha;181;76;65;40;
;186120303: Avis;276;98;83;95;
;186120305: Ervedal;186;69;61;56;
;186120306: Figueira e Barros;129;49;42;38;
;186120309: União das freguesias de Alcórrego e Maranhão;141;49;44;48;
;186120310: União das freguesias de Benavila e Valongo;398;152;126;120;
;1861204: Campo Maior;2062;673;567;822;
;186120401: Nossa Senhora da Expectação;1348;444;371;533;
;186120402: Nossa Senhora da Graça dos Degolados;118;45;35;38;
;186120403: São João Baptista;596;184;161;251;
;1861205: Castelo de Vide;974;384;335;255;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;131;60;50;21;
;186120502: Santa Maria da Devesa;436;173;151;112;
;186120503: Santiago Maior;199;75;69;55;
;186120504: São João Baptista;208;76;65;67;
;1861206: Crato;1214;525;441;248;
;186120601: Aldeia da Mata;191;88;75;28;
;186120604: Gáfete;300;128;109;63;
;186120605: Monte da Pedra;193;89;70;34;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;530;220;187;123;
;1861207: Elvas;2719;890;743;1086;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;399;121;103;175;
;186120713: Caia, São Pedro e Alcáçova;861;254;228;379;
;186120706: Santa Eulália;119;38;27;54;
;186120707: São Brás e São Lourenço;431;134;120;177;
;186120708: São Vicente e Ventosa;133;44;36;53;
;186120714: União das freguesias de Barbacena e Vila Fernando;361;131;95;135;
;186120715: União das freguesias de Terrugem e Vila Boim;415;168;134;113;
;1861208: Fronteira;685;248;226;211;
;186120801: Cabeço de Vide;164;63;57;44;
;186120802: Fronteira;388;137;126;125;
;186120803: São Saturnino;133;48;43;42;
;1861209: Gavião;3901;1618;1310;973;
;186120902: Belver;1350;601;471;278;
;186120903: Comenda;523;226;186;111;
;186120905: Margem;804;287;251;266;
;186120906: União das freguesias de Gavião e Atalaia;1224;504;402;318;
;1861210: Marvão;1823;847;722;254;
;186121001: Beirã;252;111;87;54;
;186121002: Santa Maria de Marvão;259;121;106;32;
;186121003: Santo António das Areias;326;144;122;60;
;186121004: São Salvador da Aramenha;986;471;407;108;
;1861211: Monforte;643;245;215;183;
;186121101: Assumar;88;33;32;23;
;186121102: Monforte;262;95;76;91;
;186121103: Santo Aleixo;112;45;40;27;
;186121104: Vaiamonte;181;72;67;42;
;1861212: Nisa;4132;1768;1466;898;
;186121201: Alpalhão;435;192;165;78;
;186121205: Montalvão;487;221;174;92;
;186121207: Santana;364;153;120;91;
;186121208: São Matias;430;183;150;97;
;186121210: Tolosa;993;397;343;253;
;186121211: União das freguesias de Arez e Amieira do Tejo;699;317;269;113;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;724;305;245;174;
;1861213: Ponte de Sor;5683;2276;1888;1519;
;186121304: Foros de Arrão;451;182;150;119;
;186121301: Galveias;485;226;180;79;
;186121305: Longomel;890;363;297;230;
;186121302: Montargil;1227;516;435;276;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;2630;989;826;815;
;1861214: Portalegre;6151;2281;1927;1943;
;186121401: Alagoa;396;147;130;119;
;186121402: Alegrete;960;362;303;295;
;186121404: Fortios;434;179;160;95;
;186121411: União das freguesias da Sé e São Lourenço;1349;462;391;496;
;186121412: União das freguesias de Reguengo e São Julião;961;405;321;235;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;1157;435;371;351;
;186121410: Urra;894;291;251;352;
;1861215: Sousel;1944;739;600;605;
;186121501: Cano;490;185;153;152;
;186121502: Casa Branca;527;212;158;157;
;186121503: Santo Amaro;261;93;81;87;
;186121504: Sousel;666;249;208;209;
;187: Alentejo Central;32720;11882;9863;10975;
;1870701: Alandroal;2971;1086;921;964;
;187070104: Capelins (Santo António);487;177;158;152;
;187070103: Santiago Maior;1386;533;435;418;
;187070105: Terena (São Pedro);335;119;105;111;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);763;257;223;283;
;1870702: Arraiolos;1596;573;481;542;
;187070201: Arraiolos;456;162;133;161;
;187070202: Igrejinha;167;64;52;51;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;206;81;69;56;
;187070209: União das freguesias de São Gregório e Santa Justa;206;80;62;64;
;187070206: Vimieiro;561;186;165;210;
;1870703: Borba;1989;677;562;750;
;187070301: Borba (Matriz);1160;389;324;447;
;187070304: Borba (São Bartolomeu);15;5;3;7;
;187070302: Orada;272;89;74;109;
;187070303: Rio de Moinhos;542;194;161;187;
;1870704: Estremoz;3477;1205;987;1285;
;187070401: Arcos;387;138;107;142;
;187070404: Évora Monte (Santa Maria);260;101;83;76;
;187070402: Glória;304;116;89;99;
;187070411: São Domingos de Ana Loura;134;43;38;53;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);1013;333;286;394;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;449;158;133;158;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;180;62;51;67;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);489;163;127;199;
;187070413: Veiros;261;91;73;97;
;1870705: Évora;3326;1257;1045;1024;
;187070515: Canaviais;179;54;46;79;
;187070502: Nossa Senhora da Graça do Divor;70;22;18;30;
;187070503: Nossa Senhora de Machede;508;214;174;120;
;187070506: São Bento do Mato;169;56;44;69;
;187070509: São Miguel de Machede;305;116;95;94;
;187070513: Torre de Coelheiros;100;40;34;26;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;- -;- -;- -;- -;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);956;356;299;301;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;- -;- -;- -;- -;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;187;70;57;60;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;769;299;253;217;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;83;30;25;28;
;1870706: Montemor-o-Novo;3030;1016;897;1117;
;187070601: Cabrela;175;56;51;68;
;187070607: Ciborro;74;24;23;27;
;187070610: Foros de Vale de Figueira;142;47;45;50;
;187070605: Santiago do Escoural;289;102;79;108;
;187070606: São Cristóvão;330;114;101;115;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;349;132;116;101;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;1671;541;482;648;
;1870707: Mora;2575;933;776;866;
;187070701: Brotas;190;66;57;67;
;187070702: Cabeção;547;201;168;178;
;187070703: Mora;907;331;280;296;
;187070704: Pavia;931;335;271;325;
;1870708: Mourão;1441;571;460;410;
;187070801: Granja;323;96;78;149;
;187070802: Luz;205;90;74;41;
;187070803: Mourão;913;385;308;220;
;1870709: Portel;2532;1050;826;656;
;187070903: Monte do Trigo;358;138;112;108;
;187070905: Portel;858;372;288;198;
;187070906: Santana;358;144;124;90;
;187070909: União das freguesias de Amieira e Alqueva;439;178;134;127;
;187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;337;137;110;90;
;187070908: Vera Cruz;182;81;58;43;
;1870710: Redondo;1990;699;587;704;
;187071001: Montoito;640;243;192;205;
;187071002: Redondo;1350;456;395;499;
;1870711: Reguengos de Monsaraz;3835;1360;1107;1368;
;187071102: Corval;712;286;237;189;
;187071103: Monsaraz;598;233;193;172;
;187071104: Reguengos de Monsaraz;1623;564;446;613;
;187071106: União das freguesias de Campo e Campinho;902;277;231;394;
;1870712: Vendas Novas;1731;652;536;543;
;187071202: Landeira;116;33;32;51;
;187071201: Vendas Novas;1615;619;504;492;
;1870713: Viana do Alentejo;1294;482;399;413;
;187071303: Aguiar;89;28;25;36;
;187071301: Alcáçovas;562;236;188;138;
;187071302: Viana do Alentejo;643;218;186;239;
;1870714: Vila Viçosa;933;321;279;333;
;187071401: Bencatel;200;65;53;82;
;187071402: Ciladas;121;41;37;43;
;187071406: Nossa Senhora da Conceição e São Bartolomeu;464;159;141;164;
;187071404: Pardais;148;56;48;44;
;15: Algarve;69919;25881;20547;23491;
;150: Algarve;69919;25881;20547;23491;
;1500801: Albufeira;4560;1844;1383;1333;
;150080106: Albufeira e Olhos de Água;2255;902;642;711;
;150080104: Ferreiras;- -;- -;- -;- -;
;150080102: Guia;725;333;254;138;
;150080103: Paderne;1580;609;487;484;
;1500802: Alcoutim;2898;1081;878;939;
;150080202: Giões;330;136;107;87;
;150080203: Martim Longo;794;289;245;260;
;150080206: União das freguesias de Alcoutim e Pereiro;984;385;301;298;
;150080205: Vaqueiros;790;271;225;294;
;1500803: Aljezur;2622;1025;804;793;
;150080301: Aljezur;1796;692;551;553;
;150080302: Bordeira;362;168;118;76;
;150080303: Odeceixe;464;165;135;164;
;150080304: Rogil;- -;- -;- -;- -;
;1500804: Castro Marim;2298;874;686;738;
;150080404: Altura;- -;- -;- -;- -;
;150080401: Azinhal;483;185;147;151;
;150080402: Castro Marim;890;322;255;313;
;150080403: Odeleite;925;367;284;274;
;1500805: Faro;5588;1985;1582;2021;
;150080506: Montenegro;- -;- -;- -;- -;
;150080503: Santa Bárbara de Nexe;1522;587;445;490;
;150080507: União das freguesias de Conceição e Estoi;2631;882;699;1050;
;150080508: União das freguesias de Faro (Sé e São Pedro);1435;516;438;481;
;1500806: Lagoa;1866;696;529;641;
;150080602: Ferragudo;186;73;48;65;
;150080604: Porches;376;149;106;121;
;150080607: União das freguesias de Estômbar e Parchal;398;139;113;146;
;150080608: União das freguesias de Lagoa e Carvoeiro;906;335;262;309;
;1500807: Lagos;2503;919;774;810;
;150080703: Luz;435;170;147;118;
;150080704: Odiáxere;692;253;212;227;
;150080707: União das freguesias de Bensafrim e Barão de São João;901;308;248;345;
;150080708: União das freguesias de Lagos (São Sebastião e Santa Maria);475;188;167;120;
;1500808: Loulé;14070;5250;4172;4648;
;150080801: Almancil;1010;471;376;163;
;150080802: Alte;1617;581;476;560;
;150080803: Ameixial;651;231;185;235;
;150080804: Boliqueime;1894;682;532;680;
;150080808: Loulé (São Clemente);2036;768;586;682;
;150080809: Loulé (São Sebastião);2592;962;745;885;
;150080805: Quarteira;416;146;122;148;
;150080807: Salir;1797;659;543;595;
;150080812: União de freguesias de Querença, Tôr e Benafim;2057;750;607;700;
;1500809: Monchique;4078;1410;1157;1511;
;150080901: Alferce;636;212;174;250;
;150080902: Marmelete;1101;392;323;386;
