
Quadro extraído em 11 de Outubro de 2022 (08:46:18)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;;Tipo (culturas temporárias);
;;Total;
;;Importância;
;;Total;
;;ha ;
;11E040509: Chacim;26;
;11E040510: Cortiços;186;
;11E040511: Corujas;53;
;11E040514: Ferreira;48;
;11E040515: Grijó;91;
;11E040516: Lagoa;243;
;11E040517: Lamalonga;77;
;11E040518: Lamas;79;
;11E040519: Lombo;23;
;11E040520: Macedo de Cavaleiros;77;
;11E040521: Morais;224;
;11E040523: Olmos;45;
;11E040524: Peredo;13;
;11E040526: Salselas;263;
;11E040528: Sezulfe;76;
;11E040530: Talhas;263;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;125;
;11E040540: União das freguesias de Bornes e Burga;78;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;96;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;138;
;11E040543: União das freguesias de Podence e Santa Combinha;104;
;11E040544: União das freguesias de Talhinhas e Bagueixe;405;
;11E040532: Vale Benfeito;160;
;11E040533: Vale da Porca;105;
;11E040534: Vale de Prados;55;
;11E040536: Vilarinho de Agrochão;82;
;11E040538: Vinhas;207;
;11E0406: Miranda do Douro;5064;
;11E040604: Duas Igrejas;850;
;11E040605: Genísio;259;
;11E040607: Malhadas;412;
;11E040608: Miranda do Douro;309;
;11E040609: Palaçoulo;454;
;11E040611: Picote;88;
;11E040612: Póvoa;273;
;11E040613: São Martinho de Angueira;53;
;11E040618: União das freguesias de Constantim e Cicouro;157;
;11E040619: União das freguesias de Ifanes e Paradela;420;
;11E040620: União das freguesias de Sendim e Atenor;717;
;11E040621: União das freguesias de Silva e Águas Vivas;615;
;11E040616: Vila Chã de Braciosa;457;
;11E0407: Mirandela;2633;
;11E040701: Abambres;89;
;11E040702: Abreiro;9;
;11E040703: Aguieiras;48;
;11E040704: Alvites;98;
;11E040708: Bouça;46;
;11E040709: Cabanelas;143;
;11E040710: Caravelas;104;
;11E040711: Carvalhais;184;
;11E040712: Cedães;48;
;11E040713: Cobro;67;
;11E040714: Fradizela;72;
;11E040716: Frechas;50;
;11E040718: Lamas de Orelhão;125;
;11E040720: Mascarenhas;116;
;11E040721: Mirandela;135;
;11E040722: Múrias;97;
;11E040724: Paços;198;
;11E040727: São Pedro Velho;72;
;11E040728: São Salvador;63;
;11E040729: Suçães;111;
;11E040730: Torre de Dona Chama;131;
;11E040738: União das freguesias de Avantos e Romeu;67;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;188;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;118;
;11E040741: União das freguesias de Franco e Vila Boa;48;
;11E040742: União das freguesias de Freixeda e Vila Verde;36;
;11E040731: Vale de Asnes;46;
;11E040732: Vale de Gouvinhas;43;
;11E040733: Vale de Salgueiro;66;
;11E040734: Vale de Telhas;14;
;11E0408: Mogadouro;8844;
;11E040801: Azinhoso;305;
;11E040802: Bemposta;229;
;11E040803: Bruçó;275;
;11E040804: Brunhoso;301;
;11E040807: Castelo Branco;275;
;11E040808: Castro Vicente;228;
;11E040809: Meirinhos;156;
;11E040811: Paradela;136;
;11E040812: Penas Roias;745;
;11E040813: Peredo da Bemposta;86;
;11E040815: Saldanha;738;
;11E040817: São Martinho do Peso;315;
;11E040819: Tó;335;
;11E040820: Travanca;321;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1099;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;1570;
;11E040831: União das freguesias de Remondes e Soutelo;281;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;483;
;11E040821: Urrós;177;
;11E040822: Vale da Madre;283;
;11E040826: Vila de Ala;506;
;11E0410: Vila Flor;720;
;11E041002: Benlhevai;70;
;11E041005: Freixiel;41;
;11E041009: Roios;68;
;11E041010: Samões;38;
;11E041011: Sampaio;27;
;11E041012: Santa Comba de Vilariça;17;
;11E041013: Seixo de Manhoses;8;
;11E041014: Trindade;32;
;11E041020: União das freguesias de Assares e Lodões;87;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;16;
;11E041022: União das freguesias de Valtorno e Mourão;22;
;11E041023: União das freguesias de Vila Flor e Nabo;78;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;193;
;11E041015: Vale Frechoso;24;
;11E0411: Vimioso;2938;
;11E041103: Argozelo;273;
;11E041107: Carção;183;
;11E041108: Matela;263;
;11E041109: Pinelo;128;
;11E041110: Santulhão;281;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;365;
;11E041116: União das freguesias de Caçarelhos e Angueira;468;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;382;
;11E041113: Vilar Seco;259;
;11E041114: Vimioso;335;
;11E0412: Vinhais;3094;
;11E041201: Agrochão;70;
;11E041203: Candedo;94;
;11E041204: Celas;188;
;11E041206: Edral;69;
;11E041207: Edrosa;99;
;11E041208: Ervedosa;79;
;11E041215: Paçó;138;
;11E041216: Penhas Juntas;128;
;11E041219: Rebordelo;45;
;11E041221: Santalha;149;
;11E041226: Tuizelo;251;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;83;
;11E041237: União das freguesias de Moimenta e Montouto;198;
;11E041238: União das freguesias de Nunes e Ousilhão;136;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;82;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;124;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;219;
;11E041242: União das freguesias de Travanca e Santa Cruz;184;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;141;
;11E041227: Vale das Fontes;64;
;11E041229: Vila Boa de Ousilhão;21;
;11E041230: Vila Verde;56;
;11E041232: Vilar de Ossos;151;
;11E041233: Vilar de Peregrinos;48;
;11E041234: Vilar Seco de Lomba;68;
;11E041235: Vinhais;208;
;16: Centro;212738;
;16B: Oeste;25720;
;16B1001: Alcobaça;2081;
;16B100102: Alfeizerão;252;
;16B100120: Aljubarrota;204;
;16B100104: Bárrio;231;
;16B100105: Benedita;116;
;16B100106: Cela;312;
;16B100108: Évora de Alcobaça;343;
;16B100109: Maiorga;26;
;16B100112: São Martinho do Porto;43;
;16B100114: Turquel;345;
;16B100121: União das freguesias de Alcobaça e Vestiaria;24;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;54;
;16B100123: União das freguesias de Pataias e Martingança;56;
;16B100116: Vimeiro;74;
;16B1101: Alenquer;4070;
;16B110106: Carnota;98;
;16B110107: Meca;130;
;16B110108: Olhalvo;88;
;16B110109: Ota;356;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;836;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;504;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);823;
;16B110120: União das freguesias de Carregado e Cadafais;356;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;190;
;16B110113: Ventosa;507;
;16B110114: Vila Verde dos Francos;182;
;16B1102: Arruda dos Vinhos;1096;
;16B110201: Arranhó;314;
;16B110202: Arruda dos Vinhos;497;
;16B110203: Cardosas;44;
;16B110204: São Tiago dos Velhos;241;
;16B1005: Bombarral;409;
;16B100502: Carvalhal;71;
;16B100505: Pó;217;
;16B100503: Roliça;80;
;16B100506: União das freguesias do Bombarral e Vale Covo;40;
;16B1104: Cadaval;517;
;16B110401: Alguber;28;
;16B110407: Peral;43;
;16B110412: União das freguesias de Lamas e Cercal;255;
;16B110413: União das freguesias de Painho e Figueiros;50;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;85;
;16B110409: Vermelha;40;
;16B110410: Vilar;14;
;16B1006: Caldas da Rainha;1077;
;16B100601: A dos Francos;31;
;16B100602: Alvorninha;298;
;16B100604: Carvalhal Benfeito;34;
;16B100606: Foz do Arelho;11;
;16B100607: Landal;36;
;16B100608: Nadadouro;28;
;16B100609: Salir de Matos;93;
;16B100611: Santa Catarina;82;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;102;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;77;
;16B100619: União das freguesias de Tornada e Salir do Porto;217;
;16B100615: Vidais;67;
;16B1108: Lourinhã;3991;
;16B110803: Moita dos Ferreiros;573;
;16B110805: Reguengo Grande;280;
;16B110810: Ribamar;124;
;16B110806: Santa Bárbara;272;
;16B110812: União das freguesias de Lourinhã e Atalaia;1641;
;16B110813: União das freguesias de Miragaia e Marteleira;538;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;428;
;16B110808: Vimeiro;135;
;16B1011: Nazaré;634;
;16B101101: Famalicão;167;
;16B101102: Nazaré;15;
;16B101103: Valado dos Frades;451;
;16B1012: Óbidos;1001;
;16B101201: A dos Negros;98;
;16B101202: Amoreira;147;
;16B101208: Gaeiras;55;
;16B101203: Olho Marinho;292;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;254;
;16B101209: Usseira;16;
;16B101207: Vau;139;
;16B1014: Peniche;2182;
;16B101402: Atouguia da Baleia;1823;
;16B101406: Ferrel;269;
;16B101407: Peniche;- -;
;16B101405: Serra d'El-Rei;89;
;16B1112: Sobral de Monte Agraço;1693;
;16B111201: Santo Quintino;919;
;16B111202: Sapataria;554;
;16B111203: Sobral de Monte Agraço;220;
;16B1113: Torres Vedras;6970;
;16B111306: Freiria;149;
;16B111310: Ponte do Rol;317;
;16B111311: Ramalhal;217;
;16B111314: São Pedro da Cadeira;977;
;16B111316: Silveira;477;
;16B111317: Turcifal;177;
;16B111321: União das freguesias de A dos Cunhados e Maceira;1319;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;305;
;16B111323: União das freguesias de Carvoeira e Carmões;279;
;16B111324: União das freguesias de Dois Portos e Runa;650;
;16B111325: União das freguesias de Maxial e Monte Redondo;980;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;519;
;16B111318: Ventosa;604;
;16D: Região de Aveiro;23209;
;16D0101: Águeda;1968;
;16D010103: Aguada de Cima;230;
;16D010109: Fermentelos;70;
;16D010112: Macinhata do Vouga;173;
;16D010121: União das freguesias de Águeda e Borralha;160;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;158;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;142;
;16D010124: União das freguesias de Recardães e Espinhel;286;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;179;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;241;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;190;
;16D010119: Valongo do Vouga;139;
;16D0102: Albergaria-a-Velha;2545;
;16D010209: Albergaria-a-Velha e Valmaior;153;
;16D010202: Alquerubim;548;
;16D010203: Angeja;706;
;16D010204: Branca;319;
;16D010206: Ribeira de Fráguas;14;
;16D010210: São João de Loure e Frossos;806;
;16D0103: Anadia;1137;
;16D010304: Avelãs de Caminho;41;
;16D010305: Avelãs de Cima;209;
;16D010307: Moita;134;
;16D010309: Sangalhos;38;
;16D010310: São Lourenço do Bairro;82;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;86;
;16D010317: União das freguesias de Arcos e Mogofores;59;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;46;
;16D010312: Vila Nova de Monsarros;104;
;16D010313: Vilarinho do Bairro;337;
;16D0105: Aveiro;2497;
;16D010501: Aradas;248;
;16D010502: Cacia;366;
;16D010515: Eixo e Eirol;470;
;16D010505: Esgueira;135;
;16D010508: Oliveirinha;407;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;480;
;16D010513: Santa Joana;146;
;16D010510: São Bernardo;84;
;16D010511: São Jacinto;103;
;16D010517: União das freguesias de Glória e Vera Cruz;58;
;16D0108: Estarreja;4276;
;16D010801: Avanca;867;
;16D010805: Pardilhó;530;
;16D010806: Salreu;1065;
;16D010808: União das freguesias de Beduído e Veiros;1069;
;16D010809: União das freguesias de Canelas e Fermelã;745;
;16D0110: Ílhavo;939;
;16D011005: Gafanha da Encarnação;32;
;16D011006: Gafanha da Nazaré;20;
;16D011007: Gafanha do Carmo;248;
;16D011008: Ílhavo (São Salvador);639;
;16D0112: Murtosa;2284;
;16D011201: Bunheiro;1328;
;16D011202: Monte;95;
;16D011203: Murtosa;614;
;16D011204: Torreira;247;
;16D0114: Oliveira do Bairro;1111;
;16D011403: Oiã;302;
;16D011404: Oliveira do Bairro;331;
;16D011405: Palhaça;131;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;348;
;16D0115: Ovar;2671;
;16D011502: Cortegaça;2;
;16D011503: Esmoriz;19;
;16D011504: Maceda;84;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;1500;
;16D011507: Válega;1066;
;16D0117: Sever do Vouga;749;
;16D011702: Couto de Esteves;169;
;16D011704: Pessegueiro do Vouga;23;
;16D011705: Rocas do Vouga;178;
;16D011706: Sever do Vouga;37;
;16D011708: Talhadas;123;
;16D011710: União das freguesias de Cedrim e Paradela;140;
;16D011711: União das freguesias de Silva Escura e Dornelas;80;
;16D0118: Vagos;3030;
;16D011801: Calvão;186;
;16D011804: Gafanha da Boa Hora;265;
;16D011805: Ouca;536;
;16D011810: Santo André de Vagos;275;
;16D011807: Sosa;412;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;313;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;271;
;16D011814: União das freguesias de Vagos e Santo António;771;
;16E: Região de Coimbra;33487;
;16E0601: Arganil;620;
;16E060102: Arganil;70;
;16E060104: Benfeita;15;
;16E060105: Celavisa;12;
;16E060109: Folques;20;
;16E060111: Piódão;1;
;16E060112: Pomares;35;
;16E060113: Pombeiro da Beira;103;
;16E060114: São Martinho da Cortiça;191;
;16E060115: Sarzedo;55;
;16E060116: Secarias;4;
;16E060119: União das freguesias de Cepos e Teixeira;6;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;12;
;16E060121: União das freguesias de Côja e Barril de Alva;48;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;49;
;16E0602: Cantanhede;3906;
;16E060201: Ançã;102;
;16E060203: Cadima;559;
;16E060205: Cordinhã;184;
;16E060207: Febres;75;
;16E060208: Murtede;89;
;16E060209: Ourentã;122;
;16E060218: Sanguinheira;1002;
;16E060215: São Caetano;56;
;16E060214: Tocha;905;
;16E060220: União das freguesias de Cantanhede e Pocariça;209;
;16E060221: União das freguesias de Covões e Camarneira;251;
;16E060222: União das freguesias de Portunhos e Outil;104;
;16E060223: União das freguesias de Sepins e Bolho;181;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;67;
;16E0603: Coimbra;3547;
;16E060301: Almalaguês;65;
;16E060309: Brasfemes;15;
;16E060311: Ceira;28;
;16E060312: Cernache;79;
;16E060318: Santo António dos Olivais;13;
;16E060320: São João do Campo;216;
;16E060324: São Silvestre;579;
;16E060329: Torres do Mondego;16;
;16E060332: União das freguesias de Antuzede e Vil de Matos;367;
;16E060333: União das freguesias de Assafarge e Antanhol;24;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);200;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;123;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;16;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;299;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;826;
;16E060339: União das freguesias de Souselas e Botão;192;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;382;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;107;
;16E0604: Condeixa-a-Nova;898;
;16E060401: Anobra;193;
;16E060406: Ega;164;
;16E060407: Furadouro;36;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;166;
;16E060412: União das freguesias de Sebal e Belide;236;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;29;
;16E060410: Zambujal;73;
;16E0605: Figueira da Foz;5599;
;16E060519: Alhadas;118;
;16E060502: Alqueidão;954;
;16E060515: Bom Sucesso;827;
;16E060520: Buarcos;18;
;16E060521: Ferreira-a-Nova;965;
;16E060522: Lavos;126;
;16E060507: Maiorca;1091;
;16E060508: Marinha das Ondas;235;
;16E060518: Moinhos da Gândara;189;
;16E060523: Paião;480;
;16E060524: Quiaios;66;
;16E060514: São Pedro;1;
;16E060512: Tavarede;8;
;16E060513: Vila Verde;520;
;16E0606: Góis;94;
;16E060601: Alvares;13;
;16E060604: Góis;39;
;16E060606: União das freguesias de Cadafaz e Colmeal;9;
;16E060605: Vila Nova do Ceira;33;
;16E0607: Lousã;215;
;16E060706: Gândaras;44;
;16E060704: Serpins;41;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;33;
;16E060708: União das freguesias de Lousã e Vilarinho;97;
;16E0111: Mealhada;644;
;16E011102: Barcouço;93;
;16E011103: Casal Comba;209;
;16E011104: Luso;36;
;16E011106: Pampilhosa;32;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;167;
;16E011107: Vacariça;108;
;16E0608: Mira;1350;
;16E060803: Carapelhos;173;
;16E060801: Mira;657;
;16E060804: Praia de Mira;313;
;16E060802: Seixo;208;
;16E0609: Miranda do Corvo;243;
;16E060901: Lamas;41;
;16E060902: Miranda do Corvo;85;
;16E060906: União das freguesias de Semide e Rio Vide;86;
;16E060905: Vila Nova;31;
;16E0610: Montemor-o-Velho;8606;
;16E061002: Arazede;1882;
;16E061003: Carapinheira;856;
;16E061014: Ereira;734;
;16E061005: Liceia;350;
;16E061006: Meãs do Campo;201;
;16E061008: Pereira;255;
;16E061009: Santo Varão;484;
;16E061010: Seixo de Gatões;482;
;16E061011: Tentúgal;1284;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;747;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1331;
;16E1808: Mortágua;711;
;16E180802: Cercosa;34;
;16E180804: Espinho;165;
;16E180805: Marmeleira;57;
;16E180807: Pala;105;
;16E180808: Sobral;139;
;16E180809: Trezói;51;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;160;
;16E0611: Oliveira do Hospital;1632;
;16E061101: Aldeia das Dez;8;
;16E061102: Alvoco das Várzeas;4;
;16E061103: Avô;34;
;16E061104: Bobadela;28;
;16E061106: Lagares;40;
;16E061109: Lourosa;47;
;16E061110: Meruge;33;
;16E061111: Nogueira do Cravo;117;
;16E061115: São Gião;15;
;16E061118: Seixo da Beira;587;
;16E061119: Travanca de Lagos;193;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;272;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;53;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;75;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;15;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;108;
;16E0612: Pampilhosa da Serra;47;
;16E061201: Cabril;0;
;16E061202: Dornelas do Zêzere;6;
;16E061211: Fajão-Vidual;2;
;16E061204: Janeiro de Baixo;14;
;16E061206: Pampilhosa da Serra;7;
;16E061207: Pessegueiro;4;
;16E061212: Portela do Fojo-Machio;4;
;16E061209: Unhais-o-Velho;9;
;16E0613: Penacova;565;
;16E061301: Carvalho;60;
;16E061302: Figueira de Lorvão;126;
;16E061304: Lorvão;64;
;16E061307: Penacova;62;
;16E061310: Sazes do Lorvão;55;
;16E061312: União das freguesias de Friúmes e Paradela;43;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;50;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;107;
;16E0614: Penela;344;
;16E061401: Cumeeira;59;
;16E061402: Espinhal;10;
;16E061403: Podentes;40;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;235;
;16E0615: Soure;3250;
;16E061501: Alfarelos;286;
;16E061504: Figueiró do Campo;72;
;16E061506: Granja do Ulmeiro;60;
;16E061508: Samuel;236;
;16E061509: Soure;894;
;16E061510: Tapéus;49;
;16E061513: União das freguesias de Degracias e Pombalinho;236;
;16E061514: União das freguesias de Gesteira e Brunhós;112;
;16E061511: Vila Nova de Anços;846;
;16E061512: Vinha da Rainha;459;
;16E0616: Tábua;1060;
;16E061602: Candosa;31;
;16E061603: Carapinha;16;
;16E061608: Midões;144;
;16E061609: Mouronho;103;
;16E061611: Póvoa de Midões;53;
;16E061612: São João da Boa Vista;81;
;16E061614: Tábua;93;
;16E061616: União das freguesias de Ázere e Covelo;182;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;137;
;16E061618: União das freguesias de Espariz e Sinde;111;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;110;
;16E0617: Vila Nova de Poiares;155;
;16E061701: Arrifana;51;
;16E061702: Lavegadas;9;
;16E061703: Poiares (Santo André);74;
;16E061704: São Miguel de Poiares;20;
;16F: Região de Leiria;8020;
;16F1002: Alvaiázere;201;
;16F100201: Almoster;30;
;16F100208: Alvaiázere;59;
;16F100204: Maçãs de Dona Maria;24;
;16F100205: Pelmá;26;
;16F100209: Pussos São Pedro;63;
;16F1003: Ansião;554;
;16F100301: Alvorge;169;
;16F100309: Ansião;123;
;16F100303: Avelar;10;
;16F100304: Chão de Couce;50;
;16F100306: Pousaflores;47;
;16F100307: Santiago da Guarda;156;
;16F1004: Batalha;325;
;16F100401: Batalha;147;
;16F100404: Golpilheira;52;
;16F100402: Reguengo do Fetal;39;
;16F100403: São Mamede;86;
;16F1007: Castanheira de Pêra;18;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;18;
;16F1008: Figueiró dos Vinhos;120;
;16F100801: Aguda;6;
;16F100802: Arega;37;
;16F100803: Campelo;- -;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;77;
;16F1009: Leiria;3434;
;16F100901: Amor;366;
;16F100902: Arrabal;42;
;16F100925: Bajouca;65;
;16F100926: Bidoeira de Cima;65;
;16F100907: Caranguejeira;298;
;16F100909: Coimbrão;375;
;16F100913: Maceira;105;
;16F100915: Milagres;138;
;16F100921: Regueira de Pontes;66;
;16F100932: União das freguesias de Colmeias e Memória;137;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;223;
;16F100934: União das freguesias de Marrazes e Barosa;114;
;16F100935: União das freguesias de Monte Real e Carvide;294;
;16F100936: União das freguesias de Monte Redondo e Carreira;480;
;16F100937: União das freguesias de Parceiros e Azoia;102;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;153;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;129;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;284;
;16F1010: Marinha Grande;119;
;16F101001: Marinha Grande;64;
;16F101003: Moita;1;
;16F101002: Vieira de Leiria;53;
;16F1013: Pedrógão Grande;99;
;16F101301: Graça;29;
;16F101302: Pedrógão Grande;57;
;16F101303: Vila Facaia;13;
;16F1015: Pombal;2639;
;16F101501: Abiul;268;
;16F101503: Almagreira;219;
;16F101504: Carnide;72;
;16F101505: Carriço;161;
;16F101506: Louriçal;642;
;16F101515: Meirinhas;23;
;16F101508: Pelariga;133;
;16F101509: Pombal;363;
;16F101510: Redinha;184;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;264;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;134;
;16F101513: Vermoil;111;
;16F101514: Vila Cã;67;
;16F1016: Porto de Mós;511;
;16F101602: Alqueidão da Serra;39;
;16F101605: Calvaria de Cima;26;
;16F101606: Juncal;49;
;16F101608: Mira de Aire;13;
;16F101609: Pedreiras;15;
;16F101614: Porto de Mós - São João Baptista e São Pedro;24;
;16F101610: São Bento;127;
;16F101613: Serro Ventoso;63;
;16F101615: União das freguesias de Alvados e Alcaria;45;
;16F101616: União das freguesias de Arrimal e Mendiga;111;
;16G: Viseu Dão Lafões;20710;
;16G0901: Aguiar da Beira;2370;
;16G090102: Carapito;238;
;16G090103: Cortiçada;110;
;16G090105: Dornelas;292;
;16G090106: Eirado;162;
;16G090107: Forninhos;130;
;16G090109: Pena Verde;763;
;16G090110: Pinheiro;75;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;230;
;16G090115: União das freguesias de Sequeiros e Gradiz;156;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;213;
;16G1802: Carregal do Sal;473;
;16G180201: Beijós;62;
;16G180202: Cabanas de Viriato;133;
;16G180204: Oliveira do Conde;131;
;16G180206: Parada;17;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;130;
;16G1803: Castro Daire;1543;
;16G180301: Almofala;29;
;16G180303: Cabril;47;
;16G180304: Castro Daire;141;
;16G180305: Cujó;6;
;16G180309: Gosende;60;
;16G180312: Mões;261;
;16G180313: Moledo;170;
;16G180314: Monteiras;44;
;16G180317: Pepim;59;
;16G180319: Pinheiro;61;
;16G180322: São Joaninho;25;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;291;
;16G180324: União das freguesias de Mezio e Moura Morta;99;
;16G180325: União das freguesias de Parada de Ester e Ester;123;
;16G180326: União das freguesias de Picão e Ermida;38;
;16G180327: União das freguesias de Reriz e Gafanhão;90;
;16G1806: Mangualde;1789;
;16G180601: Abrunhosa-a-Velha;42;
;16G180602: Alcafache;78;
;16G180605: Cunha Baixa;106;
;16G180606: Espinho;380;
;16G180607: Fornos de Maceira Dão;138;
;16G180608: Freixiosa;5;
;16G180614: Quintela de Azurara;28;
;16G180616: São João da Fresta;97;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;214;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;120;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;354;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);228;
;16G1809: Nelas;556;
;16G180901: Canas de Senhorim;240;
;16G180908: Lapa do Lobo;53;
;16G180903: Nelas;53;
;16G180905: Senhorim;98;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;42;
;16G180911: União das freguesias de Santar e Moreira;30;
;16G180906: Vilar Seco;40;
;16G1810: Oliveira de Frades;1676;
;16G181002: Arcozelo das Maias;357;
;16G181005: Pinheiro;236;
;16G181007: Ribeiradio;229;
;16G181008: São João da Serra;141;
;16G181009: São Vicente de Lafões;141;
;16G181013: União das freguesias de Arca e Varzielas;123;
;16G181014: União das freguesias de Destriz e Reigoso;225;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;223;
;16G1811: Penalva do Castelo;745;
;16G181102: Castelo de Penalva;145;
;16G181103: Esmolfe;33;
;16G181104: Germil;29;
;16G181105: Ínsua;75;
;16G181106: Lusinde;23;
;16G181109: Pindo;89;
;16G181110: Real;80;
;16G181111: Sezures;50;
;16G181112: Trancozelos;20;
;16G181114: União das freguesias de Antas e Matela;134;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;67;
;16G1814: Santa Comba Dão;575;
;16G181403: Pinheiro de Ázere;42;
;16G181405: São Joaninho;36;
;16G181406: São João de Areias;165;
;16G181410: União das freguesias de Ovoa e Vimieiro;146;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;88;
;16G181412: União das freguesias de Treixedo e Nagozela;98;
;16G1816: São Pedro do Sul;2539;
;16G181602: Bordonhos;62;
;16G181606: Figueiredo de Alva;116;
;16G181607: Manhouce;230;
