
Quadro extraído em 11 de Outubro de 2022 (08:46:18)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;;Tipo (culturas temporárias);
;;Total;
;;Importância;
;;Total;
;;ha ;
;11A010921: Rio Meão;23;
;11A010922: Romariz;221;
;11A010924: Sanguedo;19;
;11A010925: Santa Maria de Lamas;4;
;11A010926: São João de Ver;39;
;11A010918: São Paio de Oleiros;2;
;11A010932: União das freguesias de Caldas de São Jorge e Pigeiros;96;
;11A010933: União das freguesias de Canedo, Vale e Vila Maior;385;
;11A010934: União das freguesias de Lobão, Gião, Louredo e Guisande;325;
;11A010935: União das freguesias de Santa Maria da Feira, Travanca, Sanfins e Espargo;243;
;11A010936: União de freguesias de São Miguel de Souto e Mosteirô;172;
;11A1314: Santo Tirso;2619;
;11A131401: Agrela;86;
;11A131402: Água Longa;242;
;11A131405: Aves;56;
;11A131413: Monte Córdova;311;
;11A131430: Negrelos (São Tomé);96;
;11A131416: Rebordões;63;
;11A131418: Reguenga;238;
;11A131419: Roriz;112;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;312;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);116;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;314;
;11A131436: União das freguesias de Lamelas e Guimarei;195;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;416;
;11A131432: Vilarinho;62;
;11A0116: São João da Madeira;37;
;11A011601: São João da Madeira;37;
;11A1318: Trofa;2800;
;11A131806: Covelas;422;
;11A131808: Muro;167;
;11A131809: União das freguesias de Alvarelhos e Guidões;388;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);1257;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);567;
;11A0119: Vale de Cambra;944;
;11A011901: Arões;284;
;11A011903: Cepelos;87;
;11A011905: Junqueira;108;
;11A011906: Macieira de Cambra;175;
;11A011907: Roge;77;
;11A011902: São Pedro de Castelões;131;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;81;
;11A1315: Valongo;730;
;11A131501: Alfena;187;
;11A131503: Ermesinde;58;
;11A131506: União das freguesias de Campo e Sobrado;384;
;11A131505: Valongo;101;
;11A1316: Vila do Conde;11441;
;11A131602: Árvore;375;
;11A131603: Aveleda;178;
;11A131604: Azurara;45;
;11A131607: Fajozes;487;
;11A131610: Gião;367;
;11A131611: Guilhabreu;581;
;11A131612: Junqueira;555;
;11A131613: Labruge;510;
;11A131614: Macieira da Maia;340;
;11A131616: Mindelo;525;
;11A131617: Modivas;259;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;1788;
;11A131632: União das freguesias de Fornelo e Vairão;717;
;11A131633: União das freguesias de Malta e Canidelo;356;
;11A131634: União das freguesias de Retorta e Tougues;485;
;11A131635: União das freguesias de Rio Mau e Arcos;1828;
;11A131636: União das freguesias de Touguinha e Touguinhó;784;
;11A131637: União das freguesias de Vilar e Mosteiró;621;
;11A131627: Vila Chã;271;
;11A131628: Vila do Conde;184;
;11A131630: Vilar de Pinheiro;184;
;11A1317: Vila Nova de Gaia;941;
;11A131701: Arcozelo;61;
;11A131702: Avintes;26;
;11A131703: Canelas;6;
;11A131704: Canidelo;23;
;11A131709: Madalena;11;
;11A131712: Oliveira do Douro;38;
;11A131717: São Félix da Marinha;56;
;11A131725: União das freguesias de Grijó e Sermonde;64;
;11A131726: União das freguesias de Gulpilhares e Valadares;117;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;29;
;11A131728: União das freguesias de Pedroso e Seixezelo;204;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;218;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;5;
;11A131731: União das freguesias de Serzedo e Perosinho;72;
;11A131723: Vilar de Andorinho;11;
;11B: Alto Tâmega;24810;
;11B1702: Boticas;2361;
;11B170217: Alturas do Barroso e Cerdedo;405;
;11B170218: Ardãos e Bobadela;381;
;11B170203: Beça;386;
;11B170219: Boticas e Granja;168;
;11B170220: Codessoso, Curros e Fiães do Tâmega;197;
;11B170208: Covas do Barroso;135;
;11B170210: Dornelas;98;
;11B170213: Pinho;95;
;11B170215: Sapiãos;260;
;11B170221: Vilar e Viveiro;236;
;11B1703: Chaves;8912;
;11B170301: Águas Frias;554;
;11B170302: Anelhe;119;
;11B170305: Bustelo;88;
;11B170309: Cimo de Vila da Castanheira;513;
;11B170310: Curalha;80;
;11B170312: Ervededo;244;
;11B170313: Faiões;196;
;11B170314: Lama de Arcos;163;
;11B170316: Mairos;483;
;11B170317: Moreiras;109;
;11B170318: Nogueira da Montanha;614;
;11B170320: Oura;182;
;11B170321: Outeiro Seco;132;
;11B170322: Paradela;185;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);515;
;11B170324: Redondelo;273;
;11B170327: Sanfins;133;
;11B170329: Santa Leocádia;177;
;11B170350: Santa Maria Maior;25;
;11B170330: Santo António de Monforte;180;
;11B170331: Santo Estêvão;222;
;11B170333: São Pedro de Agostém;303;
;11B170334: São Vicente;412;
;11B170340: Tronco;118;
;11B170354: União das freguesias da Madalena e Samaiões;487;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;342;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;283;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;102;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;98;
;11B170359: União das freguesias de Soutelo e Seara Velha;194;
;11B170360: União das freguesias de Travancas e Roriz;569;
;11B170341: Vale de Anta;92;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);114;
;11B170343: Vila Verde da Raia;182;
;11B170344: Vilar de Nantes;49;
;11B170345: Vilarelho da Raia;154;
;11B170347: Vilas Boas;49;
;11B170349: Vilela do Tâmega;63;
;11B170348: Vilela Seca;110;
;11B1706: Montalegre;5858;
;11B170601: Cabril;195;
;11B170603: Cervos;376;
;11B170604: Chã;1223;
;11B170607: Covelo do Gerês;52;
;11B170609: Ferral;120;
;11B170612: Gralhas;93;
;11B170616: Morgade;325;
;11B170618: Negrões;334;
;11B170619: Outeiro;59;
;11B170623: Pitões das Junias;111;
;11B170625: Reigoso;41;
;11B170626: Salto;361;
;11B170627: Santo André;140;
;11B170629: Sarraquinhos;467;
;11B170631: Solveira;86;
;11B170632: Tourém;82;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;283;
;11B170637: União das freguesias de Meixedo e Padornelos;331;
;11B170638: União das freguesias de Montalegre e Padroso;290;
;11B170639: União das freguesias de Paradela, Contim e Fiães;151;
;11B170640: União das freguesias de Sezelhe e Covelães;110;
;11B170641: União das freguesias de Venda Nova e Pondras;41;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;257;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;232;
;11B170635: Vila da Ponte;97;
;11B1709: Ribeira de Pena;1476;
;11B170901: Alvadia;102;
;11B170902: Canedo;79;
;11B170906: Santa Marinha;55;
;11B170908: União das freguesias de Cerva e Limões;694;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;546;
;11B1712: Valpaços;3010;
;11B171201: Água Revés e Crasto;53;
;11B171203: Algeriz;111;
;11B171205: Bouçoães;112;
;11B171206: Canaveses;62;
;11B171232: Carrazedo de Montenegro e Curros;149;
;11B171209: Ervões;308;
;11B171211: Fornos do Pinhal;11;
;11B171212: Friões;496;
;11B171233: Lebução, Fiães e Nozelos;301;
;11B171215: Padrela e Tazem;97;
;11B171216: Possacos;13;
;11B171217: Rio Torto;51;
;11B171219: Santa Maria de Emeres;35;
;11B171220: Santa Valha;80;
;11B171221: Santiago da Ribeira de Alhariz;86;
;11B171222: São João da Corveira;63;
;11B171223: São Pedro de Veiga de Lila;57;
;11B171224: Serapicos;154;
;11B171234: Sonim e Barreiros;85;
;11B171235: Tinhela e Alvarelhos;308;
;11B171227: Vales;97;
;11B171236: Valpaços e Sanfins;104;
;11B171229: Vassal;28;
;11B171230: Veiga de Lila;37;
;11B171231: Vilarandelo;112;
;11B1713: Vila Pouca de Aguiar;3193;
;11B171302: Alfarela de Jales;115;
;11B171319: Alvão;620;
;11B171303: Bornes de Aguiar;531;
;11B171304: Bragado;174;
;11B171305: Capeludos;112;
;11B171317: Sabroso de Aguiar;22;
;11B171310: Soutelo de Aguiar;245;
;11B171311: Telões;382;
;11B171312: Tresminas;276;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;159;
;11B171313: Valoura;56;
;11B171314: Vila Pouca de Aguiar;205;
;11B171315: Vreia de Bornes;119;
;11B171316: Vreia de Jales;179;
;11C: Tâmega e Sousa;21721;
;11C1301: Amarante;3310;
;11C130103: Ansiães;72;
;11C130107: Candemil;91;
;11C130112: Fregim;116;
;11C130115: Fridão;36;
;11C130117: Gondar;93;
;11C130134: Gouveia (São Simão);197;
;11C130118: Jazente;49;
;11C130119: Lomba;29;
;11C130120: Louredo;47;
;11C130121: Lufrei;111;
;11C130123: Mancelos;210;
;11C130126: Padronelo;65;
;11C130128: Rebordelo;57;
;11C130129: Salvador do Monte;76;
;11C130135: Telões;240;
;11C130136: Travanca;202;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;243;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;130;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;254;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);199;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;179;
;11C130146: União das freguesias de Olo e Canadelo;94;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;125;
;11C130138: Vila Caiz;86;
;11C130139: Vila Chã do Marão;112;
;11C130147: Vila Meã;196;
;11C1302: Baião;1644;
;11C130204: Frende;7;
;11C130205: Gestaçô;128;
;11C130206: Gove;109;
;11C130207: Grilo;97;
;11C130208: Loivos do Monte;98;
;11C130215: Santa Marinha do Zêzere;106;
;11C130221: União das freguesias de Ancede e Ribadouro;57;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;87;
;11C130223: União das freguesias de Campelo e Ovil;533;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;12;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;68;
;11C130226: União das freguesias de Teixeira e Teixeiró;167;
;11C130219: Valadares;100;
;11C130220: Viariz;75;
;11C0106: Castelo de Paiva;1168;
;11C010602: Fornos;103;
;11C010606: Real;300;
;11C010607: Santa Maria de Sardoura;142;
;11C010608: São Martinho de Sardoura;88;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;341;
;11C010611: União das freguesias de Sobrado e Bairros;193;
;11C0305: Celorico de Basto;2945;
;11C030501: Agilde;132;
;11C030502: Arnóia;303;
;11C030520: Basto (São Clemente);81;
;11C030503: Borba de Montanha;427;
;11C030508: Codeçoso;27;
;11C030510: Fervença;148;
;11C030515: Moreira do Castelo;97;
;11C030517: Rego;287;
;11C030518: Ribas;181;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;334;
;11C030524: União das freguesias de Caçarilhe e Infesta;207;
;11C030525: União das freguesias de Canedo de Basto e Corgo;98;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);249;
;11C030527: União das freguesias de Veade, Gagos e Molares;225;
;11C030521: Vale de Bouro;150;
;11C1804: Cinfães;1713;
;11C180403: Cinfães;180;
;11C180404: Espadanedo;75;
;11C180405: Ferreiros de Tendais;110;
;11C180406: Fornelos;85;
;11C180408: Moimenta;38;
;11C180409: Nespereira;307;
;11C180410: Oliveira do Douro;96;
;11C180412: Santiago de Piães;191;
;11C180413: São Cristóvão de Nogueira;160;
;11C180414: Souselo;99;
;11C180415: Tarouquela;52;
;11C180416: Tendais;175;
;11C180417: Travanca;84;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;62;
;11C1303: Felgueiras;2298;
;11C130301: Aião;56;
;11C130302: Airães;114;
;11C130305: Friande;85;
;11C130306: Idães;113;
;11C130307: Jugueiros;115;
;11C130313: Penacova;36;
;11C130314: Pinheiro;25;
;11C130315: Pombeiro de Ribavizela;100;
;11C130317: Refontoura;143;
;11C130318: Regilde;61;
;11C130319: Revinhade;5;
;11C130324: Sendim;107;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;167;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;366;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;130;
;11C130337: União das freguesias de Torrados e Sousa;132;
;11C130338: União das freguesias de Unhão e Lordelo;121;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;232;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);120;
;11C130341: União das freguesias de Vila Verde e Santão;71;
;11C1305: Lousada;2167;
;11C130502: Aveleda;110;
;11C130504: Caíde de Rei;155;
;11C130510: Lodares;164;
;11C130512: Macieira;86;
;11C130513: Meinedo;144;
;11C130515: Nevogilde;102;
;11C130524: Sousela;49;
;11C130525: Torno;172;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);197;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;228;
;11C130529: União das freguesias de Figueiras e Covas;61;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);208;
;11C130531: União das freguesias de Nespereira e Casais;103;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;310;
;11C130526: Vilar do Torno e Alentém;76;
;11C1307: Marco de Canaveses;1939;
;11C130732: Alpendorada, Várzea e Torrão;92;
;11C130733: Avessadas e Rosém;123;
;11C130704: Banho e Carvalhosa;45;
;11C130734: Bem Viver;71;
;11C130705: Constance;63;
;11C130736: Marco;102;
;11C130737: Paredes de Viadores e Manhuncelos;104;
;11C130738: Penha Longa e Paços de Gaiolo;180;
;11C130739: Sande e São Lourenço do Douro;85;
;11C130735: Santo Isidoro e Livração;24;
;11C130722: Soalhães;268;
;11C130723: Sobretâmega;37;
;11C130724: Tabuado;68;
;11C130740: Várzea, Aliviada e Folhada;357;
;11C130741: Vila Boa de Quires e Maureles;231;
;11C130730: Vila Boa do Bispo;90;
;11C1309: Paços de Ferreira;1432;
;11C130902: Carvalhosa;157;
;11C130904: Eiriz;147;
;11C130905: Ferreira;180;
;11C130906: Figueiró;91;
;11C130917: Frazão Arreigada;139;
;11C130908: Freamunde;65;
;11C130910: Meixomil;101;
;11C130918: Paços de Ferreira;73;
;11C130913: Penamaior;90;
;11C130914: Raimonda;66;
;11C130919: Sanfins Lamoso Codessos;249;
;11C130916: Seroa;75;
;11C1311: Penafiel;2448;
;11C131101: Abragão;154;
;11C131102: Boelhe;51;
;11C131103: Bustelo;100;
;11C131104: Cabeça Santa;32;
;11C131105: Canelas;84;
;11C131106: Capela;95;
;11C131107: Castelões;97;
;11C131108: Croca;65;
;11C131109: Duas Igrejas;135;
;11C131110: Eja;14;
;11C131112: Fonte Arcada;95;
;11C131113: Galegos;84;
;11C131141: Guilhufe e Urrô;73;
;11C131115: Irivo;70;
;11C131142: Lagares e Figueira;148;
;11C131140: Luzim e Vila Cova;124;
;11C131121: Oldrões;44;
;11C131122: Paço de Sousa;220;
;11C131139: Penafiel;274;
;11C131125: Perozelo;44;
;11C131128: Rans;108;
;11C131132: Recezinhos (São Mamede);42;
;11C131133: Recezinhos (São Martinho);85;
;11C131129: Rio de Moinhos;46;
;11C131138: Rio Mau;3;
;11C131134: Sebolido;1;
;11C131143: Termas de São Vicente;121;
;11C131136: Valpedre;41;
;11C1813: Resende;656;
;11C181302: Barrô;- -;
;11C181303: Cárquere;84;
;11C181310: Paus;39;
;11C181311: Resende;187;
;11C181312: São Cipriano;64;
;11C181313: São João de Fontoura;12;
;11C181314: São Martinho de Mouros;49;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;52;
;11C181317: União das freguesias de Felgueiras e Feirão;72;
;11C181318: União das freguesias de Freigil e Miomães;49;
;11C181319: União das freguesias de Ovadas e Panchorra;49;
;11D: Douro;9487;
;11D1701: Alijó;169;
;11D170101: Alijó;1;
;11D170107: Favaios;1;
;11D170108: Pegarinhos;8;
;11D170109: Pinhão;- -;
;11D170112: Sanfins do Douro;0;
;11D170113: Santa Eugénia;0;
;11D170114: São Mamede de Ribatua;2;
;11D170120: União das freguesias de Carlão e Amieiro;25;
;11D170121: União das freguesias de Castedo e Cotas;0;
;11D170122: União das freguesias de Pópulo e Ribalonga;19;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;- -;
;11D170116: Vila Chã;36;
;11D170117: Vila Verde;74;
;11D170118: Vilar de Maçada;3;
;11D1801: Armamar;72;
;11D180101: Aldeias;2;
;11D180120: Armamar;4;
;11D180104: Cimbres;7;
;11D180106: Folgosa;- -;
;11D180107: Fontelo;10;
;11D180109: Queimada;1;
;11D180110: Queimadela;0;
;11D180111: Santa Cruz;3;
;11D180114: São Cosmado;19;
;11D180115: São Martinho das Chãs;5;
;11D180121: União das freguesias de Aricera e Goujoim;14;
;11D180122: União das freguesias de São Romão e Santiago;7;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;1;
;11D180118: Vacalar;- -;
;11D0403: Carrazeda de Ansiães;701;
;11D040304: Carrazeda de Ansiães;115;
;11D040306: Fonte Longa;75;
;11D040308: Linhares;34;
;11D040309: Marzagão;81;
;11D040311: Parambos;24;
;11D040312: Pereiros;2;
;11D040313: Pinhal do Norte;16;
;11D040314: Pombal;2;
;11D040316: Seixo de Ansiães;31;
;11D040320: União das freguesias de Amedo e Zedes;128;
;11D040321: União das freguesias de Belver e Mogo de Malta;108;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;6;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;43;
;11D040318: Vilarinho da Castanheira;36;
;11D0404: Freixo de Espada à Cinta;509;
;11D040404: Ligares;7;
;11D040406: Poiares;15;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;200;
;11D040408: União das freguesias de Lagoaça e Fornos;288;
;11D1805: Lamego;257;
;11D180502: Avões;7;
;11D180504: Britiande;7;
;11D180505: Cambres;0;
;11D180507: Ferreirim;20;
;11D180508: Ferreiros de Avões;2;
;11D180509: Figueira;13;
;11D180510: Lalim;25;
;11D180525: Lamego (Almacave e Sé);10;
;11D180511: Lazarim;16;
;11D180516: Penajóia;4;
;11D180517: Penude;39;
;11D180519: Samodães;1;
;11D180520: Sande;1;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;42;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;39;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;1;
;11D180523: Várzea de Abrunhais;6;
;11D180524: Vila Nova de Souto d'El-Rei;25;
;11D1704: Mesão Frio;1;
;11D170401: Barqueiros;0;
;11D170402: Cidadelhe;- -;
;11D170408: Mesão Frio (Santo André);0;
;11D170403: Oliveira;- -;
;11D170407: Vila Marim;1;
;11D1807: Moimenta da Beira;1592;
;11D180702: Alvite;466;
;11D180703: Arcozelos;76;
;11D180705: Baldos;8;
;11D180706: Cabaços;15;
;11D180707: Caria;175;
;11D180708: Castelo;1;
;11D180709: Leomil;261;
;11D180710: Moimenta da Beira;62;
;11D180713: Passô;33;
;11D180716: Vila da Rua;53;
;11D180717: Sarzedo;20;
;11D180719: Sever;35;
;11D180721: União das freguesias de Paradinha e Nagosa;2;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;206;
;11D180723: União das freguesias de Peva e Segões;138;
;11D180720: Vilar;40;
;11D1707: Murça;364;
;11D170701: Candedo;15;
;11D170703: Fiolhoso;34;
;11D170704: Jou;144;
;11D170705: Murça;8;
;11D170710: União das freguesias de Carva e Vilares;37;
;11D170711: União das freguesias de Noura e Palheiros;51;
;11D170708: Valongo de Milhais;74;
;11D1812: Penedono;405;
;11D181202: Beselga;42;
;11D181203: Castainço;50;
;11D181207: Penela da Beira;16;
;11D181208: Póvoa de Penela;17;
;11D181209: Souto;36;
;11D181210: União das freguesias de Antas e Ourozinho;107;
;11D181211: União das freguesias de Penedono e Granja;137;
;11D1708: Peso da Régua;15;
;11D170802: Fontelas;- -;
;11D170805: Loureiro;- -;
;11D170809: Sedielos;12;
;11D170813: União das freguesias de Galafura e Covelinhas;- -;
;11D170814: União das freguesias de Moura Morta e Vinhós;1;
;11D170815: União das freguesias de Peso da Régua e Godim;2;
;11D170816: União das freguesias de Poiares e Canelas;1;
;11D170810: Vilarinho dos Freires;- -;
;11D1710: Sabrosa;143;
;11D171001: Celeirós;- -;
;11D171002: Covas do Douro;1;
;11D171004: Gouvinhas;1;
;11D171007: Paços;33;
;11D171005: Parada de Pinhão;16;
;11D171009: Sabrosa;1;
;11D171011: São Lourenço de Ribapinhão;18;
;11D171013: Souto Maior;0;
;11D171014: Torre do Pinhão;41;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;2;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;27;
;11D171015: Vilarinho de São Romão;4;
;11D1711: Santa Marta de Penaguião;4;
;11D171101: Alvações do Corgo;- -;
;11D171102: Cumieira;0;
;11D171103: Fontes;1;
;11D171106: Medrões;0;
;11D171110: Sever;0;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;- -;
;11D171112: União das freguesias de Louredo e Fornelos;1;
;11D1815: São João da Pesqueira;796;
;11D181501: Castanheiro do Sul;6;
;11D181502: Ervedosa do Douro;5;
;11D181504: Nagozelo do Douro;1;
;11D181505: Paredes da Beira;157;
;11D181507: Riodades;514;
;11D181509: Soutelo do Douro;0;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;47;
;11D181516: União das freguesias de Trevões e Espinhosa;13;
;11D181517: União das freguesias de Vilarouco e Pereiros;49;
;11D181511: Vale de Figueira;1;
;11D181512: Valongo dos Azeites;3;
;11D1818: Sernancelhe;1386;
;11D181801: Arnas;49;
;11D181802: Carregal;175;
;11D181803: Chosendo;35;
;11D181804: Cunha;145;
;11D181806: Faia;16;
;11D181810: Granjal;92;
;11D181811: Lamosa;107;
;11D181814: Quintela;313;
;11D181818: União das freguesias de Ferreirim e Macieira;64;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;70;
;11D181820: União das freguesias de Penso e Freixinho;24;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;258;
;11D181817: Vila da Ponte;38;
;11D1819: Tabuaço;254;
;11D181901: Adorigo;0;
;11D181902: Arcos;33;
;11D181904: Chavães;52;
;11D181905: Desejosa;1;
;11D181906: Granja do Tedo;14;
;11D181908: Longa;11;
;11D181913: Sendim;81;
;11D181914: Tabuaço;1;
;11D181918: União das freguesias de Barcos e Santa Leocádia;13;
;11D181919: União das freguesias de Paradela e Granjinha;30;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;15;
;11D181921: União das freguesias de Távora e Pereiro;4;
;11D181917: Valença do Douro;0;
;11D1820: Tarouca;284;
;11D182004: Mondim da Beira;31;
;11D182005: Salzedas;11;
;11D182006: São João de Tarouca;109;
;11D182011: União das freguesias de Gouviães e Ucanha;5;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;34;
;11D182013: União das freguesias de Tarouca e Dálvares;77;
;11D182009: Várzea da Serra;17;
;11D0409: Torre de Moncorvo;680;
;11D040901: Açoreira;3;
;11D040903: Cabeça Boa;35;
;11D040905: Carviçais;136;
;11D040906: Castedo;36;
;11D040909: Horta da Vilariça;78;
;11D040910: Larinho;103;
;11D040911: Lousa;16;
;11D040913: Mós;29;
;11D040916: Torre de Moncorvo;20;
;11D040918: União das freguesias de Adeganha e Cardanha;97;
;11D040919: União das freguesias de Felgar e Souto da Velha;89;
;11D040920: União das freguesias de Felgueiras e Maçores;24;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;15;
;11D0914: Vila Nova de Foz Côa;231;
;11D091401: Almendra;13;
;11D091402: Castelo Melhor;9;
;11D091403: Cedovim;31;
;11D091404: Chãs;2;
;11D091405: Custóias;- -;
;11D091418: Freixo de Numão;36;
;11D091407: Horta;3;
;11D091410: Muxagata;2;
;11D091411: Numão;5;
;11D091412: Santa Comba;9;
;11D091414: Sebadelhe;1;
;11D091415: Seixas;24;
;11D091416: Touça;14;
;11D091419: Vila Nova de Foz Côa;81;
;11D1714: Vila Real;1624;
;11D171401: Abaças;13;
;11D171403: Andrães;57;
;11D171404: Arroios;17;
;11D171406: Campeã;307;
;11D171409: Folhadela;41;
;11D171410: Guiães;4;
;11D171414: Lordelo;59;
;11D171415: Mateus;1;
;11D171416: Mondrões;69;
;11D171420: Parada de Cunhos;10;
;11D171426: Torgueda;63;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;133;
;11D171432: União das freguesias de Borbela e Lamas de Olo;92;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;125;
;11D171434: União das freguesias de Mouçós e Lamares;99;
;11D171435: União das freguesias de Nogueira e Ermida;1;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;213;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;113;
;11D171429: Vila Marim;139;
;11D171438: Vila Real;69;
;11E: Terras de Trás-os-Montes;34009;
;11E0401: Alfândega da Fé;490;
;11E040102: Alfândega da Fé;130;
;11E040103: Cerejais;0;
;11E040111: Sambade;39;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;62;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;38;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;16;
;11E040124: União das freguesias de Gebelim e Soeima;36;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;8;
;11E040126: União das freguesias de Pombal e Vales;8;
;11E040118: Vilar Chão;144;
;11E040119: Vilarelhos;5;
;11E040120: Vilares de Vilariça;4;
;11E0402: Bragança;6673;
;11E040201: Alfaião;145;
;11E040203: Babe;129;
;11E040204: Baçal;423;
;11E040206: Carragosa;87;
;11E040209: Castro de Avelãs;268;
;11E040210: Coelhoso;78;
;11E040212: Donai;135;
;11E040213: Espinhosela;135;
;11E040215: França;8;
;11E040216: Gimonde;80;
;11E040217: Gondesende;60;
;11E040218: Gostei;203;
;11E040219: Grijó de Parada;248;
;11E040221: Macedo do Mato;155;
;11E040224: Mós;61;
;11E040225: Nogueira;129;
;11E040226: Outeiro;166;
;11E040229: Parâmio;115;
;11E040230: Pinela;132;
;11E040232: Quintanilha;126;
;11E040233: Quintela de Lampaças;105;
;11E040234: Rabal;110;
;11E040236: Rebordãos;240;
;11E040239: Salsas;119;
;11E040240: Samil;149;
;11E040241: Santa Comba de Rossas;43;
;11E040244: São Pedro de Sarracenos;121;
;11E040246: Sendas;149;
;11E040247: Serapicos;91;
;11E040248: Sortes.;195;
;11E040250: União das freguesias de Aveleda e Rio de Onor;126;
;11E040251: União das freguesias de Castrelos e Carrazedo;161;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;538;
;11E040253: União das freguesias de Parada e Faílde;332;
;11E040254: União das freguesias de Rebordainhos e Pombares;110;
;11E040255: União das freguesias de Rio Frio e Milhão;407;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;400;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;240;
;11E040249: Zoio;154;
;11E0405: Macedo de Cavaleiros;3553;
;11E040502: Amendoeira;116;
;11E040503: Arcas;26;
;11E040507: Carrapatas;70;
