
Quadro extraído em 11 de Outubro de 2022 (08:46:54)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;11E040544: União das freguesias de Talhinhas e Bagueixe;566;
;11E040532: Vale Benfeito;197;
;11E040533: Vale da Porca;185;
;11E040534: Vale de Prados;142;
;11E040536: Vilarinho de Agrochão;124;
;11E040538: Vinhas;256;
;11E0406: Miranda do Douro;7826;
;11E040604: Duas Igrejas;1527;
;11E040605: Genísio;409;
;11E040607: Malhadas;660;
;11E040608: Miranda do Douro;588;
;11E040609: Palaçoulo;868;
;11E040611: Picote;112;
;11E040612: Póvoa;411;
;11E040613: São Martinho de Angueira;235;
;11E040618: União das freguesias de Constantim e Cicouro;367;
;11E040619: União das freguesias de Ifanes e Paradela;650;
;11E040620: União das freguesias de Sendim e Atenor;880;
;11E040621: União das freguesias de Silva e Águas Vivas;524;
;11E040616: Vila Chã de Braciosa;597;
;11E0407: Mirandela;4590;
;11E040701: Abambres;140;
;11E040702: Abreiro;29;
;11E040703: Aguieiras;141;
;11E040704: Alvites;99;
;11E040708: Bouça;168;
;11E040709: Cabanelas;235;
;11E040710: Caravelas;195;
;11E040711: Carvalhais;370;
;11E040712: Cedães;144;
;11E040713: Cobro;104;
;11E040714: Fradizela;122;
;11E040716: Frechas;104;
;11E040718: Lamas de Orelhão;220;
;11E040720: Mascarenhas;115;
;11E040721: Mirandela;179;
;11E040722: Múrias;67;
;11E040724: Paços;275;
;11E040727: São Pedro Velho;184;
;11E040728: São Salvador;42;
;11E040729: Suçães;245;
;11E040730: Torre de Dona Chama;238;
;11E040738: União das freguesias de Avantos e Romeu;177;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;289;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;149;
;11E040741: União das freguesias de Franco e Vila Boa;119;
;11E040742: União das freguesias de Freixeda e Vila Verde;47;
;11E040731: Vale de Asnes;133;
;11E040732: Vale de Gouvinhas;44;
;11E040733: Vale de Salgueiro;132;
;11E040734: Vale de Telhas;83;
;11E0408: Mogadouro;14010;
;11E040801: Azinhoso;583;
;11E040802: Bemposta;292;
;11E040803: Bruçó;237;
;11E040804: Brunhoso;398;
;11E040807: Castelo Branco;399;
;11E040808: Castro Vicente;417;
;11E040809: Meirinhos;183;
;11E040811: Paradela;229;
;11E040812: Penas Roias;1164;
;11E040813: Peredo da Bemposta;286;
;11E040815: Saldanha;809;
;11E040817: São Martinho do Peso;557;
;11E040819: Tó;604;
;11E040820: Travanca;457;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;1512;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;2492;
;11E040831: União das freguesias de Remondes e Soutelo;624;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;1145;
;11E040821: Urrós;317;
;11E040822: Vale da Madre;314;
;11E040826: Vila de Ala;992;
;11E0410: Vila Flor;1065;
;11E041002: Benlhevai;58;
;11E041005: Freixiel;70;
;11E041009: Roios;51;
;11E041010: Samões;84;
;11E041011: Sampaio;45;
;11E041012: Santa Comba de Vilariça;16;
;11E041013: Seixo de Manhoses;26;
;11E041014: Trindade;77;
;11E041020: União das freguesias de Assares e Lodões;107;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;28;
;11E041022: União das freguesias de Valtorno e Mourão;66;
;11E041023: União das freguesias de Vila Flor e Nabo;182;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;191;
;11E041015: Vale Frechoso;65;
;11E0411: Vimioso;4563;
;11E041103: Argozelo;320;
;11E041107: Carção;207;
;11E041108: Matela;420;
;11E041109: Pinelo;234;
;11E041110: Santulhão;457;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;598;
;11E041116: União das freguesias de Caçarelhos e Angueira;755;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;734;
;11E041113: Vilar Seco;493;
;11E041114: Vimioso;346;
;11E0412: Vinhais;6730;
;11E041201: Agrochão;211;
;11E041203: Candedo;178;
;11E041204: Celas;474;
;11E041206: Edral;194;
;11E041207: Edrosa;237;
;11E041208: Ervedosa;247;
;11E041215: Paçó;260;
;11E041216: Penhas Juntas;366;
;11E041219: Rebordelo;268;
;11E041221: Santalha;239;
;11E041226: Tuizelo;481;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;251;
;11E041237: União das freguesias de Moimenta e Montouto;186;
;11E041238: União das freguesias de Nunes e Ousilhão;257;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;309;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;219;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;354;
;11E041242: União das freguesias de Travanca e Santa Cruz;257;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;313;
;11E041227: Vale das Fontes;86;
;11E041229: Vila Boa de Ousilhão;75;
;11E041230: Vila Verde;103;
;11E041232: Vilar de Ossos;235;
;11E041233: Vilar de Peregrinos;234;
;11E041234: Vilar Seco de Lomba;178;
;11E041235: Vinhais;520;
;16: Centro;345183;
;16B: Oeste;36102;
;16B1001: Alcobaça;3894;
;16B100102: Alfeizerão;400;
;16B100120: Aljubarrota;384;
;16B100104: Bárrio;331;
;16B100105: Benedita;271;
;16B100106: Cela;582;
;16B100108: Évora de Alcobaça;523;
;16B100109: Maiorga;54;
;16B100112: São Martinho do Porto;170;
;16B100114: Turquel;756;
;16B100121: União das freguesias de Alcobaça e Vestiaria;86;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;100;
;16B100123: União das freguesias de Pataias e Martingança;89;
;16B100116: Vimeiro;149;
;16B1101: Alenquer;6479;
;16B110106: Carnota;300;
;16B110107: Meca;100;
;16B110108: Olhalvo;60;
;16B110109: Ota;276;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;2436;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;477;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);992;
;16B110120: União das freguesias de Carregado e Cadafais;647;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;351;
;16B110113: Ventosa;538;
;16B110114: Vila Verde dos Francos;302;
;16B1102: Arruda dos Vinhos;1665;
;16B110201: Arranhó;669;
;16B110202: Arruda dos Vinhos;732;
;16B110203: Cardosas;62;
;16B110204: São Tiago dos Velhos;202;
;16B1005: Bombarral;784;
;16B100502: Carvalhal;187;
;16B100505: Pó;230;
;16B100503: Roliça;101;
;16B100506: União das freguesias do Bombarral e Vale Covo;266;
;16B1104: Cadaval;1064;
;16B110401: Alguber;108;
;16B110407: Peral;35;
;16B110412: União das freguesias de Lamas e Cercal;308;
;16B110413: União das freguesias de Painho e Figueiros;99;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;171;
;16B110409: Vermelha;264;
;16B110410: Vilar;80;
;16B1006: Caldas da Rainha;1845;
;16B100601: A dos Francos;97;
;16B100602: Alvorninha;337;
;16B100604: Carvalhal Benfeito;37;
;16B100606: Foz do Arelho;61;
;16B100607: Landal;60;
;16B100608: Nadadouro;86;
;16B100609: Salir de Matos;131;
;16B100611: Santa Catarina;163;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;83;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;279;
;16B100619: União das freguesias de Tornada e Salir do Porto;362;
;16B100615: Vidais;148;
;16B1108: Lourinhã;5456;
;16B110803: Moita dos Ferreiros;946;
;16B110805: Reguengo Grande;504;
;16B110810: Ribamar;177;
;16B110806: Santa Bárbara;326;
;16B110812: União das freguesias de Lourinhã e Atalaia;1941;
;16B110813: União das freguesias de Miragaia e Marteleira;778;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;599;
;16B110808: Vimeiro;185;
;16B1011: Nazaré;917;
;16B101101: Famalicão;241;
;16B101102: Nazaré;53;
;16B101103: Valado dos Frades;623;
;16B1012: Óbidos;1659;
;16B101201: A dos Negros;140;
;16B101202: Amoreira;166;
;16B101208: Gaeiras;77;
;16B101203: Olho Marinho;347;
;16B101210: Santa Maria, São Pedro e Sobral da Lagoa;661;
;16B101209: Usseira;30;
;16B101207: Vau;239;
;16B1014: Peniche;2762;
;16B101402: Atouguia da Baleia;2158;
;16B101406: Ferrel;384;
;16B101407: Peniche;18;
;16B101405: Serra d'El-Rei;202;
;16B1112: Sobral de Monte Agraço;2206;
;16B111201: Santo Quintino;878;
;16B111202: Sapataria;838;
;16B111203: Sobral de Monte Agraço;490;
;16B1113: Torres Vedras;7372;
;16B111306: Freiria;253;
;16B111310: Ponte do Rol;270;
;16B111311: Ramalhal;394;
;16B111314: São Pedro da Cadeira;933;
;16B111316: Silveira;590;
;16B111317: Turcifal;249;
;16B111321: União das freguesias de A dos Cunhados e Maceira;1201;
;16B111322: União das freguesias de Campelos e Outeiro da Cabeça;491;
;16B111323: União das freguesias de Carvoeira e Carmões;339;
;16B111324: União das freguesias de Dois Portos e Runa;1117;
;16B111325: União das freguesias de Maxial e Monte Redondo;410;
;16B111326: União das freguesias de Torres Vedras (São Pedro, Santiago, Santa Maria do Castelo e São Miguel) e Matacães;570;
;16B111318: Ventosa;555;
;16D: Região de Aveiro;33200;
;16D0101: Águeda;3608;
;16D010103: Aguada de Cima;401;
;16D010109: Fermentelos;98;
;16D010112: Macinhata do Vouga;305;
;16D010121: União das freguesias de Águeda e Borralha;300;
;16D010122: União das freguesias de Barrô e Aguada de Baixo;183;
;16D010123: União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;375;
;16D010124: União das freguesias de Recardães e Espinhel;419;
;16D010125: União das freguesias de Travassô e Óis da Ribeira;390;
;16D010126: União das freguesias de Trofa, Segadães e Lamas do Vouga;510;
;16D010127: União das freguesias do Préstimo e Macieira de Alcoba;293;
;16D010119: Valongo do Vouga;334;
;16D0102: Albergaria-a-Velha;3337;
;16D010209: Albergaria-a-Velha e Valmaior;295;
;16D010202: Alquerubim;619;
;16D010203: Angeja;959;
;16D010204: Branca;394;
;16D010206: Ribeira de Fráguas;58;
;16D010210: São João de Loure e Frossos;1012;
;16D0103: Anadia;2303;
;16D010304: Avelãs de Caminho;35;
;16D010305: Avelãs de Cima;356;
;16D010307: Moita;256;
;16D010309: Sangalhos;129;
;16D010310: São Lourenço do Bairro;253;
;16D010316: União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas;259;
;16D010317: União das freguesias de Arcos e Mogofores;150;
;16D010318: União das freguesias de Tamengos, Aguim e Óis do Bairro;179;
;16D010312: Vila Nova de Monsarros;144;
;16D010313: Vilarinho do Bairro;542;
;16D0105: Aveiro;3421;
;16D010501: Aradas;355;
;16D010502: Cacia;441;
;16D010515: Eixo e Eirol;671;
;16D010505: Esgueira;243;
;16D010508: Oliveirinha;642;
;16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;760;
;16D010513: Santa Joana;167;
;16D010510: São Bernardo;81;
;16D010511: São Jacinto;1;
;16D010517: União das freguesias de Glória e Vera Cruz;61;
;16D0108: Estarreja;4930;
;16D010801: Avanca;995;
;16D010805: Pardilhó;431;
;16D010806: Salreu;1163;
;16D010808: União das freguesias de Beduído e Veiros;1236;
;16D010809: União das freguesias de Canelas e Fermelã;1106;
;16D0110: Ílhavo;1210;
;16D011005: Gafanha da Encarnação;98;
;16D011006: Gafanha da Nazaré;8;
;16D011007: Gafanha do Carmo;178;
;16D011008: Ílhavo (São Salvador);926;
;16D0112: Murtosa;2554;
;16D011201: Bunheiro;1621;
;16D011202: Monte;126;
;16D011203: Murtosa;546;
;16D011204: Torreira;262;
;16D0114: Oliveira do Bairro;1943;
;16D011403: Oiã;612;
;16D011404: Oliveira do Bairro;402;
;16D011405: Palhaça;305;
;16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;625;
;16D0115: Ovar;3481;
;16D011502: Cortegaça;9;
;16D011503: Esmoriz;74;
;16D011504: Maceda;166;
;16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;1922;
;16D011507: Válega;1310;
;16D0117: Sever do Vouga;1413;
;16D011702: Couto de Esteves;339;
;16D011704: Pessegueiro do Vouga;12;
;16D011705: Rocas do Vouga;343;
;16D011706: Sever do Vouga;68;
;16D011708: Talhadas;224;
;16D011710: União das freguesias de Cedrim e Paradela;169;
;16D011711: União das freguesias de Silva Escura e Dornelas;257;
;16D0118: Vagos;5002;
;16D011801: Calvão;516;
;16D011804: Gafanha da Boa Hora;629;
;16D011805: Ouca;724;
;16D011810: Santo André de Vagos;389;
;16D011807: Sosa;696;
;16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;605;
;16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;492;
;16D011814: União das freguesias de Vagos e Santo António;950;
;16E: Região de Coimbra;53181;
;16E0601: Arganil;1035;
;16E060102: Arganil;149;
;16E060104: Benfeita;34;
;16E060105: Celavisa;19;
;16E060109: Folques;36;
;16E060111: Piódão;14;
;16E060112: Pomares;50;
;16E060113: Pombeiro da Beira;155;
;16E060114: São Martinho da Cortiça;239;
;16E060115: Sarzedo;69;
;16E060116: Secarias;16;
;16E060119: União das freguesias de Cepos e Teixeira;30;
;16E060120: União das freguesias de Cerdeira e Moura da Serra;20;
;16E060121: União das freguesias de Côja e Barril de Alva;92;
;16E060122: União das freguesias de Vila Cova de Alva e Anseriz;112;
;16E0602: Cantanhede;7616;
;16E060201: Ançã;209;
;16E060203: Cadima;1185;
;16E060205: Cordinhã;461;
;16E060207: Febres;258;
;16E060208: Murtede;251;
;16E060209: Ourentã;334;
;16E060218: Sanguinheira;1416;
;16E060215: São Caetano;136;
;16E060214: Tocha;1492;
;16E060220: União das freguesias de Cantanhede e Pocariça;432;
;16E060221: União das freguesias de Covões e Camarneira;578;
;16E060222: União das freguesias de Portunhos e Outil;265;
;16E060223: União das freguesias de Sepins e Bolho;394;
;16E060224: União das freguesias de Vilamar e Corticeiro de Cima;206;
;16E0603: Coimbra;4712;
;16E060301: Almalaguês;134;
;16E060309: Brasfemes;24;
;16E060311: Ceira;61;
;16E060312: Cernache;117;
;16E060318: Santo António dos Olivais;78;
;16E060320: São João do Campo;317;
;16E060324: São Silvestre;644;
;16E060329: Torres do Mondego;34;
;16E060332: União das freguesias de Antuzede e Vil de Matos;487;
;16E060333: União das freguesias de Assafarge e Antanhol;89;
;16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);49;
;16E060335: União das freguesias de Eiras e São Paulo de Frades;151;
;16E060336: União das freguesias de Santa Clara e Castelo Viegas;71;
;16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;487;
;16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;971;
;16E060339: União das freguesias de Souselas e Botão;243;
;16E060340: União das freguesias de Taveiro, Ameal e Arzila;537;
;16E060341: União das freguesias de Trouxemil e Torre de Vilela;218;
;16E0604: Condeixa-a-Nova;1781;
;16E060401: Anobra;268;
;16E060406: Ega;359;
;16E060407: Furadouro;144;
;16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;327;
;16E060412: União das freguesias de Sebal e Belide;280;
;16E060413: União das freguesias de Vila Seca e Bem da Fé;118;
;16E060410: Zambujal;286;
;16E0605: Figueira da Foz;7980;
;16E060519: Alhadas;645;
;16E060502: Alqueidão;1058;
;16E060515: Bom Sucesso;1288;
;16E060520: Buarcos;61;
;16E060521: Ferreira-a-Nova;1581;
;16E060522: Lavos;207;
;16E060507: Maiorca;1019;
;16E060508: Marinha das Ondas;298;
;16E060518: Moinhos da Gândara;450;
;16E060523: Paião;826;
;16E060524: Quiaios;144;
;16E060514: São Pedro;2;
;16E060512: Tavarede;75;
;16E060513: Vila Verde;326;
;16E0606: Góis;306;
;16E060601: Alvares;41;
;16E060604: Góis;152;
;16E060606: União das freguesias de Cadafaz e Colmeal;37;
;16E060605: Vila Nova do Ceira;76;
;16E0607: Lousã;399;
;16E060706: Gândaras;- -;
;16E060704: Serpins;60;
;16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;67;
;16E060708: União das freguesias de Lousã e Vilarinho;272;
;16E0111: Mealhada;1200;
;16E011102: Barcouço;219;
;16E011103: Casal Comba;384;
;16E011104: Luso;75;
;16E011106: Pampilhosa;58;
;16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;265;
;16E011107: Vacariça;199;
;16E0608: Mira;3017;
;16E060803: Carapelhos;436;
;16E060801: Mira;1712;
;16E060804: Praia de Mira;412;
;16E060802: Seixo;457;
;16E0609: Miranda do Corvo;536;
;16E060901: Lamas;56;
;16E060902: Miranda do Corvo;202;
;16E060906: União das freguesias de Semide e Rio Vide;184;
;16E060905: Vila Nova;94;
;16E0610: Montemor-o-Velho;10507;
;16E061002: Arazede;3418;
;16E061003: Carapinheira;999;
;16E061014: Ereira;102;
;16E061005: Liceia;697;
;16E061006: Meãs do Campo;475;
;16E061008: Pereira;226;
;16E061009: Santo Varão;513;
;16E061010: Seixo de Gatões;809;
;16E061011: Tentúgal;1438;
;16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;815;
;16E061016: União das freguesias de Montemor-o-Velho e Gatões;1014;
;16E1808: Mortágua;1659;
;16E180802: Cercosa;82;
;16E180804: Espinho;401;
;16E180805: Marmeleira;98;
;16E180807: Pala;254;
;16E180808: Sobral;375;
;16E180809: Trezói;96;
;16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;354;
;16E0611: Oliveira do Hospital;3489;
;16E061101: Aldeia das Dez;43;
;16E061102: Alvoco das Várzeas;36;
;16E061103: Avô;102;
;16E061104: Bobadela;130;
;16E061106: Lagares;165;
;16E061109: Lourosa;139;
;16E061110: Meruge;149;
;16E061111: Nogueira do Cravo;359;
;16E061115: São Gião;130;
;16E061118: Seixo da Beira;523;
;16E061119: Travanca de Lagos;237;
;16E061122: União das freguesias de Ervedal e Vila Franca da Beira;383;
;16E061123: União das freguesias de Lagos da Beira e Lajeosa;327;
;16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;503;
;16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;62;
;16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;200;
;16E0612: Pampilhosa da Serra;193;
;16E061201: Cabril;8;
;16E061202: Dornelas do Zêzere;17;
;16E061211: Fajão-Vidual;30;
;16E061204: Janeiro de Baixo;50;
;16E061206: Pampilhosa da Serra;27;
;16E061207: Pessegueiro;14;
;16E061212: Portela do Fojo-Machio;15;
;16E061209: Unhais-o-Velho;33;
;16E0613: Penacova;1148;
;16E061301: Carvalho;219;
;16E061302: Figueira de Lorvão;175;
;16E061304: Lorvão;107;
;16E061307: Penacova;92;
;16E061310: Sazes do Lorvão;88;
;16E061312: União das freguesias de Friúmes e Paradela;82;
;16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;111;
;16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;274;
;16E0614: Penela;898;
;16E061401: Cumeeira;176;
;16E061402: Espinhal;28;
;16E061403: Podentes;91;
;16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;604;
;16E0615: Soure;4400;
;16E061501: Alfarelos;267;
;16E061504: Figueiró do Campo;266;
;16E061506: Granja do Ulmeiro;102;
;16E061508: Samuel;411;
;16E061509: Soure;1269;
;16E061510: Tapéus;120;
;16E061513: União das freguesias de Degracias e Pombalinho;770;
;16E061514: União das freguesias de Gesteira e Brunhós;306;
;16E061511: Vila Nova de Anços;435;
;16E061512: Vinha da Rainha;455;
;16E0616: Tábua;1887;
;16E061602: Candosa;59;
;16E061603: Carapinha;76;
;16E061608: Midões;298;
;16E061609: Mouronho;141;
;16E061611: Póvoa de Midões;104;
;16E061612: São João da Boa Vista;125;
;16E061614: Tábua;267;
;16E061616: União das freguesias de Ázere e Covelo;206;
;16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;300;
;16E061618: União das freguesias de Espariz e Sinde;202;
;16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;110;
;16E0617: Vila Nova de Poiares;418;
;16E061701: Arrifana;144;
;16E061702: Lavegadas;25;
;16E061703: Poiares (Santo André);163;
;16E061704: São Miguel de Poiares;87;
;16F: Região de Leiria;16062;
;16F1002: Alvaiázere;759;
;16F100201: Almoster;162;
;16F100208: Alvaiázere;109;
;16F100204: Maçãs de Dona Maria;73;
;16F100205: Pelmá;205;
;16F100209: Pussos São Pedro;210;
;16F1003: Ansião;1871;
;16F100301: Alvorge;507;
;16F100309: Ansião;433;
;16F100303: Avelar;29;
;16F100304: Chão de Couce;168;
;16F100306: Pousaflores;165;
;16F100307: Santiago da Guarda;569;
;16F1004: Batalha;720;
;16F100401: Batalha;302;
;16F100404: Golpilheira;56;
;16F100402: Reguengo do Fetal;87;
;16F100403: São Mamede;275;
;16F1007: Castanheira de Pêra;45;
;16F100703: União das freguesias de Castanheira de Pêra e Coentral;45;
;16F1008: Figueiró dos Vinhos;347;
;16F100801: Aguda;52;
;16F100802: Arega;128;
;16F100803: Campelo;7;
;16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;159;
;16F1009: Leiria;5009;
;16F100901: Amor;361;
;16F100902: Arrabal;121;
;16F100925: Bajouca;88;
;16F100926: Bidoeira de Cima;123;
;16F100907: Caranguejeira;269;
;16F100909: Coimbrão;169;
;16F100913: Maceira;228;
;16F100915: Milagres;325;
;16F100921: Regueira de Pontes;122;
;16F100932: União das freguesias de Colmeias e Memória;380;
;16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;245;
;16F100934: União das freguesias de Marrazes e Barosa;60;
;16F100935: União das freguesias de Monte Real e Carvide;574;
;16F100936: União das freguesias de Monte Redondo e Carreira;777;
;16F100937: União das freguesias de Parceiros e Azoia;122;
;16F100938: União das freguesias de Santa Catarina da Serra e Chainça;324;
;16F100939: União das freguesias de Santa Eufémia e Boa Vista;197;
;16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;524;
;16F1010: Marinha Grande;181;
;16F101001: Marinha Grande;91;
;16F101003: Moita;12;
;16F101002: Vieira de Leiria;79;
;16F1013: Pedrógão Grande;324;
;16F101301: Graça;108;
;16F101302: Pedrógão Grande;167;
;16F101303: Vila Facaia;49;
;16F1015: Pombal;5517;
;16F101501: Abiul;736;
;16F101503: Almagreira;325;
;16F101504: Carnide;155;
;16F101505: Carriço;368;
;16F101506: Louriçal;839;
;16F101515: Meirinhas;77;
;16F101508: Pelariga;232;
;16F101509: Pombal;746;
;16F101510: Redinha;391;
;16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;621;
;16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;358;
;16F101513: Vermoil;309;
;16F101514: Vila Cã;359;
;16F1016: Porto de Mós;1290;
;16F101602: Alqueidão da Serra;77;
;16F101605: Calvaria de Cima;48;
;16F101606: Juncal;101;
;16F101608: Mira de Aire;26;
;16F101609: Pedreiras;59;
;16F101614: Porto de Mós - São João Baptista e São Pedro;84;
;16F101610: São Bento;404;
;16F101613: Serro Ventoso;165;
;16F101615: União das freguesias de Alvados e Alcaria;89;
;16F101616: União das freguesias de Arrimal e Mendiga;237;
;16G: Viseu Dão Lafões;41935;
;16G0901: Aguiar da Beira;3612;
;16G090102: Carapito;398;
;16G090103: Cortiçada;176;
;16G090105: Dornelas;295;
;16G090106: Eirado;214;
;16G090107: Forninhos;168;
;16G090109: Pena Verde;1059;
;16G090110: Pinheiro;119;
;16G090114: União das freguesias de Aguiar da Beira e Coruche;464;
;16G090115: União das freguesias de Sequeiros e Gradiz;306;
;16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;412;
;16G1802: Carregal do Sal;1137;
;16G180201: Beijós;168;
;16G180202: Cabanas de Viriato;193;
;16G180204: Oliveira do Conde;345;
;16G180206: Parada;56;
;16G180208: União das freguesias de Currelos, Papízios e Sobral;375;
;16G1803: Castro Daire;3721;
;16G180301: Almofala;82;
;16G180303: Cabril;213;
;16G180304: Castro Daire;493;
;16G180305: Cujó;34;
;16G180309: Gosende;143;
;16G180312: Mões;564;
;16G180313: Moledo;485;
;16G180314: Monteiras;84;
;16G180317: Pepim;162;
;16G180319: Pinheiro;140;
;16G180322: São Joaninho;84;
;16G180323: União das freguesias de Mamouros, Alva e Ribolhos;473;
;16G180324: União das freguesias de Mezio e Moura Morta;95;
;16G180325: União das freguesias de Parada de Ester e Ester;289;
;16G180326: União das freguesias de Picão e Ermida;126;
;16G180327: União das freguesias de Reriz e Gafanhão;254;
;16G1806: Mangualde;4192;
;16G180601: Abrunhosa-a-Velha;322;
;16G180602: Alcafache;236;
;16G180605: Cunha Baixa;248;
;16G180606: Espinho;460;
;16G180607: Fornos de Maceira Dão;249;
;16G180608: Freixiosa;36;
;16G180614: Quintela de Azurara;106;
;16G180616: São João da Fresta;216;
;16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;740;
;16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;217;
;16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;735;
;16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);627;
;16G1809: Nelas;1307;
;16G180901: Canas de Senhorim;285;
;16G180908: Lapa do Lobo;113;
;16G180903: Nelas;135;
;16G180905: Senhorim;231;
;16G180910: União das freguesias de Carvalhal Redondo e Aguieira;131;
;16G180911: União das freguesias de Santar e Moreira;297;
;16G180906: Vilar Seco;115;
;16G1810: Oliveira de Frades;2600;
;16G181002: Arcozelo das Maias;514;
;16G181005: Pinheiro;302;
;16G181007: Ribeiradio;366;
;16G181008: São João da Serra;282;
;16G181009: São Vicente de Lafões;214;
;16G181013: União das freguesias de Arca e Varzielas;189;
;16G181014: União das freguesias de Destriz e Reigoso;313;
;16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;421;
;16G1811: Penalva do Castelo;2704;
;16G181102: Castelo de Penalva;668;
;16G181103: Esmolfe;93;
;16G181104: Germil;167;
;16G181105: Ínsua;170;
;16G181106: Lusinde;88;
;16G181109: Pindo;439;
;16G181110: Real;158;
;16G181111: Sezures;283;
;16G181112: Trancozelos;134;
;16G181114: União das freguesias de Antas e Matela;275;
;16G181115: União das freguesias de Vila Cova do Covelo/Mareco;228;
;16G1814: Santa Comba Dão;1043;
;16G181403: Pinheiro de Ázere;74;
;16G181405: São Joaninho;155;
;16G181406: São João de Areias;162;
;16G181410: União das freguesias de Ovoa e Vimieiro;171;
;16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;166;
;16G181412: União das freguesias de Treixedo e Nagozela;316;
;16G1816: São Pedro do Sul;3942;
;16G181602: Bordonhos;144;
;16G181606: Figueiredo de Alva;260;
;16G181607: Manhouce;383;
;16G181608: Pindelo dos Milagres;195;
;16G181609: Pinho;205;
;16G181612: São Félix;96;
;16G181615: Serrazes;257;
;16G181616: Sul;213;
;16G181620: União das freguesias de Carvalhais e Candal;468;
;16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;361;
;16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;214;
;16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;562;
;16G181617: Valadares;314;
;16G181619: Vila Maior;272;
;16G1817: Sátão;2898;
;16G181702: Avelal;49;
;16G181704: Ferreira de Aves;1217;
;16G181706: Mioma;276;
;16G181707: Rio de Moinhos;135;
;16G181709: São Miguel de Vila Boa;293;
;16G181710: Sátão;356;
;16G181711: Silvã de Cima;108;
;16G181713: União das freguesias de Águas Boas e Forles;167;
