Statistical table extracted on October 18, 2022 (10:37:24);;;;
http://www.ine.pt;;;;
;;;;
;;;;
;;;;
Geographic localization (NUTS -2013);Average value of total standard output by hectare of utilised agricultural area (?/ ha) by Geographic localization (NUTS -2013) -  Decennial (1) ;;;
16E060522: Lavos;4686,2;;;
16E060507: Maiorca;1556,5;;;
16E060508: Marinha das Ondas;5569,8;;;
16E060518: Moinhos da Gândara;9030;;;
16E060523: Paião;1911,4;;;
16E060524: Quiaios;3098,6;;;
16E060514: São Pedro;29697,2;;;
16E060512: Tavarede;3384,3;;;
16E060513: Vila Verde;1385,4;;;
16E0606: Góis;5795,9;;;
16E060601: Alvares;1237,1;;;
16E060604: Góis;2021,5;;;
16E060606: União das freguesias de Cadafaz e Colmeal;2372,4;;;
16E060605: Vila Nova do Ceira;17434,9;;;
16E0607: Lousã;11990,2;;;
16E060706: Gândaras;5259,2;;;
16E060704: Serpins;5809,4;;;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;27114,5;;;
16E060708: União das freguesias de Lousã e Vilarinho;6168,4;;;
16E0111: Mealhada;5858,6;;;
16E011102: Barcouço;14918,9;;;
16E011103: Casal Comba;2337;;;
16E011104: Luso;2110,9;;;
16E011106: Pampilhosa;2735,7;;;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;6330,8;;;
16E011107: Vacariça;1690,2;;;
16E0608: Mira;9119,2;;;
16E060803: Carapelhos;6482,8;;;
16E060801: Mira;11550;;;
16E060804: Praia de Mira;3934,3;;;
16E060802: Seixo;10764,4;;;
16E0609: Miranda do Corvo;6264;;;
16E060901: Lamas;1820;;;
16E060902: Miranda do Corvo;4170,7;;;
16E060906: União das freguesias de Semide e Rio Vide;13591,8;;;
16E060905: Vila Nova;2741,5;;;
16E0610: Montemor-o-Velho;3334,4;;;
16E061002: Arazede;7873,9;;;
16E061003: Carapinheira;2082,3;;;
16E061014: Ereira;1512,9;;;
16E061005: Liceia;5825,7;;;
16E061006: Meãs do Campo;4035,8;;;
16E061008: Pereira;1937,9;;;
16E061009: Santo Varão;1732,8;;;
16E061010: Seixo de Gatões;4757,3;;;
16E061011: Tentúgal;3019,9;;;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;1488,1;;;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;2175,5;;;
16E1808: Mortágua;5303,8;;;
16E180802: Cercosa;3101,8;;;
16E180804: Espinho;3938,3;;;
16E180805: Marmeleira;2541,5;;;
16E180807: Pala;4261;;;
16E180808: Sobral;2422,6;;;
16E180809: Trezói;5784,1;;;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;9079,9;;;
16E0611: Oliveira do Hospital;1987,2;;;
16E061101: Aldeia das Dez;929,7;;;
16E061102: Alvoco das Várzeas;1016,3;;;
16E061103: Avô;1301,9;;;
16E061104: Bobadela;1271,1;;;
16E061106: Lagares;1340,1;;;
16E061109: Lourosa;1139,2;;;
16E061110: Meruge;1133,6;;;
16E061111: Nogueira do Cravo;1302,2;;;
16E061115: São Gião;1529,5;;;
16E061118: Seixo da Beira;3824,9;;;
16E061119: Travanca de Lagos;1139,1;;;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;1412,7;;;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;1886,3;;;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;2113,2;;;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;1631,5;;;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;1662,1;;;
16E0612: Pampilhosa da Serra;1941,3;;;
16E061201: Cabril;1369,4;;;
16E061202: Dornelas do Zêzere;1386,2;;;
16E061211: Fajão-Vidual;2680,6;;;
16E061204: Janeiro de Baixo;1413,1;;;
16E061206: Pampilhosa da Serra;2801,1;;;
16E061207: Pessegueiro;5026;;;
16E061212: Portela do Fojo-Machio;1736;;;
16E061209: Unhais-o-Velho;1794,4;;;
16E0613: Penacova;2258,3;;;
16E061301: Carvalho;3196,6;;;
16E061302: Figueira de Lorvão;2197,1;;;
16E061304: Lorvão;2454,1;;;
16E061307: Penacova;2280,2;;;
16E061310: Sazes do Lorvão;1748,8;;;
16E061312: União das freguesias de Friúmes e Paradela;2156;;;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;2143,5;;;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;2132,5;;;
16E0614: Penela;1241,9;;;
16E061401: Cumeeira;1253,8;;;
16E061402: Espinhal;1891,2;;;
16E061403: Podentes;1161,1;;;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;1243,2;;;
16E0615: Soure;5155,4;;;
16E061501: Alfarelos;4255,5;;;
16E061504: Figueiró do Campo;1442;;;
16E061506: Granja do Ulmeiro;1381,2;;;
16E061508: Samuel;1225,3;;;
16E061509: Soure;14311;;;
16E061510: Tapéus;1166,1;;;
16E061513: União das freguesias de Degracias e Pombalinho;1052,4;;;
16E061514: União das freguesias de Gesteira e Brunhós;1223,4;;;
16E061511: Vila Nova de Anços;1323,7;;;
16E061512: Vinha da Rainha;1430,6;;;
16E0616: Tábua;1593,6;;;
16E061602: Candosa;1332,1;;;
16E061603: Carapinha;1350,4;;;
16E061608: Midões;1355,1;;;
16E061609: Mouronho;1655,2;;;
16E061611: Póvoa de Midões;1481,2;;;
16E061612: São João da Boa Vista;1507,4;;;
16E061614: Tábua;3568;;;
16E061616: União das freguesias de Ázere e Covelo;1226,2;;;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;1171,8;;;
16E061618: União das freguesias de Espariz e Sinde;1521,8;;;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;1169,2;;;
16E0617: Vila Nova de Poiares;3581,5;;;
16E061701: Arrifana;1853,5;;;
16E061702: Lavegadas;1254;;;
16E061703: Poiares (Santo André);5137,9;;;
16E061704: São Miguel de Poiares;2172,3;;;
16F: Região de Leiria;7650,8;;;
16F1002: Alvaiázere;2328,9;;;
16F100201: Almoster;2812,6;;;
16F100208: Alvaiázere;1392,3;;;
16F100204: Maçãs de Dona Maria;1342,7;;;
16F100205: Pelmá;1019,2;;;
16F100209: Pussos São Pedro;3478;;;
16F1003: Ansião;2790,2;;;
16F100301: Alvorge;1075,5;;;
16F100309: Ansião;1895,6;;;
16F100303: Avelar;1473,8;;;
16F100304: Chão de Couce;2623,6;;;
16F100306: Pousaflores;1102,8;;;
16F100307: Santiago da Guarda;6296,6;;;
16F1004: Batalha;8905,8;;;
16F100401: Batalha;12998,6;;;
16F100404: Golpilheira;4252,8;;;
16F100402: Reguengo do Fetal;3750,9;;;
16F100403: São Mamede;6422,9;;;
16F1007: Castanheira de Pêra;2725,6;;;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;2725,6;;;
16F1008: Figueiró dos Vinhos;1670,9;;;
16F100801: Aguda;1486,5;;;
16F100802: Arega;1673,8;;;
16F100803: Campelo;1141,1;;;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;1720;;;
16F1009: Leiria;14845,9;;;
16F100901: Amor;11206,8;;;
16F100902: Arrabal;2110,7;;;
16F100925: Bajouca;12372,5;;;
16F100926: Bidoeira de Cima;95648,6;;;
16F100907: Caranguejeira;8622,2;;;
16F100909: Coimbrão;10274,6;;;
16F100913: Maceira;11489,1;;;
16F100915: Milagres;53685,2;;;
16F100921: Regueira de Pontes;33061,7;;;
16F100932: União das freguesias de Colmeias e Memória;23019,4;;;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;6280,5;;;
16F100934: União das freguesias de Marrazes e Barosa;19089,9;;;
16F100935: União das freguesias de Monte Real e Carvide;4110,3;;;
16F100936: União das freguesias de Monte Redondo e Carreira;7718,8;;;
16F100937: União das freguesias de Parceiros e Azoia;2538;;;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;2815,4;;;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;65562,1;;;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;24297,2;;;
16F1010: Marinha Grande;3364,2;;;
16F101001: Marinha Grande;3623,7;;;
16F101003: Moita;1651,8;;;
16F101002: Vieira de Leiria;3251,9;;;
16F1013: Pedrógão Grande;1186,1;;;
16F101301: Graça;1411,8;;;
16F101302: Pedrógão Grande;1058,5;;;
16F101303: Vila Facaia;1482,3;;;
16F1015: Pombal;5251,9;;;
16F101501: Abiul;8003,8;;;
16F101503: Almagreira;8317,1;;;
16F101504: Carnide;10259,1;;;
16F101505: Carriço;3181,7;;;
16F101506: Louriçal;4111,7;;;
16F101515: Meirinhas;7680,2;;;
16F101508: Pelariga;5191,1;;;
16F101509: Pombal;5027,9;;;
16F101510: Redinha;4080,9;;;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;7553,4;;;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;2977,1;;;
16F101513: Vermoil;3799,8;;;
16F101514: Vila Cã;1899,2;;;
16F1016: Porto de Mós;7458,7;;;
16F101602: Alqueidão da Serra;1290,9;;;
16F101605: Calvaria de Cima;179250,9;;;
16F101606: Juncal;8256,9;;;
16F101608: Mira de Aire;1186,9;;;
16F101609: Pedreiras;1933,8;;;
16F101614: Porto de Mós - São João Baptista e São Pedro;8576,2;;;
16F101610: São Bento;2179,8;;;
16F101613: Serro Ventoso;2973,4;;;
16F101615: União das freguesias de Alvados e Alcaria;1076,2;;;
16F101616: União das freguesias de Arrimal e Mendiga;1778,9;;;
16G: Viseu Dão Lafões;3663,6;;;
16G0901: Aguiar da Beira;3867,3;;;
16G090102: Carapito;2515,3;;;
16G090103: Cortiçada;3263,1;;;
16G090105: Dornelas;1415,4;;;
16G090106: Eirado;5991,1;;;
16G090107: Forninhos;2582,2;;;
16G090109: Pena Verde;2623,7;;;
16G090110: Pinheiro;7043;;;
16G090114: União das freguesias de Aguiar da Beira e Coruche;7530,7;;;
16G090115: União das freguesias de Sequeiros e Gradiz;4451,8;;;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;3152;;;
16G1802: Carregal do Sal;2689,4;;;
16G180201: Beijós;5166,1;;;
16G180202: Cabanas de Viriato;3381,2;;;
16G180204: Oliveira do Conde;1292,2;;;
16G180206: Parada;774,9;;;
16G180208: União das freguesias de Currelos, Papízios e Sobral;2571,9;;;
16G1803: Castro Daire;2517;;;
16G180301: Almofala;1996,5;;;
16G180303: Cabril;1418,4;;;
16G180304: Castro Daire;2492,8;;;
16G180305: Cujó;1089,4;;;
16G180309: Gosende;1108,5;;;
16G180312: Mões;2384,9;;;
16G180313: Moledo;6550,5;;;
16G180314: Monteiras;1896,2;;;
16G180317: Pepim;1343,5;;;
16G180319: Pinheiro;1073,3;;;
16G180322: São Joaninho;1275,8;;;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;4630,1;;;
16G180324: União das freguesias de Mezio e Moura Morta;1312,5;;;
16G180325: União das freguesias de Parada de Ester e Ester;2386,4;;;
16G180326: União das freguesias de Picão e Ermida;1285,8;;;
16G180327: União das freguesias de Reriz e Gafanhão;1465,1;;;
16G1806: Mangualde;1797,1;;;
16G180601: Abrunhosa-a-Velha;3075;;;
16G180602: Alcafache;1862,5;;;
16G180605: Cunha Baixa;1961,3;;;
16G180606: Espinho;2002,2;;;
16G180607: Fornos de Maceira Dão;1234,9;;;
16G180608: Freixiosa;651,5;;;
16G180614: Quintela de Azurara;4259,3;;;
16G180616: São João da Fresta;2364,8;;;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;1591,4;;;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;1652,6;;;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;1397,2;;;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);2012,4;;;
16G1809: Nelas;2092,7;;;
16G180901: Canas de Senhorim;3828,5;;;
16G180908: Lapa do Lobo;1404,8;;;
16G180903: Nelas;1678,3;;;
16G180905: Senhorim;1286;;;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;1518;;;
16G180911: União das freguesias de Santar e Moreira;1750,4;;;
16G180906: Vilar Seco;2172,9;;;
16G1810: Oliveira de Frades;12457,2;;;
16G181002: Arcozelo das Maias;7619,7;;;
16G181005: Pinheiro;10641;;;
16G181007: Ribeiradio;3984;;;
16G181008: São João da Serra;5409,9;;;
16G181009: São Vicente de Lafões;27022;;;
16G181013: União das freguesias de Arca e Varzielas;18489,4;;;
16G181014: União das freguesias de Destriz e Reigoso;8016,1;;;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;24090;;;
16G1811: Penalva do Castelo;1755,8;;;
16G181102: Castelo de Penalva;1981;;;
16G181103: Esmolfe;1606;;;
16G181104: Germil;1479,5;;;
16G181105: Ínsua;1386,8;;;
16G181106: Lusinde;1544,4;;;
16G181109: Pindo;1487,7;;;
16G181110: Real;1426,7;;;
16G181111: Sezures;2118,7;;;
16G181112: Trancozelos;6765,2;;;
16G181114: União das freguesias de Antas e Matela;1247,3;;;
16G181115: União das freguesias de Vila Cova do Covelo/Mareco;1248,6;;;
16G1814: Santa Comba Dão;4179;;;
16G181403: Pinheiro de Ázere;3804,8;;;
16G181405: São Joaninho;18360,2;;;
16G181406: São João de Areias;3034,6;;;
16G181410: União das freguesias de Ovoa e Vimieiro;4423,3;;;
16G181411: União das freguesias de Santa Comba Dão e Couto do Mosteiro;2133,2;;;
16G181412: União das freguesias de Treixedo e Nagozela;2728,2;;;
16G1816: São Pedro do Sul;4492,1;;;
16G181602: Bordonhos;8977,9;;;
16G181606: Figueiredo de Alva;2588,1;;;
16G181607: Manhouce;2034;;;
16G181608: Pindelo dos Milagres;15489,9;;;
16G181609: Pinho;2344,4;;;
16G181612: São Félix;4739,4;;;
16G181615: Serrazes;9769;;;
16G181616: Sul;2715,8;;;
16G181620: União das freguesias de Carvalhais e Candal;14299,7;;;
16G181621: União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;2169,3;;;
16G181622: União das freguesias de São Martinho das Moitas e Covas do Rio;737,6;;;
16G181623: União das freguesias de São Pedro do Sul, Várzea e Baiões;1644,5;;;
16G181617: Valadares;2879,5;;;
16G181619: Vila Maior;6658,1;;;
16G1817: Sátão;3543,1;;;
16G181702: Avelal;2622;;;
16G181704: Ferreira de Aves;2916,3;;;
16G181706: Mioma;1992,6;;;
16G181707: Rio de Moinhos;2295,6;;;
16G181709: São Miguel de Vila Boa;2313,7;;;
16G181710: Sátão;1867,5;;;
16G181711: Silvã de Cima;5736,5;;;
16G181713: União das freguesias de Águas Boas e Forles;4400,8;;;
16G181714: União das freguesias de Romãs, Decermilo e Vila Longa;8273;;;
16G1821: Tondela;5649;;;
16G182102: Campo de Besteiros;2327,4;;;
16G182103: Canas de Santa Maria;5091,1;;;
16G182105: Castelões;2974,5;;;
16G182106: Dardavaz;11311;;;
16G182107: Ferreirós do Dão;1827,5;;;
16G182108: Guardão;35421,8;;;
16G182109: Lajeosa do Dão;1912,6;;;
16G182110: Lobão da Beira;3366,1;;;
16G182111: Molelos;1685,6;;;
16G182116: Parada de Gonta;4029,9;;;
16G182118: Santiago de Besteiros;2120,6;;;
16G182122: Tonda;1527,9;;;
16G182127: União das freguesias de Barreiro de Besteiros e Tourigo;9483,7;;;
16G182128: União das freguesias de Caparrosa e Silvares;3509,7;;;
16G182129: União das freguesias de Mouraz e Vila Nova da Rainha;1856,4;;;
16G182130: União das freguesias de São João do Monte e Mosteirinho;2318,4;;;
16G182131: União das freguesias de São Miguel do Outeiro e Sabugosa;3991,8;;;
16G182132: União das freguesias de Tondela e Nandufe;12767,3;;;
16G182133: União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;5213,7;;;
16G1822: Vila Nova de Paiva;3546,7;;;
16G182203: Pendilhe;802;;;
16G182204: Queiriga;4469;;;
16G182205: Touro;5569,9;;;
16G182208: União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;2864;;;
16G182206: Vila Cova à Coelheira;2893,5;;;
16G1823: Viseu;2265,7;;;
16G182301: Abraveses;1817,4;;;
16G182304: Bodiosa;3915,8;;;
16G182305: Calde;3092;;;
16G182306: Campo;2203;;;
16G182307: Cavernães;3100;;;
16G182310: Cota;7945,5;;;
16G182337: Coutos de Viseu;2088,9;;;
16G182315: Fragosela;2314;;;
16G182316: Lordosa;3012,2;;;
16G182318: Mundão;3959,4;;;
16G182319: Orgens;3282;;;
16G182320: Povolide;2653,2;;;
16G182321: Ranhados;2248;;;
16G182339: Repeses e São Salvador;8166,8;;;
16G182322: Ribafeita;1749,7;;;
16G182323: Rio de Loba;1787,6;;;
16G182325: Santos Evos;1381,8;;;
16G182340: São Cipriano e Vil de Souto;1504,4;;;
16G182327: São João de Lourosa;1542,3;;;
16G182329: São Pedro de France;1789,1;;;
16G182317: Silgueiros;1615,4;;;
16G182335: União das freguesias de Barreiros e Cepões;2010,8;;;
16G182336: União das freguesias de Boa Aldeia, Farminhão e Torredeita;2054,6;;;
16G182338: Faíl e Vila Chã de Sá;1590,9;;;
16G182341: Viseu;1519,4;;;
16G1824: Vouzela;5676,7;;;
16G182401: Alcofra;2691,3;;;
16G182403: Campia;6917,2;;;
16G182407: Fornelo do Monte;1065,7;;;
16G182409: Queirã;12381,1;;;
16G182410: São Miguel do Mato;2971,9;;;
16G182413: União das freguesias de Cambra e Carvalhal de Vermilhas;8012,4;;;
16G182414: União das freguesias de Fataunços e Figueiredo das Donas;1774,5;;;
16G182415: União das freguesias de Vouzela e Paços de Vilharigues;4503;;;
16G182411: Ventosa;3284,6;;;
16H: Beira Baixa;598,8;;;
16H0502: Castelo Branco;652;;;
16H050201: Alcains;794;;;
16H050202: Almaceda;1276,3;;;
16H050203: Benquerenças;702,9;;;
16H050205: Castelo Branco;631,8;;;
16H050211: Lardosa;843,9;;;
16H050212: Louriçal do Campo;1349,8;;;
16H050214: Malpica do Tejo;292,5;;;
16H050216: Monforte da Beira;436,1;;;
16H050220: Salgueiro do Campo;661,5;;;
16H050221: Santo André das Tojeiras;601,9;;;
16H050222: São Vicente da Beira;712,5;;;
16H050223: Sarzedas;788;;;
16H050225: Tinalhas;903,1;;;
16H050226: União das freguesias de Cebolais de Cima e Retaxo;949,8;;;
16H050227: União das freguesias de Escalos de Baixo e Mata;720,6;;;
16H050228: União das freguesias de Escalos de Cima e Lousa;862,6;;;
16H050229: União das freguesias de Freixial e Juncal do Campo;830,8;;;
16H050230: União das freguesias de Ninho do Açor e Sobral do Campo;1070,3;;;
16H050231: União das freguesias de Póvoa de Rio de Moinhos e Cafede;668,4;;;
16H0505: Idanha-a-Nova;506,1;;;
16H050502: Aldeia de Santa Margarida;739;;;
16H050505: Ladoeiro;805;;;
16H050506: Medelim;412,5;;;
16H050509: Oledo;378,2;;;
16H050510: Penha Garcia;327,7;;;
16H050511: Proença-a-Velha;543,6;;;
16H050512: Rosmaninhal;319,8;;;
16H050514: São Miguel de Acha;466,9;;;
16H050516: Toulões;451,2;;;
16H050518: União das freguesias de Idanha-a-Nova e Alcafozes;623,8;;;
16H050519: União das freguesias de Monfortinho e Salvaterra do Extremo;452,9;;;
16H050520: União das freguesias de Monsanto e Idanha-a-Velha;503,1;;;
16H050521: União das freguesias de Zebreira e Segura;581,9;;;
16H0506: Oleiros;1736,4;;;
16H050601: Álvaro;987,2;;;
16H050603: Cambas;1244,4;;;
16H050613: Estreito-Vilar Barroco;2175,1;;;
16H050605: Isna;1529,3;;;
16H050606: Madeirã;1079,8;;;
16H050607: Mosteiro;1090,1;;;
16H050614: Oleiros-Amieira;2335;;;
16H050609: Orvalho;1079,5;;;
16H050610: Sarnadas de São Simão;2751,1;;;
16H050611: Sobral;1117,3;;;
16H0507: Penamacor;699,3;;;
16H050704: Aranhas;492,9;;;
16H050706: Benquerença;1025,5;;;
16H050707: Meimão;704,7;;;
16H050708: Meimoa;720,8;;;
16H050710: Penamacor;712,8;;;
16H050711: Salvador;787,2;;;
16H050713: União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;559,4;;;
16H050714: União das freguesias de Pedrógão de São Pedro e Bemposta;539,7;;;
16H050712: Vale da Senhora da Póvoa;853,7;;;
16H0508: Proença-a-Nova;1054,8;;;
16H050802: Montes da Senhora;1325,5;;;
16H050805: São Pedro do Esteval;690;;;
16H050807: União das freguesias de Proença-a-Nova e Peral;1088,3;;;
16H050808: União das freguesias de Sobreira Formosa e Alvito da Beira;1378,3;;;
16H0511: Vila Velha de Ródão;729,2;;;
16H051101: Fratel;785,2;;;
16H051102: Perais;661,3;;;
16H051103: Sarnadas de Ródão;733,3;;;
16H051104: Vila Velha de Ródão;824,9;;;
16I: Médio Tejo;2387,9;;;
16I1401: Abrantes;762,1;;;
16I140104: Bemposta;751;;;
16I140119: Carvalhal;1031,9;;;
16I140118: Fontes;1245,2;;;
16I140105: Martinchel;996,9;;;
16I140106: Mouriscas;935,5;;;
16I140107: Pego;987,6;;;
16I140108: Rio de Moinhos;1714,8;;;
16I140115: Tramagal;735,5;;;
16I140120: União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;652,3;;;
16I140121: União das freguesias de Aldeia do Mato e Souto;685,6;;;
16I140122: União das freguesias de Alvega e Concavada;884,6;;;
16I140123: União das freguesias de São Facundo e Vale das Mós;424,4;;;
16I140124: União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;719,3;;;
16I1402: Alcanena;1011,4;;;
16I140202: Bugalhos;821,3;;;
16I140206: Minde;1541,2;;;
16I140207: Moitas Venda;683,2;;;
16I140208: Monsanto;732,9;;;
16I140209: Serra de Santo António;1732,6;;;
16I140211: União das freguesias de Alcanena e Vila Moreira;1271,2;;;
16I140212: União das freguesias de Malhou, Louriceira e Espinheiro;691,5;;;
16I1408: Constância;1114,8;;;
16I140801: Constância;3400,8;;;
16I140802: Montalvo;845,8;;;
16I140803: Santa Margarida da Coutada;956;;;
16I1410: Entroncamento;3308,5;;;
16I141002: Nossa Senhora de Fátima;1925,3;;;
16I141001: São João Baptista;3383;;;
16I1411: Ferreira do Zêzere;12881,8;;;
16I141101: Águas Belas;15752,2;;;
16I141103: Beco;2611,8;;;
16I141104: Chãos;620;;;
16I141106: Ferreira do Zêzere;62925,2;;;
16I141107: Igreja Nova do Sobral;3831,8;;;
16I141110: Nossa Senhora do Pranto;23192,2;;;
16I141111: União das freguesias de Areias e Pias;1078,2;;;
16I1413: Mação;1340,4;;;
16I141302: Amêndoa;2455,6;;;
16I141303: Cardigos;1972,6;;;
16I141304: Carvoeiro;1100,4;;;
16I141305: Envendos;1237,7;;;
16I141307: Ortiga;847,8;;;
16I141309: União das freguesias de Mação, Penhascoso e Aboboreira;1223,3;;;
16I1421: Ourém;5687,2;;;
16I142101: Alburitel;1414,1;;;
16I142102: Atouguia;1296,7;;;
16I142104: Caxarias;1131;;;
16I142105: Espite;3446,3;;;
16I142106: Fátima;2132,7;;;
16I142115: Nossa Senhora da Piedade;2491,4;;;
16I142111: Nossa Senhora das Misericórdias;2842,7;;;
16I142113: Seiça;1288,1;;;
16I142119: União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;2697,1;;;
16I142120: União das freguesias de Gondemaria e Olival;2660,7;;;
16I142121: União das freguesias de Matas e Cercal;1416,8;;;
16I142122: União das freguesias de Rio de Couros e Casal dos Bernardos;3156,1;;;
16I142114: Urqueira;114904;;;
16I1417: Sardoal;992,6;;;
16I141701: Alcaravela;510,3;;;
16I141702: Santiago de Montalegre;587,2;;;
16I141703: Sardoal;1372,2;;;
16I141704: Valhascos;545,6;;;
16I0509: Sertã;1953,8;;;
16I050901: Cabeçudo;2129,6;;;
16I050902: Carvalhal;1304;;;
16I050903: Castelo;1262,9;;;
16I050911: Pedrógão Pequeno;1071,3;;;
16I050912: Sertã;3903,8;;;
16I050913: Troviscal;1434,1;;;
16I050915: União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;1242,8;;;
16I050916: União das freguesias de Cumeada e Marmeleiro;1131,2;;;
16I050917: União das freguesias de Ermida e Figueiredo;1328,1;;;
16I050914: Várzea dos Cavaleiros;1615,7;;;
16I1418: Tomar;2767,8;;;
16I141802: Asseiceira;12265,8;;;
16I141804: Carregueiros;1922,6;;;
16I141808: Olalhas;4740,3;;;
16I141809: Paialvo;2662,2;;;
16I141814: Sabacheira;1657,4;;;
16I141813: São Pedro de Tomar;1781,1;;;
16I141817: União das freguesias de Além da Ribeira e Pedreira;683,7;;;
16I141818: União das freguesias de Casais e Alviobeira;1611,7;;;
16I141819: União das freguesias de Madalena e Beselga;3127,4;;;
16I141820: União das freguesias de Serra e Junceira;1276,8;;;
16I141821: União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;1072,7;;;
16I1419: Torres Novas;1504,6;;;
16I141902: Assentiz;1200,2;;;
16I141904: Chancelaria;1821,4;;;
16I141917: Meia Via;907;;;
16I141909: Pedrógão;1469,4;;;
16I141910: Riachos;1742,7;;;
16I141918: União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;1450,4;;;
16I141919: União das freguesias de Olaia e Paço;1837,7;;;
16I141920: União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);1449,9;;;
16I141921: União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;1382,3;;;
16I141916: Zibreira;570;;;
16I0510: Vila de Rei;2634,8;;;
16I051001: Fundada;1448,5;;;
16I051002: São João do Peso;1439;;;
16I051003: Vila de Rei;3166,8;;;
16I1420: Vila Nova da Barquinha;2189,3;;;
16I142001: Atalaia;621,2;;;
16I142002: Praia do Ribatejo;561,5;;;
16I142003: Tancos;1069;;;
16I142006: Vila Nova da Barquinha;3855,9;;;
16J: Beiras e Serra da Estrela;1028,8;;;
16J0902: Almeida;544,5;;;
16J090203: Almeida;978,8;;;
16J090207: Castelo Bom;319;;;
16J090209: Freineda;382,2;;;
16J090210: Freixo;648,1;;;
16J090213: Malhada Sorda;383,8;;;
16J090219: Nave de Haver;500,7;;;
16J090224: São Pedro de Rio Seco;568,2;;;
16J090230: União das freguesias de Amoreira, Parada e Cabreira;741,5;;;
16J090231: União das freguesias de Azinhal, Peva e Valverde;473,8;;;
16J090232: União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;545,2;;;
16J090233: União das freguesias de Junça e Naves;573,7;;;
16J090234: União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;626,8;;;
16J090235: União das freguesias de Malpartida e Vale de Coelha;310;;;
16J090236: União das freguesias de Miuzela e Porto de Ovelha;552,8;;;
16J090227: Vale da Mula;622;;;
16J090229: Vilar Formoso;319,9;;;
16J0501: Belmonte;1654,7;;;
16J050102: Caria;1352,8;;;
16J050104: Inguias;1583,4;;;
16J050105: Maçainhas;1566;;;
16J050106: União das freguesias de Belmonte e Colmeal da Torre;2246,1;;;
16J0903: Celorico da Beira;798;;;
16J090302: Baraçal;768,4;;;
16J090304: Carrapichana;488,4;;;
16J090322: Casas do Soeiro;993,6;;;
16J090306: Forno Telheiro;1035,5;;;
16J090307: Lajeosa do Mondego;738,3;;;
16J090308: Linhares;761,8;;;
16J090309: Maçal do Chão;562;;;
16J090310: Mesquitela;646,1;;;
16J090311: Minhocal;1214,7;;;
16J090312: Prados;910;;;
16J090314: Ratoeira;686,1;;;
16J090323: União das freguesias de Açores e Velosa;632,6;;;
16J090324: União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;779,5;;;
16J090325: União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;813,7;;;
16J090326: União das freguesias de Rapa e Cadafaz;868,3;;;
16J090318: Vale de Azares;838,9;;;
16J0503: Covilhã;2113,3;;;
16J050302: Aldeia de São Francisco de Assis;796,2;;;
