
Statistical table extracted on October 11, 2022 (22:39:22)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;;
;16J091334: União das freguesias de Vila Franca das Naves e Feital;435;128;254;28;25;
;16J091335: União das freguesias de Vilares e Carnicães;345;155;168;10;12;
;16J091325: Valdujo;242;91;136;7;8;
;17: Área Metropolitana de Lisboa;32650;9994;19190;2244;1222;
;170: Área Metropolitana de Lisboa;32650;9994;19190;2244;1222;
;1701502: Alcochete;829;232;494;75;28;
;170150201: Alcochete;568;149;340;59;20;
;170150202: Samouco;86;22;54;3;7;
;170150203: São Francisco;175;61;100;13;1;
;1701503: Almada;389;116;261;2;10;
;170150303: Costa da Caparica;149;54;94;- -;1;
;170150312: União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;8;- -;8;- -;- -;
;170150313: União das freguesias de Caparica e Trafaria;123;37;82;- -;4;
;170150314: União das freguesias de Charneca de Caparica e Sobreda;102;25;74;- -;3;
;170150315: União das freguesias de Laranjeiro e Feijó;7;- -;3;2;2;
;1701115: Amadora;49;23;18;5;3;
;170111512: Alfragide;2;2;- -;- -;- -;
;170111513: Águas Livres;- -;- -;- -;- -;- -;
;170111514: Encosta do Sol;4;2;2;- -;- -;
;170111515: Falagueira-Venda Nova;5;3;2;- -;- -;
;170111516: Mina de Água;30;15;12;3;- -;
;170111517: Venteira;3;- -;- -;2;1;
;1701504: Barreiro;281;87;172;14;8;
;170150407: Santo António da Charneca;219;79;121;12;7;
;170150409: União das freguesias de Alto do Seixalinho, Santo André e Verderena;13;2;11;- -;- -;
;170150410: União das freguesias de Barreiro e Lavradio;2;- -;- -;1;1;
;170150411: União das freguesias de Palhais e Coina;47;6;40;1;- -;
;1701105: Cascais;158;59;91;1;7;
;170110501: Alcabideche;70;40;30;- -;- -;
;170110506: São Domingos de Rana;39;6;30;- -;3;
;170110507: União das freguesias de Carcavelos e Parede;4;1;3;- -;- -;
;170110508: União das freguesias de Cascais e Estoril;45;12;28;1;4;
;1701106: Lisboa;1;- -;1;- -;- -;
;170110601: Ajuda;- -;- -;- -;- -;- -;
;170110602: Alcântara;- -;- -;- -;- -;- -;
;170110654: Alvalade;- -;- -;- -;- -;- -;
;170110655: Areeiro;- -;- -;- -;- -;- -;
;170110656: Arroios;- -;- -;- -;- -;- -;
;170110657: Avenidas Novas;- -;- -;- -;- -;- -;
;170110607: Beato;- -;- -;- -;- -;- -;
;170110658: Belém;- -;- -;- -;- -;- -;
;170110608: Benfica;- -;- -;- -;- -;- -;
;170110659: Campo de Ourique;- -;- -;- -;- -;- -;
;170110610: Campolide;- -;- -;- -;- -;- -;
;170110611: Carnide;- -;- -;- -;- -;- -;
;170110660: Estrela;- -;- -;- -;- -;- -;
;170110618: Lumiar;- -;- -;- -;- -;- -;
;170110621: Marvila;- -;- -;- -;- -;- -;
;170110661: Misericórdia;- -;- -;- -;- -;- -;
;170110633: Olivais;- -;- -;- -;- -;- -;
;170110662: Parque das Nações;- -;- -;- -;- -;- -;
;170110663: Penha de França;- -;- -;- -;- -;- -;
;170110664: Santa Clara;- -;- -;- -;- -;- -;
;170110665: Santa Maria Maior;- -;- -;- -;- -;- -;
;170110666: Santo António;- -;- -;- -;- -;- -;
;170110639: São Domingos de Benfica;- -;- -;- -;- -;- -;
;170110667: São Vicente;- -;- -;- -;- -;- -;
;1701107: Loures;2457;705;1518;152;82;
;170110702: Bucelas;690;191;416;57;26;
;170110705: Fanhões;162;42;106;10;4;
;170110707: Loures;810;262;512;24;12;
;170110708: Lousa;344;74;226;23;21;
;170110731: União das freguesias de Camarate, Unhos e Apelação;94;28;58;5;3;
;170110726: União das freguesias de Moscavide e Portela;- -;- -;- -;- -;- -;
;170110727: União das freguesias de Sacavém e Prior Velho;2;- -;2;- -;- -;
;170110728: União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;29;2;22;1;4;
;170110729: União das freguesias de Santo Antão e São Julião do Tojal;252;78;132;30;12;
;170110730: União das freguesias de Santo António dos Cavaleiros e Frielas;74;28;44;2;- -;
;1701109: Mafra;7590;2454;4429;498;209;
;170110902: Carvoeira;148;47;85;11;5;
;170110904: Encarnação;917;284;562;56;15;
;170110906: Ericeira;144;41;89;7;7;
;170110909: Mafra;906;237;559;69;41;
;170110911: Milharado;1319;462;759;80;18;
;170110913: Santo Isidoro;530;161;307;37;25;
;170110918: União das freguesias de Azueira e Sobral da Abelheira;1071;347;626;72;26;
;170110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;1094;397;617;53;27;
;170110920: União das freguesias de Igreja Nova e Cheleiros;566;211;319;23;13;
;170110921: União das freguesias de Malveira e São Miguel de Alcainça;288;83;164;29;12;
;170110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;607;184;342;61;20;
;1701506: Moita;997;349;521;80;47;
;170150601: Alhos Vedros;329;121;177;20;11;
;170150603: Moita;638;217;333;56;32;
;170150607: União das freguesias de Baixa da Banheira e Vale da Amoreira;3;- -;- -;- -;3;
;170150608: União das freguesias de Gaio-Rosário e Sarilhos Pequenos;27;11;11;4;1;
;1701507: Montijo;3254;933;1956;251;114;
;170150701: Canha;590;150;348;51;41;
;170150704: Sarilhos Grandes;336;101;190;29;16;
;170150709: União das freguesias de Atalaia e Alto Estanqueiro-Jardia;579;195;338;35;11;
;170150710: União das freguesias de Montijo e Afonsoeiro;268;73;155;28;12;
;170150711: União das freguesias de Pegões;1481;414;925;108;34;
;1701116: Odivelas;193;62;105;15;11;
;170111603: Odivelas;37;7;24;3;3;
;170111608: União das freguesias de Pontinha e Famões;18;5;9;1;3;
;170111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;41;20;20;1;- -;
;170111610: União das freguesias de Ramada e Caneças;97;30;52;10;5;
;1701110: Oeiras;50;8;35;- -;7;
;170111002: Barcarena;26;3;20;- -;3;
;170111009: Porto Salvo;10;- -;9;- -;1;
;170111012: União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo;- -;- -;- -;- -;- -;
;170111013: União das freguesias de Carnaxide e Queijas;5;3;- -;- -;2;
;170111014: União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;9;2;6;- -;1;
;1701508: Palmela;7536;2360;4400;521;255;
;170150802: Palmela;1960;563;1134;162;101;
;170150803: Pinhal Novo;1799;604;1046;99;50;
;170150804: Quinta do Anjo;794;230;472;53;39;
;170150806: União das freguesias de Poceirão e Marateca;2983;963;1748;207;65;
;1701510: Seixal;309;68;176;33;32;
;170151002: Amora;75;16;39;13;7;
;170151005: Corroios;19;4;12;- -;3;
;170151006: Fernão Ferro;133;24;78;17;14;
;170151007: União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;82;24;47;3;8;
;1701511: Sesimbra;919;329;511;46;33;
;170151103: Quinta do Conde;4;1;2;- -;1;
;170151101: Sesimbra (Castelo);908;328;502;46;32;
;170151102: Sesimbra (Santiago);7;- -;7;- -;- -;
;1701512: Setúbal;1311;338;753;102;118;
;170151207: Gâmbia-Pontes-Alto da Guerra;391;118;254;8;11;
;170151208: Sado;194;60;125;4;5;
;170151205: Setúbal (São Sebastião);141;37;69;17;18;
;170151209: União das freguesias de Azeitão (São Lourenço e São Simão);381;79;205;46;51;
;170151210: União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça);204;44;100;27;33;
;1701111: Sintra;4203;1287;2488;279;149;
;170111102: Algueirão-Mem Martins;144;32;77;23;12;
;170111115: Casal de Cambra;10;1;8;- -;1;
;170111105: Colares;419;113;240;38;28;
;170111108: Rio de Mouro;72;16;36;7;13;
;170111122: União das freguesias de Agualva e Mira-Sintra;- -;- -;- -;- -;- -;
;170111123: União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;1375;403;837;96;39;
;170111125: União das freguesias de Massamá e Monte Abraão;- -;- -;- -;- -;- -;
;170111126: União das freguesias de Queluz e Belas;82;21;38;12;11;
;170111127: União das freguesias de São João das Lampas e Terrugem;1679;581;1021;60;17;
;170111128: União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim);407;115;224;41;27;
;170111124: União das freguesias do Cacém e São Marcos;- -;- -;- -;- -;- -;
;1701114: Vila Franca de Xira;2124;584;1261;170;109;
;170111412: União das freguesias de Alhandra, São João dos Montes e Calhandriz;1009;275;629;69;36;
;170111413: União das freguesias de Alverca do Ribatejo e Sobralinho;160;37;95;14;14;
;170111414: União das freguesias de Castanheira do Ribatejo e Cachoeiras;404;126;216;40;22;
;170111415: União das freguesias de Póvoa de Santa Iria e Forte da Casa;3;- -;3;- -;- -;
;170111408: Vialonga;179;69;94;8;8;
;170111409: Vila Franca de Xira;369;77;224;39;29;
;18: Alentejo;131100;41070;72219;10232;7579;
;181: Alentejo Litoral;15147;5924;7680;922;621;
;1811501: Alcácer do Sal;2482;723;1392;189;178;
;181150106: Comporta;570;230;321;17;2;
;181150105: São Martinho;27;6;14;2;5;
;181150104: Torrão;627;180;340;57;50;
;181150107: União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana;1258;307;717;113;121;
;1811505: Grândola;2602;996;1298;177;131;
;181150501: Azinheira dos Barros e São Mamede do Sádão;204;59;92;25;28;
;181150505: Carvalhal;245;90;143;12;- -;
;181150503: Melides;712;278;340;61;33;
;181150506: União das freguesias de Grândola e Santa Margarida da Serra;1441;569;723;79;70;
;1810211: Odemira;5058;2362;2303;259;134;
;181021116: Boavista dos Pinheiros;- -;- -;- -;- -;- -;
;181021118: Colos;237;82;122;18;15;
;181021117: Longueira/Almograve;- -;- -;- -;- -;- -;
;181021115: Luzianes-Gare;202;99;94;8;1;
;181021102: Relíquias;406;210;165;15;16;
;181021103: Sabóia;341;194;143;2;2;
;181021119: Santa Clara-a-Velha;329;165;144;16;4;
;181021106: São Luís;464;233;192;33;6;
;181021107: São Martinho das Amoreiras;402;211;165;16;10;
;181021120: São Salvador e Santa Maria;800;349;382;48;21;
;181021121: São Teotónio;1248;590;571;51;36;
;181021122: Vale de Santiago;171;53;103;10;5;
;181021111: Vila Nova de Milfontes;309;128;152;21;8;
;1811509: Santiago do Cacém;4387;1605;2361;262;159;
;181150901: Abela;335;121;174;20;20;
;181150902: Alvalade;421;91;265;37;28;
;181150903: Cercal;702;281;358;45;18;
;181150904: Ermidas-Sado;176;55;104;10;7;
;181150907: Santo André;598;213;327;39;19;
;181150910: São Francisco da Serra;324;137;168;15;4;
;181150912: União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra;1302;498;679;70;55;
;181150913: União das freguesias de São Domingos e Vale de Água;529;209;286;26;8;
;1811513: Sines;618;238;326;35;19;
;181151302: Porto Covo;257;90;136;22;9;
;181151301: Sines;361;148;190;13;10;
;184: Baixo Alentejo;26235;8168;14587;2002;1478;
;1840201: Aljustrel;1375;340;830;106;99;
;184020102: Ervidel;148;34;102;7;5;
;184020103: Messejana;306;86;164;33;23;
;184020104: São João de Negrilhos;515;145;321;28;21;
;184020106: União das freguesias de Aljustrel e Rio de Moinhos;406;75;243;38;50;
;1840202: Almodôvar;2038;840;1036;83;79;
;184020208: Aldeia dos Fernandes;52;17;30;2;3;
;184020203: Rosário;126;57;61;3;5;
;184020205: Santa Cruz;232;85;132;6;9;
;184020206: São Barnabé;314;153;144;12;5;
;184020209: União das freguesias de Almodôvar e Graça dos Padrões;650;216;367;43;24;
;184020210: União das freguesias de Santa Clara-a-Nova e Gomes Aires;664;312;302;17;33;
;1840203: Alvito;548;123;327;50;48;
;184020301: Alvito;281;45;170;30;36;
;184020302: Vila Nova da Baronia;267;78;157;20;12;
;1840204: Barrancos;694;212;361;86;35;
;184020401: Barrancos;694;212;361;86;35;
;1840205: Beja;3261;826;1830;303;302;
;184020502: Baleizão;218;54;114;28;22;
;184020503: Beringel;156;40;79;14;23;
;184020504: Cabeça Gorda;297;65;185;28;19;
;184020506: Nossa Senhora das Neves;407;93;236;45;33;
;184020510: Santa Clara de Louredo;75;15;38;7;15;
;184020516: São Matias;206;48;134;13;11;
;184020519: União das freguesias de Albernoa e Trindade;232;53;138;21;20;
;184020520: União das freguesias de Beja (Salvador e Santa Maria da Feira);252;81;125;19;27;
;184020521: União das freguesias de Beja (Santiago Maior e São João Baptista);216;34;128;15;39;
;184020522: União das freguesias de Salvada e Quintos;494;131;262;52;49;
;184020523: União das freguesias de Santa Vitória e Mombeja;437;114;251;43;29;
;184020524: União das freguesias de Trigaches e São Brissos;271;98;140;18;15;
;1840206: Castro Verde;782;169;492;84;37;
;184020603: Entradas;120;26;76;12;6;
;184020604: Santa Bárbara de Padrões;90;20;60;6;4;
;184020605: São Marcos da Ataboeira;79;10;56;10;3;
;184020606: União das freguesias de Castro Verde e Casével;493;113;300;56;24;
;1840207: Cuba;1132;372;606;100;54;
;184020701: Cuba;541;152;311;52;26;
;184020702: Faro do Alentejo;118;34;64;10;10;
;184020703: Vila Alva;280;102;142;23;13;
;184020704: Vila Ruiva;193;84;89;15;5;
;1840208: Ferreira do Alentejo;1945;439;1204;200;102;
;184020803: Figueira dos Cavaleiros;408;110;237;42;19;
;184020804: Odivelas;91;22;56;7;6;
;184020807: União das freguesias de Alfundão e Peroguarda;270;42;173;31;24;
;184020808: União das freguesias de Ferreira do Alentejo e Canhestros;1176;265;738;120;53;
;1840209: Mértola;1950;694;1058;110;88;
;184020901: Alcaria Ruiva;330;104;170;29;27;
;184020902: Corte do Pinto;202;69;113;11;9;
;184020903: Espírito Santo;177;65;95;12;5;
;184020904: Mértola;396;153;207;20;16;
;184020905: Santana de Cambas;274;99;153;15;7;
;184020906: São João dos Caldeireiros;160;57;86;6;11;
;184020910: União das freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros;411;147;234;17;13;
;1840210: Moura;4258;1249;2501;290;218;
;184021001: Amareleja;836;246;496;62;32;
;184021002: Póvoa de São Miguel;894;255;550;52;37;
;184021008: Sobral da Adiça;662;210;367;45;40;
;184021009: União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador;1083;270;641;94;78;
;184021010: União das freguesias de Safara e Santo Aleixo da Restauração;783;268;447;37;31;
;1840212: Ourique;1689;705;837;89;58;
;184021203: Ourique;517;176;275;41;25;
;184021206: Santana da Serra;721;407;289;18;7;
;184021207: União das freguesias de Garvão e Santa Luzia;238;76;133;17;12;
;184021208: União das freguesias de Panoias e Conceição;213;46;140;13;14;
;1840213: Serpa;4940;1695;2634;340;271;
;184021302: Brinches;534;186;276;31;41;
;184021303: Pias;1028;332;562;80;54;
;184021308: União das freguesias de Serpa (Salvador e Santa Maria);1158;389;586;111;72;
;184021309: União das freguesias de Vila Nova de São Bento e Vale de Vargo;1534;575;831;74;54;
;184021307: Vila Verde de Ficalho;686;213;379;44;50;
;1840214: Vidigueira;1623;504;871;161;87;
;184021401: Pedrógão;223;89;108;17;9;
;184021402: Selmes;461;125;249;53;34;
;184021403: Vidigueira;438;125;245;44;24;
;184021404: Vila de Frades;501;165;269;47;20;
;185: Lezíria do Tejo;39422;11157;23172;3100;1993;
;1851403: Almeirim;3648;1145;2089;239;175;
;185140301: Almeirim;1067;281;623;88;75;
;185140302: Benfica do Ribatejo;950;308;538;67;37;
;185140303: Fazendas de Almeirim;1540;520;882;81;57;
;185140304: Raposa;91;36;46;3;6;
;1851404: Alpiarça;1725;490;1063;110;62;
;185140401: Alpiarça;1725;490;1063;110;62;
;1851103: Azambuja;4297;1183;2450;420;244;
;185110301: Alcoentre;994;362;514;82;36;
;185110302: Aveiras de Baixo;285;65;164;34;22;
;185110303: Aveiras de Cima;848;236;498;81;33;
;185110304: Azambuja;597;148;341;63;45;
;185110310: União das freguesias de Manique do Intendente, Vila Nova de São Pedro e Maçussa;1328;317;788;136;87;
;185110306: Vale do Paraíso;204;47;119;23;15;
;185110307: Vila Nova da Rainha;41;8;26;1;6;
;1851405: Benavente;1684;464;1026;111;83;
;185140504: Barrosa;50;16;33;1;- -;
;185140501: Benavente;628;149;386;60;33;
;185140502: Samora Correia;633;191;380;33;29;
;185140503: Santo Estêvão;373;108;227;17;21;
;1851406: Cartaxo;2758;637;1683;240;198;
;185140604: Pontével;934;249;552;74;59;
;185140610: União das freguesias de Ereira e Lapa;552;136;336;38;42;
;185140609: União das freguesias do Cartaxo e Vale da Pinta;471;124;277;47;23;
;185140605: Valada;212;29;122;26;35;
;185140608: Vale da Pedra;208;51;130;16;11;
;185140607: Vila Chã de Ourique;381;48;266;39;28;
;1851407: Chamusca;1467;414;857;105;91;
;185140707: Carregueira;416;120;269;19;8;
;185140704: Ulme;97;32;55;3;7;
;185140708: União das freguesias da Chamusca e Pinheiro Grande;503;124;295;48;36;
;185140709: União das freguesias de Parreira e Chouto;306;104;158;20;24;
;185140705: Vale de Cavalos;145;34;80;15;16;
;1851409: Coruche;3550;1242;1867;252;189;
;185140907: Biscainho;213;51;128;20;14;
;185140905: Branca;398;128;223;30;17;
;185140902: Couço;382;140;172;29;41;
;185140908: Santana do Mato;290;109;145;23;13;
;185140903: São José da Lamarosa;761;313;402;29;17;
;185140909: União das freguesias de Coruche, Fajarda e Erra;1506;501;797;121;87;
;1851412: Golegã;736;187;403;69;77;
;185141201: Azinhaga;224;59;124;21;20;
;185141202: Golegã;429;117;224;42;46;
;185141203: Pombalinho;83;11;55;6;11;
;1851414: Rio Maior;5708;1564;3541;405;198;
;185141401: Alcobertas;987;341;584;48;14;
;185141402: Arrouquelas;306;75;196;23;12;
;185141410: Asseiceira;171;40;117;6;8;
;185141405: Fráguas;647;213;378;45;11;
;185141408: Rio Maior;1451;352;954;93;52;
;185141411: São Sebastião;108;17;90;1;- -;
;185141415: União das freguesias de Azambujeira e Malaqueijo;564;162;322;53;27;
;185141416: União das freguesias de Marmeleira e Assentiz;290;29;216;33;12;
;185141417: União das freguesias de Outeiro da Cortiçada e Arruda dos Pisões;723;213;393;75;42;
;185141418: União das freguesias de São João da Ribeira e Ribeira de São João;461;122;291;28;20;
;1851415: Salvaterra de Magos;2371;844;1278;157;92;
;185141502: Marinhais;534;195;276;39;24;
;185141503: Muge;196;67;105;20;4;
;185141507: União das freguesias de Glória do Ribatejo e Granho;469;172;264;19;14;
;185141508: União das freguesias de Salvaterra de Magos e Foros de Salvaterra;1172;410;633;79;50;
;1851416: Santarém;11478;2987;6915;992;584;
;185141601: Abitureiras;522;148;324;35;15;
;185141602: Abrã;371;84;259;21;7;
;185141604: Alcanede;2128;533;1418;129;48;
;185141605: Alcanhões;348;57;208;49;34;
;185141606: Almoster;563;135;354;54;20;
;185141607: Amiais de Baixo;206;76;111;16;3;
;185141608: Arneiro das Milhariças;291;87;169;29;6;
;185141628: Gançaria;160;37;109;10;4;
;185141613: Moçarria;397;113;242;24;18;
;185141614: Pernes;314;102;179;18;15;
;185141616: Póvoa da Isenta;315;40;233;24;18;
;185141629: União das freguesias de Achete, Azoia de Baixo e Póvoa de Santarém;1114;351;599;89;75;
;185141630: União das freguesias de Azoia de Cima e Tremês;881;287;484;76;34;
;185141631: União das freguesias de Casével e Vaqueiros;846;236;476;79;55;
;185141632: União das freguesias de Romeira e Várzea;748;174;443;74;57;
;185141633: União de freguesias da cidade de Santarém;709;116;441;87;65;
;185141634: União das freguesias de São Vicente do Paul e Vale de Figueira;1152;343;592;133;84;
;185141625: Vale de Santarém;413;68;274;45;26;
;186: Alto Alentejo;27021;8909;14344;2080;1688;
;1861201: Alter do Chão;778;136;496;65;81;
;186120101: Alter do Chão;378;56;241;38;43;
;186120102: Chancelaria;188;25;135;12;16;
;186120104: Cunheira;84;31;44;3;6;
;186120103: Seda;128;24;76;12;16;
;1861202: Arronches;1154;403;552;129;70;
;186120201: Assunção;385;102;197;51;35;
;186120202: Esperança;581;235;264;53;29;
;186120203: Mosteiros;188;66;91;25;6;
;1861203: Avis;1130;284;601;105;140;
;186120302: Aldeia Velha;112;37;61;7;7;
;186120303: Avis;333;71;185;32;45;
;186120305: Ervedal;170;34;88;15;33;
;186120306: Figueira e Barros;119;37;64;4;14;
;186120309: União das freguesias de Alcórrego e Maranhão;120;35;60;12;13;
;186120310: União das freguesias de Benavila e Valongo;276;70;143;35;28;
;1861204: Campo Maior;1785;498;983;169;135;
;186120401: Nossa Senhora da Expectação;1091;319;604;99;69;
;186120402: Nossa Senhora da Graça dos Degolados;92;23;48;13;8;
;186120403: São João Baptista;602;156;331;57;58;
;1861205: Castelo de Vide;775;280;374;65;56;
;186120501: Nossa Senhora da Graça de Póvoa e Meadas;142;32;79;18;13;
;186120502: Santa Maria da Devesa;280;129;126;9;16;
;186120503: Santiago Maior;158;65;73;9;11;
;186120504: São João Baptista;195;54;96;29;16;
;1861206: Crato;1097;311;617;88;81;
;186120601: Aldeia da Mata;127;32;78;7;10;
;186120604: Gáfete;331;110;189;20;12;
;186120605: Monte da Pedra;137;63;58;8;8;
;186120607: União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;502;106;292;53;51;
;1861207: Elvas;2105;484;1184;219;218;
;186120712: Assunção, Ajuda, Salvador e Santo Ildefonso;279;71;119;46;43;
;186120713: Caia, São Pedro e Alcáçova;495;120;269;56;50;
;186120706: Santa Eulália;116;25;58;13;20;
;186120707: São Brás e São Lourenço;367;72;242;25;28;
;186120708: São Vicente e Ventosa;130;31;69;12;18;
;186120714: União das freguesias de Barbacena e Vila Fernando;266;59;166;22;19;
;186120715: União das freguesias de Terrugem e Vila Boim;452;106;261;45;40;
;1861208: Fronteira;684;176;361;69;78;
;186120801: Cabeço de Vide;204;58;103;20;23;
;186120802: Fronteira;375;99;189;41;46;
;186120803: São Saturnino;105;19;69;8;9;
;1861209: Gavião;2172;815;1172;94;91;
;186120902: Belver;954;345;525;42;42;
;186120903: Comenda;238;106;112;8;12;
;186120905: Margem;435;167;235;22;11;
;186120906: União das freguesias de Gavião e Atalaia;545;197;300;22;26;
;1861210: Marvão;1169;462;618;46;43;
;186121001: Beirã;129;36;85;3;5;
;186121002: Santa Maria de Marvão;130;70;57;2;1;
;186121003: Santo António das Areias;262;118;133;2;9;
;186121004: São Salvador da Aramenha;648;238;343;39;28;
;1861211: Monforte;549;160;301;50;38;
;186121101: Assumar;56;18;29;5;4;
;186121102: Monforte;224;43;142;25;14;
;186121103: Santo Aleixo;123;50;60;6;7;
;186121104: Vaiamonte;146;49;70;14;13;
;1861212: Nisa;3247;1116;1722;232;177;
;186121201: Alpalhão;361;146;174;24;17;
;186121205: Montalvão;312;90;192;16;14;
;186121207: Santana;303;124;152;12;15;
;186121208: São Matias;308;155;124;16;13;
;186121210: Tolosa;550;188;313;35;14;
;186121211: União das freguesias de Arez e Amieira do Tejo;514;195;254;41;24;
;186121212: União das freguesias de Espírito Santo, Nossa Senhora da Graça e São Simão;899;218;513;88;80;
;1861213: Ponte de Sor;4977;1970;2541;284;182;
;186121304: Foros de Arrão;250;139;94;13;4;
;186121301: Galveias;340;147;174;11;8;
;186121305: Longomel;630;259;325;30;16;
;186121302: Montargil;1096;514;485;56;41;
;186121308: União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;2661;911;1463;174;113;
;1861214: Portalegre;4091;1540;1996;342;213;
;186121401: Alagoa;175;80;86;6;3;
;186121402: Alegrete;728;329;332;35;32;
;186121404: Fortios;329;116;147;41;25;
;186121411: União das freguesias da Sé e São Lourenço;764;230;402;80;52;
;186121412: União das freguesias de Reguengo e São Julião;820;333;365;72;50;
;186121413: União das freguesias de Ribeira de Nisa e Carreiras;732;255;387;63;27;
;186121410: Urra;543;197;277;45;24;
;1861215: Sousel;1308;274;826;123;85;
;186121501: Cano;307;64;193;28;22;
;186121502: Casa Branca;372;95;221;40;16;
;186121503: Santo Amaro;88;13;64;7;4;
;186121504: Sousel;541;102;348;48;43;
;187: Alentejo Central;23275;6912;12436;2128;1799;
;1870701: Alandroal;2030;709;1131;102;88;
;187070104: Capelins (Santo António);286;119;140;19;8;
;187070103: Santiago Maior;879;308;498;50;23;
;187070105: Terena (São Pedro);233;84;129;10;10;
;187070107: União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);632;198;364;23;47;
;1870702: Arraiolos;1037;282;549;114;92;
;187070201: Arraiolos;269;77;132;31;29;
;187070202: Igrejinha;128;20;80;14;14;
;187070208: União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro;128;31;68;14;15;
;187070209: União das freguesias de São Gregório e Santa Justa;139;37;61;24;17;
;187070206: Vimieiro;373;117;208;31;17;
;1870703: Borba;1346;424;714;135;73;
;187070301: Borba (Matriz);727;219;375;87;46;
;187070304: Borba (São Bartolomeu);- -;- -;- -;- -;- -;
;187070302: Orada;192;67;102;12;11;
;187070303: Rio de Moinhos;427;138;237;36;16;
;1870704: Estremoz;2825;897;1475;268;185;
;187070401: Arcos;335;102;197;26;10;
;187070404: Évora Monte (Santa Maria);205;79;90;16;20;
;187070402: Glória;226;74;120;18;14;
;187070411: São Domingos de Ana Loura;94;38;47;7;2;
;187070414: União das freguesias de Estremoz (Santa Maria e Santo André);813;221;432;95;65;
;187070415: União das freguesias de São Bento do Cortiço e Santo Estêvão;384;128;204;34;18;
;187070416: União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;132;54;55;13;10;
;187070417: União das freguesias do Ameixial (Santa Vitória e São Bento);388;119;203;39;27;
;187070413: Veiros;248;82;127;20;19;
;1870705: Évora;3049;795;1559;352;343;
;187070515: Canaviais;240;68;117;30;25;
;187070502: Nossa Senhora da Graça do Divor;69;12;33;7;17;
;187070503: Nossa Senhora de Machede;493;136;259;54;44;
;187070506: São Bento do Mato;139;24;66;23;26;
;187070509: São Miguel de Machede;285;93;139;32;21;
;187070513: Torre de Coelheiros;193;40;94;34;25;
;187070522: União das freguesias de Bacelo e Senhora da Saúde;387;87;190;56;54;
;187070523: União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);50;5;31;6;8;
;187070524: União das freguesias de Malagueira e Horta das Figueiras;148;35;63;19;31;
;187070525: União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;132;31;61;18;22;
;187070526: União das freguesias de São Manços e São Vicente do Pigeiro;766;226;431;60;49;
;187070527: União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé;147;38;75;13;21;
;1870706: Montemor-o-Novo;2130;587;1061;240;242;
;187070601: Cabrela;138;40;55;16;27;
;187070607: Ciborro;22;7;10;1;4;
;187070610: Foros de Vale de Figueira;101;26;62;7;6;
;187070605: Santiago do Escoural;212;51;117;19;25;
;187070606: São Cristóvão;199;73;96;9;21;
;187070611: União das freguesias de Cortiçadas de Lavre e Lavre;215;51;114;34;16;
;187070612: União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras;1243;339;607;154;143;
;1870707: Mora;1223;317;736;80;90;
;187070701: Brotas;130;21;94;6;9;
;187070702: Cabeção;291;82;162;23;24;
;187070703: Mora;423;120;267;16;20;
;187070704: Pavia;379;94;213;35;37;
;1870708: Mourão;953;272;546;70;65;
;187070801: Granja;223;56;131;19;17;
;187070802: Luz;190;48;127;8;7;
;187070803: Mourão;540;168;288;43;41;
;1870709: Portel;2049;617;1160;136;136;
;187070903: Monte do Trigo;304;110;161;15;18;
;187070905: Portel;647;117;422;55;53;
;187070906: Santana;311;100;188;8;15;
;187070909: União das freguesias de Amieira e Alqueva;324;124;160;20;20;
;187070910: União das freguesias de São Bartolomeu do Outeiro e Oriola;229;88;106;18;17;
;187070908: Vera Cruz;234;78;123;20;13;
;1870710: Redondo;1848;564;985;166;133;
;187071001: Montoito;436;111;246;37;42;
