
Statistical table extracted on October 10, 2022 (16:35:08)
http://www.ine.pt



Geographic localization (NUTS -2013);Utilised agricultural area (ha) by Geographic localization (NUTS -2013) and Legal form -  Decennial (1) ;;;;
;Data reference period;;;;
;2009;;;;
;Legal form;;;;
;Natural person (sole holder);Group of natural persons (group holding);Fallow land comissions;Other (cooperative enterprises, associations, foundations, monasteries, convents, seminars, private schools ...);
;ha ;ha ;ha ;ha ;
112030364: União das freguesias de Braga (Maximinos, Sé e Cividade);25;1;- -;- -;
112030365: União das freguesias de Braga (São José de São Lázaro e São João do Souto);2;- -;- -;- -;
112030366: União das freguesias de Cabreiros e Passos (São Julião);153;- -;- -;- -;
112030367: União das freguesias de Celeirós, Aveleda e Vimieiro;115;- -;- -;- -;
112030368: União das freguesias de Crespos e Pousada;210;7;- -;1;
112030369: União das freguesias de Escudeiros e Penso (Santo Estêvão e São Vicente);162;84;- -;- -;
112030370: União das freguesias de Este (São Pedro e São Mamede);139;1;- -;- -;
112030371: União das freguesias de Ferreiros e Gondizalves;52;17;- -;- -;
112030372: União das freguesias de Guisande e Oliveira (São Pedro);64;- -;- -;- -;
112030373: União das freguesias de Lomar e Arcos;79;- -;- -;3;
112030374: União das freguesias de Merelim (São Paio), Panoias e Parada de Tibães;160;24;- -;- -;
112030375: União das freguesias de Merelim (São Pedro) e Frossos;134;- -;- -;3;
112030376: União das freguesias de Morreira e Trandeiras;74;24;- -;- -;
112030377: União das freguesias de Nogueira, Fraião e Lamaçães;72;- -;- -;4;
112030378: União das freguesias de Nogueiró e Tenões;40;- -;- -;2;
112030379: União das freguesias de Real, Dume e Semelhe;187;5;- -;5;
112030380: União das freguesias de Santa Lucrécia de Algeriz e Navarra;62;25;- -;- -;
112030381: União das freguesias de Vilaça e Fradelos;71;- -;- -;- -;
1120306: Esposende;2045;60;- -;- -;
112030601: Antas;81;- -;- -;- -;
112030608: Forjães;135;17;- -;- -;
112030610: Gemeses;146;- -;- -;- -;
112030616: União das freguesias de Apúlia e Fão;351;- -;- -;- -;
112030617: União das freguesias de Belinho e Mar;142;6;- -;- -;
112030618: União das freguesias de Esposende, Marinhas e Gandra;514;- -;- -;- -;
112030619: União das freguesias de Fonte Boa e Rio Tinto;451;15;- -;- -;
112030620: União das freguesias de Palmeira de Faro e Curvos;147;8;- -;- -;
112030615: Vila Chã;78;15;- -;- -;
1120310: Terras de Bouro;1517;1;3408;1860;
112031001: Balança;84;- -;- -;- -;
112031003: Campo do Gerês;8;- -;581;1857;
112031004: Carvalheira;111;- -;210;- -;
112031008: Covide;58;1;678;- -;
112031009: Gondoriz;61;- -;6;- -;
112031010: Moimenta;38;- -;- -;- -;
112031012: Ribeira;45;- -;- -;- -;
112031013: Rio Caldo;106;0;183;3;
112031014: Souto;74;- -;- -;- -;
112031018: União das freguesias de Chamoim e Vilar;228;- -;4;- -;
112031019: União das freguesias de Chorense e Monte;341;- -;483;- -;
112031020: União das freguesias de Cibões e Brufe;237;- -;13;- -;
112031015: Valdosende;54;- -;- -;- -;
112031017: Vilar da Veiga;71;0;1250;- -;
1120313: Vila Verde;4250;288;563;3;
112031359: Aboim da Nóbrega e Gondomar;264;- -;- -;- -;
112031304: Atiães;94;7;- -;- -;
112031308: Cabanelas;160;80;- -;- -;
112031309: Cervães;77;- -;- -;- -;
112031311: Coucieiro;105;62;- -;- -;
112031313: Dossãos;53;- -;- -;- -;
112031316: Freiriz;79;- -;- -;- -;
112031317: Gême;52;- -;- -;- -;
112031323: Lage;100;- -;- -;- -;
112031324: Lanhas;66;- -;- -;1;
112031325: Loureira;42;- -;- -;- -;
112031328: Moure;115;- -;- -;- -;
112031330: Oleiros;72;- -;- -;- -;
112031331: Parada de Gatim;53;- -;- -;- -;
112031335: Pico;79;12;- -;- -;
112031337: Ponte;54;- -;- -;- -;
112031350: Prado (São Miguel);91;- -;80;- -;
112031340: Sabariz;11;- -;- -;- -;
112031352: Soutelo;144;17;- -;2;
112031354: Turiz;72;- -;- -;- -;
112031360: União das freguesias da Ribeira do Neiva;629;4;- -;- -;
112031361: União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);125;- -;- -;- -;
112031362: União das freguesias de Escariz (São Mamede) e Escariz (São Martinho);124;- -;- -;- -;
112031363: União das freguesias de Esqueiros, Nevogilde e Travassós;120;12;- -;- -;
112031364: União das freguesias de Marrancos e Arcozelo;168;32;- -;- -;
112031365: União das freguesias de Oriz (Santa Marinha) e Oriz (São Miguel);116;- -;- -;- -;
112031366: União das freguesias de Pico de Regalados, Gondiães e Mós;182;1;- -;- -;
112031367: União das freguesias de Sande, Vilarinho, Barros e Gomide;207;- -;3;- -;
112031368: União das freguesias de Valbom (São Pedro), Passô e Valbom (São Martinho);98;16;- -;- -;
112031369: União das freguesias do Vade;254;- -;- -;- -;
112031355: Valdreu;198;- -;480;- -;
112031342: Vila de Prado;113;47;- -;- -;
112031370: Vila Verde e Barbudo;132;- -;- -;- -;
119: Ave;21284;1982;8648;52;
1190304: Cabeceiras de Basto;3712;135;1749;2;
119030401: Abadim;328;- -;- -;- -;
119030404: Basto;121;- -;- -;- -;
119030405: Bucos;206;- -;204;- -;
119030406: Cabeceiras de Basto;261;- -;609;- -;
119030407: Cavez;377;64;9;- -;
119030408: Faia;100;- -;- -;- -;
119030413: Pedraça;140;19;- -;- -;
119030415: Rio Douro;907;6;871;2;
119030418: União das freguesias de Alvite e Passos;187;21;- -;- -;
119030419: União das freguesias de Arco de Baúlhe e Vila Nune;198;- -;- -;- -;
119030420: União das freguesias de Gondiães e Vilar de Cunhas;498;- -;52;- -;
119030421: União das freguesias de Refojos de Basto, Outeiro e Painzela;391;26;6;- -;
1190307: Fafe;2973;51;- -;- -;
119030705: Armil;44;- -;- -;- -;
119030726: Arões (Santa Cristina);61;- -;- -;- -;
119030730: Arões (São Romão);67;15;- -;- -;
119030708: Estorãos;101;- -;- -;- -;
119030709: Fafe;88;- -;- -;- -;
119030712: Fornelos;64;- -;- -;- -;
119030714: Golães;97;- -;- -;- -;
119030716: Medelo;34;- -;- -;- -;
119030719: Paços;82;- -;- -;- -;
119030722: Quinchães;101;- -;- -;- -;
119030723: Regadas;105;- -;- -;- -;
119030724: Revelhe;103;- -;- -;- -;
119030725: Ribeiros;60;4;- -;- -;
119030728: São Gens;245;- -;- -;- -;
119030729: Silvares (São Martinho);45;- -;- -;- -;
119030733: Travassós;107;- -;- -;- -;
119030737: União de freguesias de Aboim, Felgueiras, Gontim e Pedraído;317;- -;- -;- -;
119030738: União de freguesias de Agrela e Serafão;115;- -;- -;- -;
119030739: União de freguesias de Antime e Silvares (São Clemente);57;1;- -;- -;
119030740: União de freguesias de Ardegão, Arnozela e Seidões;146;- -;- -;- -;
119030741: União de freguesias de Cepães e Fareja;175;4;- -;- -;
119030742: União de freguesias de Freitas e Vila Cova;126;- -;- -;- -;
119030743: União de freguesias de Monte e Queimadela;320;- -;- -;- -;
119030744: União de freguesias de Moreira do Rei e Várzea Cova;251;27;- -;- -;
119030736: Vinhós;61;- -;- -;- -;
1190308: Guimarães;3730;553;- -;16;
119030801: Aldão;26;15;- -;- -;
119030804: Azurém;34;- -;- -;2;
119030806: Barco;37;0;- -;- -;
119030807: Brito;101;30;- -;- -;
119030808: Caldelas;81;- -;- -;- -;
119030857: Candoso (São Martinho);64;8;- -;- -;
119030812: Costa;21;- -;- -;- -;
119030813: Creixomil;34;- -;- -;- -;
119030815: Fermentões;113;12;- -;- -;
119030820: Gonça;62;5;- -;- -;
119030821: Gondar;32;- -;- -;- -;
119030823: Guardizela;44;41;- -;- -;
119030824: Infantas;92;7;- -;- -;
119030827: Longos;95;31;- -;- -;
119030828: Lordelo;59;10;- -;- -;
119030830: Mesão Frio;41;- -;- -;- -;
119030831: Moreira de Cónegos;16;10;- -;- -;
119030832: Nespereira;26;25;- -;- -;
119030835: Pencelo;49;- -;- -;- -;
119030836: Pinheiro;31;11;- -;- -;
119030837: Polvoreira;51;5;- -;- -;
119030838: Ponte;127;6;- -;- -;
119030842: Prazins (Santa Eufémia);32;- -;- -;- -;
119030840: Ronfe;114;7;- -;- -;
119030858: Sande (São Martinho);62;32;- -;- -;
119030865: São Torcato;230;16;- -;1;
119030850: Selho (São Cristóvão);24;- -;- -;- -;
119030854: Selho (São Jorge);88;6;- -;- -;
119030866: Serzedelo;67;16;- -;- -;
119030868: Silvares;77;- -;- -;- -;
119030875: União das freguesias de Abação e Gémeos;66;- -;- -;- -;
119030876: União das freguesias de Airão Santa Maria, Airão São João e Vermil;126;8;- -;- -;
119030877: União das freguesias de Arosa e Castelões;76;- -;- -;- -;
119030878: União das freguesias de Atães e Rendufe;175;- -;- -;- -;
119030879: União das freguesias de Briteiros Santo Estêvão e Donim;26;20;- -;- -;
119030880: União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia;193;21;- -;- -;
119030881: União das freguesias de Candoso São Tiago e Mascotelos;88;- -;- -;- -;
119030882: União das freguesias de Conde e Gandarela;123;- -;- -;- -;
119030883: União das freguesias de Leitões, Oleiros e Figueiredo;120;36;- -;- -;
119030884: União das freguesias de Oliveira, São Paio e São Sebastião;10;- -;- -;3;
119030885: União das freguesias de Prazins Santo Tirso e Corvite;77;31;- -;4;
119030886: União das freguesias de Sande São Lourenço e Balazar;71;62;- -;- -;
119030887: União das freguesias de Sande Vila Nova e Sande São Clemente;133;- -;- -;6;
119030888: União das freguesias de Selho São Lourenço e Gominhães;77;- -;- -;- -;
119030889: União das freguesias de Serzedo e Calvos;54;- -;- -;- -;
