
Statistical table extracted on October 11, 2022 (21:57:23)
http://www.ine.pt



Data reference period;Geographic localization (NUTS -2013);Familiar agricultural population (No.) by Geographic localization (NUTS -2013), Sex, Age group, Relationship and Level of education -  Decennial (1) ;;;;
;11C131125: Perozelo;130;29;24;77;
;11C131128: Rans;164;38;30;96;
;11C131132: Recezinhos (São Mamede);226;50;42;134;
;11C131133: Recezinhos (São Martinho);474;132;102;240;
;11C131129: Rio de Moinhos;198;51;40;107;
;11C131138: Rio Mau;72;16;15;41;
;11C131134: Sebolido;15;3;3;9;
;11C131143: Termas de São Vicente;317;84;73;160;
;11C131136: Valpedre;166;40;34;92;
;11C1813: Resende;4171;1230;1020;1921;
;11C181302: Barrô;524;174;124;226;
;11C181303: Cárquere;250;67;61;122;
;11C181310: Paus;317;100;83;134;
;11C181311: Resende;761;205;174;382;
;11C181312: São Cipriano;203;59;49;95;
;11C181313: São João de Fontoura;389;112;92;185;
;11C181314: São Martinho de Mouros;576;192;146;238;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;360;104;98;158;
;11C181317: União das freguesias de Felgueiras e Feirão;231;58;53;120;
;11C181318: União das freguesias de Freigil e Miomães;266;67;61;138;
;11C181319: União das freguesias de Ovadas e Panchorra;294;92;79;123;
;11D: Douro;87922;30622;24029;33271;
;11D1701: Alijó;8353;2878;2224;3251;
;11D170101: Alijó;834;287;215;332;
;11D170107: Favaios;729;216;166;347;
;11D170108: Pegarinhos;390;137;111;142;
;11D170109: Pinhão;8;4;2;2;
;11D170112: Sanfins do Douro;1180;411;313;456;
;11D170113: Santa Eugénia;318;105;90;123;
;11D170114: São Mamede de Ribatua;747;257;201;289;
;11D170120: União das freguesias de Carlão e Amieiro;1024;363;300;361;
;11D170121: União das freguesias de Castedo e Cotas;705;241;177;287;
;11D170122: União das freguesias de Pópulo e Ribalonga;336;126;92;118;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;459;135;108;216;
;11D170116: Vila Chã;330;141;104;85;
;11D170117: Vila Verde;446;167;119;160;
;11D170118: Vilar de Maçada;847;288;226;333;
;11D1801: Armamar;3734;1257;993;1484;
;11D180101: Aldeias;233;78;61;94;
;11D180120: Armamar;428;144;108;176;
;11D180104: Cimbres;202;68;59;75;
;11D180106: Folgosa;185;69;55;61;
;11D180107: Fontelo;388;123;95;170;
;11D180109: Queimada;222;75;55;92;
;11D180110: Queimadela;266;81;68;117;
;11D180111: Santa Cruz;92;35;26;31;
;11D180114: São Cosmado;360;117;88;155;
;11D180115: São Martinho das Chãs;297;106;88;103;
;11D180121: União das freguesias de Aricera e Goujoim;183;59;49;75;
;11D180122: União das freguesias de São Romão e Santiago;245;85;73;87;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;393;136;104;153;
;11D180118: Vacalar;240;81;64;95;
;11D0403: Carrazeda de Ansiães;4719;1895;1410;1414;
;11D040304: Carrazeda de Ansiães;195;77;63;55;
;11D040306: Fonte Longa;242;100;73;69;
;11D040308: Linhares;456;181;140;135;
;11D040309: Marzagão;247;97;73;77;
;11D040311: Parambos;231;81;66;84;
;11D040312: Pereiros;218;82;68;68;
;11D040313: Pinhal do Norte;299;120;90;89;
;11D040314: Pombal;379;150;105;124;
;11D040316: Seixo de Ansiães;317;131;102;84;
;11D040320: União das freguesias de Amedo e Zedes;379;134;104;141;
;11D040321: União das freguesias de Belver e Mogo de Malta;235;77;67;91;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;532;196;153;183;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;543;213;160;170;
;11D040318: Vilarinho da Castanheira;446;256;146;44;
;11D0404: Freixo de Espada à Cinta;2307;937;770;600;
;11D040404: Ligares;253;131;101;21;
;11D040406: Poiares;309;122;101;86;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;1022;396;326;300;
;11D040408: União das freguesias de Lagoaça e Fornos;723;288;242;193;
;11D1805: Lamego;6306;2048;1629;2629;
;11D180502: Avões;25;7;7;11;
;11D180504: Britiande;343;116;90;137;
;11D180505: Cambres;803;266;208;329;
;11D180507: Ferreirim;356;112;98;146;
;11D180508: Ferreiros de Avões;162;58;45;59;
;11D180509: Figueira;468;132;105;231;
;11D180510: Lalim;272;84;72;116;
;11D180525: Lamego (Almacave e Sé);697;245;184;268;
;11D180511: Lazarim;207;55;50;102;
;11D180516: Penajóia;824;277;227;320;
;11D180517: Penude;229;67;54;108;
;11D180519: Samodães;131;44;37;50;
;11D180520: Sande;301;92;65;144;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;214;83;61;70;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;374;118;98;158;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;510;159;120;231;
;11D180523: Várzea de Abrunhais;184;66;48;70;
;11D180524: Vila Nova de Souto d'El-Rei;206;67;60;79;
;11D1704: Mesão Frio;1823;593;454;776;
;11D170401: Barqueiros;282;92;75;115;
;11D170402: Cidadelhe;152;46;39;67;
;11D170408: Mesão Frio (Santo André);442;158;102;182;
;11D170403: Oliveira;206;57;45;104;
;11D170407: Vila Marim;741;240;193;308;
;11D1807: Moimenta da Beira;3780;1296;1086;1398;
;11D180702: Alvite;321;137;125;59;
;11D180703: Arcozelos;259;88;68;103;
;11D180705: Baldos;100;31;26;43;
;11D180706: Cabaços;272;80;68;124;
;11D180707: Caria;270;80;73;117;
;11D180708: Castelo;143;59;40;44;
;11D180709: Leomil;415;126;113;176;
;11D180710: Moimenta da Beira;180;61;54;65;
;11D180713: Passô;227;67;55;105;
;11D180716: Vila da Rua;360;127;102;131;
;11D180717: Sarzedo;154;46;38;70;
;11D180719: Sever;158;76;66;16;
;11D180721: União das freguesias de Paradinha e Nagosa;133;48;38;47;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;322;114;87;121;
;11D180723: União das freguesias de Peva e Segões;281;94;81;106;
;11D180720: Vilar;185;62;52;71;
;11D1707: Murça;4235;1424;1157;1654;
;11D170701: Candedo;1333;466;367;500;
;11D170703: Fiolhoso;252;89;75;88;
;11D170704: Jou;646;230;184;232;
;11D170705: Murça;479;162;132;185;
;11D170710: União das freguesias de Carva e Vilares;293;95;85;113;
;11D170711: União das freguesias de Noura e Palheiros;853;263;214;376;
;11D170708: Valongo de Milhais;379;119;100;160;
;11D1812: Penedono;1827;717;521;589;
;11D181202: Beselga;240;97;69;74;
;11D181203: Castainço;120;47;37;36;
;11D181207: Penela da Beira;297;127;84;86;
;11D181208: Póvoa de Penela;335;128;93;114;
;11D181209: Souto;250;90;67;93;
;11D181210: União das freguesias de Antas e Ourozinho;221;89;67;65;
;11D181211: União das freguesias de Penedono e Granja;364;139;104;121;
;11D1708: Peso da Régua;4628;1445;1112;2071;
;11D170802: Fontelas;246;77;54;115;
;11D170805: Loureiro;565;185;149;231;
;11D170809: Sedielos;432;135;104;193;
;11D170813: União das freguesias de Galafura e Covelinhas;877;269;220;388;
;11D170814: União das freguesias de Moura Morta e Vinhós;606;179;147;280;
;11D170815: União das freguesias de Peso da Régua e Godim;572;175;119;278;
;11D170816: União das freguesias de Poiares e Canelas;828;269;203;356;
;11D170810: Vilarinho dos Freires;502;156;116;230;
;11D1710: Sabrosa;4135;1383;1075;1677;
;11D171001: Celeirós;141;55;35;51;
;11D171002: Covas do Douro;548;160;134;254;
;11D171004: Gouvinhas;324;92;78;154;
;11D171007: Paços;418;140;108;170;
;11D171005: Parada de Pinhão;210;75;62;73;
;11D171009: Sabrosa;367;128;102;137;
;11D171011: São Lourenço de Ribapinhão;264;99;72;93;
;11D171013: Souto Maior;288;95;80;113;
;11D171014: Torre do Pinhão;193;69;48;76;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;577;194;147;236;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;568;196;149;223;
;11D171015: Vilarinho de São Romão;237;80;60;97;
;11D1711: Santa Marta de Penaguião;4685;1467;1137;2081;
;11D171101: Alvações do Corgo;340;110;81;149;
;11D171102: Cumieira;803;254;205;344;
;11D171103: Fontes;569;200;155;214;
;11D171106: Medrões;399;123;97;179;
;11D171110: Sever;647;180;141;326;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;1279;396;293;590;
;11D171112: União das freguesias de Louredo e Fornelos;648;204;165;279;
;11D1815: São João da Pesqueira;6098;2150;1684;2264;
;11D181501: Castanheiro do Sul;395;153;115;127;
;11D181502: Ervedosa do Douro;869;324;257;288;
;11D181504: Nagozelo do Douro;493;152;129;212;
;11D181505: Paredes da Beira;419;130;103;186;
;11D181507: Riodades;350;123;103;124;
;11D181509: Soutelo do Douro;471;146;118;207;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;946;288;230;428;
;11D181516: União das freguesias de Trevões e Espinhosa;886;336;258;292;
;11D181517: União das freguesias de Vilarouco e Pereiros;470;195;136;139;
;11D181511: Vale de Figueira;595;215;175;205;
;11D181512: Valongo dos Azeites;204;88;60;56;
;11D1818: Sernancelhe;3404;1153;944;1307;
;11D181801: Arnas;158;46;39;73;
;11D181802: Carregal;264;95;78;91;
;11D181803: Chosendo;223;69;60;94;
;11D181804: Cunha;195;57;53;85;
;11D181806: Faia;90;31;25;34;
;11D181810: Granjal;169;64;52;53;
;11D181811: Lamosa;113;44;36;33;
;11D181814: Quintela;126;40;35;51;
;11D181818: União das freguesias de Ferreirim e Macieira;570;180;148;242;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;317;115;91;111;
;11D181820: União das freguesias de Penso e Freixinho;268;100;75;93;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;678;234;188;256;
;11D181817: Vila da Ponte;233;78;64;91;
;11D1819: Tabuaço;3421;1287;985;1149;
;11D181901: Adorigo;252;104;81;67;
;11D181902: Arcos;165;58;46;61;
;11D181904: Chavães;223;82;61;80;
;11D181905: Desejosa;196;60;49;87;
;11D181906: Granja do Tedo;141;55;38;48;
;11D181908: Longa;129;51;38;40;
;11D181913: Sendim;466;194;150;122;
;11D181914: Tabuaço;286;99;80;107;
;11D181918: União das freguesias de Barcos e Santa Leocádia;469;164;127;178;
;11D181919: União das freguesias de Paradela e Granjinha;209;84;56;69;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;238;78;64;96;
;11D181921: União das freguesias de Távora e Pereiro;413;159;118;136;
;11D181917: Valença do Douro;234;99;77;58;
;11D1820: Tarouca;2943;921;772;1250;
;11D182004: Mondim da Beira;276;66;54;156;
;11D182005: Salzedas;600;191;160;249;
;11D182006: São João de Tarouca;380;94;84;202;
;11D182011: União das freguesias de Gouviães e Ucanha;386;124;101;161;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;306;97;89;120;
;11D182013: União das freguesias de Tarouca e Dálvares;785;269;215;301;
;11D182009: Várzea da Serra;210;80;69;61;
;11D0409: Torre de Moncorvo;5509;2174;1701;1634;
;11D040901: Açoreira;491;178;147;166;
;11D040903: Cabeça Boa;262;113;90;59;
;11D040905: Carviçais;841;298;245;298;
;11D040906: Castedo;206;89;67;50;
;11D040909: Horta da Vilariça;322;141;103;78;
;11D040910: Larinho;215;88;77;50;
;11D040911: Lousa;508;210;156;142;
;11D040913: Mós;358;161;124;73;
;11D040916: Torre de Moncorvo;202;76;65;61;
;11D040918: União das freguesias de Adeganha e Cardanha;527;207;158;162;
;11D040919: União das freguesias de Felgar e Souto da Velha;401;153;113;135;
;11D040920: União das freguesias de Felgueiras e Maçores;576;247;190;139;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;600;213;166;221;
;11D0914: Vila Nova de Foz Côa;5485;2321;1731;1433;
;11D091401: Almendra;379;135;111;133;
;11D091402: Castelo Melhor;355;163;121;71;
;11D091403: Cedovim;312;146;94;72;
;11D091404: Chãs;414;163;127;124;
;11D091405: Custóias;227;110;85;32;
;11D091418: Freixo de Numão;553;233;182;138;
;11D091407: Horta;190;87;73;30;
;11D091410: Muxagata;292;118;92;82;
;11D091411: Numão;213;102;64;47;
;11D091412: Santa Comba;374;145;103;126;
;11D091414: Sebadelhe;241;105;77;59;
;11D091415: Seixas;302;135;82;85;
;11D091416: Touça;230;84;74;72;
;11D091419: Vila Nova de Foz Côa;1403;595;446;362;
;11D1714: Vila Real;10530;3276;2644;4610;
;11D171401: Abaças;776;258;188;330;
;11D171403: Andrães;759;249;196;314;
;11D171404: Arroios;159;50;36;73;
;11D171406: Campeã;635;197;161;277;
;11D171409: Folhadela;657;208;165;284;
;11D171410: Guiães;506;151;131;224;
;11D171414: Lordelo;144;40;30;74;
;11D171415: Mateus;212;64;53;95;
;11D171416: Mondrões;406;119;102;185;
;11D171420: Parada de Cunhos;196;60;54;82;
;11D171426: Torgueda;618;196;164;258;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;595;199;161;235;
;11D171432: União das freguesias de Borbela e Lamas de Olo;409;133;111;165;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;857;268;223;366;
;11D171434: União das freguesias de Mouçós e Lamares;887;270;215;402;
;11D171435: União das freguesias de Nogueira e Ermida;906;279;227;400;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;513;148;118;247;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;694;222;178;294;
;11D171429: Vila Marim;505;135;110;260;
;11D171438: Vila Real;96;30;21;45;
;11E: Terras de Trás-os-Montes;62430;22515;17618;22297;
;11E0401: Alfândega da Fé;3682;1366;1034;1282;
;11E040102: Alfândega da Fé;558;214;164;180;
;11E040103: Cerejais;190;65;52;73;
;11E040111: Sambade;434;166;134;134;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;256;106;77;73;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;353;140;92;121;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;279;99;73;107;
;11E040124: União das freguesias de Gebelim e Soeima;394;125;98;171;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;374;135;97;142;
;11E040126: União das freguesias de Pombal e Vales;215;84;63;68;
;11E040118: Vilar Chão;193;71;56;66;
;11E040119: Vilarelhos;217;80;65;72;
;11E040120: Vilares de Vilariça;219;81;63;75;
;11E0402: Bragança;11183;4049;3063;4071;
;11E040201: Alfaião;210;72;60;78;
;11E040203: Babe;261;97;75;89;
;11E040204: Baçal;292;97;75;120;
;11E040206: Carragosa;197;76;53;68;
;11E040209: Castro de Avelãs;225;76;49;100;
;11E040210: Coelhoso;293;111;86;96;
;11E040212: Donai;251;87;58;106;
;11E040213: Espinhosela;351;128;97;126;
;11E040215: França;174;64;50;60;
;11E040216: Gimonde;226;76;61;89;
;11E040217: Gondesende;180;61;44;75;
;11E040218: Gostei;250;73;58;119;
;11E040219: Grijó de Parada;340;109;95;136;
;11E040221: Macedo do Mato;330;126;106;98;
;11E040224: Mós;185;64;50;71;
;11E040225: Nogueira;261;76;64;121;
;11E040226: Outeiro;310;115;94;101;
;11E040229: Parâmio;358;123;89;146;
;11E040230: Pinela;213;79;57;77;
;11E040232: Quintanilha;298;112;79;107;
;11E040233: Quintela de Lampaças;225;85;67;73;
;11E040234: Rabal;164;71;47;46;
;11E040236: Rebordãos;345;115;88;142;
;11E040239: Salsas;337;140;103;94;
;11E040240: Samil;252;76;66;110;
;11E040241: Santa Comba de Rossas;133;55;39;39;
;11E040244: São Pedro de Sarracenos;185;66;46;73;
;11E040246: Sendas;191;72;59;60;
;11E040247: Serapicos;227;85;70;72;
;11E040248: Sortes.;168;56;44;68;
;11E040250: União das freguesias de Aveleda e Rio de Onor;320;123;93;104;
;11E040251: União das freguesias de Castrelos e Carrazedo;328;108;76;144;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;737;304;217;216;
;11E040253: União das freguesias de Parada e Faílde;563;207;153;203;
;11E040254: União das freguesias de Rebordainhos e Pombares;213;76;55;82;
;11E040255: União das freguesias de Rio Frio e Milhão;463;180;129;154;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;495;194;145;156;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;458;157;123;178;
;11E040249: Zoio;174;57;43;74;
;11E0405: Macedo de Cavaleiros;8932;3174;2474;3284;
;11E040502: Amendoeira;350;116;88;146;
;11E040503: Arcas;297;89;81;127;
;11E040507: Carrapatas;176;56;45;75;
;11E040509: Chacim;197;71;53;73;
;11E040510: Cortiços;303;105;84;114;
;11E040511: Corujas;154;56;42;56;
;11E040514: Ferreira;223;76;61;86;
;11E040515: Grijó;244;106;73;65;
;11E040516: Lagoa;393;141;107;145;
;11E040517: Lamalonga;382;140;100;142;
;11E040518: Lamas;273;94;76;103;
;11E040519: Lombo;311;99;83;129;
;11E040520: Macedo de Cavaleiros;370;118;82;170;
;11E040521: Morais;327;128;110;89;
;11E040523: Olmos;197;65;53;79;
;11E040524: Peredo;182;60;47;75;
;11E040526: Salselas;438;157;121;160;
;11E040528: Sezulfe;193;65;50;78;
;11E040530: Talhas;347;134;109;104;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;535;182;141;212;
;11E040540: União das freguesias de Bornes e Burga;347;134;107;106;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;371;130;100;141;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;549;209;151;189;
;11E040543: União das freguesias de Podence e Santa Combinha;260;99;69;92;
;11E040544: União das freguesias de Talhinhas e Bagueixe;404;154;121;129;
;11E040532: Vale Benfeito;140;58;42;40;
;11E040533: Vale da Porca;213;70;60;83;
;11E040534: Vale de Prados;247;87;74;86;
;11E040536: Vilarinho de Agrochão;250;84;75;91;
;11E040538: Vinhas;259;91;69;99;
;11E0406: Miranda do Douro;4600;1716;1368;1516;
;11E040604: Duas Igrejas;601;215;166;220;
;11E040605: Genísio;211;85;63;63;
;11E040607: Malhadas;255;93;79;83;
;11E040608: Miranda do Douro;327;132;107;88;
;11E040609: Palaçoulo;447;165;134;148;
;11E040611: Picote;185;73;57;55;
;11E040612: Póvoa;212;83;61;68;
;11E040613: São Martinho de Angueira;274;111;81;82;
;11E040618: União das freguesias de Constantim e Cicouro;229;100;68;61;
;11E040619: União das freguesias de Ifanes e Paradela;328;118;103;107;
;11E040620: União das freguesias de Sendim e Atenor;944;332;280;332;
;11E040621: União das freguesias de Silva e Águas Vivas;271;91;78;102;
;11E040616: Vila Chã de Braciosa;316;118;91;107;
;11E0407: Mirandela;10479;3724;2984;3771;
;11E040701: Abambres;284;93;80;111;
;11E040702: Abreiro;213;88;66;59;
;11E040703: Aguieiras;352;123;86;143;
;11E040704: Alvites;271;97;79;95;
;11E040708: Bouça;279;104;75;100;
;11E040709: Cabanelas;381;122;104;155;
;11E040710: Caravelas;248;93;71;84;
;11E040711: Carvalhais;475;154;127;194;
;11E040712: Cedães;363;129;110;124;
;11E040713: Cobro;115;43;29;43;
;11E040714: Fradizela;283;111;94;78;
;11E040716: Frechas;323;116;90;117;
;11E040718: Lamas de Orelhão;335;111;91;133;
;11E040720: Mascarenhas;446;166;128;152;
;11E040721: Mirandela;416;140;118;158;
;11E040722: Múrias;320;117;95;108;
;11E040724: Paços;365;128;106;131;
;11E040727: São Pedro Velho;468;159;131;178;
;11E040728: São Salvador;204;76;61;67;
;11E040729: Suçães;478;165;140;173;
;11E040730: Torre de Dona Chama;709;255;219;235;
;11E040738: União das freguesias de Avantos e Romeu;368;139;110;119;
;11E040739: União das Freguesias de Avidagos, Navalho e Pereira;436;143;112;181;
;11E040740: União das freguesias de Barcel, Marmelos e Valverde da Gestosa;388;139;104;145;
;11E040741: União das freguesias de Franco e Vila Boa;304;104;83;117;
;11E040742: União das freguesias de Freixeda e Vila Verde;252;98;78;76;
;11E040731: Vale de Asnes;318;107;86;125;
;11E040732: Vale de Gouvinhas;446;170;132;144;
;11E040733: Vale de Salgueiro;406;140;111;155;
;11E040734: Vale de Telhas;233;94;68;71;
;11E0408: Mogadouro;7699;2685;2172;2842;
;11E040801: Azinhoso;339;119;104;116;
;11E040802: Bemposta;590;202;161;227;
;11E040803: Bruçó;249;106;80;63;
;11E040804: Brunhoso;245;79;64;102;
;11E040807: Castelo Branco;507;188;154;165;
;11E040808: Castro Vicente;479;163;129;187;
;11E040809: Meirinhos;291;101;90;100;
;11E040811: Paradela;200;72;56;72;
;11E040812: Penas Roias;348;106;99;143;
;11E040813: Peredo da Bemposta;346;118;94;134;
;11E040815: Saldanha;164;54;42;68;
;11E040817: São Martinho do Peso;461;159;128;174;
;11E040819: Tó;209;70;53;86;
;11E040820: Travanca;248;86;61;101;
;11E040829: União das freguesias de Brunhozinho, Castanheira e Sanhoane;355;120;91;144;
;11E040830: União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;978;345;285;348;
;11E040831: União das freguesias de Remondes e Soutelo;414;142;113;159;
;11E040832: União das freguesias de Vilarinho dos Galegos e Ventozelo;503;186;145;172;
;11E040821: Urrós;451;160;136;155;
;11E040822: Vale da Madre;83;30;25;28;
;11E040826: Vila de Ala;239;79;62;98;
;11E0410: Vila Flor;4896;1841;1434;1621;
;11E041002: Benlhevai;217;81;64;72;
;11E041005: Freixiel;837;308;236;293;
;11E041009: Roios;188;73;58;57;
;11E041010: Samões;181;84;53;44;
;11E041011: Sampaio;140;47;41;52;
;11E041012: Santa Comba de Vilariça;280;95;78;107;
;11E041013: Seixo de Manhoses;354;128;115;111;
;11E041014: Trindade;246;97;70;79;
;11E041020: União das freguesias de Assares e Lodões;354;127;101;126;
;11E041021: União das freguesias de Candoso e Carvalho de Egas;277;101;75;101;
;11E041022: União das freguesias de Valtorno e Mourão;409;155;119;135;
;11E041023: União das freguesias de Vila Flor e Nabo;692;255;198;239;
;11E041024: União das freguesias de Vilas Boas e Vilarinho das Azenhas;501;204;168;129;
;11E041015: Vale Frechoso;220;86;58;76;
;11E0411: Vimioso;3754;1417;1123;1214;
;11E041103: Argozelo;450;144;112;194;
;11E041107: Carção;357;144;119;94;
;11E041108: Matela;323;126;94;103;
;11E041109: Pinelo;257;101;70;86;
;11E041110: Santulhão;453;192;133;128;
;11E041115: União das freguesias de Algoso, Campo de Víboras e Uva;618;250;212;156;
;11E041116: União das freguesias de Caçarelhos e Angueira;350;121;105;124;
;11E041117: União das freguesias de Vale de Frades e Avelanoso;327;132;105;90;
;11E041113: Vilar Seco;192;58;48;86;
;11E041114: Vimioso;427;149;125;153;
;11E0412: Vinhais;7205;2543;1966;2696;
;11E041201: Agrochão;227;79;63;85;
;11E041203: Candedo;340;125;89;126;
;11E041204: Celas;279;85;63;131;
;11E041206: Edral;200;72;53;75;
;11E041207: Edrosa;160;62;54;44;
;11E041208: Ervedosa;379;130;100;149;
;11E041215: Paçó;209;70;54;85;
;11E041216: Penhas Juntas;210;74;48;88;
;11E041219: Rebordelo;468;167;142;159;
;11E041221: Santalha;284;109;74;101;
;11E041226: Tuizelo;422;167;117;138;
;11E041236: União das freguesias de Curopos e Vale de Janeiro;379;137;108;134;
;11E041237: União das freguesias de Moimenta e Montouto;258;90;63;105;
;11E041238: União das freguesias de Nunes e Ousilhão;253;89;72;92;
;11E041239: União das freguesias de Quirás e Pinheiro Novo;327;132;90;105;
;11E041240: União das freguesias de Sobreiro de Baixo e Alvaredos;303;94;78;131;
;11E041241: União das freguesias de Soeira, Fresulfe e Mofreita;238;76;61;101;
;11E041242: União das freguesias de Travanca e Santa Cruz;165;52;44;69;
;11E041243: União das freguesias de Vilar de Lomba e São Jomil;223;82;65;76;
;11E041227: Vale das Fontes;294;106;85;103;
;11E041229: Vila Boa de Ousilhão;124;48;36;40;
;11E041230: Vila Verde;173;58;49;66;
;11E041232: Vilar de Ossos;209;68;51;90;
;11E041233: Vilar de Peregrinos;211;72;57;82;
;11E041234: Vilar Seco de Lomba;232;81;69;82;
;11E041235: Vinhais;638;218;181;239;
;16: Centro;466293;160823;135498;169972;
;16B: Oeste;63100;20246;17716;25138;
;16B1001: Alcobaça;9572;3079;2771;3722;
;16B100102: Alfeizerão;659;212;196;251;
;16B100120: Aljubarrota;1227;435;381;411;
;16B100104: Bárrio;464;163;150;151;
;16B100105: Benedita;975;280;262;433;
;16B100106: Cela;1229;388;345;496;
;16B100108: Évora de Alcobaça;1280;415;379;486;
;16B100109: Maiorga;379;132;119;128;
;16B100112: São Martinho do Porto;194;56;51;87;
;16B100114: Turquel;1180;359;320;501;
;16B100121: União das freguesias de Alcobaça e Vestiaria;189;64;58;67;
;16B100122: União das freguesias de Coz, Alpedriz e Montes;697;230;210;257;
;16B100123: União das freguesias de Pataias e Martingança;337;116;98;123;
;16B100116: Vimeiro;762;229;202;331;
;16B1101: Alenquer;8610;2637;2281;3692;
;16B110106: Carnota;872;228;196;448;
;16B110107: Meca;905;239;218;448;
;16B110108: Olhalvo;451;142;126;183;
;16B110109: Ota;265;91;72;102;
;16B110117: União das freguesias de Abrigada e Cabanas de Torres;1130;381;345;404;
;16B110118: União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;1040;321;267;452;
;16B110119: União das freguesias de Alenquer (Santo Estêvão e Triana);752;223;194;335;
;16B110120: União das freguesias de Carregado e Cadafais;377;115;90;172;
;16B110121: União das freguesias de Ribafria e Pereiro de Palhacana;774;251;219;304;
;16B110113: Ventosa;1016;329;289;398;
;16B110114: Vila Verde dos Francos;1028;317;265;446;
;16B1102: Arruda dos Vinhos;2091;785;641;665;
;16B110201: Arranhó;548;201;176;171;
;16B110202: Arruda dos Vinhos;941;372;291;278;
;16B110203: Cardosas;170;70;54;46;
;16B110204: São Tiago dos Velhos;432;142;120;170;
;16B1005: Bombarral;3380;1107;966;1307;
;16B100502: Carvalhal;1286;398;348;540;
;16B100505: Pó;281;80;69;132;
;16B100503: Roliça;786;252;228;306;
;16B100506: União das freguesias do Bombarral e Vale Covo;1027;377;321;329;
;16B1104: Cadaval;4976;1655;1447;1874;
;16B110401: Alguber;494;167;155;172;
;16B110407: Peral;474;167;136;171;
;16B110412: União das freguesias de Lamas e Cercal;1304;415;380;509;
;16B110413: União das freguesias de Painho e Figueiros;731;306;250;175;
;16B110411: União das freguesias do Cadaval e Pêro Moniz;676;231;204;241;
;16B110409: Vermelha;506;156;135;215;
;16B110410: Vilar;791;213;187;391;
;16B1006: Caldas da Rainha;7304;2246;1999;3059;
;16B100601: A dos Francos;742;238;209;295;
;16B100602: Alvorninha;1358;424;385;549;
;16B100604: Carvalhal Benfeito;618;170;160;288;
;16B100606: Foz do Arelho;61;22;19;20;
;16B100607: Landal;416;128;110;178;
;16B100608: Nadadouro;194;66;57;71;
;16B100609: Salir de Matos;966;263;234;469;
;16B100611: Santa Catarina;1000;287;252;461;
;16B100617: União das freguesias de Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório;613;200;187;226;
;16B100618: União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;346;121;107;118;
;16B100619: União das freguesias de Tornada e Salir do Porto;393;140;119;134;
;16B100615: Vidais;597;187;160;250;
;16B1108: Lourinhã;6118;1962;1701;2455;
;16B110803: Moita dos Ferreiros;978;283;245;450;
;16B110805: Reguengo Grande;623;208;188;227;
;16B110810: Ribamar;292;88;80;124;
;16B110806: Santa Bárbara;483;157;137;189;
;16B110812: União das freguesias de Lourinhã e Atalaia;1827;608;527;692;
;16B110813: União das freguesias de Miragaia e Marteleira;1024;330;285;409;
;16B110814: União das freguesias de São Bartolomeu dos Galegos e Moledo;587;189;159;239;
;16B110808: Vimeiro;304;99;80;125;
;16B1011: Nazaré;987;305;279;403;
;16B101101: Famalicão;369;119;112;138;
;16B101102: Nazaré;163;50;46;67;
;16B101103: Valado dos Frades;455;136;121;198;
;16B1012: Óbidos;3168;1007;875;1286;
;16B101201: A dos Negros;621;212;183;226;
