
Quadro extraído em 11 de Outubro de 2022 (08:47:29)
http://www.ine.pt



Período de referência dos dados;Localização geográfica (NUTS - 2013);Superfície das culturas temporárias (ha) por Localização geográfica (NUTS - 2013), Tipo (culturas temporárias) e Importância -  Decenal (1) ;
;11A131430: Negrelos (São Tomé);181;
;11A131416: Rebordões;107;
;11A131418: Reguenga;274;
;11A131419: Roriz;263;
;11A131433: União das freguesias de Areias, Sequeiró, Lama e Palmeira;575;
;11A131434: União das freguesias de Campo (São Martinho), São Salvador do Campo e Negrelos (São Mamede);393;
;11A131435: União das freguesias de Carreira e Refojos de Riba de Ave;690;
;11A131436: União das freguesias de Lamelas e Guimarei;290;
;11A131437: União das freguesias de Santo Tirso, Couto (Santa Cristina e São Miguel) e Burgães;775;
;11A131432: Vilarinho;122;
;11A0116: São João da Madeira;106;
;11A011601: São João da Madeira;106;
;11A1318: Trofa;3474;
;11A131806: Covelas;384;
;11A131808: Muro;242;
;11A131809: União das freguesias de Alvarelhos e Guidões;576;
;11A131810: União das freguesias de Bougado (São Martinho e Santiago);1606;
;11A131811: União das freguesias de Coronado (São Romão e São Mamede);666;
;11A0119: Vale de Cambra;5107;
;11A011901: Arões;1391;
;11A011903: Cepelos;431;
;11A011905: Junqueira;722;
;11A011906: Macieira de Cambra;632;
;11A011907: Roge;825;
;11A011902: São Pedro de Castelões;708;
;11A011910: União das freguesias de Vila Chã, Codal e Vila Cova de Perrinho;398;
;11A1315: Valongo;2139;
;11A131501: Alfena;547;
;11A131503: Ermesinde;242;
;11A131506: União das freguesias de Campo e Sobrado;905;
;11A131505: Valongo;445;
;11A1316: Vila do Conde;11599;
;11A131602: Árvore;414;
;11A131603: Aveleda;331;
;11A131604: Azurara;134;
;11A131607: Fajozes;368;
;11A131610: Gião;412;
;11A131611: Guilhabreu;460;
;11A131612: Junqueira;747;
;11A131613: Labruge;472;
;11A131614: Macieira da Maia;378;
;11A131616: Mindelo;500;
;11A131617: Modivas;266;
;11A131631: União das freguesias de Bagunte, Ferreiró, Outeiro Maior e Parada;1589;
;11A131632: União das freguesias de Fornelo e Vairão;806;
;11A131633: União das freguesias de Malta e Canidelo;420;
;11A131634: União das freguesias de Retorta e Tougues;542;
;11A131635: União das freguesias de Rio Mau e Arcos;1486;
;11A131636: União das freguesias de Touguinha e Touguinhó;686;
;11A131637: União das freguesias de Vilar e Mosteiró;608;
;11A131627: Vila Chã;324;
;11A131628: Vila do Conde;310;
;11A131630: Vilar de Pinheiro;347;
;11A1317: Vila Nova de Gaia;3781;
;11A131701: Arcozelo;138;
;11A131702: Avintes;202;
;11A131703: Canelas;50;
;11A131704: Canidelo;144;
;11A131709: Madalena;114;
;11A131712: Oliveira do Douro;147;
;11A131717: São Félix da Marinha;114;
;11A131725: União das freguesias de Grijó e Sermonde;243;
;11A131726: União das freguesias de Gulpilhares e Valadares;324;
;11A131727: União das freguesias de Mafamude e Vilar do Paraíso;188;
;11A131728: União das freguesias de Pedroso e Seixezelo;930;
;11A131729: União das freguesias de Sandim, Olival, Lever e Crestuma;761;
;11A131730: União das freguesias de Santa Marinha e São Pedro da Afurada;67;
;11A131731: União das freguesias de Serzedo e Perosinho;210;
;11A131723: Vilar de Andorinho;149;
;11B: Alto Tâmega;61504;
;11B1702: Boticas;5273;
;11B170217: Alturas do Barroso e Cerdedo;809;
;11B170218: Ardãos e Bobadela;494;
;11B170203: Beça;1176;
;11B170219: Boticas e Granja;398;
;11B170220: Codessoso, Curros e Fiães do Tâmega;357;
;11B170208: Covas do Barroso;205;
;11B170210: Dornelas;268;
;11B170213: Pinho;169;
;11B170215: Sapiãos;574;
;11B170221: Vilar e Viveiro;824;
;11B1703: Chaves;20124;
;11B170301: Águas Frias;1448;
;11B170302: Anelhe;246;
;11B170305: Bustelo;255;
;11B170309: Cimo de Vila da Castanheira;935;
;11B170310: Curalha;168;
;11B170312: Ervededo;723;
;11B170313: Faiões;484;
;11B170314: Lama de Arcos;341;
;11B170316: Mairos;571;
;11B170317: Moreiras;527;
;11B170318: Nogueira da Montanha;1546;
;11B170320: Oura;171;
;11B170321: Outeiro Seco;327;
;11B170322: Paradela;324;
;11B170353: Planalto de Monforte (União das freguesias de Oucidres e Bobadela);938;
;11B170324: Redondelo;395;
;11B170327: Sanfins;494;
;11B170329: Santa Leocádia;593;
;11B170350: Santa Maria Maior;128;
;11B170330: Santo António de Monforte;330;
;11B170331: Santo Estêvão;322;
;11B170333: São Pedro de Agostém;760;
;11B170334: São Vicente;637;
;11B170340: Tronco;359;
;11B170354: União das freguesias da Madalena e Samaiões;724;
;11B170355: União das freguesias das Eiras, São Julião de Montenegro e Cela;780;
;11B170356: União das freguesias de Calvão e Soutelinho da Raia;816;
;11B170357: União das freguesias de Loivos e Póvoa de Agrações;548;
;11B170358: União das freguesias de Santa Cruz/Trindade e Sanjurge;151;
;11B170359: União das freguesias de Soutelo e Seara Velha;651;
;11B170360: União das freguesias de Travancas e Roriz;1111;
;11B170341: Vale de Anta;254;
;11B170361: Vidago (União das freguesias de Vidago, Arcossó, Selhariz e Vilarinho das Paranheiras);341;
;11B170343: Vila Verde da Raia;406;
;11B170344: Vilar de Nantes;93;
;11B170345: Vilarelho da Raia;569;
;11B170347: Vilas Boas;193;
;11B170349: Vilela do Tâmega;154;
;11B170348: Vilela Seca;313;
;11B1706: Montalegre;11093;
;11B170601: Cabril;356;
;11B170603: Cervos;536;
;11B170604: Chã;1623;
;11B170607: Covelo do Gerês;120;
;11B170609: Ferral;107;
;11B170612: Gralhas;255;
;11B170616: Morgade;504;
;11B170618: Negrões;330;
;11B170619: Outeiro;186;
;11B170623: Pitões das Junias;246;
;11B170625: Reigoso;250;
;11B170626: Salto;686;
;11B170627: Santo André;304;
;11B170629: Sarraquinhos;724;
;11B170631: Solveira;175;
;11B170632: Tourém;143;
;11B170636: União das freguesias de Cambeses do Rio, Donões e Mourilhe;571;
;11B170637: União das freguesias de Meixedo e Padornelos;614;
;11B170638: União das freguesias de Montalegre e Padroso;567;
;11B170639: União das freguesias de Paradela, Contim e Fiães;380;
;11B170640: União das freguesias de Sezelhe e Covelães;490;
;11B170641: União das freguesias de Venda Nova e Pondras;197;
;11B170642: União das freguesias de Viade de Baixo e Fervidelas;879;
;11B170643: União das freguesias de Vilar de Perdizes e Meixide;613;
;11B170635: Vila da Ponte;237;
;11B1709: Ribeira de Pena;4289;
;11B170901: Alvadia;187;
;11B170902: Canedo;536;
;11B170906: Santa Marinha;481;
;11B170908: União das freguesias de Cerva e Limões;1394;
;11B170909: União das freguesias de Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega;1690;
;11B1712: Valpaços;14305;
;11B171201: Água Revés e Crasto;435;
;11B171203: Algeriz;446;
;11B171205: Bouçoães;746;
;11B171206: Canaveses;406;
;11B171232: Carrazedo de Montenegro e Curros;850;
;11B171209: Ervões;1013;
;11B171211: Fornos do Pinhal;186;
;11B171212: Friões;1735;
;11B171233: Lebução, Fiães e Nozelos;803;
;11B171215: Padrela e Tazem;622;
;11B171216: Possacos;165;
;11B171217: Rio Torto;543;
;11B171219: Santa Maria de Emeres;305;
;11B171220: Santa Valha;368;
;11B171221: Santiago da Ribeira de Alhariz;670;
;11B171222: São João da Corveira;973;
;11B171223: São Pedro de Veiga de Lila;386;
;11B171224: Serapicos;563;
;11B171234: Sonim e Barreiros;267;
;11B171235: Tinhela e Alvarelhos;1017;
;11B171227: Vales;440;
;11B171236: Valpaços e Sanfins;572;
;11B171229: Vassal;173;
;11B171230: Veiga de Lila;172;
;11B171231: Vilarandelo;448;
;11B1713: Vila Pouca de Aguiar;6421;
;11B171302: Alfarela de Jales;238;
;11B171319: Alvão;565;
;11B171303: Bornes de Aguiar;693;
;11B171304: Bragado;324;
;11B171305: Capeludos;363;
;11B171317: Sabroso de Aguiar;- -;
;11B171310: Soutelo de Aguiar;933;
;11B171311: Telões;914;
;11B171312: Tresminas;612;
;11B171320: União das freguesias de Pensalvos e Parada de Monteiros;310;
;11B171313: Valoura;188;
;11B171314: Vila Pouca de Aguiar;360;
;11B171315: Vreia de Bornes;387;
;11B171316: Vreia de Jales;535;
;11C: Tâmega e Sousa;73840;
;11C1301: Amarante;12856;
;11C130103: Ansiães;353;
;11C130107: Candemil;302;
;11C130112: Fregim;503;
;11C130115: Fridão;109;
;11C130117: Gondar;266;
;11C130134: Gouveia (São Simão);494;
;11C130118: Jazente;247;
;11C130119: Lomba;282;
;11C130120: Louredo;183;
;11C130121: Lufrei;321;
;11C130123: Mancelos;634;
;11C130126: Padronelo;146;
;11C130128: Rebordelo;196;
;11C130129: Salvador do Monte;560;
;11C130135: Telões;1596;
;11C130136: Travanca;633;
;11C130141: União das freguesias de Aboadela, Sanche e Várzea;543;
;11C130142: União das freguesias de Amarante (São Gonçalo), Madalena, Cepelos e Gatão;966;
;11C130143: União das freguesias de Bustelo, Carneiro e Carvalho de Rei;640;
;11C130144: União das freguesias de Figueiró (Santiago e Santa Cristina);937;
;11C130145: União das freguesias de Freixo de Cima e de Baixo;729;
;11C130146: União das freguesias de Olo e Canadelo;182;
;11C130148: União das freguesias de Vila Garcia, Aboim e Chapa;799;
;11C130138: Vila Caiz;271;
;11C130139: Vila Chã do Marão;286;
;11C130147: Vila Meã;675;
;11C1302: Baião;5950;
;11C130204: Frende;22;
;11C130205: Gestaçô;467;
;11C130206: Gove;332;
;11C130207: Grilo;209;
;11C130208: Loivos do Monte;265;
;11C130215: Santa Marinha do Zêzere;390;
;11C130221: União das freguesias de Ancede e Ribadouro;491;
;11C130222: União das freguesias de Baião (Santa Leocádia) e Mesquinhata;623;
;11C130223: União das freguesias de Campelo e Ovil;1174;
;11C130224: União das freguesias de Loivos da Ribeira e Tresouras;92;
;11C130225: União das freguesias de Santa Cruz do Douro e São Tomé de Covelas;542;
;11C130226: União das freguesias de Teixeira e Teixeiró;606;
;11C130219: Valadares;456;
;11C130220: Viariz;280;
;11C0106: Castelo de Paiva;3232;
;11C010602: Fornos;366;
;11C010606: Real;612;
;11C010607: Santa Maria de Sardoura;458;
;11C010608: São Martinho de Sardoura;351;
;11C010610: União das freguesias de Raiva, Pedorido e Paraíso;618;
;11C010611: União das freguesias de Sobrado e Bairros;827;
;11C0305: Celorico de Basto;7622;
;11C030501: Agilde;321;
;11C030502: Arnóia;741;
;11C030520: Basto (São Clemente);464;
;11C030503: Borba de Montanha;809;
;11C030508: Codeçoso;144;
;11C030510: Fervença;411;
;11C030515: Moreira do Castelo;288;
;11C030517: Rego;571;
;11C030518: Ribas;523;
;11C030523: União das freguesias de Britelo, Gémeos e Ourilhe;726;
;11C030524: União das freguesias de Caçarilhe e Infesta;748;
;11C030525: União das freguesias de Canedo de Basto e Corgo;434;
;11C030526: União das freguesias de Carvalho e Basto (Santa Tecla);497;
;11C030527: União das freguesias de Veade, Gagos e Molares;504;
;11C030521: Vale de Bouro;441;
;11C1804: Cinfães;7152;
;11C180403: Cinfães;879;
;11C180404: Espadanedo;241;
;11C180405: Ferreiros de Tendais;382;
;11C180406: Fornelos;618;
;11C180408: Moimenta;170;
;11C180409: Nespereira;1411;
;11C180410: Oliveira do Douro;142;
;11C180412: Santiago de Piães;686;
;11C180413: São Cristóvão de Nogueira;638;
;11C180414: Souselo;361;
;11C180415: Tarouquela;289;
;11C180416: Tendais;563;
;11C180417: Travanca;313;
;11C180418: União das freguesias de Alhões, Bustelo, Gralheira e Ramires;459;
;11C1303: Felgueiras;6943;
;11C130301: Aião;194;
;11C130302: Airães;304;
;11C130305: Friande;304;
;11C130306: Idães;353;
;11C130307: Jugueiros;377;
;11C130313: Penacova;191;
;11C130314: Pinheiro;190;
;11C130315: Pombeiro de Ribavizela;229;
;11C130317: Refontoura;294;
;11C130318: Regilde;112;
;11C130319: Revinhade;84;
;11C130324: Sendim;312;
;11C130334: União das freguesias de Macieira da Lixa e Caramos;552;
;11C130335: União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;1029;
;11C130336: União das freguesias de Pedreira, Rande e Sernande;399;
;11C130337: União das freguesias de Torrados e Sousa;270;
;11C130338: União das freguesias de Unhão e Lordelo;332;
;11C130339: União das freguesias de Vila Cova da Lixa e Borba de Godim;943;
;11C130340: União das freguesias de Vila Fria e Vizela (São Jorge);222;
;11C130341: União das freguesias de Vila Verde e Santão;250;
;11C1305: Lousada;5296;
;11C130502: Aveleda;278;
;11C130504: Caíde de Rei;395;
;11C130510: Lodares;277;
;11C130512: Macieira;216;
;11C130513: Meinedo;497;
;11C130515: Nevogilde;232;
;11C130524: Sousela;235;
;11C130525: Torno;301;
;11C130527: União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);471;
;11C130528: União das freguesias de Cristelos, Boim e Ordem;476;
;11C130529: União das freguesias de Figueiras e Covas;283;
;11C130530: União das freguesias de Lustosa e Barrosas (Santo Estêvão);412;
;11C130531: União das freguesias de Nespereira e Casais;248;
;11C130532: União das freguesias de Silvares, Pias, Nogueira e Alvarenga;756;
;11C130526: Vilar do Torno e Alentém;222;
;11C1307: Marco de Canaveses;8282;
;11C130732: Alpendorada, Várzea e Torrão;694;
;11C130733: Avessadas e Rosém;384;
;11C130704: Banho e Carvalhosa;143;
;11C130734: Bem Viver;616;
;11C130705: Constance;194;
;11C130736: Marco;751;
;11C130737: Paredes de Viadores e Manhuncelos;465;
;11C130738: Penha Longa e Paços de Gaiolo;679;
;11C130739: Sande e São Lourenço do Douro;487;
;11C130735: Santo Isidoro e Livração;202;
;11C130722: Soalhães;830;
;11C130723: Sobretâmega;113;
;11C130724: Tabuado;402;
;11C130740: Várzea, Aliviada e Folhada;895;
;11C130741: Vila Boa de Quires e Maureles;777;
;11C130730: Vila Boa do Bispo;651;
;11C1309: Paços de Ferreira;3230;
;11C130902: Carvalhosa;363;
;11C130904: Eiriz;191;
;11C130905: Ferreira;488;
;11C130906: Figueiró;176;
;11C130917: Frazão Arreigada;335;
;11C130908: Freamunde;210;
;11C130910: Meixomil;198;
;11C130918: Paços de Ferreira;291;
;11C130913: Penamaior;198;
;11C130914: Raimonda;229;
;11C130919: Sanfins Lamoso Codessos;371;
;11C130916: Seroa;179;
;11C1311: Penafiel;9789;
;11C131101: Abragão;587;
;11C131102: Boelhe;328;
;11C131103: Bustelo;479;
;11C131104: Cabeça Santa;258;
;11C131105: Canelas;234;
;11C131106: Capela;365;
;11C131107: Castelões;233;
;11C131108: Croca;261;
;11C131109: Duas Igrejas;413;
;11C131110: Eja;168;
;11C131112: Fonte Arcada;258;
;11C131113: Galegos;436;
;11C131141: Guilhufe e Urrô;437;
;11C131115: Irivo;185;
;11C131142: Lagares e Figueira;555;
;11C131140: Luzim e Vila Cova;553;
;11C131121: Oldrões;177;
;11C131122: Paço de Sousa;339;
;11C131139: Penafiel;1023;
;11C131125: Perozelo;205;
;11C131128: Rans;193;
;11C131132: Recezinhos (São Mamede);359;
;11C131133: Recezinhos (São Martinho);400;
;11C131129: Rio de Moinhos;484;
;11C131138: Rio Mau;37;
;11C131134: Sebolido;14;
;11C131143: Termas de São Vicente;597;
;11C131136: Valpedre;210;
;11C1813: Resende;3487;
;11C181302: Barrô;69;
;11C181303: Cárquere;283;
;11C181310: Paus;454;
;11C181311: Resende;662;
;11C181312: São Cipriano;319;
;11C181313: São João de Fontoura;105;
;11C181314: São Martinho de Mouros;367;
;11C181316: União das freguesias de Anreade e São Romão de Aregos;287;
;11C181317: União das freguesias de Felgueiras e Feirão;220;
;11C181318: União das freguesias de Freigil e Miomães;278;
;11C181319: União das freguesias de Ovadas e Panchorra;443;
;11D: Douro;35760;
;11D1701: Alijó;1082;
;11D170101: Alijó;90;
;11D170107: Favaios;11;
;11D170108: Pegarinhos;34;
;11D170109: Pinhão;- -;
;11D170112: Sanfins do Douro;36;
;11D170113: Santa Eugénia;12;
;11D170114: São Mamede de Ribatua;18;
;11D170120: União das freguesias de Carlão e Amieiro;166;
;11D170121: União das freguesias de Castedo e Cotas;3;
;11D170122: União das freguesias de Pópulo e Ribalonga;213;
;11D170123: União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas;0;
;11D170116: Vila Chã;214;
;11D170117: Vila Verde;251;
;11D170118: Vilar de Maçada;36;
;11D1801: Armamar;871;
;11D180101: Aldeias;13;
;11D180120: Armamar;80;
;11D180104: Cimbres;68;
;11D180106: Folgosa;1;
;11D180107: Fontelo;35;
;11D180109: Queimada;11;
;11D180110: Queimadela;46;
;11D180111: Santa Cruz;53;
;11D180114: São Cosmado;204;
;11D180115: São Martinho das Chãs;134;
;11D180121: União das freguesias de Aricera e Goujoim;92;
;11D180122: União das freguesias de São Romão e Santiago;81;
;11D180123: União das freguesias de Vila Seca e Santo Adrião;46;
;11D180118: Vacalar;6;
;11D0403: Carrazeda de Ansiães;1635;
;11D040304: Carrazeda de Ansiães;179;
;11D040306: Fonte Longa;237;
;11D040308: Linhares;72;
;11D040309: Marzagão;327;
;11D040311: Parambos;73;
;11D040312: Pereiros;20;
;11D040313: Pinhal do Norte;28;
;11D040314: Pombal;29;
;11D040316: Seixo de Ansiães;23;
;11D040320: União das freguesias de Amedo e Zedes;136;
;11D040321: União das freguesias de Belver e Mogo de Malta;152;
;11D040322: União das freguesias de Castanheiro do Norte e Ribalonga;27;
;11D040323: União das freguesias de Lavandeira, Beira Grande e Selores;157;
;11D040318: Vilarinho da Castanheira;176;
;11D0404: Freixo de Espada à Cinta;1409;
;11D040404: Ligares;239;
;11D040406: Poiares;118;
;11D040407: União das freguesias de Freixo de Espada à Cinta e Mazouco;451;
;11D040408: União das freguesias de Lagoaça e Fornos;601;
;11D1805: Lamego;2288;
;11D180502: Avões;34;
;11D180504: Britiande;19;
;11D180505: Cambres;5;
;11D180507: Ferreirim;97;
;11D180508: Ferreiros de Avões;7;
;11D180509: Figueira;20;
;11D180510: Lalim;180;
;11D180525: Lamego (Almacave e Sé);191;
;11D180511: Lazarim;189;
;11D180516: Penajóia;2;
;11D180517: Penude;796;
;11D180519: Samodães;1;
;11D180520: Sande;2;
;11D180526: União das freguesias de Bigorne, Magueija e Pretarouca;279;
;11D180527: União das freguesias de Cepões, Meijinhos e Melcões;237;
;11D180528: União das freguesias de Parada do Bispo e Valdigem;0;
;11D180523: Várzea de Abrunhais;17;
;11D180524: Vila Nova de Souto d'El-Rei;213;
;11D1704: Mesão Frio;20;
;11D170401: Barqueiros;1;
;11D170402: Cidadelhe;1;
;11D170408: Mesão Frio (Santo André);9;
;11D170403: Oliveira;- -;
;11D170407: Vila Marim;8;
;11D1807: Moimenta da Beira;5543;
;11D180702: Alvite;1033;
;11D180703: Arcozelos;148;
;11D180705: Baldos;187;
;11D180706: Cabaços;395;
;11D180707: Caria;480;
;11D180708: Castelo;38;
;11D180709: Leomil;574;
;11D180710: Moimenta da Beira;207;
;11D180713: Passô;219;
;11D180716: Vila da Rua;336;
;11D180717: Sarzedo;125;
;11D180719: Sever;286;
;11D180721: União das freguesias de Paradinha e Nagosa;64;
;11D180722: União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;571;
;11D180723: União das freguesias de Peva e Segões;627;
;11D180720: Vilar;254;
;11D1707: Murça;1448;
;11D170701: Candedo;74;
;11D170703: Fiolhoso;106;
;11D170704: Jou;665;
;11D170705: Murça;20;
;11D170710: União das freguesias de Carva e Vilares;210;
;11D170711: União das freguesias de Noura e Palheiros;176;
;11D170708: Valongo de Milhais;197;
;11D1812: Penedono;2603;
;11D181202: Beselga;462;
;11D181203: Castainço;124;
;11D181207: Penela da Beira;134;
;11D181208: Póvoa de Penela;271;
;11D181209: Souto;214;
;11D181210: União das freguesias de Antas e Ourozinho;727;
;11D181211: União das freguesias de Penedono e Granja;671;
;11D1708: Peso da Régua;117;
;11D170802: Fontelas;0;
;11D170805: Loureiro;7;
;11D170809: Sedielos;48;
;11D170813: União das freguesias de Galafura e Covelinhas;10;
;11D170814: União das freguesias de Moura Morta e Vinhós;20;
;11D170815: União das freguesias de Peso da Régua e Godim;9;
;11D170816: União das freguesias de Poiares e Canelas;19;
;11D170810: Vilarinho dos Freires;4;
;11D1710: Sabrosa;631;
;11D171001: Celeirós;- -;
;11D171002: Covas do Douro;0;
;11D171004: Gouvinhas;1;
;11D171007: Paços;54;
;11D171005: Parada de Pinhão;78;
;11D171009: Sabrosa;3;
;11D171011: São Lourenço de Ribapinhão;123;
;11D171013: Souto Maior;49;
;11D171014: Torre do Pinhão;167;
;11D171016: União das freguesias de Provesende, Gouvães do Douro e São Cristóvão do Douro;0;
;11D171017: União das freguesias de São Martinho de Antas e Paradela de Guiães;154;
;11D171015: Vilarinho de São Romão;2;
;11D1711: Santa Marta de Penaguião;87;
;11D171101: Alvações do Corgo;- -;
;11D171102: Cumieira;10;
;11D171103: Fontes;29;
;11D171106: Medrões;1;
;11D171110: Sever;0;
;11D171111: União das freguesias de Lobrigos (São Miguel e São João Baptista) e Sanhoane;0;
;11D171112: União das freguesias de Louredo e Fornelos;46;
;11D1815: São João da Pesqueira;1113;
;11D181501: Castanheiro do Sul;5;
;11D181502: Ervedosa do Douro;65;
;11D181504: Nagozelo do Douro;0;
;11D181505: Paredes da Beira;381;
;11D181507: Riodades;137;
;11D181509: Soutelo do Douro;- -;
;11D181515: União das freguesias de São João da Pesqueira e Várzea de Trevões;201;
;11D181516: União das freguesias de Trevões e Espinhosa;197;
;11D181517: União das freguesias de Vilarouco e Pereiros;32;
;11D181511: Vale de Figueira;69;
;11D181512: Valongo dos Azeites;26;
;11D1818: Sernancelhe;4194;
;11D181801: Arnas;186;
;11D181802: Carregal;613;
;11D181803: Chosendo;236;
;11D181804: Cunha;376;
;11D181806: Faia;47;
;11D181810: Granjal;200;
;11D181811: Lamosa;285;
;11D181814: Quintela;330;
;11D181818: União das freguesias de Ferreirim e Macieira;509;
;11D181819: União das freguesias de Fonte Arcada e Escurquela;389;
;11D181820: União das freguesias de Penso e Freixinho;218;
;11D181821: União das freguesias de Sernancelhe e Sarzeda;643;
;11D181817: Vila da Ponte;162;
;11D1819: Tabuaço;1228;
;11D181901: Adorigo;2;
;11D181902: Arcos;129;
;11D181904: Chavães;322;
;11D181905: Desejosa;3;
;11D181906: Granja do Tedo;58;
;11D181908: Longa;63;
;11D181913: Sendim;284;
;11D181914: Tabuaço;15;
;11D181918: União das freguesias de Barcos e Santa Leocádia;55;
;11D181919: União das freguesias de Paradela e Granjinha;110;
;11D181920: União das freguesias de Pinheiros e Vale de Figueira;143;
;11D181921: União das freguesias de Távora e Pereiro;44;
;11D181917: Valença do Douro;1;
;11D1820: Tarouca;1764;
;11D182004: Mondim da Beira;168;
;11D182005: Salzedas;168;
;11D182006: São João de Tarouca;318;
;11D182011: União das freguesias de Gouviães e Ucanha;83;
;11D182012: União das freguesias de Granja Nova e Vila Chã da Beira;188;
;11D182013: União das freguesias de Tarouca e Dálvares;524;
;11D182009: Várzea da Serra;314;
;11D0409: Torre de Moncorvo;2223;
;11D040901: Açoreira;143;
;11D040903: Cabeça Boa;64;
;11D040905: Carviçais;343;
;11D040906: Castedo;159;
;11D040909: Horta da Vilariça;112;
;11D040910: Larinho;144;
;11D040911: Lousa;194;
;11D040913: Mós;53;
;11D040916: Torre de Moncorvo;26;
;11D040918: União das freguesias de Adeganha e Cardanha;358;
;11D040919: União das freguesias de Felgar e Souto da Velha;179;
;11D040920: União das freguesias de Felgueiras e Maçores;188;
;11D040921: União das freguesias de Urros e Peredo dos Castelhanos;260;
;11D0914: Vila Nova de Foz Côa;1012;
;11D091401: Almendra;60;
;11D091402: Castelo Melhor;128;
;11D091403: Cedovim;28;
;11D091404: Chãs;85;
;11D091405: Custóias;25;
;11D091418: Freixo de Numão;98;
;11D091407: Horta;30;
;11D091410: Muxagata;33;
;11D091411: Numão;27;
;11D091412: Santa Comba;154;
;11D091414: Sebadelhe;33;
;11D091415: Seixas;52;
;11D091416: Touça;116;
;11D091419: Vila Nova de Foz Côa;141;
;11D1714: Vila Real;6491;
;11D171401: Abaças;81;
;11D171403: Andrães;237;
;11D171404: Arroios;53;
;11D171406: Campeã;744;
;11D171409: Folhadela;86;
;11D171410: Guiães;28;
;11D171414: Lordelo;214;
;11D171415: Mateus;41;
;11D171416: Mondrões;272;
;11D171420: Parada de Cunhos;66;
;11D171426: Torgueda;547;
;11D171431: União das freguesias de Adoufe e Vilarinho de Samardã;529;
;11D171432: União das freguesias de Borbela e Lamas de Olo;468;
;11D171433: União das freguesias de Constantim e Vale de Nogueiras;320;
;11D171434: União das freguesias de Mouçós e Lamares;737;
;11D171435: União das freguesias de Nogueira e Ermida;9;
;11D171436: União das freguesias de Pena, Quintã e Vila Cova;524;
;11D171437: União das freguesias de São Tomé do Castelo e Justes;924;
;11D171429: Vila Marim;578;
;11D171438: Vila Real;37;
;11E: Terras de Trás-os-Montes;91575;
;11E0401: Alfândega da Fé;2428;
;11E040102: Alfândega da Fé;227;
;11E040103: Cerejais;33;
;11E040111: Sambade;475;
;11E040121: União das freguesias de Agrobom, Saldonha e Vale Pereiro;284;
;11E040122: União das freguesias de Eucisia, Gouveia e Valverde;210;
;11E040123: União das freguesias de Ferradosa e Sendim da Serra;201;
;11E040124: União das freguesias de Gebelim e Soeima;281;
;11E040125: União das freguesias de Parada e Sendim da Ribeira;163;
;11E040126: União das freguesias de Pombal e Vales;134;
;11E040118: Vilar Chão;301;
;11E040119: Vilarelhos;52;
;11E040120: Vilares de Vilariça;66;
;11E0402: Bragança;25242;
;11E040201: Alfaião;342;
;11E040203: Babe;604;
;11E040204: Baçal;1571;
;11E040206: Carragosa;508;
;11E040209: Castro de Avelãs;533;
;11E040210: Coelhoso;358;
;11E040212: Donai;490;
;11E040213: Espinhosela;701;
;11E040215: França;251;
;11E040216: Gimonde;365;
;11E040217: Gondesende;348;
;11E040218: Gostei;579;
;11E040219: Grijó de Parada;801;
;11E040221: Macedo do Mato;541;
;11E040224: Mós;293;
;11E040225: Nogueira;491;
;11E040226: Outeiro;645;
;11E040229: Parâmio;604;
;11E040230: Pinela;447;
;11E040232: Quintanilha;493;
;11E040233: Quintela de Lampaças;388;
;11E040234: Rabal;370;
;11E040236: Rebordãos;837;
;11E040239: Salsas;1064;
;11E040240: Samil;444;
;11E040241: Santa Comba de Rossas;219;
;11E040244: São Pedro de Sarracenos;382;
;11E040246: Sendas;739;
;11E040247: Serapicos;599;
;11E040248: Sortes.;449;
;11E040250: União das freguesias de Aveleda e Rio de Onor;795;
;11E040251: União das freguesias de Castrelos e Carrazedo;738;
;11E040252: União das freguesias de Izeda, Calvelhe e Paradinha Nova;1202;
;11E040253: União das freguesias de Parada e Faílde;1194;
;11E040254: União das freguesias de Rebordainhos e Pombares;471;
;11E040255: União das freguesias de Rio Frio e Milhão;1350;
;11E040256: União das freguesias de São Julião de Palácios e Deilão;1431;
;11E040257: União das freguesias de Sé, Santa Maria e Meixedo;867;
;11E040249: Zoio;738;
;11E0405: Macedo de Cavaleiros;11517;
;11E040502: Amendoeira;411;
;11E040503: Arcas;220;
;11E040507: Carrapatas;152;
;11E040509: Chacim;248;
;11E040510: Cortiços;308;
;11E040511: Corujas;234;
;11E040514: Ferreira;268;
;11E040515: Grijó;147;
;11E040516: Lagoa;458;
;11E040517: Lamalonga;524;
;11E040518: Lamas;272;
;11E040519: Lombo;328;
;11E040520: Macedo de Cavaleiros;224;
;11E040521: Morais;703;
;11E040523: Olmos;63;
;11E040524: Peredo;168;
;11E040526: Salselas;584;
;11E040528: Sezulfe;171;
;11E040530: Talhas;884;
;11E040539: União das freguesias de Ala e Vilarinho do Monte;571;
;11E040540: União das freguesias de Bornes e Burga;293;
;11E040541: União das freguesias de Castelãos e Vilar do Monte;333;
;11E040542: União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco;937;
