
Quadro extraído em 17 de Outubro de 2022 (00:04:15)
http://www.ine.pt



Localização geográfica (NUTS - 2013) (1) ;Volume de trabalho da mão-de-obra agrícola (UTA) por Localização geográfica (NUTS - 2013) e Tipo de mão-de-obra -  Decenal (2) ;;;;;;;;;
;Período de referência dos dados;;;;;;;;;
16D010313: Vilarinho do Bairro;777;707;352;290;65;70;7;61;2;
16D0105: Aveiro;1554;1468;761;493;213;87;43;36;8;
16D010501: Aradas;142;132;78;41;13;10;6;2;1;
16D010502: Cacia;298;285;134;95;56;13;6;5;2;
16D010515: Eixo e Eirol;307;300;149;94;57;7;1;4;2;
16D010505: Esgueira;121;118;65;44;10;3;1;2;0;
16D010508: Oliveirinha;192;168;97;53;19;24;16;7;0;
16D010516: Requeixo, Nossa Senhora de Fátima e Nariz;372;354;178;131;45;18;7;9;2;
16D010513: Santa Joana;61;59;32;19;8;2;1;1;0;
16D010510: São Bernardo;43;36;21;13;3;7;3;4;0;
16D010511: São Jacinto;2;2;1;1;x;0;0;0;0;
16D010517: União das freguesias de Glória e Vera Cruz;17;13;7;5;2;3;1;3;0;
16D0108: Estarreja;1624;1548;743;510;295;76;26;41;9;
16D010801: Avanca;300;283;130;92;62;17;6;8;2;
16D010805: Pardilhó;163;153;85;46;23;10;3;6;1;
16D010806: Salreu;375;372;158;137;78;3;1;0;1;
16D010808: União das freguesias de Beduído e Veiros;454;431;231;137;63;23;5;15;3;
16D010809: União das freguesias de Canelas e Fermelã;332;309;141;99;70;23;10;12;2;
16D0110: Ílhavo;514;414;219;146;50;99;79;17;3;
16D011005: Gafanha da Encarnação;90;86;45;34;7;4;0;4;0;
16D011006: Gafanha da Nazaré;10;10;5;4;1;0;0;0;0;
16D011007: Gafanha do Carmo;67;62;33;17;12;5;4;1;1;
16D011008: Ílhavo (São Salvador);347;257;136;91;30;90;75;13;2;
16D0112: Murtosa;657;616;299;191;126;41;25;14;2;
16D011201: Bunheiro;402;383;184;113;85;19;8;9;1;
16D011202: Monte;34;33;15;13;5;1;0;1;0;
16D011203: Murtosa;96;92;41;26;24;5;3;1;1;
16D011204: Torreira;125;108;58;39;12;17;13;3;0;
16D0114: Oliveira do Bairro;2027;1883;921;762;201;144;23;113;8;
16D011403: Oiã;723;686;330;275;81;37;7;28;2;
16D011404: Oliveira do Bairro;267;244;121;91;32;23;5;17;1;
16D011405: Palhaça;241;230;117;102;10;12;1;9;1;
16D011407: União das freguesias de Bustos, Troviscal e Mamarrosa;796;725;352;294;78;71;11;58;3;
16D0115: Ovar;997;915;393;274;247;82;58;19;5;
16D011502: Cortegaça;4;4;2;1;1;0;0;0;0;
16D011503: Esmoriz;18;14;7;3;3;4;3;1;0;
16D011504: Maceda;73;65;31;19;15;8;1;7;0;
16D011509: União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;547;492;207;153;132;56;43;9;4;
16D011507: Válega;355;340;146;98;97;14;11;2;1;
16D0117: Sever do Vouga;1218;1168;553;400;215;50;19;29;3;
16D011702: Couto de Esteves;263;257;114;96;46;6;1;5;1;
16D011704: Pessegueiro do Vouga;21;19;7;8;3;2;0;2;0;
16D011705: Rocas do Vouga;310;296;148;96;53;14;10;3;0;
16D011706: Sever do Vouga;68;64;28;21;15;3;2;1;0;
16D011708: Talhadas;181;172;78;58;35;10;1;8;0;
16D011710: União das freguesias de Cedrim e Paradela;150;142;66;48;28;8;1;6;0;
16D011711: União das freguesias de Silva Escura e Dornelas;226;217;111;73;34;8;5;3;1;
16D0118: Vagos;2801;2669;1345;1001;324;132;63;55;14;
16D011801: Calvão;286;274;149;92;34;12;4;6;2;
16D011804: Gafanha da Boa Hora;180;155;82;61;12;24;10;14;1;
16D011805: Ouca;386;362;173;138;50;24;19;2;3;
16D011810: Santo André de Vagos;332;330;143;135;52;2;0;0;1;
16D011807: Sosa;322;303;163;130;9;19;4;14;2;
16D011812: União das freguesias de Fonte de Angeão e Covão do Lobo;466;464;255;150;59;2;0;0;2;
16D011813: União das freguesias de Ponte de Vagos e Santa Catarina;329;313;150;124;40;16;6;9;2;
16D011814: União das freguesias de Vagos e Santo António;501;468;230;170;68;33;20;10;2;
16E: Região de Coimbra;35536;32747;15885;12460;4402;2789;1366;1304;119;
16E0601: Arganil;1293;1212;543;464;206;81;42;35;3;
16E060102: Arganil;150;142;61;56;25;9;3;5;0;
16E060104: Benfeita;62;53;25;22;6;9;5;4;0;
16E060105: Celavisa;26;26;10;12;4;0;0;0;0;
16E060109: Folques;67;51;31;17;3;16;14;2;0;
16E060111: Piódão;52;52;28;18;6;0;0;0;0;
16E060112: Pomares;79;73;35;31;7;6;4;2;0;
16E060113: Pombeiro da Beira;170;166;73;60;33;4;0;4;1;
16E060114: São Martinho da Cortiça;202;192;76;70;46;11;6;4;1;
16E060115: Sarzedo;65;63;26;25;12;2;0;2;0;
16E060116: Secarias;31;30;15;13;2;0;0;0;0;
16E060119: União das freguesias de Cepos e Teixeira;78;77;35;32;10;1;0;1;0;
16E060120: União das freguesias de Cerdeira e Moura da Serra;47;43;18;14;11;4;2;3;0;
16E060121: União das freguesias de Côja e Barril de Alva;133;125;56;52;17;8;3;5;0;
16E060122: União das freguesias de Vila Cova de Alva e Anseriz;130;120;55;44;22;10;6;4;1;
16E0602: Cantanhede;5786;5375;2648;2080;647;411;127;265;19;
16E060201: Ançã;275;257;137;98;22;18;10;8;0;
16E060203: Cadima;692;638;328;257;53;54;25;26;4;
16E060205: Cordinhã;337;317;135;131;51;20;2;17;1;
16E060207: Febres;175;167;90;55;22;8;0;7;1;
16E060208: Murtede;390;357;161;139;58;33;14;18;1;
16E060209: Ourentã;403;377;175;150;52;26;5;21;1;
16E060218: Sanguinheira;515;480;231;159;89;35;24;8;3;
16E060215: São Caetano;108;104;53;40;11;4;3;1;0;
16E060214: Tocha;710;689;332;269;88;21;2;16;3;
16E060220: União das freguesias de Cantanhede e Pocariça;625;529;255;209;65;96;24;70;2;
16E060221: União das freguesias de Covões e Camarneira;678;652;327;266;59;26;4;21;1;
16E060222: União das freguesias de Portunhos e Outil;275;245;135;92;17;30;10;20;1;
16E060223: União das freguesias de Sepins e Bolho;455;428;220;165;43;27;2;24;1;
16E060224: União das freguesias de Vilamar e Corticeiro de Cima;147;136;69;51;17;11;3;7;1;
16E0603: Coimbra;3862;3494;1652;1297;546;369;263;99;6;
16E060301: Almalaguês;676;654;248;283;124;22;6;16;0;
16E060309: Brasfemes;36;35;18;12;5;1;1;0;0;
16E060311: Ceira;157;119;62;37;20;38;28;10;0;
16E060312: Cernache;119;114;62;34;18;5;1;3;0;
16E060318: Santo António dos Olivais;39;37;20;12;6;2;1;1;0;
16E060320: São João do Campo;303;292;130;108;54;11;8;3;0;
16E060324: São Silvestre;139;122;59;42;20;17;9;8;1;
16E060329: Torres do Mondego;23;22;11;7;5;1;0;1;0;
16E060332: União das freguesias de Antuzede e Vil de Matos;249;239;124;93;22;10;2;8;1;
16E060333: União das freguesias de Assafarge e Antanhol;104;98;49;28;22;5;2;4;0;
16E060334: União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu);99;26;14;11;1;74;73;1;0;
16E060335: União das freguesias de Eiras e São Paulo de Frades;161;155;78;52;26;6;2;4;0;
16E060336: União das freguesias de Santa Clara e Castelo Viegas;94;64;33;16;15;31;27;4;0;
16E060337: União das freguesias de São Martinho de Árvore e Lamarosa;441;426;188;168;70;16;14;1;0;
16E060338: União das freguesias de São Martinho do Bispo e Ribeira de Frades;300;219;106;75;39;81;69;11;1;
16E060339: União das freguesias de Souselas e Botão;407;391;205;144;43;16;5;10;1;
16E060340: União das freguesias de Taveiro, Ameal e Arzila;317;301;150;122;28;17;10;6;1;
16E060341: União das freguesias de Trouxemil e Torre de Vilela;196;181;96;55;30;16;8;8;0;
16E0604: Condeixa-a-Nova;1412;1362;675;495;192;50;18;28;4;
16E060401: Anobra;133;126;62;45;19;7;3;4;1;
16E060406: Ega;408;398;196;156;46;10;3;6;1;
16E060407: Furadouro;72;72;35;21;16;0;0;0;0;
16E060411: União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;299;278;130;107;42;21;12;9;1;
16E060412: União das freguesias de Sebal e Belide;136;134;69;62;3;3;0;3;0;
16E060413: União das freguesias de Vila Seca e Bem da Fé;207;201;104;48;49;6;0;5;0;
16E060410: Zambujal;157;154;81;56;17;3;0;3;0;
16E0605: Figueira da Foz;3096;2877;1442;1037;398;219;107;94;18;
16E060519: Alhadas;239;228;101;85;42;12;2;9;1;
16E060502: Alqueidão;286;255;124;111;21;31;25;5;2;
16E060515: Bom Sucesso;529;518;260;172;87;11;0;7;4;
16E060520: Buarcos;37;35;16;12;7;2;0;1;0;
16E060521: Ferreira-a-Nova;568;528;266;169;92;41;28;9;3;
16E060522: Lavos;86;77;39;34;5;8;5;3;0;
16E060507: Maiorca;197;172;86;56;30;25;14;10;1;
16E060508: Marinha das Ondas;204;184;82;78;24;21;8;12;1;
16E060518: Moinhos da Gândara;246;236;142;72;23;10;2;7;1;
16E060523: Paião;398;365;179;147;40;33;10;21;2;
16E060524: Quiaios;111;107;56;40;11;5;2;3;0;
16E060514: São Pedro;10;1;1;0;x;9;9;0;0;
16E060512: Tavarede;55;53;27;19;7;2;1;1;0;
16E060513: Vila Verde;127;117;63;44;10;10;2;7;1;
16E0606: Góis;386;358;172;148;38;28;19;8;1;
16E060601: Alvares;55;54;29;23;3;1;0;1;0;
16E060604: Góis;195;184;86;75;23;11;6;4;0;
16E060606: União das freguesias de Cadafaz e Colmeal;49;49;26;19;4;1;0;1;0;
16E060605: Vila Nova do Ceira;86;71;32;32;8;15;13;2;0;
16E0607: Lousã;392;317;157;120;39;75;44;30;1;
16E060706: Gândaras;- -;- -;- -;- -;- -;- -;- -;- -;- -;
16E060704: Serpins;56;50;23;19;9;5;3;3;0;
16E060707: União das freguesias de Foz de Arouce e Casal de Ermio;76;53;26;18;9;23;13;10;0;
16E060708: União das freguesias de Lousã e Vilarinho;260;213;109;83;21;47;28;18;1;
16E0111: Mealhada;2003;1715;853;687;175;287;176;107;5;
16E011102: Barcouço;280;252;133;98;22;28;8;19;1;
16E011103: Casal Comba;589;529;252;222;55;60;21;38;1;
16E011104: Luso;157;148;68;59;22;9;4;4;1;
16E011106: Pampilhosa;190;182;99;65;18;9;6;3;0;
16E011109: União das freguesias da Mealhada, Ventosa do Bairro e Antes;547;383;191;163;30;164;132;32;1;
16E011107: Vacariça;240;221;112;81;29;18;6;11;1;
16E0608: Mira;1567;1406;677;513;215;162;105;51;6;
16E060803: Carapelhos;232;222;108;81;33;10;2;7;1;
16E060801: Mira;954;861;415;307;140;92;52;36;4;
16E060804: Praia de Mira;137;126;59;49;17;11;8;3;1;
16E060802: Seixo;245;196;95;76;25;48;43;5;1;
16E0609: Miranda do Corvo;884;828;436;283;109;56;23;31;2;
16E060901: Lamas;135;126;64;41;21;8;1;7;0;
16E060902: Miranda do Corvo;296;268;153;79;37;28;16;11;1;
16E060906: União das freguesias de Semide e Rio Vide;295;277;143;99;35;18;5;12;1;
16E060905: Vila Nova;158;156;75;64;17;1;0;1;0;
16E0610: Montemor-o-Velho;4034;3790;1985;1473;333;244;95;129;21;
16E061002: Arazede;1484;1410;751;535;123;74;31;38;5;
16E061003: Carapinheira;270;250;132;91;27;20;4;15;2;
16E061014: Ereira;61;57;38;14;4;4;4;0;0;
16E061005: Liceia;331;318;151;150;17;13;3;9;2;
16E061006: Meãs do Campo;215;204;104;85;16;12;0;10;2;
16E061008: Pereira;182;181;100;71;10;1;0;1;0;
16E061009: Santo Varão;100;82;44;32;7;18;13;5;0;
16E061010: Seixo de Gatões;295;288;146;103;39;7;3;4;0;
16E061011: Tentúgal;572;531;271;224;36;41;2;34;6;
16E061015: União das freguesias de Abrunheira, Verride e Vila Nova da Barca;161;137;75;44;18;24;15;8;1;
16E061016: União das freguesias de Montemor-o-Velho e Gatões;362;334;172;124;37;29;21;6;2;
16E1808: Mortágua;1441;1319;564;501;254;122;90;27;5;
16E180802: Cercosa;64;62;29;22;11;2;0;1;1;
16E180804: Espinho;295;290;127;126;37;5;1;3;1;
16E180805: Marmeleira;75;73;32;26;15;2;1;2;0;
16E180807: Pala;207;205;91;71;43;2;0;2;0;
16E180808: Sobral;305;298;126;111;61;7;1;5;1;
16E180809: Trezói;115;112;44;40;28;4;1;2;0;
16E180811: União das freguesias de Mortágua, Vale de Remígio, Cortegaça e Almaça;380;280;115;106;60;100;87;12;2;
16E0611: Oliveira do Hospital;2195;1943;895;740;308;252;124;120;8;
16E061101: Aldeia das Dez;38;35;18;12;5;2;0;2;0;
16E061102: Alvoco das Várzeas;50;45;23;18;4;5;3;2;0;
16E061103: Avô;55;50;23;20;8;5;2;2;0;
16E061104: Bobadela;77;66;33;25;8;11;7;4;1;
16E061106: Lagares;165;154;65;67;21;11;1;9;1;
16E061109: Lourosa;99;92;39;37;17;7;2;4;0;
16E061110: Meruge;117;104;49;37;19;13;2;11;0;
16E061111: Nogueira do Cravo;197;174;78;71;26;23;11;12;1;
16E061115: São Gião;60;58;32;21;5;2;1;1;0;
16E061118: Seixo da Beira;385;337;147;126;63;48;31;17;1;
16E061119: Travanca de Lagos;201;189;86;69;34;12;3;8;1;
16E061122: União das freguesias de Ervedal e Vila Franca da Beira;252;236;117;83;37;16;4;11;1;
16E061123: União das freguesias de Lagos da Beira e Lajeosa;197;176;80;66;30;21;2;19;1;
16E061124: União das freguesias de Oliveira do Hospital e São Paio de Gramaços;187;119;57;48;14;68;53;13;1;
16E061125: União das freguesias de Penalva de Alva e São Sebastião da Feira;37;35;16;13;6;2;0;1;0;
16E061126: União das freguesias de Santa Ovaia e Vila Pouca da Beira;79;73;34;27;12;6;2;4;0;
16E0612: Pampilhosa da Serra;502;491;231;205;56;10;4;6;0;
16E061201: Cabril;37;37;18;17;2;0;0;0;0;
16E061202: Dornelas do Zêzere;50;48;20;19;8;2;1;1;0;
16E061211: Fajão-Vidual;55;55;26;23;6;0;0;0;0;
16E061204: Janeiro de Baixo;88;87;41;36;10;1;0;1;0;
16E061206: Pampilhosa da Serra;82;81;41;33;6;1;0;1;0;
16E061207: Pessegueiro;38;38;16;17;5;0;0;0;0;
16E061212: Portela do Fojo-Machio;60;55;26;22;7;5;4;2;0;
16E061209: Unhais-o-Velho;92;92;42;38;12;1;0;0;0;
16E0613: Penacova;1097;1055;455;422;178;42;7;32;3;
16E061301: Carvalho;114;110;46;41;23;4;0;4;0;
16E061302: Figueira de Lorvão;245;237;100;101;35;8;0;8;1;
16E061304: Lorvão;117;114;51;53;11;2;1;1;0;
16E061307: Penacova;159;158;64;65;29;0;0;0;0;
16E061310: Sazes do Lorvão;136;131;58;60;13;6;2;4;0;
16E061312: União das freguesias de Friúmes e Paradela;89;80;39;28;14;9;4;5;0;
16E061313: União das freguesias de Oliveira do Mondego e Travanca do Mondego;72;68;35;20;14;4;0;4;0;
16E061314: União das freguesias de São Pedro de Alva e São Paio de Mondego;166;158;62;55;40;8;0;7;1;
16E0614: Penela;916;883;468;301;115;33;8;23;3;
16E061401: Cumeeira;238;236;114;91;31;2;0;2;0;
16E061402: Espinhal;43;40;23;15;2;3;1;2;0;
16E061403: Podentes;164;152;77;50;25;12;3;8;0;
16E061407: União das freguesias de São Miguel, Santa Eufémia e Rabaçal;472;455;254;144;57;17;4;11;2;
16E0615: Soure;2923;2789;1330;1136;323;134;42;84;8;
16E061501: Alfarelos;77;68;34;25;8;9;7;2;0;
16E061504: Figueiró do Campo;113;109;49;51;9;4;1;3;1;
16E061506: Granja do Ulmeiro;36;33;17;12;4;2;0;2;0;
16E061508: Samuel;344;339;160;136;43;5;0;4;2;
16E061509: Soure;1131;1053;496;448;109;78;24;53;1;
16E061510: Tapéus;94;94;43;33;17;1;0;1;0;
16E061513: União das freguesias de Degracias e Pombalinho;408;403;201;146;56;5;0;4;1;
16E061514: União das freguesias de Gesteira e Brunhós;320;312;143;136;33;8;0;7;1;
16E061511: Vila Nova de Anços;140;135;68;55;12;6;4;2;0;
16E061512: Vinha da Rainha;259;243;117;94;31;17;7;8;1;
16E0616: Tábua;1289;1132;526;409;197;158;60;93;5;
16E061602: Candosa;67;58;26;23;9;8;3;5;0;
16E061603: Carapinha;63;60;24;22;14;3;2;1;0;
16E061608: Midões;115;93;42;34;18;22;17;5;1;
16E061609: Mouronho;85;78;39;21;19;7;0;7;0;
16E061611: Póvoa de Midões;62;55;29;21;5;7;0;7;0;
16E061612: São João da Boa Vista;65;60;26;23;11;5;3;2;0;
16E061614: Tábua;229;200;94;78;28;29;8;19;1;
16E061616: União das freguesias de Ázere e Covelo;154;130;56;48;26;24;9;15;0;
16E061617: União das freguesias de Covas e Vila Nova de Oliveirinha;197;172;77;68;28;25;17;8;1;
16E061618: União das freguesias de Espariz e Sinde;175;158;79;52;27;17;4;13;1;
16E061619: União das freguesias de Pinheiro de Coja e Meda de Mouros;77;67;35;20;13;10;0;10;0;
16E0617: Vila Nova de Poiares;459;403;177;151;75;56;13;42;1;
16E061701: Arrifana;149;133;61;52;20;16;0;16;0;
16E061702: Lavegadas;30;29;12;12;5;1;0;1;0;
16E061703: Poiares (Santo André);187;161;71;59;30;26;9;17;1;
16E061704: São Miguel de Poiares;93;80;33;28;19;12;4;9;0;
16F: Região de Leiria;18562;16939;8240;6620;2079;1623;769;797;58;
16F1002: Alvaiázere;1396;1319;650;519;150;77;19;55;3;
16F100201: Almoster;218;215;107;81;27;3;0;3;0;
16F100208: Alvaiázere;266;255;130;96;28;12;1;10;1;
16F100204: Maçãs de Dona Maria;310;287;125;131;31;24;9;14;1;
16F100205: Pelmá;246;237;115;94;28;10;1;8;0;
16F100209: Pussos São Pedro;355;326;172;117;37;29;8;20;1;
16F1003: Ansião;2076;2001;951;783;267;75;15;56;4;
16F100301: Alvorge;383;377;181;149;46;7;0;5;1;
16F100309: Ansião;409;397;182;145;70;12;1;10;1;
16F100303: Avelar;50;48;26;17;5;2;0;2;0;
16F100304: Chão de Couce;246;224;110;88;25;23;5;17;1;
16F100306: Pousaflores;376;368;183;144;41;8;0;8;0;
16F100307: Santiago da Guarda;611;588;268;240;81;23;8;14;1;
16F1004: Batalha;1258;1100;620;387;93;157;85;69;3;
16F100401: Batalha;493;366;202;117;47;127;75;50;2;
16F100404: Golpilheira;142;123;67;45;12;19;8;10;0;
16F100402: Reguengo do Fetal;286;278;142;108;28;8;1;7;1;
16F100403: São Mamede;337;334;210;117;6;3;1;2;1;
16F1007: Castanheira de Pêra;87;80;36;37;8;7;3;4;0;
16F100703: União das freguesias de Castanheira de Pêra e Coentral;87;80;36;37;8;7;3;4;0;
16F1008: Figueiró dos Vinhos;607;558;271;230;57;49;16;31;2;
16F100801: Aguda;109;103;54;42;8;6;1;4;0;
16F100802: Arega;185;174;83;76;15;11;2;9;1;
16F100803: Campelo;26;25;13;11;1;1;0;1;0;
16F100806: União das freguesias de Figueiró dos Vinhos e Bairradas;288;255;121;102;33;32;13;18;1;
16F1009: Leiria;5129;4479;2205;1645;629;650;378;256;16;
16F100901: Amor;355;316;142;124;51;39;16;22;1;
16F100902: Arrabal;167;143;72;55;17;24;1;22;1;
16F100925: Bajouca;112;103;50;42;12;9;2;7;0;
16F100926: Bidoeira de Cima;141;114;60;39;15;26;14;12;1;
16F100907: Caranguejeira;388;353;178;140;35;34;18;16;1;
16F100909: Coimbrão;118;114;54;45;16;4;2;2;0;
16F100913: Maceira;253;229;112;81;36;25;13;11;1;
16F100915: Milagres;212;183;94;59;30;28;16;11;1;
16F100921: Regueira de Pontes;133;109;53;42;15;24;18;5;0;
16F100932: União das freguesias de Colmeias e Memória;375;331;161;110;60;44;37;6;0;
16F100933: União das freguesias de Leiria, Pousos, Barreira e Cortes;535;420;227;129;64;115;51;62;2;
16F100934: União das freguesias de Marrazes e Barosa;125;104;54;33;18;22;19;3;0;
16F100935: União das freguesias de Monte Real e Carvide;364;321;149;129;43;44;27;15;2;
16F100936: União das freguesias de Monte Redondo e Carreira;502;432;200;186;46;71;56;13;1;
16F100937: União das freguesias de Parceiros e Azoia;196;174;94;46;33;22;11;11;0;
16F100938: União das freguesias de Santa Catarina da Serra e Chainça;284;274;126;92;56;10;0;8;1;
16F100939: União das freguesias de Santa Eufémia e Boa Vista;294;214;127;69;17;81;63;17;1;
16F100940: União das freguesias de Souto da Carpalhosa e Ortigosa;574;546;255;225;66;28;14;13;2;
16F1010: Marinha Grande;258;239;116;96;27;18;7;11;1;
16F101001: Marinha Grande;126;119;56;51;12;7;1;5;1;
16F101003: Moita;11;11;7;2;1;0;0;0;0;
16F101002: Vieira de Leiria;120;110;53;43;14;11;5;5;0;
16F1013: Pedrógão Grande;472;428;213;176;39;44;1;41;2;
16F101301: Graça;183;170;83;72;15;13;0;12;1;
16F101302: Pedrógão Grande;217;193;99;78;17;24;0;22;1;
16F101303: Vila Facaia;71;64;32;25;7;7;0;7;0;
16F1015: Pombal;5839;5558;2558;2350;650;281;60;202;19;
16F101501: Abiul;617;605;299;265;42;11;5;6;1;
16F101503: Almagreira;452;409;183;178;49;43;15;27;1;
16F101504: Carnide;216;202;86;97;19;14;5;9;0;
16F101505: Carriço;297;279;110;127;43;18;5;12;1;
16F101506: Louriçal;636;586;246;234;106;50;5;41;3;
16F101515: Meirinhas;117;112;43;52;17;5;0;5;0;
16F101508: Pelariga;294;277;140;109;29;17;3;14;1;
16F101509: Pombal;933;904;429;386;89;29;8;20;2;
16F101510: Redinha;269;257;126;96;35;12;3;8;1;
16F101518: União das freguesias de Guia, Ilha e Mata Mourisca;733;696;301;329;66;37;2;32;3;
16F101519: União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;448;426;223;157;46;22;6;14;1;
16F101513: Vermoil;447;432;206;183;44;15;1;13;1;
16F101514: Vila Cã;381;372;168;137;67;9;3;3;3;
16F1016: Porto de Mós;1440;1176;620;398;159;264;186;71;6;
16F101602: Alqueidão da Serra;66;64;44;17;4;2;0;1;1;
16F101605: Calvaria de Cima;192;56;31;17;9;136;133;3;0;
16F101606: Juncal;300;262;128;89;45;37;15;20;2;
16F101608: Mira de Aire;23;22;17;5;1;2;0;1;0;
16F101609: Pedreiras;90;87;49;25;13;4;0;3;0;
16F101614: Porto de Mós - São João Baptista e São Pedro;193;134;85;38;11;60;31;28;1;
16F101610: São Bento;206;196;86;82;28;10;4;6;0;
16F101613: Serro Ventoso;131;130;68;46;15;2;0;1;1;
16F101615: União das freguesias de Alvados e Alcaria;58;54;37;13;4;4;2;2;0;
16F101616: União das freguesias de Arrimal e Mendiga;179;172;75;67;30;7;1;5;1;
16G: Viseu Dão Lafões;34937;31742;15066;11216;5459;3195;1416;1660;120;
16G0901: Aguiar da Beira;1728;1619;764;572;283;109;15;85;8;
16G090102: Carapito;142;137;64;46;28;5;1;3;1;
16G090103: Cortiçada;118;113;55;39;19;5;1;3;0;
16G090105: Dornelas;172;161;82;57;23;11;0;10;1;
16G090106: Eirado;106;101;51;38;12;5;0;4;0;
16G090107: Forninhos;99;91;48;33;10;8;0;7;0;
16G090109: Pena Verde;409;404;172;149;84;5;1;3;1;
16G090110: Pinheiro;99;93;51;33;9;6;0;5;0;
16G090114: União das freguesias de Aguiar da Beira e Coruche;271;233;102;77;54;38;12;25;2;
16G090115: União das freguesias de Sequeiros e Gradiz;125;117;59;40;18;9;1;7;0;
16G090116: União das freguesias de Souto de Aguiar da Beira e Valverde;186;168;81;60;27;18;0;17;1;
16G1802: Carregal do Sal;1281;1148;550;470;128;133;44;85;4;
16G180201: Beijós;243;218;97;93;28;25;6;18;0;
16G180202: Cabanas de Viriato;190;173;84;72;17;17;0;16;0;
16G180204: Oliveira do Conde;366;324;161;122;42;43;21;21;1;
16G180206: Parada;99;88;48;35;5;11;0;10;0;
16G180208: União das freguesias de Currelos, Papízios e Sobral;383;345;160;149;37;37;16;20;1;
16G1803: Castro Daire;3258;3177;1476;1030;672;81;11;66;4;
16G180301: Almofala;101;101;52;23;26;1;0;0;0;
16G180303: Cabril;122;112;51;32;29;10;0;10;0;
16G180304: Castro Daire;453;435;198;140;97;18;5;13;0;
16G180305: Cujó;70;69;34;20;16;0;0;0;0;
16G180309: Gosende;143;135;67;44;24;9;3;6;0;
16G180312: Mões;372;362;162;116;83;11;0;10;1;
16G180313: Moledo;410;409;199;140;69;2;0;2;0;
16G180314: Monteiras;118;117;59;45;14;0;0;0;0;
16G180317: Pepim;120;120;57;44;19;0;0;0;0;
16G180319: Pinheiro;135;132;60;47;25;3;0;3;0;
16G180322: São Joaninho;85;85;41;29;14;1;0;0;0;
16G180323: União das freguesias de Mamouros, Alva e Ribolhos;298;283;131;95;57;15;2;13;0;
16G180324: União das freguesias de Mezio e Moura Morta;147;146;62;40;44;1;0;1;1;
16G180325: União das freguesias de Parada de Ester e Ester;325;316;140;98;79;8;0;8;0;
16G180326: União das freguesias de Picão e Ermida;129;127;58;39;31;2;0;2;0;
16G180327: União das freguesias de Reriz e Gafanhão;230;230;106;77;47;0;0;0;0;
16G1806: Mangualde;2219;1938;978;659;301;282;101;169;12;
16G180601: Abrunhosa-a-Velha;74;71;34;25;12;3;1;2;0;
16G180602: Alcafache;206;177;82;59;36;29;15;14;1;
16G180605: Cunha Baixa;186;156;87;53;16;30;16;13;1;
16G180606: Espinho;290;252;119;82;51;38;8;30;1;
16G180607: Fornos de Maceira Dão;169;140;68;51;22;29;10;18;2;
16G180608: Freixiosa;26;25;13;10;2;1;0;1;0;
16G180614: Quintela de Azurara;49;37;21;11;5;12;9;3;0;
16G180616: São João da Fresta;54;52;28;17;7;2;0;2;0;
16G180619: União das freguesias de Mangualde, Mesquitela e Cunha Alta;466;411;198;144;68;55;19;35;2;
16G180620: União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;149;121;59;41;20;28;4;23;1;
16G180621: União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;271;243;131;83;29;28;11;15;2;
16G180622: União das freguesias de Tavares (Chãs, Várzea e Travanca);280;255;139;83;33;25;10;14;2;
16G1809: Nelas;1658;1396;731;523;142;262;92;164;6;
16G180901: Canas de Senhorim;261;226;114;77;36;34;18;16;1;
16G180908: Lapa do Lobo;95;89;46;36;6;6;0;5;0;
16G180903: Nelas;191;148;80;48;21;42;16;26;1;
16G180905: Senhorim;286;273;142;98;33;13;1;11;1;
16G180910: União das freguesias de Carvalhal Redondo e Aguieira;292;253;130;108;15;38;14;23;1;
16G180911: União das freguesias de Santar e Moreira;389;287;143;115;29;101;38;62;2;
16G180906: Vilar Seco;146;119;76;41;3;26;6;21;0;
16G1810: Oliveira de Frades;1922;1762;759;551;452;161;107;47;8;
16G181002: Arcozelo das Maias;285;280;131;86;63;5;0;3;1;
16G181005: Pinheiro;213;203;92;70;40;10;7;2;1;
16G181007: Ribeiradio;253;235;100;75;61;18;7;10;1;
16G181008: São João da Serra;217;210;82;63;65;7;1;5;1;
16G181009: São Vicente de Lafões;133;116;49;36;31;17;10;6;1;
16G181013: União das freguesias de Arca e Varzielas;219;216;92;70;54;3;0;2;1;
16G181014: União das freguesias de Destriz e Reigoso;226;222;93;79;51;4;0;4;1;
16G181015: União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;376;279;119;73;87;97;81;15;1;
16G1811: Penalva do Castelo;1975;1819;876;710;232;157;37;113;7;
16G181102: Castelo de Penalva;333;301;152;125;24;32;3;28;1;
16G181103: Esmolfe;85;81;38;33;9;5;0;4;0;
16G181104: Germil;103;89;44;35;10;14;6;8;0;
16G181105: Ínsua;205;172;84;63;26;32;13;19;0;
16G181106: Lusinde;93;89;36;35;18;4;2;1;0;
16G181109: Pindo;452;424;198;167;59;28;4;23;2;
16G181110: Real;91;89;42;34;12;2;1;1;0;
